qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,English Horn,A Clarinet 1,A Clarinet 2,A Bass Clarinet,Bassoon 1,Bassoon 2,Bass Sarrusophone,F Horn 1,F Horn 2,F Horn 3,F Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Tuba,Cymbal,Tambourine,Triangle,Celesta,Harp,Violin,Violin 1,Violin 1 div(2),Violin 1 div(3),Violin 2,Violins,Viola,Violoncello,Contrabass,Piano
199.0,91.364,66,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r,r,B3,F3,r,B-4
200.0,91.8479,66,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r,r,B3,G#3,r,C#5
201.0,92.3317,67,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r,r,F4,B3,r,E5
202.0,92.8156,67,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r,r,E4,B3,r,C#5
202.5,93.0575,67,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r,r,E4,B3,r,C#5
203.0,93.2995,67,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r,r,r,B3,r,D5
203.3333,93.4608,67,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r,r,r,B-3,r,D5
203.6667,93.6221,67,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r,r,r,B3,r,D5
204.0,93.7833,68,1.0,r,r,r,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,r,r,F3,F3,C#2,G5
204.5,94.0253,68,1.5,r,r,C#4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,C#4,r,B3,G#2,G#2,C#4
205.0,94.2672,68,2.0,r,G4,C#4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,G4,r,B3,F3,r,G4
205.5,94.5092,68,2.5,r,G4,C#4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,C#4,r,B3,G#2,G#2,C#4
206.0,94.7511,68,3.0,r,G4,C#4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,r,r,C#4,r,F3,G#2,C#2,F3
206.5,94.993,68,3.5,r,G4,C#4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,r,r,C#4,r,B3,G#2,G#2,C#4
207.0,95.235,69,1.0,r,r,r,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,r,r,r,F3,r,C#2,F3
207.5,95.4769,69,1.5,r,G#4,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,r,D4,r,B3,G2,G2,F3
208.0,95.7188,69,2.0,r,G#4,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,r,G#4,r,B3,F3,r,F3
208.5,95.9608,69,2.5,r,G#4,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,r,D4,r,B3,G2,G2,F3
209.0,96.2027,69,3.0,r,G#4,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,D4,r,F3,G2,C#2,F3
209.5,96.4446,69,3.5,r,r,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,D4,r,B3,G2,G2,F3
210.0,96.6866,70,1.0,r,r,r,r,r,r,r,r,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-5,r,r,r,r,E3,r,C#2,E3
210.5,96.9285,70,1.5,r,r,E-4,r,r,r,r,r,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-5,r,r,E-4,r,B3,F#2,F#2,E3
211.0,97.1704,70,2.0,r,B-4,E-4,r,r,r,r,r,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#5,r,r,B-4,r,B3,E3,r,E3
211.5,97.4124,70,2.5,r,B-4,E-4,r,r,r,r,r,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#5,r,r,E-4,r,B3,F#2,F#2,E3
212.0,97.6543,70,3.0,r,B-4,E-4,r,r,r,r,r,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,r,r,E-4,r,E3,F#2,C#2,E3
212.5,97.8963,70,3.5,r,B-4,E-4,r,r,r,r,r,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,r,r,E-4,r,B3,F#2,F#2,E3
213.0,98.1382,71,1.0,r,r,r,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,r,r,F3,r,C#2,F3
213.5,98.3801,71,1.5,r,r,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,D4,r,B3,G2,G2,D4
214.0,98.6221,71,2.0,r,G#4,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,r,r,G#4,r,B3,F3,r,G#4
214.5,98.864,71,2.5,r,G#4,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,r,r,D4,r,B3,G2,G2,D4
215.0,99.1059,71,3.0,r,G#4,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,r,D4,r,E3,G2,C#2,F3
215.5,99.3479,71,3.5,r,G#4,D4,r,r,r,r,r,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,r,D4,r,B3,G2,G2,D4
216.0,99.5898,72,1.0,r,r,r,r,r,r,r,r,F2,r,G#2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,r,r,r,r,F3,G4,C#2,G4
216.5,99.8317,72,1.5,r,r,B3,r,r,r,r,r,F2,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,r,r,C#4,r,B3,G4,C#2,G4
217.0,100.0737,72,2.0,r,r,D4,r,r,r,r,r,F2,B3,G#2,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,r,r,G4,r,B3,F4,C#2,F4
217.5,100.3156,72,2.5,r,r,D4,r,r,r,r,r,F2,B3,G#2,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,r,r,C#4,r,B3,F4,C#2,F4
218.0,100.5575,72,3.0,r,r,D4,r,r,r,r,r,F2,B3,G#2,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,G4,r,C#4,r,E3,E4,C#2,E4
218.5,100.7995,72,3.5,r,r,D4,r,r,r,r,r,F2,B3,G#2,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,C#4,r,B3,E4,C#2,E4
219.0,101.0414,73,1.0,r,r,r,r,r,r,r,r,F2,B3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,D5,G#4,r,r,r,F3,D4,C#2,D4
219.5,101.2833,73,1.5,r,r,D4,r,r,r,r,r,F2,B3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,D5,G#4,r,D4,r,B3,D4,C#2,D4
220.0,101.5253,73,2.0,r,r,D4,r,r,r,r,r,F2,B3,G2,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D5,B4,r,G#4,r,B3,D4,C#2,D4
220.5,101.7672,73,2.5,r,r,D4,r,r,r,r,r,F2,B3,G2,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D5,B4,r,D4,r,B3,D4,C#2,D4
221.0,102.0092,73,3.0,r,r,D4,r,r,r,r,r,F2,B3,G2,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D5,B4,r,D4,r,E3,F4,C#2,F4
221.5,102.2511,73,3.5,r,r,D4,r,r,r,r,r,F2,B3,G2,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D5,r,D4,r,B3,F4,C#2,F4
222.0,102.493,74,1.0,r,r,r,r,r,r,r,r,E2,B3,F#2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,E-5,r,r,r,E3,B-4,C#2,B-4
222.5,102.735,74,1.5,r,r,E-4,r,r,r,r,r,E2,B3,F#2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,E-5,r,E-4,r,B3,B-4,C#2,B-4
223.0,102.9769,74,2.0,r,r,E-4,r,r,r,r,r,E2,B3,F#2,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,E-5,r,B-4,r,B3,G#4,r,G#4
223.5,103.2188,74,2.5,r,r,E-4,r,r,r,r,r,E2,B3,F#2,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,E-5,r,E-4,r,B3,G#4,r,G#4
224.0,103.4608,74,3.0,r,r,E-4,r,r,r,r,r,E2,B3,F#2,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E-5,r,r,E-4,r,E3,F#4,C#2,F#4
224.5,103.7027,74,3.5,r,r,E-4,r,r,r,r,r,E2,B3,F#2,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E-5,r,r,E-4,r,B3,F#4,C#2,F#4
225.0,103.9446,75,1.0,r,r,r,r,r,r,r,r,F#2,B3,G2,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,B4,E5,r,r,r,r,F#3,F#4,C#2,F#4
225.5,104.1866,75,1.5,r,r,E4,r,r,r,r,r,F#2,B3,G2,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,B4,E5,r,r,E4,r,B3,F#4,C#2,F#4
226.0,104.4285,75,2.0,r,r,E4,r,r,r,r,r,F#2,B3,G2,r,A4,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,D5,E5,r,r,A4,r,B3,E4,r,E4
226.5,104.6704,75,2.5,r,r,E4,r,r,r,r,r,F#2,B3,G2,r,A4,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,D5,E5,r,r,E4,r,B3,E4,r,E4
227.0,104.9124,75,3.0,r,r,E4,r,r,D4,r,r,F#2,B3,G2,r,A4,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,D5,E5,r,r,E4,r,F#3,D4,C#2,D4
227.5,105.1543,75,3.5,r,r,E4,r,r,D4,r,r,F#2,B3,G2,r,A4,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,r,r,E4,r,B3,D4,C#2,D4
228.0,105.3963,76,1.0,r,r,r,r,r,C#5,r,r,G2,G3,A2,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,B-2,r,F#5,F#5,r,r,r,r,G3,C#5,C#2,C#5
228.5,105.6382,76,1.5,r,r,F#4,r,r,C#5,C#4,G3,r,G3,A2,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,B-2,r,F#5,F#5,r,r,F#4,r,C#4,C#5,C#2,C#5
229.0,105.8801,76,2.0,r,r,F#4,B4,r,B4,C#4,G3,r,r,A2,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,B-2,r,F#5,F#5,r,r,B4,r,C#4,B4,C#2,B4
229.5,106.1221,76,2.5,r,r,F#4,B4,r,B4,C#4,G3,r,r,A2,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,B-2,r,F#5,F#5,r,r,F#4,r,C#4,B4,C#2,B4
230.0,106.364,76,3.0,r,r,F#4,B4,r,A4,C#4,G3,r,G3,A2,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,A5,r,F#5,F#5,B4,r,F#4,r,G3,A4,C#2,A4
230.5,106.6059,76,3.5,r,r,F#4,B4,r,A4,C#4,G3,r,G3,A2,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,A5,r,F#5,F#5,C#5,r,F#4,r,C#4,A4,C#2,A4
231.0,106.8479,77,1.0,r,r,r,r,r,G#4,r,r,C#1,A3,B2,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,C#3,r,E-5,G#5,E-5,r,r,r,A3,G#4,C#2,G#4
231.5,107.0898,77,1.5,r,r,G#4,r,r,G#4,E-4,A3,C#1,A3,B2,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,C#3,r,E-5,G#5,E-5,r,G#4,r,E-4,G#4,C#2,G#4
232.0,107.3317,77,2.0,r,r,G#4,C#5,r,F#4,E-4,A3,C#1,r,B2,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,C#3,r,E-5,G#5,E-5,r,C#5,r,E-4,F#4,C#2,F#4
232.5,107.5737,77,2.5,r,r,G#4,C#5,r,F#4,E-4,A3,C#1,r,B2,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,C#3,r,F5,G#5,F5,r,G#4,r,E-4,F#4,C#2,F#4
233.0,107.8156,77,3.0,r,r,G#4,C#5,r,A4,E-4,A3,C#1,B3,B2,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,B5,r,F#5,G#5,F#5,r,G#4,r,A4,A4,C#2,A4
233.5,108.0575,77,3.5,r,r,G#4,C#5,r,A4,E-4,A3,C#1,B3,B2,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,B5,r,G#5,G#5,G#5,r,G#4,r,A4,A4,C#2,A4
234.0,108.2995,78,1.0,r,r,r,r,r,F5,r,r,C#1,C#4,C#3,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,C#3,r,B-5,B-5,B-5,r,r,r,F5,F4,C#2,F5
234.5,108.5414,78,1.5,r,r,B-4,r,B-4,F5,F4,B3,C#1,C#4,C#3,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,C#3,r,E-4,B-5,B-5,r,E-4,B-4,F5,F4,C#2,F5
235.0,108.7833,78,2.0,r,r,B-4,E-5,B-4,r,F4,B3,C#1,r,C#3,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,C#3,r,F4,B-5,B-5,r,F4,E-5,E-5,E-4,C#2,E-5
235.5,109.0253,78,2.5,r,r,B-4,E-5,B-4,r,F4,B3,C#1,r,C#3,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,C#3,r,G#4,B-5,B-5,r,G#4,B-4,E-5,E-4,C#2,E-5
236.0,109.2672,78,3.0,r,r,B-4,E-5,B-4,r,F4,B3,C#1,C#4,C#3,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,C#6,r,B4,B-5,r,r,B4,G#4,C#5,C#4,C#2,C#5
236.5,109.5092,78,3.5,r,r,B-4,E-5,B-4,r,F4,B3,C#1,C#4,C#3,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,C#6,r,E-5,B-5,r,r,E-5,B-4,C#5,C#4,C#2,C#5
237.0,109.7511,79,1.0,r,r,r,r,r,r,r,r,C#1,C#4,E-3,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,D2,F5,C6,r,r,F5,r,C5,C4,C#2,C5
237.3333,109.9124,79,1.3333,r,r,r,r,r,r,r,r,C#1,C#4,E-3,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,D2,F5,C6,r,r,F5,r,C5,C4,C#2,C5
237.5,109.993,79,1.5,r,r,B4,r,C5,r,G#4,C#4,C#1,C#4,E-3,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,D2,G5,C6,r,r,G5,C5,C5,C4,C#2,C5
237.6667,110.0737,79,1.6667,r,r,B4,r,C5,r,G#4,C#4,C#1,C#4,E-3,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,D2,G5,C6,r,r,G5,C5,C5,C4,C#2,C5
238.0,110.235,79,2.0,r,r,C5,F5,C5,r,G#4,C#4,C#1,r,E-3,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,D2,A5,C6,r,r,G#5,F5,B-4,C#4,C#2,B-4
238.3333,110.3962,79,2.3333,r,r,C5,F5,C5,r,G#4,C#4,C#1,r,E-3,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,D2,A5,C6,r,r,G#5,F5,B-4,C#4,C#2,B-4
238.5,110.4769,79,2.5,r,r,C5,F5,C5,r,G#4,C#4,C#1,r,E-3,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,D2,B-5,C6,r,r,B-5,C5,B-4,E-3,C#2,B-4
238.6667,110.5576,79,2.6667,r,r,C5,F5,C5,r,G#4,C#4,C#1,r,E-3,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,D2,B-5,C6,r,r,B-5,C5,B-4,E-3,C#2,B-4
239.0,110.7188,79,3.0,r,r,C5,F5,C5,r,G#4,C#4,C#1,C#4,E-3,r,C#4,r,C#4,r,A4,r,r,r,r,r,r,r,r,r,E-5,C6,C6,A4,r,B5,B-4,A4,E-3,C#2,A4
239.5,110.9608,79,3.5,r,r,C5,F5,C5,r,G#4,C#4,C#1,C#4,E-3,r,C#4,r,r,r,A4,r,r,r,r,r,r,r,r,r,E-5,C#6,C6,A4,r,C#6,C5,A4,E-3,C#2,A4
240.0,111.2027,80,1.0,r,r,r,r,r,r,r,r,C#1,E-4,F3,r,E-4,F3,E-4,F3,G5,r,r,r,r,r,r,r,r,r,C#2,E-6,E-6,G5,r,E-6,r,G5,G4,C#2,G5
240.3333,111.364,80,1.3333,r,r,r,r,r,r,r,r,C#1,E-4,F3,r,E-4,F3,E-4,F3,G5,r,r,r,r,r,r,r,r,r,C#2,E-6,E-6,G5,r,E-6,r,G5,G4,C#2,G5
240.5,111.4446,80,1.5,r,r,D5,r,D5,A4,A4,E-4,C#1,E-4,F3,r,E-4,F3,E-4,F3,G5,r,r,r,r,r,r,r,r,r,C#2,E-6,E-6,G5,r,E-6,D5,G5,G4,C#2,G5
240.6667,111.5253,80,1.6667,r,r,D5,r,D5,A4,A4,E-4,C#1,E-4,F3,r,E-4,F3,E-4,F3,G5,r,r,r,r,r,r,r,r,r,C#2,E-6,E-6,G5,r,E-6,D5,G5,G4,C#2,G5
241.0,111.6866,80,2.0,r,r,F5,G5,A4,G4,G4,C4,C#1,r,F3,r,E-4,F3,E-4,F3,F5,r,r,r,r,r,r,r,r,r,C#2,E-6,r,F5,r,E-6,A4,F5,F4,C#2,F5
241.3333,111.8478,80,2.3333,r,r,F5,G5,A4,G4,G4,C4,C#1,r,F3,r,E-4,F3,E-4,F3,F5,r,r,r,r,r,r,r,r,r,C#2,E-6,r,F5,r,E-6,A4,F5,F4,C#2,F5
241.5,111.9285,80,2.5,r,r,A5,G5,D5,A4,A4,E-4,C#1,r,F3,r,E-4,F3,E-4,F3,F5,r,r,r,r,r,r,r,r,r,C#2,G4,G4,F5,r,E-6,D5,F5,F4,C#2,F5
241.6667,112.0092,80,2.6667,r,r,A5,G5,D5,A4,A4,E-4,C#1,r,F3,r,E-4,F3,E-4,F3,F5,r,r,r,r,r,r,r,r,r,C#2,G4,G4,F5,r,E-6,D5,F5,F4,C#2,F5
242.0,112.1704,80,3.0,r,r,D6,G5,G5,G4,D5,F4,C#1,E-4,F3,r,E-4,F3,E-4,F3,E-5,r,r,r,r,r,r,r,r,r,F5,C5,C5,E-5,r,E-6,G5,E-5,E-4,C#2,E-5
242.5,112.4124,80,3.5,r,r,F6,G5,D5,A4,A4,E-4,C#1,E-4,F3,r,E-4,F3,E-4,F3,E-5,r,r,r,r,r,r,r,r,r,F5,G5,G5,E-5,r,E-6,D5,E-5,E-4,C#2,E-5
243.0,112.6543,81,1.0,r,r,r,r,r,r,r,r,C#1,F#4,G3,r,F#4,G3,F#4,G3,D5,r,r,r,r,r,r,r,r,r,C#2,A5,A5,D5,r,F#6,r,D5,D4,C#2,D5
243.1429,112.7235,81,1.1429,r,r,r,r,r,r,r,r,C#1,F#4,G3,r,F#4,G3,F#4,G3,D5,r,r,r,r,r,r,r,r,r,G2,A5,A5,D5,r,F#6,r,D5,D4,C#2,D5
243.2857,112.7926,81,1.2857,r,r,r,r,r,r,r,r,C#1,F#4,G3,r,F#4,G3,F#4,G3,D5,r,r,r,r,r,r,r,r,r,G2,A5,A5,D5,r,F#6,r,D5,D4,C#2,D5
243.4286,112.8617,81,1.4286,r,r,r,r,r,r,r,r,C#1,F#4,G3,r,F#4,G3,F#4,G3,D5,r,r,r,r,r,r,r,r,r,F#3,A5,A5,D5,r,F#6,r,D5,D4,C#2,D5
243.5,112.8963,81,1.5,r,r,E5,r,E5,B4,B4,F#4,C#1,F#4,G3,r,F#4,G3,F#4,G3,D5,r,r,r,r,r,r,r,r,r,F#3,B5,B5,D5,r,F#6,E5,D5,D4,C#2,D5
243.5714,112.9308,81,1.5714,r,r,E5,r,E5,B4,B4,F#4,C#1,F#4,G3,r,F#4,G3,F#4,G3,D5,r,r,r,r,r,r,r,r,r,F#3,B5,B5,D5,r,F#6,E5,D5,D4,C#2,D5
243.7143,112.9999,81,1.7143,r,r,E5,r,E5,B4,B4,F#4,C#1,F#4,G3,r,F#4,G3,F#4,G3,D5,r,r,r,r,r,r,r,r,r,B3,B5,B5,D5,r,F#6,E5,D5,D4,C#2,D5
243.8571,113.069,81,1.8571,r,r,E5,r,E5,B4,B4,F#4,C#1,F#4,G3,r,F#4,G3,F#4,G3,D5,r,r,r,r,r,r,r,r,r,B3,B5,B5,D5,r,F#6,E5,D5,D4,C#2,D5
244.0,113.1382,81,2.0,r,r,F#5,A5,B4,A4,A4,D4,C#1,F#4,G3,r,F#4,G3,F#4,G3,C#5,r,r,r,r,r,r,r,r,r,C#3,C#6,C#6,C#5,r,F#6,B4,C#5,D4,C#2,C#5
244.1667,113.2188,81,2.1667,r,r,F#5,A5,B4,A4,A4,D4,C#1,F#4,G3,r,F#4,G3,F#4,G3,C#5,r,r,r,r,r,r,r,r,r,G3,C#6,C#6,C#5,r,F#6,B4,C#5,D4,C#2,C#5
244.3333,113.2995,81,2.3333,r,r,F#5,A5,B4,A4,A4,D4,C#1,F#4,G3,r,F#4,G3,F#4,G3,C#5,r,r,r,r,r,r,r,r,r,G3,C#6,C#6,C#5,r,F#6,B4,C#5,D4,C#2,C#5
244.5,113.3801,81,2.5,r,r,B5,A5,E5,B4,B4,F#4,C#1,F#4,G3,r,F#4,G3,F#4,G3,C#5,r,r,r,r,r,r,r,r,r,G4,D6,D6,C#5,r,F#6,E5,C#5,G3,C#2,C#5
244.6667,113.4608,81,2.6667,r,r,B5,A5,E5,B4,B4,F#4,C#1,F#4,G3,r,F#4,G3,F#4,G3,C#5,r,r,r,r,r,r,r,r,r,B4,D6,D6,C#5,r,F#6,E5,C#5,G3,C#2,C#5
244.8333,113.5414,81,2.8333,r,r,B5,A5,E5,B4,B4,F#4,C#1,F#4,G3,r,F#4,G3,F#4,G3,C#5,r,r,r,r,r,r,r,r,r,B4,D6,D6,C#5,r,F#6,E5,C#5,G3,C#2,C#5
245.0,113.6221,81,3.0,r,r,D6,A5,F#5,A4,D5,A4,C#1,F#4,G3,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,C#4,E6,E6,B4,r,F#6,F#5,D5,D4,C#2,B4
245.1429,113.6912,81,3.1429,r,r,D6,A5,F#5,A4,D5,A4,C#1,F#4,G3,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,G4,E6,E6,B4,r,F#6,F#5,D5,D4,C#2,B4
245.1667,113.7027,81,3.1667,r,r,D6,A5,F#5,A4,D5,A4,C#1,F#4,G3,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,G4,E6,E6,A3,r,F#6,F#5,D5,D4,C#2,B4
245.2857,113.7603,81,3.2857,r,r,D6,A5,F#5,A4,D5,A4,C#1,F#4,G3,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,G4,E6,E6,A3,r,F#6,F#5,D5,D4,C#2,B4
245.3333,113.7833,81,3.3333,r,r,D6,A5,F#5,A4,D5,A4,C#1,F#4,G3,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,r,E6,E6,A3,r,F#6,F#5,D5,D4,C#2,B4
245.4286,113.8294,81,3.4286,r,r,D6,A5,F#5,A4,D5,A4,C#1,F#4,G3,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,F#5,E6,E6,r,r,F#6,F#5,D5,D4,C#2,B4
245.5,113.864,81,3.5,r,r,E6,A5,A5,B4,F#5,B4,C#1,r,r,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,F#5,F#6,F#6,F#4,r,F#6,A5,E5,F#4,C#2,B4
245.5714,113.8985,81,3.5714,r,r,E6,A5,A5,B4,F#5,B4,C#1,r,r,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,F#5,F#6,F#6,F#4,r,F#6,A5,E5,F#4,C#2,B4
245.6667,113.9447,81,3.6667,r,r,E6,A5,A5,B4,F#5,B4,C#1,r,r,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,r,F#6,F#6,B4,r,F#6,A5,E5,F#4,C#2,B4
245.7143,113.9677,81,3.7143,r,r,E6,A5,A5,B4,F#5,B4,C#1,r,r,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,B5,F#6,F#6,B4,r,F#6,A5,E5,F#4,C#2,B4
245.8333,114.0253,81,3.8333,r,r,E6,A5,A5,B4,F#5,B4,C#1,r,r,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,B5,F#6,F#6,B4,r,F#6,A5,E5,F#4,C#2,B4
245.8571,114.0368,81,3.8571,r,r,E6,A5,A5,B4,F#5,B4,C#1,r,r,r,F#4,G3,F#4,G3,B4,r,r,r,r,r,r,r,r,r,B5,F#6,F#6,r,r,F#6,A5,E5,F#4,C#2,B4
246.0,114.1059,82,1.0,r,r,r,F5,F5,C#5,F5,F5,C#1,C#2,C#2,r,G4,B3,G4,C#4,B4,C#4,G4,B3,F3,G#2,r,r,r,r,F5,G6,G6,G5,r,G6,B-4,C#5,B3,C#1,B4
246.5,114.3233,82,1.5,r,r,r,D6,B5,C#5,C#6,B5,G#1,G#2,C#2,r,r,r,r,r,B4,C#4,G4,B3,F3,G#2,r,r,r,G4,B5,G6,G6,G5,r,r,B-4,C#5,B3,C#1,B4
246.625,114.3777,82,1.625,r,r,r,D6,B5,C#5,C#6,B5,G#1,G#2,C#2,r,r,r,r,r,B4,C#4,G4,B3,F3,G#2,r,r,r,F5,B5,G6,G6,G5,r,r,B-4,C#5,B3,C#1,B4
