qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,x,Ob 1,3,Ob
6.0,3,1.0,0.0,a,Fl 1,1,Fl
33.0,12,1.0,0.0,a,Cl 1,6,Cl
45.0,16,1.0,0.0,a,Vln 1,30,Vln
51.75,18,1.75,0.25,a,Cl 1,6,Cl
54.75,19,1.75,0.25,a,Ob 1,3,Ob
63.0,22,1.0,0.0,a,Bsn 1,9,Bsn
74.5,25,3.5,0.8333,a,Bsn 1,9,Bsn
81.75,28,1.75,0.25,a,B Cl,8,Bs Cl
93.0,32,1.0,0.0,a,Bsn 1,9,Bsn
99.0,34,1.0,0.0,a,Bsn 1,9,Bsn
105.0,36,1.0,0.0,a,Vln 1,30,Vln
117.0,40,1.0,0.0,a,Ob 1,3,Ob
129.0,44,1.0,0.0,a,Ob 1,3,Ob
135.0,46,1.0,0.0,a,F Hn 1,12,Hn
141.0,48,1.0,0.0,a,Bsn 1,9,Bsn
147.0,50,1.0,0.0,b,Fl 1,1,Fl
153.0,52,1.0,0.0,b,Cl 1,6,Cl
159.0,54,1.0,0.0,c,Cl 1,6,Cl
165.0,56,1.0,0.0,c,Cl 2,7,Cl
172.0,58,1.0,0.0,c,Cl 1,6,Cl
178.0,60,1.0,0.0,c,Cl 2,7,Cl
184.0,61,4.0,0.75,c,F Hn 1,12,Hn
193.0,64,-190.0,0.3333,c,Vln 2,34,Vln
199.0,66,2.0,0.3333,c,Vln Solo.,29,Vln
210.0,70,1.0,0.0,c,Vln Solo.,29,Vln
217.0,72,2.0,0.3333,c,F Hn 1,12,Hn
227.0,75,3.0,0.6667,c,E Hn,5,Eng Hn
234.5,78,1.5,0.1667,c,Ob 2,4,Ob
240.5,80,1.5,0.1667,c,Fl 2,2,Fl
246.0,82,1.0,0.0,c,Ob 1,3,Ob
258.0,86,1.0,0.0,c,Vln 2,34,Vln
273.5,91,1.5,0.1667,c,Vln 2,34,Vln
284.0,94,3.0,0.6667,c,Ob 1,3,Ob
285.0,95,1.0,0.0,c,C Tpt 1,16,Tpt
288.0,96,1.0,0.0,c,Fl 1,1,Fl
294.0,98,1.0,0.0,a,Ob 1,3,Ob
303.0,101,1.0,0.0,a,Bsn 1,9,Bsn
312.0,104,1.0,0.0,a,Fl 1,1,Fl
315.0,105,1.0,0.0,a,C Tpt 1,16,Tpt
318.0,106,1.0,0.0,a,Cl 1,6,Cl
321.0,107,1.0,0.0,a,F Hn 1,12,Hn
324.0,108,1.0,0.0,a,Fl 1,1,Fl
327.0,109,1.0,0.0,a,Ob 1,3,Ob
330.0,110,1.0,0.0,a,Fl 1,1,Fl
333.0,111,1.0,0.0,a,Cl 1,6,Cl
336.0,112,1.0,0.0,a,Fl 1,1,Fl
339.0,113,1.0,0.0,a,Vln Solo.,29,Vln
351.0,117,1.0,0.0,a,Vln. 2 Solo,33,Vln
363.0,121,1.0,0.0,a,Vln Solo.,29,Vln
375.0,125,1.0,0.0,a,Vla.,36,Vla
383.0,127,3.0,0.6667,a,Vla.,36,Vla
387.0,129,1.0,0.0,a,Fl 1,1,Fl
399.0,133,1.0,0.0,a,Fl 1,1,Fl
412.3333,137,2.3333,0.4444,a,Fl 1,1,Fl
425.5,141,3.5,0.8333,a,Ob 1,3,Ob
433.0,144,2.0,0.3333,a,Fl 1,1,Fl
456.0,152,1.0,0.0,a,Vln 1,30,Vln
468.0,156,1.0,0.0,a,Vln 1,30,Vln
483.0,161,1.0,0.0,a,Vln 1,30,Vln
492.0,164,1.0,0.0,a,F Hn 1,12,Hn
504.0,168,1.0,0.0,a,E Hn,5,Eng Hn
510.0,170,1.0,0.0,a,Fl 1,1,Fl
516.0,172,1.0,0.0,a,Vln 1,30,Vln
519.0,173,1.0,0.0,a,Cl 1,6,Cl
522.0,174,1.0,0.0,a,Fl 1,1,Fl
525.25,175,1.25,0.0833,a,Vln 1,30,Vln
528.0,176,1.0,0.0,a,Vln 1,30,Vln
540.0,180,1.0,0.0,a,Vln 1,30,Vln
548.0,182,3.0,0.6667,a,B Cl,8,Bs Cl
549.0,183,1.0,0.0,a,E Hn,5,Eng Hn
550.0,183,2.0,0.3333,a,Ob 1,3,Ob
551.0,183,3.0,0.6667,a,Picc,0,Picc
552.0,184,1.0,0.0,a,Vln 2,34,Vln
559.5,186,2.5,0.5,a,Vln 1,30,Vln
564.0,188,1.0,0.0,a,Vln 1,30,Vln
576.0,192,1.0,0.0,a,Fl 1,1,Fl
582.0,194,1.0,0.0,a,Picc,0,Picc
588.0,196,1.0,0.0,a,C Tpt 1,16,Tpt
591.0,197,1.0,0.0,a,Picc,0,Picc
594.0,198,1.0,0.0,a,C Tpt 1,16,Tpt
597.0,199,1.0,0.0,a,Picc,0,Picc
600.0,200,1.0,0.0,a,Cl 1,6,Cl
604.0,201,2.0,0.3333,a,Fl 1,1,Fl
607.0,202,2.0,0.3333,a,Picc,0,Picc
609.0,203,1.0,0.0,a,Vla,37,Vla
612.0,204,1.0,0.0,a,Vln 1,30,Vln
