qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 3,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Eb Horn 3,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
76.0,114.0,39,2.5,r,r,D5,r,F4,D4,B-3,B-3,r,r,B-3,r,r,r,r,r,r,r,r
76.125,114.1875,39,2.625,r,r,E-5,r,F4,D4,B-3,B-3,r,r,B-3,r,r,r,r,r,r,r,r
76.25,114.375,39,2.75,r,r,F5,r,F4,D4,B-3,B-3,r,r,B-3,r,r,r,F4,D4,B-3,B-2,B-1
76.3333,114.4999,39,2.8333,r,r,F5,r,F4,D4,B-3,B-3,r,r,B-3,r,r,r,F4,D4,B-3,B-2,B-1
76.375,114.5625,39,2.875,r,r,G5,r,F4,D4,B-3,B-3,r,r,B-3,r,r,r,F4,D4,B-3,B-2,B-1
76.4167,114.6251,39,2.9167,r,r,G5,r,F4,D4,B-3,B-3,r,r,B-3,r,r,r,F4,D4,B-3,B-2,B-1
76.5,114.75,40,1.0,r,r,G#5,r,G#4,G#4,E-4,C4,r,r,E-4,r,r,r,G#4,E-4,C4,C3,C2
77.25,115.875,40,1.75,r,r,G#5,r,G#4,G#4,E-4,C4,r,r,E-4,r,r,r,G#4,E-4,C4,C3,C2
77.3333,115.9999,40,1.8333,r,r,G#5,r,G#4,G#4,E-4,C4,r,r,E-4,r,r,r,G#4,E-4,C4,C3,C2
77.4167,116.1251,40,1.9167,r,r,G#5,r,G#4,G#4,E-4,C4,r,r,E-4,r,r,r,G#4,E-4,C4,C3,C2
77.5,116.25,40,2.0,r,r,G5,r,G4,G4,D4,B-3,r,r,B-3,r,r,r,G4,D4,B-3,B-2,B-1
78.0,117.0,40,2.5,r,r,F5,C5,G#4,F4,C4,G#3,r,r,B-3,r,r,r,r,r,r,r,r
78.25,117.375,40,2.75,r,r,F5,C5,G#4,F4,C4,G#3,r,r,B-3,r,r,r,F4,C4,G#3,G#2,G#1
78.3333,117.4999,40,2.8333,r,r,F5,C5,G#4,F4,C4,G#3,r,r,B-3,r,r,r,F4,C4,G#3,G#2,G#1
78.4167,117.6251,40,2.9167,r,r,F5,C5,G#4,F4,C4,G#3,r,r,B-3,r,r,r,F4,C4,G#3,G#2,G#1
78.5,117.75,41,1.0,r,r,E5,C#5,B-4,E4,C#4,G3,r,r,B-3,r,r,r,E4,C#4,B-3,G2,G1
79.25,118.875,41,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C4,G4,E3,E2
79.3333,118.9999,41,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C4,G4,E3,E2
79.375,119.0625,41,1.875,r,r,B-5,G5,C5,B-4,C4,E3,r,r,G4,r,r,r,B-4,C4,G4,E3,E2
79.4167,119.1251,41,1.9167,r,r,B-5,G5,C5,B-4,C4,E3,r,r,G4,r,r,r,B-4,C4,G4,E3,E2
79.5,119.25,41,2.0,r,r,B-5,G5,C5,B-4,C4,E3,r,r,G4,r,r,r,B-4,C4,G4,E3,E2
80.25,120.375,41,2.75,r,r,B-5,G5,C5,B-4,C4,E3,r,r,G4,r,r,r,B-4,C4,G4,E3,E2
80.3333,120.4999,41,2.8333,r,r,B-5,G5,C5,B-4,C4,E3,r,r,G4,r,r,r,B-4,C4,G4,E3,E2
80.4167,120.6251,41,2.9167,r,r,B-5,G5,C5,B-4,C4,E3,r,r,G4,r,r,r,B-4,C4,G4,E3,E2
80.5,120.75,42,1.0,r,r,r,r,r,r,r,r,C4,C3,r,r,r,C3,B-4,C4,G4,E3,E2
81.25,121.875,42,1.75,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,B-4,G4,C4,E3,E2
81.3333,121.9999,42,1.8333,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,B-4,G4,C4,E3,E2
81.4167,122.1251,42,1.9167,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,B-4,G4,C4,E3,E2
81.5,122.25,42,2.0,r,r,G#5,F5,C5,G#4,C4,F3,C4,C3,G4,r,r,C3,G#4,F4,C4,F3,F2
82.0,123.0,42,2.5,r,r,G5,E-5,C5,G4,C4,G3,C4,C3,F4,r,r,C3,r,r,r,r,r
82.25,123.375,42,2.75,r,r,G5,E-5,C5,G4,C4,G3,C4,C3,F4,r,r,C3,G4,E-4,C4,G3,G2
82.3333,123.4999,42,2.8333,r,r,G5,E-5,C5,G4,C4,G3,C4,C3,F4,r,r,C3,G4,E-4,C4,G3,G2
82.4167,123.6251,42,2.9167,r,r,G5,E-5,C5,G4,C4,G3,C4,C3,F4,r,r,C3,G4,E-4,C4,G3,G2
82.5,123.75,43,1.0,r,r,F#5,E-5,C5,F#4,C4,G#3,C4,C3,E-4,r,r,C3,F#4,E-4,C4,G#3,G#2
83.0,124.5,43,1.5,r,r,F#5,r,C5,F#4,C4,G#3,C4,C3,E-4,r,r,r,r,r,r,r,r
83.25,124.875,43,1.75,r,r,F#5,r,C5,F#4,C4,G#3,C4,C3,E-4,r,r,r,F#4,C4,C3,G#2,G#1
83.3333,124.9999,43,1.8333,r,r,F#5,r,C5,F#4,C4,G#3,C4,C3,E-4,r,r,r,F#4,C4,C3,G#2,G#1
83.4167,125.1251,43,1.9167,r,r,F#5,r,C5,F#4,C4,G#3,C4,C3,E-4,r,r,r,F#4,C4,C3,G#2,G#1
83.5,125.25,43,2.0,r,r,C6,C5,E-5,F#4,E-4,G#3,C4,C3,E-4,r,r,C3,F#4,C4,E-3,G#2,G#1
84.0,126.0,43,2.5,r,r,C6,C5,C5,F#4,C4,G#3,C4,C3,E-4,r,r,r,r,r,r,r,r
84.25,126.375,43,2.75,r,r,F#5,C5,C5,F#4,C4,G#3,C4,C3,E-4,r,r,r,F#4,C4,C3,G#2,G#1
84.3333,126.4999,43,2.8333,r,r,F#5,C5,C5,F#4,C4,G#3,C4,C3,E-4,r,r,r,F#4,C4,C3,G#2,G#1
84.4167,126.6251,43,2.9167,r,r,F#5,C5,C5,F#4,C4,G#3,C4,C3,E-4,r,r,r,F#4,C4,C3,G#2,G#1
84.5,126.75,44,1.0,r,r,G5,B4,B4,G4,G4,G3,G4,G3,G4,r,r,G2,G4,B3,D3,G2,G1
85.5,128.25,44,2.0,r,r,G5,r,r,r,D4,r,G4,G3,r,r,r,r,r,r,r,r,r
86.0,129.0,44,2.5,r,r,G5,r,r,r,F4,r,G4,G3,r,r,r,r,r,r,r,r,r
86.25,129.375,44,2.75,r,r,G5,r,r,r,F4,r,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
86.3333,129.4999,44,2.8333,r,r,G5,r,r,r,F4,r,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
86.4167,129.625,44,2.9167,r,r,G5,r,r,r,F4,r,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
86.5,129.75,45,1.0,r,r,G5,C5,G5,G4,E-4,E-4,G4,G3,r,r,r,G2,G4,G4,G3,G2,G1
87.5,131.25,45,2.0,r,r,G5,B4,F5,F4,D4,D4,G4,G3,r,r,r,r,r,r,r,r,r
88.0,132.0,45,2.5,r,r,G5,C5,E-5,E-4,C4,C4,G4,G3,r,r,r,r,r,r,r,r,r
88.25,132.375,45,2.75,r,r,G5,C5,E-5,E-4,C4,C4,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
88.3333,132.4999,45,2.8333,r,r,G5,C5,E-5,E-4,C4,C4,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
88.4167,132.625,45,2.9167,r,r,G5,C5,E-5,E-4,C4,C4,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
88.5,132.75,46,1.0,G6,G5,G5,D5,D5,D4,B3,G3,G4,G3,r,r,r,G2,G4,G4,G3,G2,G1
89.5,134.25,46,2.0,D6,G5,D5,r,G4,D4,B3,r,G4,G3,r,r,r,r,r,r,r,r,r
90.0,135.0,46,2.5,F6,G5,F5,r,G4,F4,D4,r,G4,G3,r,r,r,r,r,r,r,r,r
90.25,135.375,46,2.75,F6,G5,F5,r,G4,F4,D4,r,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
90.3333,135.4999,46,2.8333,F6,G5,F5,r,G4,F4,D4,r,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
90.4167,135.625,46,2.9167,F6,G5,F5,r,G4,F4,D4,r,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
90.5,135.75,47,1.0,E-6,G5,E-5,r,G4,E-4,C4,G3,G4,G3,r,r,r,G2,G4,G4,G3,G2,G1
91.25,136.875,47,1.75,E-6,G5,E-5,r,G4,E-4,C4,G3,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
91.3333,136.9999,47,1.8333,E-6,G5,E-5,r,G4,E-4,C4,G3,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
91.4167,137.125,47,1.9167,E-6,G5,E-5,r,G4,E-4,C4,G3,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
91.5,137.25,47,2.0,D6,G5,D5,r,G4,D4,B-3,G3,G4,G3,r,r,r,G2,G4,G4,G3,G2,G1
92.0,138.0,47,2.5,C6,F#5,C5,r,F#4,C4,G#3,G3,G4,G3,r,r,r,r,r,r,r,r,r
92.25,138.375,47,2.75,C6,F#5,C5,r,F#4,C4,G#3,G3,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
92.3333,138.4999,47,2.8333,C6,F#5,C5,r,F#4,C4,G#3,G3,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
92.4167,138.625,47,2.9167,C6,F#5,C5,r,F#4,C4,G#3,G3,G4,G3,r,r,r,r,G4,G4,G3,G2,G1
92.5,138.75,48,1.0,B5,G5,B4,B4,G4,G4,G3,G3,G4,G3,r,r,r,G2,G4,G4,G3,G2,G1
93.0,139.5,48,1.5,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
93.5,140.25,48,2.0,r,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r
94.0,141.0,48,2.5,r,r,r,r,C5,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r
94.5,141.75,49,1.0,r,r,r,r,B4,B4,D4,r,r,r,r,r,r,r,r,r,r,r,r
95.0,142.5,49,1.5,r,r,r,r,E-5,E-5,G4,r,r,r,r,r,r,r,r,r,r,r,r
95.5,143.25,49,2.0,r,r,r,r,D5,D5,F4,r,r,r,r,r,r,r,r,r,r,r,r
96.0,144.0,49,2.5,r,r,r,r,C5,C5,E-4,r,r,r,r,r,r,r,r,r,r,r,r
96.5,144.75,50,1.0,r,r,r,r,B4,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r
97.0,145.5,50,1.5,r,r,r,F5,B4,F4,D4,r,r,r,r,r,r,r,r,r,r,r,r
97.5,146.25,50,2.0,r,r,r,F5,G#4,E-4,C4,r,r,r,G4,r,r,r,r,r,r,r,r
98.0,147.0,50,2.5,r,r,r,F5,G#4,E-4,C4,r,r,r,G4,r,r,r,r,r,r,r,r
98.5,147.75,51,1.0,r,r,r,F5,G4,D4,B3,r,r,r,G4,r,r,r,r,r,r,r,r
99.0,148.5,51,1.5,G5,r,r,F5,G4,D4,B3,r,r,r,G4,r,r,r,r,r,r,r,r
99.5,149.25,51,2.0,G5,G5,r,E5,G4,C4,B-3,C3,r,r,A4,r,r,C3,r,r,r,r,r
100.0,150.0,51,2.5,C6,G5,C5,E5,G4,C4,B-3,C3,r,r,A4,r,r,r,r,r,r,r,r
100.25,150.375,51,2.75,C6,G5,C5,E5,G4,C4,B-3,C3,r,r,A4,r,r,r,B-4,G4,C4,C3,C2
100.3333,150.4999,51,2.8333,C6,G5,C5,E5,G4,C4,B-3,C3,r,r,A4,r,r,r,B-4,G4,C4,C3,C2
100.375,150.5625,51,2.875,C6,G5,C5,E5,G4,C4,B-3,C3,r,r,A4,r,r,r,B-4,G4,C4,C3,C2
100.4167,150.625,51,2.9167,C6,G5,C5,E5,G4,C4,B-3,C3,r,r,A4,r,r,r,B-4,G4,C4,C3,C2
100.5,150.75,52,1.0,C6,F5,C5,F5,F4,C4,G#3,F3,F4,F4,G4,r,r,C3,G#4,C4,F4,F3,F2
101.5,152.25,52,2.0,r,r,F5,r,r,r,r,r,F4,F4,r,r,r,r,r,r,r,r,r
101.875,152.8125,52,2.375,r,r,E5,r,r,r,r,r,F4,F4,r,r,r,r,r,r,r,r,r
102.0,153.0,52,2.5,r,r,F5,r,r,r,r,r,F4,F4,r,r,r,r,r,r,r,r,r
102.25,153.375,52,2.75,r,r,F5,r,r,r,r,r,F4,F4,r,r,r,r,G#4,F4,F4,F3,F2
102.3333,153.4999,52,2.8333,r,r,F5,r,r,r,r,r,F4,F4,r,r,r,r,G#4,F4,F4,F3,F2
102.375,153.5625,52,2.875,r,r,G5,r,r,r,r,r,F4,F4,r,r,r,r,G#4,F4,F4,F3,F2
102.4167,153.625,52,2.9167,r,r,G5,r,r,r,r,r,F4,F4,r,r,r,r,G#4,F4,F4,F3,F2
102.5,153.75,53,1.0,r,r,G#5,r,G#4,F4,C#4,C#3,F4,F4,B-4,r,r,r,G#4,F4,C#4,C#3,C#2
103.5,155.25,53,2.0,r,r,F5,r,r,r,r,r,F4,F4,B-4,r,r,r,r,r,r,r,r
104.25,156.375,53,2.75,r,r,r,r,r,r,r,r,F4,F4,B-4,r,r,r,G#4,F4,C#4,C#3,C#2
104.3333,156.4999,53,2.8333,r,r,r,r,r,r,r,r,F4,F4,B-4,r,r,r,G#4,F4,C#4,C#3,C#2
104.4167,156.625,53,2.9167,r,r,r,r,r,r,r,r,F4,F4,B-4,r,r,r,G#4,F4,C#4,C#3,C#2
104.5,156.75,54,1.0,F6,r,F5,F4,G#4,F4,B3,B2,F4,D4,B-4,r,r,r,G#4,F4,D4,B2,B1
105.25,157.875,54,1.75,F6,r,F5,F4,G#4,F4,B3,B2,F4,D4,B-4,r,r,r,G#4,F4,D4,B2,B1
105.3333,157.9999,54,1.8333,F6,r,F5,F4,G#4,F4,B3,B2,F4,D4,B-4,r,r,r,G#4,F4,D4,B2,B1
105.4167,158.125,54,1.9167,F6,r,F5,F4,G#4,F4,B3,B2,F4,D4,B-4,r,r,r,G#4,F4,D4,B2,B1
105.5,158.25,54,2.0,E-6,r,E-5,F4,G#4,F4,B3,B2,F4,D4,B-4,r,r,r,B4,D4,G#3,F3,F2
105.625,158.4375,54,2.125,D6,r,D5,F4,G#4,F4,B3,B2,F4,D4,B-4,r,r,r,B4,D4,G#3,F3,F2
106.0,159.0,54,2.5,C6,G#5,C5,D4,G#4,D4,F4,F3,F4,D4,B-4,r,r,G2,r,r,r,r,r
106.125,159.1875,54,2.625,B5,G#5,B4,D4,G#4,D4,F4,F3,F4,D4,B-4,r,r,G2,r,r,r,r,r
106.25,159.375,54,2.75,B5,G#5,B4,D4,G#4,D4,F4,F3,F4,D4,B-4,r,r,G2,B4,D4,G#3,F3,F2
106.3333,159.4999,54,2.8333,B5,G#5,B4,D4,G#4,D4,F4,F3,F4,D4,B-4,r,r,G2,B4,D4,G#3,F3,F2
106.4167,159.625,54,2.9167,B5,G#5,B4,D4,G#4,D4,F4,F3,F4,D4,B-4,r,r,G2,B4,D4,G#3,F3,F2
106.5,159.75,55,1.0,C6,G5,C5,G4,G4,G4,E-4,E-3,C4,C3,A4,r,r,C3,C5,C4,G3,E-3,E-2
107.0,160.5,55,1.5,C6,G#5,G#5,C5,G#4,F4,F4,F3,C4,C3,G4,r,r,C3,G#4,C4,F3,F3,F2
108.0,162.0,55,2.5,r,r,F#5,F#5,C5,F#4,E-4,G#3,r,r,r,r,r,C3,r,r,r,r,r
108.25,162.375,55,2.75,r,r,F#5,F#5,C5,F#4,E-4,G#3,r,r,r,r,r,C3,E-4,C4,G#3,G#3,G#2
108.3333,162.4999,55,2.8333,r,r,F#5,F#5,C5,F#4,E-4,G#3,r,r,r,r,r,C3,E-4,C4,G#3,G#3,G#2
108.4167,162.625,55,2.9167,r,r,F#5,F#5,C5,F#4,E-4,G#3,r,r,r,r,r,C3,E-4,C4,G#3,G#3,G#2
108.5,162.75,56,1.0,r,r,F#5,F#5,C5,F#4,E-4,G#3,r,r,r,r,r,C3,E-4,C4,G#3,G#3,G#2
109.0,163.5,56,1.5,G6,C5,G5,G5,C5,G4,E-4,G3,G4,G3,E-4,r,r,G2,r,r,r,r,r
109.25,163.875,56,1.75,G6,C5,G5,G5,C5,G4,E-4,G3,G4,G3,E-4,r,r,G2,E-4,C4,G3,G3,G2
109.3333,163.9999,56,1.8333,G6,C5,G5,G5,C5,G4,E-4,G3,G4,G3,E-4,r,r,G2,E-4,C4,G3,G3,G2
109.4167,164.125,56,1.9167,G6,C5,G5,G5,C5,G4,E-4,G3,G4,G3,E-4,r,r,G2,E-4,C4,G3,G3,G2
109.5,164.25,56,2.0,G6,D5,G5,G5,B4,F4,D4,G3,G4,G3,F4,r,r,G2,F4,B3,G3,G3,G2
110.0,165.0,56,2.5,F6,D5,F5,F5,B4,F4,D4,G2,G4,G3,F4,r,r,G2,r,r,r,r,r
110.25,165.375,56,2.75,F6,D5,F5,F5,B4,F4,D4,G2,G4,G3,F4,r,r,G2,B4,F4,G3,G2,G1
110.3333,165.4999,56,2.8333,F6,D5,F5,F5,B4,F4,D4,G2,G4,G3,F4,r,r,G2,B4,F4,G3,G2,G1
110.375,165.5625,56,2.875,D6,F5,D5,D5,D5,F4,B3,G2,G4,G3,F4,r,r,G2,B4,F4,G3,G2,G1
110.4167,165.625,56,2.9167,D6,F5,D5,D5,D5,F4,B3,G2,G4,G3,F4,r,r,G2,B4,F4,G3,G2,G1
110.5,165.75,57,1.0,C6,E-5,C5,C5,C5,E-4,C4,C3,C4,C3,E-4,r,r,C3,C5,E-4,G3,C3,C2
111.0,166.5,57,1.5,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,C5,E-4,C4,r,r
111.25,166.875,57,1.75,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,C5,E-4,C4,C3,r
111.3125,166.9687,57,1.8125,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,C5,E-4,C4,D3,r
111.375,167.0625,57,1.875,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,C5,E-4,C4,E-3,r
111.4375,167.1562,57,1.9375,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,C5,E-4,C4,F3,r
111.5,167.25,57,2.0,r,r,r,r,r,r,G3,G3,r,r,r,r,r,r,G4,D4,B3,G3,r
112.0,168.0,57,2.5,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,G4,F4,D4,r,r
112.25,168.375,57,2.75,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,G4,F4,D4,G3,r
112.3333,168.4999,57,2.8333,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,G4,F4,D4,A3,r
112.4167,168.625,57,2.9167,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,G4,F4,D4,B3,r
112.5,168.75,58,1.0,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,E-4,E-4,C4,C4,r
113.0,169.5,58,1.5,r,r,r,r,r,r,G3,G3,r,r,r,r,r,r,G4,D4,B3,G3,r
113.5,170.25,58,2.0,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,C5,C4,G3,E-3,r
114.0,171.0,58,2.5,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,C5,E-4,G3,C3,r
114.5,171.75,59,1.0,r,r,r,r,r,r,B2,B2,r,r,r,r,r,r,D5,F4,G3,B2,r
115.0,172.5,59,1.5,r,r,r,r,r,r,G2,G2,r,r,r,r,r,r,D5,G4,B3,G2,r
115.5,173.25,59,2.0,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,E-5,G4,C4,C3,r
116.0,174.0,59,2.5,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,E-5,G4,G3,E-3,r
116.25,174.375,59,2.75,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,D5,F4,G3,E-3,r
116.375,174.5625,59,2.875,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,C5,E-4,G3,E-3,r
116.5,174.75,60,1.0,r,r,r,r,r,r,G3,G3,r,r,r,r,r,r,C5,E-4,G3,G3,r
117.0,175.5,60,1.5,r,r,r,r,r,r,G3,G3,r,r,r,r,r,r,B4,D4,G3,G3,r
117.5,176.25,60,2.0,r,r,r,r,r,r,G2,G2,r,r,r,r,r,r,B4,D4,G3,G2,r
118.5,177.75,61,1.0,D6,C6,G#5,C5,D5,G#4,D4,F3,C4,C4,r,r,r,r,r,r,r,r,r
119.5,179.25,61,2.0,D6,C6,G#5,C5,D5,G#4,D4,F3,C4,C4,r,r,r,r,r,r,r,r,r
120.375,180.5625,61,2.875,D6,C6,G#5,C5,D5,G#4,D4,F3,C4,C4,r,r,r,r,r,r,r,r,r
120.5,180.75,62,1.0,E-6,C6,A5,C5,E-5,A4,E-4,F#3,C4,C4,E-4,r,r,r,r,r,r,r,r
122.0,183.0,62,2.5,D6,E-5,A5,C5,D5,A4,D4,F#3,C4,C3,E-4,r,r,C3,r,r,r,r,r
122.25,183.375,62,2.75,C6,E-5,A5,C5,C5,A4,C4,F#3,C4,C3,E-4,r,r,C3,A4,E-4,C4,F#3,F#2
122.3333,183.4999,62,2.8333,C6,E-5,A5,C5,C5,A4,C4,F#3,C4,C3,E-4,r,r,C3,A4,E-4,C4,F#3,F#2
122.4167,183.625,62,2.9167,C6,E-5,A5,C5,C5,A4,C4,F#3,C4,C3,E-4,r,r,C3,A4,E-4,C4,F#3,F#2
122.5,183.75,63,1.0,C6,E-5,E-5,C5,C5,E-4,C4,G3,C4,C3,E-4,r,r,G2,G4,E-4,C4,G3,G2
123.0,184.5,63,1.5,C6,E-5,G5,C5,C5,E-4,C4,G3,C4,C3,G4,r,r,r,r,r,r,r,r
123.25,184.875,63,1.75,C6,E-5,G5,C5,C5,E-4,C4,G3,C4,C3,G4,r,r,r,G4,E-4,C4,G3,G2
123.3333,184.9999,63,1.8333,C6,E-5,G5,C5,C5,E-4,C4,G3,C4,C3,G4,r,r,r,G4,E-4,C4,G3,G2
123.4167,185.125,63,1.9167,C6,E-5,G5,C5,C5,E-4,C4,G3,C4,C3,G4,r,r,r,G4,E-4,C4,G3,G2
123.5,185.25,63,2.0,B5,F5,G5,D5,B4,F4,B3,G3,D4,G3,G4,r,r,G2,G4,F4,D4,G2,G1
124.0,186.0,63,2.5,B5,F5,G5,D5,B4,F4,B3,G3,D4,G3,G4,r,r,r,r,r,r,r,r
124.25,186.375,63,2.75,B5,F5,G5,D5,B4,F4,B3,G3,D4,G3,G4,r,r,r,G4,F4,D4,G2,G1
124.3333,186.4999,63,2.8333,B5,F5,G5,D5,B4,F4,B3,G3,D4,G3,G4,r,r,r,G4,F4,D4,G2,G1
124.4167,186.625,63,2.9167,B5,F5,G5,D5,B4,F4,B3,G3,D4,G3,G4,r,r,r,G4,F4,D4,G2,G1
124.5,186.75,64,1.0,C6,E-5,G5,E-5,C5,E-4,C4,C3,C4,C3,G4,r,r,C3,G4,E-4,C4,C3,C2
125.0,187.5,64,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,r,r,r
126.0,189.0,64,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,r,r,r
126.5,189.75,65,1.0,E-6,C6,E-5,C5,E-5,G4,E-4,C4,C4,C3,E-4,r,r,G2,G4,E-4,C4,G3,G2
127.0,190.5,65,1.5,E-6,C6,G5,C5,E-5,G4,E-4,C4,C4,C3,G4,r,r,r,r,r,r,r,r
127.25,190.875,65,1.75,E-6,C6,G5,C5,E-5,G4,E-4,C4,C4,C3,G4,r,r,r,G4,E-4,C4,G3,G2
127.3333,190.9999,65,1.8333,E-6,C6,G5,C5,E-5,G4,E-4,C4,C4,C3,G4,r,r,r,G4,E-4,C4,G3,G2
127.4167,191.125,65,1.9167,E-6,C6,G5,C5,E-5,G4,E-4,C4,C4,C3,G4,r,r,r,G4,E-4,C4,G3,G2
127.5,191.25,65,2.0,D6,B5,G5,B4,D5,F4,D4,B3,D4,G3,G4,r,r,G2,G4,F4,B3,G2,G1
128.0,192.0,65,2.5,D6,B5,G5,B4,D5,F4,D4,B3,D4,G3,G4,r,r,r,r,r,r,r,r
128.25,192.375,65,2.75,D6,B5,G5,B4,D5,F4,D4,B3,D4,G3,G4,r,r,r,G4,F4,G3,G2,G1
128.3333,192.4999,65,2.8333,D6,B5,G5,B4,D5,F4,D4,B3,D4,G3,G4,r,r,r,G4,F4,G3,G2,G1
128.375,192.5625,65,2.875,C6,C6,G5,B4,C5,E-4,C4,C4,D4,G3,G4,r,r,r,G4,F4,G3,G2,G1
128.4167,192.625,65,2.9167,C6,C6,G5,B4,C5,E-4,C4,C4,D4,G3,G4,r,r,r,G4,F4,G3,G2,G1
128.5,192.75,66,1.0,C6,C6,G5,C5,C5,E-4,C4,C4,C4,C3,G4,r,r,C3,G4,E-4,C4,C3,C2
129.0,193.5,66,1.5,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,G#5,G#4,G#4,G#3,G#2
129.5,194.25,66,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
130.0,195.0,66,2.5,E-6,E-5,r,r,E-5,E-4,E-4,E-3,r,r,r,r,r,r,E-5,E-4,E-4,E-3,E-2
130.5,195.75,67,1.0,C6,C5,r,r,C5,C4,C4,C3,r,r,r,r,r,r,C5,C4,C4,C3,C2
131.0,196.5,67,1.5,G#5,G#5,r,r,G#4,G#4,G#3,G#3,r,r,r,r,r,r,G#4,G#4,G#3,G#2,G#1
131.375,197.0625,67,1.875,F5,F5,r,r,F4,F4,F3,F3,r,r,r,r,r,r,F4,F4,F3,F3,F2
131.5,197.25,67,2.0,D5,D5,r,r,D4,D4,D3,D3,r,r,r,r,r,r,D4,D4,D3,D3,D2
132.0,198.0,67,2.5,G5,G5,r,r,G4,G4,G3,G3,G4,G3,G4,r,r,G2,G4,G4,G3,G3,G2
132.5,198.75,68,1.0,C5,C5,r,r,C4,C4,C3,C3,C4,C3,E-4,r,r,C3,C4,C4,C3,C3,C2
133.5,200.25,68,2.0,E-5,C5,r,r,G4,E-4,C3,C3,C4,C3,r,r,r,C3,E-4,C4,G3,C3,C2
134.5,201.75,69,1.0,C5,C5,r,r,G4,E-4,C3,C3,C4,C3,r,r,r,C3,C4,G3,E-3,C3,C2
135.0,202.5,69,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G2,G1
135.5,203.25,69,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,A1
136.0,204.0,69,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
136.5,204.75,70,1.0,r,r,C5,r,r,r,r,r,r,C4,r,r,r,r,G4,G3,r,C3,C2
136.6667,205.0,70,1.1667,r,r,C5,r,r,r,r,r,r,C4,r,r,r,r,C5,C4,r,C3,C2
136.8333,205.2499,70,1.3333,r,r,C5,r,r,r,r,r,r,C4,r,r,r,r,C5,C4,r,C3,C2
137.0,205.5,70,1.5,r,r,C5,r,r,r,r,r,r,C4,r,r,r,r,G4,G3,G3,C3,C2
137.1667,205.75,70,1.6667,r,r,C5,r,r,r,r,r,r,C4,r,r,r,r,C5,C4,G3,C3,C2
137.3333,205.9999,70,1.8333,r,r,C5,r,r,r,r,r,r,C4,r,r,r,r,C5,C4,G3,C3,C2
137.5,206.25,70,2.0,r,r,E5,r,r,r,r,r,r,C4,r,r,r,r,G4,G3,A3,C3,C2
