qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
93.375,127.3295,47,2.375,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,A4,C4,E-3,E-2
93.5,127.5,47,2.5,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,r,r,E-3,E-2
93.625,127.6705,47,2.625,r,r,F5,C5,A4,F4,C4,A3,C5,C4,E-5,r,r,E-3,E-2
93.75,127.8409,47,2.75,r,r,F5,C5,A4,F4,C4,A3,C5,C4,E-5,C4,A3,E-3,E-2
93.875,128.0114,47,2.875,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,C4,A3,E-3,E-2
94.0,128.1818,48,1.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,C5,r,r,D3,D2
94.25,128.5227,48,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,D4,B-3,B-2,B-1
94.375,128.6932,48,1.375,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,D4,B-3,C3,C2
94.5,128.8636,48,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,r,r,D3,D2
94.75,129.2045,48,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,B-4,B-3,r,r,r
94.875,129.375,48,1.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,D5,D4,r,r,r
95.0,129.5455,48,2.0,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,D4,r,r,r
95.125,129.7159,48,2.125,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,C4,r,r,r
95.25,129.8864,48,2.25,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,C4,A3,F2,F1
95.375,130.0568,48,2.375,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,D4,B-3,F2,F1
95.5,130.2273,48,2.5,r,r,F5,C5,A4,F4,C4,A3,C5,C4,D5,D4,B-3,F3,F2
95.625,130.3977,48,2.625,r,r,F5,C5,A4,F4,C4,A3,C5,C4,E-5,E-4,C4,F3,F2
95.75,130.5682,48,2.75,r,r,F5,C5,A4,F4,C4,A3,C5,C4,E-5,E-4,C4,r,r
95.875,130.7386,48,2.875,r,r,F5,C5,A4,F4,C4,A3,C5,C4,C5,C4,A3,r,r
96.0,130.9091,49,1.0,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E-5,E-4,r,r,r
96.125,131.0795,49,1.125,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,D5,D4,r,r,r
96.25,131.25,49,1.25,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,D5,D4,B-3,B-2,B-1
96.375,131.4205,49,1.375,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E-5,E-4,C4,B-2,B-1
96.5,131.5909,49,1.5,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,E-5,E-4,C4,B-3,B-2
96.625,131.7614,49,1.625,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,F4,D4,B-3,B-2
96.75,131.9318,49,1.75,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,F5,F4,D4,r,r
96.875,132.1023,49,1.875,r,r,F5,D5,B-4,F4,D4,B-3,C5,C4,D5,D4,B-3,r,r
97.0,132.2727,49,2.0,r,r,E5,C5,G4,E4,G3,E3,G4,G4,F5,F4,r,r,r
97.125,132.4432,49,2.125,r,r,E5,C5,G4,E4,G3,E3,G4,G4,E5,E4,r,r,r
97.25,132.6136,49,2.25,r,r,C6,C5,C5,C4,C4,C3,G4,G4,E5,E4,E3,C3,C2
97.375,132.7841,49,2.375,r,r,C6,C5,C5,C4,C4,C3,G4,G4,F5,F4,F3,D3,D2
97.5,132.9545,49,2.5,r,r,C6,C5,C5,C4,C4,C3,r,r,F5,F4,F3,E3,E2
97.625,133.125,49,2.625,r,r,C6,C5,C5,C4,C4,C3,r,r,G5,G4,G3,E3,E2
97.75,133.2955,49,2.75,r,r,C6,C5,C5,C4,C4,C3,r,r,G5,G4,G3,E3,E2
97.875,133.4659,49,2.875,r,r,C6,C5,C5,C4,C4,C3,r,r,A5,A4,A3,F3,F2
98.0,133.6364,50,1.0,r,r,C6,C5,C5,C4,C4,C3,r,r,B-5,B-4,B-3,G3,G2
98.25,133.9773,50,1.25,r,r,C6,C5,C5,C4,C4,C3,r,r,B-5,B-4,B-3,G3,G2
98.5,134.3182,50,1.5,r,r,C6,C5,C5,C4,C4,C3,r,r,B-5,B-4,B-3,G3,G2
98.75,134.6591,50,1.75,r,r,C6,C5,C5,C4,C4,C3,r,r,G5,G4,G3,E3,E2
99.0,135.0,50,2.0,r,r,C6,C5,C5,C4,C4,C3,r,r,A5,A4,A3,F3,F2
99.25,135.3409,50,2.25,r,r,C6,C5,C5,C4,C4,C3,r,r,A5,A4,A3,F3,F2
99.5,135.6818,50,2.5,r,r,C6,C5,C5,C4,C4,C3,r,r,A5,A4,A3,F3,F2
99.75,136.0227,50,2.75,r,r,C6,C5,C5,C4,C4,C3,r,r,F5,F4,F3,A3,A2
100.0,136.3636,51,1.0,r,r,C6,C5,C5,C4,C4,C3,r,r,G5,G4,G3,B-3,B-2
100.25,136.7045,51,1.25,r,r,C6,C5,C5,C4,C4,C3,r,r,E5,E4,E3,B-3,B-2
100.5,137.0455,51,1.5,r,r,C6,C5,C5,C4,C4,C3,r,r,C5,C4,C3,B-3,B-2
100.75,137.3864,51,1.75,r,r,C6,C5,C5,C4,C4,C3,r,r,E5,E4,E3,B-3,B-2
101.0,137.7273,51,2.0,r,r,C6,C5,C5,C4,C4,C3,r,r,F5,F4,F3,A3,A2
101.25,138.0682,51,2.25,r,r,r,r,A4,A4,A3,A3,C5,C4,r,r,r,F2,F1
101.375,138.2386,51,2.375,r,r,r,r,B-4,B-4,B-3,B-3,C5,C4,r,r,r,F2,F1
101.5,138.4091,51,2.5,r,r,r,r,B-4,B-4,B-3,B-3,C5,C4,r,r,r,F2,F1
101.625,138.5795,51,2.625,r,r,r,r,C5,C5,C4,C4,C5,C4,r,r,r,F2,F1
101.75,138.75,51,2.75,r,r,r,r,C5,C5,C4,C4,C5,C4,r,r,r,F2,F1
101.875,138.9205,51,2.875,r,r,r,r,D5,D5,D4,D4,C5,C4,r,r,r,F2,F1
102.0,139.0909,52,1.0,r,r,r,r,E-5,E-5,E-4,E-4,C5,C4,r,r,r,F2,F1
102.25,139.4318,52,1.25,r,r,r,r,E-5,E-5,E-4,E-4,C5,C4,r,r,r,E2,E1
102.375,139.6023,52,1.375,r,r,r,r,E-5,E-5,E-4,E-4,C5,C4,r,r,r,G2,G1
102.5,139.7727,52,1.5,r,r,r,r,E-5,E-5,E-4,E-4,C5,C4,r,r,r,F2,F1
102.75,140.1136,52,1.75,r,r,r,r,C5,C5,C4,C4,C5,C4,r,r,r,r,r
103.0,140.4545,52,2.0,r,r,r,r,D5,D5,D4,D4,C5,C4,r,r,r,r,r
103.25,140.7955,52,2.25,r,r,r,r,D5,D5,D4,D4,C5,C4,r,r,r,E2,E1
103.375,140.9659,52,2.375,r,r,r,r,D5,D5,D4,D4,C5,C4,r,r,r,G2,G1
103.5,141.1364,52,2.5,r,r,r,r,D5,D5,D4,D4,C5,C4,r,r,r,F2,F1
103.75,141.4773,52,2.75,r,r,r,r,B-4,B-4,B-3,B-3,C5,C4,r,r,r,r,r
104.0,141.8182,53,1.0,E-6,E-6,E-5,E-5,C5,C5,C4,C4,C5,C4,E-5,E-4,E-4,r,r
104.25,142.1591,53,1.25,E-6,E-6,E-5,E-5,A4,A4,A3,A3,C5,C4,E-5,E-4,E-4,E2,E1
104.375,142.3295,53,1.375,E-6,E-6,E-5,E-5,A4,A4,A3,A3,C5,C4,E-5,E-4,E-4,G2,G1
104.5,142.5,53,1.5,E-6,E-6,E-5,E-5,F4,F4,F3,F3,C5,C4,E-5,E-4,E-4,F2,F1
104.75,142.8409,53,1.75,C6,C6,C5,C5,A4,A4,A3,A3,C5,C4,C5,C4,C4,r,r
105.0,143.1818,53,2.0,D6,D6,D5,D5,B-4,B-4,B-3,B-3,C5,C4,D5,D4,D4,r,r
105.25,143.5227,53,2.25,D6,D6,D5,D5,D5,D5,D4,D4,C5,C4,D5,D4,D4,E2,E1
105.375,143.6932,53,2.375,D6,D6,D5,D5,D5,D5,D4,D4,C5,C4,D5,D4,D4,G2,G1
105.5,143.8636,53,2.5,D6,D6,D5,D5,F5,F5,F4,F4,C5,C4,D5,D4,D4,F2,F1
105.75,144.2045,53,2.75,B-5,B-5,B-4,B-4,D5,D5,D4,D4,C5,C4,B-4,B-3,B-3,r,r
106.0,144.5455,54,1.0,C6,C6,C5,C5,E-5,E-5,E-4,E-4,C5,C4,C5,C4,C4,r,r
106.25,144.8864,54,1.25,A5,A5,A4,A4,E-5,E-5,E-4,E-4,C5,C4,A4,A3,A3,E2,E1
106.375,145.0568,54,1.375,A5,A5,A4,A4,E-5,E-5,E-4,E-4,C5,C4,A4,A3,A3,G2,G1
106.5,145.2273,54,1.5,F5,F5,F4,F4,E-5,E-5,E-4,E-4,C5,C4,F4,F4,F3,F2,F1
106.75,145.5682,54,1.75,A5,A5,A4,A4,C5,C5,C4,C4,C5,C4,A4,A3,A3,r,r
107.0,145.9091,54,2.0,B-5,B-5,B-4,B-4,D5,D5,D4,D4,C5,C4,B-4,B-3,B-3,r,r
107.25,146.25,54,2.25,D6,D6,D5,D5,D5,D5,D4,D4,C5,C4,D5,D4,D4,E2,E1
107.375,146.4205,54,2.375,D6,D6,D5,D5,D5,D5,D4,D4,C5,C4,D5,D4,D4,G2,G1
107.5,146.5909,54,2.5,F6,F6,F5,F5,D5,D5,D4,D4,C5,C4,F5,F4,F4,F2,F1
107.75,146.9318,54,2.75,D6,D6,D5,D5,B-4,B-4,B-3,B-3,C5,C4,D5,D4,D4,r,r
108.0,147.2727,55,1.0,E-6,E-6,E-5,E-5,C5,C5,C4,C4,C5,C4,E-5,E-4,E-4,r,r
108.25,147.6136,55,1.25,E-6,E-6,E-5,E-5,A4,A4,A3,A3,C5,C4,E-5,E-4,E-4,E2,E1
108.375,147.7841,55,1.375,E-6,E-6,E-5,E-5,A4,A4,A3,A3,C5,C4,E-5,E-4,E-4,G2,G1
108.5,147.9545,55,1.5,E-6,E-6,E-5,E-5,F4,F4,F3,F3,C5,C4,E-5,E-4,E-4,F2,F1
108.75,148.2955,55,1.75,C6,C6,C5,C5,A4,A4,A3,A3,C5,C4,C5,C4,C4,r,r
109.0,148.6364,55,2.0,D6,D6,D5,D5,B-4,B-4,B-3,B-3,C5,C4,D5,D4,D4,r,r
109.25,148.9773,55,2.25,D6,D6,D5,D5,D5,D5,D4,D4,C5,C4,D5,D4,D4,E2,E1
109.375,149.1477,55,2.375,D6,D6,D5,D5,D5,D5,D4,D4,C5,C4,D5,D4,D4,G2,G1
109.5,149.3182,55,2.5,D6,D6,D5,D5,F5,F5,F4,F4,C5,C4,D5,D4,D4,F2,F1
109.75,149.6591,55,2.75,B-5,B-5,B-4,B-4,D5,D5,D4,D4,C5,C4,B-5,B-3,B-3,r,r
110.0,150.0,56,1.0,C6,C6,C5,C5,E-5,E-5,E-4,E-4,C5,C4,C6,C4,C4,r,r
110.25,150.3409,56,1.25,A5,A5,A4,A4,E-5,E-5,E-4,E-4,C5,C4,A5,A3,A3,E2,E1
110.375,150.5114,56,1.375,A5,A5,A4,A4,E-5,E-5,E-4,E-4,C5,C4,A5,A3,A3,G2,G1
110.5,150.6818,56,1.5,F5,F5,F4,F4,E-5,E-5,E-4,E-4,C5,C4,F5,F4,F3,F2,F1
110.75,151.0227,56,1.75,A5,A5,A4,A4,C5,C5,C4,C4,C5,C4,A5,A3,A3,F2,F1
111.0,151.3636,56,2.0,B-5,B-5,B-4,B-4,D5,B-4,D4,B-3,A4,A3,B-5,B-3,B-3,B-2,B-1
111.0625,151.4489,56,2.0625,B-5,B-5,B-4,B-4,D5,B-4,D4,B-3,A4,A3,B-4,B-3,B-3,C3,C2
111.125,151.5341,56,2.125,B-5,B-5,B-4,B-4,D5,B-4,D4,B-3,A4,A3,B-4,B-3,B-3,D3,D2
111.1875,151.6193,56,2.1875,B-5,B-5,B-4,B-4,D5,B-4,D4,B-3,A4,A3,B-4,B-3,B-3,E-3,E-2
111.25,151.7045,56,2.25,B-5,B-5,B-4,B-4,D5,B-4,D4,B-3,A4,A3,B-4,B-3,B-3,F3,F2
111.3125,151.7898,56,2.3125,B-5,B-5,B-4,B-4,D5,B-4,D4,B-3,A4,A3,B-4,B-3,B-3,E-3,E-2
111.375,151.875,56,2.375,B-5,B-5,B-4,B-4,D5,B-4,D4,B-3,A4,A3,B-4,B-3,B-3,D3,D2
111.4375,151.9602,56,2.4375,B-5,B-5,B-4,B-4,D5,B-4,D4,B-3,A4,A3,B-4,B-3,B-3,C3,C2
111.5,152.0455,56,2.5,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,B-2,B-1
111.75,152.3864,56,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,F2
112.0,152.7273,57,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,D2
112.25,153.0682,57,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,B-1
112.5,153.4091,57,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,D2
112.75,153.75,57,1.75,r,r,r,r,r,r,r,r,r,r,D5,D4,r,F#3,F#2
113.0,154.0909,57,2.0,r,r,r,r,r,r,r,r,r,r,B-4,B-3,r,G3,G2
113.25,154.4318,57,2.25,r,r,G5,r,G4,r,G3,r,r,r,r,r,r,r,r
113.5,154.7727,57,2.5,r,r,E5,r,E4,r,E3,r,r,r,r,r,r,E3,E2
113.75,155.1136,57,2.75,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,r,r
114.0,155.4545,58,1.0,r,r,r,r,r,r,r,r,r,r,A5,A4,A3,F3,F2
114.25,155.7955,58,1.25,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r
114.5,156.1364,58,1.5,F5,r,r,r,F4,r,F3,r,r,r,r,r,r,F4,F3
114.75,156.4773,58,1.75,E-6,C6,r,r,r,r,r,r,r,r,A5,E-5,C4,r,r
115.0,156.8182,58,2.0,D6,B-5,D6,D5,D5,B-4,D4,B-3,F4,F3,B-5,D5,B-3,B-2,B-1
115.0625,156.9034,58,2.0625,D6,B-5,D6,D5,D5,B-4,D4,B-3,F4,F3,B-4,B-3,B-3,C3,C2
115.125,156.9886,58,2.125,D6,B-5,D6,D5,D5,B-4,D4,B-3,F4,F3,B-4,B-3,B-3,D3,D2
115.1875,157.0739,58,2.1875,D6,B-5,D6,D5,D5,B-4,D4,B-3,F4,F3,B-4,B-3,B-3,E-3,E-2
115.25,157.1591,58,2.25,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,F3,F2
115.3125,157.2443,58,2.3125,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,E-3,E-2
115.375,157.3295,58,2.375,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,D3,D2
115.4375,157.4148,58,2.4375,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,C3,C2
115.5,157.5,58,2.5,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,B-2,B-1
115.75,157.8409,58,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,F2
116.0,158.1818,59,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,D2
116.25,158.5227,59,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,B-1
116.5,158.8636,59,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,D2
116.75,159.2045,59,1.75,r,r,r,r,r,r,r,r,r,r,D5,D4,r,F#3,F#2
117.0,159.5455,59,2.0,r,r,r,r,r,r,r,r,r,r,B-4,B-3,r,G3,G2
117.25,159.8864,59,2.25,r,r,G5,r,G4,r,G3,r,r,r,r,r,r,r,r
117.5,160.2273,59,2.5,r,r,E5,r,E4,r,E3,r,r,r,r,r,r,E3,E2
117.75,160.5682,59,2.75,r,r,r,r,r,r,r,r,r,r,E5,E4,E3,r,r
118.0,160.9091,60,1.0,r,r,r,r,r,r,r,r,r,r,C5,C4,C3,C3,C2
118.25,161.25,60,1.25,r,r,C5,r,C4,r,C3,r,r,r,r,r,r,r,r
118.5,161.5909,60,1.5,r,r,B-5,r,B-4,r,B-3,r,r,r,r,r,r,B-3,B-2
118.75,161.9318,60,1.75,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,r,r
119.0,162.2727,60,2.0,r,r,r,r,r,r,r,r,r,r,A5,A4,A3,A3,A2
119.25,162.6136,60,2.25,r,r,A5,r,A4,r,A3,r,r,r,r,r,r,r,r
119.5,162.9545,60,2.5,r,r,F5,r,F4,r,F3,r,r,r,r,r,r,F3,F2
119.75,163.2955,60,2.75,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,r,r
120.0,163.6364,61,1.0,r,r,r,r,r,r,r,r,r,r,E-5,E-4,E-3,E-4,E-3
120.25,163.9773,61,1.25,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r
120.5,164.3182,61,1.5,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,D4,D3
120.75,164.6591,61,1.75,r,r,r,r,r,r,r,r,r,r,D5,D4,D3,r,r
121.0,165.0,61,2.0,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,B-2,B-1
121.25,165.3409,61,2.25,B-5,r,B-4,r,B-3,r,B-2,r,r,r,r,r,r,r,r
121.5,165.6818,61,2.5,G#6,r,G#5,r,G#4,r,G#3,r,r,r,r,r,r,G#3,G#2
121.75,166.0227,61,2.75,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#3,r,r
122.0,166.3636,62,1.0,r,r,r,r,r,r,r,r,r,r,G5,G4,G3,G3,G2
122.25,166.7045,62,1.25,G6,r,G5,r,G4,r,G3,r,r,r,r,r,r,r,r
122.5,167.0455,62,1.5,F#6,r,F#5,r,F#4,r,F#3,r,r,r,r,r,r,F#3,F#2
122.75,167.3864,62,1.75,r,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,r,r
123.0,167.7273,62,2.0,r,r,r,r,r,r,r,r,r,r,F5,F4,F3,F3,F2
123.5,168.4091,62,2.5,r,r,F5,r,F4,r,F3,r,r,r,F5,F4,F3,r,r
123.75,168.75,62,2.75,r,r,B-5,r,B-4,r,B-3,r,r,r,F5,F4,F3,r,r
124.0,169.0909,63,1.0,r,r,A5,r,A4,r,A3,r,r,r,F5,F4,F3,r,r
124.25,169.4318,63,1.25,r,r,G5,r,G4,r,G3,r,r,r,F5,F4,F3,r,r
124.5,169.7727,63,1.5,F5,r,F5,F5,F4,r,F3,F3,C5,C4,F5,F4,F3,r,r
124.75,170.1136,63,1.75,E-6,r,A5,E-5,E-5,A4,E-4,A3,B-4,G4,F5,F4,F3,r,r
125.0,170.4545,63,2.0,D6,r,B-5,D5,D5,B-4,D4,B-3,A4,F4,F5,F4,F3,r,r
125.25,170.7955,63,2.25,C6,r,A5,E-5,C5,E-4,C4,A3,G4,C4,F5,F4,F4,F4,F3
125.5,171.1364,63,2.5,B-5,r,B-5,D5,B-4,D4,B-3,B-3,F4,A3,F5,F4,F4,F4,F3
125.75,171.4773,63,2.75,r,r,r,r,r,r,r,r,r,r,D6,D5,D4,B-3,B-2
125.875,171.6477,63,2.875,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,D4,D3
126.0,171.8182,64,1.0,r,r,r,r,r,r,r,r,r,r,A5,A4,A3,F4,F3
126.25,172.1591,64,1.25,r,r,r,r,r,r,r,r,r,r,A5,E-4,C4,F3,F2
126.5,172.5,64,1.5,r,r,r,r,r,r,r,r,r,r,A5,E-4,C4,F3,F2
126.75,172.8409,64,1.75,r,r,r,r,r,r,r,r,r,r,B-5,F4,D4,F3,F2
126.8125,172.9261,64,1.8125,r,r,r,r,r,r,r,r,r,r,A5,E-4,C4,F3,F2
126.875,173.0114,64,1.875,r,r,r,r,r,r,r,r,r,r,G5,D4,B-3,F3,F2
126.9375,173.0966,64,1.9375,r,r,r,r,r,r,r,r,r,r,A5,E-4,C4,F3,F2
127.0,173.1818,64,2.0,r,r,r,r,r,r,r,r,r,r,B-5,D4,B-3,B-3,B-2
127.5,173.8636,64,2.5,r,r,F5,r,F4,r,F3,r,r,r,F5,F4,F3,r,r
127.75,174.2045,64,2.75,r,r,F5,r,F4,r,F3,r,r,r,B-5,B-4,B-3,r,r
128.0,174.5455,65,1.0,r,r,F5,r,F4,r,F3,r,r,r,A5,A4,A3,F3,F2
128.25,174.8864,65,1.25,r,r,F5,r,F4,r,F3,r,r,r,G5,G4,G3,B-3,B-2
128.5,175.2273,65,1.5,r,r,F5,r,F4,r,F3,r,r,r,F5,F4,F3,A3,A2
128.75,175.5682,65,1.75,r,r,F5,r,F4,r,F3,r,r,r,E-6,E-5,E-4,C4,C3
129.0,175.9091,65,2.0,r,r,F5,r,F4,r,F3,r,r,r,D6,D5,D4,B-3,B-2
129.25,176.25,65,2.25,F6,r,r,r,F5,r,F4,r,C5,C4,C6,C5,C4,E-4,E-3
129.5,176.5909,65,2.5,F6,r,r,r,F5,r,F4,r,C5,C4,B-5,B-4,B-3,D4,D3
129.75,176.9318,65,2.75,D6,r,r,r,D5,r,D4,r,F4,F3,r,r,r,r,r
129.875,177.1023,65,2.875,B-5,r,r,r,B-4,r,B-3,r,A4,A3,r,r,r,r,r
130.0,177.2727,66,1.0,A5,r,r,r,A4,r,A3,r,C5,C4,r,r,r,r,r
130.25,177.6136,66,1.25,A5,r,E-5,C5,A4,F4,E-4,C4,G4,C4,C4,E-4,C4,F3,F2
130.375,177.7841,66,1.375,A5,r,E-5,C5,A4,F4,E-4,C4,G4,C4,E-4,C4,A3,F3,F2
130.5,177.9545,66,1.5,A5,r,E-5,C5,A4,F4,E-4,C4,G4,C4,A4,E-4,C4,F3,F2
130.625,178.125,66,1.625,A5,r,E-5,C5,A4,F4,E-4,C4,G4,C4,C5,C4,A3,F3,F2
130.75,178.2955,66,1.75,B-5,r,F5,D5,A4,F4,E-4,C4,G4,C4,E-5,E-4,C4,F3,F2
130.8125,178.3807,66,1.8125,A5,r,E-5,C5,A4,F4,E-4,C4,G4,C4,E-5,E-4,C4,F3,F2
130.875,178.4659,66,1.875,G5,r,D5,B-4,A4,F4,E-4,C4,G4,C4,A5,E-4,C4,F3,F2
130.9375,178.5511,66,1.9375,A5,r,E-5,C5,A4,F4,E-4,C4,G4,C4,A5,E-4,C4,F3,F2
131.0,178.6364,66,2.0,B-5,r,D5,B-4,B-4,F4,F4,D4,F4,F3,B-5,D4,B-3,B-3,B-2
131.25,178.9773,66,2.25,r,r,r,r,r,r,r,r,r,r,A5,r,B-3,B-3,B-2
131.375,179.1477,66,2.375,r,r,r,r,r,r,r,r,r,r,C6,r,B-3,B-3,B-2
131.5,179.3182,66,2.5,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,B-2,B-1
131.75,179.6591,66,2.75,G5,r,E-5,r,G4,r,G3,r,F4,F3,r,r,B-3,B-2,B-1
132.0,180.0,67,1.0,F5,r,D5,r,F4,D4,F3,D3,F4,F3,r,r,r,r,r
132.25,180.3409,67,1.25,r,r,r,r,r,r,r,r,r,r,r,A4,A3,r,r
132.375,180.5114,67,1.375,r,r,r,r,r,r,r,r,r,r,r,C5,C4,r,r
132.5,180.6818,67,1.5,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-2,B-1
132.75,181.0227,67,1.75,E-5,r,C5,r,E-4,C4,E-3,C3,F4,F3,r,r,r,B-2,B-1
133.0,181.3636,67,2.0,D5,r,B-4,r,D4,B-3,D3,B-2,F4,F3,r,r,r,r,r
133.25,181.7045,67,2.25,r,r,r,r,r,r,r,r,r,r,A5,r,r,r,r
133.375,181.875,67,2.375,r,r,r,r,r,r,r,r,r,r,C6,r,r,r,r
133.5,182.0455,67,2.5,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,B-2,B-1
133.75,182.3864,67,2.75,G#5,r,F5,r,G#4,F4,G#3,F3,F4,F3,r,B-4,B-3,B-2,B-1
134.0,182.7273,68,1.0,G5,r,E-5,r,G4,E-4,G3,E-3,F4,F3,r,r,r,r,r
134.25,183.0682,68,1.25,r,r,r,r,r,r,r,r,r,r,r,A4,A3,r,r
134.375,183.2386,68,1.375,r,r,r,r,r,r,r,r,r,r,r,C5,C4,r,r
134.5,183.4091,68,1.5,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-2,B-1
134.75,183.75,68,1.75,F5,r,D5,r,F4,D4,F3,D3,F4,F3,r,r,r,B-2,B-1
135.0,184.0909,68,2.0,E-5,r,C5,r,E-4,C4,E-3,C3,F4,F3,r,r,r,r,r
135.25,184.4318,68,2.25,r,r,r,r,r,r,r,r,r,r,A5,r,r,r,r
135.375,184.6023,68,2.375,r,r,r,r,r,r,r,r,r,r,C6,r,r,r,r
135.5,184.7727,68,2.5,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,B-2,B-1
135.75,185.1136,68,2.75,B-5,r,G5,r,B-4,G4,B-3,G3,F4,F3,r,B-4,B-3,B-2,B-1
136.0,185.4545,69,1.0,G#5,r,F5,r,G#4,F4,G#3,F3,F4,F3,r,r,r,r,r
136.25,185.7955,69,1.25,r,r,r,r,r,r,r,r,r,r,r,A4,A3,r,r
136.375,185.9659,69,1.375,r,r,r,r,r,r,r,r,r,r,r,C5,C4,r,r
136.5,186.1364,69,1.5,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-2,B-1
136.75,186.4773,69,1.75,G5,r,E-5,r,G4,E-4,G3,E-3,F4,F3,r,r,r,B-2,B-1
137.0,186.8182,69,2.0,F5,r,D5,r,F4,D4,F3,D3,F4,F3,r,r,r,r,r
137.25,187.1591,69,2.25,r,r,r,r,r,r,r,r,r,r,A5,r,r,r,r
137.375,187.3295,69,2.375,r,r,r,r,r,r,r,r,r,r,C6,r,r,r,r
137.5,187.5,69,2.5,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,B-2,B-1
137.75,187.8409,69,2.75,C6,r,G#5,r,C5,G#4,C4,G#3,F4,F3,r,B-4,B-3,B-2,B-1
138.0,188.1818,70,1.0,B-5,r,G5,r,B-4,G4,B-3,G3,F4,F3,r,r,r,r,r
138.25,188.5227,70,1.25,G#5,r,F5,r,G#4,F4,G#3,F3,F4,F3,r,r,r,r,r
138.5,188.8636,70,1.5,G5,r,E-5,r,G4,E-4,G3,E-3,F4,F3,r,r,r,r,r
138.75,189.2045,70,1.75,F5,r,D5,r,F4,D4,F3,D3,F4,F3,r,r,r,r,r
139.0,189.5455,70,2.0,C6,r,G#5,r,C5,G#4,C4,G#3,F4,F3,r,r,r,r,r
139.25,189.8864,70,2.25,B-5,r,G5,r,B-4,G4,B-3,G3,F4,F3,r,r,r,r,r
139.5,190.2273,70,2.5,G#5,r,F5,r,G#4,F4,G#3,F3,F4,F3,r,r,r,r,r
139.75,190.5682,70,2.75,G5,r,E-5,r,G4,E-4,G3,E-3,F4,F3,r,r,r,r,r
140.0,190.9091,71,1.0,F5,r,D5,r,F4,D4,F3,D3,F4,F3,r,r,r,r,r
140.25,191.25,71,1.25,C6,r,G#5,r,C5,G#4,C4,G#3,F4,F3,r,r,r,r,r
140.5,191.5909,71,1.5,B-5,r,G5,r,B-4,G4,B-3,G3,F4,F3,r,r,r,r,r
140.75,191.9318,71,1.75,G#5,r,F5,r,G#4,F4,G#3,F3,F4,F3,r,r,r,r,r
