qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"D, A Timpani",Triangle,Cymbals,Bass Drum,Soprano solo,Alto solo,Tenor solo,Bass solo,Soprano,Alto,Tenor,Bass,Violin 1,Violin 2,Viola,Violoncello,Contrabass
2066.0,880.11,608,3.0,r,r,B5,r,B4,r,B4,r,r,G2,r,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,B5,D5,G4,G3,G2
2067.0,880.5267,608,3.5,r,r,B5,r,B4,r,B4,r,r,G1,r,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,C5,E4,B4,G2,G1
2067.5,880.735,608,3.75,r,r,B5,r,B4,r,B4,r,r,G2,r,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,B4,D4,B4,G3,G2
2068.0,880.9433,609,1.0,r,C6,B5,C5,B4,C5,B4,A3,A2,A2,r,r,r,r,r,r,B4,r,A3,r,r,r,r,r,r,r,r,C5,B4,r,A3,C5,C4,C4,A3,A2
2069.0,881.36,609,1.5,r,C6,B5,C5,B4,C5,B4,A3,A2,A2,r,r,r,r,r,r,B4,r,A3,r,r,r,r,r,r,r,r,C5,B4,r,A3,C6,E5,C3,A3,A2
2069.5,881.5683,609,1.75,r,C6,B5,C5,B4,C5,B4,A3,A2,B2,r,r,r,r,r,r,B4,r,A3,r,r,r,r,r,r,r,r,C5,B4,r,A3,B5,D5,C3,B3,B2
2070.0,881.7767,609,2.0,r,C6,A5,C5,A4,C5,A4,A3,A2,A2,r,r,r,r,r,r,A4,C4,A3,r,r,r,r,r,r,r,r,C5,A4,C4,A3,C6,E5,C3,A3,A2
2071.0,882.1933,609,2.5,r,C6,A5,C5,A4,C5,A4,A3,A2,A1,r,r,r,r,r,r,A4,C4,A3,r,r,r,r,r,r,r,r,C5,A4,C4,A3,C5,E4,C4,A2,A1
2071.5,882.4017,609,2.75,r,C6,A5,C5,A4,C5,A4,A3,A2,B1,r,r,r,r,r,r,A4,C4,A3,r,r,r,r,r,r,r,r,C5,A4,C4,A3,B4,D4,C4,B2,B1
2072.0,882.61,609,3.0,r,C6,A5,C5,A4,C5,A4,A3,A2,A1,r,r,r,r,r,r,C5,E4,A3,r,r,r,r,r,r,r,r,C5,A4,E4,A3,C5,C4,C4,A2,A1
2073.0,883.0267,609,3.5,r,C6,A5,C5,A4,C5,E4,A3,A2,B2,r,r,r,r,r,r,C5,E4,A3,r,r,r,r,r,r,r,r,C5,A4,E4,A3,D5,E4,C5,B3,B2
2073.5,883.235,609,3.75,r,C6,A5,C5,A4,C5,E4,A3,A2,A2,r,r,r,r,r,r,C5,E4,A3,r,r,r,r,r,r,r,r,C5,A4,E4,A3,C5,E4,C5,A3,A2
2074.0,883.4433,610,1.0,r,B5,F#5,B4,F#4,B4,E-4,B3,B2,B2,r,r,r,r,r,r,B4,E-4,B3,r,r,r,r,r,r,r,r,B4,F#4,E-4,B3,C5,E-4,F#4,B3,B2
2075.0,883.86,610,1.5,r,B5,F#5,B4,F#4,B4,E-4,B3,B2,C3,r,r,r,r,r,r,B4,E-4,B3,r,r,r,r,r,r,r,r,B4,F#4,E-4,B3,B4,E-4,B3,C4,C3
2075.5,884.0683,610,1.75,r,B5,F#5,B4,F#4,B4,E-4,B3,B2,B2,r,r,r,r,r,r,B4,E-4,B3,r,r,r,r,r,r,r,r,B4,F#4,E-4,B3,B5,B4,B3,B3,B2
2076.0,884.2767,610,2.0,r,G5,E5,G4,E4,G4,E4,C4,C3,C3,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,r,E4,E4,C4,G5,E4,E3,C4,C3
2077.0,884.6933,610,2.5,r,G5,E5,G4,E4,G4,E4,C4,C3,C2,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,r,E4,E4,C4,E5,E4,G3,C3,C2
2077.5,884.9017,610,2.75,r,G5,E5,G4,E4,G4,E4,C4,C3,B1,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,r,E4,E4,C4,G5,E5,G3,B2,B1
2078.0,885.11,610,3.0,r,G5,E5,G4,E4,G4,E4,C4,C3,C2,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,G4,E4,E4,C4,G5,E5,G3,C3,C2
2079.0,885.5267,610,3.5,r,G5,E5,G4,E4,G4,E4,C4,C3,C3,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,G4,E4,E4,C4,E5,G4,C4,C4,C3
2079.5,885.735,610,3.75,r,G5,E5,G4,E4,G4,E4,C4,C3,B2,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,G4,E4,E4,C4,E6,G5,C4,B3,B2
2080.0,885.9433,611,1.0,r,E6,C6,E5,E5,C5,G4,C4,C3,C3,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,E6,G5,C4,C4,C3
2081.0,886.36,611,1.5,r,E6,C6,E5,E5,C5,G4,C4,C3,C2,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,E5,G4,E4,C3,C2
2081.5,886.5683,611,1.75,r,E6,C6,E5,E5,C5,G4,C4,C3,B1,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,E6,G5,E4,B2,B1
2082.0,886.7767,611,2.0,r,E6,C6,E5,E5,C5,G4,C4,C3,C2,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,E6,G5,E4,C3,C2
2083.0,887.1933,611,2.5,r,E6,C6,E5,E5,C5,G4,C4,C3,C3,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,E5,C4,G4,C4,C3
2083.5,887.4017,611,2.75,r,E6,C6,E5,E5,C5,G4,C4,C3,B2,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,D5,B3,G4,B3,B2
2084.0,887.61,611,3.0,r,E6,C6,E5,E5,C5,G4,C4,C3,C3,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,E5,C4,G4,C4,C3
2085.0,888.0267,611,3.5,r,E6,A5,E5,E5,C5,G4,C4,C3,C2,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,F#5,A4,C5,C3,C2
2085.5,888.235,611,3.75,r,E6,G5,E5,E5,C5,G4,C4,C3,C3,r,r,r,r,r,r,C5,G4,C4,r,r,r,r,r,r,r,r,E5,C5,G4,C4,E5,G4,C5,C4,C3
2086.0,888.4433,612,1.0,r,D6,F#5,D5,D5,A4,F#4,D4,D3,D3,r,r,r,r,r,r,A4,F#4,D4,r,r,r,r,r,r,r,r,D5,A4,F#4,D4,D5,F#4,A4,D4,D3
2092.0,890.9433,613,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r,C4,C3
2094.0,891.7767,613,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r,D4,D3
2097.0,893.0267,613,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r,C4,C3
2100.0,894.2767,614,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r,F4,F3
2103.0,895.5267,614,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r,F4,F3
2104.0,895.9433,615,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r,F4,F3
2108.0,897.61,615,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r,F4,F3
2110.0,898.4433,616,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r,F4,F3
2114.0,900.11,616,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3
2116.0,900.9433,617,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r,D4,D3
2120.0,902.61,617,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r,C4,C3
2122.0,903.4433,618,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r,C4,C3
2124.0,904.2767,618,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,r,r,r,A3,A3,r,r,r,A3,A2
2126.0,905.11,618,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G2,r,r,r,r,r,r,r,r,r,r,G3,G3,r,r,r,G3,G2
2128.0,905.9433,619,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r,F4,F3
2132.0,907.61,619,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,r,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,E4,E3
2134.0,908.4433,620,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,r,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,E4,E3
2136.0,909.2767,620,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r,D4,D3
2138.0,910.11,620,3.0,r,r,r,C5,A4,C4,A3,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,r,r,r
2139.0,910.5267,620,3.5,r,r,r,C5,A4,C4,A3,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,A3,r,r,r
2139.5,910.735,620,3.75,r,r,r,C5,A4,C4,A3,F3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,r,r,r
2140.0,910.9433,621,1.0,r,r,r,C5,A4,C4,A3,F3,F2,F2,r,r,r,r,r,r,F4,A3,F3,r,r,r,r,r,r,r,r,C5,F4,A3,F3,C5,F4,F4,F3,F2
2141.0,911.36,621,1.5,r,r,r,C5,A4,C4,A3,F3,F2,G2,r,r,r,r,r,r,F4,A3,F3,r,r,r,r,r,r,r,r,C5,F4,A3,F3,F4,A3,F3,G3,G2
2141.5,911.5683,621,1.75,r,r,r,C5,A4,C4,A3,F3,F2,F2,r,r,r,r,r,r,F4,A3,F3,r,r,r,r,r,r,r,r,C5,F4,A3,F3,C5,F4,F3,F3,F2
2142.0,911.7767,621,2.0,r,r,r,D5,B-4,D4,B-3,F3,F2,F2,r,r,r,r,r,r,F4,B-3,F3,r,r,r,r,r,r,r,r,D5,F4,B-3,F3,D5,F4,F3,F3,F2
2143.0,912.1933,621,2.5,r,r,r,D5,B-4,D4,B-3,F3,F2,G2,r,r,r,r,r,r,F4,B-3,F3,r,r,r,r,r,r,r,r,D5,F4,B-3,F3,F4,B-3,F4,G3,G2
2143.5,912.4017,621,2.75,r,r,r,D5,B-4,D4,B-3,F3,F2,F2,r,r,r,r,r,r,F4,B-3,F3,r,r,r,r,r,r,r,r,D5,F4,B-3,F3,D5,F4,F4,F3,F2
2144.0,912.61,621,3.0,r,r,r,D5,B-4,D4,B-3,F3,F2,F2,r,r,r,r,r,r,F4,B-3,F3,r,r,r,r,r,r,r,r,D5,F4,B-3,F3,D5,F4,F4,F3,F2
2145.0,913.0267,621,3.5,r,r,r,C5,A4,C4,A3,F3,F2,G2,r,r,r,r,r,r,F4,A3,F3,r,r,r,r,r,r,r,r,C5,F4,A3,F3,F4,A3,F5,G3,G2
2145.5,913.235,621,3.75,r,r,r,C5,A4,C4,A3,F3,F2,F2,r,r,r,r,r,r,F4,A3,F3,r,r,r,r,r,r,r,r,C5,F4,A3,F3,C5,F4,F5,F3,F2
2146.0,913.4433,622,1.0,r,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,C5,A3,A2
2147.0,913.86,622,1.5,r,F6,C6,F5,F5,C5,F4,A3,A2,B-2,r,r,r,r,r,r,F4,C4,A3,r,r,r,r,r,r,r,r,r,C5,F4,A3,F4,C4,F3,B-3,B-2
2147.5,914.0683,622,1.75,r,F6,C6,F5,F5,C5,F4,A3,A2,A2,r,r,r,r,r,r,F4,C4,A3,r,r,r,r,r,r,r,r,r,C5,F4,A3,C5,F4,F3,A3,A2
2148.0,914.2767,622,2.0,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,F4,B-3,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,D5,F4,D3,B-3,B-2
2149.0,914.6933,622,2.5,r,F6,D6,F5,F5,D5,F4,B-3,B-2,C3,r,r,r,r,r,r,F4,B-3,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,D5,F4,D4,C4,C3
2149.5,914.9017,622,2.75,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,F4,B-3,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F5,D5,D4,B-3,B-2
2150.0,915.11,622,3.0,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,F4,B-3,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F5,D5,D4,B-3,B-2
2151.0,915.5267,622,3.5,r,F6,D6,F5,F5,D5,F4,B-3,B-2,C3,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F5,D5,B-4,C4,C3
2151.5,915.735,622,3.75,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,B-5,D5,B-4,B-3,B-2
2152.0,915.9433,623,1.0,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,B-5,D5,B-4,B-3,B-2
2153.0,916.36,623,1.5,r,F6,D6,F5,F5,D5,F4,B-3,B-2,C3,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,B-5,D5,B-3,C4,C3
2153.5,916.5683,623,1.75,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,D6,F5,B-3,B-3,B-2
2154.0,916.7767,623,2.0,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,D6,F5,B-3,B-3,B-2
2155.0,917.1933,623,2.5,r,F6,D6,F5,F5,D5,F4,B-3,B-2,C3,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,D6,F5,D3,C4,C3
2155.5,917.4017,623,2.75,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F6,D6,D3,B-3,B-2
2156.0,917.61,623,3.0,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F6,D6,D3,B-3,B-2
2157.0,918.0267,623,3.5,r,F6,D6,F5,F5,D5,F4,B-3,B-2,C3,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F5,D5,D4,C4,C3
2157.5,918.235,623,3.75,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F6,D6,D4,B-3,B-2
2158.0,918.4433,624,1.0,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F6,D6,D5,B-3,B-2
2159.0,918.86,624,1.5,r,F6,D6,F5,F5,D5,F4,B-3,B-2,C3,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F5,D5,D4,C4,C3
2159.5,919.0683,624,1.75,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F6,D6,D4,B-3,B-2
2160.0,919.2767,624,2.0,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F6,D6,D4,B-3,B-2
2161.0,919.6933,624,2.5,r,F6,D6,F5,F5,D5,F4,B-3,B-2,C3,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F5,D5,F3,C4,C3
2161.5,919.9017,624,2.75,r,F6,D6,F5,F5,D5,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,F5,D5,F4,B-3,F6,D6,F3,B-3,B-2
2162.0,920.11,624,3.0,r,F6,B-5,F5,F5,B-4,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,r,B-4,F4,B-3,F6,D6,F3,B-3,B-2
2163.0,920.5267,624,3.5,r,F6,B-5,F5,F5,B-4,F4,B-3,B-2,C3,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,r,B-4,F4,B-3,F5,D5,D5,C4,C3
2163.5,920.735,624,3.75,r,F6,B-5,F5,F5,B-4,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,r,B-4,F4,B-3,F6,D6,D5,B-3,B-2
2164.0,920.9433,625,1.0,r,D6,B-5,D5,D5,B-4,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,D5,B-4,F4,B-3,F6,D6,B-4,B-3,B-2
2165.0,921.36,625,1.5,r,D6,B-5,D5,D5,B-4,F4,B-3,B-2,C3,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,D5,B-4,F4,B-3,F5,D5,B-3,C4,C3
2165.5,921.5683,625,1.75,r,D6,B-5,D5,D5,B-4,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,D5,B-4,F4,B-3,F6,D6,B-3,B-3,B-2
2166.0,921.7767,625,2.0,r,D6,B-5,D5,D5,B-4,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,D5,B-4,F4,B-3,D6,F5,B-3,B-3,B-2
2167.0,922.1933,625,2.5,r,D6,B-5,D5,D5,B-4,F4,B-3,B-2,B-1,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,D5,B-4,F4,B-3,E6,G5,D3,B-2,B-1
2167.5,922.4017,625,2.75,r,D6,B-5,D5,D5,B-4,F4,B-3,B-2,B-2,r,r,r,r,r,r,B-4,F4,B-3,r,r,r,r,r,r,r,r,D5,B-4,F4,B-3,D6,F5,D3,B-3,B-2
2168.0,922.61,625,3.0,r,C6,G5,C5,C5,G4,E4,C4,C3,C3,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,C5,G4,E4,C4,C6,E5,G3,C4,C3
2169.0,923.0267,625,3.5,r,C6,G5,C5,C5,G4,E4,C4,C3,C2,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,C5,G4,E4,C4,D6,F5,G4,C3,C2
2169.5,923.235,625,3.75,r,C6,G5,C5,C5,G4,E4,C4,C3,C3,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,C5,G4,E4,C4,C6,E5,G4,C4,C3
2170.0,923.4433,626,1.0,r,C6,G5,C5,C5,C5,G4,C4,C3,C3,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,C5,G4,E4,C4,C6,E5,C5,C4,C3
2171.0,923.86,626,1.5,r,C6,G5,C5,C5,C5,G4,C4,C3,C2,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,C5,G4,E4,C4,D6,F5,G3,C3,C2
2171.5,924.0683,626,1.75,r,C6,G5,C5,C5,C5,G4,C4,C3,C3,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,C5,G4,E4,C4,C6,E5,G3,C4,C3
2172.0,924.2767,626,2.0,r,A5,F5,A4,A4,A4,F4,C4,C3,C3,r,r,r,r,r,r,A4,F4,C4,r,r,r,r,r,r,r,r,A4,F4,C4,C4,C6,F5,G3,C4,C3
2173.0,924.6933,626,2.5,r,A5,F5,A4,A4,A4,F4,C4,C3,C2,r,r,r,r,r,r,A4,F4,C4,r,r,r,r,r,r,r,r,A4,F4,C4,C4,D6,A4,C3,C3,C2
2173.5,924.9017,626,2.75,r,A5,F5,A4,A4,A4,F4,C4,C3,C3,r,r,r,r,r,r,A4,F4,C4,r,r,r,r,r,r,r,r,A4,F4,C4,C4,C6,F5,C3,C4,C3
2174.0,925.11,626,3.0,r,G5,E5,G4,G4,G4,E4,C4,C3,C3,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,G4,E4,C4,C4,C6,E5,C3,C4,C3
2175.0,925.5267,626,3.5,r,G5,E5,G4,G4,G4,E4,C4,C3,C2,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,G4,E4,C4,C4,D6,G4,E5,C3,C2
2175.5,925.735,626,3.75,r,G5,E5,G4,G4,G4,E4,C4,C3,C3,r,r,r,r,r,r,G4,E4,C4,r,r,r,r,r,r,r,r,G4,E4,C4,C4,E6,G5,E5,C4,C3
2176.0,925.9433,627,1.0,r,F6,A5,F5,F5,F5,A4,C4,C3,C3,r,r,r,r,r,r,A4,C4,C4,r,r,r,r,r,r,r,r,F5,A4,C4,C4,F6,A5,A4,C4,C3
2177.0,926.36,627,1.5,r,F6,A5,F5,F5,F5,A4,C4,C3,D3,r,r,r,r,r,r,A4,C4,C4,r,r,r,r,r,r,r,r,F5,A4,C4,C4,F5,C5,F3,D4,D3
2177.5,926.5683,627,1.75,r,F6,A5,F5,F5,F5,A4,C4,C3,C3,r,r,r,r,r,r,A4,C4,C4,r,r,r,r,r,r,r,r,F5,A4,C4,C4,F6,A5,F3,C4,C3
2178.0,926.7767,627,2.0,r,F6,A5,F5,F5,F5,A4,C4,C3,C3,r,r,r,r,r,r,A4,C4,C4,r,r,r,r,r,r,r,r,F5,A4,C4,C4,F6,A5,F3,C4,C3
2179.0,927.1933,627,2.5,r,F6,B5,F5,F5,F5,B4,D4,D3,D3,r,r,r,r,r,r,B4,D4,D4,r,r,r,r,r,r,r,r,F5,B4,D4,D4,F5,D5,F4,D4,D3
2179.5,927.4017,627,2.75,r,F6,B5,F5,F5,F5,B4,D4,D3,C3,r,r,r,r,r,r,B4,D4,D4,r,r,r,r,r,r,r,r,F5,B4,D4,D4,F6,D6,F4,C4,C3
2180.0,927.61,627,3.0,r,E6,C6,E5,E5,E5,C5,E4,E3,E3,r,r,r,r,r,r,C5,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,E4,E6,C6,C4,E4,E3
2181.0,928.0267,627,3.5,r,E6,C6,E5,E5,E5,C5,F4,F3,F3,r,r,r,r,r,r,C5,F4,F4,r,r,r,r,r,r,r,r,E5,C5,F4,F4,E5,C5,C5,F4,F3
2181.5,928.235,627,3.75,r,E6,C6,E5,E5,E5,C5,F4,F3,E3,r,r,r,r,r,r,C5,F4,F4,r,r,r,r,r,r,r,r,E5,C5,F4,F4,E6,C6,C5,E4,E3
2182.0,928.4433,628,1.0,r,E6,C6,E5,E5,E5,C5,G4,G3,G3,r,r,r,r,r,r,C5,G4,G3,r,r,r,r,r,r,r,r,E5,C5,G4,G3,E6,C6,G3,G4,G3
2183.0,928.86,628,1.5,r,E6,C6,E5,E5,E5,C5,G4,G3,A3,r,r,r,r,r,r,C5,G4,G3,r,r,r,r,r,r,r,r,E5,C5,G4,G3,E5,C5,G4,A4,A3
2183.5,929.0683,628,1.75,r,E6,C6,E5,E5,E5,C5,G4,G3,G3,r,r,r,r,r,r,C5,G4,G3,r,r,r,r,r,r,r,r,E5,C5,G4,G3,E6,C6,G4,G4,G3
2184.0,929.2767,628,2.0,r,D6,B5,D5,D5,D5,B4,G4,G3,G3,r,r,r,r,r,r,B4,G4,G3,r,r,r,r,r,r,r,r,D5,B4,G4,G3,D6,B5,G4,G4,G3
2186.0,930.11,628,3.0,r,D5,D5,D5,B-4,D5,B-4,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D3,G1
2188.0,930.9433,629,1.0,r,D5,D5,r,r,D5,B-4,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D3,r
2191.0,932.4433,629,2.5,r,D5,D5,r,r,D4,B-3,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D3,r
2192.0,932.9433,629,3.0,r,D5,D5,r,r,D4,B3,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,D3,r
2193.0,933.4433,629,3.5,r,G4,G4,r,r,D4,B3,G3,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,D3,r
2194.0,933.9433,630,1.0,r,E4,E4,r,r,D4,G3,C3,C2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C3,r
2196.0,934.9433,630,2.0,r,E4,E4,r,r,C4,G3,C3,C2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C3,r
2198.0,935.9433,630,3.0,r,E4,E4,r,r,E4,G3,C3,C2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C3,r
2200.0,936.9433,631,1.0,r,E4,E4,r,r,E4,C4,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A2,r
