qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Pauken,Violin 1,Violin 2,Viola,Violoncello,Contrabass
721.1666,618.1428,181,1.8333,r,r,r,r,G5,G5,r,r,G4,G4,C4,C4,G5,G5,C4,r,r,r,r,G6,C5,G#4,r,r
721.3333,618.2857,181,2.0,C5,C5,C5,C5,G#4,G#4,G4,G4,G4,G4,C5,C5,G#4,G#4,C5,G#4,G#4,r,r,G#6,C5,C5,G4,G3
721.5,618.4286,181,2.1667,C5,C5,C5,C5,G#4,G#4,G4,G4,G4,G4,C5,C5,G#4,G#4,C5,G#4,G#4,r,r,G#5,G#5,C5,G4,G3
721.6666,618.5714,181,2.3333,C5,C5,C5,C5,G#4,G#4,G4,G4,G4,G4,C5,C5,G#4,G#4,C5,G#4,G#4,r,r,G#5,G#5,C5,G4,G3
721.8333,618.7143,181,2.5,C5,C5,C5,C5,G#4,G#4,F4,F4,F4,F4,C5,C5,G#4,G#4,C5,G#4,G#4,r,r,D6,G#5,r,F4,F3
722.0,618.8571,181,2.6667,C5,C5,C5,C5,G#4,G#4,F4,F4,F4,F4,C5,C5,G#4,G#4,C5,G#4,G#4,r,r,E-6,C5,r,F4,F3
722.1666,618.9999,181,2.8333,C5,C5,C5,C5,G#4,G#4,F4,F4,F4,F4,C5,C5,G#4,G#4,C5,G#4,G#4,r,r,E-6,C5,r,F4,F3
722.3333,619.1428,181,3.0,B-5,B-5,B-5,B-5,F5,F5,G3,G3,F4,F4,B-3,B-3,F5,F5,B-3,G3,G3,r,r,B-5,D5,F5,G3,G2
722.5,619.2857,181,3.1667,B-5,B-5,B-5,B-5,F5,F5,G3,G3,F4,F4,B-3,B-3,F5,F5,B-3,G3,G3,r,r,C6,B-5,F5,G3,G2
722.6666,619.4285,181,3.3333,B-5,B-5,B-5,B-5,F5,F5,G3,G3,F4,F4,B-3,B-3,F5,F5,B-3,G3,G3,r,r,C6,B-5,F5,G3,G2
722.8333,619.5714,181,3.5,B-5,B-5,B-5,B-5,F5,F5,r,r,F4,F4,B-3,B-3,F5,F5,B-3,G3,G3,r,r,E-6,B-5,G4,r,r
723.0,619.7143,181,3.6667,B-5,B-5,B-5,B-5,F5,F5,r,r,F4,F4,B-3,B-3,F5,F5,B-3,G3,G3,r,r,F6,D5,G4,r,r
723.1666,619.8571,181,3.8333,B-5,B-5,B-5,B-5,F5,F5,r,r,F4,F4,B-3,B-3,F5,F5,B-3,G3,G3,r,r,F6,D5,G4,r,r
723.3333,620.0,181,4.0,B-4,B-4,B-4,B-4,G4,G4,F4,F4,F4,F4,B-4,B-4,G4,G4,B-4,G4,G4,r,r,G6,B-4,B-4,F4,F3
723.5,620.1429,181,4.1667,B-4,B-4,B-4,B-4,G4,G4,F4,F4,F4,F4,B-4,B-4,G4,G4,B-4,G4,G4,r,r,G5,G5,B-4,F4,F3
723.6666,620.2857,181,4.3333,B-4,B-4,B-4,B-4,G4,G4,F4,F4,F4,F4,B-4,B-4,G4,G4,B-4,G4,G4,r,r,G5,G5,B-4,F4,F3
723.8333,620.4285,181,4.5,B-4,B-4,B-4,B-4,G4,G4,E-4,E-4,E-4,E-4,B-4,B-4,G4,G4,B-4,G4,G4,r,r,C6,G5,r,E-4,E-3
724.0,620.5714,181,4.6667,B-4,B-4,B-4,B-4,G4,G4,E-4,E-4,E-4,E-4,B-4,B-4,G4,G4,B-4,G4,G4,r,r,D6,B-4,r,E-4,E-3
724.1666,620.7142,181,4.8333,B-4,B-4,B-4,B-4,G4,G4,E-4,E-4,E-4,E-4,B-4,B-4,G4,G4,B-4,G4,G4,r,r,D6,B-4,r,E-4,E-3
724.3333,620.8571,182,1.0,G#6,G#6,G#5,G#5,E-5,E-5,F3,F3,E-4,E-4,G#3,G#3,E-5,E-5,G#3,F3,F3,r,r,G#5,G#4,E-5,F3,F2
724.5,621.0,182,1.1667,G#6,G#6,G#5,G#5,E-5,E-5,F3,F3,E-4,E-4,G#3,G#3,E-5,E-5,G#3,F3,F3,r,r,B-5,G#5,E-5,F3,F2
724.6666,621.1428,182,1.3333,G#6,G#6,G#5,G#5,E-5,E-5,F3,F3,E-4,E-4,G#3,G#3,E-5,E-5,G#3,F3,F3,r,r,B-5,G#5,E-5,F3,F2
724.8333,621.2857,182,1.5,G#6,G#6,G#5,G#5,E-5,E-5,r,r,E-4,E-4,G#3,G#3,E-5,E-5,G#3,F3,F3,r,r,D6,G#5,F4,r,r
725.0,621.4286,182,1.6667,G#6,G#6,G#5,G#5,E-5,E-5,r,r,E-4,E-4,G#3,G#3,E-5,E-5,G#3,F3,F3,r,r,E-6,G#4,F4,r,r
725.1666,621.5714,182,1.8333,G#6,G#6,G#5,G#5,E-5,E-5,r,r,E-4,E-4,G#3,G#3,E-5,E-5,G#3,F3,F3,r,r,E-6,G#4,F4,r,r
725.3333,621.7143,182,2.0,G#5,G#5,G#4,G#4,F4,F4,E-4,E-4,E-4,E-4,G#4,G#4,F4,F4,G#4,F4,F4,r,r,F6,G#4,G#4,E-4,E-3
725.5,621.8571,182,2.1667,G#5,G#5,G#4,G#4,F4,F4,E-4,E-4,E-4,E-4,G#4,G#4,F4,F4,G#4,F4,F4,r,r,F5,F5,G#4,E-4,E-3
725.6666,621.9999,182,2.3333,G#5,G#5,G#4,G#4,F4,F4,E-4,E-4,E-4,E-4,G#4,G#4,F4,F4,G#4,F4,F4,r,r,F5,F5,G#4,E-4,E-3
725.8333,622.1428,182,2.5,G#5,G#5,G#4,G#4,F4,F4,D4,D4,D4,D4,G#4,G#4,F4,F4,G#4,F4,F4,r,r,B-5,F5,r,D4,D3
726.0,622.2857,182,2.6667,G#5,G#5,G#4,G#4,F4,F4,D4,D4,D4,D4,G#4,G#4,F4,F4,G#4,F4,F4,r,r,C6,G#4,r,D4,D3
726.1666,622.4285,182,2.8333,G#5,G#5,G#4,G#4,F4,F4,D4,D4,D4,D4,G#4,G#4,F4,F4,G#4,F4,F4,r,r,C6,G#4,r,D4,D3
726.3333,622.5714,182,3.0,G6,G6,G5,G5,D5,G3,E-3,E-3,D4,D4,G3,G3,D5,D5,G3,E-3,E-3,r,r,G5,B-4,D5,E-3,E-2
726.5,622.7143,182,3.1667,G6,G6,G5,G5,D5,G3,E-3,E-3,D4,D4,G3,G3,D5,D5,G3,E-3,E-3,r,r,G#5,G5,D5,E-3,E-2
726.6666,622.8571,182,3.3333,G6,G6,G5,G5,D5,G3,E-3,E-3,D4,D4,G3,G3,D5,D5,G3,E-3,E-3,r,r,G#5,G5,D5,E-3,E-2
726.8333,623.0,182,3.5,G6,G6,G5,G5,D5,G3,r,r,D4,D4,G3,G3,D5,D5,G3,E-3,E-3,r,r,C6,G5,E-4,r,r
727.0,623.1429,182,3.6667,G6,G6,G5,G5,D5,G3,r,r,D4,D4,G3,G3,D5,D5,G3,E-3,E-3,r,r,D6,B-4,E-4,r,r
727.1666,623.2857,182,3.8333,G6,G6,G5,G5,D5,G3,r,r,D4,D4,G3,G3,D5,D5,G3,E-3,E-3,r,r,D6,B-4,E-4,r,r
727.3333,623.4285,182,4.0,r,r,r,r,E-4,E-4,D4,D4,D4,D4,G4,G4,E-4,E-4,G4,r,r,r,r,E-6,G4,G4,D4,D3
727.5,623.5714,182,4.1667,r,r,r,r,E-4,E-4,D4,D4,D4,D4,G4,G4,E-4,E-4,G4,r,r,r,r,E-5,E-5,G4,D4,D3
727.6666,623.7142,182,4.3333,r,r,r,r,E-4,E-4,D4,D4,D4,D4,G4,G4,E-4,E-4,G4,r,r,r,r,E-5,E-5,G4,D4,D3
727.8333,623.8571,182,4.5,r,r,r,r,E-4,E-4,C4,C4,C4,C4,G4,G4,E-4,E-4,G4,r,r,r,r,G5,E-5,r,C4,C3
728.0,624.0,182,4.6667,r,r,r,r,E-4,E-4,C4,C4,C4,C4,G4,G4,E-4,E-4,G4,r,r,r,r,G#5,G4,r,C4,C3
728.1666,624.1428,182,4.8333,r,r,r,r,E-4,E-4,C4,C4,C4,C4,G4,G4,E-4,E-4,G4,r,r,r,r,G#5,G4,r,C4,C3
728.3333,624.2857,183,1.0,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,F5,r,C#3,C#3,C#2
728.5,624.4286,183,1.1667,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,F4,G#3,C#3,C#3,C#2
728.6666,624.5714,183,1.3333,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,F4,G#3,C#3,C#3,C#2
728.8333,624.7143,183,1.5,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,C#5,G#3,G#4,r,r
729.0,624.8571,183,1.6667,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,G#4,F4,G#4,r,r
729.1666,624.9999,183,1.8333,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,G#4,F4,G#4,r,r
729.3333,625.1428,183,2.0,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,F5,r,G#4,E-4,E-3
729.5,625.2857,183,2.1667,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,F4,G#3,G#4,E-4,E-3
729.6666,625.4285,183,2.3333,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,F4,G#3,G#4,E-4,E-3
729.8333,625.5714,183,2.5,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,C#5,G#3,r,C#4,C#3
730.0,625.7143,183,2.6667,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,C#4,C#3
730.1666,625.8571,183,2.8333,G#5,G#5,G#5,r,F5,G#4,r,r,F4,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,C#4,C#3
730.3333,626.0,183,3.0,B-5,B-5,B-5,r,F5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,F5,r,G#3,C#3,C#2
730.5,626.1429,183,3.1667,B-5,B-5,B-5,r,F5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,F4,G#3,G#3,C#3,C#2
730.6666,626.2857,183,3.3333,B-5,B-5,B-5,r,F5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,F4,G#3,G#3,C#3,C#2
730.8333,626.4285,183,3.5,B-5,B-5,B-5,r,F5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,C#5,G#3,G#4,r,r
731.0,626.5714,183,3.6667,B-5,B-5,B-5,r,F5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,G#4,F4,G#4,r,r
731.1666,626.7142,183,3.8333,B-5,B-5,B-5,r,F5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,G#4,F4,G#4,r,r
731.3333,626.8571,183,4.0,G#5,G#5,G#5,r,G#5,C#5,r,r,F4,r,r,r,r,r,r,r,r,r,r,F5,r,G#4,E-4,E-3
731.5,627.0,183,4.1667,G#5,G#5,G#5,r,G#5,C#5,r,r,F4,r,r,r,r,r,r,r,r,r,r,F4,G#3,G#4,E-4,E-3
731.6666,627.1428,183,4.3333,G#5,G#5,G#5,r,G#5,C#5,r,r,F4,r,r,r,r,r,r,r,r,r,r,F4,G#3,G#4,E-4,E-3
731.8333,627.2857,183,4.5,G#5,G#5,G#5,r,G#5,C#5,r,r,F4,r,r,r,r,r,r,r,r,r,r,C#5,G#3,r,C#4,C#3
732.0,627.4286,183,4.6667,G#5,G#5,G#5,r,G#5,C#5,r,r,F4,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,C#4,C#3
732.1666,627.5714,183,4.8333,G#5,G#5,G#5,r,G#5,C#5,r,r,F4,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,C#4,C#3
732.3333,627.7143,184,1.0,B-5,B-5,B-5,r,F#5,C#5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,F#5,r,G#3,C#3,C#2
732.5,627.8571,184,1.1667,B-5,B-5,B-5,r,F#5,C#5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,F#4,G#3,G#3,C#3,C#2
732.6666,627.9999,184,1.3333,B-5,B-5,B-5,r,F#5,C#5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,F#4,G#3,G#3,C#3,C#2
732.8333,628.1428,184,1.5,B-5,B-5,B-5,r,F#5,C#5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,C5,G#3,G#4,r,r
733.0,628.2857,184,1.6667,B-5,B-5,B-5,r,F#5,C#5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,G#4,F#4,G#4,r,r
733.1666,628.4285,184,1.8333,B-5,B-5,B-5,r,F#5,C#5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,G#4,F#4,G#4,r,r
733.3333,628.5714,184,2.0,G#5,G#5,G#5,r,F#5,C5,r,r,G#4,r,r,r,r,r,r,r,r,r,r,F#5,r,G#4,E-4,E-3
733.5,628.7143,184,2.1667,G#5,G#5,G#5,r,F#5,C5,r,r,G#4,r,r,r,r,r,r,r,r,r,r,F#4,G#3,G#4,E-4,E-3
733.6666,628.8571,184,2.3333,G#5,G#5,G#5,r,F#5,C5,r,r,G#4,r,r,r,r,r,r,r,r,r,r,F#4,G#3,G#4,E-4,E-3
733.8333,629.0,184,2.5,G#5,G#5,G#5,r,F#5,C5,r,r,G#4,r,r,r,r,r,r,r,r,r,r,C5,G#3,r,C#4,C#3
734.0,629.1429,184,2.6667,G#5,G#5,G#5,r,F#5,C5,r,r,G#4,r,r,r,r,r,r,r,r,r,r,G#4,F#4,r,C#4,C#3
734.1666,629.2857,184,2.8333,G#5,G#5,G#5,r,F#5,C5,r,r,G#4,r,r,r,r,r,r,r,r,r,r,G#4,F#4,r,C#4,C#3
734.3333,629.4285,184,3.0,C6,C6,C6,r,F#5,C5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,F#5,r,G#3,C#3,C#2
734.5,629.5714,184,3.1667,C6,C6,C6,r,F#5,C5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,F#4,G#3,G#3,C#3,C#2
734.6666,629.7142,184,3.3333,C6,C6,C6,r,F#5,C5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,F#4,G#3,G#3,C#3,C#2
734.8333,629.8571,184,3.5,C6,C6,C6,r,F#5,C5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,C5,G#3,G#4,r,r
735.0,630.0,184,3.6667,C6,C6,C6,r,F#5,C5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,G#4,F#4,G#4,r,r
735.1666,630.1428,184,3.8333,C6,C6,C6,r,F#5,C5,r,r,F#4,r,r,r,r,r,r,r,r,r,r,G#4,F#4,G#4,r,r
735.3333,630.2857,184,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,G#4,E-4,E-3
735.5,630.4286,184,4.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,G#3,G#4,E-4,E-3
735.6666,630.5714,184,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,G#3,G#4,E-4,E-3
735.8333,630.7143,184,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#3,r,C#4,C#3
736.0,630.8571,184,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F#4,r,C#4,C#3
736.1666,630.9999,184,4.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F#4,r,C#4,C#3
736.3333,631.1428,185,1.0,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,F5,r,G#3,C#3,C#2
736.5,631.2857,185,1.1667,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,F4,G#3,G#3,C#3,C#2
736.6666,631.4285,185,1.3333,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,F4,G#3,G#3,C#3,C#2
736.8333,631.5714,185,1.5,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,C#5,G#3,G#4,r,r
737.0,631.7143,185,1.6667,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,G#4,F4,G#4,r,r
737.1666,631.8571,185,1.8333,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,G#4,F4,G#4,r,r
737.3333,632.0,185,2.0,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,F5,r,G#4,E-4,E-3
737.5,632.1429,185,2.1667,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,F4,G#3,G#4,E-4,E-3
737.6666,632.2857,185,2.3333,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,F4,G#3,G#4,E-4,E-3
737.8333,632.4285,185,2.5,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,C#5,G#3,r,C#4,C#3
738.0,632.5714,185,2.6667,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,G#4,F4,r,C#4,C#3
738.1666,632.7142,185,2.8333,r,r,r,r,r,r,r,r,F4,r,r,r,G#4,r,r,F4,G#3,C#3,r,G#4,F4,r,C#4,C#3
738.3333,632.8571,185,3.0,r,r,r,r,r,r,r,r,G#3,r,r,r,C#5,r,r,F4,G#3,C#3,r,F5,r,G#3,C#3,C#2
738.5,633.0,185,3.1667,r,r,r,r,r,r,r,r,G#3,r,r,r,C#5,r,r,F4,G#3,C#3,r,F4,G#3,G#3,C#3,C#2
738.6666,633.1428,185,3.3333,r,r,r,r,r,r,r,r,G#3,r,r,r,C#5,r,r,F4,G#3,C#3,r,F4,G#3,G#3,C#3,C#2
738.8333,633.2857,185,3.5,r,r,r,r,r,r,r,r,G#3,r,r,r,C#5,r,r,F4,G#3,C#3,r,C#5,G#3,G#4,r,r
739.0,633.4286,185,3.6667,r,r,r,r,r,r,r,r,G#3,r,r,r,C#5,r,r,F4,G#3,C#3,r,G#4,F4,G#4,r,r
739.1666,633.5714,185,3.8333,r,r,r,r,r,r,r,r,G#3,r,r,r,C#5,r,r,F4,G#3,C#3,r,G#4,F4,G#4,r,r
739.3333,633.7143,185,4.0,r,r,r,r,r,r,r,r,G#3,r,r,r,C5,r,r,F4,G#3,C#3,r,F5,r,G#4,E-4,E-3
739.5,633.8571,185,4.1667,r,r,r,r,r,r,r,r,G#3,r,r,r,C5,r,r,F4,G#3,C#3,r,F4,G#3,G#4,E-4,E-3
739.6666,633.9999,185,4.3333,r,r,r,r,r,r,r,r,G#3,r,r,r,C5,r,r,F4,G#3,C#3,r,F4,G#3,G#4,E-4,E-3
739.8333,634.1428,185,4.5,r,r,r,r,r,r,r,r,B-3,r,r,r,C5,r,r,F4,G#3,C#3,r,C#5,G#3,r,C#4,C#3
740.0,634.2857,185,4.6667,r,r,r,r,r,r,r,r,B-3,r,r,r,C5,r,r,F4,G#3,C#3,r,G#4,F4,r,C#4,C#3
740.1666,634.4285,185,4.8333,r,r,r,r,r,r,r,r,B-3,r,r,r,C5,r,r,F4,G#3,C#3,r,G#4,F4,r,C#4,C#3
740.3333,634.5714,186,1.0,r,r,r,r,r,r,r,r,B3,r,r,r,B-4,r,r,F4,G#3,C#3,r,F5,r,G#3,C#3,C#2
740.5,634.7143,186,1.1667,r,r,r,r,r,r,r,r,B3,r,r,r,B-4,r,r,F4,G#3,C#3,r,F4,G#3,G#3,C#3,C#2
740.6666,634.8571,186,1.3333,r,r,r,r,r,r,r,r,B3,r,r,r,B-4,r,r,F4,G#3,C#3,r,F4,G#3,G#3,C#3,C#2
740.8333,635.0,186,1.5,r,r,r,r,r,r,r,r,B3,r,r,r,B-4,r,r,F4,G#3,C#3,r,C#5,G#3,G#4,r,r
741.0,635.1429,186,1.6667,r,r,r,r,r,r,r,r,B3,r,r,r,B-4,r,r,F4,G#3,C#3,r,G#4,F4,G#4,r,r
741.1666,635.2857,186,1.8333,r,r,r,r,r,r,r,r,B3,r,r,r,B-4,r,r,F4,G#3,C#3,r,G#4,F4,G#4,r,r
741.3333,635.4285,186,2.0,r,r,r,r,r,r,r,r,B3,r,r,r,G#4,r,r,F4,G#3,C#3,r,F5,r,G#4,E-4,E-3
741.5,635.5714,186,2.1667,r,r,r,r,r,r,r,r,B3,r,r,r,G#4,r,r,F4,G#3,C#3,r,F4,G#3,G#4,E-4,E-3
741.6666,635.7142,186,2.3333,r,r,r,r,r,r,r,r,B3,r,r,r,G#4,r,r,F4,G#3,C#3,r,F4,G#3,G#4,E-4,E-3
741.8333,635.8571,186,2.5,r,r,r,r,r,r,r,r,B3,r,r,r,G#4,r,r,F4,G#3,C#3,r,C#5,G#3,r,C#4,C#3
742.0,636.0,186,2.6667,r,r,r,r,r,r,r,r,B3,r,r,r,G#4,r,r,F4,G#3,C#3,r,G#4,F4,r,C#4,C#3
742.1666,636.1428,186,2.8333,r,r,r,r,r,r,r,r,B3,r,r,r,G#4,r,r,F4,G#3,C#3,r,G#4,F4,r,C#4,C#3
742.3333,636.2857,186,3.0,r,r,r,r,r,r,r,r,G#3,r,r,r,B4,r,r,F4,G#3,C#3,r,F5,r,G#3,C#3,C#2
742.5,636.4286,186,3.1667,r,r,r,r,r,r,r,r,G#3,r,r,r,B4,r,r,F4,G#3,C#3,r,F4,G#3,G#3,C#3,C#2
742.6666,636.5714,186,3.3333,r,r,r,r,r,r,r,r,G#3,r,r,r,B4,r,r,F4,G#3,C#3,r,F4,G#3,G#3,C#3,C#2
742.8333,636.7143,186,3.5,r,r,r,r,r,r,r,r,G#3,r,r,r,B4,r,r,F4,G#3,C#3,r,C#5,G#3,G#4,r,r
743.0,636.8571,186,3.6667,r,r,r,r,r,r,r,r,G#3,r,r,r,B4,r,r,F4,G#3,C#3,r,G#4,F4,G#4,r,r
743.1666,636.9999,186,3.8333,r,r,r,r,r,r,r,r,G#3,r,r,r,B4,r,r,F4,G#3,C#3,r,G#4,F4,G#4,r,r
743.3333,637.1428,186,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,r,G#4,E-4,E-3
743.5,637.2857,186,4.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,G#4,E-4,E-3
743.6666,637.4285,186,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,G#4,E-4,E-3
743.8333,637.5714,186,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G#3,r,C#4,C#3
744.0,637.7143,186,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,C#4,C#3
744.1666,637.8571,186,4.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,C#4,C#3
744.3333,638.0,187,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,C#3,F#2,r,B-3,B-3,C#3,F#3,F#2
744.5,638.1429,187,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,C#3,F#2,r,C4,C4,C#3,F#3,F#2
744.6666,638.2857,187,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,C#3,F#2,r,C4,C4,C#3,F#3,F#2
744.8333,638.4285,187,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,C#3,F#2,r,E-4,E-4,B-3,r,r
745.0,638.5714,187,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,C#3,F#2,r,F4,F4,B-3,r,r
745.1666,638.7142,187,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,C#3,F#2,r,F4,F4,B-3,r,r
745.3333,638.8571,187,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,F2,r,C5,C5,F4,F2,F1
745.5,639.0,187,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,F2,r,B-4,B-4,F4,F2,F1
745.6666,639.1428,187,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,F2,r,B-4,B-4,F4,F2,F1
745.8333,639.2857,187,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,F2,r,F#4,F#4,r,F3,F2
746.0,639.4286,187,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,F2,r,F4,F4,r,F3,F2
746.1666,639.5714,187,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,F2,r,F4,F4,r,F3,F2
746.3333,639.7143,187,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,F3,B-2,r,C#4,C#4,F3,B-2,B-1
746.5,639.8571,187,3.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,F3,B-2,r,E-4,E-4,F3,B-2,B-1
746.6666,639.9999,187,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,F3,B-2,r,E-4,E-4,F3,B-2,B-1
746.8333,640.1428,187,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,F3,B-2,r,F#4,F#4,C#4,r,r
747.0,640.2857,187,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,F3,B-2,r,G#4,G#4,C#4,r,r
747.1666,640.4285,187,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,F3,B-2,r,G#4,G#4,C#4,r,r
747.3333,640.5714,187,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,G#2,r,E-5,E-5,G#4,G#2,G#1
747.5,640.7143,187,4.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,G#2,r,C#5,C#5,G#4,G#2,G#1
747.6666,640.8571,187,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,G#2,r,C#5,C#5,G#4,G#2,G#1
747.8333,641.0,187,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,G#2,r,B-4,B-4,r,G#3,G#2
748.0,641.1429,187,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,G#2,r,G#4,G#4,r,G#3,G#2
748.1666,641.2857,187,4.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,G#2,r,G#4,G#4,r,G#3,G#2
748.3333,641.4285,188,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,C#3,r,F4,F4,G#3,C#3,C#2
748.5,641.5714,188,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,C#3,r,G4,G4,G#3,C#3,C#2
748.6666,641.7142,188,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,C#3,r,G4,G4,G#3,C#3,C#2
748.8333,641.8571,188,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,C#3,r,B-4,B-4,F4,r,r
