qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,x,Vln. I,19,Vln
16.0,5,1.0,0.0,a,Ob. 1,2,Ob
32.0,9,1.0,0.0,a,Ob. 1,2,Ob
48.0,13,1.0,0.0,a,Ob. 1,2,Ob
56.0,15,1.0,0.0,a,Fl. 1,0,Fl
72.0,19,1.0,0.0,a,Vln. I,19,Vln
74.5,19,2.25,0.625,a,Vln. II,20,Vln
76.0,20,1.0,0.0,a,Vln. I,19,Vln
80.0,21,1.0,0.0,a,Vln. I,19,Vln
88.0,23,1.0,0.0,a,Kl. 1  in B,4,Cl
96.0,25,1.0,0.0,a,Kl. 1  in B,4,Cl
104.0,27,1.0,0.0,a,Ob. 1,2,Ob
120.0,31,1.0,0.0,b,Vln. I,19,Vln
136.0,35,1.0,0.0,b,Vln. I,19,Vln
152.0,39,1.0,0.0,b,Vln. I,19,Vln
156.0,40,1.0,0.0,b,Vla.,21,Str
160.5,41,1.25,0.125,b,Vln. I,19,Vln
168.0,43,1.0,0.0,b,Fgt. 1,6,Bsn
184.0,47,1.0,0.0,b,Fl. 1,0,Fl
200.0,51,1.0,0.0,b,Fl. 1,0,Fl
204.0,52,1.0,0.0,b,Vla.,21,Str
208.0,53,1.0,0.0,b,Vln. I,19,Vln
212.0,54,1.0,0.0,b,Vla.,21,Str
216.0,55,1.0,0.0,b,Hn. 1 in F,8,Hn
224.0,57,1.0,0.0,b,Hn. 1 in F,8,Hn
230.5,58,2.25,0.625,b,Ob. 2,3,Ob
232.0,59,1.0,0.0,b,Fl. 1,0,Fl
236.0,60,1.0,0.0,b,Fl. 1,0,Fl
240.0,61,1.0,0.0,b,Fl. 1,0,Fl
248.0,63,1.0,0.0,b,Tpt. 1 in F,12,Tpt
256.0,65,1.0,0.0,b,Fl. 1,0,Fl
264.0,67,1.0,0.0,x,Vln. I,19,Vln
268.0,68,1.0,0.0,x,Fl. 1,0,Fl
280.0,71,1.0,0.0,a,Fl. 1,0,Fl
288.0,73,1.0,0.0,a,Fl. 1,0,Fl
296.0,75,1.0,0.0,a,Fgt. 1,6,Bsn
304.0,77,1.0,0.0,a,Fgt. 1,6,Bsn
316.0,80,1.0,0.0,a,Hn. 1 in F,8,Hn
320.0,81,1.0,0.0,a,Fgt. 1,6,Bsn
324.0,82,1.0,0.0,a,Fl. 1,0,Fl
328.0,83,1.0,0.0,a,Fgt. 1,6,Bsn
332.0,84,1.0,0.0,a,Fl. 1,0,Fl
336.0,85,1.0,0.0,a,Fl. 1,0,Fl
344.0,87,1.0,0.0,a,Fl. 1,0,Fl
352.0,89,1.0,0.0,a,Fl. 1,0,Fl
360.0,91,1.0,0.0,a,Fl. 1,0,Fl
368.0,93,1.0,0.0,a,Fl. 1,0,Fl
376.0,95,1.0,0.0,b,Kl. 1  in B,4,Cl
378.0,95,2.0,0.5,b,Fgt. 1,6,Bsn
380.0,96,1.0,0.0,b,Kl. 1  in B,4,Cl
382.0,96,2.0,0.5,b,Fgt. 1,6,Bsn
384.0,97,1.0,0.0,b,Fl. 1,0,Fl
392.0,99,1.0,0.0,b,Fgt. 1,6,Bsn
400.0,101,1.0,0.0,c,Ob. 1,2,Ob
402.0,101,2.0,0.5,c,Fl. 1,0,Fl
404.0,102,1.0,0.0,c,Vla.,21,Str
408.0,103,1.0,0.0,c,Vc.,22,Vc
412.0,104,1.0,0.0,c,Ob. 1,2,Ob
416.0,105,1.0,0.0,c,Fl. 1,0,Fl
424.0,107,1.0,0.0,b,Vln. I,19,Vln
440.0,111,1.0,0.0,b,Vln. I,19,Vln
456.0,115,1.0,0.0,b,Vln. I,19,Vln
