qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,x,Hn 1,6,Hn
4.0,2,1.0,0.0,x,Vc 2,20,Vc
8.0,3,1.0,0.0,a,Vc 1,19,Vc
16.0,5,1.0,0.0,a,Vla 2,18,Vla
24.0,7,1.0,0.0,a,Vla 1,17,Vla
44.0,12,1.0,0.0,a,Vla 1,17,Vla
56.0,15,1.0,0.0,a,S,13,Ch
64.0,17,1.0,0.0,a,Vla 1,17,Vla
72.0,19,1.0,0.0,a,S,13,Ch
105.0,27,2.0,0.25,a,Fl 1,0,Fl
112.0,29,1.0,0.0,a,S,13,Ch
116.0,30,1.0,0.0,a,Vla 1,17,Vla
120.0,31,-119.0,0.0,a,S,13,Ch
124.0,32,1.0,0.0,a,Vla 1,17,Vla
128.0,33,1.0,0.0,a,S,13,Ch
134.0,34,3.0,0.5,a,Vla 1,17,Vla
136.0,35,1.0,0.0,a,S,13,Ch
145.0,37,2.0,0.25,b,Ob 1,2,Ob
153.0,39,2.0,0.25,b,S,13,Ch
169.0,43,2.0,0.25,b,S,13,Ch
177.0,45,2.0,0.25,b,Fl 1,0,Fl
184.0,47,1.0,0.0,b,T,15,Ch
191.0,48,4.0,0.75,b,A,14,Ch
200.0,51,1.0,0.0,b,S,13,Ch
216.0,55,1.0,0.0,c,T,15,Ch
220.0,56,1.0,0.0,c,B,16,Ch
226.0,57,3.0,0.5,c,S,13,Ch
240.0,61,1.0,0.0,c,S,13,Ch
256.0,65,1.0,0.0,x,Hn 1,6,Hn
260.0,66,1.0,0.0,x,Vc 2,20,Vc
261.0,66,2.0,0.25,a,B,16,Ch
263.0,66,4.0,0.75,a,T,15,Ch
271.0,68,4.0,0.75,a,A,14,Ch
279.0,70,4.0,0.75,a,S,13,Ch
303.0,76,4.0,0.75,a,Vla 1,17,Vla
311.0,78,4.0,0.75,b,T,15,Ch
319.0,80,4.0,0.75,b,T,15,Ch
325.0,82,2.0,0.25,b,A,14,Ch
331.0,83,4.0,0.75,b,S,13,Ch
348.0,88,1.0,0.0,c,T,15,Ch
351.5,88,4.5,0.875,c,B,16,Ch
358.0,90,3.0,0.5,c,S,13,Ch
369.0,93,2.0,0.25,c,S,13,Ch
380.0,96,1.0,0.0,x,Bsn 2,5,Bsn
384.0,97,1.0,0.0,x,Vc 2,20,Vc
388.0,98,1.0,0.0,a,Vla 1,17,Vla
396.0,100,1.0,0.0,a,S,13,Ch
404.0,102,1.0,0.0,a,Vla 1,17,Vla
412.0,104,1.0,0.0,a,S,13,Ch
420.0,106,1.0,0.0,a,A,14,Ch
432.0,109,1.0,0.0,a,T,15,Ch
440.0,111,1.0,0.0,a,S,13,Ch
457.0,115,2.0,0.25,a,S,13,Ch
476.0,120,1.0,0.0,a,S,13,Ch
484.0,122,1.0,0.0,a,S,13,Ch
492.0,124,1.0,0.0,a,S,13,Ch
505.0,127,2.0,0.25,b,Ob 1,2,Ob
513.0,129,2.0,0.25,b,S,13,Ch
529.0,133,2.0,0.25,b,S,13,Ch
537.0,135,2.0,0.25,b,Hn 1,6,Hn
541.0,136,2.0,0.25,b,Fl 1,0,Fl
545.0,137,2.0,0.25,b,Vla 1,17,Vla
549.0,138,2.0,0.25,b,Ob 1,2,Ob
551.0,138,4.0,0.75,b,Fl 2,1,Fl
553.0,139,2.0,0.25,b,Fl 1,0,Fl
557.0,140,2.0,0.25,b,S,13,Ch
572.0,144,1.0,0.0,a,Ob 1,2,Ob
575.0,144,4.0,0.75,b,T,15,Ch
580.0,146,1.0,0.0,a,Fl 1,0,Fl
583.0,146,4.0,0.75,b,S,13,Ch
603.0,151,4.0,0.75,b,S,13,Ch
613.0,154,2.0,0.25,b,S,13,Ch
617.0,155,2.0,0.25,b,Fl 1,0,Fl
