score_qstamp,qstamp,measure,beat,736441_tstamp,729167_tstamp,711707_tstamp,723421_tstamp,RNS_tstamp,measure_fraction,label,part,part_num,instrument
1058.125,1446.125,274,4.0,493.9071,451.3671,482.3471,492.0871,609.0542,0.75,f,Fl 1,0,Fl
1059.125,1447.125,275,1.0,494.2071,451.6813,482.6271,492.4084,609.4271,0.0,f,Vln 1,13,Vln
1060.125,1448.125,275,2.0,494.5871,452.0071,483.0271,492.7871,609.7471,0.25,f,Fl 1,0,Fl
1061.125,1449.125,275,3.0,494.9142,452.3071,483.3271,493.0871,610.0671,0.5,f,Vln 1,13,Vln
1062.125,1450.125,275,4.0,495.2742,452.6271,483.7871,493.4871,610.4271,0.75,f,Fl 1,0,Fl
1063.125,1451.125,276,1.0,495.5871,452.9271,484.0871,493.8013,610.7626,0.0,f,Vln 1,13,Vln
1064.875,1452.875,276,2.75,496.4121,453.5521,484.9363,494.4921,611.3721,0.4375,f,Fl 1,0,Fl
1067.125,1455.125,277,1.0,497.1671,454.2471,485.7271,495.3013,612.2071,0.0,f,Vln 1,13,Vln
1068.875,1456.875,277,2.75,497.8921,454.8121,486.4642,495.8721,612.9121,0.4375,f,Fl 1,0,Fl
1074.125,1462.125,278,4.0,499.7071,456.5271,488.3071,498.3871,614.6671,0.75,d,Vln 1,13,Vln
1094.125,1482.125,283,4.0,506.4742,462.4671,495.2742,504.6271,621.0071,0.75,d,Fl 1,0,Fl
1103.125,1491.125,286,1.0,509.8471,465.2671,498.5671,507.8071,623.9671,0.0,d,Fl 2,1,Fl
1107.125,1495.125,287,1.0,511.2871,466.4671,500.0084,509.2342,625.3071,0.0,d,Fl 1,0,Fl
1114.125,1502.125,288,4.0,513.8271,468.6271,502.4671,511.7071,627.6871,0.75,d,Vln 2,14,Vln
1119.125,1507.125,290,1.0,515.5471,470.1071,504.1471,513.4071,629.2871,0.0,d,Vln 1,13,Vln
1127.125,1515.125,292,1.0,518.4071,472.6071,506.9671,516.2071,631.9071,0.0,d,Vln 2,14,Vln
1135.125,1523.125,294,1.0,521.2471,474.9071,509.6871,518.9955,634.4071,0.0,d,Fl 1,0,Fl
1143.125,1531.125,296,1.0,524.0071,477.3871,512.4871,521.7071,637.0071,0.0,e,Fl 1,0,Fl
1159.125,1547.125,300,1.0,529.5671,482.1871,517.9871,527.3471,642.3436,0.0,e,Fl 1,0,Fl
1167.125,1555.125,302,1.0,532.2871,484.5871,520.6871,530.0871,644.9271,0.0,e,Fl 1,0,Fl
1183.125,1571.125,306,1.0,537.9071,489.4871,526.0871,535.5471,650.1671,0.0,e,Fl 1,0,Fl
1191.125,1579.125,308,1.0,540.7542,492.1271,529.2871,538.4071,652.8271,0.0,d,Ob 1,2,Ob
1200.125,1588.125,310,2.0,543.8271,494.8271,532.3542,541.4142,655.5871,0.25,d,Ob 1,2,Ob
1208.125,1596.125,312,2.0,546.6342,497.3471,535.2271,544.1871,658.3271,0.25,d,Bsn 1,6,Bsn
1215.125,1603.125,314,1.0,548.9871,499.5271,537.5413,546.6071,660.5871,0.0,d,Vln 2,14,Vln
1218.125,1606.125,314,4.0,550.0071,500.4271,538.5471,547.5871,661.6871,0.75,d,Vln 1,13,Vln
1223.125,1611.125,316,1.0,551.6671,501.9471,540.2271,549.3071,663.2671,0.0,d,Vln 2,14,Vln
1226.125,1614.125,316,4.0,552.6942,502.7871,541.3271,550.4071,664.2271,0.75,d,Vln 1,13,Vln
1239.125,1627.125,320,1.0,557.0471,506.7271,545.6671,554.6342,668.4471,0.0,d,Vln 2,14,Vln
1247.125,1635.125,322,1.0,559.8071,509.1671,548.4671,557.4871,671.0871,0.0,d,Fl 1,0,Fl
1250.125,1638.125,322,4.0,560.8871,510.3871,549.7271,558.5671,672.1942,0.75,d,Vln 2,14,Vln
1255.125,1643.125,324,1.0,562.5071,511.6071,551.2471,560.2871,673.7471,0.0,d,Fl 1,0,Fl
1266.125,1654.125,326,4.0,566.4671,514.9471,555.0471,564.1071,677.2471,0.75,d,Ob 1,2,Ob
1271.125,1659.125,328,1.0,568.2471,516.4471,556.8471,565.9471,678.9671,0.0,d,Ob 1,2,Ob
1281.125,1669.125,330,3.0,571.7368,519.4271,560.3471,569.3471,682.2613,0.5,d,Fl 1,0,Fl
1319.125,1707.125,340,1.0,584.9871,530.8871,573.6342,582.0071,694.6671,0.0,d,Fl 1,0,Fl
1335.125,1723.125,344,1.0,590.7471,535.6871,579.2671,587.3071,699.8342,0.0,d,Vln 1,13,Vln
1343.125,1731.125,346,1.0,593.4271,538.0271,581.9871,589.9671,702.3271,0.0,d,Ob 1,2,Ob
1375.125,1763.125,354,1.0,604.0071,547.3471,592.7871,600.6871,712.3871,0.0,d,Vln 1,13,Vln
1378.125,1766.125,354,4.0,604.9284,548.2471,593.8271,601.6271,713.3271,0.75,d,Ob 1,2,Ob
1392.875,1780.875,358,2.75,609.9042,552.5121,599.0121,606.3921,718.0121,0.4375,d,Ob 2,3,Ob
1394.875,1782.875,358,4.75,610.6521,553.1321,599.7321,607.0521,718.6921,0.9375,d,Vln 2,14,Vln
1396.875,1784.875,359,2.75,611.2921,553.7721,600.6321,607.7321,719.3321,0.4375,d,Ob 2,3,Ob
1398.875,1786.875,359,4.75,612.0321,554.3121,601.2321,608.3521,719.9321,0.9375,d,Vln 2,14,Vln
1400.875,1788.875,360,2.75,612.7121,554.8521,602.1442,609.0321,720.6521,0.4375,d,Ob 2,3,Ob
1402.875,1790.875,360,4.75,613.3521,555.4521,602.8121,609.8121,721.2121,0.9375,d,Vln 2,14,Vln
1404.875,1792.875,361,2.75,614.1521,556.0921,603.5921,610.4121,721.8721,0.4375,d,Ob 2,3,Ob
1406.875,1794.875,361,4.75,614.8121,556.6921,604.2721,610.9921,722.5121,0.9375,d,Vln 2,14,Vln
1410.875,1798.875,362,4.75,616.2047,557.9521,605.6805,612.2363,723.8321,0.9375,d,Ob 2,3,Ob
