qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Vln. I,2,Vln
1.0,1,2.0,0.25,a,Vln. II,3,Vln
3.0,1,4.0,0.75,a,Vln. II,3,Vln
4.0,2,1.0,0.0,a,Vln. I,2,Vln
6.5,2,3.5,0.625,b,Vln. I,2,Vln
8.5,3,1.5,0.125,b,Vln. I,2,Vln
10.5,3,3.5,0.625,b,Vln. II,3,Vln
16.0,5,1.0,0.0,a,Vln. II,3,Vln
22.5,6,3.5,0.625,b,Vln. II,3,Vln
24.5,7,1.5,0.125,b,Vln. I,2,Vln
32.0,9,1.0,0.0,a,S,5,S
33.0,9,2.0,0.25,a,A,6,A
34.0,9,3.0,0.5,a,S,5,S
35.0,9,4.0,0.75,a,A,6,A
36.0,10,1.0,0.0,a,S,5,S
38.5,10,3.5,0.625,a,S,5,S
40.5,11,1.5,0.125,a,A,6,A
42.5,11,3.5,0.625,a,S,5,S
44.5,12,1.5,0.125,a,A,6,A
46.5,12,3.5,0.625,a,S,5,S
52.0,14,1.0,0.0,a,Vln. I,2,Vln
58.5,15,3.5,0.625,b,Vln. I,2,Vln
60.5,16,1.5,0.125,b,S,5,S
64.25,17,1.25,0.0625,b,Vln. I,2,Vln
68.25,18,1.25,0.0625,b,Vln. II,3,Vln
72.25,19,1.25,0.0625,b,Vln. I,2,Vln
74.25,19,3.25,0.5625,b,Vln. II,3,Vln
76.25,20,1.25,0.0625,b,Vln. I,2,Vln
78.25,20,3.25,0.5625,b,Vln. II,3,Vln
80.0,21,1.0,0.0,a,S,5,S
84.0,22,1.0,0.0,a,S,5,S
86.5,22,3.5,0.625,a,S,5,S
91.0,23,4.0,0.75,a,S,5,S
92.0,24,1.0,0.0,a,A,6,A
95.0,24,4.0,0.75,a,S,5,S
96.0,25,1.0,0.0,a,A,6,A
97.0,25,2.0,0.25,a,S,5,S
98.25,25,3.25,0.5625,b,Vln. II,3,Vln
100.25,26,1.25,0.0625,b,Vln. I,2,Vln
102.25,26,3.25,0.5625,b,Vla.,4,Vla
104.0,27,1.0,0.0,a,S,5,S
108.0,28,1.0,0.0,a,Vln. I,2,Vln
116.0,30,1.0,0.0,a,Vln. II,3,Vln
122.5,31,3.5,0.625,b,Vln. II,3,Vln
124.5,32,1.5,0.125,b,Vln. II,3,Vln
126.5,32,3.5,0.625,b,Vln. I,2,Vln
132.0,34,1.0,0.0,a,S,5,S
133.0,34,2.0,0.25,a,A,6,A
134.0,34,3.0,0.5,a,S,5,S
135.0,34,4.0,0.75,a,A,6,A
136.0,35,1.0,0.0,a,S,5,S
137.0,35,2.0,0.25,a,A,6,A
140.0,36,1.0,0.0,a,S,5,S
147.0,37,4.0,0.75,a,S,5,S
149.0,38,2.0,0.25,a,A,6,A
157.0,40,2.0,0.25,a,S,5,S
164.0,42,1.0,0.0,a,Vln. I,2,Vln
172.0,44,1.0,0.0,a,Vln. II,3,Vln
178.5,45,3.5,0.625,b,Vln. II,3,Vln
182.5,46,3.5,0.625,b,Vln. I,2,Vln
188.0,48,1.0,0.0,a,A,6,A
189.0,48,2.0,0.25,a,S,5,S
190.0,48,3.0,0.5,a,A,6,A
191.0,48,4.0,0.75,a,S,5,S
192.0,49,1.0,0.0,a,A,6,A
193.0,49,2.0,0.25,a,S,5,S
196.5,50,1.5,0.125,a,A,6,A
197.5,50,2.5,0.375,a,S,5,S
198.0,50,3.0,0.5,a,A,6,A
199.0,50,4.0,0.75,a,S,5,S
200.0,51,1.0,0.0,a,A,6,A
208.5,53,1.5,0.125,a,S,5,S
215.0,54,4.0,0.75,a,A,6,A
217.0,55,2.0,0.25,a,S,5,S
220.0,56,1.0,0.0,a,Vln. I,2,Vln
221.0,56,2.0,0.25,a,S,5,S
222.0,56,3.0,0.5,a,Vln. I,2,Vln
223.0,56,4.0,0.75,a,S,5,S
224.0,57,1.0,0.0,a,Vln. I,2,Vln
225.0,57,2.0,0.25,a,S,5,S
226.0,57,3.0,0.5,a,Vln. I,2,Vln
231.0,58,4.0,0.75,a,S,5,S
233.0,59,2.0,0.25,a,Vln. I,2,Vln
238.5,60,3.5,0.625,a,S,5,S
248.0,63,1.0,0.0,a,Vln. I,2,Vln
249.0,63,2.0,0.25,a,Vln. II,3,Vln
250.0,63,3.0,0.5,a,Vln. I,2,Vln
251.0,63,4.0,0.75,a,Vln. II,3,Vln
252.0,64,1.0,0.0,a,Vln. I,2,Vln
254.5,64,3.5,0.625,b,Vln. I,2,Vln
256.5,65,1.5,0.125,b,Vln. II,3,Vln
258.5,65,3.5,0.625,b,Vln. I,2,Vln
260.5,66,1.5,0.125,a,A,6,A
262.5,66,3.5,0.625,a,S,5,S
264.75,67,1.75,0.1875,a,A,6,A
266.75,67,3.75,0.6875,a,S,5,S
272.5,69,1.5,0.125,a,A,6,A
274.5,69,3.5,0.625,a,S,5,S
284.5,72,1.5,0.125,a,A,6,A
290.5,73,3.5,0.625,a,Vln. I,2,Vln
292.0,74,1.0,0.0,a,S,5,S
293.0,74,2.0,0.25,a,A,6,A
303.0,76,4.0,0.75,a,Vln. II,3,Vln
