qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
2107.0,2122.0,Main Part,U(Main),,,,,P8(Bassoon 2)&U(F Horn 4)&U(Timpani)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&U(Contrabass),,,,U(Bassoon 1)&P8(Bassoon 2)&U(Timpani)&U(Violoncello)&P8(Contrabass),,,P2(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba),P2(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba),P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Tuba),P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone),U(Bassoon 1)&P8(Bassoon 2)&U(F Horn 4)&U(Violoncello)&P8(Contrabass),U(Violin 2),U(Violin 1),,U(Bassoon 1)&P8(Bassoon 2)&U(F Horn 4)&U(Timpani)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)
2122.0,2124.0,U(Flute 2)&P4(Bassoon 1)&P4(Bassoon 2),U(Flute 1)&P4(Bassoon 1)&P4(Bassoon 2),P8(Main),Main Part,P4(A Clarinet 2),P4(A Clarinet 1),P4(Flute 1)&P4(Flute 2)&P8(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P8(Bassoon 1),P4(F Horn 3)&P4(F Horn 4)&P4(Timpani),,P4(F Horn 1),P4(F Horn 1),P8(F Trumpet 2),P8(F Trumpet 1),P2(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba)&P5(Violoncello)&P5(Contrabass),P2(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba)&P4(Violoncello)&P4(Contrabass),P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Tuba)&U(Violoncello)&P8(Contrabass),P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P8(Violoncello)&U(Contrabass),P4(F Horn 1),P8(Violin 2),P8(Violin 1),,P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&U(Bass Trombone)&P8(Tuba)&P8(Contrabass),P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&U(Tuba)&P8(Violoncello)
2124.0,2126.0,,,P8(Oboe 2),P8(Oboe 1),P4(A Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P2(Tenor Trombone 1)&P8(Tenor Trombone 2)&P4(Bass Trombone)&P4(Tuba)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&P4(F Horn 1)&P4(F Horn 2)&P8(F Horn 3)&P7(F Horn 4)&P3(Tenor Trombone 1)&P4(Tenor Trombone 2)&P7(Bass Trombone)&P7(Tuba)&P7(Timpani)&P7(Violoncello)&P7(Contrabass),,,P8(A Clarinet 1)&P4(A Clarinet 2)&U(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P2(Tenor Trombone 1)&P8(Tenor Trombone 2)&P4(Bass Trombone)&P4(Tuba)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P8(A Clarinet 1)&P4(A Clarinet 2)&U(F Horn 1)&P4(F Horn 3)&P4(F Horn 4)&P2(Tenor Trombone 1)&P8(Tenor Trombone 2)&P4(Bass Trombone)&P4(Tuba)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&P8(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 4)&P3(Tenor Trombone 1)&P4(Tenor Trombone 2)&P7(Bass Trombone)&P7(Tuba)&P7(Timpani)&P7(Violoncello)&P7(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2),Main Part,U(Main),P2(A Clarinet 1)&P3(A Clarinet 2)&P2(F Horn 1)&P2(F Horn 2)&P3(F Horn 3)&P5(F Horn 4)&P2(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba)&P5(Timpani)&P5(Violoncello)&P5(Contrabass),P8(A Clarinet 1)&P4(A Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P2(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Tuba)&U(Timpani)&U(Violoncello)&P8(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P8(Timpani)&P8(Violoncello)&U(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&U(Bass Trombone)&P8(Tuba)&U(Violoncello)&P8(Contrabass),P8(Violin 2),P8(Violin 1),,P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&U(Bass Trombone)&P8(Tuba)&U(Timpani)&P8(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&U(Tuba)&P8(Timpani)&P8(Violoncello)
2126.0,2128.0,,,P8(Main),Main Part,P4(A Clarinet 2)&P2(Tenor Trombone 1)&P8(Tenor Trombone 2)&P4(Bass Trombone)&P4(Tuba)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&P3(Tenor Trombone 1)&P4(Tenor Trombone 2)&P7(Bass Trombone)&P7(Tuba)&P7(Violoncello)&P7(Contrabass),,,U(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P4(Timpani),U(F Horn 1)&P4(F Horn 3)&P4(F Horn 4)&P4(Timpani),P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 4)&P7(Timpani),P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3),U(F Trumpet 2)&P8(Violin 1)&U(Violin 2),U(F Trumpet 1)&P8(Violin 1)&U(Violin 2),P2(A Clarinet 1)&P3(A Clarinet 2)&P2(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba)&P5(Violoncello)&P5(Contrabass),P8(A Clarinet 1)&P4(A Clarinet 2)&P2(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Tuba)&U(Violoncello)&P8(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P8(Violoncello)&U(Contrabass),P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Violin 2),U(F Trumpet 1)&U(F Trumpet 2)&P8(Violin 1),,P4(A Clarinet 1)&P7(A Clarinet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&U(Bass Trombone)&P8(Tuba)&P8(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P5(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&U(Tuba)&P8(Violoncello)
2128.0,2130.0,U(Flute 2)&P4(Bassoon 1)&P4(Bassoon 2),U(Flute 1)&P4(Bassoon 1)&P4(Bassoon 2),U(Oboe 2),U(Oboe 1),P4(A Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P2(Tenor Trombone 1)&P4(Tuba)&P4(Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&P4(F Horn 1)&P4(F Horn 2)&P8(F Horn 3)&P7(F Horn 4)&P3(Tenor Trombone 1)&P7(Tuba)&P7(Timpani)&P8(Violin 1)&U(Violin 2)&P7(Violoncello)&P7(Contrabass),P4(Flute 1)&P4(Flute 2)&P8(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P8(Bassoon 1),P8(A Clarinet 1)&P4(A Clarinet 2)&U(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P2(Tenor Trombone 1)&P4(Tuba)&P4(Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(A Clarinet 1)&P4(A Clarinet 2)&U(F Horn 1)&P4(F Horn 3)&P4(F Horn 4)&P2(Tenor Trombone 1)&P4(Tuba)&P4(Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&P8(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 4)&P3(Tenor Trombone 1)&P7(Tuba)&P7(Timpani)&P8(Violin 1)&P8(Violin 2)&P7(Violoncello)&P7(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P7(Violin 1)&P7(Violin 2),Main Part,U(Main),P2(A Clarinet 1)&P3(A Clarinet 2)&P2(F Horn 1)&P2(F Horn 2)&P3(F Horn 3)&P5(F Horn 4)&P5(Tuba)&P5(Timpani)&P3(Violin 1)&P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P4(Bass Trombone),P4(Tenor Trombone 2),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P8(Timpani)&P7(Violin 1)&P7(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P8(Tuba)&P7(Violin 1)&P7(Violin 2)&U(Violoncello)&P8(Contrabass),P4(A Clarinet 1)&P8(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P8(F Horn 3)&P7(F Horn 4)&P3(Tenor Trombone 1)&P7(Tuba)&P7(Timpani)&P8(Violin 2)&P7(Violoncello)&P7(Contrabass),P4(A Clarinet 1)&U(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P8(F Horn 3)&P7(F Horn 4)&P3(Tenor Trombone 1)&P7(Tuba)&P7(Timpani)&P8(Violin 1)&P7(Violoncello)&P7(Contrabass),,P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P8(Tuba)&U(Timpani)&P7(Violin 1)&P7(Violin 2)&P8(Contrabass),P4(A Clarinet 1)&P7(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P5(Tenor Trombone 1)&P8(Tuba)&P8(Timpani)&P7(Violin 1)&P7(Violin 2)&P8(Violoncello)
2130.0,2146.0,Main Part,,P8(F Horn 2),,,,P8(Bassoon 2),P8(Bassoon 1),,P8(Oboe 1),,,,,,,,,,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
2146.0,2154.0,Main Part,P3(Oboe 1)&P8(Oboe 2)&P8(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 2)&P3(Tenor Trombone 1)&P8(Tenor Trombone 2),P3(Flute 2)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 2)&P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Flute 2)&P3(Oboe 1)&P8(F Horn 3)&P5(F Horn 4)&U(F Trumpet 2)&P3(Tenor Trombone 1)&P8(Tenor Trombone 2),,P8(Main)&P8(F Horn 2)&U(F Trumpet 1)&P3(Tuba),P3(Oboe 1)&P8(Bassoon 2)&P3(Tenor Trombone 1)&U(Timpani)&U(Violoncello)&P8(Contrabass),P3(Oboe 1)&P8(Bassoon 1)&P3(Tenor Trombone 1)&P8(Timpani)&P8(Violoncello)&U(Contrabass),,P8(Main)&P8(A Clarinet 2)&P8(F Trumpet 1)&P3(Tuba),P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P5(F Horn 4)&P8(F Trumpet 2)&P3(Tenor Trombone 1)&U(Tenor Trombone 2),P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(F Horn 3)&P5(F Trumpet 2)&P3(Tenor Trombone 1)&P5(Tenor Trombone 2),P8(Main)&U(A Clarinet 2)&P8(F Horn 2)&P3(Tuba),P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P8(F Horn 3)&P5(F Horn 4)&P3(Tenor Trombone 1)&P8(Tenor Trombone 2),P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 2)&P3(Tenor Trombone 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&U(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 2)&P3(Tenor Trombone 1),,P3(Main)&P3(A Clarinet 2)&P3(F Horn 2)&P3(F Trumpet 1),P3(Oboe 1)&U(Bassoon 1)&P8(Bassoon 2)&P3(Tenor Trombone 1)&U(Violoncello)&P8(Contrabass),P8(Violin 2),P8(Violin 1),,P3(Oboe 1)&U(Bassoon 1)&P8(Bassoon 2)&P3(Tenor Trombone 1)&U(Timpani)&P8(Contrabass),P3(Oboe 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(Tenor Trombone 1)&P8(Timpani)&P8(Violoncello)
2154.0,2158.0,U(Flute 2)&P8(A Clarinet 2)&P5(F Horn 1)&P5(F Horn 4),U(Flute 1)&P8(A Clarinet 2)&P5(F Horn 1)&P5(F Horn 4),U(A Clarinet 1)&P8(Tenor Trombone 1),P8(F Horn 2)&P8(F Horn 3)&P8(Timpani)&P8(Violin 1)&U(Violin 2),U(Oboe 1)&P8(Tenor Trombone 1),P8(Flute 1)&P8(Flute 2)&P5(F Horn 1)&P5(F Horn 4),Main Part,P8(Main)&P8(Violoncello)&U(Contrabass),P5(Flute 1)&P5(Flute 2)&P5(A Clarinet 2)&P8(F Horn 4),P8(Oboe 2)&P8(F Horn 3)&P8(Timpani)&P8(Violin 1)&P8(Violin 2),P8(Oboe 2)&P8(F Horn 2)&P8(Timpani)&P8(Violin 1)&P8(Violin 2),P5(Flute 1)&P5(Flute 2)&P5(A Clarinet 2)&P8(F Horn 1),U(F Trumpet 2),U(F Trumpet 1),P8(Oboe 1)&P8(A Clarinet 1),,P8(Tuba),P8(Bass Trombone),P8(Oboe 2)&P8(F Horn 2)&P8(F Horn 3)&P8(Violin 1)&P8(Violin 2),P8(Oboe 2)&P8(F Horn 2)&P8(F Horn 3)&P8(Timpani)&P8(Violin 2),U(Oboe 2)&P8(F Horn 2)&P8(F Horn 3)&P8(Timpani)&P8(Violin 1),,U(Main)&P8(Bassoon 2)&P8(Contrabass),P8(Main)&U(Bassoon 2)&P8(Violoncello)
2158.0,2162.0,U(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1)&P8(Tenor Trombone 1),U(Flute 1)&P8(Oboe 1)&P8(A Clarinet 1)&P8(Tenor Trombone 1),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 1)&P8(Tenor Trombone 1),P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Bass Trombone)&P8(Tuba),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(Tenor Trombone 1),,P8(Bassoon 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&P8(Violoncello)&U(Contrabass),P8(Oboe 2)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Bass Trombone)&P8(Tuba),P8(Oboe 2)&U(F Horn 1)&P8(F Horn 3)&P8(F Horn 4)&P8(Bass Trombone)&P8(Tuba),P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 4)&U(Bass Trombone)&P8(Tuba),P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&U(Bass Trombone)&P8(Tuba),,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1),,P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&U(F Horn 4)&P8(Tuba),P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(Bass Trombone),,Main Part,P8(Main),U(Bassoon 1)&P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&U(Viola)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Violoncello)
2162.0,2166.0,U(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1)&P8(Tenor Trombone 1),U(Flute 1)&P8(Oboe 1)&P8(A Clarinet 1)&P8(Tenor Trombone 1),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 1)&P8(Tenor Trombone 1),U(A Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P3(Tenor Trombone 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(Tenor Trombone 1),U(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&P3(Tenor Trombone 2),Main Part,P8(Main)&P3(Tenor Trombone 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),P8(Oboe 2)&P8(A Clarinet 2)&U(F Horn 2)&P3(Tenor Trombone 2),P8(Oboe 2)&P8(A Clarinet 2)&U(F Horn 1)&P3(Tenor Trombone 2),U(F Horn 4),U(F Horn 3),,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1),P3(Oboe 2)&P3(A Clarinet 2)&P3(Main)&P3(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Tuba),P8(Bass Trombone),P8(Violin 1)&P8(Violin 2),P8(Timpani)&P8(Violin 2),P8(Timpani)&P8(Violin 1),U(Main)&P8(Bassoon 2)&P3(Tenor Trombone 2)&U(Violoncello)&P8(Contrabass),U(Main)&P8(Bassoon 2)&P3(Tenor Trombone 2)&U(Viola)&P8(Contrabass),P8(Main)&U(Bassoon 2)&P3(Tenor Trombone 2)&P8(Viola)&P8(Violoncello)
2166.0,2170.0,U(Flute 2)&P8(Oboe 1)&P4(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P6(Tenor Trombone 2)&P4(Bass Trombone)&P4(Tuba),U(Flute 1)&P8(Oboe 1)&P4(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P6(Tenor Trombone 2)&P4(Bass Trombone)&P4(Tuba),P8(Flute 1)&P8(Flute 2)&P4(A Clarinet 2)&P4(F Horn 1)&P4(F Horn 2)&P6(Tenor Trombone 2)&P4(Bass Trombone)&P4(Tuba),,P4(F Horn 3)&P8(Tenor Trombone 1),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P8(F Horn 1)&P8(F Horn 2)&P3(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba),P8(Bassoon 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&P8(Violoncello)&U(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P8(A Clarinet 2)&U(F Horn 2)&P3(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P8(A Clarinet 2)&U(F Horn 1)&P3(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba),P4(A Clarinet 1)&P4(Tenor Trombone 1),,,,P8(A Clarinet 1)&P4(F Horn 3),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P3(A Clarinet 2)&P3(F Horn 1)&P3(F Horn 2)&P3(Bass Trombone)&P3(Tuba),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P8(A Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P3(Tenor Trombone 2)&P8(Tuba),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P8(A Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P3(Tenor Trombone 2)&P8(Bass Trombone),,Main Part,P8(Main),U(Bassoon 1)&P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&U(Viola)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Violoncello)
