qstamp,tstamp,measure,beat,Violin 1,Violin 2,Violin 3,Viola 1,Viola 2,Viola 3,Violoncello 1,Violoncello 2,Violoncello 3,Violone,Harpsichord
0.0,0.0,1,1.0,A4,E4,E4,A4,C4,E3,C3,C3,C3,C2,C3
2.0,3.0,1,3.0,B4,F#4,E-4,E-4,F#3,B3,B2,B2,B2,B1,B2
