qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (alto) Horn 1,Bb (alto) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1440.0000000000005,621.1818,220,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,A2,r
1441.0000000000005,621.5568,220,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1442.0000000000005,621.9318,220,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1443.0000000000005,622.3068,220,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1443.2500000000005,622.4006,220,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1443.5000000000005,622.4943,220,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1443.7500000000005,622.5881,220,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1444.0000000000005,622.6818,221,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1445.0000000000005,623.0568,221,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1446.0000000000005,623.4318,221,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1447.0000000000005,623.8068,221,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1447.2500000000005,623.9006,221,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1447.5000000000005,623.9943,221,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1447.7500000000005,624.0881,221,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1448.0000000000005,624.1818,222,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1449.0000000000005,624.5568,222,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1450.0000000000005,624.9318,222,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1451.0000000000005,625.3068,222,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1451.2500000000005,625.4006,222,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1451.5000000000005,625.4943,222,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1451.7500000000005,625.5881,222,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1452.0000000000005,625.6818,223,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1453.0000000000005,626.0568,223,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1454.0000000000005,626.4318,223,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1455.0000000000005,626.8068,223,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1455.2500000000005,626.9006,223,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1455.5000000000005,626.9943,223,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1455.7500000000005,627.0881,223,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1456.0000000000005,627.1818,224,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1457.0000000000005,627.5568,224,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1458.0000000000005,627.9318,224,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1459.0000000000005,628.3068,224,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1459.2500000000005,628.4006,224,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1459.5000000000005,628.4943,224,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1459.7500000000005,628.5881,224,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1460.0000000000005,628.6818,225,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
1461.0000000000005,629.0568,225,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,E3,r
1462.0000000000005,629.4318,225,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,r
1463.0000000000005,629.8068,225,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,E3,r
1463.2500000000005,629.9006,225,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,E3,r
1463.5000000000005,629.9943,225,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E3,r
1463.7500000000005,630.0881,225,2.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,E3,r
1464.0000000000005,630.1818,226,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1465.0000000000005,630.5568,226,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,G3,r
1466.0000000000005,630.9318,226,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,E3,r
1467.0000000000005,631.3068,226,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,G3,r
1467.2500000000005,631.4006,226,2.625,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,G3,r
1467.5000000000005,631.4943,226,2.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,G3,r
1467.7500000000005,631.5881,226,2.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,G3,r
1468.0000000000005,631.6818,227,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1469.0000000000005,632.0568,227,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,G3,r
1470.0000000000005,632.4318,227,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,E3,r
1471.0000000000005,632.8068,227,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,G3,r
1471.2500000000005,632.9006,227,2.625,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,G3,r
1471.5000000000005,632.9943,227,2.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,G3,r
1471.7500000000005,633.0881,227,2.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,G3,r
1472.0000000000005,633.1818,228,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1473.0000000000005,633.5568,228,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,G3,r
1474.0000000000005,633.9318,228,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,E3,r
1475.0000000000005,634.3068,228,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,G3,r
1475.2500000000005,634.4006,228,2.625,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,G3,r
1475.5000000000005,634.4943,228,2.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,G3,r
1475.7500000000005,634.5881,228,2.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,G3,r
1476.0000000000005,634.6818,229,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1477.0000000000005,635.0568,229,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1477.5000000000005,635.2443,229,1.75,E5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1477.7500000000005,635.3381,229,1.875,F#5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1478.0000000000005,635.4318,229,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E3,r
1479.0000000000005,635.8068,229,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1479.5000000000005,635.9943,229,2.75,G5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1479.7500000000005,636.0881,229,2.875,A5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1480.0000000000005,636.1818,230,1.0,B5,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E3,r
1481.0000000000005,636.5568,230,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1481.5000000000005,636.7443,230,1.75,B5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1481.7500000000005,636.8381,230,1.875,C#6,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
1482.0000000000005,636.9318,230,2.0,D6,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E3,r
1483.0000000000005,637.3068,230,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,F#4,F#3,F#3,F#2
1483.5000000000005,637.4943,230,2.75,D6,r,r,r,r,r,r,r,r,r,r,r,G4,F#4,F#3,F#3,F#2
1483.7500000000005,637.5881,230,2.875,E6,r,r,r,r,r,r,r,r,r,r,r,G4,F#4,F#3,F#3,F#2
1484.0000000000005,637.6818,231,1.0,F#6,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
1484.5000000000005,637.8693,231,1.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,D2
1485.0000000000005,638.0568,231,1.5,D6,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1485.5000000000005,638.2443,231,1.75,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1486.0000000000005,638.4318,231,2.0,A5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1486.5000000000005,638.6193,231,2.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1487.0000000000005,638.8068,231,2.5,D6,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1487.5000000000005,638.9943,231,2.75,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1488.0000000000005,639.1818,232,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1489.0000000000005,639.5568,232,1.5,A5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1490.0000000000005,639.9318,232,2.0,D5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1491.0000000000005,640.3068,232,2.5,F#5,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,D4,D4,r
1492.0000000000005,640.6818,233,1.0,B4,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D4,r
1493.0000000000005,641.0568,233,1.5,G5,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D4,r
1494.0000000000005,641.4318,233,2.0,E5,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D4,r
1495.0000000000005,641.8068,233,2.5,D5,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D4,r
1496.0000000000005,642.1818,234,1.0,C#5,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,D4,r
1497.0000000000005,642.5568,234,1.5,A5,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,D4,r
1498.0000000000005,642.9318,234,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,D4,r
1499.0000000000005,643.3068,234,2.5,E5,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,D4,r
1500.0000000000005,643.6818,235,1.0,D5,r,r,r,r,F#4,r,r,r,r,r,r,D5,A4,D4,D4,D2
1501.0000000000005,644.0568,235,1.5,r,r,r,r,r,D4,r,r,r,r,r,r,D5,r,r,D4,r
1502.0000000000005,644.4318,235,2.0,r,r,r,r,r,A3,r,r,r,r,r,r,D5,r,r,D4,r
1503.0000000000005,644.8068,235,2.5,r,r,r,r,r,D4,r,r,r,r,r,r,D5,r,r,D4,r
1504.0000000000005,645.1818,236,1.0,r,r,r,r,r,F#3,r,r,r,r,r,r,D5,F#4,D4,D4,F#2
1505.0000000000005,645.5568,236,1.5,r,r,r,r,r,A3,r,r,r,r,r,r,D5,r,r,D4,r
1506.0000000000005,645.9318,236,2.0,r,r,r,r,r,D3,r,r,r,r,r,r,E5,r,r,E4,r
1507.0000000000005,646.3068,236,2.5,r,r,r,r,r,F#3,r,r,r,r,r,r,F#5,r,r,F#4,r
1508.0000000000005,646.6818,237,1.0,r,r,r,r,r,B-2,r,r,r,r,r,r,G5,G4,E4,G4,E2
1509.0000000000005,647.0568,237,1.5,r,r,r,r,r,G3,r,r,r,r,r,r,G5,r,r,G4,r
1510.0000000000005,647.4318,237,2.0,r,r,r,r,r,E3,r,r,r,r,r,r,F#5,r,r,F#4,r
1511.0000000000005,647.8068,237,2.5,r,r,r,r,r,D3,r,r,r,r,r,r,G5,r,r,G4,r
1512.0000000000005,648.1818,238,1.0,r,r,r,r,r,C#3,r,r,r,r,r,r,E5,G4,E4,E4,A1
1513.0000000000005,648.5568,238,1.5,r,r,r,r,r,A3,r,r,r,r,r,r,E5,r,r,E4,r
1514.0000000000005,648.9318,238,2.0,r,r,r,r,r,G3,r,r,r,r,r,r,A5,r,r,A4,r
1515.0000000000005,649.3068,238,2.5,r,r,r,r,r,E3,r,r,r,r,r,r,A5,r,r,A4,r
1516.0000000000005,649.6818,239,1.0,r,r,r,r,r,D3,r,r,r,r,r,r,D5,F#4,D4,D4,D2
1517.0000000000005,650.0568,239,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,G4,r
1518.0000000000005,650.4318,239,2.0,G5,r,r,G4,r,G3,r,r,r,r,r,r,D5,r,r,D4,r
1519.0000000000005,650.8068,239,2.5,G5,r,r,G4,r,G3,r,r,r,r,r,r,G5,r,r,G4,r
1520.0000000000005,651.1818,240,1.0,G5,r,r,G4,r,G3,r,r,r,r,r,r,B-4,G4,D4,B-3,B-1
1521.0000000000005,651.5568,240,1.5,G5,r,r,G4,r,G3,r,r,r,r,r,r,D5,r,r,D4,r
1522.0000000000005,651.9318,240,2.0,A5,r,r,A4,r,A3,r,r,r,r,r,r,G4,r,r,G3,r
1523.0000000000005,652.3068,240,2.5,B-5,r,r,B-4,r,B-3,r,r,r,r,r,r,B-4,r,r,B-3,r
1524.0000000000005,652.6818,241,1.0,C6,r,r,C5,r,C4,r,r,r,r,r,r,E-4,G4,E-4,E-3,A1
1525.0000000000005,653.0568,241,1.5,C6,r,r,C5,r,C4,r,r,r,r,r,r,C5,r,r,C4,r
1526.0000000000005,653.4318,241,2.0,B-5,r,r,B-4,r,B-3,r,r,r,r,r,r,A4,r,r,A3,r
1527.0000000000005,653.8068,241,2.5,C6,r,r,C5,r,C4,r,r,r,r,r,r,G4,r,r,G3,r
1528.0000000000005,654.1818,242,1.0,A5,r,r,A4,r,A3,r,r,r,r,r,r,F#4,F#4,D4,F#3,D2
1529.0000000000005,654.5568,242,1.5,A5,r,r,A4,r,A3,r,r,r,r,r,r,D5,r,r,D4,r
1530.0000000000005,654.9318,242,2.0,D6,r,r,D5,r,D4,r,r,r,r,r,r,C5,r,r,C4,r
1531.0000000000005,655.3068,242,2.5,D6,r,r,D5,r,D4,r,r,r,r,r,r,A4,r,r,A3,r
1532.0000000000005,655.6818,243,1.0,G5,r,r,G4,r,G3,r,r,r,r,r,r,G5,G4,D4,G3,G2
1533.0000000000005,656.0568,243,1.5,r,G5,D5,G4,D4,r,r,r,r,r,r,r,G5,G4,r,r,r
1534.0000000000005,656.4318,243,2.0,r,D5,B-4,D4,B-3,r,r,r,r,r,r,r,G5,G4,r,r,r
1535.0000000000005,656.8068,243,2.5,r,G5,D5,G4,D4,r,r,r,r,r,r,r,G5,G4,r,r,r
1536.0000000000005,657.1818,244,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,E-4,G3,G2
1537.0000000000005,657.5568,244,1.5,r,G5,E-5,G4,E-4,r,r,r,r,r,r,r,G5,G4,r,r,r
1538.0000000000005,657.9318,244,2.0,r,E-5,B-4,E-4,B-3,r,r,r,r,r,r,r,G#5,G#4,r,r,r
1539.0000000000005,658.3068,244,2.5,r,G5,E-5,G4,E-4,r,r,r,r,r,r,r,B-5,B-4,r,r,r
1540.0000000000005,658.6818,245,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,E-4,F3,F2
1541.0000000000005,659.0568,245,1.5,r,G#5,E-5,G#4,E-4,r,r,r,r,r,r,r,C6,C5,r,r,r
1542.0000000000005,659.4318,245,2.0,r,E-5,C5,E-4,C4,r,r,r,r,r,r,r,B-5,B-4,r,r,r
1543.0000000000005,659.8068,245,2.5,r,G#5,E-5,G#4,E-4,r,r,r,r,r,r,r,C6,C5,r,r,r
1544.0000000000005,660.1818,246,1.0,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F4,B-2,B-1
1545.0000000000005,660.5568,246,1.5,r,G#5,F5,G#4,F4,r,r,r,r,r,r,r,D6,D5,r,r,r
1546.0000000000005,660.9318,246,2.0,r,F5,B-4,F4,B-3,r,r,r,r,r,r,r,C6,C5,r,r,r
1547.0000000000005,661.3068,246,2.5,r,G#5,F5,G#4,F4,r,r,r,r,r,r,r,D6,D5,r,r,r
1548.0000000000005,661.6818,247,1.0,G6,G5,E-5,E-5,E-5,G4,r,r,r,r,r,r,E-6,E-5,E-4,E-3,E-2
1549.0000000000005,662.0568,247,1.5,E-6,r,r,E-5,E-5,E-4,r,r,r,r,r,r,r,r,r,r,r
1550.0000000000005,662.4318,247,2.0,B-5,r,r,E-5,E-5,B-3,r,r,r,r,r,r,r,r,r,r,r
1551.0000000000005,662.8068,247,2.5,E-6,r,r,E-5,E-5,E-4,r,r,r,r,r,r,r,r,r,r,r
1552.0000000000005,663.1818,248,1.0,G5,r,r,E-5,E-5,G3,r,r,r,r,r,r,E-5,G4,E-4,G3,G2
1553.0000000000005,663.5568,248,1.5,B-5,r,r,E-5,E-5,B-3,r,r,r,r,r,r,r,r,r,r,r
1554.0000000000005,663.9318,248,2.0,E-5,r,r,F5,F5,E-3,r,r,r,r,r,r,r,r,r,r,r
1555.0000000000005,664.3068,248,2.5,G5,r,r,G5,G5,G3,r,r,r,r,r,r,r,r,r,r,r
1556.0000000000005,664.6818,249,1.0,C5,r,r,G#5,G#5,C3,r,r,r,r,r,r,E-5,G#4,E-4,F3,F2
1557.0000000000005,665.0568,249,1.5,G#5,r,r,G#5,G#5,G#3,r,r,r,r,r,r,r,r,r,r,r
1558.0000000000005,665.4318,249,2.0,F5,r,r,G5,G5,F3,r,r,r,r,r,r,r,r,r,r,r
1559.0000000000005,665.8068,249,2.5,E-5,r,r,G#5,G#5,E-3,r,r,r,r,r,r,r,r,r,r,r
1560.0000000000005,666.1818,250,1.0,D5,r,r,F5,F5,D3,r,r,r,r,r,r,D5,G#4,F4,B-2,B-1
1561.0000000000005,666.5568,250,1.5,B-5,r,r,F5,F5,B-3,r,r,r,r,r,r,r,r,r,r,r
1562.0000000000005,666.9318,250,2.0,G#5,r,r,B-5,B-5,G#3,r,r,r,r,r,r,r,r,r,r,r
1563.0000000000005,667.3068,250,2.5,F5,r,r,B-5,B-5,F3,r,r,r,r,r,r,r,r,r,r,r
1564.0000000000005,667.6818,251,1.0,E-5,r,r,G5,E-5,E-3,r,r,r,r,r,r,E-5,E-4,G4,E-3,E-2
1565.0000000000005,668.0568,251,1.5,r,G5,E-5,G5,E-5,r,r,r,r,r,r,r,E-5,E-4,r,r,r
1566.0000000000005,668.4318,251,2.0,r,E-5,B-4,G5,E-5,r,r,r,r,r,r,r,E-5,E-4,r,r,r
1567.0000000000005,668.8068,251,2.5,r,G5,E-5,G5,E-5,G4,E-4,r,r,r,r,r,E-5,E-4,r,r,r
1568.0000000000005,669.1818,252,1.0,E-6,r,r,G5,E-5,E-4,C4,r,r,r,r,r,E-5,E-4,E-4,C3,C2
1569.0000000000005,669.5568,252,1.5,E-6,G5,E-5,G5,E-5,G4,E-4,r,r,r,r,r,E-5,E-4,r,r,r
1570.0000000000005,669.9318,252,2.0,E-6,E-5,B-4,G5,E-5,r,r,r,r,r,r,r,F5,F4,r,r,r
1571.0000000000005,670.3068,252,2.5,E-6,G5,E-5,G5,E-5,E-4,C4,r,r,r,r,r,G5,G4,r,r,r
1572.0000000000005,670.6818,253,1.0,E-6,r,r,F5,E-5,C4,G#3,r,r,r,r,r,G#5,G#4,E-4,G#2,G#1
1573.0000000000005,671.0568,253,1.5,E-6,F5,E-5,F5,E-5,F4,C4,r,r,r,r,r,G#5,G#4,r,r,r
1574.0000000000005,671.4318,253,2.0,E-6,E-5,C5,F5,E-5,r,r,r,r,r,r,r,G5,G4,r,r,r
1575.0000000000005,671.8068,253,2.5,E-6,F5,E-5,F5,E-5,C4,G#3,r,r,r,r,r,G#5,G#4,r,r,r
1576.0000000000005,672.1818,254,1.0,D6,r,r,F5,D5,B-3,F3,r,r,r,r,r,F5,F4,D4,B-2,B-1
1577.0000000000005,672.5568,254,1.5,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,F5,F4,r,r,r
1578.0000000000005,672.9318,254,2.0,D6,D5,B-4,F5,D5,r,r,r,r,r,r,r,B-5,B-4,r,r,r
1579.0000000000005,673.3068,254,2.5,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,r,r,r,r,r
1579.5000000000005,673.4943,254,2.75,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,B-5,B-4,r,r,r
1579.6667000000004,673.5568,254,2.8333,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,C6,C5,r,r,r
1579.8333000000005,673.6193,254,2.9167,D6,F5,D5,F5,D5,D4,B-3,r,r,r,r,r,C6,C5,r,r,r
1580.0000000000005,673.6818,255,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-5,E-4,E-3
1581.0000000000005,674.0568,255,1.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,B-4,B-3,B-2
1582.0000000000005,674.4318,255,2.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G4,G3,G2
1583.0000000000005,674.8068,255,2.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,B-4,B-3,B-2
1584.0000000000005,675.1818,256,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,B-4,B-3,B-2
1585.0000000000005,675.5568,256,1.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G4,G3,G2
1586.0000000000005,675.9318,256,2.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-4,E-3,E-2
1587.0000000000005,676.3068,256,2.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G4,G3,G2
1587.5000000000005,676.4943,256,2.75,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,B-5,G5,G4,G3,G2
1587.6667000000004,676.5568,256,2.8333,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,C6,G5,G4,G3,G2
1587.8333000000005,676.6193,256,2.9167,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,C6,G5,G4,G3,G2
1588.0000000000005,676.6818,257,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G4,G3,G2
1589.0000000000005,677.0568,257,1.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-4,E-3,E-2
1590.0000000000005,677.4318,257,2.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,B-3,B-2,B-1
1591.0000000000005,677.8068,257,2.5,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-4,E-3,E-2
1591.5000000000005,677.9943,257,2.75,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,B-5,G5,E-4,E-3,E-2
1591.6667000000004,678.0568,257,2.8333,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,C6,G5,E-4,E-3,E-2
1591.8333000000005,678.1193,257,2.9167,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,C6,G5,E-4,E-3,E-2
1592.0000000000005,678.1818,258,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,E-4,E-3,E-2
1593.0000000000005,678.5568,258,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B-3,B-2,B-1
1593.5000000000005,678.7443,258,1.75,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,B-3,B-2,B-1
1593.6667000000004,678.8068,258,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,B-3,B-2,B-1
1593.8333000000005,678.8693,258,1.9167,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,B-3,B-2,B-1
1594.0000000000005,678.9318,258,2.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G3,G2,G1
1595.0000000000005,679.3068,258,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B-3,B-2,B-1
1595.5000000000005,679.4943,258,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,B-3,B-2,B-1
1595.6667000000004,679.5568,258,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,B-3,B-2,B-1
1595.8333000000005,679.6193,258,2.9167,r,r,r,r,r,r,r,r,r,r,r,r,C6,G5,B-3,B-2,B-1
1596.0000000000005,679.6818,259,1.0,E-6,G5,E-5,B-4,G4,E-4,E-3,E-5,E-5,E-5,E-5,r,E-6,G5,G3,E-2,E-1
1597.0000000000005,680.0568,259,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,r,r,r
1598.0000000000005,680.4318,259,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
1599.0000000000005,680.8068,259,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,r,r,r
1600.0000000000005,681.1818,260,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r
1601.0000000000005,681.5568,260,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,r
1602.0000000000005,681.9318,260,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
1603.0000000000005,682.3068,260,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,E-5,r,r,r
1604.0000000000005,682.6818,261,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r
1605.0000000000005,683.0568,261,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,r,r,r
1606.0000000000005,683.4318,261,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
1607.0000000000005,683.8068,261,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,r,r,r
1608.0000000000005,684.1818,262,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r
1609.0000000000005,684.5568,262,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,r,r,r
