qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
89.0,31.7857,23,2.0,r,r,r,r,r,D5,D5,D4,D4,r,r,r,r,r,r,r,r,r,D5,D5,D4,D4,r
89.5,31.9643,23,2.5,r,r,r,r,r,C5,C5,C4,C4,r,r,r,r,r,r,r,r,r,C5,C5,C4,C4,r
90.0,32.1429,23,3.0,r,r,r,r,r,B4,B4,B3,B3,r,r,r,r,r,r,r,r,r,B4,B4,B3,B3,r
90.5,32.3214,23,3.5,r,r,r,r,r,C5,C5,C4,C4,r,r,r,r,r,r,r,r,r,C5,C5,C4,C4,r
91.0,32.5,23,4.0,r,r,r,r,r,B4,B4,B3,B3,r,r,r,r,r,r,r,r,r,B4,B4,B3,B3,r
91.5,32.6786,23,4.5,r,r,r,r,r,A4,A4,A3,A3,r,r,r,r,r,r,r,r,r,A4,A4,A3,A3,r
92.0,32.8571,24,1.0,r,r,r,r,r,G4,G4,G3,G3,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
92.5,33.0357,24,1.5,r,r,r,C5,C5,C5,C5,C4,C4,r,r,r,r,r,r,r,r,r,C5,C5,C4,C4,r
93.0,33.2143,24,2.0,r,r,r,B4,B4,B4,B4,B3,B3,r,r,r,r,r,r,r,r,r,B4,B4,B3,B3,r
93.5,33.3929,24,2.5,r,r,r,A4,A4,A4,A4,A3,A3,r,r,r,r,r,r,r,r,r,A4,A4,A3,A3,r
94.0,33.5714,24,3.0,r,r,r,G4,G4,G4,G4,G3,G3,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
94.5,33.75,24,3.5,r,C6,C6,C5,C5,C5,C5,C4,C4,r,r,r,r,r,r,r,r,r,C5,C5,C4,C4,r
95.0,33.9286,24,4.0,r,B5,B5,B4,B4,B4,B4,B3,B3,r,r,r,r,r,r,r,r,r,B4,B4,B3,B3,r
95.5,34.1071,24,4.5,r,A5,A5,A4,A4,A4,A4,A3,A3,r,r,r,r,r,r,r,r,r,A4,A4,A3,A3,r
96.0,34.2857,25,1.0,r,G5,G5,G4,G4,G4,G4,G3,G3,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r
96.5,34.4643,25,1.5,C7,C6,C6,C5,C5,C5,C5,C4,C4,C3,r,r,r,r,r,r,r,r,C5,C5,C4,C4,C3
97.0,34.6429,25,2.0,B6,B5,B5,B4,B4,B4,B4,B3,B3,B2,r,r,r,r,r,r,r,r,B4,B4,B3,B3,B2
97.5,34.8214,25,2.5,A6,A5,A5,A4,A4,A4,A4,A3,A3,A2,r,r,r,r,r,r,r,r,A4,A4,A3,A3,A2
98.0,35.0,25,3.0,G6,G5,G5,G4,G4,G4,G4,G3,G3,G2,r,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
98.5,35.1786,25,3.5,F6,F5,F5,F5,F5,F4,F4,F3,F3,F2,r,r,r,r,r,r,r,r,F4,F4,F3,F3,F2
99.0,35.3571,25,4.0,E6,E5,E5,E5,E5,E4,E4,E3,E3,E2,r,r,r,r,r,r,r,r,E4,E4,E3,E3,E2
99.5,35.5357,25,4.5,D6,D5,D5,D5,D5,D4,D4,D3,D3,D2,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
100.0,35.7143,26,1.0,C6,C5,C5,C5,E4,C5,E4,C4,E3,C2,C4,E3,r,r,r,r,r,r,C4,C4,C3,C3,C2
100.25,35.8036,26,1.25,C6,C5,C5,C5,E4,C5,E4,C4,E3,C2,C4,E3,r,r,r,r,r,r,C4,C4,G3,C3,C2
100.5,35.8929,26,1.5,C6,C5,C5,C5,E4,C5,E4,C4,E3,C2,C4,E3,r,r,r,r,r,r,C4,C4,G3,C3,C2
100.75,35.9821,26,1.75,C6,C5,C5,C5,E4,C5,E4,C4,E3,C2,C4,E3,r,r,r,r,r,r,C4,C4,G3,C3,C2
101.0,36.0714,26,2.0,r,r,r,C5,E4,C5,E4,C4,E3,r,C4,E3,r,r,r,r,r,r,r,C4,G3,r,r
102.0,36.4286,26,3.0,r,r,r,C5,E4,C5,E4,C4,E3,r,C4,E3,r,r,r,r,r,r,r,C4,G3,r,r
103.0,36.7857,26,4.0,r,r,r,G4,E4,G4,E4,G3,E3,r,G3,E3,r,r,r,r,r,r,r,C4,G3,r,r
104.0,37.1429,27,1.0,r,r,r,E5,G4,E5,G4,E4,G3,r,E4,G3,r,r,r,r,r,r,r,C4,G3,r,r
106.0,37.8571,27,3.0,r,r,r,E5,G4,E5,G4,E4,G3,r,E4,G3,r,r,r,r,r,r,r,C4,G3,r,r
107.0,38.2143,27,4.0,r,r,r,D5,F4,D5,F4,D4,F3,r,D4,F3,r,r,r,r,r,r,r,C4,G3,r,r
107.75,38.4821,27,4.75,r,r,r,C5,E4,C5,E4,C4,E3,r,C4,E3,r,r,r,r,r,r,r,C4,G3,r,r
108.0,38.5714,28,1.0,r,D6,B5,B4,D4,B4,D4,B3,D3,G1,D4,G3,D5,G4,B3,G3,D3,G2,B4,D4,G3,G2,G1
110.0,39.2857,28,3.0,r,D6,B5,r,r,r,r,r,r,G1,D4,G3,D5,G4,B3,G3,D3,G2,B4,D4,G3,G2,G1
110.5,39.4643,28,3.5,r,D6,B5,r,r,r,r,r,r,G1,D4,G3,D5,G4,B3,G3,D3,G2,B4,D4,G3,G2,G1
111.0,39.6429,28,4.0,r,D6,B5,r,r,r,r,r,r,B1,D4,G3,D5,G4,r,r,r,G2,r,D4,G3,B2,B1
111.5,39.8214,28,4.5,r,D6,B5,r,r,r,r,r,r,D2,D4,G3,D5,G4,r,r,r,G2,r,D4,G3,D3,D2
112.0,40.0,29,1.0,r,D6,B5,r,r,r,r,r,r,F2,D4,G3,D5,G4,B3,G3,D3,G2,B4,D4,G3,F3,F2
112.5,40.1786,29,1.5,r,D6,B5,r,r,r,r,r,r,G2,D4,G3,D5,G4,B3,G3,D3,G2,B4,D4,G3,G3,G2
113.0,40.3571,29,2.0,r,D6,B5,r,r,r,r,r,r,B2,D4,G3,D5,G4,r,r,r,G2,r,D4,G3,B3,B2
113.5,40.5357,29,2.5,r,D6,B5,r,r,r,r,r,r,D3,D4,G3,D5,G4,r,r,r,G2,r,D4,G3,D4,D3
114.0,40.7143,29,3.0,r,D6,B5,r,r,r,r,r,r,F3,D4,G3,D5,G4,B3,G3,D3,G2,B4,D4,G3,F4,F3
114.5,40.8929,29,3.5,r,D6,B5,r,r,r,r,r,r,G3,D4,G3,D5,G4,B3,G3,D3,G2,B4,D4,G3,G4,G3
115.0,41.0714,29,4.0,r,D6,B5,r,r,r,r,r,r,F3,D4,G3,D5,G4,r,r,r,G2,r,D4,G3,F4,F3
115.5,41.25,29,4.5,r,D6,B5,r,r,r,r,r,r,D3,D4,G3,D5,G4,r,r,r,G2,r,D4,G3,D4,D3
116.0,41.4286,30,1.0,r,D6,B5,D5,B4,D5,B4,D4,B3,B2,D4,D4,D5,G4,D4,B3,G3,G2,D5,D4,G3,B3,B2
116.5,41.6071,30,1.5,r,D6,B5,D5,B4,D5,B4,D4,B3,D3,D4,D4,D5,G4,D4,B3,G3,G2,D5,D4,G3,D4,D3
117.0,41.7857,30,2.0,r,r,r,D5,B4,D5,B4,D4,B3,B2,D4,D4,r,r,r,r,r,r,r,D4,G3,B3,B2
117.5,41.9643,30,2.5,r,r,r,D5,B4,D5,B4,D4,B3,G2,D4,D4,r,r,r,r,r,r,r,D4,G3,G3,G2
118.0,42.1429,30,3.0,r,r,r,D5,B4,D5,B4,D4,B3,F2,D4,D4,r,r,r,r,r,r,r,D4,G3,F3,F2
118.5,42.3214,30,3.5,r,r,r,D5,B4,D5,B4,D4,B3,D2,D4,D4,r,r,r,r,r,r,r,D4,G3,D3,D2
119.0,42.5,30,4.0,r,r,r,G4,G4,G4,G4,G3,G3,B1,G3,G3,r,r,r,r,r,r,r,D4,G3,B2,B1
119.5,42.6786,30,4.5,r,r,r,G4,G4,G4,G4,G3,G3,D2,G3,G3,r,r,r,r,r,r,r,D4,G3,D3,D2
120.0,42.8571,31,1.0,r,r,r,F5,D5,F5,D5,F4,D4,G1,F4,D4,r,r,r,r,r,r,r,D4,G3,G2,G1
122.0,43.5714,31,3.0,r,r,r,F5,D5,F5,D5,F4,D4,r,F4,D4,r,r,r,r,r,r,r,D4,G3,r,r
123.0,43.9286,31,4.0,r,r,r,E5,C5,E5,C5,E4,C4,r,E4,C4,r,r,r,r,r,r,r,D4,G3,r,r
123.75,44.1964,31,4.75,r,r,r,D5,B4,D5,B4,D4,B3,r,D4,G3,r,r,r,r,r,r,r,D4,G3,r,r
124.0,44.2857,32,1.0,r,E6,C6,D5,B4,D5,B4,D4,B3,C2,D4,G3,E5,C5,E4,C4,C3,C3,E5,E4,G3,C2,C2
125.0,44.6429,32,2.0,r,E6,C6,E5,C5,E5,C5,E4,C4,C2,E4,C4,E5,C5,r,r,r,C3,r,E4,G3,C2,C2
126.0,45.0,32,3.0,r,E6,C6,E5,C5,E5,C5,E4,C4,C2,E4,C4,E5,C5,E4,C4,C3,C3,E5,E4,G3,C2,C2
126.5,45.1786,32,3.5,r,E6,C6,E5,C5,E5,C5,E4,C4,C2,E4,C4,E5,C5,E4,C4,C3,C3,E5,E4,G3,C2,C2
127.0,45.3571,32,4.0,r,E6,C6,E5,C5,E5,C5,E4,C4,E2,E4,C4,E5,C5,r,r,r,C3,r,E4,G3,E2,E2
127.5,45.5357,32,4.5,r,E6,C6,E5,C5,E5,C5,E4,C4,G1,E4,C4,E5,C5,r,r,r,C3,r,E4,G3,G2,G1
128.0,45.7143,33,1.0,r,E6,C6,E5,C5,E5,C5,E4,C4,C2,E4,C4,E5,C5,E4,C4,C3,C3,E5,E4,G3,C3,C2
128.5,45.8929,33,1.5,r,E6,C6,E5,C5,E5,C5,E4,C4,E2,E4,C4,E5,C5,E4,C4,C3,C3,E5,E4,G3,E3,E2
129.0,46.0714,33,2.0,r,E6,C6,E5,C5,E5,C5,E4,C4,G2,E4,C4,E5,C5,r,r,r,C3,r,E4,G3,G3,G2
129.5,46.25,33,2.5,r,E6,C6,E5,C5,E5,C5,E4,C4,C3,E4,C4,E5,C5,r,r,r,C3,r,E4,G3,C4,C3
130.0,46.4286,33,3.0,r,E6,C6,E5,C5,E5,C5,E4,C4,E3,E4,C4,E5,C5,E4,C4,C3,C3,E5,E4,G3,E4,E3
130.5,46.6071,33,3.5,r,E6,C6,E5,C5,E5,C5,E4,C4,C3,E4,C4,E5,C5,E4,C4,C3,C3,E5,E4,G3,C4,C3
131.0,46.7857,33,4.0,r,E6,C6,E5,C5,E5,C5,E4,C4,G2,E4,C4,E5,C5,r,r,r,C3,r,E4,G3,G3,G2
131.5,46.9643,33,4.5,r,E6,C6,E5,C5,E5,C5,E4,C4,E2,E4,C4,E5,C5,r,r,r,C3,r,E4,G3,E3,E2
132.0,47.1429,34,1.0,r,E6,C6,C6,E5,E5,C5,E3,C3,C2,C4,C3,C5,C4,E4,C4,C3,C3,E5,E5,E3,C3,C2
132.5,47.3214,34,1.5,r,E6,C6,C6,E5,E5,C5,E3,B2,B1,C4,C3,C5,C4,E4,C4,C3,C3,E5,E5,E3,B2,B1
133.0,47.5,34,2.0,r,r,r,r,r,r,r,E3,C3,C2,C4,C3,C5,C4,r,r,r,r,E5,E5,E3,C3,C2
133.5,47.6786,34,2.5,r,r,r,r,r,r,r,E3,C3,C2,C4,C3,C5,C4,r,r,r,r,E5,E5,E3,C3,C2
134.0,47.8571,34,3.0,r,r,r,r,r,r,r,E3,C3,C2,C4,C3,C5,C4,r,r,r,r,E5,E5,E3,C3,C2
135.0,48.2143,34,4.0,r,r,r,r,r,r,r,E3,C3,C2,C4,C3,C5,C4,r,r,r,r,C5,C4,E3,C3,C2
136.0,48.5714,35,1.0,r,E6,C6,C6,E5,E5,C5,E3,C3,C2,C4,C3,C5,C4,E4,C4,C3,C3,E5,E4,E3,C3,C2
136.5,48.75,35,1.5,r,E6,C6,C6,E5,E5,C5,E3,B2,B1,C4,C3,C5,C4,E4,C4,C3,C3,E5,E4,E3,B2,B1
137.0,48.9286,35,2.0,r,r,r,r,r,r,r,E3,C3,C2,C4,C3,C5,C4,r,r,r,r,C5,C4,E3,C3,C2
137.5,49.1071,35,2.5,r,r,r,r,r,r,r,E3,C3,C2,C4,C3,C5,C4,r,r,r,r,C5,C4,E3,C3,C2
138.0,49.2857,35,3.0,r,r,r,r,r,r,r,E3,C3,C2,C4,C3,C5,C4,r,r,r,r,G5,G4,E3,C3,C2
139.0,49.6429,35,4.0,r,r,r,r,r,r,r,F#3,C3,C2,C4,C3,C5,C4,r,r,r,r,F#5,F#4,F#3,C3,C2
139.75,49.9107,35,4.75,r,r,r,r,r,r,r,G3,C3,C2,C4,C3,C5,C4,r,r,r,r,E5,E4,G3,C3,C2
140.0,50.0,36,1.0,r,F#6,C6,A5,F#5,C5,F#4,F#3,C3,C2,D4,D4,D5,D5,F#4,C4,D3,C3,F#5,F#4,F#3,C3,C2
140.5,50.1786,36,1.5,r,F#6,C6,A5,F#5,C5,F#4,F#3,C#3,C#2,D4,D4,D5,D5,F#4,C4,D3,C3,F#5,F#4,F#3,C#3,C#2
141.0,50.3571,36,2.0,r,r,r,r,r,r,r,F#3,D3,D2,D4,D4,D5,D5,r,r,r,r,F#5,F#4,F#3,D3,D2
141.5,50.5357,36,2.5,r,r,r,r,r,r,r,F#3,D3,D2,D4,D4,D5,D5,r,r,r,r,F#5,F#4,F#3,D3,D2
142.0,50.7143,36,3.0,r,r,r,r,r,r,r,F#3,D3,D2,D4,D4,D5,D5,r,r,r,r,F#5,F#4,F#3,D3,D2
143.0,51.0714,36,4.0,r,r,r,r,r,r,r,F#3,D3,D2,D4,D4,D5,D5,r,r,r,r,C5,C4,F#3,D3,D2
144.0,51.4286,37,1.0,r,F#6,C6,A5,F#5,C5,A4,F#3,D3,D2,D4,D4,D5,D5,F#4,C4,D3,r,F#5,F#4,F#3,D3,D2
144.5,51.6071,37,1.5,r,F#6,C6,A5,F#5,C5,A4,F#3,C#3,C#2,D4,D4,D5,D5,F#4,C4,D3,r,F#5,F#4,F#3,C#3,C#2
145.0,51.7857,37,2.0,r,r,r,r,r,r,r,F#3,D3,D2,D4,D4,D5,D5,r,r,r,r,C5,C4,F#3,D3,D2
145.5,51.9643,37,2.5,r,r,r,r,r,r,r,F#3,D3,D2,D4,D4,D5,D5,r,r,r,r,C5,C4,F#3,D3,D2
146.0,52.1429,37,3.0,r,r,r,r,r,r,r,F#3,D3,D2,D4,D4,D5,D5,r,r,r,r,A5,A4,F#3,D3,D2
147.0,52.5,37,4.0,r,r,r,r,r,r,r,G3,D3,D2,D4,D4,D5,D5,r,r,r,r,G5,G4,G3,D3,D2
147.75,52.7679,37,4.75,r,r,r,r,r,r,r,A3,D3,D2,D4,D4,D5,D5,r,r,r,r,F#5,F#4,A3,D3,D2
148.0,52.8571,38,1.0,r,G6,D6,B5,G5,B4,G4,B3,D3,D2,D4,D4,D5,D5,G4,B3,D3,r,G5,G4,B3,D3,D2
148.5,53.0357,38,1.5,r,G6,D6,B5,G5,B4,G4,B3,C#3,C#2,D4,D4,D5,D5,G4,B3,D3,r,G5,G4,B3,C#3,C#2
149.0,53.2143,38,2.0,r,r,r,r,r,r,r,B3,D3,D2,D4,D4,D5,D5,r,r,r,r,D5,D4,B3,D3,D2
149.5,53.3929,38,2.5,r,r,r,r,r,r,r,B3,D3,D2,D4,D4,D5,D5,r,r,r,r,D5,D4,B3,D3,D2
150.0,53.5714,38,3.0,r,G6,D6,B5,G5,B4,G4,G3,D3,D2,D4,D4,D5,D5,r,r,r,r,B5,B4,G3,D3,D2
151.0,53.9286,38,4.0,r,r,r,r,r,r,r,A3,D3,D2,D4,D4,D5,D5,r,r,r,r,A5,A4,A3,D3,D2
151.75,54.1964,38,4.75,r,r,r,r,r,r,r,B3,D3,D2,D4,D4,D5,D5,r,r,r,r,G5,G4,B3,D3,D2
152.0,54.2857,39,1.0,r,F#6,D6,A5,F#5,A4,F#4,A3,D3,D2,D4,D4,D5,D5,F#4,C4,D3,r,F#5,F#4,A3,D3,D2
152.5,54.4643,39,1.5,r,F#6,D6,A5,F#5,A4,F#4,A3,C#3,C#2,D4,D4,D5,D5,F#4,C4,D3,r,F#5,F#4,A3,C#3,C#2
153.0,54.6429,39,2.0,r,r,r,r,r,r,r,A3,D3,D2,D4,D4,D5,D5,r,r,r,r,F#5,F#4,A3,D3,D2
153.5,54.8214,39,2.5,r,r,r,r,r,r,r,A3,D3,D2,D4,D4,D5,D5,r,r,r,r,D5,D4,A3,D3,D2
154.0,55.0,39,3.0,r,F#6,D6,A5,F#5,A4,F#4,F#3,D3,D2,D4,D4,D5,D5,F#4,C4,D3,r,A5,A4,F#3,D3,D2
154.5,55.1786,39,3.5,r,F#6,D6,A5,F#5,A4,F#4,F#3,C#3,C#2,D4,D4,D5,D5,F#4,C4,D3,r,A5,A4,F#3,C#3,C#2
155.0,55.3571,39,4.0,r,r,r,r,r,r,r,F#3,D3,D2,D4,D4,D5,D5,r,r,r,r,A5,A4,F#3,D3,D2
155.5,55.5357,39,4.5,r,r,r,r,r,r,r,G3,D3,D2,D4,D4,D5,D5,r,r,r,r,G5,G4,G3,D3,D2
155.75,55.625,39,4.75,r,r,r,r,r,r,r,A3,D3,D2,D4,D4,D5,D5,r,r,r,r,F#5,F#4,A3,D3,D2
156.0,55.7143,40,1.0,r,G6,D6,B5,G5,B4,G4,B3,D3,D2,D4,D4,D5,D5,G4,B3,D3,r,G5,G4,B3,D3,D2
156.5,55.8929,40,1.5,r,G6,D6,B5,G5,B4,G4,B3,C#3,C#2,D4,D4,D5,D5,G4,B3,D3,r,G5,G4,B3,C#3,C#2
157.0,56.0714,40,2.0,r,r,r,r,r,r,r,B3,D3,D2,D4,D4,D5,D5,r,r,r,r,G5,G4,B3,D3,D2
157.5,56.25,40,2.5,r,r,r,r,r,r,r,B3,D3,D2,D4,D4,D5,D5,r,r,r,r,D5,D4,B3,D3,D2
158.0,56.4286,40,3.0,r,G6,D6,B5,G5,B4,G4,G3,D3,D2,D4,D4,D5,D5,G4,B3,D3,r,B5,B4,G3,D3,D2
158.5,56.6071,40,3.5,r,G6,D6,B5,G5,B4,G4,G3,C#3,C#2,D4,D4,D5,D5,G4,B3,D3,r,B5,B4,G3,C#3,C#2
159.0,56.7857,40,4.0,r,r,r,r,r,r,r,G3,D3,D2,D4,D4,D5,D5,r,r,r,r,B5,B4,G3,D3,D2
159.5,56.9643,40,4.5,r,r,r,r,r,r,r,A3,D3,D2,D4,D4,D5,D5,r,r,r,r,A5,A4,B3,D3,D2
159.75,57.0536,40,4.75,r,r,r,r,r,r,r,B3,D3,D2,D4,D4,D5,D5,r,r,r,r,G5,G4,C4,D3,D2
160.0,57.1429,41,1.0,r,D6,D6,A5,F#5,A4,F#4,D3,D3,D2,D4,D4,D5,D5,D5,D4,D3,r,D6,D6,F#3,D3,D2
160.5,57.3214,41,1.5,r,D6,D6,A5,F#5,r,r,D4,D4,D3,D4,D4,D5,D5,D5,D4,D3,r,D6,D6,F#4,D4,D3
161.0,57.5,41,2.0,r,D6,D6,D6,D5,r,r,C4,C4,C3,D4,D4,D5,D5,D5,D4,D3,r,D6,D6,F#4,C4,C3
161.5,57.6786,41,2.5,r,D6,D6,D6,D5,r,r,B3,B3,B2,D4,D4,D5,D5,D5,D4,D3,r,D6,D6,G4,B3,B2
162.0,57.8571,41,3.0,r,D6,D6,D6,D5,r,r,A3,A3,A2,D4,D4,D5,D5,D5,D4,D3,r,D6,D6,A4,A3,A2
162.5,58.0357,41,3.5,r,D6,D6,D6,D5,D5,D5,B3,B3,B2,D4,D4,D5,D5,D5,D4,D3,r,D6,D6,D5,B3,B2
163.0,58.2143,41,4.0,r,D6,D6,D6,D5,C5,C5,A3,A3,A2,D4,D4,D5,D5,D5,D4,D3,r,C6,C6,C5,A3,A2
163.5,58.3929,41,4.5,r,D6,D6,D6,D5,B4,B4,G3,G3,G2,D4,D4,D5,D5,D5,D4,D3,r,B5,B5,B4,G3,G2
164.0,58.5714,42,1.0,r,D6,D6,D6,D5,A4,A4,F#3,F#3,F#2,D4,D4,D5,D5,D5,D4,D3,r,A5,A5,A4,F#3,F#2
164.5,58.75,42,1.5,r,D6,D6,D6,D5,B4,B4,G3,G3,G2,D4,D4,D5,D5,D5,D4,D3,r,B5,B5,B4,G3,G2
165.0,58.9286,42,2.0,r,D6,D6,D6,D5,A4,A4,F#3,F#3,F#2,D4,D4,D5,D5,D5,D4,D3,r,A5,A5,A4,F#3,F#2
165.5,59.1071,42,2.5,r,D6,D6,D6,D5,G4,G4,E3,E3,E2,D4,D4,D5,D5,D5,D4,D3,r,G5,G5,G4,E3,E2
166.0,59.2857,42,3.0,r,D6,D6,D6,D5,F#4,F#4,D3,D3,D2,D4,D4,D5,D5,D5,D4,D3,r,F#5,F#5,D4,D3,D2
166.5,59.4643,42,3.5,r,D6,F#5,F#5,D5,F#4,D4,D4,D3,D2,D4,D4,D5,D5,r,r,r,r,D5,F#4,D4,D3,D2
167.0,59.6429,42,4.0,r,C#6,G5,G5,C#5,G4,C#4,A3,A2,E2,E4,E4,E5,E5,r,r,r,r,C#5,G4,E4,E3,E2
167.5,59.8214,42,4.5,r,C#6,G5,G5,C#5,G4,E4,A3,A2,A1,E4,E4,E5,E5,r,r,r,r,G5,C#4,A3,A2,A1
168.0,60.0,43,1.0,r,D6,F#5,F#5,D5,F#4,D4,D4,D3,D2,D4,D4,D5,D5,r,r,r,r,F#5,D4,D4,D3,D2
168.5,60.1786,43,1.5,r,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
169.0,60.3571,43,2.0,r,C#6,r,C#5,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
169.5,60.5357,43,2.5,r,G6,r,G5,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
170.0,60.7143,43,3.0,r,F#6,r,F#5,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
170.5,60.8929,43,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,D3,r,r
171.0,61.0714,43,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,C#3,r,r
171.5,61.25,43,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,G3,r,r
172.0,61.4286,44,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,F#3,r,r
172.5,61.6071,44,1.5,r,r,r,r,r,r,r,r,r,D2,r,r,r,r,r,r,r,r,r,r,r,D3,D2
173.0,61.7857,44,2.0,r,r,r,r,r,r,r,r,r,C2,r,r,r,r,r,r,r,r,r,r,r,C3,C2
173.5,61.9643,44,2.5,r,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,A3,A2
174.0,62.1429,44,3.0,r,r,r,r,r,r,r,r,r,C2,r,r,r,r,r,r,r,r,r,r,r,C3,C2
174.5,62.3214,44,3.5,r,r,r,r,r,r,r,r,r,B1,r,r,r,r,r,r,r,r,r,r,r,B2,B1
175.0,62.5,44,4.0,r,r,r,r,r,r,r,r,r,A1,r,r,r,r,r,r,r,r,A4,A3,F#3,A2,A1
175.3333,62.619,44,4.3333,r,r,r,r,r,r,r,r,r,A1,r,r,r,r,r,r,r,r,B4,B3,G3,A2,A1
175.5,62.6786,44,4.5,r,r,r,r,r,r,r,r,r,F#2,r,r,r,r,r,r,r,r,B4,B3,G3,F#3,F#2
175.6667,62.7381,44,4.6667,r,r,r,r,r,r,r,r,r,F#2,r,r,r,r,r,r,r,r,C5,C4,A3,F#3,F#2
176.0,62.8571,45,1.0,r,D6,B5,B5,D5,D5,B4,D4,B3,G1,G4,G3,G4,G3,r,r,r,G2,D5,D4,B3,G2,G1
176.3333,62.9762,45,1.3333,r,D6,B5,B5,D5,D5,B4,D4,B3,G1,G4,G3,G4,G3,r,r,r,G2,D5,B3,G3,G2,G1
176.6667,63.0953,45,1.6667,r,D6,B5,B5,D5,D5,B4,D4,B3,G1,G4,G3,G4,G3,r,r,r,G2,D5,D4,B3,G2,G1
177.0,63.2143,45,2.0,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,B4,D4,B3,r,r
177.3333,63.3333,45,2.3333,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,C5,D4,B3,r,r
177.6667,63.4524,45,2.6667,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,D5,D4,B3,r,r
178.0,63.5714,45,3.0,r,E6,C6,C6,E5,E5,C5,E4,C4,G1,G4,G3,G4,G3,r,r,r,G2,E5,C4,A3,G2,G1
178.3333,63.6905,45,3.3333,r,E6,C6,C6,E5,E5,C5,E4,C4,G1,G4,G3,G4,G3,r,r,r,G2,E5,E4,C4,G2,G1
178.6667,63.8095,45,3.6667,r,E6,C6,C6,E5,E5,C5,E4,C4,G1,G4,G3,G4,G3,r,r,r,G2,E5,E4,C4,G2,G1
179.0,63.9286,45,4.0,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,E5,E4,C4,r,r
179.3333,64.0476,45,4.3333,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,F#5,E4,C4,r,r
179.6667,64.1667,45,4.6667,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,G5,E4,C4,r,r
180.0,64.2857,46,1.0,r,D6,B5,B5,D5,D5,B4,D4,B3,G1,G4,G3,G4,G3,r,r,r,G2,D5,B3,G3,G2,G1
180.3333,64.4048,46,1.3333,r,D6,B5,B5,D5,D5,B4,D4,B3,G1,G4,G3,G4,G3,r,r,r,G2,D5,D4,B3,G2,G1
180.6667,64.5238,46,1.6667,r,D6,B5,B5,D5,D5,B4,D4,B3,G1,G4,G3,G4,G3,r,r,r,G2,D5,D4,B3,G2,G1
181.0,64.6429,46,2.0,r,D6,B5,B5,D5,D5,B4,D4,B3,D2,G4,G3,r,r,r,r,r,r,D5,D4,B3,D3,D2
181.3333,64.7619,46,2.3333,r,D6,B5,B5,D5,D5,B4,D4,B3,E2,G4,G3,r,r,r,r,r,r,D5,D4,B3,E3,E2
181.6667,64.881,46,2.6667,r,D6,B5,B5,D5,D5,B4,D4,B3,F#2,G4,G3,r,r,r,r,r,r,D5,D4,B3,F#3,F#2
182.0,65.0,46,3.0,r,D6,B5,B5,D5,D5,B4,D4,B3,G2,G4,G3,r,r,r,r,r,r,D5,D4,B3,G3,G2
183.0,65.3571,46,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B3,D4,G3,r
183.3333,65.4762,46,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,D4,G3,r
183.6667,65.5953,46,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,D4,G3,r
184.0,65.7143,47,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,D4,F#3,r
185.0,66.0714,47,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A3,D4,F#3,r
185.3333,66.1905,47,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,D4,F#3,r
