score_qstamp,qstamp,measure,beat,728535_tstamp,726649_tstamp
97.0,97.0,34,1.0,31.0633,36.9033
98.0,98.0,34,2.0,31.2633,37.1433
99.0,99.0,34,3.0,31.5233,37.3833
100.0,100.0,35,1.0,31.7233,37.6233
103.0,103.0,36,1.0,32.4233,38.4233
106.0,106.0,37,1.0,33.0633,39.1033
108.0,108.0,37,3.0,33.2986,39.5833
109.0,109.0,38,1.0,33.7433,39.8233
110.0,110.0,38,2.0,33.9833,40.0433
111.0,111.0,38,3.0,34.2233,40.2233
112.0,112.0,39,1.0,34.5033,40.5433
114.0,114.0,39,3.0,35.4034,40.9754
115.0,115.0,40,1.0,35.4233,41.3033
117.0,117.0,40,3.0,35.6633,41.7433
118.0,118.0,41,1.0,35.9033,42.0233
120.0,120.0,41,3.0,36.4433,42.4633
121.0,121.0,42,1.0,36.6416,42.8033
123.0,123.0,42,3.0,36.9633,43.2233
124.0,124.0,43,1.0,37.2433,43.4033
126.0,126.0,43,3.0,37.8033,44.0433
127.0,127.0,44,1.0,38.0033,44.2233
129.0,129.0,44,3.0,38.4633,44.7433
130.0,130.0,45,1.0,38.6833,44.9833
133.0,133.0,46,1.0,39.3592,45.9119
134.0,134.0,46,2.0,39.8233,46.0233
135.0,135.0,46,3.0,40.0633,46.4402
136.0,136.0,47,1.0,40.1633,46.5433
138.0,138.0,47,3.0,40.6833,47.0833
139.0,139.0,48,1.0,40.9233,47.4233
141.0,141.0,48,3.0,41.3433,47.7233
142.0,142.0,49,1.0,41.6833,48.0833
145.0,145.0,50,1.0,43.0803,49.2833
147.0,147.0,50,3.0,43.1202,49.5433
148.0,148.0,51,1.0,43.2633,49.8433
150.0,150.0,51,3.0,43.6233,50.5233
151.0,151.0,52,1.0,43.9833,50.9633
153.0,153.0,52,3.0,44.6033,51.9633
154.0,154.0,53,1.0,45.1033,52.7433
156.0,156.0,53,3.0,46.1233,55.0833
157.0,157.0,54,1.0,47.1033,55.5833
158.0,158.0,54,2.0,47.4233,55.8833
159.0,159.0,54,3.0,47.7433,56.2233
160.0,160.0,55,1.0,48.1433,56.3833
162.0,162.0,55,3.0,48.4033,56.8833
163.0,163.0,56,1.0,48.7233,57.1233
165.0,165.0,56,3.0,49.0633,57.5633
166.0,166.0,57,1.0,49.3833,57.8033
168.0,168.0,57,3.0,49.9033,58.3233
169.0,169.0,58,1.0,50.2433,58.6233
171.0,171.0,58,3.0,50.6433,59.1233
172.0,172.0,59,1.0,50.9433,59.3433
174.0,174.0,59,3.0,51.4233,59.8433
175.0,175.0,60,1.0,51.6433,60.0433
177.0,177.0,60,3.0,52.0633,60.5433
178.0,178.0,61,1.0,52.3233,60.8833
180.0,180.0,61,3.0,52.8433,61.3433
181.0,181.0,62,1.0,53.0433,61.6433
182.0,182.0,62,2.0,53.5203,62.1433
183.0,183.0,62,3.0,53.5789,62.4081
184.0,184.0,63,1.0,53.7833,62.5633
186.0,186.0,63,3.0,54.2433,62.8433
187.0,187.0,64,1.0,54.6433,63.0633
188.0,188.0,64,2.0,55.1433,63.5633
189.0,189.0,64,3.0,55.6006,64.0633
190.0,190.0,65,1.0,55.607,64.5633
191.0,191.0,65,2.0,55.6134,65.0633
192.0,192.0,65,3.0,55.6198,65.6598
193.0,193.0,66,1.0,55.9433,66.7716
194.0,194.0,66,2.0,56.1433,68.1499
195.0,195.0,66,3.0,56.3633,68.7033
196.0,196.0,67,1.0,56.6033,69.4233
197.0,197.0,67,2.0,56.8833,69.9233
198.0,198.0,67,3.0,57.1833,70.4233
199.0,199.0,68,1.0,57.4233,70.9332
200.0,200.0,68,2.0,57.6633,71.5165
201.0,201.0,68,3.0,57.8233,72.1932
202.0,202.0,69,1.0,58.0033,72.7433
203.0,203.0,69,2.0,58.3033,73.2433
204.0,204.0,69,3.0,58.4633,73.7433
205.0,205.0,70,1.0,58.7633,74.2466
206.0,206.0,70,2.0,58.9233,74.9831
207.0,207.0,70,3.0,59.1633,75.5833
208.0,208.0,71,1.0,59.3433,76.1891
209.0,209.0,71,2.0,59.6433,77.9634
210.0,210.0,71,3.0,59.9233,80.7433
211.0,211.0,72,1.0,60.1233,81.2433
212.0,212.0,72,2.0,60.5625,81.7697
213.0,213.0,72,3.0,60.6433,82.4633
214.0,214.0,73,1.0,61.1033,82.9633
217.0,217.0,74,1.0,61.5233,84.4633
218.0,218.0,74,2.0,61.8811,84.9633
219.0,219.0,74,3.0,61.9633,85.4633
220.0,220.0,75,1.0,62.3233,85.9633
223.0,223.0,76,1.0,62.9233,88.2033
224.0,224.0,76,2.0,63.1433,89.7932
225.0,225.0,76,3.0,63.3033,92.4831
226.0,226.0,77,1.0,63.6233,93.2833
228.0,228.0,77,3.0,64.0433,94.7633
229.0,229.0,78,1.0,64.2633,95.2633
230.0,230.0,78,2.0,64.5983,96.0233
231.0,231.0,78,3.0,64.7033,96.5233
232.0,232.0,79,1.0,65.0033,98.8833
235.0,235.0,80,1.0,65.6433,100.3633
236.0,236.0,80,2.0,65.8833,100.9433
237.0,237.0,80,3.0,66.0407,101.5033
238.0,238.0,81,1.0,66.3033,102.0633
241.0,241.0,82,1.0,66.9833,103.6433
242.0,242.0,82,2.0,67.2712,104.1633
243.0,243.0,82,3.0,67.4208,104.8033
244.0,244.0,83,1.0,67.6233,105.5033
247.0,247.0,84,1.0,68.3033,107.1033
248.0,248.0,84,2.0,68.5633,107.6433
249.0,249.0,84,3.0,68.8033,108.3433
250.0,250.0,85,1.0,69.0233,109.0633
252.0,252.0,85,3.0,69.5633,110.5433
253.0,253.0,86,1.0,69.6393,111.3732
254.0,254.0,86,2.0,69.9033,112.0633
255.0,255.0,86,3.0,70.1433,112.5633
256.0,256.0,87,1.0,70.3833,113.0633
259.0,259.0,88,1.0,71.0833,115.6833
262.0,262.0,89,1.0,71.7633,119.1033
264.0,264.0,89,3.0,72.0833,120.1833
265.0,265.0,90,1.0,72.3633,121.1233
266.0,266.0,90,2.0,72.6433,121.6233
267.0,267.0,90,3.0,72.8433,122.3233
268.0,268.0,91,1.0,73.1033,122.8233
270.0,270.0,91,3.0,73.6342,123.8233
271.0,271.0,92,1.0,73.9433,124.3633
273.0,273.0,92,3.0,74.2433,125.5233
274.0,274.0,93,1.0,74.6233,126.1833
276.0,276.0,93,3.0,75.013,128.6633
277.0,277.0,94,1.0,75.1833,130.8833
279.0,279.0,94,3.0,75.6233,133.7033
280.0,280.0,95,1.0,76.1233,134.2033
282.0,282.0,95,3.0,77.1433,135.6833
283.0,283.0,96,1.0,77.4633,136.1833
285.0,285.0,96,3.0,77.9833,137.2033
286.0,286.0,97,1.0,78.4433,137.7633
289.0,289.0,98,1.0,79.1073,139.9097
290.0,290.0,98,2.0,79.1116,140.6233
291.0,291.0,98,3.0,79.1159,141.1233
292.0,292.0,99,1.0,79.1433,142.3233
294.0,294.0,99,3.0,79.5233,143.3233
295.0,295.0,100,1.0,79.7233,143.8233
297.0,297.0,100,3.0,80.2033,145.1233
298.0,298.0,101,1.0,80.4033,145.6926
301.0,301.0,102,1.0,80.8761,147.5633
302.0,302.0,102,2.0,81.1233,148.0633
303.0,303.0,102,3.0,81.6233,148.5633
304.0,304.0,103,1.0,81.8433,150.8963
306.0,306.0,103,3.0,82.3433,152.6327
307.0,307.0,104,1.0,82.8433,155.4551
308.0,308.0,104,2.0,82.8721,163.1633
309.0,309.0,104,3.0,83.0633,163.8499
310.0,310.0,105,1.0,83.4033,164.8066
312.0,312.0,105,3.0,84.0443,166.0633
313.0,313.0,106,1.0,84.0513,166.5833
314.0,314.0,106,2.0,84.0584,167.2066
315.0,315.0,106,3.0,84.4433,167.7866
316.0,316.0,107,1.0,84.7633,168.9204
318.0,318.0,107,3.0,85.1433,173.2833
319.0,319.0,108,1.0,85.4633,173.9233
320.0,320.0,108,2.0,85.7602,174.5033
321.0,321.0,108,3.0,85.8433,175.383
322.0,322.0,109,1.0,86.1233,183.2431
324.0,324.0,109,3.0,86.8223,187.5233
325.0,325.0,110,1.0,86.8433,188.0233
327.0,327.0,110,3.0,87.4233,189.0833
328.0,328.0,111,1.0,87.639,189.6066
330.0,330.0,111,3.0,88.0833,192.0233
331.0,331.0,112,1.0,88.2833,192.5233
332.0,332.0,112,2.0,88.5633,193.0233
333.0,333.0,112,3.0,88.7833,193.5433
334.0,334.0,113,1.0,89.0633,194.0433
335.0,335.0,113,2.0,89.3188,194.5866
336.0,336.0,113,3.0,89.4433,195.3495
337.0,337.0,114,1.0,89.6833,197.2233
338.0,338.0,114,2.0,90.0649,197.7233
339.0,339.0,114,3.0,90.2033,198.2833
340.0,340.0,115,1.0,90.3521,198.7833
341.0,341.0,115,2.0,90.6233,199.2833
342.0,342.0,115,3.0,90.9033,199.7833
343.0,343.0,116,1.0,91.1986,200.2833
344.0,344.0,116,2.0,91.4075,200.7833
345.0,345.0,116,3.0,91.4833,201.2833
346.0,346.0,117,1.0,91.8033,201.7433
346.5,346.5,117,1.5,91.9787,201.9933
347.0,347.0,117,2.0,92.0781,202.4233
347.5,347.5,117,2.5,92.0994,203.0325
348.0,348.0,117,3.0,92.2233,203.4433
349.0,349.0,118,1.0,92.6033,203.9433
349.5,349.5,118,1.5,92.8533,204.1933
350.0,350.0,118,2.0,92.9238,204.4433
350.5,350.5,118,2.5,92.929,204.7066
351.0,351.0,118,3.0,92.9342,204.9633
352.0,352.0,119,1.0,93.1633,205.4633
352.5,352.5,119,1.5,93.4005,205.7133
353.0,353.0,119,2.0,93.4094,206.4833
353.5,353.5,119,2.5,93.4183,207.539
354.0,354.0,119,3.0,93.6233,208.2433
355.0,355.0,120,1.0,93.8833,208.7833
356.0,356.0,120,2.0,94.1433,209.5433
357.0,357.0,120,3.0,94.2717,210.2633
358.0,358.0,121,1.0,94.5633,210.7633
358.5,358.5,121,1.5,94.6933,211.0133
359.0,359.0,121,2.0,94.8833,211.2633
359.5,359.5,121,2.5,94.9194,211.5599
360.0,360.0,121,3.0,95.0233,212.0633
361.0,361.0,122,1.0,95.3033,212.6833
361.5,361.5,122,1.5,95.4333,214.0933
362.0,362.0,122,2.0,95.5833,215.9433
362.5,362.5,122,2.5,95.6933,227.005
363.0,363.0,122,3.0,95.8433,229.5633
364.0,364.0,123,1.0,96.0033,230.6633
364.5,364.5,123,1.5,96.0879,230.9133
365.0,365.0,123,2.0,96.0992,231.1633
365.5,365.5,123,2.5,96.3333,233.2597
366.0,366.0,123,3.0,96.4033,233.6033
367.0,367.0,124,1.0,96.5392,235.4433
368.0,368.0,124,2.0,96.5556,235.9433
369.0,369.0,124,3.0,96.9233,236.4433
370.0,370.0,125,1.0,97.4233,236.9433
370.5,370.5,125,1.5,97.6333,237.1933
371.0,371.0,125,2.0,97.6693,237.4433
371.5,371.5,125,2.5,97.6797,237.5989
372.0,372.0,125,3.0,97.7233,237.8433
373.0,373.0,126,1.0,98.1233,238.3433
373.5,373.5,126,1.5,98.3133,238.7533
374.0,374.0,126,2.0,98.4033,239.0033
374.5,374.5,126,2.5,98.4306,241.2858
375.0,375.0,126,3.0,98.4833,241.7033
376.0,376.0,127,1.0,98.7833,244.7033
376.5,376.5,127,1.5,98.9333,254.5333
377.0,377.0,127,2.0,98.9873,254.8033
377.5,377.5,127,2.5,98.9962,255.0866
378.0,378.0,127,3.0,99.1433,263.6633
379.0,379.0,128,1.0,99.5233,266.0833
379.5,379.5,128,1.5,99.6392,266.3533
380.0,380.0,128,2.0,99.7033,266.6033
380.5,380.5,128,2.5,99.8667,268.917
381.0,381.0,128,3.0,99.9433,270.6033
382.0,382.0,129,1.0,100.2833,271.1033
382.5,382.5,129,1.5,100.4622,271.3533
383.0,383.0,129,2.0,100.4695,271.6033
383.5,383.5,129,2.5,100.4769,272.2326
384.0,384.0,129,3.0,100.6233,272.6233
385.0,385.0,130,1.0,100.9833,273.4433
385.5,385.5,130,1.5,101.1458,273.6933
386.0,386.0,130,2.0,101.1833,273.9433
386.5,386.5,130,2.5,101.2702,285.0151
387.0,387.0,130,3.0,101.3633,287.3033
388.0,388.0,131,1.0,101.6033,287.8033
388.5,388.5,131,1.5,101.6667,288.0533
389.0,389.0,131,2.0,101.6753,288.3033
389.5,389.5,131,2.5,101.7933,288.5533
390.0,390.0,131,3.0,102.0433,288.8033
391.0,391.0,132,1.0,102.2833,289.3033
392.0,392.0,132,2.0,102.6033,289.8233
393.0,393.0,132,3.0,102.7833,290.3233
394.0,394.0,133,1.0,103.0833,290.8233
397.0,397.0,134,1.0,104.0433,292.3233
398.0,398.0,134,2.0,104.2833,292.8233
399.0,399.0,134,3.0,104.4486,293.3233
400.0,400.0,135,1.0,104.5033,293.8233
403.0,403.0,136,1.0,105.2433,296.1033
404.0,404.0,136,2.0,105.4633,296.6033
405.0,405.0,136,3.0,105.7433,297.1033
406.0,406.0,137,1.0,106.2033,297.6033
409.0,409.0,138,1.0,107.1433,299.1033
410.0,410.0,138,2.0,107.3447,299.6033
411.0,411.0,138,3.0,107.3526,300.1033
412.0,412.0,139,1.0,107.3833,300.6033
415.0,415.0,140,1.0,108.1833,302.0433
418.0,418.0,141,1.0,108.7233,303.5433
420.0,420.0,142,3.0,109.0195,304.5033
421.0,421.0,143,1.0,109.0605,305.0033
421.5,421.5,143,1.5,109.1933,305.2533
422.0,422.0,143,2.0,109.4433,305.5033
422.5,422.5,143,2.5,109.6933,305.7533
423.0,423.0,143,3.0,109.9433,306.1633
423.5,423.5,143,3.5,110.1933,306.4133
424.0,424.0,144,1.0,110.3833,306.6633
424.5,424.5,144,1.5,110.5733,307.1064
425.0,425.0,144,2.0,110.7041,307.4033
425.5,425.5,144,2.5,110.7124,307.6933
426.0,426.0,144,3.0,110.7433,307.9433
426.5,426.5,144,3.5,110.8592,308.1933
427.0,427.0,145,1.0,111.0033,308.4433
429.0,429.0,145,3.0,111.3833,309.4994
430.0,430.0,146,1.0,111.7433,310.2833
431.0,431.0,146,2.0,112.1629,310.7833
432.0,432.0,146,3.0,112.1833,311.2833
433.0,433.0,147,1.0,112.4233,311.7866
434.0,434.0,147,2.0,112.6233,312.4466
435.0,435.0,147,3.0,112.9233,312.9666
436.0,436.0,148,1.0,113.1633,313.4866
437.0,437.0,148,2.0,113.4433,314.033
438.0,438.0,148,3.0,113.6433,314.7823
439.0,439.0,149,1.0,113.9033,315.7833
439.5,439.5,149,1.5,114.0133,316.0333
440.0,440.0,149,2.0,114.1233,316.9433
440.5,440.5,149,2.5,114.3056,317.1933
441.0,441.0,149,3.0,114.3833,317.4433
441.5,441.5,149,3.5,114.4733,317.6933
442.0,442.0,150,1.0,114.5833,317.9433
442.5,442.5,150,1.5,114.7838,318.1933
443.0,443.0,150,2.0,114.8233,318.4433
443.5,443.5,150,2.5,114.9733,318.6933
444.0,444.0,150,3.0,115.0433,319.2252
444.5,444.5,150,3.5,115.2933,320.2533
445.0,445.0,151,1.0,115.5233,320.5233
446.0,446.0,151,2.0,115.7475,321.3033
447.0,447.0,151,3.0,115.7833,321.8033
448.0,448.0,152,1.0,116.0633,322.3033
449.0,449.0,152,2.0,116.2633,322.8033
450.0,450.0,152,3.0,116.7433,323.3033
451.0,451.0,153,1.0,116.8233,323.8033
452.0,452.0,153,2.0,116.9233,324.3033
453.0,453.0,153,3.0,117.2833,324.8033
454.0,454.0,154,1.0,117.5033,325.3033
455.0,455.0,154,2.0,117.8169,325.8033
456.0,456.0,154,3.0,117.9033,326.3033
457.0,457.0,155,1.0,118.1833,326.8833
457.5,457.5,155,1.5,118.4333,327.1333
458.0,458.0,155,2.0,118.4497,327.7959
458.5,458.5,155,2.5,118.4597,328.4133
459.0,459.0,155,3.0,118.6433,328.6633
459.5,459.5,155,3.5,118.7393,330.2933
460.0,460.0,156,1.0,118.8833,330.5829
460.5,460.5,156,1.5,118.9593,331.0333
461.0,461.0,156,2.0,119.1033,331.2833
461.5,461.5,156,2.5,119.2333,331.5333
462.0,462.0,156,3.0,119.3233,331.7833
462.5,462.5,156,3.5,119.4302,332.1933
463.0,463.0,157,1.0,119.5433,333.3666
463.5,463.5,157,1.5,119.7187,333.6333
464.0,464.0,157,2.0,119.8233,334.9666
464.5,464.5,157,2.5,120.0426,335.2333
465.0,465.0,157,3.0,120.0833,335.4833
465.5,465.5,157,3.5,120.1394,336.3533
466.0,466.0,158,1.0,120.3633,336.6264
466.5,466.5,158,1.5,120.6133,337.0133
467.0,467.0,158,2.0,120.7443,337.2633
467.5,467.5,158,2.5,120.7529,338.9932
468.0,468.0,158,3.0,120.8033,339.8033
468.5,468.5,158,3.5,120.9471,340.1933
469.0,469.0,159,1.0,121.0033,340.5233
469.5,469.5,159,1.5,121.0933,340.7733
470.0,470.0,159,2.0,121.1833,341.0233
470.5,470.5,159,2.5,121.2352,341.2733
471.0,471.0,159,3.0,121.4233,341.5233
471.5,471.5,159,3.5,121.5733,344.0666
472.0,472.0,160,1.0,121.7833,344.4633
472.5,472.5,160,1.5,122.0333,345.2533
473.0,473.0,160,2.0,122.1433,345.5033
473.5,473.5,160,2.5,122.1902,345.9933
474.0,474.0,160,3.0,122.2433,346.3588
474.5,474.5,160,3.5,122.3533,347.4133
475.0,475.0,161,1.0,122.4033,347.6633
475.5,475.5,161,1.5,122.6283,347.9933
476.0,476.0,161,2.0,122.8433,348.2433
476.5,476.5,161,2.5,122.8933,348.4933
477.0,477.0,161,3.0,122.9833,348.7433
477.5,477.5,161,3.5,123.0533,348.9733
478.0,478.0,162,1.0,123.1633,349.2033
420.0,480.0,142,3.0,123.7633,350.6893
421.0,481.0,143,1.0,123.9433,351.7561
421.5,481.5,143,1.5,123.9794,352.2733
422.0,482.0,143,2.0,124.2233,352.5699
422.5,482.5,143,2.5,124.4733,353.7333
423.0,483.0,143,3.0,124.5233,356.1033
423.5,483.5,143,3.5,124.6533,356.3533
424.0,484.0,144,1.0,124.7633,356.6033
424.5,484.5,144,1.5,124.8107,356.8533
425.0,485.0,144,2.0,124.8833,357.1033
425.5,485.5,144,2.5,125.0733,357.3533
426.0,486.0,144,3.0,125.2233,357.6233
426.5,486.5,144,3.5,125.3933,357.8733
427.0,487.0,145,1.0,125.6433,358.1233
429.0,489.0,145,3.0,125.8633,359.1266
430.0,490.0,146,1.0,126.2433,359.6633
431.0,491.0,146,2.0,126.5468,360.8101
432.0,492.0,146,3.0,126.6633,366.1033
433.0,493.0,147,1.0,126.8633,366.6033
434.0,494.0,147,2.0,127.1233,367.1033
435.0,495.0,147,3.0,127.4633,368.5233
436.0,496.0,148,1.0,127.7233,369.0233
437.0,497.0,148,2.0,128.0583,369.5233
438.0,498.0,148,3.0,128.1233,370.0233
439.0,499.0,149,1.0,128.4233,370.5233
439.5,499.5,149,1.5,128.5133,371.7933
440.0,500.0,149,2.0,128.6433,372.2347
440.5,500.5,149,2.5,128.7683,373.4733
441.0,501.0,149,3.0,128.8433,378.2633
441.5,501.5,149,3.5,128.9989,378.7533
442.0,502.0,150,1.0,129.1233,379.3097
442.5,502.5,150,1.5,129.2193,382.2591
443.0,503.0,150,2.0,129.3233,383.0433
443.5,503.5,150,2.5,129.5533,383.3933
444.0,504.0,150,3.0,129.5833,383.6433
444.5,504.5,150,3.5,129.7533,383.8733
445.0,505.0,151,1.0,129.8833,384.1033
446.0,506.0,151,2.0,130.2263,384.5916
447.0,507.0,151,3.0,130.3833,384.8033
448.0,508.0,152,1.0,130.5033,385.8839
449.0,509.0,152,2.0,130.6833,389.4561
450.0,510.0,152,3.0,130.9033,391.2833
451.0,511.0,153,1.0,131.2633,392.0033
452.0,512.0,153,2.0,131.5033,392.7433
453.0,513.0,153,3.0,131.7233,393.5633
454.0,514.0,154,1.0,131.9233,394.0633
455.0,515.0,154,2.0,132.2433,394.4833
456.0,516.0,154,3.0,132.4233,394.9833
457.0,517.0,155,1.0,132.6833,395.7266
457.5,517.5,155,1.5,132.9333,396.0333
458.0,518.0,155,2.0,132.9633,396.2833
458.5,518.5,155,2.5,133.099,396.5333
459.0,519.0,155,3.0,133.1403,396.7833
459.5,519.5,155,3.5,133.1595,397.0333
460.0,520.0,156,1.0,133.4033,398.4866
460.5,520.5,156,1.5,133.4973,400.9133
461.0,521.0,156,2.0,133.6633,401.1996
461.5,521.5,156,2.5,133.7393,401.6333
462.0,522.0,156,3.0,133.7693,401.8833
462.5,522.5,156,3.5,133.7797,403.0733
463.0,523.0,157,1.0,134.0233,405.1066
463.5,523.5,157,1.5,134.2733,405.3733
464.0,524.0,157,2.0,134.3633,405.6662
464.5,524.5,157,2.5,134.5258,406.2599
465.0,525.0,157,3.0,134.5633,406.5233
465.5,525.5,157,3.5,134.7133,406.7733
466.0,526.0,158,1.0,134.8233,407.0233
466.5,526.5,158,1.5,135.0733,407.2733
467.0,527.0,158,2.0,135.0897,407.5233
467.5,527.5,158,2.5,135.0997,407.7622
468.0,528.0,158,3.0,135.3433,407.9233
468.5,528.5,158,3.5,135.4133,408.1733
469.0,529.0,159,1.0,135.5633,408.4233
469.5,529.5,159,1.5,135.7241,408.6733
470.0,530.0,159,2.0,135.7349,409.0266
470.5,530.5,159,2.5,135.8183,409.2933
471.0,531.0,159,3.0,135.9233,409.5433
471.5,531.5,159,3.5,136.1133,409.7933
472.0,532.0,160,1.0,136.2633,410.1033
472.5,532.5,160,1.5,136.4733,410.5333
473.0,533.0,160,2.0,136.6433,411.8033
473.5,533.5,160,2.5,136.7283,412.8733
474.0,534.0,160,3.0,136.7433,413.1565
474.5,534.5,160,3.5,136.8733,415.3573
475.0,535.0,161,1.0,136.9833,417.2633
475.5,535.5,161,1.5,137.2217,417.7133
476.0,536.0,161,2.0,137.3433,417.9633
476.5,536.5,161,2.5,137.4481,418.3333
477.0,537.0,161,3.0,137.4833,419.0361
477.5,537.5,161,3.5,137.5733,419.7533
480.0,538.0,163,1.0,137.7233,421.5433
481.5,539.5,163,2.5,138.1133,422.7933
482.0,540.0,163,3.0,138.2633,423.0433
482.5,540.5,163,3.5,138.3333,423.3133
483.0,541.0,164,1.0,138.4833,423.8633
485.0,543.0,164,3.0,138.8833,425.0033
486.0,544.0,165,1.0,139.1402,425.5033
486.5,544.5,165,1.5,139.1533,425.7533
487.0,545.0,165,2.0,139.2833,426.0033
487.5,545.5,165,2.5,139.5333,426.2533
488.0,546.0,165,3.0,139.7033,426.5033
488.5,546.5,165,3.5,139.9533,426.7533
491.0,549.0,166,3.0,140.3433,429.6233
492.0,550.0,167,1.0,140.6633,430.2256
492.5,550.5,167,1.5,140.8733,432.7797
493.0,551.0,167,2.0,140.9433,433.7431
493.5,551.5,167,2.5,141.0533,434.1066
494.0,552.0,167,3.0,141.1433,434.4833
494.5,552.5,167,3.5,141.3333,434.7333
497.0,555.0,168,3.0,141.7605,436.6633
498.0,556.0,169,1.0,142.1433,437.1666
498.5,556.5,169,1.5,142.3333,437.4333
499.0,557.0,169,2.0,142.5033,437.7833
499.5,557.5,169,2.5,142.5733,438.0333
500.0,558.0,169,3.0,142.6633,438.2833
500.5,558.5,169,3.5,142.9133,446.2333
501.0,559.0,170,1.0,142.9316,446.4833
501.5,559.5,170,1.5,143.0133,446.7333
502.0,560.0,170,2.0,143.2633,446.9833
502.5,560.5,170,2.5,143.3533,447.2933
503.0,561.0,170,3.0,143.5633,447.5433
503.5,561.5,170,3.5,143.8133,448.3799
504.0,562.0,171,1.0,143.8854,449.3233
504.5,562.5,171,1.5,143.8927,451.1333
505.0,563.0,171,2.0,143.9033,451.7633
505.5,563.5,171,2.5,143.9263,452.0133
506.0,564.0,171,3.0,143.9331,452.2633
506.5,564.5,171,3.5,143.9398,452.5732
507.0,565.0,172,1.0,143.9668,452.8433
507.5,565.5,172,1.5,143.9743,453.0933
508.0,566.0,172,2.0,144.0433,453.3433
508.5,566.5,172,2.5,144.2933,453.6066
509.0,567.0,172,3.0,144.3878,453.8633
509.5,567.5,172,3.5,144.3997,454.2597
510.0,568.0,173,1.0,144.6033,454.5633
510.5,568.5,173,1.5,144.7933,454.8133
511.0,569.0,173,2.0,145.0433,455.6033
511.5,569.5,173,2.5,145.2933,455.8666
512.0,570.0,173,3.0,145.5233,456.1466
512.5,570.5,173,3.5,145.7733,456.6533
513.0,571.0,174,1.0,146.0033,456.9033
513.5,571.5,174,1.5,146.0887,457.2532
514.0,572.0,174,2.0,146.1233,457.5233
514.5,572.5,174,2.5,146.261,457.9333
515.0,573.0,174,3.0,146.2833,458.1833
515.5,573.5,174,3.5,146.5133,458.4333
516.0,574.0,175,1.0,146.6033,458.6833
517.0,575.0,175,2.0,146.9433,460.6633
518.0,576.0,175,3.0,147.2266,461.3033
519.0,577.0,176,1.0,147.2833,461.8033
