qstamp,tstamp,measure,beat,Violin 1,Violin 2,Violin 3,Viola 1,Viola 2,Viola 3,Violoncello 1,Violoncello 2,Violoncello 3,Violone,Harpsichord
245.75,147.45,63,2.25,E5,A4,E5,C#5,G4,E4,G2,G2,G2,G1,G2
246.0,147.6,63,2.5,A5,C#5,C#5,E5,E4,A3,F#2,F#2,F#2,F#1,F#2
246.25,147.75,63,2.75,G5,C#5,C#5,E5,E4,A3,E2,E2,E2,E1,E2
246.5,147.9,63,3.0,F#5,D5,A4,A4,F#4,D4,D2,D2,D2,D1,D2
246.75,148.05,63,3.25,F#5,D5,A4,A4,F#4,D4,A3,D2,D2,D1,D2
247.0,148.2,63,3.5,D6,A5,F#5,A4,F#4,D4,D3,D2,D2,D1,D2
247.25,148.35,63,3.75,C#6,G5,E5,A4,F#4,D4,E3,D2,D2,D1,D2
247.5,148.5,63,4.0,D6,A5,D5,r,r,r,F#3,r,r,r,r
247.75,148.65,63,4.25,D6,A5,D5,r,r,r,G3,r,r,r,r
248.0,148.8,63,4.5,r,r,r,D5,F#4,D4,A3,A2,A2,A1,A2
248.25,148.95,63,4.75,r,r,r,C#5,G4,E4,G3,A2,A2,A1,A2
248.5,149.1,64,1.0,r,r,r,D5,A4,F#4,F#3,D3,D3,D2,D3
248.75,149.25,64,1.25,r,r,r,D5,A4,F#4,F#3,A3,D3,D2,D3
249.0,149.4,64,1.5,D6,A5,F#5,r,r,r,D4,D3,D3,D2,D3
249.25,149.55,64,1.75,C#6,G5,E5,r,r,r,D4,E3,D3,D2,D3
249.5,149.7,64,2.0,D6,A5,D5,r,r,r,r,F#3,r,r,r
249.75,149.85,64,2.25,D6,A5,D5,r,r,r,r,G3,r,r,r
250.0,150.0,64,2.5,r,r,r,D5,F#4,D4,A3,A3,A3,A2,A3
250.25,150.15,64,2.75,r,r,r,C#5,G4,E4,A3,G3,A3,A2,A3
250.5,150.3,64,3.0,r,r,r,D5,A4,F#4,D4,F#3,D3,D3,D4
250.75,150.45,64,3.25,r,r,r,D5,A4,F#4,D4,F#3,A3,D3,D4
251.0,150.6,64,3.5,D6,A5,F#5,r,r,r,A3,D4,D3,D3,D4
251.25,150.75,64,3.75,C#6,G5,E5,r,r,r,A3,D4,E3,D3,D4
251.5,150.9,64,4.0,D6,A5,D5,r,r,r,D3,r,F#3,r,r
251.75,151.05,64,4.25,D6,A5,D5,r,r,r,D3,r,G3,r,r
252.0,151.2,64,4.5,r,r,r,D5,F#4,D4,A2,A3,A3,A2,A3
252.25,151.35,64,4.75,r,r,r,C#5,G4,E4,A2,A3,G3,A2,A3
252.5,151.5,65,1.0,r,r,r,D5,A4,F#4,D2,D4,F#3,D2,D3
252.75,151.65,65,1.25,r,r,r,D5,A4,F#4,B3,E4,G3,D2,D3
253.0,151.8,65,1.5,r,r,r,r,r,r,A3,D4,F#3,D2,D3
253.25,151.95,65,1.75,r,r,r,r,r,r,G3,C4,E3,D2,D3
253.5,152.1,65,2.0,r,r,r,r,r,r,F#3,B3,D3,r,r
253.75,152.25,65,2.25,r,r,r,r,r,r,E3,A3,C3,r,r
254.0,152.4,65,2.5,D5,D5,D5,r,r,r,D3,G3,B2,D1,D2
254.25,152.55,65,2.75,D5,D5,D5,r,r,r,C3,F#3,A2,D1,D2
254.5,152.7,65,3.0,B4,B4,B4,r,r,r,D3,G3,G2,G1,G2
254.75,152.85,65,3.25,D5,D5,D5,r,r,r,D3,G3,G2,G1,G2
255.0,153.0,65,3.5,G4,G4,G4,r,r,r,G3,D3,B2,G1,G2
255.25,153.15,65,3.75,A4,A4,A4,r,r,r,F#3,C3,A2,G1,G2
255.5,153.3,65,4.0,B4,B4,B4,r,r,r,G3,D3,G2,r,r
255.75,153.45,65,4.25,C5,C5,C5,r,r,r,G3,D3,G2,r,r
256.0,153.6,65,4.5,D5,D5,D5,A3,F#3,D3,D3,D2,D2,D1,D2
256.25,153.75,65,4.75,C5,C5,C5,A3,F#3,D3,D3,D2,D2,D1,D2
256.5,153.9,66,1.0,B4,B4,B4,B3,G3,D3,G2,G2,G2,G1,G2
256.75,154.05,66,1.25,B4,B4,B4,D4,D4,D4,G2,G2,G2,G1,G2
257.0,154.2,66,1.5,G5,D5,B4,G3,G3,G3,G2,G2,G2,G1,G2
257.25,154.35,66,1.75,F#5,C5,A4,A3,A3,A3,G2,G2,G2,G1,G2
257.5,154.5,66,2.0,G5,D5,G4,B3,B3,B3,r,r,r,r,r
257.75,154.65,66,2.25,G5,D5,G4,C4,C4,C4,r,r,r,r,r
258.0,154.8,66,2.5,r,r,r,D4,D4,D4,F#3,F#3,F#3,F#2,F#3
258.25,154.95,66,2.75,r,r,r,C4,C4,C4,F#3,F#3,F#3,F#2,F#3
258.5,155.1,66,3.0,r,r,r,B3,B3,B3,G3,G3,G3,G2,G3
258.75,155.25,66,3.25,r,r,r,B3,B3,B3,D3,D3,D3,D2,D3
259.0,155.4,66,3.5,r,r,r,G4,D4,B3,G2,G2,G2,G1,G2
259.25,155.55,66,3.75,r,r,r,F#4,C4,A3,A2,A2,A2,A1,A2
259.5,155.7,66,4.0,r,r,r,G4,D4,G3,B2,B2,B2,B1,B2
259.75,155.85,66,4.25,r,r,r,G4,D4,G3,C3,C3,C3,C2,C3
260.0,156.0,66,4.5,G5,B4,B4,r,r,r,D3,D3,D3,D2,D3
260.25,156.15,66,4.75,F#5,C5,A4,r,r,r,C3,C3,C3,C2,C3
260.5,156.3,67,1.0,G5,D5,G4,r,r,r,B2,B2,B2,B1,B2
260.75,156.45,67,1.25,G5,D5,G4,r,r,r,D3,D3,D3,D2,D3
261.0,156.6,67,1.5,D5,B4,B4,r,r,r,G2,G2,G2,G1,G2
261.25,156.75,67,1.75,C5,C5,A4,r,r,r,A2,A2,A2,A1,A2
261.5,156.9,67,2.0,D5,B4,G4,r,r,r,B2,B2,B2,B1,B2
261.75,157.05,67,2.25,D5,B4,G4,r,r,r,C3,C3,C3,C2,C3
262.0,157.2,67,2.5,r,r,r,B4,G4,B3,D3,D3,D3,D2,D3
262.25,157.35,67,2.75,r,r,r,A4,F#4,C4,C3,C3,C3,C2,C3
262.5,157.5,67,3.0,r,r,r,B4,G4,D4,B2,B2,B2,B1,B2
262.75,157.65,67,3.25,r,r,r,B4,G4,D4,C3,C3,C3,C2,C3
263.0,157.8,67,3.5,r,r,r,G4,B3,G3,D3,D3,D3,D2,D3
263.25,157.95,67,3.75,r,r,r,F#4,C4,A3,C3,C3,C3,C2,C3
263.5,158.1,67,4.0,r,r,r,G4,D4,B3,B2,B2,B2,B1,B2
263.75,158.25,67,4.25,r,r,D4,A4,G4,A4,A2,A2,A2,A1,A2
264.0,158.4,67,4.5,r,r,E4,G4,F#4,G4,G2,G2,G2,G1,G2
264.25,158.55,67,4.75,r,r,F#4,F#4,E4,F#4,F#2,F#2,F#2,F#1,F#2
264.5,158.7,68,1.0,C#6,E5,G4,E4,E4,E4,E2,E2,E2,E1,E2
264.75,158.85,68,1.25,B5,D5,F#4,E4,E4,E4,E2,E2,E2,E1,E2
265.0,159.0,68,1.5,C#6,E5,G4,E4,E4,E4,E2,E2,E2,E1,E2
265.25,159.15,68,1.75,C#6,E5,E5,E4,E4,E4,E2,E2,E2,E1,E2
265.5,159.3,68,2.0,r,r,C#5,E4,E4,E4,r,r,r,r,r
265.75,159.45,68,2.25,r,r,B-4,E4,E4,E4,r,r,r,r,r
266.0,159.6,68,2.5,r,r,G4,E4,E4,E4,r,r,r,r,r
266.25,159.75,68,2.75,r,r,E4,E4,E4,E4,r,r,r,r,r
266.5,159.9,68,3.0,C#6,E5,G4,E4,E4,E4,E2,E2,E2,E1,E2
266.75,160.05,68,3.25,B5,D5,F#4,E4,E4,E4,E2,E2,E2,E1,E2
267.0,160.2,68,3.5,C#6,E5,G4,E4,E4,E4,E2,E2,E2,E1,E2
267.25,160.35,68,3.75,C#6,E5,E5,E4,E4,E4,E2,E2,E2,E1,E2
267.5,160.5,68,4.0,r,r,C#5,E4,E4,E4,r,r,r,r,r
267.75,160.65,68,4.25,r,r,B-4,E4,E4,E4,r,r,r,r,r
268.0,160.8,68,4.5,r,r,G4,E4,E4,E4,r,r,r,r,r
268.25,160.95,68,4.75,r,r,E4,E4,E4,E4,r,r,r,r,r
268.5,161.1,69,1.0,B-5,C#4,F#4,E4,E4,E4,E3,E3,E3,E2,E3
268.75,161.25,69,1.25,G#5,B3,E4,E4,E4,E4,E3,E3,E3,E2,E3
269.0,161.4,69,1.5,B-5,C#4,F#4,E4,E4,E4,E3,E3,E3,E2,E3
269.25,161.55,69,1.75,B-5,C#4,E5,E4,E4,E4,E3,E3,E3,E2,E3
269.5,161.7,69,2.0,r,r,C#5,E4,E4,E4,r,r,r,r,r
269.75,161.85,69,2.25,r,r,B-4,E4,E4,E4,r,r,r,r,r
270.0,162.0,69,2.5,r,r,F#4,E4,E4,E4,r,r,r,r,r
270.25,162.15,69,2.75,r,r,C#4,E4,E4,E4,r,r,r,r,r
270.5,162.3,69,3.0,B-5,C#4,F#4,E4,E4,E4,E3,E3,E3,E2,E3
270.75,162.45,69,3.25,G#5,B3,E4,E4,E4,E4,E3,E3,E3,E2,E3
271.0,162.6,69,3.5,B-5,C#4,F#4,E4,E4,E4,E3,E3,E3,E2,E3
271.25,162.75,69,3.75,B-5,C#4,E5,E4,E4,E4,E3,E3,E3,E2,E3
271.5,162.9,69,4.0,r,r,C#5,E4,E4,E4,r,r,r,r,r
271.75,163.05,69,4.25,r,r,B-4,E4,E4,E4,r,r,r,r,r
272.0,163.2,69,4.5,r,r,F#4,E4,E4,E4,r,r,r,r,r
272.25,163.35,69,4.75,r,r,C#4,E4,E4,E4,r,r,r,r,r
272.5,163.5,70,1.0,C#6,G5,E4,B-3,B-3,B-3,B-2,B-2,B-2,B-1,B-2
272.75,163.65,70,1.25,B5,F#5,D4,B-3,B-3,B-3,B-2,B-2,B-2,B-1,B-2
273.0,163.8,70,1.5,C#6,G5,E4,B-3,B-3,B-3,B-2,B-2,B-2,B-1,B-2
273.25,163.95,70,1.75,C#6,G5,C#5,B-3,B-3,B-3,B-2,B-2,B-2,B-1,B-2
273.5,164.1,70,2.0,r,r,B-4,B-3,B-3,B-3,r,r,r,r,r
273.75,164.25,70,2.25,r,r,F#4,B-3,B-3,B-3,r,r,r,r,r
274.0,164.4,70,2.5,r,r,E4,B-3,B-3,B-3,r,r,r,r,r
274.25,164.55,70,2.75,r,r,C#4,B-3,B-3,B-3,r,r,r,r,r
274.5,164.7,70,3.0,B-5,C#5,E4,F#3,F#3,F#3,F#2,F#2,F#2,F#1,F#2
274.75,164.85,70,3.25,G#5,B4,D4,F#3,F#3,F#3,F#2,F#2,F#2,F#1,F#2
275.0,165.0,70,3.5,B-5,C#5,E4,F#3,F#3,F#3,F#2,F#2,F#2,F#1,F#2
275.25,165.15,70,3.75,B-5,C#5,C#5,F#3,F#3,F#3,F#2,F#2,F#2,F#1,F#2
275.5,165.3,70,4.0,r,r,B-4,F#3,F#3,F#3,r,r,r,r,r
275.75,165.45,70,4.25,r,r,F#4,F#3,F#3,F#3,r,r,r,r,r
276.0,165.6,70,4.5,B5,F#5,E4,F#3,F#3,F#3,r,r,r,r,r
276.25,165.75,70,4.75,B-5,E5,C#4,F#3,F#3,F#3,r,r,r,r,r
276.5,165.9,71,1.0,B5,F#5,D4,B3,B3,B3,B2,B2,B2,B1,B2
277.0,166.2,71,1.5,F#5,D5,B4,D5,B4,F#4,B3,B3,B3,B2,B3
277.25,166.35,71,1.75,E5,C#5,B-4,D5,B4,F#4,B3,B3,B3,B2,B3
277.5,166.5,71,2.0,F#5,D5,B4,B4,F#4,D4,B3,B3,B3,B2,B3
278.0,166.8,71,2.5,B5,F#5,D5,F#4,D4,B3,B2,B2,B2,B1,B2
278.25,166.95,71,2.75,B-5,E5,C#5,F#4,D4,B3,B2,B2,B2,B1,B2
278.5,167.1,71,3.0,B5,F#5,D5,B4,F#4,D4,B2,B2,B2,B1,B2
279.0,167.4,71,3.5,D5,B4,F#4,D5,B4,F#4,B3,B3,B3,B2,B3
279.25,167.55,71,3.75,C#5,B-4,E4,D5,B4,F#4,B3,B3,B3,B2,B3
279.5,167.7,71,4.0,D5,B4,F#4,B4,F#4,D4,B3,B3,B3,B2,B3
280.0,168.0,71,4.5,B5,F#5,D5,F#4,D4,B3,B2,B2,B2,B1,B2
280.25,168.15,71,4.75,B-5,E5,C#5,F#4,D4,B3,B2,B2,B2,B1,B2
280.5,168.3,72,1.0,B5,F#5,D5,B4,F#4,D4,B2,B2,B2,B1,B2
281.0,168.6,72,1.5,B4,B4,B4,D5,D5,D5,B3,B3,B3,B2,B3
281.25,168.75,72,1.75,C#5,C#5,C#5,C#5,C#5,C#5,A3,A3,A3,A2,A3
281.5,168.9,72,2.0,D5,D5,D5,B4,B4,B4,G3,G3,G3,G2,G3
282.0,169.2,72,2.5,E5,E5,E5,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
282.25,169.35,72,2.75,E5,E5,E5,G4,G4,G4,E3,E3,E3,E2,E3
282.5,169.5,72,3.0,F#5,F#5,F#5,F#4,F#4,F#4,D3,D3,D3,D2,D3
282.75,169.65,72,3.25,E5,E5,E5,F#4,F#4,F#4,D3,D3,D3,D2,D3
283.0,169.8,72,3.5,F#5,F#5,F#5,E4,E4,E4,C#3,C#3,C#3,C#2,C#3
283.25,169.95,72,3.75,G5,G5,G5,D4,D4,D4,B2,B2,B2,B1,B2
283.5,170.1,72,4.0,F#5,F#5,F#5,C#4,C#4,C#4,B-2,B-2,B-2,B-1,B-2
283.75,170.25,72,4.25,E5,E5,E5,C#4,C#4,C#4,B-2,B-2,B-2,B-1,B-2
284.0,170.4,72,4.5,D5,D5,D5,B-4,B-4,B-4,F#2,F#2,F#2,F#1,F#2
284.25,170.55,72,4.75,C#5,C#5,C#5,B-4,B-4,B-4,F#2,F#2,F#2,F#1,F#2
284.5,170.7,73,1.0,D5,D5,D5,B4,B4,B4,B2,B2,B2,B1,B2
284.75,170.85,73,1.25,E5,E5,E5,B4,B4,B4,B2,B2,B2,B1,B2
285.0,171.0,73,1.5,D5,D5,D5,B3,B3,B3,B3,B3,B3,B2,B3
285.25,171.15,73,1.75,E5,E5,E5,B3,B3,B3,A3,A3,A3,A2,A3
285.5,171.3,73,2.0,E5,E5,E5,B3,B3,B3,G3,G3,G3,G2,G3
286.0,171.6,73,2.5,E5,E5,E5,B4,B4,B4,F#3,F#3,F#3,F#2,F#3
286.25,171.75,73,2.75,D5,D5,D5,B4,B4,B4,E3,E3,E3,E2,E3
286.375,171.825,73,2.875,E5,E5,E5,B4,B4,B4,E3,E3,E3,E2,E3
286.5,171.9,73,3.0,F#5,F#5,F#5,B4,B4,B4,D3,D3,D3,D2,D3
286.75,172.05,73,3.25,F#5,F#5,F#5,B4,B4,B4,C#3,C#3,C#3,C#2,C#3
287.0,172.2,73,3.5,B5,B5,B5,B3,B3,B3,D3,D3,D3,D2,D3
287.25,172.35,73,3.75,B-5,B-5,B-5,B3,B3,B3,E3,E3,E3,E2,E3
287.5,172.5,73,4.0,B5,B5,B5,B3,B3,B3,D3,D3,D3,D2,D3
287.75,172.65,73,4.25,B5,B5,B5,B3,B3,B3,E3,E3,E3,E2,E3
288.0,172.8,73,4.5,F#5,F#5,F#5,B4,B4,B4,D3,D3,D3,D2,D3
288.25,172.95,73,4.75,E5,E5,E5,B4,B4,B4,C#3,C#3,C#3,C#2,C#3
288.5,173.1,74,1.0,D5,D5,D5,F#4,F#4,F#4,B2,B2,B2,B1,B2
289.0,173.4,74,1.5,C#5,C#5,C#5,E4,E4,E4,G3,G3,G3,G2,G3
289.25,173.55,74,1.75,B4,B4,B4,D4,D4,D4,G3,G3,G3,G2,G3
289.5,173.7,74,2.0,C#5,C#5,C#5,E4,E4,E4,E3,E3,E3,E2,E3
290.0,174.0,74,2.5,B4,B4,B4,D4,D4,D4,F#3,F#3,F#3,F#2,F#3
290.25,174.15,74,2.75,B-4,B-4,B-4,C#4,C#4,C#4,F#3,F#3,F#3,F#2,F#3
290.5,174.3,74,3.0,G5,G5,G5,G4,G4,G4,G3,G3,G3,G2,G3
291.25,174.75,74,3.75,F#5,F#5,F#5,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
291.5,174.9,74,4.0,E5,E5,E5,E4,E4,E4,E3,E3,E3,E2,E3
291.75,175.05,74,4.25,D5,D5,D5,D4,D4,D4,D3,D3,D3,D2,D3
292.0,175.2,74,4.5,C#5,C#5,C#5,C#4,C#4,C#4,C#3,C#3,C#3,C#2,C#3
292.25,175.35,74,4.75,B4,B4,B4,B3,B3,B3,B2,B2,B2,B1,B2
292.5,175.5,75,1.0,F#5,F#4,D4,B4,F#4,D4,D3,D3,D3,D2,D3
293.0,175.8,75,1.5,F#5,B4,G4,B4,E4,C#4,E3,E3,E3,E2,E3
293.25,175.95,75,1.75,G5,B4,G4,B4,D4,C#4,E3,E3,E3,E2,E3
293.5,176.1,75,2.0,C#5,B4,F#4,F#4,C#4,C#4,F#3,F#3,F#3,F#2,F#3
294.0,176.4,75,2.5,C#5,B-4,F#4,F#4,C#4,F#3,F#2,F#2,F#2,F#1,F#2
294.25,176.55,75,2.75,B4,B-4,F#4,F#4,C#4,F#3,F#2,F#2,F#2,F#1,F#2
294.5,176.7,75,3.0,B4,B4,D4,F#4,D4,F#3,B2,B2,B2,B1,B2
295.0,177.0,75,3.5,B4,B4,D4,F#4,D4,F#3,B3,F#3,D3,B1,B2
295.25,177.15,75,3.75,B4,B4,D4,F#4,D4,F#3,B-3,E3,C#3,B1,B2
295.5,177.3,75,4.0,r,r,r,r,r,r,B3,F#3,D3,B1,B2
296.0,177.6,75,4.5,r,r,r,r,r,r,D4,B3,F#3,B1,B2
296.25,177.75,75,4.75,r,r,r,r,r,r,C#4,B-3,E3,B1,B2
296.5,177.9,76,1.0,r,r,r,r,r,r,D4,B3,F#3,B1,B2
297.0,178.2,76,1.5,r,r,r,F#4,D4,B3,r,r,r,B1,B2
297.25,178.35,76,1.75,r,r,r,E4,C#4,B-3,r,r,r,B1,B2
297.5,178.5,76,2.0,r,r,r,F#4,D4,B3,r,r,r,B1,B2
298.0,178.8,76,2.5,r,r,r,B4,F#4,D4,r,r,r,B1,B2
298.25,178.95,76,2.75,r,r,r,B-4,E4,C#4,r,r,r,B1,B2
298.5,179.1,76,3.0,r,r,r,B4,F#4,D4,r,r,r,B1,B2
299.0,179.4,76,3.5,D5,B4,F#4,r,r,r,r,r,r,B1,B2
299.25,179.55,76,3.75,C#5,B-4,E4,r,r,r,r,r,r,B1,B2
299.5,179.7,76,4.0,D5,B4,F#4,r,r,r,r,r,r,B1,B2
300.0,180.0,76,4.5,F#5,D5,B4,r,r,r,B2,B2,B2,B1,B2
300.25,180.15,76,4.75,E5,C#5,B-4,r,r,r,C#3,C#3,C#3,C#2,C#3
300.5,180.3,77,1.0,F#5,B4,B4,r,r,r,D3,D3,D3,D2,D3
301.0,180.6,77,1.5,F#5,D5,B4,B4,D4,B3,G3,G3,G3,G2,G3
301.25,180.75,77,1.75,F#5,D5,B4,B-4,E4,C#4,F#3,F#3,F#3,F#2,F#3
301.5,180.9,77,2.0,F#5,D5,B4,B4,D4,B3,G3,G3,G3,G2,G3
302.0,181.2,77,2.5,E5,C#5,G4,B4,G4,E4,C#3,C#3,C#3,C#2,C#3
302.25,181.35,77,2.75,D5,D5,A4,B4,G4,E4,B2,B2,B2,B1,B2
302.5,181.5,77,3.0,E5,C#5,G4,B4,G4,E4,C#3,C#3,C#3,C#2,C#3
303.0,181.8,77,3.5,E5,C#5,F#4,B-4,F#4,C#4,F#3,F#3,F#3,F#2,F#3
303.25,181.95,77,3.75,E5,C#5,F#4,G#4,G4,D4,E3,E3,E3,E2,E3
303.5,182.1,77,4.0,E5,C#5,F#4,B-4,F#4,C#4,F#3,F#3,F#3,F#2,F#3
304.0,182.4,77,4.5,D5,B4,F#4,B4,F#4,D4,B2,B2,B2,B1,B2
304.25,182.55,77,4.75,C#5,C#5,G4,E4,C#4,E4,B-2,B-2,B-2,B-1,B-2
304.5,182.7,78,1.0,D5,B4,F#4,B3,F#4,D4,B2,B2,B2,B1,B2
305.0,183.0,78,1.5,D5,B4,G4,G4,B3,E4,E3,E3,E3,E2,E3
305.25,183.15,78,1.75,C#5,C#5,G4,G4,B3,E4,E3,E3,E3,E2,E3
305.5,183.3,78,2.0,C#5,B-4,F#4,C#4,F#4,E4,F#3,F#3,F#3,F#2,F#3
306.0,183.6,78,2.5,C#5,B-4,F#4,F#4,C#4,B-3,F#2,F#2,F#2,F#1,F#2
306.25,183.75,78,2.75,B4,B4,F#4,F#4,C#4,B-3,F#2,F#2,F#2,F#1,F#2
306.5,183.9,78,3.0,B4,B4,F#4,D4,D4,F#3,B2,B2,B2,B1,B2
307.0,184.2,78,3.5,B4,B4,F#4,D4,D4,F#3,C3,C3,C3,C2,C3
307.5,184.5,78,4.0,r,r,r,r,r,r,B2,B2,B2,B1,B2
308.0,184.8,78,4.5,r,G4,r,r,r,r,A2,A2,A2,A1,A2
308.25,184.95,78,4.75,r,F#4,r,r,r,r,A2,A2,A2,A1,A2
308.5,185.1,79,1.0,G4,G4,r,G3,G3,G3,G2,G2,G2,G1,G2
309.0,185.4,79,1.5,G4,D4,r,F#3,F#3,F#3,G2,G2,G2,G1,G2
309.25,185.55,79,1.75,G4,C4,r,F#3,F#3,F#3,G2,G2,G2,G1,G2
309.5,185.7,79,2.0,B4,D4,r,G3,G3,G3,r,r,r,r,r
310.0,186.0,79,2.5,B4,G4,r,A3,A3,A3,r,r,r,r,r
310.25,186.15,79,2.75,B4,F#4,r,A3,A3,A3,r,r,r,r,r
310.5,186.3,79,3.0,D5,G4,r,B3,B3,B3,r,r,r,r,r
311.0,186.6,79,3.5,D5,B3,r,C4,C4,C4,r,r,r,r,r
311.25,186.75,79,3.75,D5,A3,r,C4,C4,C4,r,r,r,r,r
311.5,186.9,79,4.0,r,B3,r,B3,B3,B3,r,r,r,r,r
312.0,187.2,79,4.5,D5,G4,r,A3,A3,A3,r,r,r,r,r
312.25,187.35,79,4.75,D5,F#4,r,A3,A3,A3,r,r,r,r,r
312.5,187.5,80,1.0,B4,G4,r,G3,G3,G3,r,r,r,r,r
313.0,187.8,80,1.5,D5,G3,r,F#3,F#3,F#3,r,r,r,r,r
313.25,187.95,80,1.75,D5,A3,r,F#3,F#3,F#3,r,r,r,r,r
313.5,188.1,80,2.0,G5,B3,r,E3,E3,E3,r,r,r,r,r
313.75,188.25,80,2.25,B5,B3,r,E3,E3,E3,r,r,r,r,r
314.0,188.4,80,2.5,A5,C#4,r,A3,A3,A3,r,r,r,r,r
314.25,188.55,80,2.75,G5,C#4,r,A3,A3,A3,r,r,r,r,r
314.5,188.7,80,3.0,F#5,D4,r,D4,D4,D4,r,r,r,r,r
314.75,188.85,80,3.25,G5,D4,r,D4,D4,D4,r,r,r,r,r
315.0,189.0,80,3.5,A5,D4,r,D3,D3,D3,r,r,r,r,r
315.25,189.15,80,3.75,G5,D4,r,D3,D3,D3,r,r,r,r,r
315.5,189.3,80,4.0,F#5,r,r,F#3,F#3,F#3,r,r,r,r,r
315.75,189.45,80,4.25,E5,r,r,F#3,F#3,F#3,r,r,r,r,r
316.0,189.6,80,4.5,D5,r,r,A3,A3,A3,r,r,r,r,r
316.25,189.75,80,4.75,C#5,r,r,A3,A3,A3,r,r,r,r,r
316.5,189.9,81,1.0,D5,D4,r,D4,D4,D4,D3,D3,D3,D2,D3
317.0,190.2,81,1.5,A4,D4,r,D4,D4,D4,C#3,C#3,C#3,C#2,C#3
317.25,190.35,81,1.75,G4,D4,r,D4,D4,D4,C#3,C#3,C#3,C#2,C#3
317.5,190.5,81,2.0,A4,F#4,r,r,r,r,D3,D3,D3,D2,D3
318.0,190.8,81,2.5,D5,F#4,r,r,r,r,E3,E3,E3,E2,E3
318.25,190.95,81,2.75,C#5,F#4,r,r,r,r,E3,E3,E3,E2,E3
318.5,191.1,81,3.0,D5,A4,r,r,r,r,F#3,F#3,F#3,F#2,F#3
319.0,191.4,81,3.5,F#4,A4,r,r,r,r,G3,G3,G3,G2,G3
319.25,191.55,81,3.75,E4,A4,r,r,r,r,G3,G3,G3,G2,G3
319.5,191.7,81,4.0,F#4,r,r,r,r,r,F#3,F#3,F#3,F#2,F#3
320.0,192.0,81,4.5,D5,A4,r,r,r,r,E3,E3,E3,E2,E3
320.25,192.15,81,4.75,C#5,A4,r,r,r,r,E3,E3,E3,E2,E3
320.5,192.3,82,1.0,D5,F#4,r,r,r,r,D3,D3,D3,D2,D3
321.0,192.6,82,1.5,D4,A4,r,r,r,r,C#3,C#3,C#3,C#2,C#3
321.25,192.75,82,1.75,E4,A4,r,r,r,r,C#3,C#3,C#3,C#2,C#3
321.5,192.9,82,2.0,F#4,D5,r,r,r,r,B2,B2,B2,B1,B2
321.75,193.05,82,2.25,F#4,F#5,r,r,r,r,B2,B2,B2,B1,B2
322.0,193.2,82,2.5,G#4,E5,r,r,r,r,E3,E3,E3,E2,E3
322.25,193.35,82,2.75,G#4,D5,r,r,r,r,E3,E3,E3,E2,E3
322.5,193.5,82,3.0,A4,C#5,r,r,r,r,A2,A2,A2,A1,A2
322.75,193.65,82,3.25,A4,D5,r,r,r,r,A2,A2,A2,A1,A2
323.0,193.8,82,3.5,A4,E5,r,r,r,r,A2,A2,A2,A1,A2
323.25,193.95,82,3.75,A4,D5,r,r,r,r,A2,A2,A2,A1,A2
323.5,194.1,82,4.0,r,C#5,r,r,r,r,r,r,r,r,r
323.75,194.25,82,4.25,r,B4,r,r,r,r,r,r,r,r,r
324.0,194.4,82,4.5,C#5,A4,r,r,r,r,A2,A2,A2,A1,A2
324.25,194.55,82,4.75,C#5,G4,r,r,r,r,A2,A2,A2,A1,A2
324.5,194.7,83,1.0,D5,F#4,r,r,r,r,D3,D3,D3,D2,D3
324.75,194.85,83,1.25,C#5,E4,r,r,r,r,D3,D3,D3,D2,D3
325.0,195.0,83,1.5,D5,F#4,r,r,r,r,D2,D2,D2,D1,D2
325.25,195.15,83,1.75,E5,G4,r,r,r,r,D2,D2,D2,D1,D2
325.5,195.3,83,2.0,D5,F#4,r,r,r,r,F#2,F#2,F#2,F#1,F#2
325.75,195.45,83,2.25,F#5,A4,r,r,r,r,F#2,F#2,F#2,F#1,F#2
326.0,195.6,83,2.5,C#5,E4,r,r,r,r,A2,A2,A2,A1,A2
326.25,195.75,83,2.75,E5,G4,r,r,r,r,A2,A2,A2,A1,A2
326.5,195.9,83,3.0,D5,F#4,r,r,r,r,D3,D3,D3,D2,D3
326.75,196.05,83,3.25,E5,F#4,r,r,r,r,D3,D3,D3,D2,D3
327.0,196.2,83,3.5,F#5,F#4,r,r,r,r,D3,D3,D3,D2,D3
327.25,196.35,83,3.75,E5,F#4,r,r,r,r,D3,D3,D3,D2,D3
327.5,196.5,83,4.0,D5,r,r,r,r,r,r,r,r,r,r
327.75,196.65,83,4.25,C5,r,r,r,r,r,r,r,r,r,r
328.0,196.8,83,4.5,B4,F#4,r,r,r,r,D3,D3,D3,D2,D3
328.25,196.95,83,4.75,A4,F#4,r,r,r,r,D3,D3,D3,D2,D3
328.5,197.1,84,1.0,B4,G4,r,r,r,r,G3,G3,G3,G2,G3
328.75,197.25,84,1.25,A4,F#4,r,r,r,r,G3,G3,G3,G2,G3
329.0,197.4,84,1.5,B4,G4,r,r,r,r,G2,G2,G2,G1,G2
329.25,197.55,84,1.75,C5,A4,r,r,r,r,G2,G2,G2,G1,G2
329.5,197.7,84,2.0,B4,G4,r,r,r,r,B2,B2,B2,B1,B2
329.75,197.85,84,2.25,D5,B4,r,r,r,r,B2,B2,B2,B1,B2
