score_qstamp,qstamp,measure,beat,246972_tstamp,831985_tstamp,728903_tstamp,728916_tstamp,728893_tstamp,728898_tstamp,729161_tstamp,728923_tstamp,736748_tstamp,728931_tstamp,728940_tstamp,728935_tstamp,728927_tstamp,728907_tstamp,728911_tstamp,728944_tstamp,728958_tstamp,728961_tstamp
378.0,378.0,127,3.0,66.2124,66.2124,67.5724,66.8524,62.0324,222.5524,62.4924,66.9324,75.0524,64.5724,66.2969,64.9124,63.2724,62.8124,67.6924,59.0124,62.7124,60.2324
379.0,379.0,128,1.0,66.3848,66.3848,67.7448,67.0248,62.2048,222.7248,62.6792,67.1048,75.2448,64.7448,66.4448,65.0648,63.4448,62.9848,67.8648,59.1448,62.8848,60.4048
380.0,380.0,128,2.0,66.5172,66.5172,67.9172,67.2372,62.3772,222.8972,62.9372,67.2772,75.4172,64.9172,66.6172,65.2372,63.6372,63.1572,68.0372,59.3172,63.0572,60.6172
381.0,381.0,128,3.0,66.6897,66.6897,68.1097,67.4097,62.5297,223.0497,63.1594,67.4097,75.5897,65.0897,66.7897,65.4097,63.8097,63.3297,68.2097,59.4697,63.2297,60.8097
382.0,382.0,129,1.0,66.8621,66.8621,68.2821,67.5621,62.7021,223.2221,63.3621,67.5621,75.7821,65.2621,66.9621,65.5821,63.9821,63.4821,68.3821,59.6421,63.4021,60.9821
383.0,383.0,129,2.0,67.0145,67.0145,68.4545,67.7145,62.8745,223.3945,63.5345,67.7345,75.9545,65.4345,67.1345,65.7545,64.1545,63.6145,68.5145,59.7945,63.5745,61.1545
384.0,384.0,129,3.0,67.1869,67.1869,68.6269,67.8869,63.0069,223.5669,63.6469,67.9069,76.1338,65.6069,67.3008,65.9269,64.3069,63.7869,68.6869,59.9669,63.7469,61.3269
385.0,385.0,130,1.0,67.3593,67.3593,68.7993,68.0593,63.1793,223.7393,63.6799,68.0793,76.3393,65.7793,67.3199,66.0793,64.4793,63.9193,68.8593,60.1193,63.9193,61.4993
386.0,386.0,130,2.0,67.5917,67.5917,68.9917,68.2317,63.3917,223.9517,63.7917,68.2634,76.5717,65.9717,67.4917,66.2517,64.6717,64.0917,69.0434,60.2917,64.0917,61.6117
387.0,387.0,130,3.0,67.7641,67.7641,69.1641,68.4041,63.5641,224.1241,63.9041,68.4441,76.7441,66.1441,67.6841,66.4041,64.8441,64.2641,69.2241,60.4441,64.2641,61.7841
388.0,388.0,131,1.0,67.9366,67.9366,69.3366,68.5766,63.7166,224.2966,64.0166,68.5966,76.9166,66.3166,67.8566,66.5166,65.0166,64.4366,69.3966,60.5966,64.3966,61.9166
389.0,389.0,131,2.0,68.109,68.109,69.529,68.769,63.889,224.469,64.189,68.769,77.138,66.489,68.029,66.689,65.169,64.609,69.569,60.769,64.569,62.069
390.0,390.0,131,3.0,68.2814,68.2814,69.7014,68.9414,64.0414,224.6214,64.3214,68.9414,77.3228,66.6614,68.2014,66.8614,65.3414,64.7614,69.7414,60.9014,64.7414,62.2414
391.0,391.0,132,1.0,68.4538,68.4538,69.8738,69.1138,64.2138,224.7738,64.4938,69.1138,77.5138,66.8338,68.3738,67.0138,65.5138,64.9138,69.9138,61.0738,64.8938,62.3538
392.0,392.0,132,2.0,68.6462,68.6462,70.0662,69.2862,64.3862,224.9462,64.6662,69.2862,77.7324,67.0262,68.5062,67.1862,65.6862,65.0862,70.0862,61.2462,65.1062,62.5262
393.0,393.0,132,3.0,68.8186,68.8186,70.2386,69.4586,64.5586,225.1186,64.8386,69.4586,77.9186,67.1986,68.6786,67.3586,65.8586,65.2586,70.2586,61.4186,65.2786,62.6986
394.0,394.0,133,1.0,68.991,68.991,70.411,69.631,64.731,225.291,65.011,69.631,78.111,67.351,68.991,67.531,66.031,65.391,70.431,61.531,65.451,62.8655
395.0,395.0,133,2.0,69.1634,69.1634,70.5834,69.8034,64.8834,225.4634,65.1434,69.8034,78.3034,67.5234,69.1634,67.7034,66.2034,65.5634,70.5834,61.7034,65.6234,62.9758
396.0,396.0,133,3.0,69.3359,69.3359,70.7559,69.958,65.0559,225.6359,65.2559,69.9559,78.4759,67.6959,69.3359,67.8759,66.3759,65.6986,70.7559,61.8559,65.7959,63.1359
397.0,397.0,134,1.0,69.5083,69.5083,70.9366,70.1283,65.2283,225.8083,65.4283,70.1483,78.6649,67.9083,69.4483,68.0483,66.5483,65.8683,70.9283,62.0283,65.9683,63.1683
398.0,398.0,134,2.0,69.7207,69.7207,71.1407,70.3207,65.4407,226.0207,65.6207,70.3607,78.9007,68.1007,69.6207,68.2007,66.7207,66.0407,71.1207,62.2007,66.1407,63.2176
399.0,399.0,134,3.0,69.8931,69.8931,71.3131,70.4931,65.6131,226.1931,65.7931,70.5331,79.0993,68.2731,69.7931,68.3731,66.8931,66.2131,71.2931,62.3731,66.2731,63.3731
400.0,400.0,135,1.0,70.0655,70.0655,71.4655,70.6655,65.7655,226.3655,65.9055,70.7055,79.2855,68.4255,69.8732,68.5055,67.0655,66.3855,71.4655,62.5055,66.4055,63.4855
401.0,401.0,135,2.0,70.2379,70.2379,71.6579,70.8379,65.9379,226.5379,66.0579,70.8779,79.4579,68.5979,69.9979,68.6779,67.2179,66.5379,71.6179,62.6779,66.5779,63.6579
402.0,402.0,135,3.0,70.4103,70.4103,71.8303,71.0103,66.0903,226.7103,66.2103,71.0303,79.6509,68.7703,70.1703,68.8503,67.3903,66.7103,71.7903,62.8103,66.7503,63.7703
403.0,403.0,136,1.0,70.5828,70.5828,72.0228,71.1828,66.2628,226.8828,66.3828,71.2028,79.8428,68.9456,70.3428,69.0028,67.5628,66.8628,71.9628,62.9828,66.9228,63.9228
404.0,404.0,136,2.0,70.7704,70.7704,72.1952,71.3552,66.4352,227.0352,66.5552,71.3752,80.0304,69.1352,70.5152,69.1552,67.7552,67.0152,72.1352,63.1552,67.1104,64.0952
405.0,405.0,136,3.0,70.9476,70.9476,72.3676,71.5276,66.6076,227.2076,66.7276,71.5476,80.2352,69.3076,70.6676,69.3276,67.9276,67.1876,72.3076,63.3276,67.2876,64.2676
406.0,406.0,137,1.0,71.12,71.12,72.54,71.7,66.76,227.38,66.86,71.7,80.42,69.48,70.84,69.5,68.1,67.34,72.48,63.5,67.46,64.44
407.0,407.0,137,2.0,71.3124,71.3124,72.7124,71.8724,66.9324,227.5524,67.0324,71.8724,80.6048,69.6524,70.9962,69.6724,68.2724,67.5124,72.6524,63.6562,67.6324,64.5962
408.0,408.0,137,3.0,71.4848,71.4848,72.8848,72.0448,67.1048,227.7248,67.1648,72.0448,80.7896,69.8248,71.0332,69.8448,68.4448,67.6448,72.8048,63.8048,67.8048,64.7448
409.0,409.0,138,1.0,71.6572,71.6572,73.0572,72.2172,67.2772,227.8972,67.3372,72.2172,81.0172,69.9972,71.1372,70.0172,68.6172,67.8172,72.9772,63.9772,67.9772,64.9172
410.0,410.0,138,2.0,71.8697,71.8697,73.2897,72.4097,67.4497,228.0897,67.5097,72.4097,81.2497,70.1897,71.3097,70.1897,68.7897,67.9897,73.1897,64.1497,68.1497,65.0897
411.0,411.0,138,3.0,72.0421,72.0421,73.4621,72.5821,67.6221,228.2621,67.6421,72.5821,81.4221,70.4021,71.4821,70.3621,68.9621,68.1421,73.3621,64.3021,68.2821,65.1821
412.0,412.0,139,1.0,72.2145,72.2145,73.6345,72.769,67.7945,228.4345,67.8145,72.7545,81.609,70.5745,71.6545,70.5345,69.1345,68.3145,73.5345,64.4545,68.4545,65.3545
413.0,413.0,139,2.0,72.3869,72.3869,73.8069,72.9469,67.9669,228.6069,67.9469,72.9269,81.8069,70.7469,71.889,70.6469,69.3069,68.4869,73.7069,64.6269,68.6269,65.5269
414.0,414.0,139,3.0,72.5593,72.5593,73.9793,73.1193,68.1393,228.7793,68.1193,73.0993,81.9793,70.8997,72.1793,70.8193,69.4793,68.6393,73.8793,64.7593,68.7593,65.6793
415.0,415.0,140,1.0,72.7317,72.7317,74.1517,73.2917,68.3117,228.9517,68.2717,73.2717,82.1634,71.0717,72.6517,70.9917,69.6517,68.7917,74.0517,64.9317,68.9517,65.8117
416.0,416.0,140,2.0,72.9041,72.9041,74.3441,73.4641,68.4841,229.1041,68.4441,73.4241,82.3641,71.2641,72.8241,71.1641,69.8241,68.9441,74.2041,65.1041,69.1241,65.9841
417.0,417.0,140,3.0,73.0766,73.0766,74.5166,73.6366,68.6566,229.2766,68.6166,73.5966,82.5566,71.4366,72.9966,71.3166,69.9966,69.1166,74.3766,65.2566,69.2966,66.1566
418.0,418.0,141,1.0,73.249,73.249,74.689,73.809,68.829,229.449,68.769,73.769,82.729,71.609,73.169,71.489,70.169,69.289,74.529,65.429,69.469,66.329
419.0,419.0,141,2.0,73.4214,73.4214,74.8614,73.9614,68.9814,229.6214,68.9014,73.9414,82.9228,71.7814,73.3414,71.6614,70.3414,69.4614,74.7014,65.5814,69.6414,66.4907
420.0,420.0,141,3.0,73.5938,73.5938,75.0338,74.1338,69.1338,229.7938,69.0738,74.1138,83.1138,71.9538,73.5138,71.8138,70.4938,69.6138,74.8379,65.7338,69.8138,66.6338
421.0,421.0,142,1.0,73.7662,73.7662,75.2062,74.3062,69.3062,229.9662,69.2462,74.2662,83.3062,72.1262,73.6862,71.9862,70.6662,69.7662,75.0062,65.8862,69.9862,66.8062
422.0,422.0,142,2.0,73.9386,73.9386,75.3986,74.4786,69.4586,230.1586,69.3786,74.4386,83.4986,72.2986,73.8586,72.1586,70.8386,69.9386,75.1786,66.0586,70.1586,66.9586
423.0,423.0,142,3.0,74.111,74.111,75.5555,74.631,69.631,230.331,69.551,74.591,83.671,72.471,74.031,72.311,71.011,70.071,75.331,66.211,70.291,67.071
424.0,424.0,143,1.0,74.2834,74.2834,75.7234,74.8034,69.8034,230.5034,69.6834,74.7634,83.8834,72.6434,74.1034,72.4834,71.1834,70.2234,75.5034,66.3834,70.4634,67.2434
425.0,425.0,143,2.0,74.4759,74.4759,75.9159,74.9759,69.9759,230.6759,69.8559,74.9159,84.0559,72.8159,74.2627,72.6559,71.3559,70.3959,75.6759,66.5159,70.6359,67.4159
426.0,426.0,143,3.0,74.6483,74.6483,76.0883,75.1483,70.1483,230.8483,69.9883,75.0883,84.2883,72.9883,74.3483,72.8083,71.5083,70.5683,75.8483,66.6883,70.8083,67.5483
427.0,427.0,144,1.0,74.8214,74.8214,76.2607,75.3207,70.3007,231.0207,70.1607,75.2614,84.4807,73.2007,74.5207,72.9807,71.6607,70.7407,76.0214,66.8607,70.9807,67.7207
427.5,427.5,144,1.5,74.9269,74.9269,76.3869,75.4069,70.3869,231.1269,70.2469,75.3669,84.6069,73.3069,74.6069,73.0669,71.7469,70.8269,76.1669,66.9469,71.0669,67.8138
428.0,428.0,144,2.0,75.0131,75.0131,76.4731,75.5062,70.4731,231.2131,70.3331,75.4531,84.6931,73.3931,74.6931,73.1531,71.8331,70.9131,76.2531,67.0331,71.1531,67.9131
428.5,428.5,144,2.5,75.1193,75.1193,76.5593,75.5993,70.5593,231.2993,70.4593,75.5393,84.7793,73.4793,74.7793,73.2393,71.9193,70.9993,76.3393,67.1193,71.2393,67.9993
429.0,429.0,144,3.0,75.2055,75.2055,76.6455,75.6855,70.6455,231.3855,70.5455,75.6255,84.8655,73.5655,74.8655,73.3255,72.0055,71.0855,76.4255,67.1855,71.3255,68.0855
429.5,429.5,144,3.5,75.2917,75.2917,76.7317,75.7717,70.7517,231.4372,70.6223,75.7117,84.9517,73.6517,74.9517,73.4117,72.0917,71.1717,76.5117,67.2479,71.4117,68.1303
430.0,430.0,145,1.0,75.3779,75.3779,76.8179,75.8579,70.8379,231.5179,70.6396,75.7979,85.0379,73.7379,75.0379,73.4979,72.1779,71.2179,76.5979,67.2979,71.4779,68.1779
430.5,430.5,145,1.5,75.4841,75.4841,76.9041,75.9441,70.9241,231.6241,70.7241,75.9441,85.2241,73.9441,75.1241,73.5841,72.2641,71.3041,76.6841,67.3841,71.5641,68.2641
431.0,431.0,145,2.0,75.5703,75.5703,76.9903,76.0303,71.0103,231.7103,70.8103,76.0303,85.3103,74.0303,75.2103,73.6703,72.3503,71.3903,76.7703,67.4703,71.6503,68.3503
431.5,431.5,145,2.5,75.6766,75.6566,77.0766,76.1166,71.0966,231.7966,70.8842,76.1166,85.3966,74.1166,75.2883,73.7566,72.4366,71.4766,76.8081,67.5566,71.7366,68.4366
432.0,432.0,145,3.0,75.7628,75.7428,77.1628,76.2028,71.1828,231.8828,70.9228,76.2028,85.4828,74.1366,75.3628,73.8428,72.5228,71.5628,76.8228,67.6428,71.8228,68.4828
432.5,432.5,145,3.5,75.849,75.829,77.249,76.289,71.269,231.969,71.009,76.2845,85.569,74.189,75.449,73.929,72.609,71.649,76.8429,67.729,71.909,68.5645
433.0,433.0,146,1.0,75.9352,75.9304,77.3352,76.3752,71.3552,232.0704,71.0952,76.3552,85.6856,74.2752,75.5352,74.0152,72.6952,71.7152,76.8465,67.7952,71.9952,68.6352
433.5,433.5,146,1.5,76.0414,76.0414,77.4214,76.4614,71.4414,232.1614,71.1814,76.4414,85.7814,74.3614,75.6214,74.0814,72.7814,71.7614,76.8501,67.8807,72.0814,68.7214
434.0,434.0,146,2.0,76.1276,76.1276,77.5076,76.5476,71.5276,232.2476,71.2676,76.5276,85.8676,74.4476,75.7076,74.1676,72.8676,71.8476,76.8536,67.9476,72.1676,68.8076
434.5,434.5,146,2.5,76.1969,76.1969,77.5938,76.6338,71.6138,232.3338,71.3538,76.6138,85.9538,74.5338,75.7938,74.2538,72.9538,71.9338,76.8572,68.0338,72.2338,68.8938
435.0,435.0,146,3.0,76.28,76.28,77.68,76.74,71.7,232.42,71.44,76.7,86.04,74.62,75.88,74.34,73.04,72.02,76.88,68.12,72.32,68.98
435.5,435.5,146,3.5,76.3662,76.3662,77.7662,76.8262,71.7862,232.5062,71.5262,76.7862,86.1262,74.7062,75.9662,74.4262,73.1262,72.1062,76.8908,68.2062,72.3862,69.0531
436.0,436.0,147,1.0,76.4524,76.4524,77.8524,76.9124,71.8724,232.5924,71.6124,76.8724,86.2248,74.7924,76.0524,74.5124,73.2124,72.1924,76.9124,68.2924,72.4724,69.1324
436.5,436.5,147,1.5,76.5586,76.5586,77.9386,76.9986,71.9586,232.6786,71.6986,76.9786,86.3386,74.8972,76.1386,74.5986,73.2986,72.2786,76.9206,68.3593,72.5586,69.2186
437.0,437.0,147,2.0,76.6448,76.6448,78.0248,77.0848,72.0448,232.7648,71.7848,77.0648,86.4248,74.9848,76.2248,74.6648,73.3848,72.3648,76.9213,68.4248,72.6448,69.3048
437.5,437.5,147,2.5,76.731,76.731,78.111,77.171,72.131,232.851,71.871,77.151,86.511,75.071,76.311,74.751,73.4555,72.451,76.9219,68.511,72.731,69.3828
438.0,438.0,147,3.0,76.8172,76.8172,78.1972,77.2572,72.2172,232.9172,71.9372,77.2372,86.5972,75.1572,76.3972,74.8372,73.5372,72.4793,76.9226,68.5972,72.8172,69.4172
438.5,438.5,147,3.5,76.9034,76.9034,78.3034,77.3434,72.2834,233.0034,72.0117,77.3217,86.6834,75.2434,76.4834,74.9234,73.6234,72.5634,76.9233,68.6834,72.847,69.5034
439.0,439.0,148,1.0,76.9897,76.9897,78.3897,77.4297,72.3697,233.0897,72.0897,77.3897,86.7697,75.3297,76.5697,74.9897,73.6897,72.6497,76.924,68.7297,72.8566,69.5624
439.5,439.5,148,1.5,77.0759,77.0759,78.4759,77.5159,72.4559,233.1759,72.1759,77.4759,86.8559,75.4359,76.6559,75.0759,73.7759,72.7359,76.9246,68.8159,72.874,69.5959
440.0,440.0,148,2.0,77.1621,77.1621,78.5621,77.5821,72.5421,233.2621,72.2621,77.5621,87.0063,75.5221,76.7244,75.1621,73.8621,72.8221,76.9253,68.9021,72.931,69.6821
440.5,440.5,148,2.5,77.2483,77.2483,78.6483,77.6683,72.6283,233.3483,72.3097,77.6483,87.1283,75.6083,76.7483,75.2483,73.9483,72.9083,76.926,68.9883,72.9443,69.7683
441.0,441.0,148,3.0,77.3345,77.3345,78.7345,77.7545,72.7145,233.4345,72.3545,77.7345,87.2145,75.6945,76.8345,75.3345,74.0345,72.9945,76.9266,69.0545,72.9497,69.8545
441.5,441.5,148,3.5,77.4207,77.4207,78.8207,77.8407,72.8007,233.5207,72.4407,77.8207,87.3007,75.7807,76.8561,75.4207,74.1207,73.0804,76.9273,69.1407,72.955,69.9407
442.0,442.0,149,1.0,77.5069,77.5069,78.9138,77.9269,72.8869,233.6138,72.5269,77.9069,87.3869,75.8669,76.9269,75.4869,74.2069,73.1469,76.928,69.2269,72.9634,70.0269
442.5,442.5,149,1.5,77.5931,77.5931,79.0131,78.0131,72.9731,233.7131,72.6131,77.9931,87.5131,75.9731,77.0131,75.5731,74.2931,73.2331,76.9286,69.3131,72.9808,70.1131
443.0,443.0,149,2.0,77.6793,77.6793,79.0993,78.0993,73.0593,233.7993,72.6993,78.0793,87.5993,76.0593,77.0993,75.6593,74.3793,73.3193,76.9293,69.3993,72.9821,70.1993
443.5,443.5,149,2.5,77.7655,77.7655,79.1855,78.1855,73.1455,233.8855,72.7855,78.1655,87.6855,76.1455,77.1855,75.7455,74.4655,73.3885,76.93,69.4491,72.9835,70.2828
444.0,444.0,149,3.0,77.8517,77.8517,79.2717,78.2717,73.2317,233.9717,72.8317,78.2317,87.7717,76.2317,77.2717,75.8117,74.5517,73.4517,76.9306,69.4917,72.9848,70.3517
444.5,444.5,149,3.5,77.9379,77.9379,79.3579,78.3579,73.2979,234.0579,72.9179,78.3179,87.8579,76.309,77.3779,75.8889,74.6179,73.529,76.9313,69.5779,72.9861,70.4236
445.0,445.0,150,1.0,78.0241,78.0241,79.4441,78.4605,73.3841,234.1882,73.0082,78.4082,87.9646,76.3841,77.5328,75.9641,74.7041,73.6041,76.932,69.6641,72.9874,70.4441
445.5,445.5,150,1.5,78.1703,78.1703,79.5303,78.6103,73.4703,234.2903,73.1103,78.5303,88.1303,76.4703,77.7303,76.0503,74.7903,73.6852,76.9326,69.7503,72.9888,70.5303
446.0,446.0,150,2.0,78.2566,78.2566,79.6166,78.6966,73.5566,234.3766,73.1966,78.6166,88.2166,76.5566,77.8166,76.1366,74.8766,73.7566,76.9333,69.8366,72.9901,70.6166
446.5,446.5,150,2.5,78.3409,78.3409,79.7028,78.7807,73.6428,234.4628,73.2807,78.7028,88.3009,76.6428,78.0228,76.2228,74.9628,73.8314,76.934,69.9228,72.9914,70.7028
447.0,447.0,150,3.0,78.389,78.389,79.789,78.809,73.729,234.4972,73.309,78.789,88.349,76.729,78.109,76.309,75.049,73.909,76.9346,70.009,72.9928,70.789
447.5,447.5,150,3.5,78.4752,78.4752,79.8752,78.8952,73.8152,234.5752,73.3776,78.8752,88.4352,76.8152,78.1952,76.3876,75.1276,73.9752,76.9353,70.0717,72.9941,70.8752
448.0,448.0,151,1.0,78.5614,78.5614,79.9614,78.9814,73.9014,234.6614,73.4614,78.9628,88.5214,76.9014,78.387,76.4614,75.2014,74.0614,76.936,70.1414,72.9954,70.9614
448.5,448.5,151,1.5,78.6476,78.6476,80.0476,79.0676,73.9876,234.7338,73.5338,79.0676,88.6476,76.9876,78.6476,76.5476,75.2876,74.1476,76.9366,70.2238,72.9967,71.0476
449.0,449.0,151,2.0,78.7738,78.7738,80.1338,79.1538,74.0738,234.8138,73.6138,79.1538,88.7338,77.1352,79.0236,76.6338,75.3738,74.2338,76.9373,70.2938,72.9981,71.0938
449.5,449.5,151,2.5,78.86,78.86,80.22,79.24,74.16,234.9,73.66,79.22,88.84,77.24,79.24,76.72,75.46,74.32,76.938,70.38,72.9994,71.18
450.0,450.0,151,3.0,78.9462,78.9462,80.3062,79.2862,74.2331,234.9862,73.7462,79.3062,88.9262,77.3262,79.3062,76.8062,75.5462,74.3862,76.9387,70.4662,73.0462,71.2662
450.5,450.5,151,3.5,79.0324,79.0324,80.3924,79.3724,74.2924,235.0724,73.8324,79.3924,89.0124,77.4124,79.3724,76.8924,75.6324,74.4724,76.9393,70.5524,73.1324,71.3462
451.0,451.0,152,1.0,79.1186,79.1186,80.4786,79.4586,74.3786,235.1586,73.9186,79.4786,89.0986,77.4986,79.4586,76.9786,75.7186,74.5386,76.94,70.6186,73.2186,71.4186
451.5,451.5,152,1.5,79.2248,79.2248,80.5848,79.5448,74.4648,235.2648,74.0048,79.5848,89.2248,77.5848,79.5448,77.0648,75.8048,74.6448,76.9453,70.7048,73.225,71.5048
452.0,452.0,152,2.0,79.311,79.311,80.671,79.631,74.551,235.351,74.091,79.671,89.331,77.671,79.631,77.151,75.891,74.731,76.9507,70.791,73.2301,71.591
452.5,452.5,152,2.5,79.3972,79.3972,80.7572,79.7172,74.6372,235.4372,74.1586,79.7572,89.4172,77.7191,79.7172,77.2372,75.9772,74.8172,76.9561,70.8772,73.2351,71.6772
453.0,453.0,152,3.0,79.4834,79.4834,80.8434,79.8034,74.7234,235.5034,74.2434,79.8434,89.5034,77.8034,79.8034,77.3234,76.0634,74.9034,76.9801,70.9634,73.2434,71.7634
453.5,453.5,152,3.5,79.5697,79.5697,80.9297,79.8897,74.8097,235.5897,74.3097,79.9099,89.5897,77.8848,79.8374,77.4097,76.1497,74.9699,76.9834,71.0432,73.3059,71.8274
454.0,454.0,153,1.0,79.6559,79.6559,81.0159,79.9559,74.8559,235.6559,74.3959,79.9759,89.6918,77.9559,79.9159,77.4959,76.2159,75.0359,76.9868,71.0959,73.3279,71.8759
454.5,454.5,153,1.5,79.7421,79.7421,81.1021,80.1021,74.9621,235.7421,74.4821,80.0621,89.8021,78.0821,80.0021,77.5821,76.3021,75.1221,76.9901,71.1821,73.4004,71.9621
455.0,455.0,153,2.0,79.8283,79.8283,81.1883,80.1883,75.0483,235.8283,74.5683,80.1483,89.8883,78.1683,80.0883,77.6683,76.3883,75.2083,76.9934,71.2683,73.4177,72.0483
455.5,455.5,153,2.5,79.9145,79.9145,81.2745,80.2745,75.1345,235.9145,74.6182,80.2345,89.9745,78.2545,80.1434,77.7545,76.4745,75.2945,76.9967,71.3545,73.4324,72.1345
456.0,456.0,153,3.0,80.0007,80.0007,81.3607,80.3407,75.2207,236.0007,74.7007,80.3207,90.0607,78.3407,80.1521,77.8207,76.5607,75.3407,77.0007,71.4407,73.4807,72.2207
456.5,456.5,153,3.5,80.0869,80.0869,81.4469,80.4069,75.2756,236.0869,74.7869,80.4069,90.1469,78.4269,80.1669,77.9069,76.6469,75.4269,77.0869,71.5269,73.5669,72.2756
457.0,457.0,154,1.0,80.1731,80.1731,81.5331,80.4931,75.3531,236.1731,74.8731,80.4931,90.2331,78.5131,80.2531,77.9931,76.7331,75.5131,77.1531,71.6131,73.6531,72.3531
457.5,457.5,154,1.5,80.2593,80.2593,81.6193,80.5793,75.4393,236.2593,74.9593,80.5793,90.3593,78.5993,80.3393,78.0793,76.8193,75.5993,77.2393,71.6993,73.7056,72.4393
458.0,458.0,154,2.0,80.3455,80.3455,81.7055,80.6655,75.5255,236.3455,75.0455,80.6655,90.4455,78.6855,80.4255,78.1655,76.9055,75.6855,77.3255,71.7814,73.7179,72.5255
458.5,458.5,154,2.5,80.4317,80.4317,81.7917,80.7517,75.6039,236.4317,75.1317,80.7517,90.5317,78.7717,80.5117,78.2517,76.9917,75.7717,77.3879,71.8117,73.7463,72.6117
459.0,459.0,154,3.0,80.4979,80.4979,81.8779,80.8379,75.6579,236.5179,75.2179,80.8379,90.6179,78.8579,80.583,78.3379,77.0779,75.8579,77.4379,71.8979,73.769,72.6979
459.5,459.5,154,3.5,80.5841,80.5841,81.952,80.9121,75.7441,236.6041,75.2528,80.9241,90.7441,78.9441,80.5973,78.3841,77.1614,75.9041,77.4826,71.968,73.7828,72.7841
460.0,460.0,155,1.0,80.6703,80.6703,82.0303,80.9903,75.8303,236.6903,75.3103,81.0103,90.8406,79.0303,80.6703,78.4703,77.2103,75.9903,77.4877,72.0303,73.7865,72.8703
460.5,460.5,155,1.5,80.7566,80.7566,82.1166,81.0766,75.9166,236.7766,75.3966,81.0966,90.9366,79.1166,80.7566,78.5566,77.2966,76.0766,77.4927,72.1166,73.7903,72.9566
461.0,461.0,155,2.0,80.8428,80.8428,82.2028,81.1628,75.9828,236.8628,75.4428,81.1628,91.0228,79.2028,80.8428,78.6428,77.3828,76.1628,77.4978,72.2028,73.794,73.0428
461.5,461.5,155,2.5,80.929,80.929,82.289,81.249,76.069,236.949,75.529,81.249,91.109,79.289,80.929,78.729,77.469,76.249,77.529,72.2658,73.7978,73.1211
462.0,462.0,155,3.0,81.0152,81.0152,82.3752,81.2952,76.1552,237.0152,75.6152,81.3352,91.1952,79.3752,81.0152,78.7752,77.5184,76.3152,77.6152,72.2952,73.8276,73.1319
462.5,462.5,155,3.5,81.1014,81.1014,82.4814,81.3814,76.2414,237.1007,75.7014,81.4214,91.2814,79.4614,81.1014,78.8614,77.6014,76.4014,77.6816,72.3814,73.8477,73.1614
463.0,463.0,156,1.0,81.1952,81.1952,82.5676,81.4676,76.3276,237.1676,75.7876,81.5076,91.3676,79.5552,81.1876,78.9476,77.6952,76.4876,77.6883,72.4676,73.8584,73.2476
463.5,463.5,156,1.5,81.2938,81.2938,82.6538,81.5538,76.4138,237.2538,75.8738,81.5938,91.5538,79.6538,81.2738,79.0338,77.7938,76.5738,77.6949,72.5538,73.8622,73.3338
464.0,464.0,156,2.0,81.38,81.38,82.74,81.64,76.5,237.34,75.96,81.68,91.64,79.74,81.36,79.12,77.88,76.66,77.7018,72.64,73.8648,73.42
464.5,464.5,156,2.5,81.4662,81.4662,82.8262,81.7262,76.5862,237.4262,76.0462,81.7662,91.7262,79.8262,81.4462,79.2062,77.9662,76.7331,77.7097,72.7262,73.8675,73.4866
465.0,465.0,156,3.0,81.5524,81.5524,82.9124,81.8124,76.6724,237.5124,76.1124,81.8524,91.8124,79.9124,81.5324,79.2924,78.0324,76.8124,77.7175,72.8124,73.8701,73.5324
465.5,465.5,156,3.5,81.6386,81.6386,82.9986,81.8986,76.7586,237.5986,76.1862,81.9386,91.8986,79.9986,81.6186,79.3786,78.1186,76.8986,77.7225,72.8862,73.8727,73.6186
466.0,466.0,157,1.0,81.7248,81.7248,83.0848,81.9848,76.8448,237.6848,76.2448,82.0248,91.9648,80.0944,81.7048,79.4448,78.2048,76.9448,77.7263,72.9448,73.8753,73.7048
466.5,466.5,157,1.5,81.811,81.811,83.171,82.071,76.931,237.771,76.331,82.111,92.071,80.211,81.791,79.531,78.291,77.031,77.73,73.031,73.8779,73.791
467.0,467.0,157,2.0,81.8972,81.8972,83.2572,82.1572,77.0172,237.8572,76.3986,82.1972,92.1572,80.2972,81.8772,79.6172,78.3772,77.1172,77.7338,73.1172,73.8817,73.8572
467.5,467.5,157,2.5,81.9834,81.9834,83.3434,82.2411,77.1034,237.9434,76.4817,82.2817,92.2434,80.3834,81.9634,79.7034,78.4634,77.2011,77.7375,73.2034,73.8903,73.9072
468.0,468.0,157,3.0,82.0697,82.0697,83.4297,82.2897,77.1897,238.0297,76.5497,82.3497,92.3297,80.4697,82.0497,79.7897,78.5297,77.2497,77.7401,73.2697,73.899,73.9297
468.5,468.5,157,3.5,82.1559,82.1559,83.5159,82.3759,77.249,238.1159,76.6359,82.4359,92.4359,80.5559,82.1359,79.8759,78.6159,77.3359,77.7406,73.3379,73.9559,74.0159
469.0,469.0,158,1.0,82.2463,82.2463,83.6021,82.4621,77.3021,238.2021,76.7021,82.5221,92.5484,80.6421,82.2221,79.9621,78.7021,77.4221,77.741,73.4221,74.0421,74.1021
469.5,469.5,158,1.5,82.3683,82.3683,83.6883,82.5483,77.3883,238.2883,76.7883,82.6083,92.7083,80.7283,82.3083,80.0483,78.7883,77.5083,77.7414,73.5028,74.1283,74.1883
