qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Vln 1 tutti,15,Vln
32.5,11,3.5,0.8333,a,Fl 1,0,Fl
38.0,13,3.0,0.6667,a,Vln 1 tutti,15,Vln
49.5,17,2.5,0.5,a,Ob 1,2,Ob
69.0,24,1.0,0.0,a,Bsn 1,6,Bsn
72.5,25,1.5,0.1667,a,Vln 1 tutti,15,Vln
79.75,27,2.75,0.5833,b,Vln 1 tutti,15,Vln
113.0,38,3.0,0.6667,b,Ob 1,2,Ob
129.5,44,1.5,0.1667,b,Cl 1,4,Cl
147.0,50,1.0,0.0,b,Fl 1,0,Fl
156.25,53,1.25,0.0833,c,Vln 1 tutti,15,Vln
180.0,61,1.0,0.0,d,Fl 1,0,Fl
181.0,61,2.0,0.3333,d,Vln 1 tutti,15,Vln
182.0,61,3.0,0.6667,d,Cl 1,4,Cl
183.0,62,1.0,0.0,d,Vln 1 tutti,15,Vln
186.5,63,1.5,0.1667,e,Fl 1,0,Fl
192.5,65,1.5,0.1667,e,Vln 1 tutti,15,Vln
197.0,66,3.0,0.6667,a,Ob 1,2,Ob
204.0,69,1.0,0.0,a,Fl 1,0,Fl
212.0,71,3.0,0.6667,a,Ob 1,2,Ob
228.0,77,1.0,0.0,a,Cl 1,4,Cl
231.0,78,1.0,0.0,a,Fl 1,0,Fl
234.0,79,1.0,0.0,a,Vln 1 tutti,15,Vln
251.0,84,3.0,0.6667,e,Fl 1,0,Fl
256.5,86,2.5,0.5,e,Cl 1,4,Cl
259.0,87,2.0,0.3333,e,Vln 1 tutti,15,Vln
268.5,90,2.5,0.5,f,Vln 1 solo,14,Vln
288.0,97,1.0,0.0,f,Fl 1,0,Fl
291.5,98,1.5,0.1667,f,Vln 1 solo,14,Vln
294.0,99,1.0,0.0,f,Fl 1,0,Fl
300.25,101,1.25,0.0833,g,Vln 1 solo,14,Vln
310.5,104,2.5,0.5,e,Fl 1,0,Fl
324.0,109,1.0,0.0,f,Vln 1 solo,14,Vln
337.0,113,2.0,0.3333,a,Fl 1,0,Fl
347.0,116,3.0,0.6667,a,Vln 1 solo,14,Vln
358.0,120,2.0,0.3333,b,Cl 1,4,Cl
369.0,124,1.0,0.0,b,Fl 1,0,Fl
