qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Eb Trumpet 1,Eb Trumpet 2,Alto Trombone,Tenor Trombone,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
144.0,54.0,37,1.0,r,G#5,G#5,G#5,G#4,G#4,G#3,G#2,G#2,C4,C3,r,r,r,r,C3,G#4,G#4,G#3,G#2,G#1
146.0,54.75,37,3.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,C5,C4,r,r,r,r,C3,G#5,G#5,G#4,G#3,G#2
147.5,55.3125,37,4.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,C5,C4,r,r,r,r,C3,E5,E5,E4,E3,E2
148.0,55.5,38,1.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,C5,C4,r,r,r,r,C3,F5,F5,F4,F3,F2
148.5,55.6875,38,1.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,C5,C4,r,r,r,r,C3,C5,C5,C4,C3,C2
149.0,55.875,38,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,C#4,C#3,C#2
149.5,56.0625,38,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,G#3,G#2,G#1
150.0,56.25,38,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,B-3,B-2,B-1
150.5,56.4375,38,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,G#3,G#2,G#1
151.0,56.625,38,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,G#3,G#2,G#1
151.5,56.8125,38,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G2,G1
152.0,57.0,39,1.0,r,F5,F4,F5,r,F5,F4,F4,F3,F3,F3,r,r,r,r,F2,F4,F4,F3,F2,F1
154.0,57.75,39,3.0,r,F6,F5,F5,F5,F5,F4,F4,F3,F4,r,F5,F5,r,r,F2,F5,F5,F4,F3,F2
155.5,58.3125,39,4.5,r,C6,C5,C5,C5,F5,F4,C4,C3,F4,r,F5,F5,r,r,F2,C5,C5,C4,C3,C2
156.0,58.5,40,1.0,r,C#6,C#5,C#5,C#5,F5,F4,C#4,C#3,F4,F3,F5,F5,r,r,F2,C#5,C#5,C#4,C#3,C#2
156.5,58.6875,40,1.5,r,G#5,G#5,G#5,G#5,F5,F4,G#3,G#2,F4,F3,F5,F5,r,r,F2,G#4,G#4,G#3,G#2,G#1
157.0,58.875,40,2.0,r,B-5,B-5,B-5,B-5,r,r,B-3,B-2,r,r,r,r,r,r,r,B-4,B-4,B-3,B-2,B-1
157.5,59.0625,40,2.5,r,F5,F5,F5,F5,r,r,F3,F3,r,r,r,r,r,r,r,F4,F4,F3,F2,F1
158.0,59.25,40,3.0,r,F#5,F#5,F#5,F#5,r,r,F#3,F#3,r,r,r,r,r,r,r,F#4,F#4,F#3,F#2,F#1
158.5,59.4375,40,3.5,r,F5,F5,F5,F5,r,r,F3,F3,r,r,r,r,r,r,r,F4,F4,F3,F2,F1
159.0,59.625,40,4.0,r,F5,F5,F5,F5,r,r,F3,F3,r,r,r,r,r,r,r,F4,F4,F3,F2,F1
159.5,59.8125,40,4.5,r,E-5,E-5,E-5,E-5,r,r,E-3,E-3,r,r,r,r,r,r,r,E-4,E-4,E-3,E-2,E-1
160.0,60.0,41,1.0,r,C#5,C#5,C#5,C#5,r,r,C#3,C#3,r,r,r,r,r,r,r,C#4,C#4,C#3,C#2,C#1
160.25,60.0938,41,1.25,r,C#5,C#5,C#5,C#5,r,r,C#3,C#3,r,r,r,r,r,r,r,C#4,G#3,F3,C2,C1
160.5,60.1875,41,1.5,r,C#5,C#5,C#5,C#5,r,r,C#3,C#3,r,r,r,r,r,r,r,C#4,G#3,F3,C#2,C#1
160.75,60.2812,41,1.75,r,C#5,C#5,C#5,C#5,r,r,C#3,C#3,r,r,r,r,r,r,r,C#4,G#3,F3,E-2,E-1
161.0,60.375,41,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,F1
161.25,60.4688,41,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-2,E-1
161.5,60.5625,41,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,F1
161.75,60.6562,41,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F#2,F#1
162.0,60.75,41,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,G#2,G#1
162.25,60.8438,41,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B-2,B-1
162.5,60.9375,41,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,G#2,G#1
162.75,61.0312,41,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F#2,F#1
163.0,61.125,41,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,F1
163.25,61.2188,41,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-2,E-1
163.5,61.3125,41,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,F1
163.75,61.4062,41,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F#2,F#1
164.0,61.5,42,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,G#2,G#1
164.25,61.5938,42,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B-2,B-1
164.5,61.6875,42,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,G#2,G#1
164.75,61.7812,42,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F#2,F#1
165.0,61.875,42,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,F1
165.25,61.9688,42,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F#2,F#1
165.5,62.0625,42,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,F1
165.75,62.1562,42,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-2,E-1
166.0,62.25,42,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C#2,C#1
166.25,62.3438,42,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C2,C1
166.5,62.4375,42,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C#2,C#1
166.75,62.5312,42,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-2,E-1
167.0,62.625,42,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,F1
167.25,62.7188,42,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F#2,F#1
167.5,62.8125,42,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,F1
167.75,62.9062,42,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-2,E-1
168.0,63.0,43,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C#4,F4,G#3,C#2,C#1
168.5,63.1875,43,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F4,G#3,C#2,C#1
168.75,63.2812,43,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,G#3,C#2,C#1
169.0,63.375,43,2.0,r,F6,C#6,G#5,F5,C#5,G#4,F4,C#4,F4,F4,r,r,r,r,r,G#5,F4,G#3,r,r
170.0,63.75,43,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,r,r
172.0,64.5,44,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,r,r
174.0,65.25,44,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#3,r,r
176.0,66.0,45,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B2,B1
176.25,66.0938,45,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
176.5,66.1875,45,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,D3,D2
176.75,66.2812,45,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
177.0,66.375,45,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B2,B1
177.25,66.4688,45,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
177.5,66.5625,45,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,D3,D2
177.75,66.6562,45,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-3,E-2
178.0,66.75,45,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F3,F2
178.25,66.8438,45,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,G3,G2
178.5,66.9375,45,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F3,F2
178.75,67.0312,45,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-3,E-2
179.0,67.125,45,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,D3,D2
179.25,67.2188,45,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-3,E-2
179.5,67.3125,45,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,D3,D2
179.75,67.4062,45,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
180.0,67.5,46,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B2,B1
180.25,67.5938,46,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
180.5,67.6875,46,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,D3,D2
180.75,67.7812,46,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-3,E-2
181.0,67.875,46,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F3,F2
181.25,67.9688,46,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,E-3,E-2
181.5,68.0625,46,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,D3,D2
181.75,68.1562,46,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
182.0,68.25,46,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B2,B1
182.25,68.3438,46,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
182.5,68.4375,46,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,D3,D2
182.75,68.5312,46,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
183.0,68.625,46,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B2,B1
183.25,68.7188,46,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
183.5,68.8125,46,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,D3,D2
183.75,68.9062,46,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,C3,C2
184.0,69.0,47,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F4,G4,G3,B2,B1
184.5,69.1875,47,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G4,G3,B2,B1
184.75,69.2812,47,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G4,G3,B2,B1
185.0,69.375,47,2.0,r,F6,D6,F5,D5,D5,F4,D4,B3,G4,F4,G5,G4,r,r,r,G5,G4,G3,r,r
186.0,69.75,47,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r
188.0,70.5,48,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r
190.0,71.25,48,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r
192.0,72.0,49,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,C2,C1
192.25,72.0938,49,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,D2,D1
192.5,72.1875,49,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,C2,C1
192.75,72.2812,49,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,D2,D1
193.0,72.375,49,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,E-2,E-1
193.25,72.4688,49,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,F2,F1
193.5,72.5625,49,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,E-2,E-1
193.75,72.6562,49,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,F2,F1
194.0,72.75,49,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,G2,G1
194.25,72.8438,49,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,G#2,G#1
194.5,72.9375,49,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,G2,G1
194.75,73.0312,49,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,F2,F1
195.0,73.125,49,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,E-2,E-1
195.25,73.2188,49,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,F2,F1
195.5,73.3125,49,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,E-2,E-1
195.75,73.4062,49,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,D2,D1
196.0,73.5,50,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,C2,C1
196.25,73.5938,50,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,D2,D1
196.5,73.6875,50,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,E-2,E-1
196.75,73.7812,50,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,F2,F1
197.0,73.875,50,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,G2,G1
197.25,73.9688,50,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,G#2,G#1
197.5,74.0625,50,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,G2,G1
197.75,74.1562,50,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,F2,F1
198.0,74.25,50,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,E-2,E-1
198.25,74.3438,50,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,F2,F1
198.5,74.4375,50,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,E-2,E-1
198.75,74.5312,50,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,D2,D1
199.0,74.625,50,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,C2,C1
199.25,74.7188,50,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,B-2,B-1
199.5,74.8125,50,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,G#2,G#1
199.75,74.9062,50,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,G4,G3,G2,G1
200.0,75.0,51,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,A3,A4,E-4,F#2,F#1
200.5,75.1875,51,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,C5,A4,E-4,F#2,F#1
200.75,75.2812,51,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,E-5,A4,E-4,F#2,F#1
201.0,75.375,51,2.0,r,E-6,C6,A5,E-5,C5,A4,C4,A3,A4,A3,E-5,E-4,r,r,r,A5,A4,E-4,r,r
202.0,75.75,51,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,r,r
204.0,76.5,52,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,A3,A4,E-4,F2,F1
204.5,76.6875,52,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C5,A4,E-4,F2,F1
204.75,76.7812,52,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,E-5,A4,E-4,F2,F1
205.0,76.875,52,2.0,r,E-6,C6,A5,E-5,C5,A4,C4,A3,A4,A3,E-5,E-4,r,r,r,A5,A4,E-4,r,r
206.0,77.25,52,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,r,r
208.0,78.0,53,1.0,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,r,B-3,B-4,C#4,B-2,B-1
208.5,78.1875,53,1.5,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,r,C#5,B-4,C#4,B-2,B-1
208.75,78.2812,53,1.75,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,r,F5,B-4,C#4,B-2,B-1
209.0,78.375,53,2.0,r,C#6,B-5,F5,C#5,B-4,C#4,B-3,B-2,F4,F3,B-4,B-3,r,r,r,B-5,B-4,C#4,r,r
210.0,78.75,53,3.0,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,r,r,B-4,C#4,r,r
212.0,79.5,54,1.0,r,r,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,G3,B4,F4,G2,G1
212.5,79.6875,54,1.5,r,r,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,D5,B4,F4,G2,G1
212.75,79.7812,54,1.75,r,r,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,F5,B4,F4,G2,G1
213.0,79.875,54,2.0,r,D6,B5,F5,D5,B4,D4,B3,B2,G4,F4,G5,G4,r,r,r,B5,B4,F4,r,r
214.0,80.25,54,3.0,r,r,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,r,B4,F4,r,r
216.0,81.0,55,1.0,r,r,r,r,r,r,r,r,C3,r,r,r,r,r,r,C3,C4,C5,G4,C3,C2
216.5,81.1875,55,1.5,r,r,r,r,r,r,r,r,C3,r,r,r,r,r,r,C3,E-5,C5,G4,C3,C2
216.75,81.2812,55,1.75,r,r,r,r,r,r,r,r,C3,r,r,r,r,r,r,C3,G5,C5,G4,C3,C2
217.0,81.375,55,2.0,r,E-6,C6,G5,E-5,C5,E-4,C4,C3,G4,C4,G5,G4,r,r,r,C6,C5,G4,r,r
218.0,81.75,55,3.0,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,C3,B-3,C5,G4,B-2,B-1
218.5,81.9375,55,3.5,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,C3,E5,C5,G4,B-2,B-1
218.75,82.0312,55,3.75,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,C3,G5,C5,G4,B-2,B-1
219.0,82.125,55,4.0,r,E6,C6,G5,E5,C5,E4,B-3,B-2,G4,G4,G5,G4,r,r,r,C6,C5,G4,r,r
220.0,82.5,56,1.0,r,E6,C#6,G5,E5,C#5,E4,A3,A2,A4,A3,r,r,r,r,r,C#6,C#5,A3,A2,A1
220.25,82.5938,56,1.25,r,E6,C#6,G5,E5,C#5,E4,A3,A2,A4,A3,r,r,r,r,r,C#6,E4,A3,A2,A1
220.5,82.6875,56,1.5,r,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,C#5,E4,A3,A2,A1
220.75,82.7812,56,1.75,r,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,C#5,E4,A3,A2,A1
221.0,82.875,56,2.0,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,E5,E4,A3,r,r
221.5,83.0625,56,2.5,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,D5,E4,A3,r,r
222.0,83.25,56,3.0,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,C#5,E4,A3,r,r
222.5,83.4375,56,3.5,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,B4,E4,A3,r,r
223.0,83.625,56,4.0,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,A4,E4,A3,r,r
223.5,83.8125,56,4.5,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,G#4,E4,A3,r,r
224.0,84.0,57,1.0,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,A4,E4,A3,r,r
224.5,84.1875,57,1.5,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,E5,E4,A3,r,r
225.0,84.375,57,2.0,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,G5,E4,A3,r,r
225.5,84.5625,57,2.5,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,F5,E4,A3,r,r
226.0,84.75,57,3.0,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,E5,E4,A3,r,r
226.5,84.9375,57,3.5,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,D5,E4,A3,r,r
227.0,85.125,57,4.0,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,C#5,E4,A3,r,r
227.5,85.3125,57,4.5,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,B4,E4,A3,r,r
228.0,85.5,58,1.0,r,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,C#5,E4,B-3,r,r
228.5,85.6875,58,1.5,r,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,G5,E4,B-3,r,r
229.0,85.875,58,2.0,r,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,B-5,E4,B-3,r,r
229.5,86.0625,58,2.5,r,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,A5,E4,B-3,r,r
230.0,86.25,58,3.0,r,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,G5,E4,B-3,r,r
230.5,86.4375,58,3.5,r,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,F5,E4,B-3,r,r
231.0,86.625,58,4.0,r,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,E5,E4,B-3,r,r
231.5,86.8125,58,4.5,r,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,D5,E4,B-3,r,r
232.0,87.0,59,1.0,r,r,r,B-5,r,C#5,r,B-3,B-2,r,r,r,r,r,r,r,C#5,E4,B-3,r,r
232.5,87.1875,59,1.5,r,r,r,B-5,r,C#5,r,B-3,B-2,r,r,r,r,r,r,r,C#6,E4,B-3,r,r
233.0,87.375,59,2.0,r,r,r,B-5,r,C#5,r,B-3,B-2,r,r,r,r,r,r,r,E6,E4,B-3,r,r
233.5,87.5625,59,2.5,r,r,r,B-5,r,C#5,r,B-3,B-2,r,r,r,r,r,r,r,D6,E4,B-3,r,r
234.0,87.75,59,3.0,r,r,r,B-5,r,C#5,r,B-3,B-2,r,r,r,r,r,r,r,C#6,E4,B-3,r,r
234.5,87.9375,59,3.5,r,r,r,B-5,r,C#5,r,B-3,B-2,r,r,r,r,r,r,r,B-5,E4,B-3,r,r
235.0,88.125,59,4.0,r,r,r,B-5,r,C#5,r,B-3,B-2,r,r,r,r,r,r,r,A5,E4,B-3,r,r
235.5,88.3125,59,4.5,r,r,r,B-5,r,C#5,r,B-3,B-2,r,r,r,r,r,r,r,G5,E4,B-3,r,r
236.0,88.5,60,1.0,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,E6,E4,B-3,r,r
236.5,88.6875,60,1.5,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,B-5,E4,B-3,r,r
237.0,88.875,60,2.0,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,A5,E4,B-3,r,r
237.5,89.0625,60,2.5,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,G5,E4,B-3,r,r
238.0,89.25,60,3.0,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,F5,E4,B-3,r,r
238.5,89.4375,60,3.5,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,E5,E4,B-3,r,r
239.0,89.625,60,4.0,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,D5,E4,B-3,r,r
239.5,89.8125,60,4.5,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,C#5,E4,B-3,r,r
240.0,90.0,61,1.0,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,B-4,E4,B-3,r,r
240.5,90.1875,61,1.5,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,A4,E4,B-3,r,r
241.0,90.375,61,2.0,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,G4,E4,B-3,r,r
241.5,90.5625,61,2.5,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,F4,E4,B-3,r,r
242.0,90.75,61,3.0,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,E4,E4,B-3,r,r
242.5,90.9375,61,3.5,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,D4,E4,B-3,r,r
243.0,91.125,61,4.0,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,C#4,E4,B-3,r,r
243.5,91.3125,61,4.5,r,E6,C#6,B-5,r,C#5,r,G3,E2,r,r,B-4,B-3,r,r,r,B-3,E4,B-3,r,r
