score_qstamp,qstamp,measure,beat,723380_tstamp,729188_tstamp,723372_tstamp,730987_tstamp,736445_tstamp,723384_tstamp,723402_tstamp,723413_tstamp,723409_tstamp,723393_tstamp,728529_tstamp,736450_tstamp,723376_tstamp,711680_tstamp
159.75,159.75,40,4.75,164.373,152.513,169.173,165.039,171.293,170.293,153.533,161.253,142.293,145.753,118.973,122.533,164.753,161.373
160.0,160.0,41,1.0,164.5904,152.7408,169.4912,165.4008,171.5104,170.5104,153.7904,161.4704,142.5104,145.9504,119.1904,122.7504,164.9704,161.5904
160.25,160.25,41,1.25,164.8356,153.0278,169.7878,165.6746,171.7678,170.8278,154.0078,161.6878,142.7278,146.1678,119.4278,122.9678,165.2278,161.8078
160.5,160.5,41,1.5,165.0852,153.2452,170.0052,165.9652,171.9852,171.0452,154.2304,161.9052,142.9452,146.3852,119.6452,123.0852,165.4452,162.0252
160.75,160.75,41,1.75,165.3026,153.4626,170.2226,166.1826,172.2026,171.2652,154.4626,162.1226,143.1626,146.6026,119.8626,123.3026,165.6626,162.2452
161.0,161.0,41,2.0,165.52,153.68,170.46,166.44,172.44,171.54,154.68,162.34,143.38,146.82,120.08,123.52,165.88,162.48
161.25,161.25,41,2.25,165.7374,153.8974,170.6774,166.6774,172.6574,171.7774,154.8974,162.5574,143.5774,147.0374,120.2974,123.6574,166.1174,162.6974
161.5,161.5,41,2.5,165.9748,154.1548,170.9348,166.9748,172.8748,172.0148,155.1148,162.8148,143.7948,147.2548,120.5148,123.8748,166.3548,162.9148
161.75,161.75,41,2.75,166.1922,154.3922,171.1922,167.1922,173.0922,172.2444,155.3444,163.0322,143.9922,147.4522,120.7322,124.0122,166.5722,163.1322
162.0,162.0,41,3.0,166.4096,154.6096,171.4896,167.5096,173.3296,172.5096,155.5696,163.2696,144.2096,147.6496,120.9696,124.2296,166.8096,163.3696
162.25,162.25,41,3.25,166.667,154.827,171.714,167.727,173.607,172.727,155.787,163.487,144.447,147.867,121.187,124.387,167.027,163.587
162.5,162.5,41,3.5,166.8929,155.0529,171.9886,168.0843,173.8643,172.9686,156.0086,163.7286,144.6643,148.0843,121.4043,124.6043,167.2843,163.7929
162.75,162.75,41,3.75,167.1417,155.3051,172.2217,168.3051,174.0817,173.2034,156.2434,163.9617,144.8817,148.3017,121.6417,124.7617,167.5017,164.0417
163.0,163.0,41,4.0,167.3591,155.5591,172.4973,168.5591,174.2991,173.4591,156.5182,164.1791,145.0791,148.4598,121.8391,124.9397,167.7191,164.2591
163.25,163.25,41,4.25,167.6365,155.8165,172.7965,168.8365,174.5565,173.6965,156.8365,164.3965,145.2965,148.6765,122.0565,125.0991,167.9895,164.4765
163.5,163.5,41,4.5,167.8539,156.0539,173.0139,169.1139,174.8139,173.9539,157.0539,164.6739,145.5139,148.8939,122.2739,125.3139,168.2539,164.6939
163.75,163.75,41,4.75,168.1513,156.3513,173.3852,169.4913,175.0426,174.2313,157.3226,164.9139,145.7313,149.1113,122.4913,125.5313,168.5113,164.9113
164.0,164.0,42,1.0,168.4974,156.5687,173.6287,169.7487,175.3687,174.6087,157.6687,165.1487,145.9487,149.3287,122.7087,125.7487,168.8087,165.1287
166.0,166.0,42,3.0,170.5068,158.7078,175.7278,171.8268,177.3878,176.7478,159.6878,167.1278,147.7078,151.1478,123.0093,127.4678,170.7478,167.1556
166.25,166.25,42,3.25,170.8252,158.9252,175.9452,172.1652,177.6652,176.9852,160.0452,167.3452,147.9252,151.3652,123.2052,127.6452,170.9652,167.4252
166.5,166.5,42,3.5,171.0826,159.1426,176.1626,172.4026,177.8826,177.2226,160.2826,167.5626,148.1426,151.5826,123.4226,127.8626,171.1826,167.6426
166.75,166.75,42,3.75,171.3,159.38,176.4,172.64,178.14,177.46,160.5,167.84,148.36,151.82,123.64,128.08,171.4,167.86
167.0,167.0,42,4.0,171.5174,159.5974,176.7574,172.8574,178.3574,177.6974,160.8174,168.0774,148.5774,152.0374,123.8574,128.2974,171.6374,168.0774
167.5,167.5,42,4.5,171.9922,160.0322,177.1922,173.3722,178.8722,178.3722,161.2522,168.5122,149.0122,152.4722,124.2922,128.6522,172.0722,168.5366
168.0,168.0,43,1.0,172.514,160.587,177.707,173.967,179.374,178.887,161.721,168.967,149.447,152.907,124.727,129.087,172.521,169.047
169.0,169.0,43,2.0,173.6565,161.7965,178.9765,174.8765,180.9365,179.8365,162.6965,169.8565,150.3365,153.7765,124.8262,130.0165,173.6165,169.9565
169.75,169.75,43,2.75,174.4896,162.4487,179.6287,175.9809,181.5887,181.0009,163.7061,170.7487,151.0287,154.6087,124.8313,130.7687,174.6044,170.8574
170.0,170.0,43,3.0,175.0027,162.7122,179.9227,176.2661,181.8061,181.4776,163.9644,170.9661,151.2461,154.8261,124.8331,131.0061,174.9644,171.0861
171.0,171.0,43,4.0,176.0157,163.8557,181.0957,177.2957,182.7357,182.5557,164.9957,172.0757,152.1157,155.7557,124.84,131.8957,175.8757,172.1357
171.75,171.75,43,4.75,176.6078,164.6278,181.6478,178.2024,183.4712,183.2556,165.8112,172.7512,152.7678,156.4078,125.3811,132.4554,176.6078,172.839
172.0,172.0,44,1.0,176.8808,164.8452,181.8704,178.5252,183.7304,183.5312,166.1104,173.0052,152.9852,156.6252,125.4852,132.6452,176.8852,173.1252
174.0,174.0,44,3.0,178.9159,166.6559,183.8043,180.6344,185.6972,185.5387,168.0344,174.9643,154.7243,158.3643,126.0121,134.3443,178.8043,175.0843
174.25,174.25,44,3.25,179.3217,167.1017,184.0217,180.9817,186.0017,185.9017,168.3817,175.1817,154.9417,158.5817,126.0143,134.5617,179.0417,175.3017
174.5,174.5,44,3.5,179.5391,167.3791,184.2991,181.1991,186.2191,186.1391,168.5991,175.3991,155.1591,158.7991,126.0164,134.7791,179.2591,175.5191
174.75,174.75,44,3.75,179.7565,167.5965,184.5165,181.4165,186.4565,186.3565,168.8165,175.6365,155.3765,159.0165,126.0186,134.9965,179.4765,175.7365
175.0,175.0,44,4.0,180.0139,167.8139,184.7939,181.6339,186.6739,186.6139,169.0939,175.8539,155.5939,159.2339,126.0939,135.2139,179.6939,175.9539
175.5,175.5,44,4.5,180.4948,168.3035,185.2287,182.1783,187.2835,187.2557,169.5809,176.3583,156.0287,159.6687,126.5287,135.5687,180.2087,176.4287
176.0,176.0,45,1.0,180.9635,168.7905,185.7105,182.761,187.7635,187.8245,170.0835,176.8835,156.3635,160.1035,126.9635,135.8435,180.6635,176.8635
177.0,177.0,45,2.0,181.973,170.053,186.953,183.773,188.733,189.013,170.993,177.753,157.233,161.053,127.3397,136.713,181.533,177.733
177.75,177.75,45,2.75,182.8852,170.6852,187.6052,184.5652,189.5904,189.7852,171.8904,178.6052,157.8852,161.7052,127.5652,137.4652,182.5652,178.7852
178.0,178.0,45,3.0,183.1226,170.9452,187.8226,184.8226,189.8504,190.0026,172.2426,178.8226,158.1026,161.9226,127.7826,137.6826,182.8826,179.0226
179.0,179.0,45,4.0,184.3722,172.0122,188.6922,186.0722,190.8722,191.1522,173.2722,180.0122,158.9522,162.8722,128.2522,138.5522,183.7522,180.1522
179.75,179.75,45,4.75,185.0772,172.8243,189.5043,186.9843,191.7243,192.0729,174.0243,180.7043,159.6043,163.5443,128.6908,139.2443,184.6686,180.8443
180.0,180.0,46,1.0,185.3634,173.0736,189.7217,187.2302,191.9817,192.3268,174.3017,181.0217,159.8417,163.7617,128.7417,139.4817,184.9255,181.0617
181.0,181.0,46,2.0,186.4313,174.2513,190.7513,188.5113,193.2113,193.6913,175.4513,181.9513,160.6913,164.6513,129.0057,140.3513,186.0913,182.2113
181.75,181.75,46,2.75,187.2645,174.9105,191.4835,189.167,193.9635,194.3435,176.1505,182.6035,161.2835,165.4035,129.0118,141.0035,186.7235,182.8635
182.0,182.0,46,3.0,187.5809,175.1609,191.7609,189.4009,194.1809,194.5609,176.5209,182.8809,161.5009,165.6409,129.0138,141.2209,187.0209,183.1227
183.0,183.0,46,4.0,188.5104,176.2504,192.6304,190.3704,195.1304,195.5904,177.4304,183.8304,162.3904,166.5704,129.2304,142.0904,187.9704,184.1704
183.5,183.5,46,4.5,189.1104,176.8452,193.2052,191.1052,195.7652,196.4052,178.0452,184.6304,162.8252,167.0052,129.6652,142.5252,188.5452,184.6852
183.75,183.75,46,4.75,189.4078,177.0756,193.4904,191.353,195.9826,196.6478,178.2652,184.9252,163.0452,167.2304,129.8826,142.7226,188.813,184.9678
184.0,184.0,47,1.0,189.66,177.38,193.76,191.64,196.24,196.9,178.5,185.16,163.28,167.5,130.1,142.94,189.1,185.22
184.5,184.5,47,1.5,190.4348,178.1748,194.4748,192.3948,196.8096,197.6148,179.2748,185.7148,163.7148,168.0148,130.3039,143.3948,189.7948,185.7748
185.0,185.0,47,2.0,190.8696,178.6496,194.9096,192.8696,197.4296,198.2048,179.7496,186.5496,164.1496,168.4696,130.3126,143.8296,190.3296,186.2896
185.75,185.75,47,2.75,191.5617,179.3017,195.5617,193.5417,198.2017,198.9868,180.4017,187.2017,164.8017,169.1217,130.5817,144.4817,190.9817,187.0217
186.0,186.0,47,3.0,191.8173,179.5191,195.7791,193.9191,198.4191,199.2591,180.6191,187.4191,165.0191,169.3391,130.7991,144.6991,191.2373,187.3155
187.0,187.0,47,4.0,193.0287,180.6487,196.8287,195.1087,199.6287,200.4861,181.7287,188.5287,165.8887,170.3887,131.7487,145.5887,192.4487,188.4687
187.25,187.25,47,4.25,193.2461,181.0461,197.1722,195.4861,199.8661,200.8322,182.1722,188.8383,166.1661,170.7722,131.9861,145.8061,192.7661,188.8061
187.5,187.5,47,4.5,193.467,181.2635,197.4435,195.7035,200.0835,201.0835,182.4035,189.0835,166.3835,171.0035,132.2035,146.0435,192.9835,189.0435
187.75,187.75,47,4.75,193.709,181.4998,197.7072,195.9236,200.3009,201.3054,182.6209,189.3436,166.5409,171.2218,132.4209,146.2409,193.2009,189.2609
188.0,188.0,48,1.0,194.2447,182.1983,198.0583,196.2583,200.6115,201.9583,182.8749,189.6183,166.7583,171.4583,132.6383,146.4583,193.6783,189.5583
189.0,189.0,48,2.0,195.3678,183.0878,198.9878,197.8278,201.7678,202.9078,183.8678,190.7078,167.6678,172.3278,133.5078,147.2278,194.6078,190.6878
190.0,190.0,48,3.0,196.2974,183.9974,200.1774,198.7174,202.6374,203.7774,184.8374,191.5974,168.5374,173.1974,133.9309,148.0974,195.4974,191.5574
190.25,190.25,48,3.25,196.5148,184.4148,200.3948,199.0348,202.8548,203.9948,185.0748,191.8548,168.7548,173.4148,133.9361,148.3148,195.7348,191.7748
190.5,190.5,48,3.5,196.8322,184.6322,200.661,199.2722,203.0722,204.2122,185.2922,192.1122,168.9722,173.6322,133.9922,148.5322,195.9722,191.9922
190.75,190.75,48,3.75,197.0496,184.8496,200.9096,199.4896,203.3496,204.4592,185.5096,192.3296,169.1896,173.8496,134.0066,148.7496,196.2192,192.2096
191.0,191.0,48,4.0,197.307,185.081,201.227,199.707,203.623,204.694,185.734,192.554,169.407,174.067,134.0133,148.9535,196.501,192.434
191.5,191.5,48,4.5,197.7417,185.5417,201.7017,200.1417,204.2217,205.2817,186.2417,193.0017,169.8417,174.5017,134.2417,149.3617,196.9834,192.8817
192.0,192.0,49,1.0,198.1765,186.0095,202.1365,200.5765,204.6565,205.7965,186.693,193.4365,170.2365,174.9365,134.6765,149.7365,197.4765,193.3165
193.0,193.0,49,2.0,199.1861,186.9661,203.261,201.6227,205.7183,206.8061,187.6061,194.4193,171.1261,175.8061,134.9783,150.6061,198.5827,194.3061
193.75,193.75,49,2.75,199.9183,187.6183,204.2583,202.4183,206.4183,207.4583,188.3183,195.2783,171.7783,176.4583,134.9946,151.2583,199.3383,195.3583
194.0,194.0,49,3.0,200.1957,187.8757,204.4757,202.8357,206.6357,207.6757,188.5357,195.5157,171.9957,176.6757,134.9999,151.4757,199.7557,195.5757
194.25,194.25,49,3.25,200.433,188.113,204.693,203.313,206.853,208.513,188.953,195.793,172.213,176.893,135.1355,151.673,200.293,195.793
194.5,194.5,49,3.5,200.7104,188.3504,204.9104,203.5504,207.0904,208.7304,189.2304,196.0304,172.4304,177.1104,135.2201,151.8904,200.5104,196.0104
194.75,194.75,49,3.75,200.9634,188.6078,205.1278,203.8078,207.3078,208.9478,189.4678,196.2956,172.6478,177.3278,135.2217,152.1078,200.7478,196.2278
195.0,195.0,49,4.0,201.2052,188.8452,205.3452,204.0252,207.5304,209.1956,189.7476,196.5252,172.8652,177.5452,135.2232,152.3252,200.9652,196.4452
195.75,195.75,49,4.75,201.9174,189.5374,205.9774,204.6974,208.2174,209.8774,190.5774,197.1774,173.5174,178.1974,135.228,152.7472,201.6174,197.0974
196.0,196.0,50,1.0,202.2348,189.7548,206.1948,204.9148,208.4748,210.0948,190.7948,197.3948,173.6948,178.4148,135.2295,152.7538,201.8348,197.3148
197.0,197.0,50,2.0,203.4043,190.6843,207.2043,206.5043,209.4286,210.9843,191.7643,198.2643,174.5643,179.2843,135.2358,152.7898,202.7443,198.2443
197.75,197.75,50,2.75,204.0565,191.3565,207.8965,207.1565,210.3965,211.6365,192.4165,198.9365,175.2165,179.9365,135.3165,152.7996,203.4365,198.8965
198.0,198.0,50,3.0,204.3339,191.5739,208.1339,207.3739,210.6139,211.8539,192.6339,199.1539,175.4339,180.1539,135.5339,152.9939,203.6539,199.1139
198.25,198.25,50,3.25,204.5513,191.7913,208.5313,207.8113,210.8313,212.1713,192.8513,199.5313,175.6513,180.3713,135.7513,153.2113,204.0313,199.3313
198.5,198.5,50,3.5,204.7687,192.0261,208.7487,208.0461,211.0487,212.3887,193.0687,199.7574,175.8687,180.5887,135.9687,153.4287,204.2487,199.5487
198.75,198.75,50,3.75,204.9861,192.2661,208.9661,208.2861,211.2661,212.6305,193.3061,199.9861,176.0861,180.8061,136.1861,153.6461,204.4661,199.7661
199.0,199.0,50,4.0,205.2035,192.4835,209.1835,208.5035,211.4835,212.9105,193.5305,200.2035,176.3035,181.0235,136.2491,153.8635,204.6835,199.9835
199.75,199.75,50,4.75,205.8557,193.1357,209.8357,209.1557,212.1357,213.5957,194.3757,200.8557,176.9357,181.5957,136.2763,154.3357,205.3357,200.6357
200.0,200.0,51,1.0,206.073,193.353,210.053,209.373,212.353,213.813,194.593,201.073,177.153,181.813,136.393,154.553,205.553,200.853
201.0,201.0,51,2.0,206.9816,194.3318,211.0252,210.2878,213.3104,214.9226,195.4678,201.9452,178.0226,182.6826,137.2626,155.4226,206.5234,201.7826
201.75,201.75,51,2.75,207.8948,195.7348,211.7348,210.9748,214.0148,215.5748,196.1748,202.6148,178.6748,183.2495,137.9148,156.0748,207.3148,202.4348
202.0,202.0,51,3.0,208.1122,195.9522,211.9522,211.1922,214.2322,215.7922,196.3922,202.8322,178.8922,183.3722,138.1322,156.2922,207.5322,202.6522
203.0,203.0,51,4.0,209.1187,196.8217,212.8553,212.0987,215.2651,216.7268,197.3417,203.7336,179.7617,184.1817,139.6919,157.1617,208.4519,203.7519
203.75,203.75,51,4.75,209.9739,197.4739,213.6539,212.9339,215.9539,217.4339,197.9939,204.5139,180.1778,184.7939,140.4539,157.8139,209.2139,204.5139
204.0,204.0,52,1.0,210.1913,197.6913,213.8713,213.1513,216.1713,217.6513,198.2113,204.7313,180.3713,185.0113,140.6713,158.0313,209.5113,204.7313
205.0,205.0,52,2.0,211.0735,198.6654,214.7481,214.1007,217.2108,218.5344,199.0971,205.7827,181.2409,185.8809,141.5409,158.7209,210.4009,205.6009
205.75,205.75,52,2.75,211.993,199.413,215.553,215.173,218.073,219.473,200.093,206.493,181.913,186.4287,142.193,159.353,210.993,206.253
206.0,206.0,52,3.0,212.2104,199.6304,215.7704,215.3904,218.2904,219.6904,200.3104,206.7104,182.1304,186.5104,142.4104,159.5704,211.2104,206.4704
207.0,207.0,52,4.0,213.08,200.6,216.64,216.3,219.16,220.56,201.18,207.58,183.0,187.38,143.28,160.2,212.08,207.34
207.25,207.25,52,4.25,213.3774,200.8974,216.9174,216.6174,219.4974,220.8174,201.4374,207.7974,183.2174,187.5974,143.4974,160.3987,212.4574,207.5774
207.5,207.5,52,4.5,213.5948,201.1148,217.1348,216.8348,219.7148,221.0348,201.6548,208.0148,183.4348,187.8148,143.7148,160.5748,212.6748,207.7948
207.75,207.75,52,4.75,213.8122,201.3322,217.3522,217.1122,219.9322,221.2722,201.8722,208.2322,183.6522,188.0322,143.9322,160.7922,212.8922,208.0122
208.0,208.0,53,1.0,214.0296,201.5896,217.5696,217.4496,220.1496,221.4896,202.0896,208.4496,183.8696,188.2496,144.1496,161.0096,213.1096,208.2296
208.25,208.25,53,1.25,214.507,201.934,217.887,218.087,220.687,221.907,202.467,208.887,184.127,188.467,144.367,161.227,213.367,208.547
208.5,208.5,53,1.5,214.7243,202.1843,218.1043,218.3043,220.9043,222.1372,202.6843,209.1043,184.3443,188.6843,144.5843,161.4443,213.5843,208.7643
208.75,208.75,53,1.75,214.9417,202.4017,218.3217,218.5217,221.1217,222.4017,202.9017,209.3217,184.5617,188.9017,144.8017,161.6617,213.8017,208.9817
209.0,209.0,53,2.0,215.1591,202.6191,218.5391,218.7391,221.3391,222.6191,203.1191,209.5391,184.7791,189.1191,145.0191,161.8791,214.0191,209.1991
210.0,210.0,53,3.0,216.0809,203.4887,219.5731,219.6609,222.2287,223.5635,204.0574,210.4748,185.6487,189.9887,145.8887,162.7487,215.0974,210.0687
210.25,210.25,53,3.25,216.3661,203.7261,219.9261,219.9461,222.4461,223.8261,204.2861,210.7261,185.8661,190.2061,146.1061,162.9661,215.3261,210.2861
210.5,210.5,53,3.5,216.6635,203.9435,220.1435,220.2435,222.6635,224.0435,204.5035,210.9435,186.0835,190.4235,146.2429,163.1835,215.5435,210.5035
210.75,210.75,53,3.75,216.8809,204.1609,220.3609,220.4609,222.8809,224.2609,204.7209,211.1609,186.3009,190.6409,146.2504,163.4009,215.8209,210.7209
211.0,211.0,53,4.0,217.0983,204.3783,220.5783,220.6783,223.0983,224.5515,204.9383,211.3783,186.5183,190.8583,146.2579,163.6017,216.0566,210.9383
212.0,212.0,54,1.0,217.9678,205.5078,221.6102,221.7278,224.2278,225.6848,205.9878,212.2678,187.3878,191.7278,146.4176,164.1878,216.9478,212.1278
213.0,213.0,54,2.0,218.8974,206.4374,222.5974,222.8496,225.0974,226.7374,206.8974,213.2174,188.2574,192.5974,147.1974,164.9974,217.8174,212.9974
214.0,214.0,54,3.0,220.067,207.647,223.567,223.727,226.268,227.707,208.087,214.187,189.127,193.487,148.067,165.807,219.067,213.867
215.0,215.0,54,4.0,221.0565,208.6565,224.4565,224.6765,227.2365,228.5765,208.9565,215.0565,189.9965,194.3765,148.9365,166.6365,219.9965,214.7365
215.75,215.75,54,4.75,222.0087,209.3687,225.1287,225.6087,227.8887,229.3287,209.6487,216.2287,190.5887,195.0887,149.6487,167.3087,220.8087,215.5087
216.0,216.0,55,1.0,222.3461,209.5861,225.3461,225.9522,228.1861,229.5966,209.8661,216.4461,190.7861,195.3061,149.9861,167.5261,221.0461,215.8661
216.25,216.25,55,1.25,222.5635,209.9835,225.6505,226.2835,228.7635,229.9235,210.1235,216.7235,191.0035,195.5235,150.2035,167.7635,221.307,216.1635
216.5,216.5,55,1.5,222.7809,210.2009,225.9009,226.5018,228.9809,230.1409,210.3409,216.9609,191.2209,195.7409,150.3032,167.9809,221.6809,216.3809
216.75,216.75,55,1.75,222.9983,210.4183,226.1183,226.7383,229.1983,230.3583,210.5583,217.1783,191.4383,195.9583,150.3089,168.1983,221.8983,216.5983
217.0,217.0,55,2.0,223.2157,210.6357,226.3357,226.9557,229.4157,230.5757,210.7757,217.3957,191.6557,196.1914,150.3146,168.4157,222.1157,216.8157
218.0,218.0,55,3.0,224.2328,211.5208,227.266,227.966,230.3052,231.5728,211.766,218.2756,192.5217,197.0652,150.3248,169.0852,222.9956,217.7052
218.25,218.25,55,3.25,224.6426,211.7826,227.5426,228.2426,230.5426,231.9826,212.0426,218.5426,192.6826,197.2826,150.3263,169.3026,223.2426,217.9226
218.5,218.5,55,3.5,224.86,212.0,227.76,228.46,230.76,232.2,212.26,218.8,192.9,197.5,150.3279,169.52,223.46,218.14
218.75,218.75,55,3.75,225.0774,212.2174,227.9774,228.7644,230.9774,232.4174,212.5574,219.1374,193.1174,197.7174,150.3295,169.7374,223.6774,218.3574
219.0,219.0,55,4.0,225.3096,212.4348,228.1948,228.9948,231.1948,232.6348,212.7748,219.4288,193.3348,197.9348,150.331,169.8274,223.9096,218.5748
220.0,220.0,56,1.0,226.4043,213.6043,229.0843,230.1043,232.0643,233.6546,213.7043,220.3858,194.2043,198.8043,150.3373,170.6843,224.9729,219.6643
221.0,221.0,56,2.0,227.2739,214.4739,230.0929,230.9739,232.9339,234.8539,214.6939,221.3939,195.0539,199.657,150.7539,171.5139,225.8939,220.5339
222.0,222.0,56,3.0,228.7305,215.4435,231.2235,231.9235,233.9035,235.7235,215.5835,222.3035,195.9235,200.4635,151.0918,172.3835,226.9435,221.4835
223.0,223.0,56,4.0,229.633,216.493,232.193,233.066,234.786,236.593,216.493,223.173,196.753,201.133,151.393,173.033,227.813,222.353
223.75,223.75,56,4.75,230.3852,217.3452,232.8452,234.0852,235.7452,237.2452,217.3104,224.0452,197.3852,201.9852,151.9052,173.7052,228.5852,223.0852
224.0,224.0,57,1.0,230.6426,217.6026,233.0626,234.3626,235.9878,237.4626,217.5626,224.2678,197.6026,202.2026,152.1226,173.9226,228.8052,223.3626
224.25,224.25,57,1.25,230.9,217.82,233.28,234.58,236.24,237.68,217.78,224.52,197.82,202.42,152.34,174.14,229.04,223.58
224.5,224.5,57,1.5,231.1696,218.0374,233.4974,234.867,236.4574,237.8974,217.9974,224.7374,198.0374,202.5774,152.5574,174.3574,229.2574,223.7829
224.75,224.75,57,1.75,231.4148,218.2548,233.7148,235.1748,236.6748,238.1148,218.2148,224.9548,198.1548,202.7815,152.7416,174.5748,229.4748,223.8748
225.0,225.0,57,2.0,231.6322,218.4722,233.9322,235.4044,236.8922,238.3322,218.4322,225.1722,198.3722,202.8322,152.8122,174.7922,229.6922,224.0722
226.0,226.0,57,3.0,232.5485,219.3417,234.8017,236.4217,237.7617,239.2017,219.3017,226.1502,199.2417,203.7017,153.3414,175.6617,230.5617,224.8654
226.25,226.25,57,3.25,232.8773,219.5591,235.0191,236.6391,237.9791,239.4391,219.5191,226.4591,199.4591,203.9191,153.3423,175.8791,230.7791,225.0217
226.5,226.5,57,3.5,233.146,219.7682,235.2365,236.8965,238.1965,240.0165,219.7365,226.6765,199.6765,204.1241,153.3432,176.0965,230.9965,225.0409
226.75,226.75,57,3.75,233.3739,219.967,235.4539,237.1139,238.4139,240.2756,219.9539,226.8939,199.8939,204.2939,153.3441,176.3139,231.2139,225.053
227.0,227.0,57,4.0,233.5913,220.1713,235.6826,237.3313,238.6313,240.5678,220.2513,227.1113,200.1113,204.5113,153.345,176.5313,231.5078,225.1513
228.0,228.0,58,1.0,234.5809,221.0409,236.6009,238.2009,239.8809,241.9126,221.2809,227.9809,200.9809,205.3809,153.3485,177.4009,232.8009,226.0209
228.5,228.5,58,1.5,235.1357,221.4757,237.0757,238.6357,240.3157,242.5957,221.7957,228.4157,201.4157,205.8157,153.3503,177.8357,233.2357,226.4557
229.0,229.0,58,2.0,235.5704,221.9104,237.5104,239.0704,240.7704,243.0704,222.2904,228.8504,201.8504,206.2504,153.3521,178.2104,233.6704,226.8904
229.5,229.5,58,2.5,236.0052,222.3452,237.9504,239.5052,241.2052,243.6052,222.7252,229.4652,202.2852,206.6852,153.3539,178.5852,234.126,227.3252
230.0,230.0,58,3.0,236.44,222.78,238.42,239.94,241.64,244.06,223.18,229.9,202.72,207.12,153.3557,179.01,234.62,227.75
230.5,230.5,58,3.5,237.0348,223.2148,238.9148,240.4348,242.1748,244.4948,223.6148,230.4548,203.1548,207.5449,153.3574,179.4216,235.0548,228.1618
231.0,231.0,58,4.0,237.4696,223.6496,239.4296,240.8896,242.6096,244.9896,224.1096,230.8896,203.5896,207.9496,153.3592,179.7096,235.5296,228.4427
231.5,231.5,58,4.5,238.1843,224.0972,239.9643,241.3243,243.1043,245.4443,224.5443,231.3643,204.0243,208.3843,153.4621,180.1443,236.1243,228.6827
232.0,232.0,59,1.0,238.6791,224.5791,240.711,241.7591,243.5791,245.8991,224.9991,231.7991,204.4591,208.8191,153.4684,180.5191,236.5591,228.9638
234.0,234.0,59,3.0,241.1613,225.8383,242.6183,243.4783,245.3515,248.0047,227.0783,233.4515,206.1983,210.5583,154.1183,182.0783,238.3383,231.0583
236.0,236.0,60,1.0,243.0974,227.7974,244.5574,245.7532,247.2574,250.3374,229.1774,235.0287,207.9374,212.3374,155.4174,183.8974,240.4774,232.9774
238.0,238.0,60,3.0,244.8565,230.1165,246.3565,247.8965,248.6965,252.6675,230.9365,236.4965,209.5565,213.5365,156.4365,185.3965,242.1765,236.8765
239.75,239.75,60,4.75,246.5383,231.7983,248.0383,249.9583,250.1583,254.5183,232.5837,237.8783,210.9983,214.6583,157.9383,186.8183,243.9292,238.5983
240.0,240.0,61,1.0,246.7557,232.0157,248.2557,250.1652,250.3757,254.9942,232.7231,238.1357,211.2157,214.8678,158.1557,187.0357,244.1252,238.8157
241.75,241.75,61,2.75,248.4974,233.5574,249.8374,251.6374,251.8974,256.8696,234.6774,239.4774,212.7374,216.1774,159.4974,188.4974,245.8174,240.8374
242.0,242.0,61,3.0,248.7148,233.7748,250.0548,251.8696,252.1148,257.0948,234.7413,239.5221,212.9548,216.2813,159.7148,188.6225,246.0348,241.0548
243.75,243.75,61,4.75,250.3565,237.4765,251.6682,253.8765,253.2165,259.026,235.9565,240.9165,214.2365,217.3765,161.8365,190.0565,247.3965,242.3765
244.0,244.0,62,1.0,250.5646,237.6939,251.8739,254.0939,253.4339,259.2539,236.1213,241.1939,214.4539,217.5939,162.0139,190.3139,247.6139,242.5246
245.75,245.75,62,2.75,252.3357,239.2757,253.4157,255.6957,255.0357,261.1757,237.6157,242.3957,215.9757,218.9757,163.6757,191.7757,249.4757,246.1557
246.0,246.0,62,3.0,252.4232,239.493,253.4939,255.972,255.253,261.393,237.833,242.4613,216.193,219.1414,163.893,191.993,249.4901,246.373
247.75,247.75,62,4.75,254.1348,241.0748,255.1148,259.6148,256.3836,263.2548,238.7148,243.7348,217.6748,219.9548,165.4348,193.0674,250.9748,247.3948
248.0,248.0,63,1.0,254.3522,241.2922,255.3322,259.8566,256.6322,263.4722,238.9322,243.9522,217.8922,220.1322,165.6522,193.2722,251.2122,247.6041
248.75,248.75,63,1.5,254.6406,241.5806,255.6806,260.2006,256.9206,263.7606,239.2206,244.2606,218.1806,220.4206,165.9006,193.5406,251.5206,247.8452
249.0,249.0,63,1.6667,254.7368,241.6768,255.7768,260.2968,257.0168,263.8568,239.3168,244.3568,218.2768,220.5168,165.9968,193.6368,251.6168,247.8968
249.5,249.5,63,2.0,254.9291,241.8691,255.9691,260.4891,257.2091,264.0491,239.5091,244.6582,218.4691,220.7691,166.163,193.7464,251.8291,248.0673
250.25,250.25,63,2.5,255.2176,242.1576,256.2576,260.7776,257.5328,264.3376,239.7976,244.9576,218.7576,221.0576,166.2207,193.8376,252.1176,248.3088
250.5,250.5,63,2.6667,255.3137,242.2537,256.3537,260.8737,257.6337,264.4268,239.8937,245.1137,218.8537,221.1537,166.2215,193.9337,252.2137,248.3834
251.0,251.0,64,1.0,255.518,242.446,256.546,261.066,257.826,264.606,240.086,245.332,219.046,221.386,166.2231,194.1206,252.386,248.526
251.75,251.75,64,1.5,255.8345,242.7345,256.8345,261.3545,258.129,264.8872,240.3745,245.6345,219.3345,221.6745,166.2255,194.1745,252.6345,248.8036
