qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Trumpet 1,F Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
612.0,624.0,U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),U(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),U(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&U(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)
624.0,636.0,U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(F Horn 1)&U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Violoncello)&P8(Contrabass),,,Main Part,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&U(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&U(Violoncello)
636.0,639.0,,,,,,,Main Part,,,,,,,P3(Violin 2),P3(Violin 1),,,
639.0,642.0,,,,,Main Part,,,,,,,,,P3(Violin 2),P3(Violin 1),,,
642.0,645.0,,,Main Part,,,,,,,,,,,P3(Violin 2),P3(Violin 1),,,
645.0,661.5,Main Part,P8(Oboe 2)&P8(Bassoon 1),,P8(Flute 2)&P8(Bassoon 1),P8(Bassoon 2)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),U(F Horn 1),P8(Flute 2)&P8(Oboe 2),P8(Bb Clarinet 1)&U(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),U(Bb Clarinet 2),P8(Bb Clarinet 1)&U(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),U(Bb Clarinet 1)&P8(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Timpani),P8(Bb Clarinet 1)&P8(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&P8(Timpani),P8(Bb Clarinet 1)&P8(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
661.5,672.0,,,,,,,P2(Violin 1)&P3(Violoncello),,,,,,,P2(Bassoon 1)&P4(Violoncello),,Main Part,P3(Bassoon 1)&P4(Violin 1),
672.0,675.0,,,,,,,Main Part,,,,,,,P2(Violin 2),P2(Violin 1),P8(Violoncello),P8(Viola),
675.0,678.0,,,,,Main Part,,,,,,,,,P2(Violin 2),P2(Violin 1),P8(Violoncello),P8(Viola),
678.0,681.0,,,Main Part,,,,,,,,,,,P2(Violin 2),P2(Violin 1),P8(Violoncello),P8(Viola),
681.0,697.5,Main Part,U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2),,P8(Bassoon 1),U(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bassoon 2),P8(Oboe 2),P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1),,,,,,
697.5,708.0,,,,,,,U(Violin 1)&P5(Viola)&P2(Contrabass),,,,,,,U(Bassoon 1)&P5(Viola)&P2(Contrabass),,P5(Bassoon 1)&P5(Violin 1)&P6(Contrabass),Main Part,P2(Bassoon 1)&P2(Violin 1)&P6(Viola)
708.0,711.0,,,,,,,Main Part,,,,,,,P3(Violin 2)&P5(Viola),P3(Violin 1)&P3(Viola),P5(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
711.0,714.0,,,,,Main Part,,,,,,,,,P3(Violin 2)&P5(Viola),P3(Violin 1)&P3(Viola),P5(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
714.0,717.0,P3(Bb Clarinet 2)&P3(Bassoon 1),,Main Part,,,P3(Flute 1)&P5(Bassoon 1),P3(Flute 1)&P5(Bb Clarinet 2),,,,,,,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
717.0,744.0,Main Part,P8(Oboe 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),,P8(Flute 2)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2),P8(Main),,,P8(Flute 2)&P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2),P8(Flute 2)&U(Oboe 2)&P8(Bassoon 2)&P8(F Horn 2),P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2)&P8(F Horn 1),P8(F Trumpet 2),P8(F Trumpet 1),,,,,P8(Contrabass),P8(Violoncello)
744.0,756.0,P8(Bb Clarinet 2),P8(Bassoon 1)&P8(Bassoon 2),,,,P8(Flute 1),P8(Flute 2)&P8(Bassoon 2),P8(Flute 2)&P8(Bassoon 1),P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P3(Violin 2)&U(Viola),P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P3(Violin 2)&P8(Viola),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P3(Violin 2)&P8(Viola),U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P3(Violin 2)&U(Viola),,,P3(F Horn 1)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Viola),U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P3(Violin 2),Main Part,P8(Main)
756.0,767.0,P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),,P8(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2),,U(Bb Clarinet 2)&U(Violin 2),U(Bb Clarinet 1)&U(Violin 2),P8(Flute 1)&P8(Oboe 1)&U(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&U(Bassoon 1),,,,,,,U(Bb Clarinet 1)&U(Bb Clarinet 2),,Main Part,P8(Main)
767.0,771.0,P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 2),P8(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 2),Main Part,U(Main)&U(Violin 2),P8(Flute 1)&P8(Oboe 1)&U(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&U(Bassoon 1),,,,,,,U(Main)&U(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
771.0,774.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),U(Bb Clarinet 2)&U(Violin 2),U(Bb Clarinet 1)&U(Violin 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1),U(F Horn 2),U(F Horn 1),,,,,U(Bb Clarinet 1)&U(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
774.0,777.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,U(Main)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1),,,,,,,U(Main)&U(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
777.0,780.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),U(Bb Clarinet 2)&U(Violin 2),U(Bb Clarinet 1)&U(Violin 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1),P2(F Horn 2),P2(F Horn 1),,,,,U(Bb Clarinet 1)&U(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
780.0,784.0,U(Flute 2),U(Flute 1),,,Main Part,U(Main)&U(Violin 2),,,,,,,,,U(Main)&U(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
784.0,787.0,Main Part,U(Main),U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2)&U(Violin 2),U(Bb Clarinet 1)&U(Violin 2),,,,,P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),,U(Bb Clarinet 1)&U(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
787.0,791.5,U(Flute 2),U(Flute 1),Main Part,U(Main),U(Bb Clarinet 2)&P8(Violin 2),U(Bb Clarinet 1)&P8(Violin 2),,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
791.5,819.0,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
819.0,840.0,P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),,P8(Oboe 2),P8(Oboe 1),,P4(Flute 1)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2),,P4(Flute 1)&P4(F Horn 1)&P4(F Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2),P8(Flute 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),P8(Flute 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(Flute 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),P8(Flute 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1),,Main Part,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
840.0,864.0,P3(Flute 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2),P3(Flute 1)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2),,,P3(Flute 1)&P8(Flute 2)&P6(Bb Clarinet 2),P4(Flute 1)&P6(Flute 2)&P6(Bb Clarinet 1),,,,,P8(F Trumpet 2),P8(F Trumpet 1),,Main Part,,,U(Contrabass),U(Violoncello)
864.0,882.0,,,,,,,,,,,P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
882.0,894.0,P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2),,,P8(Flute 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Violin 1)&U(Violin 2),P8(Flute 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P8(Violin 1)&U(Violin 2),P3(Flute 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Violin 1)&P3(Violin 2),U(Bassoon 2)&U(Main)&P8(Contrabass),U(Bassoon 1)&U(Main)&P8(Contrabass),,,P8(F Trumpet 2),P8(F Trumpet 1),,U(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Violin 2),P8(Flute 1)&U(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Violin 1),,Main Part,P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)
894.0,904.0,P8(Bb Clarinet 1)&P8(F Horn 1),P3(Oboe 2)&P8(Bb Clarinet 2)&P3(Violin 1)&P3(Violin 2),,P3(Flute 2)&P3(Bb Clarinet 2)&P8(Violin 1)&U(Violin 2),P8(Flute 1)&P8(F Horn 1),P8(Flute 2)&P3(Oboe 2)&P3(Violin 1)&P3(Violin 2),,,P8(Flute 1)&P8(Bb Clarinet 1),,P8(F Trumpet 2)&P8(Viola),P8(F Trumpet 1)&P8(Viola),,P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 2)&P8(Violin 2),P3(Flute 2)&U(Oboe 2)&P3(Bb Clarinet 2)&P8(Violin 1),P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,P8(Main)
904.0,915.0,Main Part,,,,P8(Main),,,,P8(F Horn 2),P8(F Horn 1),,,,P8(Violin 2)&P8(Viola)&P7(Violoncello)&P7(Contrabass),P8(Violin 1)&U(Viola)&P7(Violoncello)&P7(Contrabass),P8(Violin 1)&U(Violin 2)&P7(Violoncello)&P7(Contrabass),P7(Violin 1)&P7(Violin 2)&P7(Viola)&P8(Contrabass),P7(Violin 1)&P7(Violin 2)&P7(Viola)&P8(Violoncello)
915.0,918.0,P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(F Horn 1)&P7(F Horn 2),,P5(Oboe 2)&P3(Timpani),P5(Oboe 1)&P7(Timpani),P8(Flute 1)&P3(Bb Clarinet 2)&P7(F Horn 1)&P7(F Horn 2),P3(Flute 1)&P3(Bb Clarinet 1)&P5(F Horn 1)&P5(F Horn 2),P3(Bassoon 2),P3(Bassoon 1),P7(Flute 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(F Horn 2),P7(Flute 1)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(F Horn 1),,,P3(Oboe 1)&P7(Oboe 2),Main Part,,,P8(Contrabass),P8(Violoncello)
918.0,963.0,Main Part,,,,,,,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,P8(Contrabass),P8(Violoncello)
963.0,1008.0,,,,,,,,,P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1008.0,1019.0,,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,P8(F Horn 2),P8(F Horn 1),,,,Main Part,,,,
1019.0,1043.0,,,,,,,,,,,,,,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1043.0,1054.0,,,Main Part,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1054.0,1062.0,,,,P8(Bb Clarinet 2)&P8(Bassoon 2),Main Part,P8(Oboe 2)&P8(Bassoon 2),P8(Main),P8(Oboe 2)&P8(Bb Clarinet 2),P8(F Horn 2),P8(F Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
1062.0,1065.0,P8(Violin 1),,P2(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2)&P8(Viola),P2(Oboe 1)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P2(Viola),P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2)&P8(Viola),P2(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet 1)&P2(Bassoon 1)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P2(Viola),P8(Oboe 1)&P2(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2)&U(Viola),P2(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P8(F Horn 1)&U(F Horn 2)&P2(Viola),P2(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 2)&P2(Viola),P2(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Bassoon 1)&U(Bassoon 2)&P8(F Horn 1)&P2(Viola),,,,P8(Flute 1),,P8(Oboe 1)&P2(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&U(Bassoon 1)&P2(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2),Main Part,P8(Main)
1065.0,1074.0,P8(Main),,P8(Bb Clarinet 1),P8(Bb Clarinet 2),P8(Oboe 1),P8(Oboe 2),,,P8(F Horn 2)&P2(Viola),P8(F Horn 1)&P2(Viola),,,,Main Part,,P2(F Horn 1)&P2(F Horn 2),P8(Contrabass),P8(Violoncello)
1074.0,1077.0,P8(Violin 1),,P2(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2)&P8(Viola),P2(Oboe 1)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P2(Viola),P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2)&P8(Viola),P2(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet 1)&P2(Bassoon 1)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P2(Viola),P8(Oboe 1)&P2(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P2(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2)&U(Viola),P2(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P8(F Horn 1)&U(F Horn 2)&P2(Viola),P2(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 2)&P2(Viola),P2(Oboe 1)&P8(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Bassoon 1)&U(Bassoon 2)&P8(F Horn 1)&P2(Viola),,,,P8(Flute 1),,P8(Oboe 1)&P2(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&U(Bassoon 1)&P2(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2),Main Part,P8(Main)
1077.0,1116.0,,,,,,,,,P8(F Horn 2),P8(F Horn 1),P8(F Trumpet 2),P8(F Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1116.0,1124.0,,,,,,,,,P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2)&P8(Timpani),U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(Timpani),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
