score_qstamp,qstamp,measure,beat,246961_tstamp
0.0,0.0,1,1.0,0.04
2.5,2.5,1,3.5,1.0217
3.0,3.0,1,4.0,1.23
3.5,3.5,1,4.5,1.3783
4.0,4.0,2,1.0,1.5467
5.0,5.0,2,2.0,1.8833
6.0,6.0,2,3.0,2.14
7.0,7.0,2,4.0,2.4167
8.0,8.0,3,1.0,2.8333
9.0,9.0,3,2.0,3.03
10.0,10.0,3,3.0,3.4467
11.0,11.0,3,4.0,3.6433
12.0,12.0,4,1.0,4.06
13.0,13.0,4,2.0,4.1367
14.0,14.0,4,3.0,4.4933
15.0,15.0,4,4.0,4.8183
16.0,16.0,5,1.0,5.1867
17.0,17.0,5,2.0,5.4033
18.0,18.0,5,3.0,5.82
19.0,19.0,5,4.0,6.2037
20.0,20.0,6,1.0,6.4733
21.0,21.0,6,2.0,6.8806
22.0,22.0,6,3.0,7.0067
23.0,23.0,6,4.0,7.4233
24.0,24.0,7,1.0,7.64
25.0,25.0,7,2.0,7.9567
25.5,25.5,7,2.5,8.165
26.0,26.0,7,3.0,8.3333
26.5,26.5,7,3.5,8.4417
27.0,27.0,7,4.0,8.59
27.5,27.5,7,4.5,8.7183
28.0,28.0,8,1.0,8.8867
28.5,28.5,8,1.5,9.0538
29.0,29.0,8,2.0,9.1633
29.5,29.5,8,2.5,9.3717
30.0,30.0,8,3.0,9.58
31.0,31.0,8,4.0,9.8567
32.0,32.0,9,1.0,10.2533
33.0,33.0,9,2.0,10.67
34.0,34.0,9,3.0,10.8988
35.0,35.0,9,4.0,11.1833
36.0,36.0,10,1.0,11.56
37.0,37.0,10,2.0,11.9767
38.0,38.0,10,3.0,12.2666
38.5,38.5,10,3.5,12.3217
39.0,39.0,10,4.0,12.39
39.5,39.5,10,4.5,12.5383
40.0,40.0,11,1.0,12.7067
40.5,40.5,11,1.5,12.915
41.0,41.0,11,2.0,13.1078
42.0,42.0,11,3.0,13.5
43.0,43.0,11,4.0,13.6767
44.0,44.0,12,1.0,13.9193
45.0,45.0,12,2.0,14.33
46.0,46.0,12,3.0,14.7067
46.5,46.5,12,3.5,14.775
47.0,47.0,12,4.0,14.9833
47.5,47.5,12,4.5,15.1317
48.0,48.0,13,1.0,15.18
48.5,48.5,13,1.5,15.3883
49.0,49.0,13,2.0,15.5967
49.5,49.5,13,2.5,15.805
50.0,50.0,13,3.0,16.0133
51.0,51.0,13,4.0,16.27
52.0,52.0,14,1.0,16.5067
53.0,53.0,14,2.0,16.8233
54.0,54.0,14,3.0,17.14
54.5,54.5,14,3.5,17.3083
55.0,55.0,14,4.0,17.4367
55.5,55.5,14,4.5,17.645
56.0,56.0,15,1.0,17.8533
56.5,56.5,15,1.5,18.0017
57.0,57.0,15,2.0,18.21
57.5,57.5,15,2.5,18.3383
58.0,58.0,15,3.0,18.5067
59.0,59.0,15,4.0,18.8633
60.0,60.0,16,1.0,19.1
61.0,61.0,16,2.0,19.3767
62.0,62.0,16,3.0,19.7133
62.5,62.5,16,3.5,19.9017
63.0,63.0,16,4.0,19.99
63.5,63.5,16,4.5,20.1983
64.0,64.0,17,1.0,20.4067
65.0,65.0,17,2.0,20.6633
66.0,66.0,17,3.0,21.04
67.0,67.0,17,4.0,21.3567
68.0,68.0,18,1.0,21.7733
69.0,69.0,18,2.0,21.9792
70.0,70.0,18,3.0,22.3689
71.0,71.0,18,4.0,22.7633
72.0,72.0,19,1.0,23.1
73.0,73.0,19,2.0,23.3567
74.0,74.0,19,3.0,23.6933
75.0,75.0,19,4.0,24.11
76.0,76.0,20,1.0,24.4867
78.0,78.0,20,3.0,25.02
80.0,80.0,21,1.0,25.8533
82.0,82.0,21,3.0,26.4867
84.0,84.0,22,1.0,26.96
86.0,86.0,22,3.0,27.7933
88.5,88.5,23,1.5,28.595
89.0,89.0,23,2.0,28.7633
89.5,89.5,23,2.5,28.9717
90.0,90.0,23,3.0,29.04
90.5,90.5,23,3.5,29.2483
91.0,91.0,23,4.0,29.4567
91.5,91.5,23,4.5,29.665
92.0,92.0,24,1.0,29.7933
92.5,92.5,24,1.5,30.0017
93.0,93.0,24,2.0,30.1488
93.5,93.5,24,2.5,30.2783
94.0,94.0,24,3.0,30.4867
94.5,94.5,24,3.5,30.695
95.0,95.0,24,4.0,30.9033
95.5,95.5,24,4.5,31.1117
96.0,96.0,25,1.0,31.32
96.5,96.5,25,1.5,31.4424
97.0,97.0,25,2.0,31.4597
97.5,97.5,25,2.5,31.525
98.0,98.0,25,3.0,31.7133
98.5,98.5,25,3.5,31.9217
99.0,99.0,25,4.0,32.07
99.5,99.5,25,4.5,32.1964
100.0,100.0,26,1.0,32.3467
100.5,100.5,26,1.5,32.475
101.0,101.0,26,2.0,32.6833
101.5,101.5,26,2.5,32.8452
102.0,102.0,26,3.0,32.92
102.5,102.5,26,3.5,33.1083
103.0,103.0,26,4.0,33.2767
103.5,103.5,26,4.5,33.485
104.0,104.0,27,1.0,33.6933
104.5,104.5,27,1.5,33.8274
105.0,105.0,27,2.0,33.91
105.5,105.5,27,2.5,34.0596
106.0,106.0,27,3.0,34.1467
106.5,106.5,27,3.5,34.355
107.0,107.0,27,4.0,34.4233
107.5,107.5,27,4.5,34.6317
108.0,108.0,28,1.0,34.8
108.5,108.5,28,1.5,34.8942
109.0,109.0,28,2.0,35.0967
109.5,109.5,28,2.5,35.1745
110.0,110.0,28,3.0,35.3333
110.5,110.5,28,3.5,35.5417
111.0,111.0,28,4.0,35.67
111.5,111.5,28,4.5,35.8783
112.0,112.0,29,1.0,36.0867
112.5,112.5,29,1.5,36.1888
113.0,113.0,29,2.0,36.2633
113.5,113.5,29,2.5,36.4717
114.0,114.0,29,3.0,36.64
114.5,114.5,29,3.5,36.8483
115.0,115.0,29,4.0,36.9167
115.5,115.5,29,4.5,37.025
116.0,116.0,30,1.0,37.2333
116.5,116.5,30,1.5,37.4417
117.0,117.0,30,2.0,37.6167
117.5,117.5,30,2.5,37.6973
118.0,118.0,30,3.0,37.8867
118.5,118.5,30,3.5,38.0821
119.0,119.0,30,4.0,38.1833
119.5,119.5,30,4.5,38.2717
120.0,120.0,31,1.0,38.48
120.5,120.5,31,1.5,38.6883
121.0,121.0,31,2.0,38.8367
121.5,121.5,31,2.5,39.045
122.0,122.0,31,3.0,39.1533
122.5,122.5,31,3.5,39.3617
123.0,123.0,31,4.0,39.49
123.5,123.5,31,4.5,39.5797
124.0,124.0,32,1.0,39.7667
124.5,124.5,32,1.5,39.975
125.0,125.0,32,2.0,40.1833
125.5,125.5,32,2.5,40.2917
126.0,126.0,32,3.0,40.5
126.5,126.5,32,3.5,40.6083
127.0,127.0,32,4.0,40.7367
127.5,127.5,32,4.5,40.845
128.0,128.0,33,1.0,41.0133
128.5,128.5,33,1.5,41.2217
129.0,129.0,33,2.0,41.43
129.5,129.5,33,2.5,41.5383
130.0,130.0,33,3.0,41.7467
130.5,130.5,33,3.5,41.855
131.0,131.0,33,4.0,41.9833
131.5,131.5,33,4.5,42.1183
132.0,132.0,34,1.0,42.26
132.5,132.5,34,1.5,42.4683
133.0,133.0,34,2.0,42.6767
133.5,133.5,34,2.5,42.885
134.0,134.0,34,3.0,43.0133
134.5,134.5,34,3.5,43.0617
135.0,135.0,34,4.0,43.25
135.5,135.5,34,4.5,43.3783
136.0,136.0,35,1.0,43.5667
136.5,136.5,35,1.5,43.775
137.0,137.0,35,2.0,43.9833
137.5,137.5,35,2.5,44.1917
138.0,138.0,35,3.0,44.26
138.5,138.5,35,3.5,44.3083
139.0,139.0,35,4.0,44.5167
139.5,139.5,35,4.5,44.645
140.0,140.0,36,1.0,44.8533
140.5,140.5,36,1.5,45.0617
141.0,141.0,36,2.0,45.19
141.5,141.5,36,2.5,45.3383
142.0,142.0,36,3.0,45.4667
142.5,142.5,36,3.5,45.595
143.0,143.0,36,4.0,45.7433
143.5,143.5,36,4.5,45.9117
144.0,144.0,37,1.0,46.08
144.5,144.5,37,1.5,46.2883
145.0,145.0,37,2.0,46.4567
145.5,145.5,37,2.5,46.665
146.0,146.0,37,3.0,46.7533
146.5,146.5,37,3.5,46.9417
147.0,147.0,37,4.0,47.03
147.5,147.5,37,4.5,47.1383
148.0,148.0,38,1.0,47.3267
148.5,148.5,38,1.5,47.555
149.0,149.0,38,2.0,47.7633
149.5,149.5,38,2.5,47.9717
150.0,150.0,38,3.0,48.02
