qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,0,1.6667,0.0,a,Vla,15
6.5,5,1.0,0.0,a,Vla,15
12.0,8,1.6667,0.6667,a,Vln,13
15.0,10,1.6667,0.6667,a,Fl,0
20.0,14,1.0,0.0,a,Fl,0
22.25,15,1.5,0.5,a,Vln,13
28.5,19,1.6667,0.6667,a,Fl,0
30.0,20,1.6667,0.6667,a,Vln,13
33.0,22,1.6667,0.6667,b,Cl,4
39.0,26,1.6667,0.6667,b,Vln,13
44.0,30,1.0,0.0,b,Vln,13
46.5,31,1.6667,0.6667,b,Tpt,10
52.5,35,1.6667,0.6667,b,Tpt,10
57.0,38,1.6667,0.6667,b,Vln,13
62.0,42,1.0,0.0,b,Vln,13
73.5,49,1.6667,0.6667,a,Vla,15
80.0,54,1.0,0.0,a,Vla,15
84.5,57,1.0,0.0,a,Vln,13
87.75,59,1.1667,0.1667,a,Fl,0
90.5,61,1.0,0.0,a,Fl,0
95.75,64,1.5,0.5,a,Vln,13
102.0,68,1.6667,0.6667,a,Fl,0
103.5,69,1.6667,0.6667,a,Vln,13
106.5,71,1.6667,0.6667,b,Cl,4
112.5,75,1.6667,0.6667,b,Vln,13
117.5,79,1.0,0.0,b,Vln,13
120.0,80,1.6667,0.6667,b,Tpt,10
126.0,84,1.6667,0.6667,b,Tpt,10
130.5,87,1.6667,0.6667,b,Vln,13
135.5,91,1.0,0.0,b,Vln,13
147.0,98,1.6667,0.6667,a,Vla,15
152.0,102,1.0,0.0,a,Vla,15
158.0,106,1.0,0.0,a,Vln,13
164.0,110,1.0,0.0,a,Vln,13
170.625,114,1.4167,0.4167,a,Vc,16
176.0,118,1.0,0.0,a,Vc,16
180.5,121,1.0,0.0,a,Vln,13
184.5,123,1.6667,0.6667,c,Vln,13
190.5,127,1.6667,0.6667,c,Cl,4
193.5,129,1.6667,0.6667,c,Bsn,6
196.5,131,1.6667,0.6667,c,Fl,0
201.5,135,1.0,0.0,c,Fl,0
206.0,138,1.0,0.0,c,Cl,4
207.75,139,1.1667,0.1667,c,Fl,0
213.5,143,1.0,0.0,c,Fl,0
214.75,143,1.8333,0.8333,c,Vln,13
215.75,144,1.5,0.5,c,Fl,0
219.0,146,1.6667,0.6667,c,Hn,8
220.5,147,1.6667,0.6667,b,Vln,13
225.0,150,1.6667,0.6667,b,Vln,13
229.5,153,1.6667,0.6667,b,Vln,13
235.5,157,1.6667,0.6667,d,Vln,13
242.0,162,1.0,0.0,d,Vln,13
243.5,163,1.0,0.0,d,Vc,16
245.0,164,1.0,0.0,d,Vln,13
249.0,166,1.6667,0.6667,d,Fl,0
255.0,170,1.6667,0.6667,d,Fl,0
260.75,174,1.5,0.5,d,Fl,0
263.75,176,1.5,0.5,e,Fl,0
268.0,179,1.3333,0.3333,e,Vln,13
270.0,180,1.6667,0.6667,e,Vc,16
271.625,181,1.75,0.75,e,Vla,15
273.125,182,1.75,0.75,e,Vln,14
274.625,183,1.75,0.75,e,Vln,13
275.5,184,1.3333,0.3333,e,Fl,0
276.5,185,1.0,0.0,a,Vln,13
282.5,189,1.0,0.0,a,Vln,13
287.0,192,1.0,0.0,e,Vln,13
288.5,193,1.0,0.0,e,Cl,4
290.0,194,1.0,0.0,e,Vln,13
291.0,194,1.6667,0.6667,a,Fl,0
298.25,199,1.5,0.5,a,Vln,13
304.5,203,1.6667,0.6667,a,Vln,13
307.5,205,1.6667,0.6667,a,Bsn,6
314.5,210,1.3333,0.3333,f,Ob,2
319.375,213,1.5833,0.5833,e,Vln,13
1951/6,217,1.4444,0.4444,e,Vln,13
327.0,218,1.6667,0.6667,a,Cl,5
327.5,219,1.0,0.0,a,Cl,4
328.0,219,1.3333,0.3333,a,Ob,2
329.0,220,1.0,0.0,a,Fl,0
334.25,223,1.5,0.5,a,Vln,13
337.75,225,1.8333,0.8333,a,Vln,13
343.5,229,1.6667,0.6667,a,Cl,4
346.5,231,1.6667,0.6667,a,Cl,4
349.5,233,1.6667,0.6667,a,Vln,13
351.0,234,1.6667,0.6667,a,Vln,14
352.5,235,1.6667,0.6667,a,Vla,15
354.5,237,1.0,0.0,a,Cl,4
360.0,240,1.6667,0.6667,a,Fl,0
363.0,242,1.6667,0.6667,a,Fl,0
367.5,245,1.6667,0.6667,a,Fl,0
