qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
1.0,1,2.0,0.3333,a,Pr Vln,0,Vln
7.0,3,2.0,0.3333,a,Fl 1,1,Fl
13.0,5,2.0,0.3333,a,Pr Vln,0,Vln
19.0,7,2.0,0.3333,a,Fl 1,1,Fl
25.0,9,2.0,0.3333,a,Pr Vln,0,Vln
28.0,10,2.0,0.3333,a,Fl 1,1,Fl
31.0,11,2.0,0.3333,a,Pr Vln,0,Vln
34.0,12,2.0,0.3333,a,Fl 1,1,Fl
37.0,13,2.0,0.3333,a',Fl 2,2,Fl
48.0,17,1.0,0.0,a,Fl 1,1,Fl
52.0,18,2.0,0.3333,a,Fl 1,1,Fl
55.0,19,2.0,0.3333,a,Fl 1,1,Fl
58.0,20,2.0,0.3333,a,Fl 1,1,Fl
61.0,21,2.0,0.3333,a,Pr Vln,0,Vln
64.0,22,2.0,0.3333,b,Pr Vln,0,Vln
67.0,23,2.0,0.3333,b,Fl 1,1,Fl
70.0,24,2.0,0.3333,b,Fl 1,1,Fl
73.0,25,2.0,0.3333,b,Fl 1,1,Fl
82.0,28,2.0,0.3333,a,Fl 2,2,Fl
84.5,29,1.5,0.1667,c,Fl 1,1,Fl
88.0,30,2.0,0.3333,a,Fl 2,2,Fl
90.25,31,1.25,0.0833,c,Fl 1,1,Fl
94.0,32,2.0,0.3333,a,Pr Vln,0,Vln
97.0,33,2.0,0.3333,a,Fl 2,2,Fl
100.0,34,2.0,0.3333,a,Fl 1,1,Fl
103.0,35,2.0,0.3333,a,Fl 2,2,Fl
106.0,36,2.0,0.3333,a,Pr Vln,0,Vln
109.0,37,2.0,0.3333,a,Fl 2,2,Fl
112.0,38,2.0,0.3333,a,Pr Vln,0,Vln
115.0,39,2.0,0.3333,a',Fl 1,1,Fl
133.0,45,2.0,0.3333,a,Fl 1,1,Fl
136.0,46,2.0,0.3333,a,Fl 1,1,Fl
139.0,47,2.0,0.3333,a,Fl 1,1,Fl
142.0,48,2.0,0.3333,a,Pr Vln,0,Vln
145.0,49,2.0,0.3333,b,Pr Vln,0,Vln
148.0,50,2.0,0.3333,b,Fl 1,1,Fl
151.0,51,2.0,0.3333,b,Fl 1,1,Fl
154.0,52,2.0,0.3333,b,Fl 1,1,Fl
163.0,55,2.0,0.3333,a,Vc,6,Vc
169.0,57,2.0,0.3333,a,Fl 2,2,Fl
174.0,59,1.0,0.0,d,Fl 1,1,Fl
176.0,59,3.0,0.6667,d,Fl 1,1,Fl
177.0,60,1.0,0.0,d,Pr Vln,0,Vln
179.0,60,3.0,0.6667,d,Fl 1,1,Fl
181.0,61,2.0,0.3333,a',Fl 2,2,Fl
192.5,65,1.5,0.1667,b,Fl 2,2,Fl
194.5,65,3.5,0.8333,b,Pr Vln,0,Vln
201.25,68,1.25,0.0833,c,Fl 1,1,Fl
