qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Fl,0,Fl
16.0,5,1.0,0.0,a,Vln 1,7,Vln
32.0,9,1.0,0.0,a,Vln 1,7,Vln
48.0,13,1.0,0.0,a,Vln 1,7,Vln
64.0,17,1.0,0.0,a,Vln 1,7,Vln
72.0,19,1.0,0.0,a,Fl,0,Fl
76.0,20,1.0,0.0,a,Vln 1,7,Vln
80.0,21,1.0,0.0,a,Fl,0,Fl
84.0,22,1.0,0.0,a,Vln 1,7,Vln
88.0,23,1.0,0.0,a,Ob 1,1,Ob
96.0,25,1.0,0.0,a,Vln 1,7,Vln
100.0,26,1.0,0.0,a,Fl,0,Fl
104.0,27,1.0,0.0,a,Vln 1,7,Vln
108.0,28,1.0,0.0,a,Fl,0,Fl
112.0,29,1.0,0.0,a,Vln 1,7,Vln
128.0,33,1.0,0.0,a,Vln 1,7,Vln
144.0,37,1.0,0.0,a,Vln 1,7,Vln
160.0,41,1.0,0.0,a,Vln 1,7,Vln
168.0,43,1.0,0.0,a,Vla,9,Vla
176.0,45,1.0,0.0,a,Vln 1,7,Vln
184.0,47,1.0,0.0,a,Vln 1,7,Vln
192.0,49,1.0,0.0,a,Vla,9,Vla
200.0,51,1.0,0.0,a,Vln 1,7,Vln
208.0,53,1.0,0.0,a,Vln 1,7,Vln
224.0,57,1.0,0.0,a,Vln 1,7,Vln
240.0,61,1.0,0.0,a,Vln 1,7,Vln
256.0,65,1.0,0.0,b,Vln 1,7,Vln
272.0,69,1.0,0.0,b,Vln 1,7,Vln
285.0,72,1.5,0.25,b,Fl,0,Fl
304.0,77,1.0,0.0,b,Fl,0,Fl
316.0,80,1.0,0.0,b,Vln 1,7,Vln
340.0,86,1.0,0.0,b,Vln 1,7,Vln
364.0,92,1.0,0.0,c,Vln 2,8,Vln
380.0,96,1.0,0.0,c,Fl,0,Fl
396.0,100,1.0,0.0,c,Vln 2,8,Vln
412.0,104,1.0,0.0,c,Fl,0,Fl
428.0,108,1.0,0.0,c,Vln 1,7,Vln
436.0,110,1.0,0.0,a,Vln 1,7,Vln
444.0,112,1.0,0.0,a,Vln 1,7,Vln
452.0,114,1.0,0.0,a,Vln 1,7,Vln
462.0,116,2.0,0.5,a,Fl,0,Fl
469.0,118,1.5,0.25,a,Fl,0,Fl
473.0,119,1.5,0.25,a,Ob 1,1,Ob
477.0,120,1.5,0.25,a,Vln 1,7,Vln
485.0,122,1.5,0.25,a,Fl,0,Fl
489.0,123,1.5,0.25,a,Ob 1,1,Ob
493.0,124,1.5,0.25,a,Vln 1,7,Vln
501.0,126,1.5,0.25,a,Fl,0,Fl
505.0,127,1.5,0.25,a,Ob 1,1,Ob
509.0,128,1.5,0.25,a,Vln 1,7,Vln
517.0,130,1.5,0.25,a,Ob 1,1,Ob
521.0,131,1.5,0.25,a,Fl,0,Fl
525.0,132,1.5,0.25,a,Vln 1,7,Vln
533.0,134,1.5,0.25,a,Vln 1,7,Vln
545.0,137,1.5,0.25,a,Vln 1,7,Vln
557.0,140,1.5,0.25,a,Vln 1,7,Vln
559.0,140,2.5,0.75,a,Fl,0,Fl
576.0,145,1.0,0.0,a,Vln 1,7,Vln
607.0,152,2.5,0.75,a,Vln 2,8,Vln
615.0,154,2.5,0.75,a,Fl,0,Fl
623.0,156,2.5,0.75,a,Fl,0,Fl
639.0,160,2.5,0.75,a,Vln 1,7,Vln
651.0,163,2.5,0.75,a,Fl,0,Fl
655.0,164,2.5,0.75,a,Vln 1,7,Vln
659.0,165,2.5,0.75,a,Fl,0,Fl
663.0,166,2.5,0.75,a,Vln 1,7,Vln
667.0,167,2.5,0.75,a,Fl,0,Fl
680.0,171,1.0,0.0,a,Vln 1,7,Vln
696.0,175,1.0,0.0,a,Vln 1,7,Vln
712.0,179,1.0,0.0,a,Vln 1,7,Vln
728.0,183,1.0,0.0,a,Vln 1,7,Vln
738.0,185,2.0,0.5,a,Fl,0,Fl
744.0,187,1.0,0.0,a,Vln 1,7,Vln
760.0,191,1.0,0.0,a,Vln 1,7,Vln
