qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bassoon 1,Bassoon 2,Bb Horn 1,Bb Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
960.0,400.0,124,1.0,B-5,F#5,r,F#4,B-3,r,r,r,C4,B-3,E-3,E-2
961.0,400.4167,124,1.5,B-5,F#5,r,F#4,B-3,r,r,E-5,C4,B-3,E-3,E-2
961.5,400.625,124,1.75,B-5,F#5,r,F#4,B-3,r,r,F5,C4,B-3,E-3,E-2
962.0,400.8333,124,2.0,B-5,F#5,r,F#4,B-3,r,r,F#5,C4,B-3,E-3,E-2
962.5,401.0417,124,2.25,B-5,F#5,r,F#4,B-3,r,r,F5,C4,B-3,E-3,E-2
963.0,401.25,124,2.5,B-5,F#5,r,F#4,B-3,r,r,E-5,C4,B-3,E-3,E-2
963.5,401.4583,124,2.75,B-5,F#5,r,F#4,B-3,r,r,C#5,C4,B-3,E-3,E-2
964.0,401.6667,125,1.0,A5,F5,r,F4,F4,r,r,C5,C4,A3,F3,F2
964.5,401.875,125,1.25,A5,F5,r,F4,F4,r,r,B-4,C4,A3,F3,F2
965.0,402.0833,125,1.5,A5,F5,r,F4,F4,r,r,A4,C4,A3,F3,F2
965.5,402.2917,125,1.75,A5,F5,r,F4,F4,r,r,F#4,C4,A3,F3,F2
966.0,402.5,125,2.0,C6,E-5,r,E-4,E-4,r,r,F4,C4,A3,F3,F2
966.5,402.7083,125,2.25,C6,E-5,r,E-4,E-4,r,r,E-4,C4,A3,F3,F2
967.0,402.9167,125,2.5,C6,E-5,r,E-4,E-4,r,r,C#4,C4,A3,F3,F2
967.5,403.125,125,2.75,C6,E-5,r,E-4,E-4,r,r,C4,C4,A3,F3,F2
968.0,403.3333,126,1.0,B-5,C#5,r,C#4,B-3,r,r,B-3,B-3,B-3,F#3,F#2
969.0,403.75,126,1.5,B-4,r,r,r,r,r,r,r,B-3,B-3,F#3,F#2
969.5,403.9583,126,1.75,C#5,r,r,r,r,r,r,r,B-3,B-3,F#3,F#2
970.0,404.1667,126,2.0,F#5,r,r,r,r,r,r,r,B-3,B-3,F#3,F#2
971.0,404.5833,126,2.5,F#5,r,r,r,r,r,r,r,B-3,B-3,F#3,F#2
972.0,405.0,127,1.0,F#5,r,r,r,r,r,r,r,B-3,F#3,E-3,E-2
973.0,405.4167,127,1.5,F#5,F#4,r,r,r,r,r,r,B-3,F#3,E-3,E-2
973.5,405.625,127,1.75,F#5,B-4,r,r,r,r,r,r,B-3,F#3,E-3,E-2
974.0,405.8333,127,2.0,F#5,E-5,r,r,r,r,r,r,B-3,F#3,E-3,E-2
975.0,406.25,127,2.5,F#5,E-5,r,r,r,r,r,r,B-3,F#3,E-3,E-2
976.0,406.6667,128,1.0,F#5,E-5,r,r,r,r,r,r,G#3,F#3,B2,B1
977.0,407.0833,128,1.5,F#5,E-5,r,r,r,r,r,B4,G#3,F#3,B2,B1
977.5,407.2917,128,1.75,F#5,E-5,r,r,r,r,r,C#5,G#3,F#3,B2,B1
978.0,407.5,128,2.0,F#5,E-5,r,r,r,r,r,E-5,G#3,F#3,B2,B1
978.5,407.7083,128,2.25,F#5,E-5,r,r,r,r,r,C#5,G#3,F#3,B2,B1
979.0,407.9167,128,2.5,F#5,E-5,r,r,r,r,r,B4,G#3,F#3,B2,B1
979.5,408.125,128,2.75,F#5,E-5,r,r,r,r,r,B-4,G#3,F#3,B2,B1
980.0,408.3333,129,1.0,F5,C#5,r,r,r,r,r,G#4,G#3,F3,C#3,C#2
980.5,408.5417,129,1.25,F5,C#5,r,r,r,r,r,F#4,G#3,F3,C#3,C#2
981.0,408.75,129,1.5,F5,C#5,r,r,r,r,r,F4,G#3,F3,C#3,C#2
981.5,408.9583,129,1.75,F5,C#5,r,r,r,r,r,E-4,G#3,F3,C#3,C#2
982.0,409.1667,129,2.0,G#5,B4,r,r,r,r,r,C#4,G#3,F3,C#3,C#2
982.5,409.375,129,2.25,G#5,B4,r,r,r,r,r,E-4,G#3,F3,C#3,C#2
983.0,409.5833,129,2.5,G#5,B4,r,r,r,r,r,C#4,G#3,F3,C#3,C#2
983.5,409.7917,129,2.75,G#5,B4,r,r,r,r,r,B3,G#3,F3,C#3,C#2
984.0,410.0,130,1.0,F#5,B-4,r,F#3,E-3,r,r,B-3,B-3,F#3,E-3,E-2
985.0,410.4167,130,1.5,r,F#4,r,F#3,E-3,r,r,r,B-3,F#3,E-3,E-2
985.5,410.625,130,1.75,r,B-4,r,F#3,E-3,r,r,r,B-3,F#3,E-3,E-2
986.0,410.8333,130,2.0,r,E-5,r,F#3,E-3,r,r,r,B-3,F#3,E-3,E-2
987.0,411.25,130,2.5,r,E-5,r,F#3,E-3,r,r,r,B-3,F#3,E-3,E-2
988.0,411.6667,131,1.0,r,E-5,r,F#3,E-3,r,r,r,F#4,E-4,B2,B1
989.0,412.0833,131,1.5,E-5,E-5,r,F#3,E-3,r,r,r,F#4,E-4,B2,B1
989.5,412.2917,131,1.75,F#5,E-5,r,F#3,E-3,r,r,r,F#4,E-4,B2,B1
990.0,412.5,131,2.0,B5,E-5,r,F#3,E-3,r,r,r,F#4,E-4,B2,B1
991.0,412.9167,131,2.5,B5,E-5,r,F#3,E-3,r,r,r,F#4,E-4,B2,B1
992.0,413.3333,132,1.0,B5,E-5,r,B3,E-3,r,r,r,F4,E-4,G#2,G#1
993.0,413.75,132,1.5,B5,E-5,r,B3,E-3,r,r,G#5,F4,E-4,G#2,G#1
993.5,413.9583,132,1.75,B5,E-5,r,B3,E-3,r,r,B-5,F4,E-4,G#2,G#1
994.0,414.1667,132,2.0,B5,E-5,r,B3,E-3,r,r,B5,F4,E-4,G#2,G#1
994.5,414.375,132,2.25,B5,E-5,r,B3,E-3,r,r,B-5,F4,E-4,G#2,G#1
995.0,414.5833,132,2.5,B5,E-5,r,B3,E-3,r,r,G#5,F4,E-4,G#2,G#1
995.5,414.7917,132,2.75,B5,E-5,r,B3,E-3,r,r,F#5,F4,E-4,G#2,G#1
996.0,415.0,133,1.0,B-5,D5,r,B-3,D3,r,r,F5,F4,D4,B-2,B-1
996.5,415.2083,133,1.25,B-5,D5,r,B-3,D3,r,r,E-5,F4,D4,B-2,B-1
997.0,415.4167,133,1.5,B-5,D5,r,B-3,D3,r,r,D5,F4,D4,B-2,B-1
997.5,415.625,133,1.75,B-5,D5,r,B-3,D3,r,r,B4,F4,D4,B-2,B-1
998.0,415.8333,133,2.0,G#5,F5,r,B-3,D3,r,r,B-4,F4,D4,B-2,B-1
998.5,416.0417,133,2.25,G#5,F5,r,B-3,D3,r,r,G#4,F4,D4,B-2,B-1
999.0,416.25,133,2.5,G#5,F5,r,B-3,D3,r,r,F#4,F4,D4,B-2,B-1
999.5,416.4583,133,2.75,G#5,F5,r,B-3,D3,r,r,F4,F4,D4,B-2,B-1
1000.0,416.6667,134,1.0,F#5,E-5,r,E-3,E-3,r,r,E-4,E-4,E-4,E-3,E-2
1001.0,417.0833,134,1.5,r,r,r,E-3,E-3,r,r,E-4,E-4,E-4,E-3,E-2
1001.5,417.2917,134,1.75,r,r,r,F#3,F#3,r,r,F#4,F#4,F#4,F#3,F#2
1002.0,417.5,134,2.0,r,r,r,B-3,B-3,r,r,B-4,B-4,B-4,B-3,B-2
1003.0,417.9167,134,2.5,F6,F5,D5,B-2,B-2,B-3,B-2,F5,D5,B-3,B-2,B-1
1004.0,418.3333,135,1.0,F#6,F#5,E-5,E-3,E-3,B-3,B-2,F#5,E-5,E-4,E-3,E-2
1005.0,418.75,135,1.5,r,r,r,E-3,E-3,r,r,E-4,E-4,E-4,E-3,E-2
1005.5,418.9583,135,1.75,r,r,r,F#3,F#3,r,r,F#4,F#4,F#4,F#3,F#2
1006.0,419.1667,135,2.0,r,r,r,B-3,B-3,r,r,B-4,B-4,B-4,B-3,B-2
1007.0,419.5833,135,2.5,F6,F5,B-4,D3,D3,B-3,B-3,F5,D5,B-3,D3,D2
1008.0,420.0,136,1.0,F#6,F#5,B-4,E-3,E-3,B-3,B-3,F#5,F#5,E-4,E-3,E-2
1009.0,420.4167,136,1.5,F6,F5,B-4,D3,D3,B-3,B-3,F5,F5,D4,D3,D2
1010.0,420.8333,136,2.0,F#6,F#5,B-4,E-3,E-3,B-3,B-3,F#5,F#5,E-4,E-3,E-2
1011.0,421.25,136,2.5,F6,F5,B-4,C#3,C#3,B-3,B-3,F5,F5,C#4,C#3,C#2
1012.0,421.6667,137,1.0,E6,E5,B-4,C3,C3,C4,B-3,E5,E5,C4,C3,C2
1013.0,422.0833,137,1.5,r,r,r,r,r,r,r,E5,E4,E4,r,r
1013.5,422.2917,137,1.75,r,r,r,r,r,r,r,G5,G4,G4,r,r
1014.0,422.5,137,2.0,r,r,r,r,r,r,r,C6,C5,C5,r,r
1015.0,422.9167,137,2.5,F6,F5,G4,C#3,C#3,F4,B-3,F5,B-4,C#4,C#3,C#2
1016.0,423.3333,138,1.0,E6,E5,G4,C3,C3,C4,B-3,E5,B-4,C4,C3,C2
1017.0,423.75,138,1.5,r,r,r,r,r,r,r,E5,E4,E4,r,r
1017.5,423.9583,138,1.75,r,r,r,r,r,r,r,G5,G4,G4,r,r
1018.0,424.1667,138,2.0,r,r,r,r,r,r,r,C6,C5,C5,r,r
1019.0,424.5833,138,2.5,F6,F5,G4,C#3,C#3,F4,B-3,F5,B-4,C#4,C#3,C#2
1020.0,425.0,139,1.0,E6,E5,G4,C3,C3,B-3,B-3,E5,B-4,C4,C3,C2
1021.0,425.4167,139,1.5,E6,E5,G4,B-3,B-3,B-3,B-3,E5,B-4,B-3,B-3,B-2
1022.0,425.8333,139,2.0,F6,F5,G#4,G#3,G#3,B-3,B-3,F5,C5,G#3,G#3,G#2
1023.0,426.25,139,2.5,G6,G5,B-4,G3,G3,B-3,B-3,G5,E5,G3,G3,G2
1024.0,426.6667,140,1.0,G#6,G#5,G#5,F3,F3,B-3,B-3,G#5,F5,F3,F3,F2
1025.0,427.0833,140,1.5,r,r,r,r,r,r,r,G#4,G#4,G#3,r,r
1025.5,427.2917,140,1.75,r,r,r,r,r,r,r,C5,C5,C4,r,r
1026.0,427.5,140,2.0,r,r,r,r,r,r,r,F5,F5,F4,r,r
1027.0,427.9167,140,2.5,F5,F4,F4,r,r,r,r,F5,F4,r,r,r
1027.5,428.125,140,2.75,G#5,G#4,G#4,r,r,r,r,G#5,G#4,r,r,r
1028.0,428.3333,141,1.0,C#6,C#5,G#4,F3,F3,F4,F4,C#6,C#5,F4,F3,F2
1029.0,428.75,141,1.5,C#6,C#5,G#4,E-3,E-3,F4,F4,C#6,C#5,E-4,E-3,E-2
1029.5,428.9583,141,1.75,C#6,C#5,G#4,F3,F3,F4,F4,C#6,C#5,F4,F3,F2
1030.0,429.1667,141,2.0,C#6,C#5,B-4,G3,G3,E-4,E-4,C#6,B-5,G4,G3,G2
1031.0,429.5833,141,2.5,C#6,C#5,B-4,F3,F3,E-4,E-4,C#6,B-5,F4,F3,F2
1031.5,429.7917,141,2.75,C#6,C#5,B-4,G3,G3,E-4,E-4,C#6,B-5,G4,G3,G2
1032.0,430.0,142,1.0,C#6,C#5,B-4,G#3,G#3,E-4,E-4,C#6,B-5,G#4,G#3,G#2
1034.0,430.8333,142,2.0,C6,C5,G#4,G#3,G#3,E-4,E-4,C6,G#5,G#4,G#3,G#2
1035.0,431.25,142,2.5,G#5,E-5,E-5,C3,C3,r,r,G#5,E-5,C4,C3,C2
1036.0,431.6667,143,1.0,B-5,F5,C#5,C#3,C#3,F4,B-3,B-5,F5,C#4,C#3,C#2
1037.0,432.0833,143,1.5,B-5,F5,C#5,C3,C3,F4,B-3,B-5,F5,C4,C3,C2
1037.5,432.2917,143,1.75,B-5,F5,C#5,D3,D3,F4,B-3,B-5,F5,D4,D3,D2
1038.0,432.5,143,2.0,B-5,G5,C5,E3,E3,C4,C4,B-5,G5,E4,E3,E2
1039.0,432.9167,143,2.5,B-5,G5,C5,D3,D3,C4,C4,B-5,G5,D4,D3,D2
1039.5,433.125,143,2.75,B-5,G5,C5,E3,E3,C4,C4,B-5,G5,E4,E3,E2
1040.0,433.3333,144,1.0,B-5,G5,G5,F3,F3,C4,C4,B-5,G5,F4,F3,F2
1042.0,434.1667,144,2.0,G#5,F5,F5,F3,F3,C4,C4,G#5,F5,F4,F3,F2
1043.0,434.5833,144,2.5,F5,C5,C5,G#2,G#2,r,r,F5,C5,G#3,G#2,G#1
1044.0,435.0,145,1.0,F#5,C#5,B-4,B-2,B-2,r,r,F#5,C#5,B-3,B-2,B-1
1045.0,435.4167,145,1.5,F#5,C#5,B-4,G#2,G#2,r,r,F#5,C#5,G#3,G#2,G#1
1045.5,435.625,145,1.75,F#5,C#5,B-4,B-2,B-2,r,r,F#5,C#5,B-3,B-2,B-1
1046.0,435.8333,145,2.0,F#5,E-5,G#4,C3,C3,r,r,F#5,E-5,C4,C3,C2
1047.0,436.25,145,2.5,F#5,E-5,G#4,B-2,B-2,r,r,F#5,E-5,B-3,B-2,B-1
1047.5,436.4583,145,2.75,F#5,E-5,G#4,C3,C3,r,r,F#5,E-5,C4,C3,C2
1048.0,436.6667,146,1.0,F#5,E-5,E-5,C#3,C#3,r,r,F#5,E-5,C#4,C#3,C#2
1050.0,437.5,146,2.0,F5,C#5,C#5,C#3,C#3,r,r,F5,C#5,C#4,C#3,C#2
1051.0,437.9167,146,2.5,r,r,r,G#3,G#3,r,r,F#4,E-4,B-3,B-2,B-1
1051.5,438.125,146,2.75,r,r,r,G#3,G#3,r,r,F#4,E-4,C4,C3,C2
1052.0,438.3333,147,1.0,r,r,r,G#3,G#3,r,r,F#4,E-4,C#4,C#3,C#2
1054.0,439.1667,147,2.0,r,r,r,G#3,G#3,r,r,F4,C#4,C#4,C#3,C#2
1055.0,439.5833,147,2.5,G#5,G#4,G#4,B-3,B-3,r,r,F#5,E-5,B-3,r,r
1055.5,439.7917,147,2.75,G#5,G#4,G#4,C4,C4,r,r,F#5,E-5,C4,r,r
1056.0,440.0,148,1.0,G#5,G#4,G#4,C#4,C#4,r,r,G5,E-5,C#4,r,r
1058.0,440.8333,148,2.0,G#5,G#4,G#4,C#4,C#4,r,r,F5,C#5,C#4,r,r
1059.0,441.25,148,2.5,r,B-4,B-4,B-3,B-3,r,r,G#4,F4,C3,C3,C2
1059.5,441.4583,148,2.75,r,B-4,B-4,B-3,B-3,r,r,G#4,F4,D3,D3,D2
1060.0,441.6667,149,1.0,r,B-4,B-4,B-3,B-3,r,r,G#4,F4,E-3,E-3,E-2
1062.0,442.5,149,2.0,r,B-4,B-4,B-3,B-3,r,r,F#4,E-4,E-3,E-3,E-2
1063.0,442.9167,149,2.5,B-5,B-4,B-4,C4,C4,r,r,G#5,F5,C4,r,r
1063.5,443.125,149,2.75,B-5,B-4,B-4,D4,D4,r,r,G#5,F5,D4,r,r
1064.0,443.3333,150,1.0,B-5,B-4,B-4,E-4,E-4,r,r,A5,F5,E-4,r,r
1066.0,444.1667,150,2.0,B-5,B-4,B-4,E-4,E-4,r,r,F#5,E-5,E-4,r,r
1067.0,444.5833,150,2.5,r,C#5,C#5,C#4,C#4,r,r,B4,G#4,E-3,E-3,E-2
1067.5,444.7917,150,2.75,r,C#5,C#5,C#4,C#4,r,r,B4,G#4,F3,F3,F2
1068.0,445.0,151,1.0,r,C#5,C#5,C#4,C#4,r,r,B4,G#4,F#3,F#3,F#2
1070.0,445.8333,151,2.0,r,C#5,C#5,C#4,C#4,r,r,B-4,F#4,F#3,F#3,F#2
1071.0,446.25,151,2.5,D6,C#5,C#5,E-4,E-4,r,r,B5,G#5,E-4,r,r
1071.5,446.4583,151,2.75,D6,C#5,C#5,F4,F4,r,r,B5,G#5,F4,r,r
1072.0,446.6667,152,1.0,D6,C#5,C#5,F#4,F#4,r,r,B5,G#5,F#4,r,r
1074.0,447.5,152,2.0,D6,C#5,C#5,F#4,F#4,r,r,B-5,F#5,F#4,r,r
1075.0,447.9167,152,2.5,r,r,r,r,r,r,r,C#5,B4,F4,r,r
1076.0,448.3333,153,1.0,r,r,r,r,r,r,r,C#5,B4,F4,r,r
1078.0,449.1667,153,2.0,r,r,r,r,r,r,r,C#5,B-4,F#4,r,r
1079.0,449.5833,153,2.5,r,r,r,r,r,r,r,C#5,B4,F4,r,r
1080.0,450.0,154,1.0,r,r,r,r,r,r,r,C#5,B4,F4,r,r
1082.0,450.8333,154,2.0,r,r,r,r,r,r,r,C#5,B-4,F#4,r,r
1083.0,451.25,154,2.5,B5,r,r,r,r,r,r,D5,G#4,F4,r,r
1084.0,451.6667,155,1.0,B5,r,r,r,r,r,r,D5,G#4,F4,r,r
1086.0,452.5,155,2.0,B-5,r,r,r,r,r,r,E-5,B-4,F#4,r,r
1087.0,452.9167,155,2.5,B5,r,r,r,r,r,r,D5,G#4,F4,r,r
1088.0,453.3333,156,1.0,B5,r,r,r,r,r,r,D5,G#4,F4,r,r
1090.0,454.1667,156,2.0,B-5,r,r,r,r,r,r,E-5,B-4,F#4,r,r
1091.0,454.5833,156,2.5,E-6,B-5,F#5,B-3,B-2,B-3,B-2,E-6,B-5,F#5,B-2,B-1
1092.0,455.0,157,1.0,E-6,G#5,F5,B-3,B-2,B-3,B-2,E-6,G#5,F5,B-2,B-1
1094.0,455.8333,157,2.0,D6,G#5,F5,B-3,B-2,B-3,B-2,D6,G#5,F5,B-2,B-1
1095.0,456.25,157,2.5,B5,F#5,E-5,B-3,B-2,B-3,B-2,B5,F#5,E-5,B-2,B-1
1096.0,456.6667,158,1.0,B5,F5,D5,B-3,B-2,B-3,B-2,B5,F5,D5,B-2,B-1
1098.0,457.5,158,2.0,B-5,F5,D5,B-3,B-2,B-3,B-2,B-5,F5,D5,B-2,B-1
1099.0,457.9167,158,2.5,G#5,E-5,B4,B-3,B-2,B-3,B-2,G#5,E-5,B4,B-2,B-1
1100.0,458.3333,159,1.0,G#5,D5,B-4,B-3,B-2,B-3,B-2,G#5,D5,B-4,B-2,B-1
1102.0,459.1667,159,2.0,F#5,D5,B-4,B-3,B-2,B-3,B-2,F#5,D5,B-4,B-2,B-1
1103.0,459.5833,159,2.5,F5,B4,G#4,B-3,B-2,B-3,B-2,F5,B4,G#4,B-2,B-1
1104.0,460.0,160,1.0,F5,D5,G#4,B-3,B-2,B-3,B-2,F5,D5,G#4,B-2,B-1
1106.0,460.8333,160,2.0,E-5,E-5,F#4,B-3,B-2,B-3,B-2,E-5,E-5,F#4,B-2,B-1
1107.0,461.25,160,2.5,r,r,r,r,r,r,r,E-5,F#4,E-4,B-2,B-1
1108.0,461.6667,161,1.0,r,r,r,r,r,r,r,E-5,F#4,E-4,B2,B1
1110.0,462.5,161,2.0,r,r,r,r,r,r,r,C#5,F#4,E-4,B2,B1
1111.0,462.9167,161,2.5,r,r,r,r,r,r,r,B4,F#4,E-4,B2,B1
1112.0,463.3333,162,1.0,r,r,r,r,r,r,r,B4,F#4,E-4,B2,B1
1114.0,464.1667,162,2.0,r,r,r,r,r,r,r,B-4,F#4,E-4,B2,B1
1115.0,464.5833,162,2.5,r,r,r,r,r,r,r,A4,E-4,E-3,B2,B1
1116.0,465.0,163,1.0,r,r,r,r,r,r,r,A4,E-4,E-3,B2,B1
1118.0,465.8333,163,2.0,r,r,r,r,r,r,r,B-4,D4,F3,B-2,B-1
1119.0,466.25,163,2.5,B-5,D5,F4,B-3,B-3,r,r,r,r,r,r,r
1120.0,466.6667,164,1.0,B-5,D5,F4,B-3,B-3,r,r,r,r,r,r,r
1122.0,467.5,164,2.0,A5,E-5,E-4,B3,B3,r,r,r,r,r,r,r
1123.0,467.9167,164,2.5,r,r,r,r,r,r,r,A4,E-4,E-3,B2,B1
1124.0,468.3333,165,1.0,r,r,r,r,r,r,r,A4,E-4,E-3,B2,B1
1126.0,469.1667,165,2.0,r,r,r,r,r,r,r,B-4,D4,F3,B-2,B-1
1127.0,469.5833,165,2.5,B-5,D5,F4,B-3,B-3,r,r,r,r,r,r,r
1128.0,470.0,166,1.0,B-5,D5,F4,B-3,B-3,r,r,r,r,r,r,r
1130.0,470.8333,166,2.0,A5,E-5,E-4,B3,B3,r,r,r,r,r,r,r
1131.0,471.25,166,2.5,r,r,r,r,r,r,r,A4,E-4,E-3,B2,B1
1132.0,471.6667,167,1.0,r,r,r,r,r,r,r,A4,E-4,E-3,B2,B1
1135.0,472.9167,167,2.5,E-6,E-5,E-5,B3,B3,r,r,A4,E-4,E-3,B2,B1
1136.0,473.3333,168,1.0,F#6,F#5,F#5,E-4,E-4,r,r,A4,E-4,E-3,B2,B1
1138.0,474.1667,168,2.0,F6,F5,F5,F4,F4,r,r,A4,E-4,E-3,B2,B1
1139.0,474.5833,168,2.5,E-6,E-5,E-5,F#4,F#4,r,r,A4,E-4,E-3,B2,B1
1140.0,475.0,169,1.0,D6,D5,B-4,B-3,B-3,B-3,B-2,B-4,D4,F3,B-2,B-1
1142.0,475.8333,169,2.0,C6,G#5,C5,C4,G#3,B-3,B-2,r,r,r,r,r
1144.0,476.6667,170,1.0,B-5,G5,B-4,B-3,G3,B-3,B-2,r,r,r,r,r
1146.0,477.5,170,2.0,D6,G#5,G#4,G#3,F3,B-3,B-2,r,r,r,r,r
1148.0,478.3333,171,1.0,E-6,G5,G4,G3,E-3,r,r,E-5,E-4,G4,E-3,E-2
1149.5,478.9583,171,1.75,r,r,r,r,r,r,r,G5,G4,G4,E-3,E-2
1150.0,479.1667,171,2.0,r,r,r,r,r,r,r,B-5,B-4,G4,r,r
1151.0,479.5833,171,2.5,r,r,r,r,r,r,r,B-5,B-4,G4,r,r
1152.0,480.0,172,1.0,r,r,r,r,r,r,r,B-5,B-4,G4,E-3,E-2
1153.5,480.625,172,1.75,r,r,r,r,r,r,r,B-5,B-4,G4,G3,G2
1154.0,480.8333,172,2.0,r,r,r,r,r,r,r,r,r,G4,B-3,B-2
1155.0,481.25,172,2.5,r,r,r,r,r,r,r,r,r,G4,B-3,B-2
1156.0,481.6667,173,1.0,r,r,r,r,r,r,r,D5,D4,F4,B-3,B-2
1157.5,482.2917,173,1.75,r,r,r,r,r,r,r,F5,F4,F4,B-3,B-2
1158.0,482.5,173,2.0,r,r,r,r,r,r,r,B-5,B-4,F4,r,r
1159.0,482.9167,173,2.5,r,r,r,r,r,r,r,B-5,B-4,F4,r,r
1160.0,483.3333,174,1.0,r,r,r,r,r,r,r,B-5,B-4,F4,D3,D2
1161.5,483.9583,174,1.75,r,r,r,r,r,r,r,B-5,B-4,F4,F3,F2
1162.0,484.1667,174,2.0,r,r,r,r,r,r,r,r,r,F4,B-3,B-2
1163.0,484.5833,174,2.5,r,r,r,r,r,r,r,r,r,F4,B-3,B-2
1164.0,485.0,175,1.0,r,r,r,r,r,r,r,G#5,G#4,E-4,C3,C2
1165.5,485.625,175,1.75,r,r,r,r,r,r,r,C6,C5,E-4,C3,C2
1166.0,485.8333,175,2.0,r,r,r,r,r,r,r,E-6,E-5,E-4,r,r
1167.0,486.25,175,2.5,r,r,r,r,r,r,r,E-6,E-5,E-4,r,r
1168.0,486.6667,176,1.0,r,r,r,r,r,r,r,E-6,E-5,E-4,C3,C2
1169.5,487.2917,176,1.75,r,r,r,r,r,r,r,E-6,E-5,E-4,E-3,E-2
1170.0,487.5,176,2.0,r,r,r,r,r,r,r,D6,D5,E-4,G#3,G#2
1170.5,487.7083,176,2.25,r,r,r,r,r,r,r,C6,C5,E-4,G#3,G#2
1171.0,487.9167,176,2.5,r,r,r,r,r,r,r,B-5,B-4,E-4,G#3,G#2
1171.5,488.125,176,2.75,r,r,r,r,r,r,r,G#5,G#4,E-4,G#3,G#2
1172.0,488.3333,177,1.0,r,r,r,r,r,r,r,G5,G4,E-4,B-2,B-1
1173.5,488.9583,177,1.75,r,r,r,r,r,r,r,C6,C5,E-4,B-2,B-1
1174.0,489.1667,177,2.0,r,r,r,r,r,r,r,E-6,E-5,G4,r,r
1175.0,489.5833,177,2.5,r,r,r,r,r,r,r,E-6,E-5,G4,r,r
1176.0,490.0,178,1.0,r,r,r,r,r,r,r,E-6,E-5,G4,B-2,B-1
1177.5,490.625,178,1.75,r,r,r,r,r,r,r,D6,D5,G4,E-3,E-2
1178.0,490.8333,178,2.0,r,r,r,r,r,r,r,C6,C5,E-4,G3,G2
1178.5,491.0417,178,2.25,r,r,r,r,r,r,r,B-5,B-4,E-4,G3,G2
1179.0,491.25,178,2.5,r,r,r,r,r,r,r,G#5,G#4,E-4,G3,G2
1179.5,491.4583,178,2.75,r,r,r,r,r,r,r,G5,G4,E-4,G3,G2
1180.0,491.6667,179,1.0,r,r,r,r,r,r,r,F5,F4,C4,G#3,G#2
1181.5,492.2917,179,1.75,r,r,r,r,r,r,r,G#5,G#4,C4,G#3,G#2
1182.0,492.5,179,2.0,r,r,r,r,r,r,r,C6,C5,D4,G#3,G#2
1183.0,492.9167,179,2.5,r,r,r,r,r,r,r,C6,C5,D4,G#3,G#2
1184.0,493.3333,180,1.0,r,r,r,r,r,r,r,B-5,B-4,E-4,G3,G2
1186.0,494.1667,180,2.0,r,r,r,r,r,r,r,G#5,G#4,B-3,G3,G2
1186.5,494.375,180,2.25,r,r,r,r,r,r,r,G5,G4,B-3,G3,G2
1187.0,494.5833,180,2.5,r,r,r,r,r,r,r,F5,F4,B-3,G3,G2
1187.5,494.7917,180,2.75,r,r,r,r,r,r,r,E-5,E-4,B-3,G3,G2
1188.0,495.0,181,1.0,r,r,r,r,r,r,r,F5,F4,C4,G#3,G#2
1189.5,495.625,181,1.75,r,r,r,r,r,r,r,G#5,G#4,C4,G#3,G#2
1190.0,495.8333,181,2.0,r,r,r,r,r,r,r,C6,C5,D4,G#3,G#2
1191.0,496.25,181,2.5,r,r,r,r,r,r,r,C6,C5,D4,G#3,G#2
1192.0,496.6667,182,1.0,r,r,r,r,r,r,r,B-5,B-4,E-4,G3,G2
1194.0,497.5,182,2.0,r,r,r,r,r,r,r,G#5,G#4,E-4,G3,G2
1194.5,497.7083,182,2.25,r,r,r,r,r,r,r,G5,G4,E-4,G3,G2
1195.0,497.9167,182,2.5,r,r,r,r,r,r,r,F5,F4,E-4,G3,G2
1195.5,498.125,182,2.75,r,r,r,r,r,r,r,E-5,E-4,E-4,G3,G2
1196.0,498.3333,183,1.0,r,r,r,r,r,r,r,B-5,B-4,E-4,C4,C3
1197.0,498.75,183,1.5,r,r,r,r,r,r,r,G#5,G#4,E-4,C4,C3
1198.0,499.1667,183,2.0,r,E-5,E-4,r,r,r,r,G#5,G#4,E-4,B-3,B-2
1199.0,499.5833,183,2.5,r,E-5,E-4,r,r,r,r,G5,G4,E-4,B-3,B-2
1200.0,500.0,184,1.0,r,E-5,E-4,r,r,r,r,G5,G4,E-4,G#3,G#2
1201.0,500.4167,184,1.5,r,E-5,E-4,r,r,r,r,F5,F4,E-4,G#3,G#2
1202.0,500.8333,184,2.0,r,E-5,E-4,r,r,r,r,F5,F4,E-4,A3,A2
1203.0,501.25,184,2.5,r,E-5,E-4,r,r,r,r,F#5,F#4,E-4,A3,A2
1204.0,501.6667,185,1.0,r,D5,F4,r,r,B-3,B-2,F5,F4,D4,B-3,B-2
1204.5,501.875,185,1.25,r,D5,F4,r,r,B-3,B-2,F5,F4,B-3,B-3,B-2
1205.0,502.0833,185,1.5,r,D5,F4,r,r,B-3,B-2,F5,F4,B-3,B-3,B-2
1205.5,502.2917,185,1.75,r,D5,F4,r,r,B-3,B-2,F5,F4,B-3,B-3,B-2
1206.0,502.5,185,2.0,C6,G#5,C5,C4,G#3,B-3,B-2,r,r,B-3,r,r
1208.0,503.3333,186,1.0,B-5,G5,B-4,B-3,G3,B-3,B-2,r,r,B-3,r,r
1210.0,504.1667,186,2.0,D6,G#5,F5,G#3,F3,B-3,B-2,r,r,B-3,r,r
