qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,Vln,12
3.0,2,2,0.5,a,Vln,13
5.0,3,2,0.5,a,Vln,12
8.0,5,1,0.0,a,Vln,12
22.0,12,1,0.0,a,Vln,12
28.0,15,1,0.0,a,Fl,0
40.0,21,1,0.0,a,Vln,12
48.0,25,1,0.0,a,Vln,12
56.0,29,1,0.0,a,Vln,12
60.0,31,1,0.0,a,Fl,0
70.5,36,1.5,0.25,b,Ob,1
80.0,41,1,0.0,b,Fl,0
86.5,44,1.5,0.25,b,Vln,12
102.0,52,1,0.0,a,Ob,1
107.5,54,2.5,0.75,a,Vln,12
111.5,56,2.5,0.75,a,Ob,1
115.5,58,2.5,0.75,a,Vln,12
123.5,62,2.5,0.75,a,Fl,0
139.0,70,2,0.5,d,Vln,12
146.0,74,1,0.0,d,Fl,0
155.0,78,2,0.5,d,Vln,12
167.0,84,2,0.5,d,Ob,1
170.0,86,1,0.0,d,Fl,0
174.0,88,1,0.0,d,Vln,12
178.0,90,1,0.0,d,Ob,1
182.5,92,1.5,0.25,d,Vln,12
186.0,94,1,0.0,d,Ob,1
198.0,100,1,0.0,a,Vln,12
206.0,104,1,0.0,a,Vln,12
222.0,112,1,0.0,a,Vln,12
234.0,118,1,0.0,a,Vln,12
242.0,122,1,0.0,a,Vln,12
246.0,124,1,0.0,a,Vc,15
250.0,126,1,0.0,a,Vln,12
254.0,128,1,0.0,a,Fl,0
262.0,132,1,0.0,a,Ob,1
266.0,134,1,0.0,b,Vln,12
270.0,136,1,0.0,b,Vln,13
272.0,137,1,0.0,b,Bsn,5
274.0,138,1,0.0,b,Cl,3
276.0,139,1,0.0,b,Bsn,5
278.0,140,1,0.0,b,Ob,1
279.0,140,2,0.5,b,Vln,12
284.0,143,1,0.0,b,Bsn,5
286.0,144,1,0.0,b,Ob,1
288.0,145,1,0.0,b,Bsn,5
290.0,146,1,0.0,b,Ob,1
292.0,147,1,0.0,b,Vln,12
296.0,149,1,0.0,b,Ob,1
298.0,150,1,0.0,b,Cl,3
300.0,151,1,0.0,b,Ob,1
304.0,153,1,0.0,b,Vln,12
312.0,157,1,0.0,b,Vln,12
320.0,161,1,0.0,b,Vln,12
328.0,165,1,0.0,b,Vln,12
336.0,169,1,0.0,b,Vln,12
344.0,173,1,0.0,b,Tpt,9
352.0,177,1,0.0,b,Vln,12
360.0,181,1,0.0,b,Tpt,9
369.0,185,2,0.5,b,Vla,14
370.0,186,1,0.0,b,Vln,12
371.0,186,2,0.5,b,Vla,14
372.0,187,1,0.0,b,Vln,12
373.0,187,2,0.5,b,Vc,15
374.0,188,1,0.0,b,Vln,12
375.0,188,2,0.5,b,Bsn,5
384.0,193,1,0.0,b,Vln,12
392.0,197,1,0.0,b,Vln,12
400.0,201,1,0.0,b,Vln,13
408.0,205,1,0.0,b,Vln,12
416.0,209,1,0.0,b,Cl,3
420.0,211,1,0.0,b,Vln,12
424.0,213,1,0.0,b,Ob,1
430.5,216,1.5,0.25,b,Fl,0
434.5,218,1.5,0.25,a,Cl,3
444.0,223,1,0.0,a,Ob,1
450.5,226,1.5,0.25,a,Vln,12
452.0,227,1,0.0,a,Cl,3
459.5,230,2.5,0.75,a,Vln,12
466.0,234,1,0.0,a,Ob,1
471.5,236,2.5,0.75,a,Fl,0
475.5,238,2.5,0.75,a,Ob,1
479.5,240,2.5,0.75,a,Ob,1
487.5,244,2.5,0.75,a,Ob,1
494.0,248,1,0.0,c,Ob,1
503.0,252,2,0.5,c,Vln,12
510.0,256,1,0.0,c,Fl,0
519.0,260,2,0.5,c,Vln,12
530.0,266,1,0.0,c,Bsn,5
534.5,268,1.5,0.25,c,Fl,0
538.0,270,1,0.0,c,Vln,12
542.0,272,1,0.0,c,Vln,13
546.0,274,1,0.0,c,Vln,12
550.0,276,1,0.0,c,Vln,13
554.0,278,1,0.0,c,Vln,12
563.0,282,2,0.5,a,Vln,12
586.0,294,1,0.0,b,Vln,12
587.0,294,2,0.5,b,Vln,13
588.0,295,1,0.0,b,Vln,12
589.0,295,2,0.5,b,Vln,13
590.0,296,1,0.0,b,Vln,12
591.0,296,2,0.5,b,Vln,13
592.0,297,1,0.0,b,Vln,12
593.0,297,2,0.5,b,Vln,13
594.0,298,1,0.0,b,Vln,12
595.0,298,2,0.5,b,Vln,13
596.0,299,1,0.0,b,Vln,12
597.0,299,2,0.5,b,Vln,13
598.0,300,1,0.0,b,Vln,12
599.0,300,2,0.5,b,Vln,13
600.0,301,1,0.0,b,Vln,12
601.0,301,2,0.5,b,Cl,3
607.0,304,2,0.5,b,Bsn,5
610.0,306,1,0.0,b,Fl,0
630.0,316,1,0.0,b,Fl,0
646.0,324,1,0.0,a,Vln,12
654.0,328,1,0.0,a,Cl,3
661.5,331,2.5,0.75,a,Cl,3
669.5,335,2.5,0.75,a,Fl,0
684.0,343,1,0.0,a,Fl,0
692.0,347,1,0.0,a,Fl,0
696.0,349,1,0.0,d,Vln,12
702.0,352,1,0.0,d,Bsn,5
704.0,353,1,0.0,d,Vln,13
707.0,354,2,0.5,d,Vla,14
