qstamp,tstamp,measure,beat,Traverso 1,Traverso 2,Oboe d’amore 1,Oboe d’amore 2,Bassoon,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto,Tenor,Bass,Continuo
380.75,413.6607,96,1.75,B4,F4,B4,C#4,F#3,B4,C#4,C#4,B4,r,C#4,C#4,F#3,F#3
381.0,413.9286,96,2.0,A4,F#4,A4,F#4,A3,A4,F#4,C#4,A4,r,F#4,C#4,A3,A3
381.5,414.4643,96,2.5,G4,E4,G4,E4,A3,G4,E4,B3,G4,r,E4,B3,A3,A3
381.75,414.7321,96,2.75,G4,E4,G4,E4,A3,G4,E4,A3,G4,r,E4,A3,A3,A3
382.0,415.0,96,3.0,F#4,E-4,F#4,E-4,A3,F#4,E-4,B3,F#4,r,E-4,B3,A3,A3
382.5,415.5357,96,3.5,G4,E4,G4,E4,E3,G4,E4,B3,G4,r,E4,B3,E3,E3
382.75,415.8036,96,3.75,A4,E4,A4,E4,E3,A4,E4,B3,A4,r,E4,B3,E3,E3
383.0,416.0714,96,4.0,B4,F#4,B4,F#4,E-3,B4,F#4,B3,B4,r,F#4,B3,E-3,E-3
383.5,416.6071,96,4.5,B4,E4,B4,E4,A3,B4,E4,B3,B4,r,E4,B3,A3,A3
383.75,416.875,96,4.75,B4,E-4,B4,E-4,A3,B4,E-4,B3,B4,r,E-4,B3,A3,A3
384.0,417.1429,97,1.0,B4,E4,B4,E4,G3,B4,E4,B3,E4,E4,E4,B3,G3,G3
384.25,417.4107,97,1.25,B4,E4,B4,E4,F#3,B4,E4,B3,E4,E4,E4,B3,G3,F#3
384.5,417.6786,97,1.5,C#5,E4,C#5,E4,E3,C#5,E4,B3,B4,E4,E4,B3,E3,E3
384.75,417.9464,97,1.75,E-5,E4,E-5,E4,D3,E-5,E4,B3,B4,E4,E4,B3,E3,D3
385.0,418.2143,97,2.0,E5,E4,E5,E4,C3,E5,E4,A3,E5,E4,E4,A3,C4,C3
385.5,418.75,97,2.5,E5,E4,E5,E4,B2,E5,E4,G3,E5,E4,F#4,G3,B3,B2
385.75,419.0179,97,2.75,E5,E4,E5,E4,B2,E5,E4,G3,E5,E4,G4,G3,B3,B2
386.0,419.2857,97,3.0,E5,F#4,E5,F#4,A2,E5,F#4,F#3,E5,F#4,A4,F#3,A3,A2
386.5,419.8214,97,3.5,E5,r,E5,C4,G2,E5,C4,F#3,E5,C4,A4,F#3,A3,G2
386.75,420.0893,97,3.75,E5,r,E5,C4,A2,E5,C4,F#3,E5,C4,A4,F#3,A3,A2
387.0,420.3571,97,4.0,E-5,r,E-5,B3,B2,E-5,B3,F#3,E-5,B3,A4,F#3,B3,B2
387.5,420.8929,97,4.5,E-5,F#4,E-5,F#4,B2,E-5,F#4,F#3,E-5,F#4,B4,F#3,B3,B2
387.75,421.1607,97,4.75,E-5,F#4,E-5,F#4,B2,E-5,F#4,F#3,E-5,F#4,A4,F#3,B3,B2
388.0,421.4286,98,1.0,E5,G4,E5,G4,E2,E5,G4,E3,E5,G4,G4,E3,E3,E2
388.5,421.9643,98,1.5,A4,r,A4,C4,E3,A4,C4,E-3,A4,C4,F#4,E-3,E3,E3
389.0,422.5,98,2.0,G#4,r,G#4,B3,E3,G#4,B3,E3,G#4,B3,E4,E3,E3,E3
389.5,423.0357,98,2.5,E4,G#4,E4,G#4,D3,E4,G#4,B3,E4,G#4,E4,B3,D3,D3
390.0,423.5714,98,3.0,A4,A4,A4,A4,C3,A4,A4,E4,A4,A4,E4,C4,C3,C3
390.25,423.8393,98,3.25,A4,G4,A4,G4,C3,A4,G4,E4,A4,G4,E4,C4,C3,C3
390.5,424.1071,98,3.5,A4,F4,A4,F4,B2,A4,F4,D4,A4,F4,D4,C4,B2,B2
391.0,424.6429,98,4.0,A4,F4,A4,F4,C3,A4,F4,C4,A4,F4,C4,A3,C3,C3
391.25,424.9107,98,4.25,A4,E4,A4,E4,C3,A4,E4,C4,A4,E4,C4,A3,C3,C3
391.5,425.1786,98,4.5,A4,E-4,A4,E-4,C3,A4,E-4,A3,A4,E-4,A3,C4,C3,C3
391.75,425.4464,98,4.75,A4,E4,A4,E4,C3,A4,E4,A3,A4,E4,A3,C4,C3,C3
392.0,425.7143,99,1.0,A4,E-4,A4,E-4,B2,A4,E-4,F#4,A4,E-4,F#4,F#3,B2,B2
392.5,426.25,99,1.5,A4,C5,A4,C5,B2,A4,C5,E-4,A4,C5,E-4,F#3,B2,B2
393.0,426.7857,99,2.0,G4,B4,G4,B4,C#3,G4,B4,E4,G4,B4,E4,r,C#3,C#3
393.5,427.3214,99,2.5,F#4,A4,F#4,A4,E-3,F#4,A4,F#4,F#4,A4,F#4,r,E-3,E-3
394.0,427.8571,99,3.0,E4,G4,E4,G4,E3,E4,G4,G4,E4,G4,G4,r,E3,E3
394.5,428.3929,99,3.5,F#4,F#4,F#4,F#4,E3,F#4,F#4,A4,F#4,F#4,A4,r,E3,E3
394.75,428.6607,99,3.75,F#4,E4,F#4,E4,E3,F#4,E4,A4,F#4,E4,A4,r,E3,E3
395.0,428.9286,99,4.0,G#4,D5,G#4,D5,r,G#4,D5,B4,G#4,D5,B4,r,E3,r
395.5,429.4643,99,4.5,A4,D5,A4,D5,F#3,A4,D5,A4,A4,D5,A4,r,F#3,F#3
396.0,430.0,100,1.0,B4,D5,B4,D5,G#3,B4,D5,G#4,B4,D5,G#4,r,G#3,G#3
396.5,430.5357,100,1.5,C#5,A4,C#5,A4,A3,C#5,A4,F#4,C#5,A4,F#4,r,A3,A3
397.0,431.0714,100,2.0,D5,G#4,D5,G#4,B3,D5,G#4,E4,D5,G#4,E4,r,B3,B3
397.5,431.6071,100,2.5,G#4,D5,G#4,D5,E3,G#4,D5,B3,G#4,D5,r,B3,E3,E3
398.0,432.1429,100,3.0,A4,C#5,A4,C#5,A3,A4,C#5,A3,A4,C#5,r,A3,A3,A3
398.5,432.6786,100,3.5,A4,B4,A4,B4,A3,A4,B4,B3,A4,B4,E4,B3,A3,A3
398.75,432.9464,100,3.75,A4,A4,A4,A4,A3,A4,A4,B3,A4,A4,E4,B3,A3,A3
399.0,433.2143,100,4.0,r,E5,r,E5,r,r,E5,C#4,r,E5,A4,C#4,r,r
399.5,433.75,100,4.5,B4,E5,B4,E5,G#3,B4,E5,B3,B4,E5,E4,B3,G#3,G#3
400.0,434.2857,101,1.0,C#5,E5,C#5,E5,B-3,C#5,E5,B-3,C#5,E5,C#4,B-3,B-3,B-3
400.5,434.8214,101,1.5,D5,B4,D5,B4,B3,D5,B4,G#3,D5,B4,C#4,G#3,B3,B3
401.0,435.3571,101,2.0,E5,B-4,E5,B-4,C#4,E5,B-4,F#3,E5,B-4,F#4,F#3,C#4,C#4
401.5,435.8929,101,2.5,B-4,E5,B-4,E5,F#3,B-4,E5,C#4,B-4,E5,F#4,C#4,F#3,F#3
402.0,436.4286,101,3.0,B4,D5,B4,D5,B3,B4,D5,B3,B4,D5,F#4,B3,B3,B3
402.5,436.9643,101,3.5,B4,E5,B4,E5,B3,B4,E5,C#4,B4,E5,F#4,C#4,B3,B3
403.0,437.5,101,4.0,r,F#5,r,F#5,B3,r,F#5,D4,r,F#5,F#4,D4,r,B3
403.25,437.7679,101,4.25,r,F#5,r,F#5,B3,r,F#5,E4,r,F#5,E4,E4,r,B3
403.5,438.0357,101,4.5,r,F#5,r,F#5,A3,r,F#5,F#4,r,F#5,D4,F#4,A3,A3
403.75,438.3036,101,4.75,r,F#5,r,F#5,A3,r,F#5,F#4,r,F#5,C#4,F#4,A3,A3
404.0,438.5714,102,1.0,B4,F#5,B4,F#5,G3,B4,F#5,B3,B4,F#5,D4,B3,G3,G3
404.5,439.1071,102,1.5,B4,F#5,B4,F#5,G3,B4,F#5,B3,B4,F#5,C#4,C#4,G3,G3
404.75,439.375,102,1.75,B4,F#5,B4,F#5,G3,B4,F#5,B3,B4,F#5,B3,D4,G3,G3
405.0,439.6429,102,2.0,B4,E5,B4,E5,G3,B4,E5,B4,B4,E5,B4,E4,G3,G3
405.25,439.9107,102,2.25,B4,E5,B4,E5,G3,B4,E5,B4,B4,E5,B4,F#4,G3,G3
405.5,440.1786,102,2.5,B4,E5,B4,E5,G3,B4,E5,B4,B4,E5,B4,G4,G3,G3
406.0,440.7143,102,3.0,C#5,F#5,C#5,F#5,F#3,C#5,F#5,B4,C#5,F#5,B4,C#4,F#3,F#3
406.5,441.25,102,3.5,G4,F#5,G4,F#5,F#3,G4,F#5,B4,G4,F#5,B4,C#4,F#3,F#3
407.0,441.7857,102,4.0,F#4,r,F#4,r,r,F#4,r,B-4,F#4,r,B-4,r,r,F#2
407.5,442.3214,102,4.5,C#5,r,C#5,r,r,C#5,r,B-4,C#5,r,B-4,r,r,F#2
408.0,442.8571,103,1.0,D5,r,D5,r,r,D5,r,B4,D5,r,B4,r,r,B2
408.5,443.3929,103,1.5,G4,r,G4,r,B3,G4,r,E4,G4,r,E4,r,B3,B3
409.0,443.9286,103,2.0,F#4,r,F#4,r,B3,F#4,r,E-4,F#4,r,E-4,r,B3,B3
409.5,444.4643,103,2.5,E-5,r,E-5,r,A3,E-5,r,F#4,E-5,r,F#4,r,A3,A3
410.0,445.0,103,3.0,E5,r,E5,r,G3,E5,r,G4,E5,r,B4,r,G3,G3
410.25,445.2679,103,3.25,D5,r,D5,r,G3,D5,r,G4,D5,r,B4,r,G3,G3
410.5,445.5357,103,3.5,C5,r,C5,r,E3,C5,r,G4,C5,r,B4,G3,E3,E3
411.0,446.0714,103,4.0,C5,r,C5,r,F#3,C5,r,G4,C5,r,E4,G3,F#3,F#3
411.25,446.3393,103,4.25,B4,r,B4,r,F#3,B4,r,G4,B4,r,E4,G3,F#3,F#3
411.5,446.6071,103,4.5,B-4,r,B-4,r,G3,B-4,r,G4,B-4,r,E4,F#3,G3,G3
411.75,446.875,103,4.75,B4,r,B4,r,G3,B4,r,G4,B4,r,E4,E3,G3,G3
412.0,447.1429,104,1.0,B-4,r,B-4,r,F#3,B-4,r,C#4,B-4,r,E4,C#4,F#3,F#3
412.5,447.6786,104,1.5,G5,r,G5,r,E3,G5,r,C#4,G5,r,B-3,C#3,E3,E3
413.0,448.2143,104,2.0,F#5,r,F#5,r,D3,F#5,r,F#4,F#5,r,B3,D3,D3,D3
413.5,448.75,104,2.5,E5,r,E5,r,C#3,E5,r,F#4,E5,r,C#4,E3,C#3,C#3
414.0,449.2857,104,3.0,D5,F#4,D5,F#4,B2,D5,F#4,F#4,D5,F#4,D4,F#3,B2,B2
414.5,449.8214,104,3.5,C#5,F#4,C#5,F#4,B3,C#5,F#4,G#4,C#5,F#4,D4,G#3,B2,B2
414.75,450.0893,104,3.75,B4,F#4,B4,F#4,B3,B4,F#4,G#4,B4,F#4,D4,G#3,B2,B2
415.0,450.3571,104,4.0,F#5,F#4,F#5,F#4,A3,F#5,F#4,A4,F#5,F#4,C#4,A3,A2,A2
415.5,450.8929,104,4.5,F#5,F#4,F#5,F#4,G#3,F#5,F#4,F#4,F#5,F#4,C#4,B3,G#2,A2
415.75,451.1607,104,4.75,F#5,F#4,F#5,F#4,A3,F#5,F#4,F#4,F#5,F#4,C#4,C#4,A2,A2
416.0,451.4286,105,1.0,F#5,G#4,F#5,G#4,B3,F#5,G#4,D5,F#5,G#4,B3,D4,B2,B2
416.5,451.9643,105,1.5,F#5,r,F#5,D4,A3,F#5,D4,B4,F#5,D4,B3,B3,A2,B2
416.75,452.2321,105,1.75,F#5,r,F#5,D4,B3,F#5,D4,B4,F#5,D4,B3,B3,B2,B2
417.0,452.5,105,2.0,F5,r,F5,C#4,C#4,F5,C#4,G#4,F5,C#4,B3,G#3,C#3,C#3
417.5,453.0357,105,2.5,F5,G#4,F5,G#4,C#4,F5,G#4,C#5,F5,G#4,B3,C#4,C#3,C#3
418.0,453.5714,105,3.0,F#5,A4,F#5,A4,F#3,F#5,A4,C#5,F#5,A4,A3,C#4,F#2,F#2
418.5,454.1071,105,3.5,F#5,r,F#5,D4,F#3,F#5,D4,B4,F#5,D4,G#3,C#4,F#2,F#2
419.0,454.6429,105,4.0,F#5,r,F#5,C#4,E3,F#5,C#4,C#5,F#5,C#4,B-3,r,r,E3
419.5,455.1786,105,4.5,F#5,B-4,F#5,B-4,E3,F#5,B-4,F#4,F#5,B-4,C#4,C#4,r,E3
420.0,455.7143,106,1.0,F#5,B4,F#5,B4,D3,F#5,B4,F#4,F#5,B4,F#4,B3,r,D3
420.25,455.9821,106,1.25,F#5,A4,F#5,A4,D3,F#5,A4,F#4,F#5,A4,F#4,B3,r,D3
420.5,456.25,106,1.5,E5,G4,E5,G4,B2,E5,G4,G4,E5,G4,B-3,C#4,B3,B2
421.0,456.7857,106,2.0,D5,G4,D5,G4,B2,D5,G4,G4,D5,G4,B3,D4,B3,B2
421.25,457.0536,106,2.25,D5,F#4,D5,F#4,B2,D5,F#4,G4,D5,F#4,B3,D4,B3,B2
421.5,457.3214,106,2.5,C#5,F4,C#5,F4,C#3,C#5,F4,A4,C#5,F4,B3,G#3,C#4,C#3
421.75,457.5893,106,2.75,C#5,F#4,C#5,F#4,C#3,C#5,F#4,A4,C#5,F#4,B3,G#3,C#4,C#3
422.0,457.8571,106,3.0,B4,F4,B4,F4,D3,B4,F4,B4,B4,F4,B3,G#3,D4,D3
422.5,458.3929,106,3.5,B4,D5,B4,D5,D3,B4,D5,B4,B4,D5,A3,G#3,D4,D3
423.0,458.9286,106,4.0,G#5,C#5,G#5,C#5,F2,G#5,C#5,C#5,G#5,C#5,G#3,G#3,F3,F2
423.5,459.4643,106,4.5,G#5,B4,G#5,B4,F2,G#5,B4,C#5,G#5,B4,C#4,G#3,F3,F2
424.0,460.0,107,1.0,G#5,A4,G#5,A4,F#2,G#5,A4,C#4,G#5,A4,C#4,A3,F#3,F#2
424.5,460.5357,107,1.5,C#5,G#4,C#5,G#4,G#2,C#5,G#4,C#4,C#5,G#4,B3,B3,G#3,G#2
424.75,460.8036,107,1.75,C#5,F#4,C#5,F#4,G#2,C#5,F#4,C#4,C#5,F#4,B3,B3,G#3,G#2
425.0,461.0714,107,2.0,F#5,C#5,F#5,C#5,A2,F#5,C#5,r,F#5,C#5,A3,C#4,A3,A2
425.5,461.6071,107,2.5,E5,C#5,E5,C#5,F#2,E5,C#5,A4,E5,C#5,C#4,A3,F#3,F#2
426.0,462.1429,107,3.0,D5,C#5,D5,C#5,B2,D5,C#5,B4,D5,C#5,D4,F#3,B3,B2
426.5,462.6786,107,3.5,D5,F#4,D5,F#4,A3,D5,F#4,B4,D5,F#4,C#4,F#3,A3,A2
427.0,463.2143,107,4.0,D5,B4,D5,B4,G#3,D5,B4,r,D5,B4,B3,F3,G#3,G#2
427.5,463.75,107,4.5,D5,A4,D5,A4,F#3,D5,A4,D5,D5,A4,B3,F#3,F#3,F#2
428.0,464.2857,108,1.0,D5,G#4,D5,G#4,F3,D5,G#4,G#4,D5,G#4,B3,G#3,F3,F3
428.5,464.8214,108,1.5,G#4,G#4,G#4,G#4,E-3,G#4,G#4,G#4,G#4,G#4,B3,G#3,E-3,E-3
429.0,465.3571,108,2.0,C#5,G#4,C#5,G#4,F3,C#5,G#4,r,C#5,G#4,C#4,G#3,F3,F3
429.5,465.8929,108,2.5,B4,G#4,B4,G#4,C#3,B4,G#4,F4,B4,G#4,C#4,G#3,C#3,C#3
430.0,466.4286,108,3.0,A4,G#4,A4,G#4,F#3,A4,G#4,C#4,A4,G#4,C#4,A3,F#3,F#3
430.5,466.9643,108,3.5,A4,C#5,A4,C#4,E3,A4,C#4,C#4,A4,C#4,C#4,G#3,E3,E3
431.0,467.5,108,4.0,A4,F#4,A4,F#4,D3,A4,F#4,r,r,F#4,C#4,F#3,D3,D3
431.5,468.0357,108,4.5,A4,E4,A4,E4,C#3,A4,E4,C#5,r,E4,B3,F#3,C#3,C#3
431.75,468.3036,108,4.75,A4,E4,A4,E4,C#3,A4,E4,C#5,r,E4,C#4,F#3,C#3,C#3
432.0,468.5714,109,1.0,A4,D4,A4,D4,B2,A4,D4,F#4,r,D4,D4,F#3,B2,B2
432.5,469.1071,109,1.5,F5,G#4,F5,D4,B2,F5,D4,F#4,F5,D4,G#3,B3,B2,B2
433.0,469.6429,109,2.0,F#5,A4,F#5,C#4,C#3,F#5,C#4,r,F#5,r,A3,A3,r,C#3
433.5,470.1786,109,2.5,A4,F#4,A4,C#4,C#3,A4,C#4,C#4,A4,A4,F#4,r,C#3,C#3
434.0,470.7143,109,3.0,G#4,B4,G#4,B3,D3,G#4,B3,G#4,G#4,B4,F4,r,D3,D3
434.5,471.25,109,3.5,F5,G#4,F5,G#4,D3,F5,G#4,G#4,F5,B4,B4,G#3,D3,D3
435.0,471.7857,109,4.0,F#5,A4,F#5,A4,C#3,F#5,A4,r,F#5,C#5,A4,A3,C#3,C#3
435.5,472.3214,109,4.5,G#5,B4,G#5,B4,B2,G#5,B4,D4,G#5,F4,G#4,B3,B2,B2
436.0,472.8571,110,1.0,C#5,C#5,C#5,C#5,A2,C#5,C#5,C#4,C#5,F#4,F#4,C#4,A2,A2
436.5,473.3929,110,1.5,F4,D5,F4,D5,G#2,F4,D5,C#4,F4,F#4,B3,D4,G#2,G#2
437.0,473.9286,110,2.0,F#4,C#5,F#4,C#5,A2,F#4,C#5,r,F#4,r,A3,C#4,A2,A2
437.5,474.4643,110,2.5,D5,F#4,D5,F#4,B2,D5,F#4,F#4,D5,F#4,G#3,D4,B2,B2
438.0,475.0,110,3.0,A4,F#4,A4,F#4,C#3,A4,F#4,C#4,A4,F#4,A3,C#4,C#3,C#3
438.5,475.5357,110,3.5,G#4,F4,G#4,F4,C#3,G#4,F4,B3,G#4,F4,B3,D4,C#3,C#3
438.75,475.8036,110,3.75,G#4,F4,G#4,F4,C#3,G#4,F4,A3,G#4,F4,C#4,C#4,C#3,C#3
439.0,476.0714,110,4.0,G#4,F4,G#4,F4,C#3,G#4,F4,G#3,G#4,F4,D4,B3,C#3,C#3
439.5,476.6071,110,4.5,A4,F#4,A4,F#4,C#3,A4,F#4,C#4,A4,F#4,C#4,A3,C#3,C#3
440.0,477.1429,111,1.0,B4,G#4,B4,G#4,C#3,B4,G#4,F4,B4,G#4,B3,G#3,C#3,C#3
440.5,477.6786,111,1.5,D5,B4,D5,B4,C#3,D5,B4,G#3,D5,B4,F4,G#3,C#3,C#3
441.0,478.2143,111,2.0,C#5,A4,C#5,A4,C#3,C#5,A4,C#4,C#5,A4,F#4,A3,C#3,C#3
441.5,478.75,111,2.5,B4,G#4,B4,G#4,C#3,B4,G#4,F4,B4,G#4,G#4,B3,C#3,C#3
442.0,479.2857,111,3.0,A4,F#4,A4,F#4,C#3,A4,F#4,A4,A4,F#4,C#4,C#4,C#3,C#3
442.5,479.8214,111,3.5,A4,D5,A4,D5,B2,A4,D5,F#4,A4,F#4,F#4,F#3,B2,B2
442.75,480.0893,111,3.75,A4,D5,A4,D5,B2,A4,D5,F#4,A4,F#4,G#4,F#3,B2,B2
443.0,480.3571,111,4.0,G#4,C#5,G#4,C#5,C#3,G#4,C#5,C#4,G#4,F4,G#4,C#4,C#3,C#3
443.5,480.8929,111,4.5,G#4,B4,G#4,B4,C#3,G#4,B4,C#4,G#4,F4,G#4,C#4,C#3,C#2
444.0,481.4286,112,1.0,F#4,B4,F#4,B4,F#2,F#4,B4,C#4,F#4,F#4,A4,C#4,F#2,F#2
444.5,481.9643,112,1.5,F#4,A4,F#4,A4,F#3,F#4,A4,C#4,F#4,F#4,F#4,C#4,F#2,F#3
444.75,482.2321,112,1.75,F#4,B4,F#4,B4,F#3,F#4,B4,C#4,F#4,F#4,G4,C#4,F#2,F#3
445.0,482.5,112,2.0,r,C5,r,C5,F#3,r,C5,r,r,r,A4,r,r,F#3
445.5,483.0357,112,2.5,r,C5,r,C5,G3,r,C5,A4,r,E4,A4,r,F#3,G3
445.75,483.3036,112,2.75,r,C5,r,C5,A3,r,C5,A4,r,E4,A4,r,F#3,A3
446.0,483.5714,112,3.0,r,C5,r,C5,B3,r,C5,F#4,r,E-4,A4,r,B3,B3
446.5,484.1071,112,3.5,r,E4,r,E4,B3,r,E4,F#4,r,A4,G4,r,B3,B3
447.0,484.6429,112,4.0,F#5,E-4,F#5,E-4,B2,F#5,E-4,r,r,A4,F#4,r,B2,B2
447.5,485.1786,112,4.5,F#5,A4,F#5,A4,B2,F#5,A4,B4,r,G4,E4,r,B2,B2
447.75,485.4464,112,4.75,F#5,A4,F#5,A4,B2,F#5,A4,B4,r,F#4,E-4,r,B2,B2
448.0,485.7143,113,1.0,F#5,G4,F#5,G4,E3,F#5,G4,B4,r,G4,E4,r,E3,E3
448.25,485.9821,113,1.25,F#5,G4,F#5,G4,E3,F#5,G4,B4,r,A4,E4,r,E3,E3
448.5,486.25,113,1.5,E5,G4,E5,G4,E3,E5,G4,B4,r,B4,E4,B3,E3,E3
448.75,486.5179,113,1.75,F#5,G4,F#5,G4,E3,F#5,G4,B4,r,B4,E4,B3,E3,E3
449.0,486.7857,113,2.0,G5,r,G5,r,E3,G5,r,r,r,E4,B3,E4,r,E3
449.5,487.3214,113,2.5,G5,r,G5,r,D3,G5,r,E4,B4,E4,B3,E4,E3,D3
449.75,487.5893,113,2.75,G5,r,G5,r,E3,G5,r,E4,B4,E4,B3,E4,E3,E3
450.0,487.8571,113,3.0,G5,r,G5,r,F#3,G5,r,C#4,B-4,r,r,E4,F#3,F#3
450.5,488.3929,113,3.5,B4,r,B4,r,F#3,B4,r,C#4,E5,r,r,D4,F#3,F#3
451.0,488.9286,113,4.0,B-4,C#5,B-4,C#5,F#2,B-4,C#5,r,E5,r,r,C#4,F#2,F#2
451.5,489.4643,113,4.5,E5,C#5,E5,C#5,F#2,E5,C#5,F#4,D5,r,r,B3,F#2,F#2
451.75,489.7321,113,4.75,E5,C#5,E5,C#5,F#2,E5,C#5,F#4,C#5,r,r,B-3,F#2,F#2
452.0,490.0,114,1.0,D5,C#5,D5,C#5,B2,D5,C#5,F#4,D5,r,r,B3,B2,B2
452.25,490.2679,114,1.25,D5,C#5,D5,C#5,B2,D5,C#5,F#4,E5,r,r,B3,B2,B2
452.5,490.5357,114,1.5,D5,B4,D5,B4,B2,D5,B4,F#4,F#5,r,F#4,B3,B2,B2
452.75,490.8036,114,1.75,D5,C#5,D5,C#5,B2,D5,C#5,F#4,F#5,r,F#4,B3,B2,B2
453.0,491.0714,114,2.0,r,D5,r,D5,B2,r,D5,r,B4,r,B4,F#3,r,B2
453.5,491.6071,114,2.5,r,D5,r,D5,A2,r,D5,B4,B4,F#4,B4,F#3,B3,A2
453.75,491.875,114,2.75,r,D5,r,D5,B2,r,D5,B4,B4,F#4,B4,F#3,B3,B2
454.0,492.1429,114,3.0,r,D5,r,D5,C#3,r,D5,G#4,r,F4,B4,r,C#4,C#3
454.5,492.6786,114,3.5,r,F#4,r,F#4,C#3,r,F#4,G#4,r,B4,A4,r,C#4,C#3
455.0,493.2143,114,4.0,G#5,F4,G#5,F4,C#2,G#5,F4,r,r,B4,G#4,r,C#3,C#2
455.5,493.75,114,4.5,G#5,B4,G#5,B4,C#2,G#5,B4,C#5,r,A4,F#4,r,C#3,C#2
455.75,494.0179,114,4.75,G#5,B4,G#5,B4,C#2,G#5,B4,C#5,r,G#4,F4,r,C#3,C#2
456.0,494.2857,115,1.0,G#5,A4,G#5,A4,F#2,G#5,A4,C#5,r,A4,F#4,r,F#3,F#2
456.5,494.8214,115,1.5,F#5,A4,F#5,A4,F#3,F#5,A4,C#5,r,A4,F#4,r,F#3,F#3
456.75,495.0893,115,1.75,G#5,A4,G#5,A4,F#3,G#5,A4,C#5,r,A4,F#4,r,F#3,F#3
457.0,495.3571,115,2.0,A5,r,A5,r,F#3,A5,r,r,r,A4,C#4,r,F#3,F#3
457.5,495.8929,115,2.5,A5,r,A5,r,G3,A5,r,E4,E4,A4,A4,C4,G3,G3
457.75,496.1607,115,2.75,A5,r,A5,r,A3,A5,r,E4,E4,A4,A4,C4,A3,A3
458.0,496.4286,115,3.0,A5,r,A5,r,B3,A5,r,B3,E-4,A4,F#4,B3,B3,B3
458.5,496.9643,115,3.5,C5,r,C5,r,B3,C5,r,B3,A4,C4,F#4,A3,B3,B3
458.75,497.2321,115,3.75,C5,r,C5,r,B3,C5,r,B3,A4,C4,F#4,G3,B3,B3
459.0,497.5,115,4.0,B4,E-5,B4,E-5,B2,B4,E-5,r,A4,B3,E-4,F#3,B2,B2
459.5,498.0357,115,4.5,A5,E-5,A5,E-5,B2,A5,E-5,E-4,G4,A4,E4,B3,B2,B2
459.75,498.3036,115,4.75,A5,E-5,A5,E-5,B2,A5,E-5,E-4,F#4,A4,F#4,B3,B2,B2
460.0,498.5714,116,1.0,G#5,E5,G#5,E5,E2,G#5,E5,B3,E4,G#4,E4,B3,E3,E2
460.5,499.1071,116,1.5,D5,B4,D5,B4,E2,D5,B4,B3,B4,D4,E4,B3,E3,E2
461.0,499.6429,116,2.0,C#5,B-4,C#5,B-4,r,C#5,B-4,r,B-4,C#4,r,r,r,r
461.5,500.1786,116,2.5,B-5,C#5,B-5,C#5,E3,B-5,C#5,C#4,C#5,B-4,C#4,G3,E3,E3
462.0,500.7143,116,3.0,B5,F#4,B5,F#4,D3,B5,F#4,B3,F#4,B4,D4,F#3,D3,D3
462.5,501.25,116,3.5,F#5,B4,F#5,B4,D3,F#5,B4,B3,B4,F#4,D4,F#3,D3,D3
463.0,501.7857,116,4.0,F5,C#5,F5,C#5,r,F5,C#5,r,C#5,F4,r,r,r,r
463.5,502.3214,116,4.5,B5,F4,B5,F4,C#3,B5,F4,G#3,F4,B4,G#4,F4,C#3,C#3
464.0,502.8571,117,1.0,B-5,F#4,B-5,F#4,F#3,B-5,F#4,A3,F#4,B-4,F#4,C#4,F#3,F#2
464.5,503.3929,117,1.5,E5,B-4,E5,B-4,F#3,E5,B-4,A3,B-4,E4,F#4,C#4,F#3,F#2
465.0,503.9286,117,2.0,E-5,B4,E-5,B4,r,E-5,B4,r,B4,E-4,r,r,r,r
465.5,504.4643,117,2.5,A5,E-4,A5,E-4,B2,A5,E-4,F#3,E-5,A4,F#4,E-4,B2,B2
466.0,505.0,117,3.0,G#5,E4,G#5,E4,E3,G#5,E4,G#3,E5,G#4,E4,B3,E3,E2
466.5,505.5357,117,3.5,D5,G#4,D5,G#4,E3,D5,G#4,G#3,G#4,D4,E4,B3,E3,E2
467.0,506.0714,117,4.0,C#5,A4,C#5,A4,r,C#5,A4,r,A4,C#4,r,r,r,r
467.5,506.6071,117,4.5,G5,E4,G5,C#4,A2,G5,C#4,E3,C#5,G4,E4,C#4,A2,A2
468.0,507.1429,118,1.0,F#5,D4,F#5,D4,D3,F#5,D4,F#3,D5,F#4,D4,A3,D3,D2
468.25,507.4107,118,1.25,F#5,D4,F#5,D4,D3,F#5,D4,F#3,D5,F#4,C#4,A3,D3,D2
468.5,507.6786,118,1.5,B-4,F#4,B-4,F#4,D3,B-4,F#4,F#3,F#4,B-4,D4,C#4,D3,D2
468.75,507.9464,118,1.75,B-4,F#4,B-4,F#4,D3,B-4,F#4,F#3,F#4,B-4,E4,C#4,D3,D2
469.0,508.2143,118,2.0,B4,B4,B4,B4,r,B4,B4,r,B4,B4,F#4,D4,r,r
469.5,508.75,118,2.5,D5,B4,D5,B4,G2,D5,B4,G3,B4,D5,G4,B3,G3,G2
469.75,509.0179,118,2.75,D5,B4,D5,B4,G2,D5,B4,G3,B4,D5,F#4,B3,G3,G2
470.0,509.2857,118,3.0,E5,B4,E5,B4,C#3,E5,B4,G3,B4,E5,E4,C#4,C#3,C#2
470.5,509.8214,118,3.5,G4,B4,G4,B4,C#3,G4,B4,G3,B4,G4,E4,C#4,C#3,C#2
