qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,Hn,8
3.875,2,2.88,0.938,a,Vln,15
7.875,4,2.88,0.938,a,Vla,17
11.875,6,2.88,0.938,a,Vln,15
15.875,8,2.88,0.938,a,Vla,17
20.0,11,1,0.0,a,Fl,1
20.875,11,1.88,0.438,a,Vln,15
23.875,12,2.88,0.938,a,Vla,17
24.25,13,1.25,0.125,a,Vln,15
27.25,14,2.25,0.625,a,Vla,17
28.25,15,1.25,0.125,a,Vln,15
31.875,16,2.88,0.938,a,Vln,15
37.25,19,2.25,0.625,a,Vln,15
46.0,24,1,0.0,a,Vln,15
52.5,27,1.5,0.25,a,Tpt,12
54.0,28,1,0.0,a,Fl,0
56.5,29,1.5,0.25,a,Tpt,12
58.0,30,1,0.0,a,Fl,0
61.0,31,2,0.5,a,Fl,0
71.875,36,2.88,0.938,a,Vln,15
75.875,38,2.88,0.938,a,Vla,17
79.875,40,2.88,0.938,a,Vln,15
83.875,42,2.88,0.938,a,Vla,17
88.875,45,1.88,0.438,a,Vln,15
91.875,46,2.88,0.938,a,Vla,17
92.25,47,1.25,0.125,a,Vln,15
95.25,48,2.25,0.625,a,Vla,17
96.25,49,1.25,0.125,a,Vln,15
99.875,50,2.88,0.938,a,Vln,15
108.0,55,1,0.0,a,Vln,15
110.25,56,1.25,0.125,a,Ob,2
112.0,57,1,0.0,a,Vln,15
114.25,58,1.25,0.125,a,Ob,2
116.0,59,1,0.0,a,Vln,15
118.25,60,1.25,0.125,a,Ob,2
119.25,60,2.25,0.625,a,Vln,15
120.25,61,1.25,0.125,a,Ob,2
124.0,63,1,0.0,b,Ob,2
126.0,64,1,0.0,b,Vln,15
134.0,68,1,0.0,b,Bsn,6
136.0,69,1,0.0,b,Ob,2
146.0,74,1,0.0,c,Cl,4
151.5,76,2.5,0.75,c,Ob,2
155.5,78,2.5,0.75,c,Cl,4
158.0,80,1,0.0,c,Cl,4
161.5,81,2.5,0.75,c,Ob,2
163.5,82,2.5,0.75,c,Cl,4
165.5,83,2.5,0.75,c,Ob,2
166.5,84,1.5,0.25,c,Cl,4
172.5,87,1.5,0.25,c,Ob,2
174.5,88,1.5,0.25,c,Cl,4
175.5,88,2.5,0.75,c,Ob,2
176.5,89,1.5,0.25,c,Fl,0
178.5,90,1.5,0.25,c,Cl,4
179.5,90,2.5,0.75,c,Cl,5
180.5,91,1.5,0.25,c,Fl,0
182.0,92,1,0.0,d,Vln,15
185.25,93,2.25,0.625,d,Fl,0
188.5,95,1.5,0.25,d,Vln,15
190.0,96,1,0.0,d,Cl,4
192.25,97,1.25,0.125,d,Vln,15
194.25,98,1.25,0.125,d,Vln,16
196.25,99,1.25,0.125,d,Vln,15
198.25,100,1.25,0.125,d,Fl,0
202.0,102,1,0.0,d,Fl,0
206.0,104,1,0.0,d,Cl,4
208.0,105,1,0.0,d,Fl,0
210.0,106,1,0.0,d,Fl,0
214.0,108,1,0.0,d,Vln,15
218.0,110,1,0.0,d,Vln,15
222.0,112,1,0.0,d,Vln,15
226.25,114,1.25,0.125,d,Vln,15
230.0,116,1,0.0,d,Vln,15
238.0,120,1,0.0,d,Vln,15
240.0,121,1,0.0,d,Vln,16
242.0,122,1,0.0,d,Vln,15
244.0,123,1,0.0,d,Vln,16
246.0,124,1,0.0,d,Vln,15
248.0,125,1,0.0,d,Vln,16
250.0,126,1,0.0,d,Vln,15
252.0,127,1,0.0,d,Vln,16
254.0,128,1,0.0,d,Vln,15
255.0,128,2,0.5,d,Vln,16
256.0,129,1,0.0,d,Vln,15
257.0,129,2,0.5,d,Vln,16
258.0,130,1,0.0,d,Vln,15
262.125,132,1.12,0.062,d,Vln,15
264.125,133,1.12,0.062,d,Vln,16
266.125,134,1.12,0.062,d,Vln,15
268.125,135,1.12,0.062,d,Vln,16
270.125,136,1.12,0.062,d,Vln,15
272.25,137,1.25,0.125,d,Vln,16
274.25,138,1.25,0.125,d,Ob,2
277.5,139,2.5,0.75,d,Vln,15
278.25,140,1.25,0.125,d,Ob,2
281.5,141,2.5,0.75,d,Vln,15
282.25,142,1.25,0.125,d,Ob,2
285.5,143,2.5,0.75,d,Vln,15
287.25,144,2.25,0.625,d,Cl,4
288.25,145,1.25,0.125,d,Fl,0
290.0,146,1,0.0,d,Fl,0
293.5,147,2.5,0.75,d,Vln,15
298.5,150,1.5,0.25,d,Vln,15
306.0,154,1,0.0,d,Vln,15
319.0,160,2,0.5,a,Vln,16
325.875,163,2.88,0.938,a,Vln,15
329.875,165,2.88,0.938,a,Vla,17
333.875,167,2.88,0.938,a,Vln,15
337.875,169,2.88,0.938,a,Vla,17
341.875,171,2.88,0.938,a,Vln,15
345.875,173,2.88,0.938,a,Vla,17
349.875,175,2.88,0.938,a,Vln,15
353.875,177,2.88,0.938,a,Vla,17
355.875,178,2.88,0.938,a,Bsn,6
356.875,179,1.88,0.438,a,Vln,15
359.875,180,2.88,0.938,a,Bsn,6
361.875,181,2.88,0.938,a,Fl,0
365.875,183,2.88,0.938,a,Cl,4
371.875,186,2.88,0.938,a,Fl,0
374.5,188,1.5,0.25,a,Vln,15
375.5,188,2.5,0.75,a,Vla,17
376.5,189,1.5,0.25,a,Vln,15
377.5,189,2.5,0.75,a,Vla,17
378.5,190,1.5,0.25,a,Vln,15
382.0,192,1,0.0,a,Ob,2
386.0,194,1,0.0,a,Fl,0
391.0,196,2,0.5,a,Ob,2
393.875,197,2.88,0.938,a,Vln,15
400.5,201,1.5,0.25,a,Vln,15
410.5,206,1.5,0.25,a,Vln,15
418.25,210,1.25,0.125,a,Ob,2
419.25,210,2.25,0.625,a,Bsn,6
420.25,211,1.25,0.125,a,Ob,2
421.25,211,2.25,0.625,a,Bsn,6
422.0,212,1,0.0,a,Ob,2
425.25,213,2.25,0.625,a,Cl,4
430.0,216,1,0.0,a,Cl,4
434.0,218,1,0.0,a,Bsn,6
441.5,221,2.5,0.75,a,Vln,15
446.0,224,1,0.0,a,Fl,0
454.5,228,1.5,0.25,a,Fl,0
462.25,232,1.25,0.125,a,Cl,4
470.0,236,1,0.0,a,Cl,4
478.5,240,1.5,0.25,b,Fl,0
487.5,244,2.5,0.75,b,Vln,15
497.5,249,2.5,0.75,b,Fl,0
503.5,252,2.5,0.75,a,Vln,15
508.0,255,1,0.0,a,Fl,0
512.0,257,1,0.0,a,Vln,15
516.0,259,1,0.0,a,Ob,2
520.0,261,1,0.0,a,Fl,0
524.0,263,1,0.0,a,Vln,15
528.0,265,1,0.0,a,Fl,0
532.25,267,1.25,0.125,a,Fl,0
536.0,269,1,0.0,a,Fl,0
540.0,271,1,0.0,a,Fl,0
542.0,272,1,0.0,a,Ob,2
547.25,274,2.25,0.625,a,Fl,0
549.5,275,2.5,0.75,a,Ob,2
551.5,276,2.5,0.75,a,Ob,2
553.5,277,2.5,0.75,a,Fl,0
555.5,278,2.5,0.75,a,Vln,15
560.0,281,1,0.0,a,Ob,2
