score_qstamp,qstamp,measure,beat,736441_tstamp,729167_tstamp,711707_tstamp,723421_tstamp,RNS_tstamp
623.125,623.125,166,1.0,343.6871,317.2271,332.5226,341.2155,468.5871
624.125,624.125,166,2.0,344.0484,317.5271,332.9271,341.5871,468.8871
624.375,624.375,166,2.25,344.1621,317.6021,333.0021,341.6621,468.9621
624.625,624.625,166,2.5,344.2371,317.6771,333.0771,341.7371,469.0371
624.875,624.875,166,2.75,344.3121,317.7521,333.1521,341.8321,469.1121
625.125,625.125,166,3.0,344.3871,317.8271,333.2471,341.9071,469.1871
626.125,626.125,166,4.0,344.6871,318.1271,333.5471,342.2071,469.5071
626.375,626.375,166,4.25,344.7642,318.2021,333.6821,342.2821,469.5821
626.625,626.625,166,4.5,344.8971,318.2771,333.7571,342.3771,469.6571
626.875,626.875,166,4.75,344.9721,318.3521,333.8321,342.4521,469.7321
627.125,627.125,167,1.0,345.0471,318.4271,333.9071,342.5471,469.8142
628.125,628.125,167,2.0,345.4271,318.7271,334.3271,342.8471,470.1471
628.375,628.375,167,2.25,345.5021,318.8021,334.4021,342.9221,470.2221
628.625,628.625,167,2.5,345.5771,318.8771,334.4771,342.9971,470.2971
628.875,628.875,167,2.75,345.6721,318.9521,334.5521,343.0721,470.3721
629.125,629.125,167,3.0,345.7471,319.0271,334.6471,343.1871,470.4755
630.125,630.125,167,4.0,346.0671,319.3471,334.9471,343.4871,470.8471
630.375,630.375,167,4.25,346.1463,319.4242,335.0642,343.5684,470.9242
630.625,630.625,167,4.5,346.2571,319.5171,335.1571,343.6971,471.0171
630.875,630.875,167,4.75,346.3921,319.5921,335.2921,343.7721,471.0921
631.125,631.125,168,1.0,346.4813,319.6671,335.4142,343.8684,471.1671
632.125,632.125,168,2.0,346.8071,320.0471,335.7271,344.2071,471.5071
632.375,632.375,168,2.25,346.8821,320.1221,335.8042,344.2821,471.5821
632.625,632.625,168,2.5,346.9571,320.1971,335.8971,344.3571,471.6571
632.875,632.875,168,2.75,347.0321,320.2721,335.9721,344.4321,471.7321
633.125,633.125,168,3.0,347.1271,320.3471,336.0871,344.5471,471.8142
634.125,634.125,168,4.0,347.4271,320.6471,336.3871,344.8471,472.1271
634.375,634.375,168,4.25,347.5021,320.7221,336.4621,344.9221,472.2021
634.625,634.625,168,4.5,347.6171,320.7971,336.5371,345.0171,472.2771
634.875,634.875,168,4.75,347.6921,320.8721,336.6121,345.0921,472.3521
635.125,635.125,169,1.0,347.7742,320.9471,336.7284,345.1942,472.4813
636.125,636.125,169,2.0,348.1471,321.2471,337.1071,345.5271,472.8071
636.375,636.375,169,2.25,348.2242,321.3221,337.1821,345.6021,472.8821
636.625,636.625,169,2.5,348.3171,321.3971,337.2571,345.6771,472.9571
636.875,636.875,169,2.75,348.4121,321.4721,337.3321,345.7521,473.0721
637.125,637.125,169,3.0,348.4871,321.5471,337.4542,345.8942,473.1471
638.125,638.125,169,4.0,348.7871,321.8471,337.7671,346.2071,473.4471
638.375,638.375,169,4.25,348.8621,321.9221,337.8421,346.2821,473.5221
638.625,638.625,169,4.5,348.9771,321.9971,337.9171,346.3571,473.5971
638.875,638.875,169,4.75,349.0521,322.0721,338.0163,346.4321,473.6721
639.125,639.125,170,1.0,349.1271,322.1613,338.1071,346.5271,473.7742
639.375,639.375,170,1.25,349.3221,322.3021,338.2421,346.7421,473.8821
639.625,639.625,170,1.5,349.3971,322.3771,338.3371,346.8171,473.9571
639.875,639.875,170,1.75,349.4921,322.4521,338.4121,346.8921,474.0321
640.125,640.125,170,2.0,349.5671,322.5271,338.4871,346.9671,474.1071
640.375,640.375,170,2.25,349.6421,322.6021,338.5621,347.0421,474.1821
640.625,640.625,170,2.5,349.7171,322.6771,338.6371,347.1171,474.2571
640.875,640.875,170,2.75,349.7921,322.7521,338.7121,347.1921,474.3521
641.125,641.125,170,3.0,349.8884,322.8271,338.7871,347.2671,474.4342
641.375,641.375,170,3.25,350.0021,322.9021,338.9221,347.3421,474.5421
641.625,641.625,170,3.5,350.0771,322.9771,338.9971,347.4171,474.6171
641.875,641.875,170,3.75,350.1521,323.0521,339.0721,347.4921,474.6921
642.125,642.125,170,4.0,350.2271,323.1271,339.1471,347.5671,474.7671
642.375,642.375,170,4.25,350.3021,323.2021,339.2221,347.6463,474.8621
642.625,642.625,170,4.5,350.3771,323.2771,339.2971,347.7571,474.9371
642.875,642.875,170,4.75,350.4521,323.3521,339.3921,347.8321,475.0121
643.125,643.125,171,1.0,350.5626,323.4271,339.4884,347.9484,475.0871
643.375,643.375,171,1.25,350.7221,323.5221,339.6821,348.0621,475.2421
643.625,643.625,171,1.5,350.7971,323.5971,339.7571,348.1571,475.3171
643.875,643.875,171,1.75,350.8721,323.6921,339.8321,348.2321,475.3921
644.125,644.125,171,2.0,350.9471,323.7671,339.9071,348.3071,475.4671
644.375,644.375,171,2.25,351.0221,323.8421,339.9821,348.3821,475.5421
644.625,644.625,171,2.5,351.0971,323.9171,340.0571,348.4571,475.6171
644.875,644.875,171,2.75,351.1721,323.9921,340.1321,348.5321,475.6921
645.125,645.125,171,3.0,351.2471,324.0742,340.2284,348.6426,475.7671
645.375,645.375,171,3.25,351.4042,324.1821,340.4021,348.7821,475.8421
645.625,645.625,171,3.5,351.4971,324.2571,340.4771,348.8571,475.9171
645.875,645.875,171,3.75,351.5721,324.3321,340.5521,348.9321,475.9921
646.125,646.125,171,4.0,351.6471,324.4071,340.6271,349.0071,476.0671
646.375,646.375,171,4.25,351.7221,324.4821,340.7021,349.0821,476.1421
646.625,646.625,171,4.5,351.7971,324.5571,340.7771,349.1571,476.2171
646.875,646.875,171,4.75,351.8721,324.6321,340.8521,349.2321,476.2921
647.125,647.125,172,1.0,351.9542,324.7071,340.9484,349.3284,476.3955
647.375,647.375,172,1.25,352.0821,324.7821,341.1021,349.4421,476.5221
647.625,647.625,172,1.5,352.1571,324.8571,341.1771,349.5171,476.5971
647.875,647.875,172,1.75,352.2321,324.9321,341.2521,349.5921,476.6721
648.125,648.125,172,2.0,352.3071,325.0071,341.3271,349.6671,476.7471
648.375,648.375,172,2.25,352.3821,325.0821,341.4021,349.7421,476.8221
648.625,648.625,172,2.5,352.4571,325.1571,341.4771,349.8171,476.8971
648.875,648.875,172,2.75,352.5321,325.2321,341.5521,349.8921,476.9721
649.125,649.125,172,3.0,352.6071,325.3071,341.6271,350.0413,477.0471
649.375,649.375,172,3.25,352.8221,325.3821,341.8021,350.1421,477.2421
649.625,649.625,172,3.5,352.8971,325.4571,341.8771,350.2171,477.3171
649.875,649.875,172,3.75,352.9721,325.5321,341.9521,350.2921,477.3921
650.125,650.125,172,4.0,353.0471,325.6071,342.0271,350.3671,477.4671
650.375,650.375,172,4.25,353.1221,325.6821,342.1021,350.4421,477.5421
650.625,650.625,172,4.5,353.1971,325.7571,342.1771,350.5371,477.6171
650.875,650.875,172,4.75,353.2721,325.8321,342.2521,350.6121,477.6921
651.125,651.125,173,1.0,353.3684,325.9071,342.3271,350.7226,477.7671
651.375,651.375,173,1.25,353.4821,326.0621,342.4821,350.8621,477.8421
651.625,651.625,173,1.5,353.5571,326.1371,342.5571,350.9371,477.9171
651.875,651.875,173,1.75,353.6321,326.2121,342.6321,351.0121,477.9921
652.125,652.125,173,2.0,353.7071,326.2871,342.7071,351.0871,478.0671
652.375,652.375,173,2.25,353.7821,326.3621,342.7821,351.1621,478.1421
652.625,652.625,173,2.5,353.8771,326.4371,342.8571,351.2371,478.2171
652.875,652.875,173,2.75,353.9521,326.5121,342.9321,351.3121,478.2921
653.125,653.125,173,3.0,354.0742,326.5871,343.0213,351.3871,478.4013
653.375,653.375,173,3.25,354.1821,326.6621,343.1621,351.5421,478.5421
653.625,653.625,173,3.5,354.2771,326.7371,343.2371,351.6171,478.6171
653.875,653.875,173,3.75,354.3521,326.8121,343.3121,351.6921,478.6921
654.125,654.125,173,4.0,354.4271,326.8871,343.3871,351.7671,478.7671
654.375,654.375,173,4.25,354.5021,326.9621,343.4621,351.8421,478.8421
654.625,654.625,173,4.5,354.5771,327.0371,343.5371,351.9171,478.9171
654.875,654.875,173,4.75,354.6521,327.1121,343.6121,351.9921,478.9921
655.125,655.125,174,1.0,354.7555,327.1871,343.6871,352.0813,479.0671
655.375,655.375,174,1.25,354.8842,327.2621,343.8621,352.1821,479.1842
655.625,655.625,174,1.5,354.9771,327.3371,343.9371,352.2571,479.2771
655.875,655.875,174,1.75,355.0521,327.4121,344.0121,352.3321,479.3521
656.125,656.125,174,2.0,355.1271,327.4871,344.0871,352.4071,479.4271
656.375,656.375,174,2.25,355.2021,327.5621,344.1621,352.4821,479.5021
656.625,656.625,174,2.5,355.2771,327.6371,344.2542,352.5571,479.5771
656.875,656.875,174,2.75,355.3521,327.7121,344.3321,352.6321,479.6521
657.125,657.125,174,3.0,355.4271,327.7871,344.4071,352.7071,479.7271
658.125,658.125,174,4.0,355.8271,328.0871,344.7471,353.0671,480.0542
658.375,658.375,174,4.25,355.9021,328.1621,344.8621,353.1421,480.1421
658.625,658.625,174,4.5,355.9771,328.2371,344.9542,353.2171,480.2171
658.875,658.875,174,4.75,356.0521,328.3121,345.0321,353.2921,480.2921
659.125,659.125,175,1.0,356.1271,328.3871,345.1071,353.3671,480.3671
660.125,660.125,175,2.0,356.4671,328.7071,345.5071,353.7271,480.7271
660.375,660.375,175,2.25,356.5463,328.8221,345.5821,353.8021,480.8021
660.625,660.625,175,2.5,356.6571,328.8971,345.6571,353.8771,480.8771
660.875,660.875,175,2.75,356.7521,328.9721,345.7921,353.9921,480.9521
661.125,661.125,175,3.0,356.8271,329.0471,345.8671,354.0871,481.0471
662.125,662.125,175,4.0,357.1671,329.3471,346.2142,354.4671,481.3471
662.375,662.375,175,4.25,357.2621,329.4221,346.3021,354.5421,481.4221
662.625,662.625,175,4.5,357.3371,329.4971,346.3771,354.6171,481.4971
662.875,662.875,175,4.75,357.4121,329.5721,346.4521,354.6921,481.5721
663.125,663.125,176,1.0,357.5071,329.6671,346.5413,354.7671,481.6542
664.125,664.125,176,2.0,357.9071,329.9871,346.9271,355.1071,481.9671
664.375,664.375,176,2.25,357.9821,330.0621,347.0021,355.1821,482.0421
664.625,664.625,176,2.5,358.0571,330.1371,347.0771,355.2571,482.1342
664.875,664.875,176,2.75,358.1321,330.2121,347.1521,355.3321,482.2121
665.125,665.125,176,3.0,358.2071,330.2871,347.2271,355.4271,482.2871
666.125,666.125,176,4.0,358.5871,330.6471,347.5271,355.8071,482.7471
666.375,666.375,176,4.25,358.6621,330.7221,347.6021,355.8821,482.8221
666.625,666.625,176,4.5,358.7371,330.7971,347.6771,355.9571,482.8971
666.875,666.875,176,4.75,358.8121,330.8721,347.7521,356.0321,482.9721
667.125,667.125,177,1.0,358.8871,330.9471,347.8342,356.1071,483.0471
668.125,668.125,177,2.0,359.2271,331.2471,348.3142,356.4871,483.3471
668.375,668.375,177,2.25,359.3021,331.3221,348.4021,356.5621,483.4221
668.625,668.625,177,2.5,359.3771,331.3971,348.4771,356.6371,483.4971
668.875,668.875,177,2.75,359.5121,331.4721,348.5642,356.7121,483.5721
669.125,669.125,177,3.0,359.5871,331.5471,348.6471,356.7871,483.6471
670.125,670.125,177,4.0,359.9271,331.8542,348.9942,357.0871,483.9955
670.375,670.375,177,4.25,360.0221,331.9421,349.1021,357.1821,484.1221
670.625,670.625,177,4.5,360.0971,332.0171,349.1771,357.3171,484.1971
670.875,670.875,177,4.75,360.1721,332.0921,349.2521,357.3921,484.2721
671.125,671.125,178,1.0,360.2671,332.1671,349.3271,357.4871,484.3471
672.125,672.125,178,2.0,360.6071,332.4671,349.7071,357.8271,484.6471
672.375,672.375,178,2.25,360.6821,332.5421,349.7842,357.9021,484.7221
672.625,672.625,178,2.5,360.7571,332.6171,349.9171,357.9771,484.7971
672.875,672.875,178,2.75,360.8442,332.6921,349.9921,358.0642,484.8721
673.125,673.125,178,3.0,360.9471,332.7671,350.0671,358.1471,484.9471
674.125,674.125,178,4.0,361.3071,333.0671,350.4071,358.4671,485.3071
674.375,674.375,178,4.25,361.3821,333.1421,350.4821,358.5421,485.3821
674.625,674.625,178,4.5,361.4571,333.2171,350.5942,358.6171,485.4571
674.875,674.875,178,4.75,361.5321,333.2921,350.6721,358.7042,485.5321
675.125,675.125,179,1.0,361.6071,333.3471,350.7671,358.7871,485.6342
676.125,676.125,179,2.0,361.9871,333.7271,351.0671,359.1871,485.9671
676.375,676.375,179,2.25,362.0642,333.8021,351.1421,359.2621,486.0421
676.625,676.625,179,2.5,362.1571,333.8771,351.2571,359.3571,486.1171
676.875,676.875,179,2.75,362.2321,333.9642,351.3721,359.4321,486.1921
677.125,677.125,179,3.0,362.3271,334.0471,351.4471,359.5271,486.2671
678.125,678.125,179,4.0,362.6671,334.3471,351.7671,359.8471,486.6271
678.375,678.375,179,4.25,362.7421,334.4221,351.8421,359.9221,486.7021
678.625,678.625,179,4.5,362.8371,334.4971,351.9171,359.9971,486.7771
678.875,678.875,179,4.75,362.9121,334.5721,351.9921,360.0721,486.8521
679.125,679.125,180,1.0,362.9942,334.6471,352.0671,360.1471,486.9271
680.125,680.125,180,2.0,363.3271,334.9471,352.4471,360.4871,487.2471
680.375,680.375,180,2.25,363.4021,335.0221,352.5221,360.5821,487.3221
680.625,680.625,180,2.5,363.4771,335.0971,352.5971,360.6571,487.3971
680.875,680.875,180,2.75,363.5521,335.1721,352.6721,360.7321,487.4721
681.125,681.125,180,3.0,363.6471,335.2471,352.7871,360.8871,487.5471
682.125,682.125,180,4.0,364.0671,335.5471,353.1471,361.1871,487.9071
682.375,682.375,180,4.25,364.1421,335.6221,353.2221,361.2621,487.9821
682.625,682.625,180,4.5,364.2171,335.6971,353.2971,361.3371,488.0571
682.875,682.875,180,4.75,364.2921,335.7721,353.3721,361.4321,488.1321
683.125,683.125,181,1.0,364.3671,335.8471,353.5271,361.5071,488.2071
684.125,684.125,181,2.0,364.7071,336.1671,353.8471,361.8071,488.5071
684.375,684.375,181,2.25,364.7821,336.2421,353.9221,361.9042,488.5821
684.625,684.625,181,2.5,364.8913,336.3171,354.0171,362.1484,488.6571
684.875,684.875,181,2.75,364.9721,336.3921,354.1121,362.3921,488.7521
685.125,685.125,181,3.0,365.0471,336.4671,354.1871,362.4671,488.8871
686.125,686.125,181,4.0,365.4071,336.7671,354.4871,362.7671,489.5142
686.375,686.375,181,4.25,365.4821,336.8421,354.561,362.8421,489.6021
686.625,686.625,181,4.5,365.5571,336.9171,354.6171,362.9171,489.6771
686.875,686.875,181,4.75,365.6321,336.9921,354.6921,362.9921,489.7521
687.125,687.125,182,1.0,365.7071,337.0671,354.7671,363.0671,489.8271
688.125,688.125,182,2.0,366.1071,337.4671,355.2271,363.3671,490.1271
688.375,688.375,182,2.25,366.1821,337.5421,355.4021,363.4421,490.1821
688.625,688.625,182,2.5,366.2571,337.6171,355.4771,363.5171,490.2571
688.875,688.875,182,2.75,366.3321,337.7042,355.5521,363.5921,490.3321
689.125,689.125,182,3.0,366.4071,337.7942,355.6271,363.6671,490.4071
690.125,690.125,182,4.0,366.8271,338.1071,355.9671,364.0071,490.7071
691.125,691.125,183,1.0,367.1871,338.4871,356.3471,364.3471,491.0071
692.125,692.125,183,2.0,367.4871,338.7871,356.7271,364.6471,491.3271
692.375,692.375,183,2.25,367.5621,338.8621,356.8021,364.7242,491.4221
692.625,692.625,183,2.5,367.6371,338.9371,356.8971,364.8684,491.4971
692.875,692.875,183,2.75,367.7121,339.0121,356.9721,364.9521,491.5721
693.125,693.125,183,3.0,367.7871,339.0871,357.0613,365.0271,491.6471
694.125,694.125,183,4.0,368.0942,339.3871,357.4071,365.3955,491.9471
695.125,695.125,184,1.0,368.5671,339.6871,357.7671,365.8213,492.2471
696.125,696.125,184,2.0,368.9271,339.9871,358.1671,366.1471,492.5671
696.375,696.375,184,2.25,369.0421,340.0821,358.2621,366.2421,492.6421
696.625,696.625,184,2.5,369.1171,340.1571,358.3371,366.3171,492.7171
696.875,696.875,184,2.75,369.1921,340.2321,358.5005,366.3921,492.8042
697.125,697.125,184,3.0,369.2671,340.3071,358.6071,366.5271,492.8871
698.125,698.125,184,4.0,369.5671,340.6071,358.9071,366.8271,493.1871
698.375,698.375,184,4.25,369.6421,340.7421,358.9821,366.9621,493.3021
698.625,698.625,184,4.5,369.7171,340.8171,359.0571,367.0371,493.3771
698.875,698.875,184,4.75,369.7921,340.9042,359.1321,367.1321,493.4521
699.125,699.125,185,1.0,369.8742,340.9871,359.2071,367.2071,493.5271
703.125,703.125,186,1.0,371.3413,342.2671,360.7155,368.6271,494.9084
703.625,703.625,186,1.5,371.5371,342.4171,360.9171,368.7771,495.0971
704.125,704.125,186,2.0,371.6871,342.5942,361.0671,368.9271,495.2471
704.625,704.625,186,2.5,371.8571,342.7571,361.2171,369.0771,495.3971
705.125,705.125,186,3.0,372.0071,342.9071,361.3671,369.2671,495.5471
705.625,705.625,186,3.5,372.2771,343.0571,361.5913,369.4171,495.6971
706.125,706.125,186,4.0,372.4271,343.2071,361.7671,369.5871,495.8871
706.625,706.625,186,4.5,372.5771,343.3571,361.9171,370.0371,496.0371
706.875,706.875,186,4.75,372.6521,343.4321,361.9921,370.1121,496.1121
707.125,707.125,187,1.0,372.7271,343.5071,362.1097,370.1871,496.1942
707.625,707.625,187,1.5,372.9342,343.6771,362.3371,370.3371,496.3571
708.125,708.125,187,2.0,373.1671,343.8671,362.4871,370.5271,496.5071
708.625,708.625,187,2.5,373.3171,344.0171,362.6571,370.6771,496.6571
709.125,709.125,187,3.0,373.4671,344.1871,362.8071,370.8271,496.8071
709.625,709.625,187,3.5,373.6171,344.3371,362.9571,370.9771,496.9571
710.125,710.125,187,4.0,373.7884,344.4871,363.1142,371.1271,497.1342
710.625,710.625,187,4.5,373.9771,344.7142,363.2942,371.4255,497.2971
710.875,710.875,187,4.75,374.0521,344.7921,363.3721,371.5442,497.3721
711.125,711.125,188,1.0,374.1271,344.8671,363.4613,371.6413,497.4671
711.625,711.625,188,1.5,374.3371,345.0171,363.6771,371.8771,497.6371
712.125,712.125,188,2.0,374.5084,345.1671,363.8555,372.0271,497.7871
712.625,712.625,188,2.5,374.6971,345.3171,364.0571,372.1771,497.9371
713.125,713.125,188,3.0,374.8471,345.4636,364.2071,372.3755,498.0871
713.625,713.625,188,3.5,374.9971,345.5971,364.3571,372.5771,498.2371
714.125,714.125,188,4.0,375.1471,345.7471,364.5071,372.7271,498.3871
714.625,714.625,188,4.5,375.2971,345.8971,364.7171,372.9171,498.5571
715.125,715.125,189,1.0,375.4471,346.0471,364.8671,373.0671,498.7071
715.625,715.625,189,1.5,375.6771,346.1971,365.0542,373.2371,498.8771
716.125,716.125,189,2.0,375.8742,346.3542,365.3271,373.4071,499.0671
716.625,716.625,189,2.5,376.0571,346.5171,365.4771,373.5771,499.2171
717.125,717.125,189,3.0,376.2071,346.6671,365.6271,373.8071,499.3742
717.625,717.625,189,3.5,376.3571,346.8171,365.7771,373.9571,499.5571
718.125,718.125,189,4.0,376.5071,346.9671,365.9271,374.1071,499.7071
718.625,718.625,189,4.5,376.6571,347.1171,366.0771,374.2571,499.8571
718.875,718.875,189,4.75,376.7521,347.2442,366.1521,374.4084,499.9321
719.125,719.125,190,1.0,376.8542,347.3413,366.2342,374.5671,500.0671
720.125,720.125,190,2.0,377.1671,347.6671,366.6013,374.8742,500.3671
721.125,721.125,190,3.0,377.5284,347.9671,366.9342,375.2542,500.6671
722.125,722.125,190,4.0,377.8671,348.2671,367.2471,375.5671,500.9742
723.125,723.125,191,1.0,378.2271,348.5671,367.6142,375.8742,501.2871
723.4583,723.4583,191,1.3333,378.3471,348.7071,367.7671,376.0871,501.3871
723.7917,723.7917,191,1.6667,378.4472,348.8072,367.8672,376.1872,501.5072
724.125,724.125,191,2.0,378.5613,348.9071,367.9671,376.2871,501.6213
724.4583,724.4583,191,2.3333,378.6871,349.0071,368.0871,376.3871,501.7471
724.7917,724.7917,191,2.6667,378.7872,349.1072,368.1872,376.4872,501.8472
725.125,725.125,191,3.0,378.8871,349.2071,368.2871,376.6071,501.9471
725.4583,725.4583,191,3.3333,379.0271,349.3071,368.4271,376.7071,502.0471
725.7917,725.7917,191,3.6667,379.1272,349.4072,368.5472,376.8472,502.1472
726.125,726.125,191,4.0,379.2271,349.5071,368.6471,376.9471,502.2471
726.4583,726.4583,191,4.3333,379.3271,349.6071,368.7471,377.0471,502.3671
726.7917,726.7917,191,4.6667,379.4272,349.7072,368.8472,377.1472,502.4672
727.125,727.125,192,1.0,379.5271,349.8071,368.9742,377.2671,502.5671
728.125,728.125,192,2.0,379.9084,350.1071,369.3484,377.6213,502.8671
729.125,729.125,192,3.0,380.2471,350.4071,369.7142,377.9542,503.1671
730.125,730.125,192,4.0,380.5471,350.7071,370.0271,378.2671,503.4671
731.125,731.125,193,1.0,380.8671,351.0071,370.3671,378.6471,503.8071
731.4583,731.4583,193,1.3333,381.0271,351.1271,370.5071,378.7742,503.9271
731.7917,731.7917,193,1.6667,381.1472,351.2272,370.6272,378.9072,504.0272
732.125,732.125,193,2.0,381.2471,351.3271,370.7271,379.0071,504.1271
732.4583,732.4583,193,2.3333,381.3471,351.4271,370.8271,379.1142,504.2271
732.7917,732.7917,193,2.6667,381.4472,351.5272,370.9472,379.2272,504.3472
733.125,733.125,193,3.0,381.5471,351.6271,371.0471,379.3271,504.4471
733.4583,733.4583,193,3.3333,381.6671,351.7271,371.1871,379.4271,504.5671
733.7917,733.7917,193,3.6667,381.7672,351.8272,371.2872,379.5472,504.6672
734.125,734.125,193,4.0,381.8671,351.9271,371.3871,379.6542,504.7742
734.4583,734.4583,193,4.3333,381.9671,352.0271,371.4871,379.7671,504.8871
734.7917,734.7917,193,4.6667,382.0672,352.1272,371.5872,379.8672,504.9872
735.125,735.125,194,1.0,382.1671,352.2271,371.7471,379.9942,505.0871
736.125,736.125,194,2.0,382.5484,352.5271,372.1284,380.3813,505.4071
737.125,737.125,194,3.0,382.8871,352.8271,372.4671,380.7271,505.7071
738.125,738.125,194,4.0,383.1871,353.1271,372.7671,381.0542,506.0071
739.125,739.125,195,1.0,383.5471,353.4271,373.1271,381.3871,506.3471
739.4583,739.4583,195,1.3333,383.6671,353.5271,373.2671,381.5671,506.5071
739.7917,739.7917,195,1.6667,383.7672,353.6472,373.3672,381.6672,506.6072
740.125,740.125,195,2.0,383.8671,353.7542,373.4671,381.7742,506.7071
740.4583,740.4583,195,2.3333,383.9671,353.8671,373.5671,381.8871,506.8071
740.7917,740.7917,195,2.6667,384.0672,353.9672,373.6672,381.9872,506.9072
741.125,741.125,195,3.0,384.1671,354.0671,373.8271,382.0871,507.0071
741.4583,741.4583,195,3.3333,384.2671,354.1671,373.9271,382.1871,507.1271
741.7917,741.7917,195,3.6667,384.3672,354.2672,374.0272,382.3472,507.2272
742.125,742.125,195,4.0,384.5071,354.3671,374.1271,382.4471,507.3271
742.4583,742.4583,195,4.3333,384.6071,354.4671,374.2671,382.5471,507.4271
742.7917,742.7917,195,4.6667,384.7072,354.5636,374.3672,382.6672,507.5272
743.125,743.125,196,1.0,384.8071,354.6471,374.4671,382.7813,507.6542
744.125,744.125,196,2.0,385.1942,354.9471,374.8271,383.1484,507.9671
745.125,745.125,196,3.0,385.5342,355.2471,375.1871,383.4942,508.2742
746.125,746.125,196,4.0,385.8471,355.5471,375.4871,383.8071,508.5871
747.125,747.125,197,1.0,386.1742,355.8471,375.8271,384.1471,508.9013
747.4583,747.4583,197,1.3333,386.3071,355.9671,375.9271,384.3471,509.0471
747.7917,747.7917,197,1.6667,386.4072,356.0672,376.1072,384.4472,509.1472
748.125,748.125,197,2.0,386.5071,356.1671,376.2142,384.5471,509.2471
748.4583,748.4583,197,2.3333,386.6071,356.2671,376.3271,384.6471,509.3471
748.7917,748.7917,197,2.6667,386.7072,356.3672,376.4272,384.7472,509.4472
749.125,749.125,197,3.0,386.8071,356.4671,376.5271,384.8471,509.5671
749.4583,749.4583,197,3.3333,386.9271,356.5671,376.6471,384.9671,509.6871
749.7917,749.7917,197,3.6667,387.0272,356.6672,376.7472,385.0672,509.7872
750.125,750.125,197,4.0,387.1342,356.7671,376.8671,385.1742,509.8871
750.4583,750.4583,197,4.3333,387.2471,356.8671,376.9671,385.2871,509.9871
750.7917,750.7917,197,4.6667,387.3472,356.9672,377.0672,385.3872,510.0872
751.125,751.125,198,1.0,387.4471,357.0671,377.1871,385.4871,510.1942
752.125,752.125,198,2.0,387.8071,357.3671,377.6013,385.9213,510.5071
753.125,753.125,198,3.0,388.1071,357.6671,377.9342,386.2684,510.8071
754.125,754.125,198,4.0,388.4271,357.9671,378.2471,386.6071,511.1071
755.125,755.125,199,1.0,388.7871,358.2471,378.5942,386.9271,511.4213
755.4583,755.4583,199,1.3333,388.9471,358.3671,378.7471,387.1271,511.5871
755.7917,755.7917,199,1.6667,389.0472,358.4672,378.8472,387.2272,511.6872
756.125,756.125,199,2.0,389.1471,358.5671,378.9471,387.3271,511.7871
756.4583,756.4583,199,2.3333,389.2471,358.6671,379.0471,387.4271,511.8871
756.7917,756.7917,199,2.6667,389.3472,358.7672,379.1472,387.5272,511.9872
757.125,757.125,199,3.0,389.4471,358.8671,379.2471,387.6342,512.0871
757.4583,757.4583,199,3.3333,389.5871,358.9671,379.3826,387.7471,512.2671
757.7917,757.7917,199,3.6667,389.6872,359.0672,379.5472,387.8472,512.3672
758.125,758.125,199,4.0,389.7871,359.1671,379.6542,387.9613,512.4671
758.4583,758.4583,199,4.3333,389.8871,359.2671,379.7671,388.0871,512.5671
758.7917,758.7917,199,4.6667,389.9872,359.3672,379.8672,388.1872,512.6672
759.125,759.125,200,1.0,390.1071,359.4671,380.0452,388.3213,512.7671
759.375,759.375,200,1.25,390.2221,359.5421,380.2621,388.5621,512.8821
759.625,759.625,200,1.5,390.2971,359.6171,380.3371,388.6371,512.9571
759.875,759.875,200,1.75,390.3921,359.6921,380.4121,388.7121,513.0721
760.125,760.125,200,2.0,390.5168,359.7671,380.4871,388.7871,513.1471
760.625,760.625,200,2.5,390.7571,359.9571,380.6371,388.9371,513.2971
761.125,761.125,200,3.0,390.9071,360.1071,380.7871,389.0871,513.4671
761.625,761.625,200,3.5,391.0571,360.2571,380.9371,389.2371,513.6171
762.125,762.125,200,4.0,391.2071,360.4071,381.0871,389.3871,513.7671
762.625,762.625,200,4.5,391.3571,360.5571,381.2371,389.5371,513.9171
763.125,763.125,201,1.0,391.5342,360.7142,381.3871,389.6871,514.0742
763.375,763.375,201,1.25,391.7421,360.8021,381.4621,389.8821,514.1821
763.625,763.625,201,1.5,391.8171,360.8771,381.5371,389.9571,514.2571
763.875,763.875,201,1.75,391.8921,360.9521,381.6121,390.0321,514.3321
764.125,764.125,201,2.0,391.9671,361.0271,381.7013,390.1071,514.4142
764.625,764.625,201,2.5,392.1171,361.1771,381.8771,390.2571,514.6371
765.125,765.125,201,3.0,392.2671,361.3271,382.0271,390.4071,514.7871
765.625,765.625,201,3.5,392.4171,361.4771,382.2371,390.5571,514.9371
766.125,766.125,201,4.0,392.5671,361.6471,382.3871,390.7071,515.0871
766.625,766.625,201,4.5,392.7171,361.7971,382.5371,390.8571,515.2371
767.125,767.125,202,1.0,392.8671,361.9542,382.6942,391.0213,515.3871
767.625,767.625,202,1.5,393.0571,362.1171,382.8571,391.1971,515.5371
768.125,768.125,202,2.0,393.2871,362.2871,383.0871,391.3871,515.6871
768.625,768.625,202,2.5,393.4571,362.4371,383.2371,391.5571,515.8371
769.125,769.125,202,3.0,393.6071,362.5871,383.3871,391.7142,515.9871
769.625,769.625,202,3.5,393.7571,362.7371,383.5371,391.9371,516.1771
770.125,770.125,202,4.0,393.9071,362.8871,383.7471,392.1071,516.3484
