score_qstamp,qstamp,tstamp,measure,beat,instrument,duration_quarter,duration,pitch,velocity
406.625,406.625,233.8571,111,4.5,Violin 1,0.5,0.15,88,1.0
406.625,406.625,233.8571,111,4.5,Violin 2,0.25,0.075,73,0.7087
406.875,406.875,233.9321,111,4.75,Violin 2,0.25,0.075,64,0.7087
406.875,406.875,233.9321,111,4.75,Viola,0.25,0.075,69,1.0
406.875,406.875,233.9321,111,4.75,Violin 2,0.25,0.075,73,0.7087
407.125,407.125,234.0071,112,1.0,Flute 2,3.0,0.9,83,1.0
407.125,407.125,234.0071,112,1.0,A Clarinet 2,3.0,0.9,68,1.0
407.125,407.125,234.0071,112,1.0,Bassoon 2,2.0,0.6,52,1.0
407.125,407.125,234.0071,112,1.0,Flute 1,3.0,0.9,86,1.0
407.125,407.125,234.0071,112,1.0,Viola,2.0,0.6,71,1.0
407.125,407.125,234.0071,112,1.0,D Horn 1,3.0,0.9,64,1.0
407.125,407.125,234.0071,112,1.0,Violin 1,2.0,0.6,88,1.0
407.125,407.125,234.0071,112,1.0,D Trumpet 1,3.0,0.9,76,1.0
407.125,407.125,234.0071,112,1.0,Contrabass,0.5,0.15,40,1.0
407.125,407.125,234.0071,112,1.0,A Clarinet 1,3.0,0.9,74,1.0
407.125,407.125,234.0071,112,1.0,D Trumpet 2,3.0,0.9,76,1.0
407.125,407.125,234.0071,112,1.0,Oboe 1,3.0,0.9,80,1.0
407.125,407.125,234.0071,112,1.0,Oboe 2,3.0,0.9,71,1.0
407.125,407.125,234.0071,112,1.0,Violin 2,2.0,0.6,74,0.7087
407.125,407.125,234.0071,112,1.0,D Horn 2,3.0,0.9,64,1.0
407.125,407.125,234.0071,112,1.0,Violin 2,2.0,0.6,64,0.7087
407.125,407.125,234.0071,112,1.0,Violoncello,0.5,0.15,52,1.0
407.125,407.125,234.0071,112,1.0,Bassoon 1,4.0,1.2,62,1.0
407.625,407.625,234.1571,112,1.5,Violoncello,0.5,0.15,52,1.0
407.625,407.625,234.1571,112,1.5,Contrabass,0.5,0.15,40,1.0
408.125,408.125,234.3071,112,2.0,Violoncello,0.5,0.15,52,1.0
408.125,408.125,234.3071,112,2.0,Contrabass,0.5,0.15,40,1.0
408.625,408.625,234.4571,112,2.5,Contrabass,0.5,0.15,40,1.0
408.625,408.625,234.4571,112,2.5,Violoncello,0.5,0.15,52,1.0
409.125,409.125,234.6071,112,3.0,Violin 2,2.0,0.6,62,1.0
409.125,409.125,234.6071,112,3.0,Violoncello,0.5,0.15,52,1.0
409.125,409.125,234.6071,112,3.0,Violin 1,2.0,0.6,80,1.0
409.125,409.125,234.6071,112,3.0,Bassoon 2,2.0,0.6,52,1.0
409.125,409.125,234.6071,112,3.0,Contrabass,0.5,0.15,40,1.0
409.125,409.125,234.6071,112,3.0,Viola,2.0,0.6,59,1.0
409.625,409.625,234.7571,112,3.5,Violoncello,0.5,0.15,52,1.0
409.625,409.625,234.7571,112,3.5,Contrabass,0.5,0.15,40,1.0
410.125,410.125,234.9071,112,4.0,A Clarinet 2,1.0,0.3,68,1.0
410.125,410.125,234.9071,112,4.0,Flute 2,1.0,0.3,83,1.0
410.125,410.125,234.9071,112,4.0,Oboe 1,1.0,0.3,80,1.0
410.125,410.125,234.9071,112,4.0,D Horn 1,1.0,0.3,64,1.0
410.125,410.125,234.9071,112,4.0,Flute 1,1.0,0.3,86,1.0
410.125,410.125,234.9071,112,4.0,D Trumpet 2,1.0,0.3,76,1.0
410.125,410.125,234.9071,112,4.0,Oboe 2,1.0,0.3,71,1.0
410.125,410.125,234.9071,112,4.0,Violoncello,0.5,0.15,52,1.0
410.125,410.125,234.9071,112,4.0,D Horn 2,1.0,0.3,64,1.0
410.125,410.125,234.9071,112,4.0,Contrabass,0.5,0.15,40,1.0
410.125,410.125,234.9071,112,4.0,D Trumpet 1,1.0,0.3,76,1.0
410.125,410.125,234.9071,112,4.0,A Clarinet 1,1.0,0.3,74,1.0
410.625,410.625,235.0571,112,4.5,Violoncello,0.5,0.15,52,1.0
410.625,410.625,235.0571,112,4.5,Contrabass,0.5,0.15,40,1.0
411.125,411.125,235.2071,113,1.0,Violin 1,1.0,0.3,81,0.7087
411.125,411.125,235.2071,113,1.0,Viola,0.25,0.075,57,1.0
411.125,411.125,235.2071,113,1.0,Flute 2,1.0,0.3,81,1.0
411.125,411.125,235.2071,113,1.0,D Horn 2,4.0,1.2,57,1.0
411.125,411.125,235.2071,113,1.0,Violin 1,1.0,0.3,69,0.7087
411.125,411.125,235.2071,113,1.0,Timpani,1.0,0.3,45,1.0
411.125,411.125,235.2071,113,1.0,Oboe 2,1.0,0.3,73,1.0
411.125,411.125,235.2071,113,1.0,Oboe 1,1.0,0.3,81,1.0
411.125,411.125,235.2071,113,1.0,D Horn 1,4.0,1.2,69,1.0
411.125,411.125,235.2071,113,1.0,D Trumpet 1,1.0,0.3,69,1.0
411.125,411.125,235.2071,113,1.0,Violin 2,1.0,0.3,69,0.7087
411.125,411.125,235.2071,113,1.0,Violoncello,1.0,0.3,45,1.0
411.125,411.125,235.2071,113,1.0,A Clarinet 2,1.0,0.3,69,1.0
411.125,411.125,235.2071,113,1.0,D Trumpet 2,1.0,0.3,69,1.0
411.125,411.125,235.2071,113,1.0,A Clarinet 1,1.0,0.3,73,1.0
411.125,411.125,235.2071,113,1.0,Bassoon 2,1.0,0.3,45,1.0
411.125,411.125,235.2071,113,1.0,Contrabass,1.0,0.3,33,1.0
411.125,411.125,235.2071,113,1.0,Flute 1,1.0,0.3,85,1.0
411.125,411.125,235.2071,113,1.0,Bassoon 1,1.0,0.3,61,1.0
411.125,411.125,235.2071,113,1.0,Violin 2,1.0,0.3,61,0.7087
411.375,411.375,235.2821,113,1.25,Viola,0.25,0.075,57,0.7087
411.375,411.375,235.2821,113,1.25,Viola,0.25,0.075,69,0.7087
411.625,411.625,235.3571,113,1.5,Viola,0.25,0.075,69,0.7087
411.625,411.625,235.3571,113,1.5,Viola,0.25,0.075,57,0.7087
411.875,411.875,235.4321,113,1.75,Viola,0.25,0.075,69,0.7087
411.875,411.875,235.4321,113,1.75,Viola,0.25,0.075,57,0.7087
412.125,412.125,235.5071,113,2.0,Viola,1.0,0.3,57,0.7087
412.125,412.125,235.5071,113,2.0,Violin 2,2.0,0.6,69,1.0
412.125,412.125,235.5071,113,2.0,Viola,1.0,0.3,69,0.7087
413.125,413.125,235.8071,113,3.0,Viola,2.0,0.6,57,0.7087
413.125,413.125,235.8071,113,3.0,Viola,2.0,0.6,69,0.7087
414.125,414.125,236.1071,113,4.0,Violin 2,0.25,0.075,69,1.0
414.375,414.375,236.1821,113,4.25,Violin 2,0.25,0.075,68,1.0
414.625,414.625,236.2571,113,4.5,Violin 2,0.25,0.075,69,1.0
414.875,414.875,236.3321,113,4.75,Violin 2,0.25,0.075,71,1.0
415.125,415.125,236.4071,114,1.0,D Horn 1,4.0,1.2,69,1.0
415.125,415.125,236.4071,114,1.0,Viola,2.0,0.6,69,0.7087
415.125,415.125,236.4071,114,1.0,D Horn 2,4.0,1.2,57,1.0
415.125,415.125,236.4071,114,1.0,Viola,2.0,0.6,57,0.7087
415.125,415.125,236.4071,114,1.0,Violin 2,1.0,0.3,73,1.0
416.125,416.125,236.7071,114,2.0,Violin 2,0.25,0.075,73,1.0
416.375,416.375,236.7821,114,2.25,Violin 2,0.25,0.075,71,1.0
416.625,416.625,236.8571,114,2.5,Violin 2,0.25,0.075,73,1.0
416.875,416.875,236.9321,114,2.75,Violin 2,0.25,0.075,74,1.0
417.125,417.125,237.0071,114,3.0,Viola,2.0,0.6,69,0.7087
417.125,417.125,237.0071,114,3.0,Viola,2.0,0.6,57,0.7087
417.125,417.125,237.0071,114,3.0,Violin 2,1.0,0.3,76,1.0
418.125,418.125,237.3071,114,4.0,Violin 2,0.25,0.075,76,1.0
418.375,418.375,237.3821,114,4.25,Violin 2,0.25,0.075,77,1.0
418.625,418.625,237.4571,114,4.5,Violin 2,0.25,0.075,79,1.0
418.875,418.875,237.5321,114,4.75,Violin 2,0.25,0.075,76,1.0
419.125,419.125,237.6071,115,1.0,D Horn 1,3.0,0.9,62,1.0
419.125,419.125,237.6071,115,1.0,Viola,3.0,0.9,74,0.7087
419.125,419.125,237.6071,115,1.0,Viola,3.0,0.9,62,0.7087
419.125,419.125,237.6071,115,1.0,D Horn 2,3.0,0.9,62,1.0
419.125,419.125,237.6071,115,1.0,Contrabass,3.0,0.9,50,1.0
419.125,419.125,237.6071,115,1.0,Timpani,1.0,0.3,50,1.0
419.125,419.125,237.6071,115,1.0,D Trumpet 2,3.0,0.9,62,1.0
419.125,419.125,237.6071,115,1.0,Violin 1,3.0,0.9,86,1.0
419.125,419.125,237.6071,115,1.0,Violoncello,3.0,0.9,62,1.0
419.125,419.125,237.6071,115,1.0,D Trumpet 1,3.0,0.9,74,1.0
419.125,419.125,237.6071,115,1.0,Flute 1,3.0,0.9,86,1.0
419.125,419.125,237.6071,115,1.0,Oboe 2,3.0,0.9,74,1.0
419.125,419.125,237.6071,115,1.0,Violin 2,0.25,0.075,77,1.0
419.125,419.125,237.6071,115,1.0,Flute 2,3.0,0.9,86,1.0
419.125,419.125,237.6071,115,1.0,Bassoon 1,3.0,0.9,62,1.0
419.125,419.125,237.6071,115,1.0,Bassoon 2,3.0,0.9,62,1.0
419.125,419.125,237.6071,115,1.0,A Clarinet 2,3.0,0.9,74,1.0
419.125,419.125,237.6071,115,1.0,Oboe 1,3.0,0.9,74,1.0
419.125,419.125,237.6071,115,1.0,A Clarinet 1,3.0,0.9,74,1.0
419.375,419.375,237.6821,115,1.25,Violin 2,0.25,0.075,62,0.7087
419.375,419.375,237.6821,115,1.25,Violin 2,0.25,0.075,65,0.7087
419.625,419.625,237.7571,115,1.5,Violin 2,0.25,0.075,62,0.7087
419.625,419.625,237.7571,115,1.5,Violin 2,0.25,0.075,65,0.7087
419.875,419.875,237.8321,115,1.75,Violin 2,0.25,0.075,62,0.7087
419.875,419.875,237.8321,115,1.75,Violin 2,0.25,0.075,65,0.7087
420.125,420.125,237.9071,115,2.0,Violin 2,1.0,0.3,65,0.7087
420.125,420.125,237.9071,115,2.0,Violin 2,1.0,0.3,62,0.7087
421.125,421.125,238.2071,115,3.0,Violin 2,2.0,0.6,62,0.7087
421.125,421.125,238.2071,115,3.0,Violin 2,2.0,0.6,65,0.7087
422.125,422.125,238.5071,115,4.0,Oboe 1,1.0,0.3,74,1.0
422.125,422.125,238.5071,115,4.0,Timpani,1.0,0.3,50,1.0
422.125,422.125,238.5071,115,4.0,Bassoon 2,1.0,0.3,62,1.0
422.125,422.125,238.5071,115,4.0,A Clarinet 2,1.0,0.3,74,1.0
422.125,422.125,238.5071,115,4.0,Contrabass,1.0,0.3,50,1.0
422.125,422.125,238.5071,115,4.0,D Horn 1,1.0,0.3,62,1.0
422.125,422.125,238.5071,115,4.0,Violoncello,1.0,0.3,62,1.0
422.125,422.125,238.5071,115,4.0,Bassoon 1,1.0,0.3,62,1.0
422.125,422.125,238.5071,115,4.0,Flute 2,1.0,0.3,86,1.0
422.125,422.125,238.5071,115,4.0,Flute 1,1.0,0.3,86,1.0
422.125,422.125,238.5071,115,4.0,Violin 1,1.0,0.3,86,1.0
422.125,422.125,238.5071,115,4.0,D Trumpet 2,1.0,0.3,62,1.0
422.125,422.125,238.5071,115,4.0,Viola,1.0,0.3,74,0.7087
422.125,422.125,238.5071,115,4.0,D Trumpet 1,1.0,0.3,74,1.0
422.125,422.125,238.5071,115,4.0,A Clarinet 1,1.0,0.3,74,1.0
422.125,422.125,238.5071,115,4.0,Oboe 2,1.0,0.3,74,1.0
422.125,422.125,238.5071,115,4.0,D Horn 2,1.0,0.3,62,1.0
422.125,422.125,238.5071,115,4.0,Viola,1.0,0.3,62,0.7087
423.125,423.125,238.8071,116,1.0,D Horn 2,1.0,0.3,57,1.0
423.125,423.125,238.8071,116,1.0,Oboe 1,1.0,0.3,69,1.0
423.125,423.125,238.8071,116,1.0,D Trumpet 1,1.0,0.3,69,1.0
423.125,423.125,238.8071,116,1.0,Flute 2,1.0,0.3,81,1.0
423.125,423.125,238.8071,116,1.0,A Clarinet 1,1.0,0.3,69,1.0
423.125,423.125,238.8071,116,1.0,Timpani,1.0,0.3,45,1.0
423.125,423.125,238.8071,116,1.0,Violin 1,1.0,0.3,81,1.0
423.125,423.125,238.8071,116,1.0,Bassoon 1,1.0,0.3,57,1.0
423.125,423.125,238.8071,116,1.0,Viola,1.0,0.3,69,1.0
423.125,423.125,238.8071,116,1.0,Violin 2,2.0,0.6,62,0.7087
423.125,423.125,238.8071,116,1.0,Contrabass,1.0,0.3,45,1.0
423.125,423.125,238.8071,116,1.0,Violin 2,2.0,0.6,65,0.7087
423.125,423.125,238.8071,116,1.0,D Trumpet 2,1.0,0.3,57,1.0
423.125,423.125,238.8071,116,1.0,Bassoon 2,1.0,0.3,57,1.0
423.125,423.125,238.8071,116,1.0,Flute 1,1.0,0.3,81,1.0
423.125,423.125,238.8071,116,1.0,D Horn 1,1.0,0.3,69,1.0
423.125,423.125,238.8071,116,1.0,Violoncello,1.0,0.3,57,1.0
423.125,423.125,238.8071,116,1.0,Oboe 2,1.0,0.3,69,1.0
423.125,423.125,238.8071,116,1.0,A Clarinet 2,1.0,0.3,69,1.0
424.125,424.125,239.1071,116,2.0,A Clarinet 1,1.0,0.3,65,1.0
424.125,424.125,239.1071,116,2.0,D Trumpet 2,1.0,0.3,57,1.0
424.125,424.125,239.1071,116,2.0,D Horn 1,1.0,0.3,69,1.0
424.125,424.125,239.1071,116,2.0,Viola,1.0,0.3,65,1.0
424.125,424.125,239.1071,116,2.0,Violin 1,1.0,0.3,77,1.0
424.125,424.125,239.1071,116,2.0,Oboe 2,1.0,0.3,77,1.0
424.125,424.125,239.1071,116,2.0,Timpani,1.0,0.3,45,1.0
424.125,424.125,239.1071,116,2.0,Violoncello,1.0,0.3,53,1.0
424.125,424.125,239.1071,116,2.0,Contrabass,1.0,0.3,41,1.0
424.125,424.125,239.1071,116,2.0,Flute 1,1.0,0.3,89,1.0
424.125,424.125,239.1071,116,2.0,Bassoon 2,1.0,0.3,53,1.0
424.125,424.125,239.1071,116,2.0,Oboe 1,1.0,0.3,77,1.0
424.125,424.125,239.1071,116,2.0,Flute 2,1.0,0.3,77,1.0
424.125,424.125,239.1071,116,2.0,D Horn 2,1.0,0.3,57,1.0
424.125,424.125,239.1071,116,2.0,D Trumpet 1,1.0,0.3,69,1.0
424.125,424.125,239.1071,116,2.0,A Clarinet 2,1.0,0.3,65,1.0
424.125,424.125,239.1071,116,2.0,Bassoon 1,1.0,0.3,53,1.0
425.125,425.125,239.4071,116,3.0,Oboe 2,1.0,0.3,76,1.0
425.125,425.125,239.4071,116,3.0,D Horn 2,1.0,0.3,57,1.0
425.125,425.125,239.4071,116,3.0,A Clarinet 1,1.0,0.3,64,1.0
425.125,425.125,239.4071,116,3.0,D Horn 1,1.0,0.3,69,1.0
425.125,425.125,239.4071,116,3.0,Bassoon 2,1.0,0.3,52,1.0
425.125,425.125,239.4071,116,3.0,Viola,1.0,0.3,64,1.0
425.125,425.125,239.4071,116,3.0,Flute 1,1.0,0.3,88,1.0
425.125,425.125,239.4071,116,3.0,Bassoon 1,1.0,0.3,52,1.0
425.125,425.125,239.4071,116,3.0,D Trumpet 2,1.0,0.3,57,1.0
425.125,425.125,239.4071,116,3.0,Oboe 1,1.0,0.3,76,1.0
425.125,425.125,239.4071,116,3.0,Contrabass,1.0,0.3,40,1.0
425.125,425.125,239.4071,116,3.0,Flute 2,1.0,0.3,76,1.0
425.125,425.125,239.4071,116,3.0,D Trumpet 1,1.0,0.3,69,1.0
425.125,425.125,239.4071,116,3.0,Violin 1,1.0,0.3,76,1.0
425.125,425.125,239.4071,116,3.0,Timpani,1.0,0.3,45,1.0
425.125,425.125,239.4071,116,3.0,Violin 2,2.0,0.6,62,0.7087
425.125,425.125,239.4071,116,3.0,Violin 2,2.0,0.6,65,0.7087
425.125,425.125,239.4071,116,3.0,A Clarinet 2,1.0,0.3,64,1.0
425.125,425.125,239.4071,116,3.0,Violoncello,1.0,0.3,52,1.0
426.125,426.125,239.7071,116,4.0,Contrabass,1.0,0.3,38,1.0
426.125,426.125,239.7071,116,4.0,Bassoon 2,1.0,0.3,50,1.0
426.125,426.125,239.7071,116,4.0,Bassoon 1,1.0,0.3,50,1.0
426.125,426.125,239.7071,116,4.0,Violin 1,1.0,0.3,74,1.0
426.125,426.125,239.7071,116,4.0,D Horn 2,1.0,0.3,57,1.0
426.125,426.125,239.7071,116,4.0,A Clarinet 2,1.0,0.3,62,1.0
426.125,426.125,239.7071,116,4.0,Oboe 1,1.0,0.3,74,1.0
426.125,426.125,239.7071,116,4.0,Timpani,1.0,0.3,45,1.0
426.125,426.125,239.7071,116,4.0,Oboe 2,1.0,0.3,74,1.0
426.125,426.125,239.7071,116,4.0,Viola,1.0,0.3,62,1.0
426.125,426.125,239.7071,116,4.0,D Trumpet 1,1.0,0.3,69,1.0
426.125,426.125,239.7071,116,4.0,Flute 1,1.0,0.3,86,1.0
426.125,426.125,239.7071,116,4.0,A Clarinet 1,1.0,0.3,62,1.0
426.125,426.125,239.7071,116,4.0,D Horn 1,1.0,0.3,69,1.0
426.125,426.125,239.7071,116,4.0,D Trumpet 2,1.0,0.3,57,1.0
426.125,426.125,239.7071,116,4.0,Flute 2,1.0,0.3,74,1.0
426.125,426.125,239.7071,116,4.0,Violoncello,1.0,0.3,50,1.0
427.125,427.125,240.0071,117,1.0,Violin 2,1.0,0.3,69,0.7087
427.125,427.125,240.0071,117,1.0,Violin 2,1.0,0.3,64,0.7087
427.125,427.125,240.0071,117,1.0,D Horn 2,4.0,1.2,57,1.0
427.125,427.125,240.0071,117,1.0,Bassoon 2,1.0,0.3,45,1.0
427.125,427.125,240.0071,117,1.0,Viola,0.25,0.075,57,1.0
427.125,427.125,240.0071,117,1.0,Oboe 1,1.0,0.3,69,1.0
427.125,427.125,240.0071,117,1.0,Flute 1,1.0,0.3,81,1.0
427.125,427.125,240.0071,117,1.0,Contrabass,1.0,0.3,33,1.0
427.125,427.125,240.0071,117,1.0,Violin 1,1.0,0.3,69,0.7087
427.125,427.125,240.0071,117,1.0,Violin 2,1.0,0.3,61,0.7087
427.125,427.125,240.0071,117,1.0,Violoncello,1.0,0.3,45,1.0
427.125,427.125,240.0071,117,1.0,Oboe 2,1.0,0.3,69,1.0
427.125,427.125,240.0071,117,1.0,D Trumpet 1,1.0,0.3,69,1.0
427.125,427.125,240.0071,117,1.0,D Horn 1,4.0,1.2,69,1.0
427.125,427.125,240.0071,117,1.0,D Trumpet 2,1.0,0.3,57,1.0
427.125,427.125,240.0071,117,1.0,A Clarinet 1,1.0,0.3,57,1.0
427.125,427.125,240.0071,117,1.0,Flute 2,1.0,0.3,69,1.0
427.125,427.125,240.0071,117,1.0,Bassoon 1,1.0,0.3,45,1.0
427.125,427.125,240.0071,117,1.0,A Clarinet 2,1.0,0.3,57,1.0
427.125,427.125,240.0071,117,1.0,Violin 1,1.0,0.3,57,0.7087
427.125,427.125,240.0071,117,1.0,Timpani,1.0,0.3,45,1.0
427.375,427.375,240.0821,117,1.25,Viola,0.25,0.075,57,0.7087
427.375,427.375,240.0821,117,1.25,Viola,0.25,0.075,69,0.7087
427.625,427.625,240.1571,117,1.5,Viola,0.25,0.075,57,0.7087
427.625,427.625,240.1571,117,1.5,Viola,0.25,0.075,69,0.7087
427.875,427.875,240.2321,117,1.75,Viola,0.25,0.075,69,0.7087
427.875,427.875,240.2321,117,1.75,Viola,0.25,0.075,57,0.7087
428.125,428.125,240.3071,117,2.0,Violin 2,2.0,0.6,69,1.0
428.125,428.125,240.3071,117,2.0,Viola,3.0,0.9,69,0.7087
428.125,428.125,240.3071,117,2.0,Viola,3.0,0.9,57,0.7087
430.125,430.125,240.9071,117,4.0,Violin 2,0.25,0.075,69,1.0
430.375,430.375,240.9821,117,4.25,Violin 2,0.25,0.075,68,1.0
430.625,430.625,241.0571,117,4.5,Violin 2,0.25,0.075,69,1.0
430.875,430.875,241.1321,117,4.75,Violin 2,0.25,0.075,71,1.0
431.125,431.125,241.2071,118,1.0,Viola,2.0,0.6,57,0.7087
431.125,431.125,241.2071,118,1.0,Viola,2.0,0.6,69,0.7087
431.125,431.125,241.2071,118,1.0,D Horn 2,4.0,1.2,57,1.0
431.125,431.125,241.2071,118,1.0,Violin 2,1.0,0.3,73,1.0
431.125,431.125,241.2071,118,1.0,D Horn 1,4.0,1.2,69,1.0
432.125,432.125,241.5071,118,2.0,Violin 2,0.25,0.075,73,1.0
432.375,432.375,241.5821,118,2.25,Violin 2,0.25,0.075,71,1.0
432.625,432.625,241.6571,118,2.5,Violin 2,0.25,0.075,73,1.0
432.875,432.875,241.7321,118,2.75,Violin 2,0.25,0.075,74,1.0
433.125,433.125,241.8071,118,3.0,Viola,2.0,0.6,57,0.7087
433.125,433.125,241.8071,118,3.0,Viola,2.0,0.6,69,0.7087
433.125,433.125,241.8071,118,3.0,Violin 2,1.0,0.3,76,1.0
434.125,434.125,242.1071,118,4.0,Violin 2,0.25,0.075,76,1.0
434.375,434.375,242.1821,118,4.25,Violin 2,0.25,0.075,77,1.0
434.625,434.625,242.2571,118,4.5,Violin 2,0.25,0.075,79,1.0
434.875,434.875,242.3321,118,4.75,Violin 2,0.25,0.075,76,1.0
435.125,435.125,242.4071,119,1.0,Violoncello,3.0,0.9,62,1.0
435.125,435.125,242.4071,119,1.0,Violin 1,3.0,0.9,86,1.0
435.125,435.125,242.4071,119,1.0,Flute 2,3.0,0.9,86,1.0
435.125,435.125,242.4071,119,1.0,Viola,3.0,0.9,62,0.7087
435.125,435.125,242.4071,119,1.0,Viola,3.0,0.9,74,0.7087
435.125,435.125,242.4071,119,1.0,Bassoon 2,3.0,0.9,62,1.0
435.125,435.125,242.4071,119,1.0,Violin 2,0.25,0.075,77,1.0
435.125,435.125,242.4071,119,1.0,Oboe 1,3.0,0.9,74,1.0
435.125,435.125,242.4071,119,1.0,Flute 1,3.0,0.9,86,1.0
435.125,435.125,242.4071,119,1.0,A Clarinet 1,3.0,0.9,74,1.0
435.125,435.125,242.4071,119,1.0,Oboe 2,3.0,0.9,74,1.0
435.125,435.125,242.4071,119,1.0,D Horn 2,3.0,0.9,62,1.0
435.125,435.125,242.4071,119,1.0,D Horn 1,3.0,0.9,62,1.0
435.125,435.125,242.4071,119,1.0,Contrabass,3.0,0.9,50,1.0
435.125,435.125,242.4071,119,1.0,D Trumpet 2,3.0,0.9,62,1.0
435.125,435.125,242.4071,119,1.0,Timpani,1.0,0.3,50,1.0
435.125,435.125,242.4071,119,1.0,D Trumpet 1,3.0,0.9,74,1.0
435.125,435.125,242.4071,119,1.0,A Clarinet 2,3.0,0.9,74,1.0
435.125,435.125,242.4071,119,1.0,Bassoon 1,3.0,0.9,62,1.0
435.375,435.375,242.4821,119,1.25,Violin 2,0.25,0.075,65,0.7087
435.375,435.375,242.4821,119,1.25,Violin 2,0.25,0.075,62,0.7087
435.625,435.625,242.5571,119,1.5,Violin 2,0.25,0.075,65,0.7087
435.625,435.625,242.5571,119,1.5,Violin 2,0.25,0.075,62,0.7087
435.875,435.875,242.6321,119,1.75,Violin 2,0.25,0.075,62,0.7087
435.875,435.875,242.6321,119,1.75,Violin 2,0.25,0.075,65,0.7087
436.125,436.125,242.7071,119,2.0,Violin 2,1.0,0.3,62,0.7087
436.125,436.125,242.7071,119,2.0,Violin 2,1.0,0.3,65,0.7087
437.125,437.125,243.0071,119,3.0,Violin 2,2.0,0.6,62,0.7087
437.125,437.125,243.0071,119,3.0,Violin 2,2.0,0.6,65,0.7087
438.125,438.125,243.3071,119,4.0,Violoncello,1.0,0.3,62,1.0
438.125,438.125,243.3071,119,4.0,Timpani,1.0,0.3,50,1.0
438.125,438.125,243.3071,119,4.0,A Clarinet 2,1.0,0.3,74,1.0
438.125,438.125,243.3071,119,4.0,D Horn 2,1.0,0.3,62,1.0
438.125,438.125,243.3071,119,4.0,D Trumpet 1,1.0,0.3,74,1.0
438.125,438.125,243.3071,119,4.0,Bassoon 2,1.0,0.3,62,1.0
438.125,438.125,243.3071,119,4.0,Violin 1,1.0,0.3,86,1.0
438.125,438.125,243.3071,119,4.0,D Horn 1,1.0,0.3,62,1.0
438.125,438.125,243.3071,119,4.0,Flute 1,1.0,0.3,86,1.0
438.125,438.125,243.3071,119,4.0,Oboe 1,1.0,0.3,74,1.0
438.125,438.125,243.3071,119,4.0,Oboe 2,1.0,0.3,74,1.0
438.125,438.125,243.3071,119,4.0,D Trumpet 2,1.0,0.3,62,1.0
438.125,438.125,243.3071,119,4.0,Flute 2,1.0,0.3,86,1.0
438.125,438.125,243.3071,119,4.0,A Clarinet 1,1.0,0.3,74,1.0
438.125,438.125,243.3071,119,4.0,Viola,1.0,0.3,62,0.7087
438.125,438.125,243.3071,119,4.0,Contrabass,1.0,0.3,50,1.0
438.125,438.125,243.3071,119,4.0,Bassoon 1,1.0,0.3,62,1.0
438.125,438.125,243.3071,119,4.0,Viola,1.0,0.3,74,0.7087
439.125,439.125,243.6071,120,1.0,D Horn 1,1.0,0.3,69,1.0
439.125,439.125,243.6071,120,1.0,Bassoon 2,1.0,0.3,57,1.0
439.125,439.125,243.6071,120,1.0,Violin 2,2.0,0.6,65,0.7087
439.125,439.125,243.6071,120,1.0,Violin 2,2.0,0.6,62,0.7087
439.125,439.125,243.6071,120,1.0,Oboe 2,1.0,0.3,69,1.0
439.125,439.125,243.6071,120,1.0,A Clarinet 2,1.0,0.3,69,1.0
439.125,439.125,243.6071,120,1.0,Bassoon 1,1.0,0.3,57,1.0
439.125,439.125,243.6071,120,1.0,Flute 1,1.0,0.3,81,1.0
439.125,439.125,243.6071,120,1.0,Violin 1,1.0,0.3,81,1.0
439.125,439.125,243.6071,120,1.0,Oboe 1,1.0,0.3,69,1.0
439.125,439.125,243.6071,120,1.0,D Horn 2,1.0,0.3,57,1.0
439.125,439.125,243.6071,120,1.0,Contrabass,1.0,0.3,45,1.0
439.125,439.125,243.6071,120,1.0,A Clarinet 1,1.0,0.3,69,1.0
439.125,439.125,243.6071,120,1.0,D Trumpet 1,1.0,0.3,69,1.0
439.125,439.125,243.6071,120,1.0,Violoncello,1.0,0.3,57,1.0
439.125,439.125,243.6071,120,1.0,D Trumpet 2,1.0,0.3,57,1.0
439.125,439.125,243.6071,120,1.0,Flute 2,1.0,0.3,81,1.0
439.125,439.125,243.6071,120,1.0,Timpani,1.0,0.3,45,1.0
439.125,439.125,243.6071,120,1.0,Viola,1.0,0.3,69,1.0
440.125,440.125,243.9071,120,2.0,Viola,1.0,0.3,65,1.0
440.125,440.125,243.9071,120,2.0,D Trumpet 1,1.0,0.3,69,1.0
440.125,440.125,243.9071,120,2.0,Oboe 1,1.0,0.3,77,1.0
440.125,440.125,243.9071,120,2.0,Flute 2,1.0,0.3,77,1.0
440.125,440.125,243.9071,120,2.0,Flute 1,1.0,0.3,89,1.0
440.125,440.125,243.9071,120,2.0,Bassoon 2,1.0,0.3,53,1.0
440.125,440.125,243.9071,120,2.0,D Horn 1,1.0,0.3,69,1.0
440.125,440.125,243.9071,120,2.0,Violin 1,1.0,0.3,77,1.0
440.125,440.125,243.9071,120,2.0,Violoncello,1.0,0.3,53,1.0
440.125,440.125,243.9071,120,2.0,D Horn 2,1.0,0.3,57,1.0
440.125,440.125,243.9071,120,2.0,Bassoon 1,1.0,0.3,53,1.0
440.125,440.125,243.9071,120,2.0,D Trumpet 2,1.0,0.3,57,1.0
440.125,440.125,243.9071,120,2.0,A Clarinet 1,1.0,0.3,65,1.0
440.125,440.125,243.9071,120,2.0,Timpani,1.0,0.3,45,1.0
