score_qstamp,qstamp,tstamp,measure,beat,instrument,duration_quarter,duration,pitch,velocity
1311.125,1699.125,621.6071,338,1.0,Bassoon 2,2.0,0.6,49,1.0
1311.125,1699.125,621.6071,338,1.0,Bassoon 1,2.0,0.6,61,1.0
1313.125,1701.125,622.2071,338,3.0,Flute 2,2.0,0.6,90,1.0
1313.125,1701.125,622.2071,338,3.0,D Horn 2,2.0,0.6,66,1.0
1313.125,1701.125,622.2071,338,3.0,Violin 1,2.0,0.6,90,1.0
1313.125,1701.125,622.2071,338,3.0,Violoncello,2.0,0.6,62,1.0
1313.125,1701.125,622.2071,338,3.0,Contrabass,2.0,0.6,50,1.0
1313.125,1701.125,622.2071,338,3.0,Oboe 2,2.0,0.6,72,1.0
1313.125,1701.125,622.2071,338,3.0,D Horn 1,2.0,0.6,69,1.0
1313.125,1701.125,622.2071,338,3.0,Bassoon 1,2.0,0.6,62,1.0
1313.125,1701.125,622.2071,338,3.0,Oboe 1,2.0,0.6,81,1.0
1313.125,1701.125,622.2071,338,3.0,Timpani,1.0,0.3,45,1.0
1313.125,1701.125,622.2071,338,3.0,Violin 2,2.0,0.6,72,1.0
1313.125,1701.125,622.2071,338,3.0,A Clarinet 1,2.0,0.6,78,1.0
1313.125,1701.125,622.2071,338,3.0,A Clarinet 2,2.0,0.6,66,1.0
1313.125,1701.125,622.2071,338,3.0,Bassoon 2,2.0,0.6,50,1.0
1313.125,1701.125,622.2071,338,3.0,Viola,2.0,0.6,69,1.0
1313.125,1701.125,622.2071,338,3.0,Flute 1,2.0,0.6,93,1.0
1315.125,1703.125,622.8071,339,1.0,D Trumpet 1,4.0,1.2,78,1.0
1315.125,1703.125,622.8071,339,1.0,Contrabass,0.5,0.15,39,1.0
1315.125,1703.125,622.8071,339,1.0,Flute 1,4.0,1.2,93,1.0
1315.125,1703.125,622.8071,339,1.0,Oboe 2,4.0,1.2,71,1.0
1315.125,1703.125,622.8071,339,1.0,Violin 1,2.0,0.6,90,1.0
1315.125,1703.125,622.8071,339,1.0,D Horn 1,4.0,1.2,69,1.0
1315.125,1703.125,622.8071,339,1.0,D Trumpet 2,2.0,0.6,66,1.0
1315.125,1703.125,622.8071,339,1.0,A Clarinet 1,4.0,1.2,78,1.0
1315.125,1703.125,622.8071,339,1.0,Violin 2,0.25,0.075,71,1.0
1315.125,1703.125,622.8071,339,1.0,D Horn 2,4.0,1.2,66,1.0
1315.125,1703.125,622.8071,339,1.0,Flute 2,4.0,1.2,90,1.0
1315.125,1703.125,622.8071,339,1.0,Bassoon 1,4.0,1.2,63,1.0
1315.125,1703.125,622.8071,339,1.0,Viola,0.25,0.075,69,1.0
1315.125,1703.125,622.8071,339,1.0,Bassoon 2,4.0,1.2,51,1.0
1315.125,1703.125,622.8071,339,1.0,Oboe 1,4.0,1.2,81,1.0
1315.125,1703.125,622.8071,339,1.0,Violoncello,0.5,0.15,51,1.0
1315.125,1703.125,622.8071,339,1.0,A Clarinet 2,4.0,1.2,66,1.0
1315.375,1703.375,622.8821,339,1.25,Viola,0.25,0.075,71,1.0
1315.375,1703.375,622.8821,339,1.25,Violin 2,0.25,0.075,81,1.0
1315.625,1703.625,622.9571,339,1.5,Viola,0.25,0.075,71,1.0
1315.625,1703.625,622.9571,339,1.5,Violoncello,0.5,0.15,63,1.0
1315.625,1703.625,622.9571,339,1.5,Violin 2,0.25,0.075,81,1.0
1315.625,1703.625,622.9571,339,1.5,Contrabass,0.5,0.15,51,1.0
1315.875,1703.875,623.0321,339,1.75,Violin 2,0.25,0.075,81,1.0
1315.875,1703.875,623.0321,339,1.75,Viola,0.25,0.075,71,1.0
1316.125,1704.125,623.1071,339,2.0,Contrabass,0.5,0.15,51,1.0
1316.125,1704.125,623.1071,339,2.0,Violin 2,3.0,0.9,81,1.0
1316.125,1704.125,623.1071,339,2.0,Violoncello,0.5,0.15,63,1.0
1316.125,1704.125,623.1071,339,2.0,Viola,3.0,0.9,71,1.0
1316.625,1704.625,623.2571,339,2.5,Violoncello,0.5,0.15,63,1.0
1316.625,1704.625,623.2571,339,2.5,Contrabass,0.5,0.15,51,1.0
1317.125,1705.125,623.4071,339,3.0,Violoncello,0.5,0.15,47,1.0
1317.125,1705.125,623.4071,339,3.0,D Trumpet 2,2.0,0.6,78,1.0
1317.125,1705.125,623.4071,339,3.0,Contrabass,0.5,0.15,35,1.0
1317.125,1705.125,623.4071,339,3.0,Violin 1,2.0,0.6,90,1.0
1317.625,1705.625,623.5571,339,3.5,Contrabass,0.5,0.15,47,1.0
1317.625,1705.625,623.5571,339,3.5,Violoncello,0.5,0.15,59,1.0
1318.125,1706.125,623.7071,339,4.0,Violoncello,0.5,0.15,59,1.0
1318.125,1706.125,623.7071,339,4.0,Contrabass,0.5,0.15,47,1.0
1318.625,1706.625,623.8571,339,4.5,Contrabass,0.5,0.15,47,1.0
1318.625,1706.625,623.8571,339,4.5,Violoncello,0.5,0.15,59,1.0
1319.125,1707.125,624.0071,340,1.0,A Clarinet 1,2.0,0.6,78,1.0
1319.125,1707.125,624.0071,340,1.0,Bassoon 1,2.0,0.6,64,1.0
1319.125,1707.125,624.0071,340,1.0,D Horn 1,4.0,1.2,67,1.0
1319.125,1707.125,624.0071,340,1.0,Violoncello,0.5,0.15,52,1.0
1319.125,1707.125,624.0071,340,1.0,D Horn 2,2.0,0.6,66,1.0
1319.125,1707.125,624.0071,340,1.0,Viola,2.0,0.6,71,1.0
1319.125,1707.125,624.0071,340,1.0,Violin 1,2.0,0.6,90,1.0
1319.125,1707.125,624.0071,340,1.0,Contrabass,0.5,0.15,40,1.0
1319.125,1707.125,624.0071,340,1.0,Flute 1,2.0,0.6,91,1.0
1319.125,1707.125,624.0071,340,1.0,A Clarinet 2,2.0,0.6,71,1.0
1319.125,1707.125,624.0071,340,1.0,D Trumpet 1,4.0,1.2,79,1.0
1319.125,1707.125,624.0071,340,1.0,Flute 2,2.0,0.6,90,1.0
1319.125,1707.125,624.0071,340,1.0,Violin 2,2.0,0.6,79,1.0
1319.125,1707.125,624.0071,340,1.0,Oboe 2,2.0,0.6,71,1.0
1319.125,1707.125,624.0071,340,1.0,Oboe 1,2.0,0.6,79,1.0
1319.125,1707.125,624.0071,340,1.0,D Trumpet 2,2.0,0.6,78,1.0
1319.125,1707.125,624.0071,340,1.0,Bassoon 2,2.0,0.6,52,1.0
1319.625,1707.625,624.1571,340,1.5,Contrabass,0.5,0.15,52,1.0
1319.625,1707.625,624.1571,340,1.5,Violoncello,0.5,0.15,64,1.0
1320.125,1708.125,624.3071,340,2.0,Contrabass,0.5,0.15,52,1.0
1320.125,1708.125,624.3071,340,2.0,Violoncello,0.5,0.15,64,1.0
1320.625,1708.625,624.4571,340,2.5,Contrabass,0.5,0.15,52,1.0
1320.625,1708.625,624.4571,340,2.5,Violoncello,0.5,0.15,64,1.0
1321.125,1709.125,624.6071,340,3.0,Oboe 2,2.0,0.6,79,1.0
1321.125,1709.125,624.6071,340,3.0,Contrabass,0.5,0.15,37,1.0
1321.125,1709.125,624.6071,340,3.0,Bassoon 1,2.0,0.6,61,1.0
1321.125,1709.125,624.6071,340,3.0,D Horn 2,2.0,0.6,64,1.0
1321.125,1709.125,624.6071,340,3.0,Violoncello,0.5,0.15,49,1.0
1321.125,1709.125,624.6071,340,3.0,Flute 1,2.0,0.6,91,1.0
1321.125,1709.125,624.6071,340,3.0,A Clarinet 2,2.0,0.6,76,1.0
1321.125,1709.125,624.6071,340,3.0,Flute 2,2.0,0.6,88,1.0
1321.125,1709.125,624.6071,340,3.0,Violin 2,2.0,0.6,79,1.0
1321.125,1709.125,624.6071,340,3.0,Viola,2.0,0.6,64,1.0
1321.125,1709.125,624.6071,340,3.0,Bassoon 2,2.0,0.6,49,1.0
1321.125,1709.125,624.6071,340,3.0,A Clarinet 1,2.0,0.6,76,1.0
1321.125,1709.125,624.6071,340,3.0,D Trumpet 2,2.0,0.6,76,1.0
1321.125,1709.125,624.6071,340,3.0,Timpani,1.0,0.3,45,1.0
1321.125,1709.125,624.6071,340,3.0,Violin 1,2.0,0.6,88,1.0
1321.125,1709.125,624.6071,340,3.0,Oboe 1,2.0,0.6,81,1.0
1321.625,1709.625,624.7571,340,3.5,Violoncello,0.5,0.15,61,1.0
1321.625,1709.625,624.7571,340,3.5,Contrabass,0.5,0.15,49,1.0
1322.125,1710.125,624.9071,340,4.0,Violoncello,0.5,0.15,61,1.0
1322.125,1710.125,624.9071,340,4.0,Contrabass,0.5,0.15,49,1.0
1322.625,1710.625,625.0571,340,4.5,Violoncello,0.5,0.15,61,1.0
1322.625,1710.625,625.0571,340,4.5,Contrabass,0.5,0.15,49,1.0
1323.125,1711.125,625.2071,341,1.0,D Horn 2,2.0,0.6,64,1.0
1323.125,1711.125,625.2071,341,1.0,Viola,2.0,0.6,69,1.0
1323.125,1711.125,625.2071,341,1.0,Oboe 1,2.0,0.6,81,1.0
1323.125,1711.125,625.2071,341,1.0,A Clarinet 1,4.0,1.2,78,1.0
1323.125,1711.125,625.2071,341,1.0,Flute 1,2.0,0.6,90,1.0
1323.125,1711.125,625.2071,341,1.0,Flute 2,2.0,0.6,88,1.0
1323.125,1711.125,625.2071,341,1.0,Violin 2,2.0,0.6,78,1.0
1323.125,1711.125,625.2071,341,1.0,Oboe 2,2.0,0.6,78,1.0
1323.125,1711.125,625.2071,341,1.0,A Clarinet 2,2.0,0.6,76,1.0
1323.125,1711.125,625.2071,341,1.0,Bassoon 1,2.0,0.6,62,1.0
1323.125,1711.125,625.2071,341,1.0,Timpani,1.0,0.3,50,1.0
1323.125,1711.125,625.2071,341,1.0,D Horn 1,4.0,1.2,66,1.0
1323.125,1711.125,625.2071,341,1.0,Bassoon 2,2.0,0.6,50,1.0
1323.125,1711.125,625.2071,341,1.0,Violoncello,0.5,0.15,50,1.0
1323.125,1711.125,625.2071,341,1.0,Contrabass,0.5,0.15,38,1.0
1323.125,1711.125,625.2071,341,1.0,Violin 1,2.0,0.6,88,1.0
1323.125,1711.125,625.2071,341,1.0,D Trumpet 2,2.0,0.6,76,1.0
1323.125,1711.125,625.2071,341,1.0,D Trumpet 1,4.0,1.2,78,1.0
1323.625,1711.625,625.3571,341,1.5,Contrabass,0.5,0.15,50,1.0
1323.625,1711.625,625.3571,341,1.5,Violoncello,0.5,0.15,62,1.0
1324.125,1712.125,625.5071,341,2.0,Contrabass,0.5,0.15,50,1.0
1324.125,1712.125,625.5071,341,2.0,Violoncello,0.5,0.15,62,1.0
1324.625,1712.625,625.6571,341,2.5,Violoncello,0.5,0.15,62,1.0
1324.625,1712.625,625.6571,341,2.5,Contrabass,0.5,0.15,50,1.0
1325.125,1713.125,625.8071,341,3.0,D Horn 2,2.0,0.6,62,1.0
1325.125,1713.125,625.8071,341,3.0,Bassoon 2,2.0,0.6,47,1.0
1325.125,1713.125,625.8071,341,3.0,Oboe 2,2.0,0.6,78,1.0
1325.125,1713.125,625.8071,341,3.0,A Clarinet 2,2.0,0.6,74,1.0
1325.125,1713.125,625.8071,341,3.0,Viola,2.0,0.6,71,1.0
1325.125,1713.125,625.8071,341,3.0,Violoncello,0.5,0.15,47,1.0
1325.125,1713.125,625.8071,341,3.0,Oboe 1,2.0,0.6,83,1.0
1325.125,1713.125,625.8071,341,3.0,Flute 2,2.0,0.6,86,1.0
1325.125,1713.125,625.8071,341,3.0,Violin 2,2.0,0.6,78,1.0
1325.125,1713.125,625.8071,341,3.0,Contrabass,0.5,0.15,35,1.0
1325.125,1713.125,625.8071,341,3.0,Bassoon 1,2.0,0.6,59,1.0
1325.125,1713.125,625.8071,341,3.0,Violin 1,2.0,0.6,86,1.0
1325.125,1713.125,625.8071,341,3.0,Flute 1,2.0,0.6,90,1.0
1325.125,1713.125,625.8071,341,3.0,D Trumpet 2,2.0,0.6,74,1.0
1325.125,1713.125,625.8071,341,3.0,Timpani,1.0,0.3,50,1.0
1325.625,1713.625,625.9571,341,3.5,Violoncello,0.5,0.15,59,1.0
1325.625,1713.625,625.9571,341,3.5,Contrabass,0.5,0.15,47,1.0
1326.125,1714.125,626.1071,341,4.0,Contrabass,0.5,0.15,47,1.0
1326.125,1714.125,626.1071,341,4.0,Violoncello,0.5,0.15,59,1.0
1326.625,1714.625,626.2571,341,4.5,Violoncello,0.5,0.15,59,1.0
1326.625,1714.625,626.2571,341,4.5,Contrabass,0.5,0.15,47,1.0
1327.125,1715.125,626.4071,342,1.0,D Trumpet 1,4.0,1.2,76,1.0
1327.125,1715.125,626.4071,342,1.0,Timpani,2.0,0.6,50,1.0
1327.125,1715.125,626.4071,342,1.0,Bassoon 1,4.0,1.2,55,1.0
1327.125,1715.125,626.4071,342,1.0,Viola,0.25,0.075,59,1.0
1327.125,1715.125,626.4071,342,1.0,D Horn 2,4.0,1.2,62,1.0
1327.125,1715.125,626.4071,342,1.0,Violin 1,2.0,0.6,86,1.0
1327.125,1715.125,626.4071,342,1.0,Flute 1,4.0,1.2,88,1.0
1327.125,1715.125,626.4071,342,1.0,A Clarinet 2,4.0,1.2,74,1.0
1327.125,1715.125,626.4071,342,1.0,Flute 2,4.0,1.2,86,1.0
1327.125,1715.125,626.4071,342,1.0,Oboe 2,4.0,1.2,76,1.0
1327.125,1715.125,626.4071,342,1.0,Contrabass,0.5,0.15,31,1.0
1327.125,1715.125,626.4071,342,1.0,Oboe 1,4.0,1.2,83,1.0
1327.125,1715.125,626.4071,342,1.0,A Clarinet 1,4.0,1.2,76,1.0
1327.125,1715.125,626.4071,342,1.0,Bassoon 2,4.0,1.2,43,1.0
1327.125,1715.125,626.4071,342,1.0,Violin 2,2.0,0.6,76,1.0
1327.125,1715.125,626.4071,342,1.0,D Trumpet 2,4.0,1.2,74,1.0
1327.125,1715.125,626.4071,342,1.0,Violoncello,0.5,0.15,43,1.0
1327.125,1715.125,626.4071,342,1.0,D Horn 1,4.0,1.2,64,1.0
1327.375,1715.375,626.4821,342,1.25,Viola,0.25,0.075,71,1.0
1327.625,1715.625,626.5571,342,1.5,Viola,0.25,0.075,71,1.0
1327.625,1715.625,626.5571,342,1.5,Violoncello,0.5,0.15,55,1.0
1327.625,1715.625,626.5571,342,1.5,Contrabass,0.5,0.15,43,1.0
1327.875,1715.875,626.6321,342,1.75,Viola,0.25,0.075,71,1.0
1328.125,1716.125,626.7071,342,2.0,Contrabass,0.5,0.15,43,1.0
1328.125,1716.125,626.7071,342,2.0,Viola,3.0,0.9,71,1.0
1328.125,1716.125,626.7071,342,2.0,Violoncello,0.5,0.15,55,1.0
1328.625,1716.625,626.8571,342,2.5,Violoncello,0.5,0.15,55,1.0
1328.625,1716.625,626.8571,342,2.5,Contrabass,0.5,0.15,43,1.0
1329.125,1717.125,627.0071,342,3.0,Violoncello,0.5,0.15,55,1.0
1329.125,1717.125,627.0071,342,3.0,Violin 2,2.0,0.6,76,1.0
1329.125,1717.125,627.0071,342,3.0,Contrabass,0.5,0.15,43,1.0
1329.125,1717.125,627.0071,342,3.0,Violin 1,2.0,0.6,86,1.0
1329.125,1717.125,627.0071,342,3.0,Timpani,2.0,0.6,50,1.0
1329.625,1717.625,627.1571,342,3.5,Contrabass,0.5,0.15,43,1.0
1329.625,1717.625,627.1571,342,3.5,Violoncello,0.5,0.15,55,1.0
1330.125,1718.125,627.3071,342,4.0,Violoncello,0.5,0.15,55,1.0
1330.125,1718.125,627.3071,342,4.0,Contrabass,0.5,0.15,43,1.0
1330.625,1718.625,627.4571,342,4.5,Contrabass,0.5,0.15,43,1.0
1330.625,1718.625,627.4571,342,4.5,Violoncello,0.5,0.15,55,1.0
1331.125,1719.125,627.6071,343,1.0,Contrabass,0.5,0.15,33,1.0
1331.125,1719.125,627.6071,343,1.0,Viola,0.25,0.075,55,1.0
1331.125,1719.125,627.6071,343,1.0,Oboe 2,4.0,1.2,76,1.0
1331.125,1719.125,627.6071,343,1.0,Bassoon 1,4.0,1.2,57,1.0
1331.125,1719.125,627.6071,343,1.0,D Trumpet 1,4.0,1.2,76,1.0
1331.125,1719.125,627.6071,343,1.0,Oboe 1,4.0,1.2,79,1.0
1331.125,1719.125,627.6071,343,1.0,D Horn 1,4.0,1.2,64,1.0
1331.125,1719.125,627.6071,343,1.0,A Clarinet 2,2.0,0.6,73,1.0
1331.125,1719.125,627.6071,343,1.0,Violin 2,2.0,0.6,76,1.0
1331.125,1719.125,627.6071,343,1.0,Violoncello,0.5,0.15,45,1.0
1331.125,1719.125,627.6071,343,1.0,Flute 1,4.0,1.2,88,1.0
1331.125,1719.125,627.6071,343,1.0,Timpani,2.0,0.6,45,1.0
1331.125,1719.125,627.6071,343,1.0,A Clarinet 1,2.0,0.6,76,1.0
1331.125,1719.125,627.6071,343,1.0,D Horn 2,4.0,1.2,57,1.0
1331.125,1719.125,627.6071,343,1.0,Flute 2,4.0,1.2,85,1.0
1331.125,1719.125,627.6071,343,1.0,Bassoon 2,4.0,1.2,45,1.0
1331.125,1719.125,627.6071,343,1.0,D Trumpet 2,4.0,1.2,69,1.0
1331.125,1719.125,627.6071,343,1.0,Violin 1,2.0,0.6,85,1.0
1331.375,1719.375,627.6821,343,1.25,Viola,0.25,0.075,67,1.0
1331.625,1719.625,627.7571,343,1.5,Contrabass,0.5,0.15,45,1.0
1331.625,1719.625,627.7571,343,1.5,Viola,0.25,0.075,67,1.0
1331.625,1719.625,627.7571,343,1.5,Violoncello,0.5,0.15,57,1.0
1331.875,1719.875,627.8321,343,1.75,Viola,0.25,0.075,67,1.0
1332.125,1720.125,627.9071,343,2.0,Viola,1.0,0.3,67,1.0
1332.125,1720.125,627.9071,343,2.0,Violoncello,0.5,0.15,57,1.0
1332.125,1720.125,627.9071,343,2.0,Contrabass,0.5,0.15,45,1.0
1332.625,1720.625,628.0571,343,2.5,Contrabass,0.5,0.15,45,1.0
1332.625,1720.625,628.0571,343,2.5,Violoncello,0.5,0.15,57,1.0
1333.125,1721.125,628.2071,343,3.0,Violin 1,2.0,0.6,85,1.0
1333.125,1721.125,628.2071,343,3.0,Violoncello,0.5,0.15,45,1.0
1333.125,1721.125,628.2071,343,3.0,A Clarinet 2,2.0,0.6,67,1.0
1333.125,1721.125,628.2071,343,3.0,Timpani,2.0,0.6,45,1.0
1333.125,1721.125,628.2071,343,3.0,Violin 2,2.0,0.6,76,1.0
1333.125,1721.125,628.2071,343,3.0,A Clarinet 1,2.0,0.6,73,1.0
1333.125,1721.125,628.2071,343,3.0,Contrabass,0.5,0.15,33,1.0
1333.125,1721.125,628.2071,343,3.0,Viola,0.25,0.075,55,1.0
1333.375,1721.375,628.2821,343,3.25,Viola,0.25,0.075,67,1.0
1333.625,1721.625,628.3571,343,3.5,Contrabass,0.5,0.15,45,1.0
1333.625,1721.625,628.3571,343,3.5,Viola,0.25,0.075,67,1.0
1333.625,1721.625,628.3571,343,3.5,Violoncello,0.5,0.15,57,1.0
1333.875,1721.875,628.4321,343,3.75,Viola,0.25,0.075,67,1.0
1334.125,1722.125,628.5071,343,4.0,Contrabass,0.5,0.15,45,1.0
1334.125,1722.125,628.5071,343,4.0,Violoncello,0.5,0.15,57,1.0
1334.125,1722.125,628.5071,343,4.0,Viola,1.0,0.3,67,1.0
1334.625,1722.625,628.6571,343,4.5,Contrabass,0.5,0.15,45,1.0
1334.625,1722.625,628.6571,343,4.5,Violoncello,0.5,0.15,57,1.0
1335.125,1723.125,628.8071,344,1.0,Flute 2,1.0,0.3,86,1.0
1335.125,1723.125,628.8071,344,1.0,A Clarinet 1,1.0,0.3,74,1.0
1335.125,1723.125,628.8071,344,1.0,D Trumpet 2,1.0,0.3,62,1.0
1335.125,1723.125,628.8071,344,1.0,D Trumpet 1,1.0,0.3,74,1.0
1335.125,1723.125,628.8071,344,1.0,Violin 2,3.0,0.9,62,1.0
1335.125,1723.125,628.8071,344,1.0,Violin 1,3.0,0.9,62,1.0
1335.125,1723.125,628.8071,344,1.0,D Horn 1,1.0,0.3,62,1.0
1335.125,1723.125,628.8071,344,1.0,Timpani,1.0,0.3,50,1.0
1335.125,1723.125,628.8071,344,1.0,Oboe 1,1.0,0.3,78,1.0
1335.125,1723.125,628.8071,344,1.0,Oboe 2,1.0,0.3,74,1.0
1335.125,1723.125,628.8071,344,1.0,Contrabass,0.5,0.15,38,1.0
1335.125,1723.125,628.8071,344,1.0,D Horn 2,1.0,0.3,50,1.0
1335.125,1723.125,628.8071,344,1.0,Flute 1,1.0,0.3,86,1.0
1335.125,1723.125,628.8071,344,1.0,Bassoon 2,1.0,0.3,50,1.0
1335.125,1723.125,628.8071,344,1.0,A Clarinet 2,1.0,0.3,66,1.0
1335.125,1723.125,628.8071,344,1.0,Viola,0.5,0.15,62,1.0
1335.125,1723.125,628.8071,344,1.0,Bassoon 1,1.0,0.3,50,1.0
1335.125,1723.125,628.8071,344,1.0,Violoncello,0.5,0.15,50,1.0
1335.625,1723.625,628.9571,344,1.5,Violoncello,0.5,0.15,62,1.0
1335.625,1723.625,628.9571,344,1.5,Viola,0.5,0.15,74,1.0
1335.625,1723.625,628.9571,344,1.5,Contrabass,0.5,0.15,50,1.0
1336.125,1724.125,629.1071,344,2.0,Violoncello,0.5,0.15,61,1.0
1336.125,1724.125,629.1071,344,2.0,Contrabass,0.5,0.15,49,1.0
1336.125,1724.125,629.1071,344,2.0,Viola,0.5,0.15,73,1.0
1336.625,1724.625,629.2571,344,2.5,Contrabass,0.5,0.15,47,1.0
1336.625,1724.625,629.2571,344,2.5,Violoncello,0.5,0.15,59,1.0
1336.625,1724.625,629.2571,344,2.5,Viola,0.5,0.15,71,1.0
1337.125,1725.125,629.4071,344,3.0,Contrabass,0.5,0.15,45,1.0
1337.125,1725.125,629.4071,344,3.0,Viola,0.5,0.15,69,1.0
1337.125,1725.125,629.4071,344,3.0,Violoncello,0.5,0.15,57,1.0
1337.625,1725.625,629.5571,344,3.5,Contrabass,0.5,0.15,47,1.0
1337.625,1725.625,629.5571,344,3.5,Viola,0.5,0.15,71,1.0
1337.625,1725.625,629.5571,344,3.5,Violoncello,0.5,0.15,59,1.0
1338.125,1726.125,629.7071,344,4.0,Violin 1,1.0,0.3,74,1.0
1338.125,1726.125,629.7071,344,4.0,Violoncello,0.5,0.15,57,1.0
1338.125,1726.125,629.7071,344,4.0,Viola,0.5,0.15,69,1.0
1338.125,1726.125,629.7071,344,4.0,Violin 2,1.0,0.3,74,1.0
1338.125,1726.125,629.7071,344,4.0,Contrabass,0.5,0.15,45,1.0
1338.625,1726.625,629.8571,344,4.5,Violoncello,0.5,0.15,55,1.0
1338.625,1726.625,629.8571,344,4.5,Contrabass,0.5,0.15,43,1.0
1338.625,1726.625,629.8571,344,4.5,Viola,0.5,0.15,67,1.0
1339.125,1727.125,630.0071,345,1.0,Violin 1,1.0,0.3,62,1.0
1339.125,1727.125,630.0071,345,1.0,Violin 2,1.0,0.3,62,1.0
1339.125,1727.125,630.0071,345,1.0,Viola,0.5,0.15,66,1.0
1339.125,1727.125,630.0071,345,1.0,Contrabass,0.5,0.15,42,1.0
1339.125,1727.125,630.0071,345,1.0,Violoncello,0.5,0.15,54,1.0
1339.625,1727.625,630.1571,345,1.5,Contrabass,0.5,0.15,47,1.0
1339.625,1727.625,630.1571,345,1.5,Viola,0.5,0.15,71,1.0
1339.625,1727.625,630.1571,345,1.5,Violoncello,0.5,0.15,59,1.0
1340.125,1728.125,630.3071,345,2.0,Violoncello,0.5,0.15,57,1.0
1340.125,1728.125,630.3071,345,2.0,Viola,0.5,0.15,69,1.0
1340.125,1728.125,630.3071,345,2.0,Contrabass,0.5,0.15,45,1.0
1340.125,1728.125,630.3071,345,2.0,Violin 2,1.0,0.3,78,1.0
1340.125,1728.125,630.3071,345,2.0,Violin 1,1.0,0.3,78,1.0
1340.625,1728.625,630.4571,345,2.5,Contrabass,0.5,0.15,43,1.0
1340.625,1728.625,630.4571,345,2.5,Viola,0.5,0.15,67,1.0
1340.625,1728.625,630.4571,345,2.5,Violoncello,0.5,0.15,55,1.0
1341.125,1729.125,630.6071,345,3.0,Violoncello,0.5,0.15,54,1.0
1341.125,1729.125,630.6071,345,3.0,Viola,0.5,0.15,66,1.0
1341.125,1729.125,630.6071,345,3.0,Contrabass,0.5,0.15,42,1.0
1341.125,1729.125,630.6071,345,3.0,Violin 2,1.0,0.3,62,1.0
1341.125,1729.125,630.6071,345,3.0,Violin 1,1.0,0.3,62,1.0
1341.625,1729.625,630.7571,345,3.5,Viola,0.5,0.15,67,1.0
1341.625,1729.625,630.7571,345,3.5,Contrabass,0.5,0.15,43,1.0
1341.625,1729.625,630.7571,345,3.5,Violoncello,0.5,0.15,55,1.0
1342.125,1730.125,630.9071,345,4.0,Violin 1,1.0,0.3,81,1.0
1342.125,1730.125,630.9071,345,4.0,Contrabass,0.5,0.15,42,1.0
1342.125,1730.125,630.9071,345,4.0,Violin 2,1.0,0.3,81,1.0
1342.125,1730.125,630.9071,345,4.0,Viola,0.5,0.15,66,1.0
1342.125,1730.125,630.9071,345,4.0,Violoncello,0.5,0.15,54,1.0
1342.625,1730.625,631.0571,345,4.5,Violoncello,0.5,0.15,52,1.0
1342.625,1730.625,631.0571,345,4.5,Viola,0.5,0.15,64,1.0
1342.625,1730.625,631.0571,345,4.5,Contrabass,0.5,0.15,40,1.0
1343.125,1731.125,631.2071,346,1.0,Oboe 2,4.0,1.2,74,1.0
1343.125,1731.125,631.2071,346,1.0,Viola,0.5,0.15,62,1.0
1343.125,1731.125,631.2071,346,1.0,Violin 2,1.0,0.3,62,1.0
1343.125,1731.125,631.2071,346,1.0,Violin 1,1.0,0.3,62,1.0
1343.125,1731.125,631.2071,346,1.0,Violoncello,0.5,0.15,50,1.0
1343.125,1731.125,631.2071,346,1.0,Oboe 1,4.0,1.2,78,1.0
1343.125,1731.125,631.2071,346,1.0,Contrabass,0.5,0.15,38,1.0
1343.625,1731.625,631.3571,346,1.5,Contrabass,0.5,0.15,35,1.0
1343.625,1731.625,631.3571,346,1.5,Viola,0.5,0.15,59,1.0
1343.625,1731.625,631.3571,346,1.5,Violoncello,0.5,0.15,47,1.0
1344.125,1732.125,631.5071,346,2.0,Violoncello,0.5,0.15,45,1.0
1344.125,1732.125,631.5071,346,2.0,Contrabass,0.5,0.15,33,1.0
1344.125,1732.125,631.5071,346,2.0,Violin 1,1.0,0.3,86,1.0
1344.125,1732.125,631.5071,346,2.0,Violin 2,1.0,0.3,74,1.0
1344.125,1732.125,631.5071,346,2.0,Viola,0.5,0.15,57,1.0
1344.625,1732.625,631.6571,346,2.5,Contrabass,0.5,0.15,31,1.0
1344.625,1732.625,631.6571,346,2.5,Violoncello,0.5,0.15,43,1.0
1344.625,1732.625,631.6571,346,2.5,Viola,0.5,0.15,55,1.0
1345.125,1733.125,631.8071,346,3.0,D Trumpet 1,1.0,0.3,74,1.0
1345.125,1733.125,631.8071,346,3.0,D Horn 1,2.0,0.6,66,1.0
1345.125,1733.125,631.8071,346,3.0,Violin 2,2.0,0.6,74,0.7087
1345.125,1733.125,631.8071,346,3.0,Violin 1,0.5,0.15,90,1.0
1345.125,1733.125,631.8071,346,3.0,Timpani,1.0,0.3,50,1.0
1345.125,1733.125,631.8071,346,3.0,D Horn 2,2.0,0.6,62,1.0
1345.125,1733.125,631.8071,346,3.0,Violin 2,2.0,0.6,78,0.7087
1345.125,1733.125,631.8071,346,3.0,D Trumpet 2,1.0,0.3,62,1.0
1345.125,1733.125,631.8071,346,3.0,Viola,0.5,0.15,54,1.0
1345.125,1733.125,631.8071,346,3.0,Contrabass,0.5,0.15,30,1.0
1345.125,1733.125,631.8071,346,3.0,Violoncello,0.5,0.15,42,1.0
1345.625,1733.625,631.9571,346,3.5,Contrabass,0.5,0.15,33,1.0
1345.625,1733.625,631.9571,346,3.5,Viola,0.5,0.15,57,1.0
