qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,3.0,0.0,a,A,6,Ch
3.0,2,3.0,0.6667,a,T,7,Ch
18.0,7,3.0,0.6667,a,S,5,Ch
19.0,8,1.0,0.0,b,Trv 1,0,Fl
20.0,8,2.0,0.3333,a,A,6,Ch
22.0,9,1.0,0.0,b,Trv 2,1,Fl
25.25,10,1.25,0.0833,b,Trv 1,0,Fl
28.25,11,1.25,0.0833,b,Trv 2,1,Fl
34.0,13,1.0,0.0,b,Trv 1,0,Fl
37.0,14,1.0,0.0,b,Trv 2,1,Fl
40.0,15,1.0,0.0,b,Trv 1,0,Fl
42.0,15,3.0,0.6667,a,A,6,Ch
45.0,16,3.0,0.6667,a,T,7,Ch
48.0,17,3.0,0.6667,a,B,8,Ch
52.25,19,1.25,0.0833,b,Trv 2,1,Fl
55.25,20,1.25,0.0833,b,Trv 1,0,Fl
61.25,22,1.25,0.0833,b,Trv 2,1,Fl
64.25,23,1.25,0.0833,b,Trv 1,0,Fl
67.25,24,1.25,0.0833,b,Trv 2,1,Fl
73.25,26,1.25,0.0833,b,Trv 1,0,Fl
76.0,27,1.0,0.0,b,Trv 2,1,Fl
81.0,28,3.0,0.6667,a,B,8,Ch
84.0,29,3.0,0.6667,a,T,7,Ch
87.0,30,3.0,0.6667,a,A,6,Ch
90.0,31,3.0,0.6667,a,S,5,Ch
94.25,33,1.25,0.0833,b,Trv 1,0,Fl
100.0,35,1.0,0.0,b,Trv 2,1,Fl
103.25,36,1.25,0.0833,b,Trv 1,0,Fl
104.0,36,2.0,0.3333,a,S,5,Ch
106.25,37,1.25,0.0833,b,Trv 2,1,Fl
109.25,38,1.25,0.0833,b,Trv 1,0,Fl
116.0,40,2.0,0.3333,a,B,8,Ch
116.25,40,2.25,0.4167,b,Trv 2,1,Fl
118.25,41,1.25,0.0833,b,Trv 1,0,Fl
119.0,41,2.0,0.3333,a,S,5,Ch
121.25,42,1.25,0.0833,b,Trv 2,1,Fl
122.25,42,2.25,0.4167,b,Trv 1,0,Fl
124.5,43,1.5,0.1667,b,Trv 1,0,Fl
127.25,44,1.25,0.0833,b,Trv 2,1,Fl
130.25,45,1.25,0.0833,b,Trv 1,0,Fl
133.25,46,1.25,0.0833,b,Trv 2,1,Fl
136.25,47,1.25,0.0833,b,Trv 1,0,Fl
139.25,48,1.25,0.0833,b,Trv 2,1,Fl
142.0,49,1.0,0.0,b,Trv 2,1,Fl
144.25,49,3.25,0.75,b,Trv 1,0,Fl
