qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
378.5,382.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bb Clarinet 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Main)&P8(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,Main Part,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
382.0,386.0,,"U(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass)",Main Part,"U(Flute 2)&P4(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass)",P8(Bassoon 1),P8(Bassoon 2),P8(Bb Clarinet 1),P8(Bb Clarinet 2),"P4(Flute 2)&P4(Oboe 2)&P8(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass)","P4(Flute 2)&P4(Oboe 2)&P8(D Horn 1)&P8(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass)","P4(Flute 2)&P4(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 4)&U(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass)","P4(Flute 2)&P4(Oboe 2)&P8(D Horn 1)&U(D Horn 2)&P8(Bb (basso) Horn 3)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass)","P4(Flute 2)&P4(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 2)&P8(D, A Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass)","P4(Flute 2)&P4(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 1)&P8(D, A Timpani)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass)",P4(Flute 2)&P4(Oboe 2)&P8(D Horn 1)&U(D Horn 2)&P8(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),"P8(Flute 2)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&U(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass)","P8(Flute 2)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&U(Violin 1)&U(Viola)&U(Violoncello)&P8(Contrabass)","P8(Flute 2)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&U(Violin 1)&U(Violin 2)&U(Violoncello)&P8(Contrabass)","P8(Flute 2)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&U(Violin 1)&U(Violin 2)&U(Viola)&P8(Contrabass)","P8(Flute 2)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)"
386.0,391.0,Main Part,,,,,,,,,,,,,,,,,,,
391.0,393.875,,,Main Part,,,,,,,,,,,,,P8(Viola),,P8(Violin 1),,
393.875,400.5,P6(Flute 2)&P6(Oboe 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P4(Violoncello),P6(Flute 1)&P8(Oboe 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(Violin 2)&P3(Violoncello),,P6(Flute 1)&P8(Flute 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&U(Violin 2)&P3(Violoncello),P8(Bassoon 1),,P8(Bb Clarinet 1),,U(D Horn 2),U(D Horn 1),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bb (basso) Horn 4)&P6(Violin 2)&P4(Violoncello),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bb (basso) Horn 3)&P6(Violin 2)&P4(Violoncello),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P6(Flute 1)&P8(Flute 2)&U(Oboe 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P3(Violoncello),,P4(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(Violin 2),
400.5,410.5,,P8(Oboe 2),,P8(Flute 2),P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,,
410.5,418.25,P8(Flute 2)&P8(Main),P8(Flute 1)&P8(Main),P8(Bb Clarinet 1),P8(Bb Clarinet 2),P8(Oboe 1),P8(Oboe 2),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Violoncello)&P8(Contrabass),P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
418.25,419.25,P8(Flute 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),Main Part,P3(Main)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Main)&P3(Oboe 2)&P3(Bb Clarinet 2),P3(Main)&P8(Oboe 2)&P3(Bb Clarinet 1),,P8(Flute 1)&P8(Flute 2)&P8(Violin 1)&P8(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),,,,,,,,P8(Flute 1)&P8(Flute 2)&P8(Bassoon 2)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Bassoon 2)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
419.25,420.25,,,P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2),P3(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2),P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1),Main Part,,,,,,,,,,,,,
420.25,421.25,,,Main Part,P3(Main)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Main)&P3(Oboe 2)&P3(Bb Clarinet 2),P3(Main)&P8(Oboe 2)&P3(Bb Clarinet 1),,,,,,,,,,,,,,
421.25,422.0,,,P8(Bb Clarinet 1),P8(Bb Clarinet 2),P8(Oboe 1),P8(Oboe 2),Main Part,,,,,,,,,,,,,
422.0,425.25,,,Main Part,,,,,,,,,,,,,,,,,
425.25,430.0,P3(Oboe 1)&P8(Oboe 2)&P8(Violin 1)&P4(Violin 2)&P3(Viola)&P2(Violoncello)&P2(Contrabass),,P3(Flute 1)&P3(Oboe 2)&P3(Violin 1)&P6(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P3(Oboe 1)&U(Violin 1)&P4(Violin 2)&P3(Viola)&P2(Violoncello)&P2(Contrabass),Main Part,,,,,,,,,,,P8(Flute 1)&P3(Oboe 1)&U(Oboe 2)&P4(Violin 2)&P3(Viola)&P2(Violoncello)&P2(Contrabass),P4(Flute 1)&P6(Oboe 1)&P4(Oboe 2)&P4(Violin 1)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Oboe 1)&P3(Oboe 2)&P3(Violin 1)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass),P2(Flute 1)&P4(Oboe 1)&P2(Oboe 2)&P2(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P2(Flute 1)&P4(Oboe 1)&P2(Oboe 2)&P2(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
430.0,434.0,P8(Violin 1),,,,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 2),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 1),,,,,,,,P8(Flute 1),,,P8(Contrabass),P8(Violoncello)
434.0,441.5,P8(Violin 1),,P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2),P3(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2),P3(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2),P3(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1),Main Part,U(Main)&U(Violoncello)&P8(Contrabass),,,,,,,,P8(Flute 1),,,U(Main)&U(Bassoon 2)&P8(Contrabass),P8(Main)&P8(Bassoon 2)&P8(Violoncello)
441.5,446.0,P8(Flute 2),P8(Flute 1),,,,,U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),"U(D Horn 2)&U(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","U(D Horn 1)&U(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","U(D Horn 1)&U(D Horn 2)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","U(D Horn 1)&U(D Horn 2)&U(Bb (basso) Horn 3)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 2)&P8(D, A Timpani)","U(D Horn 1)&U(D Horn 2)&U(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
446.0,454.5,Main Part,U(Main)&P8(Violin 1),,,,,U(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(D Horn 1)&P8(D Horn 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(D Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(D Horn 1)&P8(Violoncello)&P8(Contrabass),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Main)&P8(Flute 2),,,U(Bassoon 1)&U(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Violoncello)
454.5,462.25,Main Part,U(Main),,,U(Bb Clarinet 2),U(Bb Clarinet 1),U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),U(D Horn 2),U(D Horn 1),,,,,,,,,U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
462.25,470.0,U(Flute 2),U(Flute 1),U(Oboe 2),U(Oboe 1),Main Part,U(Main),U(Bassoon 2),U(Bassoon 1),U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
470.0,478.5,U(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),U(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,Main Part,,P8(Flute 1)&P8(Flute 2)&U(Bassoon 2)&P8(Violin 1),P8(Flute 1)&P8(Flute 2)&U(Bassoon 1)&P8(Violin 1),P8(D Horn 2),P8(D Horn 1),P8(Oboe 1)&P8(Bb (basso) Horn 4),P8(Oboe 1)&P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Contrabass),P8(Violoncello)
478.5,487.5,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),,P8(Bb Clarinet 2),,P8(Oboe 2),P8(Main)&P8(Flute 2)&U(Bassoon 2)&P8(Violin 1),P8(Main)&P8(Flute 2)&U(Bassoon 1)&P8(Violin 1),,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Main)&P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Contrabass),P8(Violoncello)
487.5,497.5,U(Flute 2),U(Flute 1),P8(Bb Clarinet 1),,P8(Oboe 1),,U(Bassoon 2)&P8(Main),U(Bassoon 1)&P8(Main),P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
497.5,503.5,Main Part,U(Main),U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1),U(Bassoon 2),U(Bassoon 1),P8(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P8(D Horn 1)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P3(D Horn 1)&P3(D Horn 2)&P8(Bb (basso) Horn 4),P3(D Horn 1)&P3(D Horn 2)&P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
503.5,508.0,,P8(Bassoon 2),,,,,,P8(Flute 2),P8(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P8(D Horn 1)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P3(D Horn 1)&P3(D Horn 2)&P8(Bb (basso) Horn 4),P3(D Horn 1)&P3(D Horn 2)&P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
508.0,512.0,Main Part,P8(Bassoon 2),,,,,P8(Main),P8(Flute 2),,,,,,,,,,,P8(Contrabass),P8(Violoncello)
512.0,516.0,,P8(Bassoon 2),,,,,,P8(Flute 2),,,,,,,,Main Part,,,,
516.0,520.0,,,Main Part,,,,,,,,,,,,,P8(Main),,,,
520.0,524.0,Main Part,,P8(Violin 1),,,,,,,,,,,,,P8(Oboe 1),P8(Main),,,
524.0,528.0,P8(Violin 2),,,,,,,,,,,,P8(Viola),,,Main Part,P8(Flute 1),P8(D Trumpet 1),,
528.0,532.25,Main Part,,,,,,,,,,,,,,,,,,,
532.25,536.0,Main Part,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,P3(Violin 1)&P4(Violin 2)&P3(Viola),,,P3(D Trumpet 1)&P6(Violin 2)&P8(Viola),P4(D Trumpet 1)&P6(Violin 1)&P6(Viola),P3(D Trumpet 1)&P8(Violin 1)&P6(Violin 2),,
536.0,540.0,Main Part,,,,,,,,,,,,,,,,,,,
540.0,542.0,Main Part,,,,P8(Bassoon 2),,,P8(Bb Clarinet 1),,,,,,,,,,,,
542.0,547.25,,P8(Bb Clarinet 2),Main Part,,,P8(Flute 2),,,P8(D Horn 2),P8(D Horn 1),,,"P8(D Trumpet 2)&P8(D, A Timpani)&P8(Violin 2)","P8(D Trumpet 1)&P8(D, A Timpani)&U(Violin 2)",P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2),P3(Viola),"P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)",P3(Violin 1),,
547.25,549.5,Main Part,,P8(Bb Clarinet 1),,P8(Oboe 1),,P8(Bassoon 2),P8(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,P6(Viola),P6(Violin 2),,
549.5,551.5,,,Main Part,,P8(Main),,P8(Bassoon 2),P8(Bassoon 1),U(D Horn 2),U(D Horn 1),,,,,,P4(Violin 2)&P6(Viola),P4(Violin 1)&P3(Viola),P6(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
551.5,553.5,,,Main Part,,,,P8(Bassoon 2),P8(Bassoon 1),U(D Horn 2),U(D Horn 1),,,,,,P2(Violin 2)&P4(Viola),P2(Violin 1)&P3(Viola),P4(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
553.5,555.5,Main Part,,,,P8(Main),,P8(Bassoon 2),P8(Bassoon 1),U(D Horn 2),U(D Horn 1),,,"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
555.5,560.0,P8(Bb Clarinet 1),,,,P8(Flute 1),,,,U(D Horn 2),U(D Horn 1),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P8(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
560.0,572.25,,,Main Part,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,,,,
572.25,580.25,P8(Bassoon 1),,P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,,,P8(Flute 1),,,,P8(Oboe 1)&U(Bb (basso) Horn 4),P8(Oboe 1)&U(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,,
580.25,589.25,,,,,,,,,,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,,
589.25,592.25,P8(Violin 2),,P8(Bb Clarinet 2)&P8(Bassoon 2),,P8(Bassoon 1),P8(Oboe 1)&P8(Bassoon 2),P8(Bb Clarinet 1),P8(Oboe 1)&P8(Bb Clarinet 2),P3(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P3(D Horn 1)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4),P3(D Horn 1)&P5(D Horn 2)&U(Bb (basso) Horn 4),P3(D Horn 1)&P5(D Horn 2)&U(Bb (basso) Horn 3),,,,Main Part,P8(Flute 1),,,
592.25,603.875,U(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2),U(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 2),P8(Bb Clarinet 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2),P8(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,"P8(D, A Timpani)",P8(D Trumpet 2),Main Part,,P8(Main),P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
