qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Traverso 1,Traverso 2,Oboe 1,Oboe 2,Bassoon,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto,Tenor,Bass,Continuo
105.0,57.2727,36,1.0,A5,r,r,r,A4,A4,A4,A4,F#3,A4,F#4,C#4,A4,A4,F#4,C#4,F#3,F#3
105.25,57.4091,36,1.25,G#5,r,r,r,B4,B4,B4,B4,F#3,B4,F#4,D4,A4,G#4,F#4,D4,F#3,F#3
105.5,57.5455,36,1.5,A5,E5,A4,A2,C#5,C#5,C#5,C#5,E3,C#5,F#4,C#4,A4,A4,F#4,C#4,E3,E3
105.75,57.6818,36,1.75,B5,E5,A4,A2,D5,D5,D5,D5,D3,D5,F#4,B3,A4,B4,F#4,B3,D3,D3
106.0,57.8182,36,2.0,C#6,E5,A4,A2,E5,E5,E5,E5,C#3,E5,E4,A3,A4,C#5,E4,A3,C#3,C#3
106.25,57.9545,36,2.25,C#6,E5,A4,A2,D5,D5,D5,D5,C#3,D5,E4,A3,A4,C#5,E4,A3,C#3,C#3
106.5,58.0909,36,2.5,A5,C#6,A4,A2,F#5,F#5,F#5,F#5,D3,F#5,A4,C#4,F#5,A4,A4,C#4,D3,D3
106.75,58.2273,36,2.75,A5,C#6,A4,A2,E5,E5,E5,E5,D3,E5,A4,C#4,E5,A4,A4,C#4,D3,D3
107.0,58.3636,36,3.0,E5,D6,E5,D3,D5,D5,D5,D5,E3,D5,A4,B3,D5,E4,A4,B3,E3,E3
107.25,58.5,36,3.25,E5,D6,E5,D3,C#5,C#5,C#5,C#5,E3,C#5,A4,B3,C#5,E4,A4,B3,E3,E3
107.5,58.6364,36,3.5,G#5,B5,E5,D3,B4,B4,B4,B4,E2,B4,G#4,D4,B4,G#4,E4,D4,E3,E2
107.75,58.7727,36,3.75,G#5,B5,E5,D3,C#5,C#5,C#5,C#5,E2,C#5,G#4,D4,C#5,G#4,E4,D4,E3,E2
108.0,58.9091,37,1.0,A5,C#6,E5,A2,A4,A4,A4,A4,A2,A4,E4,C#4,A4,A4,E4,C#4,A2,A3
108.25,59.0455,37,1.25,A5,C#6,E5,A2,A4,A4,A4,A4,A2,A4,E4,C#4,A4,A4,E4,C#4,A2,E3
108.5,59.1818,37,1.5,A5,C#6,E5,A2,A4,A4,A4,A4,A2,A4,E4,C#4,A4,A4,E4,C#4,A2,F#3
108.75,59.3182,37,1.75,A5,C#6,E5,A2,A4,A4,A4,A4,A2,A4,E4,C#4,A4,A4,E4,C#4,A2,G#3
109.0,59.4545,37,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3
109.5,59.7273,37,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E3
110.0,60.0,37,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,C#3
110.5,60.2727,37,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E3
111.0,60.5455,38,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A2
111.25,60.6818,38,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,A2
111.5,60.8182,38,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A3
111.75,60.9545,38,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,A3
112.0,61.0909,38,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r
112.5,61.3636,38,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A3
112.75,61.5,38,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,B3
113.0,61.6364,38,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,C#4
113.5,61.9091,38,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A3
114.0,62.1818,39,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,F#3
114.5,62.4545,39,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,F#2
114.75,62.5909,39,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,F#2
115.0,62.7273,39,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
115.5,63.0,39,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A3
115.75,63.1364,39,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,G3
116.0,63.2727,39,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,F#3
116.5,63.5455,39,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,D3
117.0,63.8182,40,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,G3
117.5,64.0909,40,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,G2
117.75,64.2273,40,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,G2
118.0,64.3636,40,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r
118.5,64.6364,40,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,B3
118.75,64.7727,40,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,A3
119.0,64.9091,40,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,G3
119.5,65.1818,40,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,E3
120.0,65.4545,41,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A3
120.5,65.7273,41,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,A2
120.75,65.8636,41,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,A2
121.0,66.0,41,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r
121.5,66.2727,41,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,A3
121.75,66.4091,41,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,B3
122.0,66.5455,41,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,C#4
122.5,66.8182,41,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,A3
123.0,67.0909,42,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,D4
123.5,67.3636,42,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,A3
123.75,67.5,42,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,G3
124.0,67.6364,42,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,F#3
124.25,67.7727,42,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,G3
124.5,67.9091,42,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,A3
124.75,68.0455,42,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,G3
125.0,68.1818,42,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,F#3
125.25,68.3182,42,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G3,r,E3
125.5,68.4545,42,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#3,r,D3
125.75,68.5909,42,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E3,r,C#3
126.0,68.7273,43,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D3,r,D3
126.25,68.8636,43,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C#3,r,D3
126.5,69.0,43,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D3,r,D2
126.75,69.1364,43,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E3,r,D2
127.0,69.2727,43,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#3,r,r
127.25,69.4091,43,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E3,r,r
127.5,69.5455,43,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D3,r,F#3
127.75,69.6818,43,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E3,r,E3
128.0,69.8182,43,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#3,r,D3
128.25,69.9545,43,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E3,r,D3
128.5,70.0909,43,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D3,r,F#3
128.75,70.2273,43,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E3,r,F#3
129.0,70.3636,44,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,F#3,r,B2
129.25,70.5,44,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,r,B2
129.5,70.6364,44,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E3,r,E3
129.75,70.7727,44,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#3,r,E3
130.0,70.9091,44,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,r,r
130.25,71.0455,44,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A3,r,r
130.5,71.1818,44,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B3,r,E3
130.75,71.3182,44,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,A3,r,E3
131.0,71.4545,44,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#4,r,A3
131.25,71.5909,44,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,B3,r,A3
131.5,71.7273,44,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A3,r,A2
131.75,71.8636,44,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G3,r,A2
132.0,72.0,45,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,A3,r,D3
132.25,72.1364,45,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,G3,r,D3
132.5,72.2727,45,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#3,r,D3
132.75,72.4091,45,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,D3
133.0,72.5455,45,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,A3,r,r
133.25,72.6818,45,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B3,r,r
133.5,72.8182,45,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#4,r,r
133.75,72.9545,45,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,B3,r,r
134.0,73.0909,45,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,r,B2
134.25,73.2273,45,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,B2
134.5,73.3636,45,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B3,r,B2
134.75,73.5,45,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,A3,r,B2
135.0,73.6364,46,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,B3,r,E3
135.25,73.7727,46,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,A3,r,E3
135.5,73.9091,46,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#3,r,E3
135.75,74.0455,46,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,r,E3
136.0,74.1818,46,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,B3,r,r
136.25,74.3182,46,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C#4,r,r
136.5,74.4545,46,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,r,r
136.75,74.5909,46,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r
137.0,74.7273,46,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,r,G#3
137.25,74.8636,46,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,D4,r,G#3
137.5,75.0,46,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,C#4,r,G#3
137.75,75.1364,46,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B3,r,G#3
138.0,75.2727,47,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A3,r,A3
138.25,75.4091,47,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,r,A3
138.5,75.5455,47,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,r,A2
138.75,75.6818,47,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,r,A2
139.0,75.8182,47,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,r
139.25,75.9545,47,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,r
139.5,76.0909,47,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,r,F#3
139.75,76.2273,47,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,r,F#3
140.0,76.3636,47,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,r,B2
140.25,76.5,47,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,r,B2
140.5,76.6364,47,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,r,D3
140.75,76.7727,47,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#4,r,D3
141.0,76.9091,48,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B3,r,E3
141.25,77.0455,48,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,D4,r,E3
141.5,77.1818,48,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,C#4,r,E2
141.75,77.3182,48,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B3,r,E2
142.0,77.4545,48,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,r
142.25,77.5909,48,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,r,r
142.5,77.7273,48,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E4,r,D3
142.75,77.8636,48,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,D3
143.0,78.0,48,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,r,C#3
143.25,78.1364,48,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,r,C#3
143.5,78.2727,48,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#4,r,A2
143.75,78.4091,48,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B3,r,A2
144.0,78.5455,49,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,A3,r,D3
144.25,78.6818,49,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C#4,r,D3
144.5,78.8182,49,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,B3,r,D2
144.75,78.9545,49,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A3,r,D2
145.0,79.0909,49,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D4,r,r
145.25,79.2273,49,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,r,D3
145.5,79.3636,49,2.5,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,A3,E4,r,C#3
145.75,79.5,49,2.75,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,A3,D4,r,B2
146.0,79.6364,49,3.0,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,E4,r,C#3
146.25,79.7727,49,3.25,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,D4,E4,r,C#3
146.5,79.9091,49,3.5,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,C#4,G#3,r,E3
146.75,80.0455,49,3.75,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,B3,G#3,r,E3
147.0,80.1818,50,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,A3,A3,r,A2
147.25,80.3182,50,1.25,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,G#3,A3,r,A2
147.5,80.4545,50,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,A3,E4,r,A3
147.75,80.5909,50,1.75,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,B3,E4,r,A3
148.0,80.7273,50,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,C#4,A4,r,r
148.25,80.8636,50,2.25,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,B3,A4,r,r
148.5,81.0,50,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,A3,E4,r,A2
148.75,81.1364,50,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,B3,E4,r,A2
149.0,81.2727,50,3.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,C#4,C#4,r,A3
149.25,81.4091,50,3.25,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,B3,D4,r,A3
149.5,81.5455,50,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,A3,E4,r,G3
149.75,81.6818,50,3.75,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,B3,E4,r,G3
150.0,81.8182,51,1.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,C#4,E4,r,F#3
150.25,81.9545,51,1.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,B3,D4,r,F#3
150.5,82.0909,51,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,A3,C#4,r,F#2
150.75,82.2273,51,1.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,B3,D4,r,F#2
151.0,82.3636,51,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,C#4,E4,r,r
151.25,82.5,51,2.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,D4,E4,r,r
151.5,82.6364,51,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,E4,A3,r,A2
151.75,82.7727,51,2.75,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,D4,A3,r,A2
152.0,82.9091,51,3.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,F#4,A3,r,D3
152.25,83.0455,51,3.25,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,E4,A3,r,D3
152.5,83.1818,51,3.5,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,D4,A3,r,B2
152.75,83.3182,51,3.75,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,C#4,A3,r,B2
153.0,83.4545,52,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,D4,A3,r,G2
153.25,83.5909,52,1.25,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,C#4,A3,r,G2
153.5,83.7273,52,1.5,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,B3,G3,r,G3
153.75,83.8636,52,1.75,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,C#4,A3,r,G3
154.0,84.0,52,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,D4,B3,r,r
154.25,84.1364,52,2.25,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,E4,C#4,r,r
154.5,84.2727,52,2.5,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,F#4,A3,r,F#2
154.75,84.4091,52,2.75,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,E4,B3,r,F#2
155.0,84.5455,52,3.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,G4,G3,r,E2
155.25,84.6818,52,3.25,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,F#4,G3,r,E2
155.5,84.8182,52,3.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,E4,G3,r,E3
155.75,84.9545,52,3.75,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,D4,G3,r,E3
156.0,85.0909,53,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,E4,G3,r,A2
156.25,85.2273,53,1.25,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,D4,F#3,r,A2
156.5,85.3636,53,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,C#4,E3,r,A3
156.75,85.5,53,1.75,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,D4,F#3,r,A3
157.0,85.6364,53,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,E4,G3,r,r
157.25,85.7727,53,2.25,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,F#4,F#3,r,r
157.5,85.9091,53,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,G4,E3,r,B2
157.75,86.0455,53,2.75,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,F#4,D3,r,B2
158.0,86.1818,53,3.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,A4,E3,r,C#3
158.25,86.3182,53,3.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,G4,E3,r,C#3
158.5,86.4545,53,3.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,F#4,C#4,r,A2
158.75,86.5909,53,3.75,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,E4,C#4,r,A2
159.0,86.7273,54,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,D4,D4,r,D3
159.25,86.8636,54,1.25,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,A4,D4,r,D3
159.5,87.0,54,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,G4,D4,r,D2
159.75,87.1364,54,1.75,r,r,r,r,r,r,r,r,r,r,r,r,F#5,A4,A4,D4,r,D2
160.0,87.2727,54,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,F#4,D4,r,r
160.25,87.4091,54,2.25,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,G4,D4,r,r
160.5,87.5455,54,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,C#4,A3,A2
160.75,87.6818,54,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,B3,A3,A2
161.0,87.8182,54,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D4,A3,D4,D3
161.25,87.9545,54,3.25,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,D4,A3,D4,D3
161.5,88.0909,54,3.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,A4,C#4,A3,A3,A2
161.75,88.2273,54,3.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,A4,C#4,A3,A3,A2
162.0,88.3636,55,1.0,r,r,r,r,r,r,r,r,r,r,r,r,D4,A4,r,A3,F#3,F#2
162.25,88.5,55,1.25,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G4,r,A3,E3,F#2
162.5,88.6364,55,1.5,r,r,r,r,r,r,r,r,r,r,r,r,D4,F#4,A4,D4,F#3,F#3
162.75,88.7727,55,1.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,A4,C#4,G3,F#3
163.0,88.9091,55,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D4,D5,D4,A3,r
163.25,89.0455,55,2.25,r,r,r,r,r,r,r,r,r,r,r,r,E4,D4,D5,D4,A3,r
163.5,89.1818,55,2.5,r,r,r,r,r,r,r,r,r,r,r,r,D4,A4,A4,D4,F#3,F#2
163.75,89.3182,55,2.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,A4,A4,D4,F#3,F#2
164.0,89.4545,55,3.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,A4,F#4,D4,A3,A2
164.25,89.5909,55,3.25,r,r,r,r,r,r,r,r,r,r,r,r,E4,A4,G4,B3,A3,A2
164.5,89.7273,55,3.5,r,r,r,r,r,r,r,r,r,r,r,r,D4,A4,A4,A3,F#3,F#2
164.75,89.8636,55,3.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,A4,A4,G3,F#3,F#2
165.0,90.0,56,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,A4,A4,F#3,D3,D2
165.25,90.1364,56,1.25,r,r,r,r,r,r,r,r,r,r,r,r,E4,A4,G4,F#3,D3,D2
165.5,90.2727,56,1.5,r,r,r,r,r,r,r,r,r,r,r,r,D4,D5,F#4,A3,F#3,D3
165.75,90.4091,56,1.75,r,r,r,r,r,r,r,r,r,r,r,r,E4,C#5,G4,A3,E3,D3
166.0,90.5455,56,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D5,A4,D4,D3,r
166.25,90.6818,56,2.25,r,r,r,r,r,r,r,r,r,r,r,r,G4,D5,A4,D4,D3,r
166.5,90.8182,56,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A4,C5,D4,D4,F#3,F#2
166.75,90.9545,56,2.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,C5,D4,D4,F#3,F#2
167.0,91.0909,56,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,D4,D4,G3,G2
167.25,91.2273,56,3.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,B4,D4,C4,G3,G2
167.5,91.3636,56,3.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,B4,D4,B3,B3,B2
167.75,91.5,56,3.75,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B4,D4,A3,B3,B2
168.0,91.6364,57,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,B4,D4,G3,E3,E2
168.25,91.7727,57,1.25,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B4,D4,G3,E3,E2
168.5,91.9091,57,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,E5,B4,G3,G3,E3
168.75,92.0455,57,1.75,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E-5,A4,G3,F#3,E3
169.0,92.1818,57,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,E5,B4,G3,E3,r
169.25,92.3182,57,2.25,r,r,r,r,r,r,r,r,r,r,r,r,A4,E5,B4,F#3,E3,r
169.5,92.4545,57,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,D5,E4,G3,G3,G2
169.75,92.5909,57,2.75,r,r,r,r,r,r,r,r,r,r,r,r,A4,D5,E4,F#3,G3,G2
170.0,92.7273,57,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C5,A4,E3,A3,A2
170.25,92.8636,57,3.25,r,r,r,r,r,r,r,r,r,r,r,r,B4,C5,G4,E3,A3,A2
170.5,93.0,57,3.5,r,r,r,r,r,r,r,r,r,r,r,r,A4,C5,F#4,A3,C4,C3
170.75,93.1364,57,3.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,C5,E4,A3,C4,C3
171.0,93.2727,58,1.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,C5,D4,A3,F#3,F#2
171.25,93.4091,58,1.25,r,r,r,r,r,r,r,r,r,r,r,r,G4,B4,D4,B3,F#3,F#2
