qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,Vln,12
0.375,1,1.38,0.125,a,Vln,13
3.0,2,1,0.0,a,Vln,12
24.0,9,1,0.0,a,Tpt,9
27.0,10,1,0.0,a,Fl,0
38.0,13,3,0.667,a,Fl,0
48.0,17,1,0.0,b,Tpt,9
50.125,17,3.12,0.708,b,Vln,12
54.0,19,1,0.0,b,Tpt,9
56.125,19,3.12,0.708,b,Vln,12
60.0,21,1,0.0,b,Tpt,9
62.125,21,3.12,0.708,b,Fl,0
66.0,23,1,0.0,b,Fl,0
69.0,24,1,0.0,b,Vln,12
75.0,26,1,0.0,c,Cl,3
100.5,34,2.5,0.5,b,Bsn,5
106.5,36,2.5,0.5,b,Fl,0
117.0,40,1,0.0,a,Hn,7
120.375,41,1.38,0.125,a,Vln,13
123.0,42,1,0.0,a,Vln,12
144.0,49,1,0.0,a,Cl,3
144.0,49,1,0.0,z,Tpt,9
147.0,50,1,0.0,c,Fl,0
151.0,51,2,0.333,c,Cl,3
159.5,54,1.5,0.167,d,Vln,12
177.375,60,1.38,0.125,a,Bsn,5
180.0,61,1,0.0,a,Cl,3
186.0,63,1,0.0,a,Cl,3
189.0,64,1,0.0,a,Hn,7
191.125,64,3.12,0.708,a,Fl,0
198.5,67,1.5,0.167,a,Ob,2
1213/6,68,2.17,0.389,a,Fl,0
213.0,72,1,0.0,b,Ob,1
215.125,72,3.12,0.708,b,Vln,12
219.5,74,1.5,0.167,b,Ob,1
221.125,74,3.12,0.708,b,Vln,12
225.5,76,1.5,0.167,b,Ob,1
231.0,78,1,0.0,b,Ob,1
240.0,81,1,0.0,c,Cl,3
264.0,89,1,0.0,c,Vc,15
265.5,89,2.5,0.5,c,Hn,7
271.5,91,2.5,0.5,c,Ob,1
277.0,93,2,0.333,e,Vln,13
278.0,93,3,0.667,e,Vln,12
279.0,94,1,0.0,e,Vln,13
280.0,94,2,0.333,e,Vln,12
281.0,94,3,0.667,e,Vla,14
282.0,95,1,0.0,e,Vc,15
285.0,96,1,0.0,a,Fl,0
291.5,98,1.5,0.167,e,Hn,8
292.5,98,2.5,0.5,e,Vln,12
293.5,98,3.5,0.833,e,Cl,3
295.0,99,2,0.333,e,Fl,0
297.0,100,1,0.0,e,Vln,12
298.0,100,2,0.333,a,Hn,7
299.0,100,3,0.667,a,Ob,1
302.0,101,3,0.667,a,Timp,11
306.0,103,1,0.0,a,Vln,12
