qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Fl 1,0,Fl
8.0,3,1.0,0.0,a,Vln 2,14,Str
10.5,3,3.5,0.625,a,Vln 1,13,Str
12.0,4,1.0,0.0,a,Vln 2,14,Str
14.5,4,3.5,0.625,a,Vln 1,13,Str
16.0,5,1.0,0.0,a,Vln 2,14,Str
18.5,5,3.5,0.625,a,Vln 1,13,Str
24.0,7,1.0,0.0,a,Fl 1,0,Fl
32.0,9,1.0,0.0,a,Vln 2,14,Str
34.5,9,3.5,0.625,a,Vln 1,13,Str
36.0,10,1.0,0.0,a,Vln 2,14,Str
38.5,10,3.5,0.625,a,Vln 1,13,Str
52.0,14,1.0,0.0,a,Fl 1,0,Fl
56.0,15,1.0,0.0,a,Vln 1,13,Str
60.5,16,1.5,0.125,a,Ob 1,2,Ob
68.0,18,1.0,0.0,b,Vln 1,13,Str
100.0,26,1.0,0.0,b,Vln 1,13,Str
128.0,33,1.0,0.0,c,Fl 1,0,Fl
144.0,37,1.0,0.0,c,Fl 1,0,Fl
160.0,41,1.0,0.0,d,Fl 1,0,Fl
200.0,51,1.0,0.0,e,Fl 1,0,Fl
260.0,66,1.0,0.0,b,Fl 1,0,Fl
292.0,74,1.0,0.0,b,Ob 1,2,Ob
320.0,81,1.0,0.0,f,Vln 1,13,Str
344.0,87,1.0,0.0,f,Vln 1,13,Str
369.0,93,1.5,0.25,f,Vln 1,13,Str
399.0,100,2.5,0.75,g,Vln 2,14,Str
403.0,101,2.5,0.75,g,Fl 1,0,Fl
407.0,102,2.5,0.75,g,Vln 2,14,Str
411.0,103,2.5,0.75,g,Fl 1,0,Fl
415.0,104,2.5,0.75,g,Vln 1,13,Str
448.0,113,1.0,0.0,f,Vln 1,13,Str
464.0,117,1.0,0.0,f,Vln 1,13,Str
496.0,125,1.0,0.0,b,Vln 1,13,Str
512.0,129,1.0,0.0,b,Vln 1,13,Str
528.0,133,1.0,0.0,b,Fl 1,0,Fl
548.0,138,1.0,0.0,b,Vla,15,Str
556.0,140,1.0,0.0,b,Vla,15,Str
564.0,142,1.0,0.0,b,Vla,15,Str
572.0,144,1.0,0.0,b,Vla,15,Str
620.0,156,1.0,0.0,f,Vln 1,13,Str
637.0,160,1.5,0.25,b,Vln 1,13,Str
645.0,162,1.5,0.25,b,Vln 1,13,Str
665.0,167,1.5,0.25,b,Vln 2,14,Str
673.0,169,1.5,0.25,b,Vln 2,14,Str
697.0,175,1.5,0.25,b,Fl 1,0,Fl
717.0,180,1.5,0.25,b,Hn 1,8,Hn
732.0,184,1.0,0.0,b,Ob 1,2,Ob
741.0,186,1.5,0.25,b,Ob 1,2,Ob
744.0,187,1.0,0.0,b,Fl 1,0,Fl
772.0,194,1.0,0.0,b,Vln 1,13,Str
788.0,198,1.0,0.0,b,Vln 1,13,Str
804.0,202,1.0,0.0,b,Ob 2,3,Ob
832.0,209,1.0,0.0,c,Vln 1,13,Str
848.0,213,1.0,0.0,c,Vln 1,13,Str
864.0,217,1.0,0.0,d,Vln 1,13,Str
880.0,221,1.0,0.0,h,Fl 1,0,Fl
912.0,229,1.0,0.0,f,Vln 1,13,Str
928.0,233,1.0,0.0,f,Vln 1,13,Str
952.0,239,1.0,0.0,b,Vln 1,13,Str
988.0,248,1.0,0.0,b,Ob 1,2,Ob
992.0,249,1.0,0.0,b,Vln 1,13,Str
996.0,250,1.0,0.0,b,Ob 1,2,Ob
1000.0,251,1.0,0.0,b,Fl 1,0,Fl
1004.0,252,1.0,0.0,b,Bsn 1,6,Bsn
1016.0,255,1.0,0.0,b,Vln 1,13,Str
1028.0,258,1.0,0.0,f,Vln 1,13,Str
1048.0,263,1.0,0.0,f,Vln 1,13,Str
1067.0,267,2.5,0.75,g,Vln 2,14,Str
1071.0,268,2.5,0.75,g,Ob 1,2,Ob
1075.0,269,2.5,0.75,g,Vln 2,14,Str
1079.0,270,2.5,0.75,g,Ob 1,2,Ob
1083.0,271,2.5,0.75,g,Vln 1,13,Str
1108.0,278,1.0,0.0,f,Vln 1,13,Str
1136.0,285,1.0,0.0,i,Vln 1,13,Str
1144.0,287,1.0,0.0,f,Vln 1,13,Str
1160.0,291,1.0,0.0,f,Hn 1,8,Hn
