qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,4.5,0.0,a,Vln,0
12.5,5,1,0.0,a,Vln,1
14.75,5,3.25,0.562,a,Vln,0
22.5,7,3,0.5,b,Vln,1
24.5,8,1,0.0,a,Vln,0
36.5,11,1,0.0,a,Vln,0
48.0,13,4.5,0.875,a,S,4
56.0,15,4.5,0.875,a,Vln,0
59.75,16,4.25,0.812,a,S,4
64.0,17,4.5,0.875,a,Vln,0
68.0,18,4.5,0.875,a,S,4
70.75,19,3.25,0.562,a,Vln,0
73.0,20,1.5,0.125,b,Vln,1
75.0,20,3.5,0.625,b,Vln,2
77.5,21,2,0.25,b,S,4
80.0,21,4.5,0.875,a,Vln,0
86.75,23,3.25,0.562,b,S,4
88.0,23,4.5,0.875,a,Vln,0
92.25,24,4.75,0.938,a,S,4
93.75,25,2.25,0.312,a,Vln,1
94.75,25,3.25,0.562,a,Vln,0
103.0,27,3.5,0.625,b,Vln,1
104.75,28,1.25,0.062,a,Vln,0
108.5,29,1,0.0,a,Vln,0
120.0,31,4.5,0.875,c,S,4
122.0,32,2.5,0.375,c,Vln,0
123.0,32,3.5,0.625,c,S,4
124.0,32,4.5,0.875,c,Vln,0
125.0,33,1.5,0.125,c,S,4
126.0,33,2.5,0.375,c,Vln,0
127.0,33,3.5,0.625,b,Vln,1
129.0,34,1.5,0.125,b,Vln,0
131.0,34,3.5,0.625,b,Vln,1
135.75,35,4.25,0.812,c,S,4
136.5,36,1,0.0,b,Vln,0
138.0,36,2.5,0.375,c,S,4
144.0,37,4.5,0.875,a,Vln,0
148.0,38,4.5,0.875,a,Vln,1
150.75,39,3.25,0.562,a,Vln,0
159.5,41,4,0.75,d,S,4
172.0,44,4.5,0.875,d,S,4
184.0,47,4.5,0.875,a,S,4
192.0,49,4.5,0.875,a,Vln,0
195.75,50,4.25,0.812,a,S,4
200.0,51,4.5,0.875,a,Vln,0
204.0,52,4.5,0.875,a,S,4
206.75,53,3.25,0.562,a,Vln,0
208.5,54,1,0.0,b,S,4
216.5,56,1,0.0,a,Vln,0
220.0,56,4.5,0.875,a,Vln,1
222.75,57,3.25,0.562,a,Vln,0
231.0,59,3.5,0.625,b,Vln,1
232.75,60,1.25,0.062,a,Vln,0
