qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,X,Vln. I,20,Vln
6.0,3,1.0,0.0,a,Fl. 1,0,Fl
24.0,9,1.0,0.0,X,Vln. I,20,Vln
30.0,11,1.0,0.0,a,Fl. 1,0,Fl
41.0,14,3.0,0.6667,a,Fl. 1,0,Fl
48.0,17,1.0,0.0,a,Hn. 1 in F,8,Hn
54.0,19,1.0,0.0,a,A. Psn.,15,Trb
66.0,23,1.0,0.0,b,Vln. I,20,Vln
90.0,31,1.0,0.0,b,Hn. 1 in F,8,Hn
102.0,35,1.0,0.0,b,Hn. 1 in F,8,Hn
114.0,39,1.0,0.0,b,Hn. 1 in F,8,Hn
126.0,43,1.0,0.0,b,Hn. 1 in F,8,Hn
138.0,47,1.0,0.0,b,Fl. 1,0,Fl
150.0,51,1.0,0.0,b,Fl. 1,0,Fl
156.0,53,1.0,0.0,b,Tpt. 1 in F,12,Tpt
162.0,55,1.0,0.0,b,Tpt. 1 in F,12,Tpt
168.0,57,1.0,0.0,b,Fl. 1,0,Fl
174.0,59,1.0,0.0,b,Hn. 1 in F,8,Hn
180.0,61,1.0,0.0,b,Hn. 1 in F,8,Hn
186.0,63,1.0,0.0,b,A. Psn.,15,Trb
198.0,67,1.0,0.0,b,Hn. 1 in F,8,Hn
210.0,71,1.0,0.0,b,Ob. 1,2,Ob
222.0,75,1.0,0.0,b,Hn. 1 in F,8,Hn
234.0,79,1.0,0.0,c,Fl. 1,0,Fl
252.0,85,1.0,0.0,c,Tpt. 1 in F,12,Tpt
261.0,88,1.0,0.0,c,Fl. 1,0,Fl
273.0,92,1.0,0.0,c,Fl. 1,0,Fl
287.0,96,3.0,0.6667,Y,Vln. I,20,Vln
289.0,97,2.0,0.3333,d,Vla.,22,Str
312.0,105,1.0,0.0,d,Vln. II,21,Vln
335.0,112,3.0,0.6667,Y,Vln. II,21,Vln
337.0,113,2.0,0.3333,d,Vln. I,20,Vln
358.0,120,2.0,0.3333,d,Vln. I,20,Vln
363.0,122,1.0,0.0,d,Vln. I,20,Vln
369.0,124,1.0,0.0,d,Vln. I,20,Vln
390.0,131,1.0,0.0,d,Vln. I,20,Vln
401.0,134,3.0,0.6667,Y,Vln. II,21,Vln
407.0,136,3.0,0.6667,Y,Vla.,22,Str
408.0,137,1.0,0.0,a,Ob. 1,2,Ob
419.0,140,3.0,0.6667,Y,Vln. I,20,Vln
426.0,143,1.0,0.0,a,Fl. 1,0,Fl
437.0,146,3.0,0.6667,Y,Vln. I,20,Vln
444.0,149,1.0,0.0,a,Fl. 1,0,Fl
467.0,156,3.0,0.6667,a,Tpt. 1 in F,12,Tpt
474.0,159,1.0,0.0,a,Kl. 1  in B,4,Cl
486.0,163,1.0,0.0,a,Kl. 1  in B,4,Cl
495.0,166,1.0,0.0,a,Kl. 1  in B,4,Cl
505.0,169,2.0,0.3333,Y,Vln. I,20,Vln
509.0,170,3.0,0.6667,Y,Vln. II,21,Vln
510.0,171,1.0,0.0,a,Vc.,23,Vc
513.0,172,1.0,0.0,a,Fgt. 1,6,Bsn
516.0,173,1.0,0.0,a,Ob. 1,2,Ob
527.0,176,3.0,0.6667,Y,Vln. I,20,Vln
534.0,179,1.0,0.0,a,Kl. 1  in B,4,Cl
544.0,182,2.0,0.3333,Y,Vln. I,20,Vln
546.0,183,1.0,0.0,a,Fl. 1,0,Fl
549.0,184,1.0,0.0,a,Kl. 1  in B,4,Cl
552.0,185,1.0,0.0,a,Vla.,22,Str
555.0,186,1.0,0.0,a,Hn. 1 in F,8,Hn
564.0,189,1.0,0.0,b,Ob. 1,2,Ob
567.0,190,1.0,0.0,b,Hn. 1 in F,8,Hn
570.0,191,1.0,0.0,b,Vln. I,20,Vln
579.0,194,1.0,0.0,b,Ob. 1,2,Ob
582.0,195,1.0,0.0,b,Vln. I,20,Vln
588.0,197,1.0,0.0,b,Kl. 1  in B,4,Cl
591.0,198,1.0,0.0,b,Hn. 1 in F,8,Hn
594.0,199,1.0,0.0,b,Vln. I,20,Vln
597.0,200,1.0,0.0,b,Hn. 1 in F,8,Hn
600.0,201,1.0,0.0,b,Vln. I,20,Vln
612.0,205,1.0,0.0,b,Fl. 1,0,Fl
624.0,209,1.0,0.0,b,Hn. 1 in F,8,Hn
630.0,211,1.0,0.0,b,Fl. 1,0,Fl
633.0,212,1.0,0.0,b,Hn. 3  in F,10,Hn
639.0,214,1.0,0.0,b,Tpt. 1 in F,12,Tpt
642.0,215,1.0,0.0,b,Fl. 1,0,Fl
648.0,217,1.0,0.0,b,Fl. 1,0,Fl
651.0,218,1.0,0.0,b,Ob. 1,2,Ob
660.0,221,1.0,0.0,e,Vln. I,20,Vln
663.0,222,1.0,0.0,e,Fl. 1,0,Fl
672.0,225,1.0,0.0,e,Tpt. 1 in F,12,Tpt
675.0,226,1.0,0.0,e,Ob. 1,2,Ob
678.0,227,1.0,0.0,e,Tpt. 1 in F,12,Tpt
681.0,228,1.0,0.0,e,Ob. 1,2,Ob
684.0,229,1.0,0.0,e,Hn. 1 in F,8,Hn
696.0,233,1.0,0.0,e,Hn. 1 in F,8,Hn
706.0,236,2.0,0.3333,e,Vln. I,20,Vln
720.0,241,1.0,0.0,e,Vln. I,20,Vln
732.0,245,1.0,0.0,X,Vln. I,20,Vln
738.0,247,1.0,0.0,a,Fl. 1,0,Fl
754.0,252,2.0,0.3333,X,Vln. I,20,Vln
762.0,255,1.0,0.0,a,Fl. 1,0,Fl
773.0,258,3.0,0.6667,a,Fl. 1,0,Fl
780.0,261,1.0,0.0,a,Hn. 1 in F,8,Hn
786.0,263,1.0,0.0,a,A. Psn.,15,Trb
798.0,267,1.0,0.0,b,Vln. I,20,Vln
822.0,275,1.0,0.0,b,Hn. 1 in F,8,Hn
834.0,279,1.0,0.0,b,Hn. 1 in F,8,Hn
846.0,283,1.0,0.0,b,Hn. 1 in F,8,Hn
858.0,287,1.0,0.0,b,Hn. 1 in F,8,Hn
870.0,291,1.0,0.0,b,Fl. 1,0,Fl
882.0,295,1.0,0.0,b,Fl. 1,0,Fl
888.0,297,1.0,0.0,b,Tpt. 1 in F,12,Tpt
894.0,299,1.0,0.0,b,Tpt. 1 in F,12,Tpt
900.0,301,1.0,0.0,b,Fl. 1,0,Fl
906.0,303,1.0,0.0,b,Hn. 1 in F,8,Hn
918.0,307,1.0,0.0,b,A. Psn.,15,Trb
924.0,309,1.0,0.0,b,A. Psn.,15,Trb
930.0,311,1.0,0.0,b,Ob. 1,2,Ob
936.0,313,1.0,0.0,b,Ob. 1,2,Ob
942.0,315,1.0,0.0,b,Fl. 1,0,Fl
948.0,317,1.0,0.0,b,Fl. 1,0,Fl
954.0,319,1.0,0.0,b,Hn. 3  in F,10,Hn
966.0,323,1.0,0.0,c,Fl. 1,0,Fl
987.0,330,1.0,0.0,c,Fl. 1,0,Fl
1005.0,336,1.0,0.0,c,Fl. 1,0,Fl
1019.0,340,3.0,0.6667,Y,Vln. II,21,Vln
1031.0,344,3.0,0.6667,Y,Vla.,22,Str
1044.0,349,1.0,0.0,f,Vln. I,20,Vln
1067.0,356,3.0,0.6667,Y,Vln. I,20,Vln
1077.0,360,1.0,0.0,f,Fl. 1,0,Fl
1089.0,364,1.0,0.0,f,Vln. II,21,Vln
1104.0,369,1.0,0.0,f,Vln. I,20,Vln
