qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,E Horn 3,E Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
981.75,488.2384,247,3.75,E6,r,C5,r,G5,r,G3,B-2,r,E5,E5,r,r,r,r,r,r,r,r,E4,r,E3,r,B-1
982.0,488.3425,247,4.0,E6,r,C5,r,G5,r,G3,B-2,r,E5,E5,r,r,r,r,r,r,r,r,F4,r,F3,r,r
982.25,488.4467,247,4.25,E6,r,C5,r,G5,r,G3,B-2,r,E5,E5,r,r,r,r,r,r,r,r,E4,r,E3,r,r
982.5,488.5509,247,4.5,E6,r,C5,r,G5,r,G3,B-2,r,E5,E5,r,r,r,r,r,r,r,r,D4,r,D3,r,r
982.75,488.655,247,4.75,E6,r,C5,r,G5,r,G3,B-2,r,E5,E5,r,r,r,r,r,r,r,r,C4,r,C3,r,r
983.0,488.7592,248,1.0,E6,r,C#5,r,E5,r,C#4,A2,r,G5,E5,r,r,r,r,r,r,r,r,C#4,A4,C#3,A3,A1
983.25,488.8634,248,1.25,E6,r,C#5,r,E5,r,C#4,A2,r,G5,E5,r,r,r,r,r,r,r,r,C#4,G4,C#3,G3,A1
983.5,488.9675,248,1.5,E6,r,C#5,r,E5,r,C#4,A2,r,G5,E5,r,r,r,r,r,r,r,r,r,F4,r,F3,A1
983.75,489.0717,248,1.75,E6,r,C#5,r,E5,r,C#4,A2,r,G5,E5,r,r,r,r,r,r,r,r,r,E4,r,E3,A1
984.0,489.1759,248,2.0,E6,r,C#5,r,E5,r,C#4,A2,r,G5,E5,r,r,r,r,r,r,r,r,r,F4,r,F3,r
984.25,489.28,248,2.25,E6,r,C#5,r,E5,r,C#4,A2,r,G5,E5,r,r,r,r,r,r,r,r,r,E4,r,E3,r
984.5,489.3842,248,2.5,E6,r,C#5,r,E5,r,C#4,A2,r,G5,E5,r,r,r,r,r,r,r,r,r,D4,r,D3,r
984.75,489.4884,248,2.75,E6,r,C#5,r,E5,r,C#4,A2,r,G5,E5,r,r,r,r,r,r,r,r,r,C#4,r,C#3,r
985.0,489.5925,248,3.0,E6,r,C#5,A4,E5,r,A3,D3,r,F5,E5,r,r,r,r,r,r,r,r,B-4,D4,B-3,D3,D2
985.25,489.6967,248,3.25,E6,r,C#5,A4,E5,r,A3,D3,r,F5,E5,r,r,r,r,r,r,r,r,A4,D4,A3,D3,D2
985.5,489.8009,248,3.5,E6,r,C#5,A4,E5,r,A3,D3,r,F5,E5,r,r,r,r,r,r,r,r,G4,r,G3,r,D2
985.75,489.905,248,3.75,E6,r,C#5,A4,E5,r,A3,D3,r,F5,E5,r,r,r,r,r,r,r,r,F4,r,F3,r,D2
986.0,490.0092,248,4.0,D6,r,D5,A4,D5,r,A3,D3,r,F5,D5,r,r,r,r,r,r,r,r,G4,r,G3,r,r
986.25,490.1134,248,4.25,D6,r,D5,A4,D5,r,A3,D3,r,F5,D5,r,r,r,r,r,r,r,r,F4,r,F3,r,r
986.5,490.2175,248,4.5,D6,r,D5,A4,D5,r,A3,D3,r,F5,D5,r,r,r,r,r,r,r,r,E4,r,E3,r,r
986.75,490.3217,248,4.75,D6,r,D5,A4,D5,r,A3,D3,r,F5,D5,r,r,r,r,r,r,r,r,D4,r,D3,r,r
987.0,490.4259,249,1.0,D6,r,E5,C5,D5,r,G3,G3,r,E5,D5,r,r,r,r,r,r,r,r,E4,A4,E3,A3,G2
987.25,490.53,249,1.25,D6,r,E5,C5,D5,r,G3,G3,r,E5,D5,r,r,r,r,r,r,r,r,E4,G4,E3,G3,G2
987.5,490.6342,249,1.5,D6,r,E5,C5,D5,r,G3,G3,r,E5,D5,r,r,r,r,r,r,r,r,r,F4,r,F3,G2
987.75,490.7384,249,1.75,D6,r,E5,C5,D5,r,G3,G3,r,E5,D5,r,r,r,r,r,r,r,r,r,E4,r,E3,G2
988.0,490.8425,249,2.0,C6,r,E5,C5,C5,r,r,G3,r,E5,C5,r,r,r,r,r,r,r,r,r,F4,r,F3,r
988.25,490.9467,249,2.25,C6,r,E5,C5,C5,r,r,G3,r,E5,C5,r,r,r,r,r,r,r,r,r,E4,r,E3,r
988.5,491.0509,249,2.5,C6,r,E5,C5,C5,r,r,G3,r,E5,C5,r,r,r,r,r,r,r,r,r,D4,r,D3,r
988.75,491.155,249,2.75,C6,r,E5,C5,C5,r,r,G3,r,E5,C5,r,r,r,r,r,r,r,r,r,C4,r,C3,r
989.0,491.2592,249,3.0,C6,r,F5,D5,C5,r,r,G2,r,D5,G4,r,r,r,r,r,r,r,r,G4,D4,G3,G2,G1
989.25,491.3634,249,3.25,C6,r,F5,D5,C5,r,r,G2,r,D5,G4,r,r,r,r,r,r,r,r,F4,D4,F3,G2,G1
989.5,491.4675,249,3.5,C6,r,F5,D5,C5,r,r,G2,r,D5,G4,r,r,r,r,r,r,r,r,E4,r,E3,r,G1
989.75,491.5717,249,3.75,C6,r,F5,D5,C5,r,r,G2,r,D5,G4,r,r,r,r,r,r,r,r,D4,r,D3,r,G1
990.0,491.6759,249,4.0,B5,r,F5,D5,B4,r,r,G2,r,r,r,r,r,r,r,r,r,r,r,E4,r,G3,r,r
990.25,491.78,249,4.25,B5,r,F5,D5,B4,r,r,G2,r,r,r,r,r,r,r,r,r,r,r,D4,r,F3,r,r
990.5,491.8842,249,4.5,B5,r,F5,D5,B4,r,r,G2,r,r,r,r,r,r,r,r,r,r,r,C4,r,E3,r,r
990.75,491.9884,249,4.75,B5,r,F5,D5,B4,r,r,G2,r,r,r,r,r,r,r,r,r,r,r,B3,r,D3,r,r
991.0,492.0925,250,1.0,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r,r,r,r,r,r,C4,C5,E3,C3,C2
991.25,492.1967,250,1.25,r,r,r,r,r,r,r,r,r,G5,E5,r,r,r,r,r,r,r,r,C4,B-4,E3,C3,C2
991.5,492.3009,250,1.5,r,C6,r,r,r,r,C4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,G#4,r,E3,C2
991.75,492.405,250,1.75,r,C6,r,r,r,r,C4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,G4,r,E3,C2
992.0,492.5092,250,2.0,r,B5,r,r,r,r,B3,r,r,G5,E5,r,r,r,r,r,r,r,r,r,G#4,r,G3,r
992.25,492.6134,250,2.25,r,B5,r,r,r,r,B3,r,r,G5,E5,r,r,r,r,r,r,r,r,r,G4,r,G3,r
992.5,492.7175,250,2.5,r,C6,r,r,r,r,C4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,F4,r,C4,r
992.75,492.8217,250,2.75,r,C6,r,r,r,r,C4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,E4,r,C4,r
993.0,492.9259,250,3.0,r,G#5,r,r,r,r,G#3,F3,r,G#5,F5,r,r,r,r,r,r,r,r,C#5,F4,r,F3,r
993.25,493.03,250,3.25,r,G#5,r,r,r,r,G#3,F3,r,G#5,F5,r,r,r,r,r,r,r,r,C5,F4,r,F3,r
993.5,493.1342,250,3.5,C#6,G#5,C#5,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,G#3,r
993.75,493.2384,250,3.75,C#6,G#5,C#5,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,G#3,r
994.0,493.3425,250,4.0,C6,G#5,C5,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,C#4,r
994.25,493.4467,250,4.25,C6,G#5,C5,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,C#4,r
994.5,493.5509,250,4.5,C#6,G#5,C#5,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,F3,r
994.75,493.655,250,4.75,C#6,G#5,C#5,r,r,r,G#3,F3,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,F3,r
995.0,493.7592,251,1.0,G5,r,G4,r,r,r,G3,E3,r,G5,E5,r,r,r,r,r,r,r,r,E4,C5,r,E3,r
995.25,493.8634,251,1.25,G5,r,G4,r,r,r,G3,E3,r,G5,E5,r,r,r,r,r,r,r,r,E4,B-4,r,E3,r
995.5,493.9675,251,1.5,G5,C6,G4,r,r,r,C4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,G#4,r,G3,r
995.75,494.0717,251,1.75,G5,C6,G4,r,r,r,C4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,G4,r,G3,r
996.0,494.1759,251,2.0,G5,B5,G4,r,r,r,B3,r,r,G5,E5,r,r,r,r,r,r,r,r,r,G#4,r,C4,r
996.25,494.28,251,2.25,G5,B5,G4,r,r,r,B3,r,r,G5,E5,r,r,r,r,r,r,r,r,r,G4,r,C4,r
996.5,494.3842,251,2.5,G5,C6,G4,r,r,r,C4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,F4,r,E3,r
996.75,494.4884,251,2.75,G5,C6,G4,r,r,r,C4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,E4,r,E3,r
997.0,494.5925,251,3.0,r,G#5,r,r,r,r,G#3,r,r,G#5,F5,r,r,r,r,r,r,r,r,C#5,F4,r,F3,r
997.25,494.6967,251,3.25,r,G#5,r,r,r,r,G#3,r,r,G#5,F5,r,r,r,r,r,r,r,r,C5,F4,r,F3,r
997.5,494.8009,251,3.5,C#6,G#5,C#5,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,G#3,r
997.75,494.905,251,3.75,C#6,G#5,C#5,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,G#3,r
998.0,495.0092,251,4.0,C6,G#5,C5,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,C#4,r
998.25,495.1134,251,4.25,C6,G#5,C5,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,C#4,r
998.5,495.2175,251,4.5,C#6,G#5,C#5,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,F3,r
998.75,495.3217,251,4.75,C#6,G#5,C#5,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,F3,r
999.0,495.4259,252,1.0,G#6,C#6,G#5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,E4,C#5,r,E3,E2
999.25,495.53,252,1.25,G#6,C#6,G#5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,E4,B4,r,E3,E2
999.5,495.6342,252,1.5,G#6,C#6,G#5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,G#3,E2
999.75,495.7384,252,1.75,G#6,C#6,G#5,C#5,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,G#3,E2
1000.0,495.8425,252,2.0,G#6,C#6,G#5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,C#4,r
1000.25,495.9467,252,2.25,G#6,C#6,G#5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,C#4,r
1000.5,496.0509,252,2.5,G#6,C#6,G#5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,E3,r
1000.75,496.155,252,2.75,G#6,C#6,G#5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,E3,r
1001.0,496.2592,252,3.0,G#6,B5,G#5,B4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,r,D3,D2
1001.25,496.3634,252,3.25,G#6,B5,G#5,B4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,r,D3,D2
1001.5,496.4675,252,3.5,G#6,B5,G#5,B4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,G#3,D2
1001.75,496.5717,252,3.75,G#6,B5,G#5,B4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,G#3,D2
1002.0,496.6759,252,4.0,G#6,B5,G#5,B4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,B3,r
1002.25,496.78,252,4.25,G#6,B5,G#5,B4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,B3,r
1002.5,496.8842,252,4.5,G#6,B5,G#5,B4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,D3,r
1002.75,496.9884,252,4.75,G#6,B5,G#5,B4,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,D3,r
1003.0,497.0925,253,1.0,G#6,B5,G#5,B4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#5,r,C#3,C#2
1003.25,497.1967,253,1.25,G#6,B5,G#5,B4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,F4,B4,r,C#3,C#2
1003.5,497.3009,253,1.5,G#6,B5,G#5,B4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,G#3,C#2
1003.75,497.405,253,1.75,G#6,B5,G#5,B4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,G#3,C#2
1004.0,497.5092,253,2.0,G#6,B5,G#5,B4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,B3,r
1004.25,497.6134,253,2.25,G#6,B5,G#5,B4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,B3,r
1004.5,497.7175,253,2.5,G#6,B5,G#5,B4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,F3,r
1004.75,497.8217,253,2.75,G#6,B5,G#5,B4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,F3,r
1005.0,497.9259,253,3.0,G#6,A5,G#5,A4,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,r,F#2,F#2
1005.25,498.03,253,3.25,G#6,A5,G#5,A4,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,r,F#2,F#2
1005.5,498.1342,253,3.5,G#6,A5,G#5,A4,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,F#3,F#2
1005.75,498.2384,253,3.75,G#6,A5,G#5,A4,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,F#3,F#2
1006.0,498.3425,253,4.0,F#6,A5,F#5,A4,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,A3,r
1006.25,498.4467,253,4.25,F#6,A5,F#5,A4,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,A3,r
1006.5,498.5509,253,4.5,F#6,A5,F#5,A4,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,C#3,r
1006.75,498.655,253,4.75,F#6,A5,F#5,A4,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,C#3,r
1007.0,498.7592,254,1.0,F#6,G#5,F#5,G#4,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C#5,r,B2,B2
1007.25,498.8634,254,1.25,F#6,G#5,F#5,G#4,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,G#4,B4,r,B2,B2
1007.5,498.9675,254,1.5,F#6,G#5,F#5,G#4,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,G#3,B2
1007.75,499.0717,254,1.75,F#6,G#5,F#5,G#4,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,G#3,B2
1008.0,499.1759,254,2.0,E6,G#5,E5,G#4,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,B3,r
1008.25,499.28,254,2.25,E6,G#5,E5,G#4,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E4,B3,r
1008.5,499.3842,254,2.5,E6,G#5,E5,G#4,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E4,E3,r
1008.75,499.4884,254,2.75,E6,G#5,E5,G#4,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,r
1009.0,499.5925,254,3.0,E6,F#5,E5,F#4,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,A4,B2,B1
1009.25,499.6967,254,3.25,E6,F#5,E5,F#4,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,A4,B2,B1
1009.5,499.8009,254,3.5,E6,F#5,E5,F#4,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,A4,F#3,B1
1009.75,499.905,254,3.75,E6,F#5,E5,F#4,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,A4,F#3,B1
1010.0,500.0092,254,4.0,E-6,F#5,E-5,F#4,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,A4,B3,r
1010.25,500.1134,254,4.25,E-6,F#5,E-5,F#4,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,A4,B3,r
1010.5,500.2175,254,4.5,E-6,F#5,E-5,F#4,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,A4,B2,r
1010.75,500.3217,254,4.75,E-6,F#5,E-5,F#4,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,A4,B2,r
1011.0,500.4259,255,1.0,E6,r,r,r,A5,r,E4,r,r,C5,C4,r,r,r,r,r,r,r,r,E4,A4,A4,C3,C2
1011.25,500.53,255,1.25,E6,r,r,r,A5,r,E4,r,r,C5,C4,r,r,r,r,r,r,r,r,E4,G4,A4,C3,C2
1011.5,500.6342,255,1.5,E6,r,r,r,A5,r,E4,r,r,C5,C4,r,r,r,r,r,r,r,r,r,F4,A4,A3,C2
1011.75,500.7384,255,1.75,E6,r,r,r,A5,r,E4,r,r,C5,C4,r,r,r,r,r,r,r,r,r,E4,A4,A3,C2
1012.0,500.8425,255,2.0,E6,r,r,r,A5,r,E4,r,r,C5,E4,r,r,r,r,r,r,r,r,r,F4,A4,C4,r
1012.25,500.9467,255,2.25,E6,r,r,r,A5,r,E4,r,r,C5,E4,r,r,r,r,r,r,r,r,r,E4,A4,C4,r
1012.5,501.0509,255,2.5,E6,r,r,r,A5,r,E4,r,r,C5,E4,r,r,r,r,r,r,r,r,r,D4,A4,E3,r
1012.75,501.155,255,2.75,E6,r,r,r,A5,r,E4,r,r,C5,E4,r,r,r,r,r,r,r,r,r,C4,A4,E3,r
1013.0,501.2592,255,3.0,E6,r,r,r,G5,C5,E4,r,r,E5,G4,r,r,r,r,r,r,r,r,A4,C4,G4,B-2,B-1
1013.25,501.3634,255,3.25,E6,r,r,r,G5,C5,E4,r,r,E5,G4,r,r,r,r,r,r,r,r,G4,C4,G4,B-2,B-1
1013.5,501.4675,255,3.5,E6,r,r,r,G5,C5,E4,r,r,E5,G4,r,r,r,r,r,r,r,r,F4,r,G4,G3,B-1
1013.75,501.5717,255,3.75,E6,r,r,r,G5,C5,E4,r,r,E5,G4,r,r,r,r,r,r,r,r,E4,r,G4,G3,B-1
1014.0,501.6759,255,4.0,E6,r,r,r,G5,C5,E4,r,r,E5,C5,r,r,r,r,r,r,r,r,F4,r,G4,C4,r
1014.25,501.78,255,4.25,E6,r,r,r,G5,C5,E4,r,r,E5,C5,r,r,r,r,r,r,r,r,E4,r,G4,C4,r
1014.5,501.8842,255,4.5,E6,r,r,r,G5,C5,E4,r,r,E5,C5,r,r,r,r,r,r,r,r,D4,r,G4,E3,r
1014.75,501.9884,255,4.75,E6,r,r,r,G5,C5,E4,r,r,E5,C5,r,r,r,r,r,r,r,r,C4,r,G4,E3,r
1015.0,502.0925,256,1.0,E6,r,r,r,G5,C#5,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,C#4,A4,C#4,A2,A1
1015.25,502.1967,256,1.25,E6,r,r,r,G5,C#5,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,C#4,G4,C#4,A2,A1
1015.5,502.3009,256,1.5,E6,r,r,r,G5,C#5,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,F4,C#4,G3,A1
1015.75,502.405,256,1.75,E6,r,r,r,G5,C#5,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,E4,C#4,G3,A1
1016.0,502.5092,256,2.0,E6,r,r,r,G5,C#5,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,F4,C#4,C#4,r
1016.25,502.6134,256,2.25,E6,r,r,r,G5,C#5,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,E4,C#4,C#4,r
1016.5,502.7175,256,2.5,E6,r,r,r,G5,C#5,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,D4,C#4,E3,r
1016.75,502.8217,256,2.75,E6,r,r,r,G5,C#5,E4,r,r,G5,E5,r,r,r,r,r,r,r,r,r,C#4,C#4,E3,r
1017.0,502.9259,256,3.0,E6,r,r,r,F5,A4,E4,r,r,F5,A4,r,r,r,r,r,r,r,r,B-4,D4,D4,D3,D2
1017.25,503.03,256,3.25,E6,r,r,r,F5,A4,E4,r,r,F5,A4,r,r,r,r,r,r,r,r,A4,D4,D4,D3,D2
1017.5,503.1342,256,3.5,E6,r,r,r,F5,A4,E4,r,r,F5,A4,r,r,r,r,r,r,r,r,G4,r,D4,A3,D2
1017.75,503.2384,256,3.75,E6,r,r,r,F5,A4,E4,r,r,F5,A4,r,r,r,r,r,r,r,r,F4,r,D4,A3,D2
1018.0,503.3425,256,4.0,D6,r,r,r,F5,D5,D4,r,r,F5,A4,r,r,r,r,r,r,r,r,G4,r,D4,D4,r
1018.25,503.4467,256,4.25,D6,r,r,r,F5,D5,D4,r,r,F5,A4,r,r,r,r,r,r,r,r,F4,r,D4,D4,r
1018.5,503.5509,256,4.5,D6,r,r,r,F5,D5,D4,r,r,F5,A4,r,r,r,r,r,r,r,r,E4,r,D4,F3,r
1018.75,503.655,256,4.75,D6,r,r,r,F5,D5,D4,r,r,F5,A4,r,r,r,r,r,r,r,r,D4,r,D4,F3,r
1019.0,503.7592,257,1.0,D6,r,r,r,E5,G4,D4,r,r,E5,C5,r,r,r,r,r,r,r,r,E4,A4,G3,G2,G2
1019.25,503.8634,257,1.25,D6,r,r,r,E5,G4,D4,r,r,E5,C5,r,r,r,r,r,r,r,r,E4,G4,G3,G2,G2
1019.5,503.9675,257,1.5,D6,r,r,r,E5,G4,D4,r,r,E5,C5,r,r,r,r,r,r,r,r,r,F4,G3,E3,G2
1019.75,504.0717,257,1.75,D6,r,r,r,E5,G4,D4,r,r,E5,C5,r,r,r,r,r,r,r,r,r,E4,G3,E3,G2
1020.0,504.1759,257,2.0,C6,r,r,r,E5,G4,C4,r,r,E5,C5,r,r,r,r,r,r,r,r,r,F4,G3,C4,r
1020.25,504.28,257,2.25,C6,r,r,r,E5,G4,C4,r,r,E5,C5,r,r,r,r,r,r,r,r,r,E4,G3,C4,r
1020.5,504.3842,257,2.5,C6,r,r,r,E5,G4,C4,r,r,E5,C5,r,r,r,r,r,r,r,r,r,D4,G3,G3,r
1020.75,504.4884,257,2.75,C6,r,r,r,E5,G4,C4,r,r,E5,C5,r,r,r,r,r,r,r,r,r,C4,G3,G3,r
1021.0,504.5925,257,3.0,C6,r,r,r,D5,F4,C4,r,r,D5,G4,r,r,r,r,r,r,r,r,G4,D4,G3,G2,G1
1021.25,504.6967,257,3.25,C6,r,r,r,D5,F4,C4,r,r,D5,G4,r,r,r,r,r,r,r,r,F4,D4,G3,G2,G1
1021.5,504.8009,257,3.5,C6,r,r,r,D5,F4,C4,r,r,D5,G4,r,r,r,r,r,r,r,r,E4,r,G3,D3,G1
1021.75,504.905,257,3.75,C6,r,r,r,D5,F4,C4,r,r,D5,G4,r,r,r,r,r,r,r,r,D4,r,G3,D3,G1
1022.0,505.0092,257,4.0,B5,r,r,r,D5,F4,B3,r,r,D5,G4,r,r,r,r,r,r,r,r,E4,r,G3,G3,r
1022.25,505.1134,257,4.25,B5,r,r,r,D5,F4,B3,r,r,D5,G4,r,r,r,r,r,r,r,r,D4,r,G3,G3,r
1022.5,505.2175,257,4.5,B5,r,r,r,D5,F4,B3,r,r,D5,G4,r,r,r,r,r,r,r,r,C4,r,G3,r,r
1022.75,505.3217,257,4.75,B5,r,r,r,D5,F4,B3,r,r,D5,G4,r,r,r,r,r,r,r,r,B3,r,G3,r,r
1024.0,505.8425,258,2.0,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E2,E1
1024.5,506.0509,258,2.5,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,G6,G5,E3,E2,E1
1025.0,506.2592,258,3.0,r,r,r,r,r,r,C4,C3,r,r,r,r,r,r,r,r,r,r,r,E6,E5,C4,C3,C2
1026.0,506.6759,258,4.0,r,r,r,r,r,r,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,G#2,G#1
1026.5,506.8842,258,4.5,r,r,r,r,r,r,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,C6,C5,G#3,G#2,G#1
1027.0,507.0925,259,1.0,r,r,r,r,r,r,F4,F3,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,F4,F3,F2
1028.0,507.5092,259,2.0,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,D2
1028.5,507.7175,259,2.5,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,r,r,r,r,r,F5,D5,D4,D3,D2
1029.0,507.9259,259,3.0,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,B4,B3,B2
1030.0,508.3425,259,4.0,r,r,r,r,r,r,G3,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G2
1030.5,508.5509,259,4.5,r,r,r,r,r,r,G3,G3,r,r,r,r,r,r,r,r,r,r,r,B4,D4,G4,G3,G2
1031.0,508.7592,260,1.0,r,r,r,r,r,r,E-4,E-4,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,E-4,E-4,E-3
1032.0,509.1759,260,2.0,r,r,C5,C5,r,r,E-4,E-4,r,C5,C5,r,r,r,r,r,r,r,r,C5,G4,E-4,E-4,E-3
1032.25,509.28,260,2.25,r,r,C5,C5,r,r,D4,D4,r,C5,C5,r,r,r,r,r,r,r,r,B-4,F4,D4,D4,D3
1032.5,509.3842,260,2.5,r,r,C5,C5,r,r,C4,C4,r,C5,C5,r,r,r,r,r,r,r,r,G#4,E-4,C4,C4,C3
1032.75,509.4884,260,2.75,r,r,C5,C5,r,r,B3,B3,r,C5,C5,r,r,r,r,r,r,r,r,G4,D4,B3,B3,B2
1033.0,509.5925,260,3.0,r,r,G#5,G#5,r,r,C4,C4,r,G#5,C5,r,r,r,r,r,r,r,r,G#4,E-4,C4,C4,C3
1033.25,509.6967,260,3.25,r,r,G#5,G#5,r,r,B-3,B-3,r,G#5,C5,r,r,r,r,r,r,r,r,G4,D4,B-3,B-3,B-2
1033.5,509.8009,260,3.5,r,r,G#5,G#5,r,r,G#3,G#3,r,G#5,C5,r,r,r,r,r,r,r,r,F4,C4,G#3,G#3,G#2
1033.75,509.905,260,3.75,r,r,G#5,G#5,r,r,G3,G3,r,G#5,C5,r,r,r,r,r,r,r,r,E-4,B-3,G3,G3,G2
1034.0,510.0092,260,4.0,F5,F5,F5,F5,F4,F4,G#3,G#3,r,F5,C5,r,r,r,r,r,r,r,r,F4,C4,G#3,G#3,G#2
