qstamp,measure,beat,label,partName,partNum
0.0,1,1,a,Vla,5
16.0,5,1,a,Vln,4
40.0,11,1,a,Vln,0
56.0,15,1,a,Vc,6
60.0,16,1,a,Vln,4
73.0,19,1.5,a,Vln,0
88.0,23,1,a,Fl,1
107.0,27,2.5,b,Fl,1
122.0,31,2,b,Vln,0
137.0,35,1.5,b,Fl,1
140.0,36,1,a,Fl,1
160.0,41,1,c,Vln,0
168.0,43,1,a,Fl,1
176.0,45,1,a,Fl,2
184.0,47,1,c,Vln,0
208.0,53,1,a,Fl,2
216.0,55,1,a,Fl,1
224.0,57,1,c,Vln,0
249.0,63,1.5,d,Vln,0
257.0,65,1.5,d,Vln,4
264.0,67,1,a,Vc,6
280.0,71,1,c,Vla,5
296.0,75,1,c,Vln,4
304.0,77,1,c,Vla,5
312.0,79,1,a,Vln,0
320.0,81,1,a,Fl,1
344.5,87,1.25,c,Vln,0
360.0,91,1,c,Vln,0
368.0,93,1,c,Vln,0
376.5,95,1.25,c',Vln,0
400.5,101,1.25,c',Vln,0
416.0,105,1,a,Vln,3
425.0,107,1.5,a,Vln,4
429.0,108,1.5,a,Vln,3
433.0,109,1.5,a,Vln,4
437.0,110,1.5,a,Vln,3
441.0,111,1.5,a,Vln,4
445.0,112,1.5,a,Vln,3
448.0,113,1,e,Vln,0
476.0,120,1,c,Vln,0
504.0,127,1,a,Vln,3
520.0,131,1,a,Fl,1
531.0,133,2.5,f,Vln,0
536.0,135,1,a,Vc,6
548.0,138,1,f,Vln,4
552.0,139,1,f,Vla,5
556.0,140,1,f,Vln,4
560.0,141,1,f,Vla,5
564.0,142,1,f,Vln,4
568.0,143,1,f,Vla,5
572.0,144,1,f,Vln,4
576.0,145,1,f,Vla,5
580.0,146,1,f,Vln,4
584.0,147,1,f,Vla,5
588.5,148,1.25,f,Vln,4
596.5,150,1.25,f,Vla,5
604.0,152,1,a,Fl,1
612.0,154,1,c,Vln,0
617.0,155,1.5,a,Fl,1
620.0,156,1,c,Vln,0
629.0,158,1.5,a,Fl,1
632.5,159,1.25,g,Fl,1
634.5,159,2.25,g,Fl,2
636.5,160,1.25,g,Fl,1
638.5,160,2.25,g,Fl,2
644.5,162,1.25,g,Fl,1
646.5,162,2.25,g,Fl,2
648.5,163,1.25,g,Fl,1
650.5,163,2.25,g,Fl,2
652.5,164,1.25,g,Fl,1
654.5,164,2.25,g,Fl,2
660.5,166,1.25,g,Fl,1
672.5,169,1.25,g,Fl,2
674.5,169,2.25,g,Fl,1
676.5,170,1.25,g,Fl,2
678.5,170,2.25,g,Fl,1
680.5,171,1.25,g,Fl,2
684.5,172,1.25,g,Fl,1
688.5,173,1.25,g,Fl,2
696.0,175,1,a,Vln,0
712.0,179,1,a,Fl,1
720.0,181,1,a,Fl,2
728.0,183,1,c,Vln,0
752.0,189,1,a,Vln,0
768.0,193,1,a,Fl,2
776.0,195,1,a,Fl,1
784.0,197,1,c,Vln,0
809.0,203,1.5,d,Vln,0
817.0,205,1.5,d,Vln,4
824.0,207,1,a,Vc,6
832.0,209,1,c,Vla,5
840.0,211,1,c,Vln,4
856.0,215,1,c,Vla,5
864.0,217,1,c,Vln,4
873.0,219,1.5,h,Fl,1
881.0,221,1.5,h,Vln,3
889.0,223,1.5,h,Fl,1
896.0,225,1,a,Vln,0
898.0,225,2,a,Fl,1
917.0,230,1.5,h,Vln,0
925.0,232,1.5,h,Vln,0
933.0,234,1.5,h,Vln,0
952.0,239,1,a,Fl,1
