qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,C Trumpet 1,C Trumpet 2,"C, G Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
1140.0,1148.0,P8(Eb Horn 1),,,,,,P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P8(Flute 1),,"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1148.0,1152.0,"P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)",P8(Bb Clarinet),P8(Bb Clarinet 2),"P8(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)",P8(Flute 2),P8(Oboe 1),"P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)","P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(C, G Timpani)&P8(Violoncello)&P8(Contrabass)",U(Eb Horn 2),U(Eb Horn 1),"P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)","P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C, G Timpani)&P8(Violoncello)&P8(Contrabass)",P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Violoncello)&P8(Contrabass),Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),"P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Contrabass)","P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violoncello)"
1152.0,1158.0,Main Part,U(Main)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 2),P8(Oboe 1),P8(Main)&P8(Flute 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Bb Clarinet)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1),,,P8(C Trumpet 2),P8(C Trumpet 1),,U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1158.0,1162.0,P8(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P4(Oboe 1)&P4(Oboe 2)&U(Bb Clarinet)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P8(Oboe 2)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P8(Oboe 1)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P8(Flute 1)&U(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&U(Bb Clarinet)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1),,,P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&U(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)
1162.0,1166.0,Main Part,P8(Main)&U(Bb Clarinet)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 2),P8(Oboe 1),P8(Main)&U(Flute 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&U(Flute 2)&U(Bb Clarinet)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1),,,P8(C Trumpet 2),P8(C Trumpet 1),,P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
1166.0,1170.0,P6(Flute 2)&P5(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2),P6(Flute 1)&P2(Oboe 1)&P2(Oboe 2)&P6(Bb Clarinet)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2),P5(Flute 1)&P2(Flute 2)&P8(Oboe 2)&P5(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2),P5(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1)&U(Eb Horn 2),P8(Flute 1)&P6(Flute 2)&P5(Oboe 1)&P5(Oboe 2)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2),P6(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P2(Oboe 2)&P6(Bb Clarinet)&P6(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2),P8(Flute 1)&P6(Flute 2)&P5(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet)&P6(Bb Clarinet 2)&P6(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2),P6(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P2(Oboe 2)&P6(Bb Clarinet)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2),P5(Flute 1)&P2(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P5(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 2),P5(Flute 1)&P2(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P5(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1170.0,1174.0,Main Part,P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Oboe 2)&P8(Eb Horn 1)&P8(Eb Horn 2),P8(Oboe 1)&U(Eb Horn 1)&U(Eb Horn 2),P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(Bb Clarinet),P8(Flute 2)&P8(Bb Clarinet 2),P8(Oboe 1)&U(Oboe 2)&U(Eb Horn 2),P8(Oboe 1)&U(Oboe 2)&U(Eb Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),P3(Violin 1)&P3(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),"P3(C, G Timpani)&P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass)","P3(C, G Timpani)&P8(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass)","P8(C, G Timpani)&P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass)","U(C, G Timpani)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass)","P8(C, G Timpani)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)"
1174.0,1178.0,P6(Flute 2)&P5(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2),P6(Flute 1)&P2(Oboe 1)&P2(Oboe 2)&P6(Bb Clarinet)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2),P5(Flute 1)&P2(Flute 2)&P8(Oboe 2)&P5(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2),P5(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1)&U(Eb Horn 2),P8(Flute 1)&P6(Flute 2)&P5(Oboe 1)&P5(Oboe 2)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2),P6(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P2(Oboe 2)&P6(Bb Clarinet)&P6(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2),P8(Flute 1)&P6(Flute 2)&P5(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet)&P6(Bb Clarinet 2)&P6(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2),P6(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P2(Oboe 2)&P6(Bb Clarinet)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2),P5(Flute 1)&P2(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P5(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 2),P5(Flute 1)&P2(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P5(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1178.0,1186.0,Main Part,P8(Bb Clarinet 2),,,P8(Main)&P8(Bassoon 1),P8(Flute 2),P8(Main)&P8(Bb Clarinet),,U(Eb Horn 2),U(Eb Horn 1),,,P5(Violin 1)&P4(Violin 2)&P5(Viola)&P4(Violoncello)&P4(Contrabass),"P5(C, G Timpani)&P2(Violin 2)&P8(Viola)&P2(Violoncello)&P2(Contrabass)","P4(C, G Timpani)&P2(Violin 1)&P2(Viola)&P8(Violoncello)&P8(Contrabass)","P5(C, G Timpani)&P8(Violin 1)&P2(Violin 2)&P2(Violoncello)&P2(Contrabass)","P4(C, G Timpani)&P2(Violin 1)&P8(Violin 2)&P2(Viola)&P8(Contrabass)","P4(C, G Timpani)&P2(Violin 1)&P8(Violin 2)&P2(Viola)&P8(Violoncello)"
1186.0,1188.0,P2(Flute 2)&U(Oboe 1)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P2(Eb Horn 2),P2(Flute 1)&P2(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2),U(Flute 1)&P2(Flute 2)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P2(Eb Horn 2),P2(Flute 1)&U(Flute 2)&P2(Oboe 1)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2),P5(Flute 1)&P4(Flute 2)&P5(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P4(Bassoon 2)&P5(Eb Horn 1)&P4(Eb Horn 2),P5(Flute 1)&P4(Flute 2)&P5(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P5(Bassoon 1)&P4(Bassoon 2)&P5(Eb Horn 1)&P4(Eb Horn 2),P8(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P2(Bassoon 2)&P8(Eb Horn 1)&P2(Eb Horn 2),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P2(Eb Horn 1)&P8(Eb Horn 2),P8(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2)&P2(Eb Horn 2),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1),"P8(C Trumpet 2)&P8(C, G Timpani)&P5(Main)&P5(Viola)","P8(C Trumpet 1)&P8(C, G Timpani)&P5(Main)&P5(Viola)",P8(C Trumpet 1)&P8(C Trumpet 2)&P5(Main)&P5(Viola),Main Part,,"P5(C Trumpet 1)&P5(C Trumpet 2)&P5(C, G Timpani)&P8(Main)",P8(Contrabass),P8(Violoncello)
1188.0,1196.0,Main Part,,,,,,,,,,"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1196.0,1202.0,U(Flute 2)&U(Oboe 1)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2),U(Flute 1)&U(Oboe 1)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2),U(Flute 1)&U(Flute 2)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2),P5(Flute 1)&P5(Flute 2)&P5(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P4(Bassoon 2),P5(Flute 1)&P5(Flute 2)&P5(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P5(Bassoon 1)&P4(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P2(Bassoon 2),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P2(Bassoon 1),"P5(C Trumpet 1)&P5(C Trumpet 2)&P5(C, G Timpani)",,"P5(Eb Horn 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P5(Eb Horn 1)&P8(C Trumpet 1)&P8(C, G Timpani)",P5(Eb Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
1202.0,1204.0,Main Part,U(Main)&U(Oboe 1)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P8(Bassoon 1),U(Main)&U(Flute 2)&P5(Bb Clarinet)&P5(Bb Clarinet 2)&P8(Bassoon 1),P8(Bassoon 2),P5(Main)&P5(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 2)&P5(Bassoon 1),P5(Main)&P5(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet)&P5(Bassoon 1),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet)&P5(Bb Clarinet 2),P8(Oboe 2),"P5(C Trumpet 1)&P5(C Trumpet 2)&P5(C, G Timpani)",,"P5(Eb Horn 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P5(Eb Horn 1)&P8(C Trumpet 1)&P8(C, G Timpani)",P5(Eb Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P2(Violin 2)&P8(Viola)&P2(Violoncello)&P2(Contrabass),P2(Violin 1)&P2(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P2(Violin 2)&P2(Violoncello)&P2(Contrabass),P2(Violin 1)&P8(Violin 2)&P2(Viola)&P8(Contrabass),P2(Violin 1)&P8(Violin 2)&P2(Viola)&P8(Violoncello)
1204.0,1209.0,P5(Oboe 1)&P8(Bb Clarinet),P8(Oboe 2)&P8(Bb Clarinet 2),P5(Flute 1)&P5(Bb Clarinet),P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 1)&P5(Oboe 1),P8(Flute 2)&P8(Oboe 2),,,,,"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
1209.0,1210.0,"P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Main)&P8(C Trumpet 2)&P8(C, G Timpani)","P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Main)&P3(C Trumpet 2)&P3(C, G Timpani)","P5(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2)&P5(Main)&P5(C Trumpet 2)&P5(C, G Timpani)","P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Main)&P3(C Trumpet 2)&P3(C, G Timpani)","P8(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Main)&P8(C Trumpet 2)&P8(C, G Timpani)","P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Main)&P3(C Trumpet 2)&P3(C, G Timpani)","P5(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet)&P3(Bb Clarinet 2)&P5(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2)&P5(Main)&P5(C Trumpet 2)&P5(C, G Timpani)","P8(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Main)&U(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 2)&U(Main)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&U(Main)&P8(C Trumpet 2)&P8(C, G Timpani)",Main Part,"P8(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P5(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Main)&P8(C, G Timpani)",P8(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P5(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Main)&P8(C Trumpet 2),U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1210.0,1211.0,"P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P4(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)","P3(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P3(Bb Clarinet)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(C, G Timpani)","P4(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P4(Bb Clarinet)&U(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)","P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P4(Flute 1)&P8(Flute 2)&P6(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet)&P6(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)","P3(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet)&P6(Bb Clarinet 2)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(C, G Timpani)","P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&U(Eb Horn 2)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
