qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1.0,0.0,a,Fl,0
25.0,9,2.0,0.3333,a,Vln,19
46.0,16,2.0,0.3333,b,Ob,2
52.0,18,2.0,0.3333,b,Fl,0
58.0,20,2.0,0.3333,b,Cl,4
64.0,22,2.0,0.3333,b,Fl,0
75.0,26,1.0,0.0,b,Fl,1
78.0,27,1.0,0.0,b,Fl,0
81.0,28,1.0,0.0,b,Fl,1
84.0,29,1.0,0.0,b,Fl,0
93.0,32,1.0,0.0,b,Ob,2
96.0,33,1.0,0.0,c,Vln,19
120.5,41,1.5,0.1667,c,Vln,19
126.5,43,1.5,0.1667,c,Vln,19
138.5,47,1.5,0.1667,c,Vln,19
149.5,50,3.5,0.8333,c,Vln,19
155.5,52,3.5,0.8333,c,Vln,19
158.5,53,3.5,0.8333,c,Vln,19
161.5,54,3.5,0.8333,c,Vln,19
167.75,56,3.75,0.9167,c,Vln,19
168.75,57,1.75,0.25,c,Fl,0
170.75,57,3.75,0.9167,c,Vln,19
171.75,58,1.75,0.25,c,Fl,0
173.75,58,3.75,0.9167,c,Vln,19
174.75,59,1.75,0.25,c,Fl,0
176.75,59,3.75,0.9167,c,Vln,19
177.75,60,1.75,0.25,c,Fl,0
179.75,60,3.75,0.9167,c,Vln,19
180.75,61,1.75,0.25,c,Fl,0
182.75,61,3.75,0.9167,c,Vln,19
183.75,62,1.75,0.25,c,Fl,0
189.75,64,1.75,0.25,c,Ob,2
192.5,65,1.5,0.1667,d,Cl,4
198.5,67,1.5,0.1667,d,Cl,4
204.5,69,1.5,0.1667,d,Fl,0
216.5,73,1.5,0.1667,d,Fl,1
222.5,75,1.5,0.1667,d,Fl,1
228.5,77,1.5,0.1667,d,Fl,0
234.0,79,1.0,0.0,d,Cl,4
240.0,81,1.0,0.0,e,Vln,19
243.0,82,1.0,0.0,e,Fl,1
246.0,83,1.0,0.0,e,Vln,19
249.0,84,1.0,0.0,e,Fl,1
252.0,85,1.0,0.0,e,Vln,19
255.0,86,1.0,0.0,e,Fl,1
258.0,87,1.0,0.0,e,Vln,19
261.0,88,1.0,0.0,e,Ob,2
264.0,89,1.0,0.0,e,Vln,19
267.0,90,1.0,0.0,e,Ob,2
270.0,91,1.0,0.0,e,Vln,19
273.0,92,1.0,0.0,e,Ob,2
275.0,92,3.0,0.6667,e,Bsn,6
278.0,93,3.0,0.6667,e,Fl,0
