qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,B,11
20.0,3,3,0.5,a,T,10
43.0,6,2.5,0.375,a,B,11
64.0,9,1,0.0,a,A,9
84.0,11,3,0.5,a,S,8
107.0,14,2.5,0.375,a,A,9
112.0,15,1,0.0,a,T,10
129.0,17,1.5,0.125,a,A,9
140.0,18,3,0.5,a,A,9
154.0,20,2,0.25,a,S,8
160.0,21,1,0.0,a,S,8
173.0,22,3.5,0.625,a,T,10
186.0,24,2,0.25,a,A,9
192.0,25,1,0.0,a,B,11
214.0,27,4,0.75,a,S,8
228.0,29,3,0.5,a,T,10
242.0,31,2,0.25,a,A,9
245.0,31,3.5,0.625,b,B,11
249.0,32,1.5,0.125,b,T,10
253.0,32,3.5,0.625,b,A,9
257.0,33,1.5,0.125,b,S,8
261.0,33,3.5,0.625,b,B,11
268.0,34,3,0.5,b,S,8
276.0,35,3,0.5,a,A,9
280.0,36,1,0.0,a,T,10
298.0,38,2,0.25,c,A,9
305.0,39,1.5,0.125,c,T,10
309.0,39,3.5,0.625,c,A,9
313.0,40,1.5,0.125,c,T,10
316.0,40,3,0.5,a,S,8
320.0,41,1,0.0,a,B,11
337.0,43,1.5,0.125,b,A,9
341.0,43,3.5,0.625,b,S,8
345.0,44,1.5,0.125,b,B,11
349.0,44,3.5,0.625,b,T,10
360.0,46,1,0.0,b,A,9
369.0,47,1.5,0.125,b,S,8
379.0,48,2.5,0.375,b,T,10
391.0,49,4.5,0.875,b,A,9
401.0,51,1.5,0.125,b,S,8
405.0,51,3.5,0.625,b,A,9
409.0,52,1.5,0.125,b,T,10
413.0,52,3.5,0.625,b,B,11
417.0,53,1.5,0.125,b,S,8
426.0,54,2,0.25,a,B,11
432.0,55,1,0.0,a,S,8
453.0,57,3.5,0.625,a,T,10
457.0,58,1.5,0.125,a,S,8
