qstamp,tstamp,measure,beat,Principal Violin,Flute 1,Flute 2,Violin 1,Violin 2,Viola,Violoncello,Violone,Continuo
192.75,118.6154,129,1.5,C#5,F#5,E5,D5,B4,B-3,B-3,r,r
193.0,118.7692,129,1.6667,C#5,F#5,E5,C#5,B-4,B-3,B-3,r,r
193.25,118.9231,129,1.8333,B-4,F#5,E5,D5,B4,B-3,B-3,r,r
193.5,119.0769,130,1.0,B-4,F#5,E5,E5,C#5,B-3,B-3,r,r
193.75,119.2308,130,1.1667,C#5,F#5,E5,D5,B4,B-3,B-3,r,r
194.0,119.3846,130,1.3333,C#5,F#5,E5,C#5,B-4,B-3,B-3,r,r
194.25,119.5385,130,1.5,B-4,F#5,E5,D5,B4,B-3,B-3,r,r
194.5,119.6923,130,1.6667,B-4,F#5,E5,E5,C#5,B-3,B-3,r,r
194.75,119.8462,130,1.8333,F#4,F#5,E5,E5,C#5,B-3,B-3,r,r
195.0,120.0,131,1.0,F#4,F#5,E5,E5,C#5,B-3,B-3,r,r
195.25,120.1538,131,1.1667,E5,F#5,E5,D5,B4,B-3,B-3,r,r
195.5,120.3077,131,1.3333,E5,F#5,E5,C#5,B-4,B-3,B-3,r,r
195.75,120.4615,131,1.5,C#5,F#5,E5,D5,B4,B-3,B-3,r,r
196.0,120.6154,131,1.6667,C#5,F#5,E5,E5,C#5,B-3,B-3,r,r
196.25,120.7692,131,1.8333,B-4,F#5,E5,D5,B4,B-3,B-3,r,r
196.5,120.9231,132,1.0,B-4,F#5,E5,E5,C#5,B-3,B-3,r,r
196.75,121.0769,132,1.1667,F#4,F#5,E5,G5,E5,B-3,B-3,r,r
197.0,121.2308,132,1.3333,B-4,F#5,E5,F#5,D5,B-3,B-3,r,r
197.25,121.3846,132,1.5,C#5,F#5,E5,E5,C#5,B-3,B-3,r,r
197.5,121.5385,132,1.6667,F#5,F#5,E5,D5,B4,B-3,B-3,r,r
197.75,121.6923,132,1.8333,C#5,F#5,E5,C#5,C#5,B-3,B-3,r,r
198.0,121.8462,133,1.0,E-5,F#5,E-5,E-5,A4,B3,B3,B1,B2
198.25,122.0,133,1.1667,B5,E5,C#5,E-5,A4,B3,B3,B1,B2
198.5,122.1538,133,1.3333,B5,F#5,E-5,E-5,A4,B3,B3,r,r
198.75,122.3077,133,1.5,F#5,G5,E5,E-5,A4,B3,B3,r,r
199.0,122.4615,133,1.6667,F#5,F#5,E-5,E-5,A4,B3,B3,r,r
199.25,122.6154,133,1.8333,E-5,G5,E5,E-5,A4,B3,B3,r,r
199.5,122.7692,134,1.0,E-5,A5,F#5,E-5,A4,B3,B3,r,r
199.75,122.9231,134,1.1667,F#5,G5,E5,E-5,A4,B3,B3,r,r
200.0,123.0769,134,1.3333,F#5,F#5,E-5,E-5,A4,B3,B3,r,r
200.25,123.2308,134,1.5,E-5,G5,E5,E-5,A4,B3,B3,r,r
200.5,123.3846,134,1.6667,E-5,A5,F#5,E-5,A4,B3,B3,r,r
200.75,123.5385,134,1.8333,B4,A5,F#5,E-5,A4,B3,B3,r,r
201.0,123.6923,135,1.0,B4,A5,F#5,E-5,A4,B3,B3,r,r
201.25,123.8462,135,1.1667,A5,G5,E5,E-5,A4,B3,B3,r,r
201.5,124.0,135,1.3333,A5,F#5,E-5,E-5,A4,B3,B3,r,r
201.75,124.1538,135,1.5,F#5,G5,E5,E-5,A4,B3,B3,r,r
202.0,124.3077,135,1.6667,F#5,A5,F#5,E-5,A4,B3,B3,r,r
202.25,124.4615,135,1.8333,E-5,G5,E5,E-5,A4,B3,B3,r,r
202.5,124.6154,136,1.0,E-5,A5,F#5,E-5,A4,B3,B3,r,r
202.75,124.7692,136,1.1667,B4,C6,A5,E-5,A4,B3,B3,r,r
203.0,124.9231,136,1.3333,E-5,B5,G5,E-5,A4,B3,B3,r,r
203.25,125.0769,136,1.5,F#5,A5,F#5,E-5,A4,B3,B3,r,r
203.5,125.2308,136,1.6667,B5,G5,E5,E-5,A4,B3,B3,r,r
203.75,125.3846,136,1.8333,D5,F#5,E-5,E-5,A4,B3,B3,r,r
204.0,125.5385,137,1.0,E5,G5,E5,E5,G4,B3,E3,E2,E3
204.25,125.6923,137,1.1667,E5,B5,G5,E5,G4,B3,E3,E2,E3
204.5,125.8462,137,1.3333,r,E6,B5,r,r,B3,r,r,r
204.75,126.0,137,1.5,r,B5,G5,r,r,B3,r,r,r
205.0,126.1538,137,1.6667,r,G5,E5,r,r,B3,r,r,r
205.25,126.3077,137,1.8333,r,E5,G5,r,r,B3,r,r,r
205.5,126.4615,138,1.0,F#5,E-5,F#5,F#5,E-5,B3,B2,B1,B2
205.75,126.6154,138,1.1667,F#5,F#5,E-5,F#5,E-5,B3,B2,B1,B2
206.0,126.7692,138,1.3333,r,B5,B4,r,r,B3,r,r,r
206.25,126.9231,138,1.5,r,F#5,E-5,r,r,B3,r,r,r
206.5,127.0769,138,1.6667,r,E-5,F#5,r,r,B3,r,r,r
206.75,127.2308,138,1.8333,r,B4,A5,r,r,B3,r,r,r
207.0,127.3846,139,1.0,B5,B5,G5,G5,E5,B3,E2,E1,E2
207.5,127.6923,139,1.3333,B5,A5,F#5,r,r,r,r,r,r
208.0,128.0,139,1.6667,B5,G5,E5,r,r,r,r,r,r
208.5,128.3077,140,1.0,B5,r,r,B5,G5,E4,r,r,C4
209.0,128.6154,140,1.3333,B5,G5,E5,r,r,r,r,r,r
209.25,128.7692,140,1.5,B5,A5,F#5,r,r,r,r,r,r
209.5,128.9231,140,1.6667,B5,B5,G5,r,r,r,r,r,r
210.0,129.2308,141,1.0,B5,A5,F#5,F#5,E-5,B4,r,r,E4
210.5,129.5385,141,1.3333,B5,G5,E5,r,r,B4,r,r,r
211.0,129.8462,141,1.6667,B5,F#5,E-5,r,r,r,r,r,r
211.5,130.1538,142,1.0,B5,r,r,A5,F#5,B3,r,r,B3
212.0,130.4615,142,1.3333,B5,F#5,E-5,r,r,B3,r,r,r
212.25,130.6154,142,1.5,B5,G5,E5,r,r,B3,r,r,r
212.5,130.7692,142,1.6667,B5,A5,F#5,r,r,r,r,r,r
213.0,131.0769,143,1.0,B5,G5,E5,G5,E5,E4,r,r,E4
213.25,131.2308,143,1.1667,B4,G5,E5,G5,E5,E4,r,r,E4
213.5,131.3846,143,1.3333,B4,B4,G4,r,r,r,r,r,r
213.75,131.5385,143,1.5,G#4,C#5,A4,r,r,r,r,r,r
214.0,131.6923,143,1.6667,G#4,D5,B4,E4,B3,G#3,E3,E2,E3
214.25,131.8462,143,1.8333,E4,D5,B4,E4,B3,G#3,E3,E2,E3
214.5,132.0,144,1.0,E4,D5,B4,E4,C#4,A3,A3,A2,A3
214.75,132.1538,144,1.1667,C#5,D5,B4,E4,C#4,A3,A3,A2,A3
215.0,132.3077,144,1.3333,C#5,C#5,A4,r,r,r,r,r,r
215.25,132.4615,144,1.5,B-4,E-5,B4,r,r,r,r,r,r
215.5,132.6154,144,1.6667,B-4,E5,C#5,F#4,G#4,B-3,F#3,F#2,F#3
215.75,132.7692,144,1.8333,F#4,E5,C#5,F#4,G#4,B-3,F#3,F#2,F#3
216.0,132.9231,145,1.0,F#4,E5,C#5,F#4,A4,B3,B3,B2,B3
216.25,133.0769,145,1.1667,E-5,E5,C#5,F#4,A4,B3,B3,B2,B3
216.5,133.2308,145,1.3333,E-5,E-5,B4,r,r,r,r,r,r
216.75,133.3846,145,1.5,B4,E5,C#5,r,r,r,r,r,r
217.0,133.5385,145,1.6667,B4,F#5,E-5,G4,A4,B3,G3,G2,G3
217.25,133.6923,145,1.8333,G4,F#5,E-5,G4,A4,B3,G3,G2,G3
217.5,133.8462,146,1.0,G4,F#5,E-5,G4,E4,C4,C4,C3,C4
217.75,134.0,146,1.1667,E5,F#5,E-5,G4,E4,C4,C4,C3,C4
218.0,134.1538,146,1.3333,E5,E5,E5,r,r,r,r,r,r
218.25,134.3077,146,1.5,C5,F#5,E-5,r,r,r,r,r,r
218.5,134.4615,146,1.6667,C5,G5,E5,G4,E4,C4,B3,B2,B3
218.75,134.6154,146,1.8333,E5,G5,E5,G4,E4,C4,B3,B2,B3
219.0,134.7692,147,1.0,E5,G5,E5,A4,A4,E4,A3,A2,A3
219.25,134.9231,147,1.1667,A4,G5,E5,A4,B4,E4,A3,A2,A3
219.5,135.0769,147,1.3333,A4,F#5,E-5,F#4,A4,B3,B3,B2,B3
219.75,135.2308,147,1.5,E-5,G5,E5,F#4,G4,B3,B3,B2,B3
220.0,135.3846,147,1.6667,E-5,A5,F#5,B4,F#4,E-4,B2,B1,B2
220.25,135.5385,147,1.8333,F#4,A5,F#5,B4,F#4,E-4,B2,B1,B2
220.5,135.6923,148,1.0,G4,A5,F#5,B4,E4,A4,E2,E1,E2
220.75,135.8462,148,1.1667,C5,A5,F#5,C5,E4,A4,E2,E1,E2
221.0,136.0,148,1.3333,B4,G5,E5,B4,B3,F#4,E3,E2,E3
221.25,136.1538,148,1.5,A4,A5,F#5,A4,B3,F#4,E3,E2,E3
221.5,136.3077,148,1.6667,G4,B5,G5,G4,E4,B3,D3,D2,D3
221.75,136.4615,148,1.8333,F#4,B5,G5,F#4,E4,B3,D3,D2,D3
222.0,136.6154,149,1.0,E4,B5,G5,E4,G4,C4,C3,C2,C3
222.25,136.7692,149,1.1667,E4,C5,A4,E4,G4,C4,C3,C2,C3
222.5,136.9231,149,1.3333,G4,D5,B4,G4,E4,E4,C3,C2,C3
222.75,137.0769,149,1.5,G4,E5,C5,G4,E4,E4,C3,C2,C3
223.0,137.2308,149,1.6667,E4,F#5,D5,E4,C4,C4,C3,C2,C3
223.25,137.3846,149,1.8333,E4,G#5,B4,E4,C4,C4,C3,C2,C3
223.5,137.5385,150,1.0,C4,A5,E5,C4,A3,A3,C3,C2,C3
223.75,137.6923,150,1.1667,C4,C6,A5,C4,A3,A3,C3,C2,C3
224.0,137.8462,150,1.3333,C4,C6,A5,C4,A3,A3,E3,E2,E3
224.25,138.0,150,1.5,C4,A5,E5,C4,A3,A3,E3,E2,E3
224.5,138.1538,150,1.6667,C4,A5,E5,C4,A3,A3,C3,C2,C3
224.75,138.3077,150,1.8333,C4,F5,C5,C4,A3,A3,C3,C2,C3
225.0,138.4615,151,1.0,C4,F5,C5,C4,A3,A3,A2,A1,A2
225.25,138.6154,151,1.1667,C5,A5,F5,C5,C4,A3,A2,A1,A2
225.5,138.7692,151,1.3333,C5,A5,F5,C5,C4,A3,A2,A1,A2
225.75,138.9231,151,1.5,A4,F5,C5,A4,F4,C4,A2,A1,A2
226.0,139.0769,151,1.6667,A4,F5,C5,A4,F4,C4,A2,A1,A2
226.25,139.2308,151,1.8333,F#4,E-5,B4,F#4,B3,F#4,A2,A1,A2
226.5,139.3846,152,1.0,F#4,E-5,B4,F#4,B3,F#4,A2,A1,A2
226.75,139.5385,152,1.1667,B5,F#5,E-5,B5,F#4,B3,A3,A2,A3
227.0,139.6923,152,1.3333,B5,F#5,E-5,B5,F#4,B3,A3,A2,A3
227.25,139.8462,152,1.5,F#5,E-5,B4,F#5,F#4,B3,A2,A1,A2
227.5,140.0,152,1.6667,F#5,E-5,B4,F#5,F#4,B3,A2,A1,A2
227.75,140.1538,152,1.8333,E-5,B4,F#5,E-5,G4,B3,G2,G1,G2
228.0,140.3077,153,1.0,E5,r,G5,E5,G4,B3,G2,G1,G2
228.25,140.4615,153,1.1667,E5,B5,E5,E5,G4,B3,G2,G1,G2
228.5,140.6154,153,1.3333,r,E6,G5,r,r,r,C3,C2,C3
228.75,140.7692,153,1.5,E5,E6,G5,E5,E5,C4,C3,C2,C3
229.0,140.9231,153,1.6667,A5,r,r,A5,E5,C4,F#2,F#1,F#2
229.25,141.0769,153,1.8333,A5,C6,A5,A5,E5,C4,F#2,F#1,F#2
229.5,141.2308,154,1.0,r,D6,F#5,r,r,r,B2,B1,B2
229.75,141.3846,154,1.1667,F#5,D6,F#5,F#5,D5,B3,B2,B1,B2
230.0,141.5385,154,1.3333,G5,r,r,G5,D5,B3,E3,E2,E3
230.25,141.6923,154,1.5,G5,B5,B4,G5,D5,B3,E3,E2,E3
230.5,141.8462,154,1.6667,r,C6,E5,r,r,r,A2,A1,A2
230.75,142.0,154,1.8333,C5,C6,E5,C5,C5,A3,A2,A1,A2
231.0,142.1538,155,1.0,F5,r,r,F5,C5,A3,A3,A2,A3
231.25,142.3077,155,1.1667,F5,C6,A5,F5,C5,A3,A3,A2,A3
231.5,142.4615,155,1.3333,r,B5,G5,r,r,r,B3,B2,B3
231.75,142.6154,155,1.5,E-5,A5,F#5,E-5,B4,F#4,B3,B2,B3
232.0,142.7692,155,1.6667,E5,G5,E5,E5,E4,C5,C4,C3,C4
232.25,142.9231,155,1.8333,E5,F#5,E-5,E5,E4,C5,C4,C3,C4
232.5,143.0769,156,1.0,r,G5,E5,r,r,r,A3,A2,A3
232.75,143.2308,156,1.1667,A5,A5,C5,A5,C5,F#4,A3,A2,A3
233.0,143.3846,156,1.3333,E-5,F#5,B4,E-5,F#4,B4,B3,B2,B3
233.5,143.6923,156,1.6667,E-5,F#5,B4,E-5,B4,A4,B2,B1,B2
233.75,143.8462,156,1.8333,E5,E5,B4,E5,B4,A4,B2,B1,B2
234.0,144.0,157,1.0,E5,E5,B4,E5,B4,G4,E2,E1,E2
234.25,144.1538,157,1.1667,E5,B5,B4,E5,B4,G4,E2,E1,E2
234.5,144.3077,157,1.3333,E5,A5,B4,E5,B4,G4,E3,r,E3
234.75,144.4615,157,1.5,E5,G5,B4,E5,B4,G4,E3,r,E3
235.0,144.6154,157,1.6667,r,F#5,r,r,r,r,E-3,r,E-3
235.25,144.7692,157,1.8333,r,A5,r,r,r,r,E-3,r,E-3
235.5,144.9231,158,1.0,r,G5,r,r,r,r,E3,r,E3
235.75,145.0769,158,1.1667,r,G5,B5,r,r,r,E3,r,E3
236.0,145.2308,158,1.3333,E5,F#5,A5,E5,B4,B4,G3,G1,G3
236.25,145.3846,158,1.5,E5,E5,G5,E5,B4,B4,G3,G1,G3
236.5,145.5385,158,1.6667,F#5,E-5,F#5,F#5,E-5,B4,B3,B1,B3
236.75,145.6923,158,1.8333,F#5,F#5,A5,F#5,E-5,B4,B3,B1,B3
237.0,145.8462,159,1.0,G5,E5,G5,G5,E5,B4,E3,E2,E3
237.25,146.0,159,1.1667,G5,B5,G5,G5,E5,B4,E3,E2,E3
237.5,146.1538,159,1.3333,G5,A5,F#5,G5,E5,B4,A2,r,A2
237.75,146.3077,159,1.5,G5,G5,E5,G5,E5,B4,A2,r,A2
238.0,146.4615,159,1.6667,r,F#5,E-5,r,r,r,B2,r,B2
238.25,146.6154,159,1.8333,r,A5,F#5,r,r,r,B2,r,B2
238.5,146.7692,160,1.0,r,G5,E5,r,r,r,E2,r,E2
238.75,146.9231,160,1.1667,r,B5,D5,r,r,r,E2,r,E2
239.0,147.0769,160,1.3333,F#5,A5,C5,F#5,C5,C4,A2,A1,A2
239.25,147.2308,160,1.5,F#5,G5,B4,F#5,C5,C4,A2,A1,A2
239.5,147.3846,160,1.6667,A5,F#5,A4,A5,C5,E4,C3,C2,C3
239.75,147.5385,160,1.8333,A5,E5,G4,A5,C5,E4,C3,C2,C3
239.875,147.6154,160,1.9167,A5,E5,A4,A5,C5,E4,C3,C2,C3
240.0,147.6923,161,1.0,E-5,E-5,B4,E-5,F#4,B4,B2,B1,B3
240.25,147.8462,161,1.1667,E-5,F#5,B4,E-5,F#4,B4,B2,B1,C4
240.5,148.0,161,1.3333,r,G5,r,r,r,r,B3,r,B3
240.75,148.1538,161,1.5,r,A5,r,r,r,r,B3,r,A3
241.0,148.3077,161,1.6667,r,B5,r,r,r,r,B2,r,G3
241.25,148.4615,161,1.8333,r,F#5,r,r,r,r,B2,r,F#3
241.5,148.6154,162,1.0,r,G5,r,r,r,r,r,r,E3
242.0,148.9231,162,1.3333,E5,G5,E5,E5,B4,E4,E3,E2,E2
242.5,149.2308,162,1.6667,G#5,G5,G#5,G#5,E5,B4,E2,E1,E3
242.75,149.3846,162,1.8333,G#5,F#5,G#5,G#5,E5,B4,E2,E1,E3
242.875,149.4615,162,1.9167,G#5,G5,G#5,G#5,E5,B4,E2,E1,E3
243.0,149.5385,163,1.0,A5,A5,A5,A5,E5,C5,r,A1,A3
243.25,149.6923,163,1.1667,A5,E5,A5,A5,E5,C5,r,A1,B3
243.5,149.8462,163,1.3333,r,F#5,r,r,r,r,A3,r,A3
243.75,150.0,163,1.5,r,G5,r,r,r,r,A3,r,G3
244.0,150.1538,163,1.6667,r,A5,r,r,r,r,A2,r,F#3
244.25,150.3077,163,1.8333,r,E5,r,r,r,r,A2,r,E3
244.5,150.4615,164,1.0,r,F5,r,r,r,r,r,r,D3
244.75,150.6154,164,1.1667,r,F5,D5,r,r,r,r,r,D3
245.0,150.7692,164,1.3333,A5,F#5,C5,A5,F#5,A4,D3,D2,D2
245.25,150.9231,164,1.5,A5,F#5,B4,A5,F#5,A4,D3,D2,D2
245.5,151.0769,164,1.6667,F#5,F#5,A4,F#5,D5,A4,D2,D1,D3
245.75,151.2308,164,1.8333,F#5,E5,C5,F#5,D5,A4,D2,D1,D3
245.875,151.3077,164,1.9167,F#5,F#5,C5,F#5,D5,A4,D2,D1,D3
246.0,151.3846,165,1.0,G5,G5,B4,G5,D5,B4,G3,G1,G3
246.25,151.5385,165,1.1667,G5,B5,B4,G5,D5,B4,G3,G1,F#3
246.5,151.6923,165,1.3333,r,C#6,r,r,r,r,E3,r,E3
246.75,151.8462,165,1.5,r,D6,r,r,r,r,E3,r,D3
247.0,152.0,165,1.6667,r,E6,G5,r,r,r,C#3,r,C#3
247.25,152.1538,165,1.8333,r,C#6,G5,r,r,r,C#3,r,E3
247.5,152.3077,166,1.0,r,B-5,G5,r,r,r,F#3,r,F#3
247.75,152.4615,166,1.1667,r,C#6,G5,r,r,r,F#3,r,E3
248.0,152.6154,166,1.3333,r,B5,F#5,r,r,r,D3,r,D3
248.25,152.7692,166,1.5,r,C#6,E5,r,r,r,D3,r,C#3
248.5,152.9231,166,1.6667,r,D6,F#5,r,r,r,B2,r,B2
248.75,153.0769,166,1.8333,r,B5,F#5,r,r,r,B2,r,D3
249.0,153.2308,167,1.0,r,G#5,F#5,r,r,r,E3,r,E3
249.25,153.3846,167,1.1667,r,B5,F#5,r,r,r,E3,r,D3
249.5,153.5385,167,1.3333,r,B-5,E5,r,r,r,C#3,r,C#3
249.75,153.6923,167,1.5,r,B5,D5,r,r,r,C#3,r,D3
250.0,153.8462,167,1.6667,r,C#6,E5,r,r,r,B2,r,B2
250.25,154.0,167,1.8333,r,B-5,E5,r,r,r,B2,r,C#3
250.5,154.1538,168,1.0,r,F#5,E5,r,r,r,B-2,r,B-2
250.75,154.3077,168,1.1667,r,F#5,E5,r,r,r,B-2,r,C#3
251.0,154.4615,168,1.3333,r,F#5,D5,r,r,r,B2,r,B2
251.25,154.6154,168,1.5,r,F#5,E5,r,r,r,B2,r,C#3
251.5,154.7692,168,1.6667,r,F#5,F#5,r,r,r,D3,r,D3
251.75,154.9231,168,1.8333,r,F#5,D5,r,r,r,D3,r,B2
252.0,155.0769,169,1.0,r,F#5,B4,r,r,r,G#2,r,G#2
252.25,155.2308,169,1.1667,r,F#5,D5,r,r,r,G#2,r,B2
252.5,155.3846,169,1.3333,r,E5,C#5,r,r,r,B-2,r,B-2
252.75,155.5385,169,1.5,r,E5,D5,r,r,r,B-2,r,B2
253.0,155.6923,169,1.6667,r,E5,E5,r,r,r,C#3,r,C#3
253.25,155.8462,169,1.8333,r,E5,C#5,r,r,r,C#3,r,B-2
253.5,156.0,170,1.0,r,E5,B-4,r,r,r,F#2,r,F#2
253.75,156.1538,170,1.1667,r,C#5,B-4,r,r,r,F#2,r,D3
254.0,156.3077,170,1.3333,r,D5,B4,r,r,r,B2,r,B2
254.25,156.4615,170,1.5,r,E5,B4,r,r,r,B2,r,C#3
254.5,156.6154,170,1.6667,r,F#5,B4,r,r,r,D3,r,D3
254.75,156.7692,170,1.8333,r,D5,B4,r,r,r,D3,r,B2
255.0,156.9231,171,1.0,r,G5,B4,r,r,r,E2,r,E2
255.25,157.0769,171,1.1667,r,G5,B4,r,r,r,E2,r,E3
255.5,157.2308,171,1.3333,r,G5,C#5,r,r,r,A2,r,A2
255.75,157.3846,171,1.5,r,G5,D5,r,r,r,A2,r,B2
256.0,157.5385,171,1.6667,r,G5,E5,r,r,r,C#3,r,C#3
256.25,157.6923,171,1.8333,r,G5,C#5,r,r,r,C#3,r,A2
256.5,157.8462,172,1.0,r,G5,A4,r,r,r,D2,r,D2
256.75,158.0,172,1.1667,r,E5,A4,r,r,r,D2,r,A2
257.0,158.1538,172,1.3333,r,F#5,D5,r,r,r,D3,r,D3
257.25,158.3077,172,1.5,r,G5,D5,r,r,r,E3,r,E3
257.5,158.4615,172,1.6667,r,A5,D5,r,r,r,F#3,r,F#3
257.75,158.6154,172,1.8333,r,F#5,D5,r,r,r,D3,r,D3
258.0,158.7692,173,1.0,r,B5,D5,r,r,r,G3,r,G3
258.25,158.9231,173,1.1667,r,B5,D5,r,r,r,F#3,r,F#3
258.5,159.0769,173,1.3333,r,B5,E5,r,r,r,G3,r,G3
258.75,159.2308,173,1.5,r,B5,F#5,r,r,r,A3,r,A3
259.0,159.3846,173,1.6667,r,B5,G5,r,r,r,B3,r,B3
259.25,159.5385,173,1.8333,r,B5,E5,r,r,r,C4,r,C4
259.5,159.6923,174,1.0,r,B5,F#5,r,r,r,D4,r,D4
259.75,159.8462,174,1.1667,r,G5,F#5,r,r,r,D4,r,D4
260.0,160.0,174,1.3333,r,A5,F#5,r,r,r,D3,r,D3
260.25,160.1538,174,1.5,r,B5,F#5,r,r,r,D3,r,D3
260.5,160.3077,174,1.6667,r,C6,F#5,r,r,r,C3,r,C3
260.75,160.4615,174,1.8333,r,A5,F#5,r,r,r,C3,r,C3
261.0,160.6154,175,1.0,r,D6,F#5,r,r,r,B2,r,B2
261.25,160.7692,175,1.1667,r,D6,F#5,r,r,r,B2,r,B2
261.5,160.9231,175,1.3333,r,D6,G#5,r,r,r,E3,r,E3
261.75,161.0769,175,1.5,r,D6,A5,r,r,r,E3,r,E3
262.0,161.2308,175,1.6667,r,D6,B5,r,r,r,E2,r,E2
262.25,161.3846,175,1.8333,r,D6,G#5,r,r,r,E2,r,E2
262.5,161.5385,176,1.0,r,D6,E5,r,r,r,A2,r,A2
262.75,161.6923,176,1.1667,r,B5,E5,r,r,r,A2,r,A2
263.0,161.8462,176,1.3333,r,C6,A5,r,r,r,A3,r,A3
263.25,162.0,176,1.5,r,D6,B5,r,r,r,A3,r,A3
263.5,162.1538,176,1.6667,r,E6,C6,r,r,r,A2,r,A2
263.75,162.3077,176,1.8333,r,C6,C6,r,r,r,A2,r,A2
264.0,162.4615,177,1.0,r,F6,C6,r,r,r,D3,r,D3
264.25,162.6154,177,1.1667,r,E6,C6,r,r,r,D3,r,D3
264.5,162.7692,177,1.3333,r,D6,B5,r,r,r,G3,r,G3
264.75,162.9231,177,1.5,r,C6,A5,r,r,r,G3,r,G3
265.0,163.0769,177,1.6667,r,B5,B5,r,r,r,G2,r,G2
265.25,163.2308,177,1.8333,r,D6,B5,r,r,r,G2,r,G2
265.5,163.3846,178,1.0,r,E6,B5,r,r,r,C3,r,C3
265.75,163.5385,178,1.1667,r,D6,B5,r,r,r,C3,r,C3
266.0,163.6923,178,1.3333,r,C6,A5,r,r,r,F3,r,F3
266.25,163.8462,178,1.5,r,B5,G#5,r,r,r,F3,r,F3
266.5,164.0,178,1.6667,r,A5,A5,r,r,r,F2,r,F2
266.75,164.1538,178,1.8333,r,C6,A5,r,r,r,F2,r,F2
267.0,164.3077,179,1.0,r,D6,A5,r,r,r,B2,r,B2
267.25,164.4615,179,1.1667,r,D6,C6,r,r,r,B2,r,A2
267.5,164.6154,179,1.3333,r,D6,B5,r,r,r,G#2,r,G#2
267.75,164.7692,179,1.5,r,D6,A5,r,r,r,G#2,r,F#2
268.0,164.9231,179,1.6667,r,D6,G#5,r,r,r,E2,r,E2
268.25,165.0769,179,1.8333,r,D6,B5,r,r,r,E2,r,G#2
268.5,165.2308,180,1.0,r,D6,E5,r,r,r,A2,r,A2
268.75,165.3846,180,1.1667,r,D6,B5,r,r,r,A2,r,A2
269.0,165.5385,180,1.3333,r,C6,A5,r,r,r,A3,r,A3
269.25,165.6923,180,1.5,r,B5,G5,r,r,r,A3,r,A3
269.5,165.8462,180,1.6667,r,C6,F5,r,r,r,A2,r,A2
269.75,166.0,180,1.8333,r,C6,A5,r,r,r,A2,r,A2
270.0,166.1538,181,1.0,r,C6,D5,r,r,r,B2,r,B2
270.25,166.3077,181,1.1667,r,C6,D5,r,r,r,B2,r,B2
270.5,166.4615,181,1.3333,r,B5,D5,r,r,r,B3,r,B3
270.75,166.6154,181,1.5,r,A5,D5,r,r,r,B3,r,B3
271.0,166.7692,181,1.6667,r,G#5,D5,r,r,r,B2,r,B2
271.25,166.9231,181,1.8333,r,B5,D5,r,r,r,B2,r,B2
271.5,167.0769,182,1.0,r,E5,D5,r,r,r,C3,r,C3
271.75,167.2308,182,1.1667,r,E5,D5,r,r,r,C3,r,B2
272.0,167.3846,182,1.3333,r,E6,C5,r,r,r,A2,r,A2
272.25,167.5385,182,1.5,r,E6,B4,r,r,r,A2,r,B2
272.5,167.6923,182,1.6667,r,E6,A4,r,r,r,C3,r,C3
272.75,167.8462,182,1.8333,r,E6,C5,r,r,r,C3,r,A2
273.0,168.0,183,1.0,r,E6,F4,r,r,r,D3,r,D3
273.25,168.1538,183,1.1667,r,E6,F4,r,r,r,D3,r,C3
273.5,168.3077,183,1.3333,r,D6,F5,r,r,r,B2,r,B2
273.75,168.4615,183,1.5,r,C6,F5,r,r,r,B2,r,C3
274.0,168.6154,183,1.6667,r,B5,F5,r,r,r,D3,r,D3
274.25,168.7692,183,1.8333,r,D6,F5,r,r,r,D3,r,B2
274.5,168.9231,184,1.0,r,G#5,F5,r,r,r,E3,r,E3
274.75,169.0769,184,1.1667,r,G#5,E5,r,r,r,E3,r,E3
275.0,169.2308,184,1.3333,r,A5,D5,r,r,r,F#3,r,F#3
275.25,169.3846,184,1.5,r,A5,C5,r,r,r,F#3,r,F#3
275.5,169.5385,184,1.6667,r,B5,B4,r,r,r,G#3,r,G#3
275.75,169.6923,184,1.8333,r,B5,D5,r,r,r,G#3,r,G#3
276.0,169.8462,185,1.0,E5,A5,C5,A5,E5,C5,A3,A2,A3
276.25,170.0,185,1.1667,E5,C6,E5,A5,E5,C5,A3,A2,A3
276.5,170.1538,185,1.3333,E5,E6,A5,r,r,r,r,r,r
276.75,170.3077,185,1.5,E5,C6,E5,r,r,r,r,r,r
277.0,170.4615,185,1.6667,E5,A5,C5,r,r,r,r,r,r
277.25,170.6154,185,1.8333,E5,C6,A4,r,r,r,r,r,r
277.5,170.7692,186,1.0,E5,B5,G#4,B5,G#5,B4,E3,E2,E3
277.75,170.9231,186,1.1667,E5,G#5,B4,B5,G#5,B4,E3,E2,E3
278.0,171.0769,186,1.3333,E5,E5,E5,r,r,r,r,r,r
278.25,171.2308,186,1.5,E5,G#5,B4,r,r,r,r,r,r
278.5,171.3846,186,1.6667,E5,B5,G#4,r,r,r,r,r,r
278.75,171.5385,186,1.8333,E5,D6,B4,r,r,r,r,r,r
279.0,171.6923,187,1.0,E5,C6,E5,C6,A5,A4,A2,A1,A2
279.125,171.7692,187,1.0833,A5,C6,E5,C6,A5,A4,A2,A1,A2
279.25,171.8462,187,1.1667,G#5,C6,E5,C6,A5,A4,A2,A1,A2
279.375,171.9231,187,1.25,F#5,C6,E5,C6,A5,A4,A2,A1,A2
279.5,172.0,187,1.3333,E5,B5,D5,r,r,r,r,r,r
