qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1634.0,1638.0,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2),,P4(D Horn 2),P4(D Horn 1),,,,Main Part,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
1638.0,1639.5,Main Part,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Main)&P8(Oboe 1)&P8(Oboe 2),,,,,,,,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
1639.5,1642.0,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2),,,,,,,Main Part,P8(Viola),P8(Violin 2),,
1642.0,1643.5,Main Part,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Main)&P8(Oboe 1)&P8(Oboe 2),,P4(D Horn 2)&P4(Violoncello)&P4(Contrabass),P4(D Horn 1)&P8(Violoncello)&P8(Contrabass),,,,,P8(Viola),P8(Violin 2),P4(D Horn 1)&P8(D Horn 2)&P8(Contrabass),P4(D Horn 1)&P8(D Horn 2)&P8(Violoncello)
1643.5,1646.0,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2),,,,,,,Main Part,P8(Viola),P8(Violin 2),,
1646.0,1647.5,Main Part,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Main)&P8(Oboe 1)&P8(Oboe 2),,P3(D Horn 2)&P8(Violoncello)&P8(Contrabass),P3(D Horn 1)&P3(Violoncello)&P3(Contrabass),,,,,P8(Viola),P8(Violin 2),P8(D Horn 1)&P3(D Horn 2)&P8(Contrabass),P8(D Horn 1)&P3(D Horn 2)&P8(Violoncello)
1647.5,1650.0,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2),,,,,,,Main Part,P8(Viola),P8(Violin 2),,
1650.0,1651.5,Main Part,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),,,P8(Main)&P8(Oboe 1)&P8(Oboe 2),,P4(D Horn 2)&P4(Violoncello)&P4(Contrabass),P4(D Horn 1)&P8(Violoncello)&P8(Contrabass),,,,,P8(Viola),P8(Violin 2),P4(D Horn 1)&P8(D Horn 2)&P8(Contrabass),P4(D Horn 1)&P8(D Horn 2)&P8(Violoncello)
1651.5,1654.5,P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P3(D Horn 2)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1)&P8(D Horn 2)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P3(D Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&U(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P3(D Horn 2)&P8(Violoncello)&P8(Contrabass),,,P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 2)&U(D Horn 1)&P3(D Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(D Horn 1)&P3(D Horn 2)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 2)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1)&P3(Violoncello)&P3(Contrabass),,,,Main Part,P8(Viola),P8(Violin 2),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(D Horn 1)&P3(D Horn 2)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P3(D Horn 2)&P8(Violoncello)
1654.5,1662.5,Main Part,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),U(A Clarinet 2)&U(D Trumpet 1)&U(D Trumpet 2),U(A Clarinet 1)&U(D Trumpet 1)&U(D Trumpet 2),P8(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 2),P8(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1),P8(Violin 1)&P8(Violoncello)&P8(Contrabass),,U(A Clarinet 1)&U(A Clarinet 2)&U(D Trumpet 2),U(A Clarinet 1)&U(A Clarinet 2)&U(D Trumpet 1),,P8(D Horn 1)&P8(Violoncello)&P8(Contrabass),,,P8(D Horn 1)&P8(Violin 1)&P8(Contrabass),P8(D Horn 1)&P8(Violin 1)&P8(Violoncello)
1662.5,1696.0,U(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),,P8(Flute 1)&P8(Flute 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1696.0,1712.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P8(Main),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1712.0,1728.5,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P8(Main),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1728.5,1752.5,P8(Oboe 1)&P8(A Clarinet 2),P8(A Clarinet 1),P8(Flute 1)&P8(A Clarinet 2),,P8(Flute 2),P8(Flute 1)&P8(Oboe 1),P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1752.5,1768.5,U(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 2)&P8(D Trumpet 1)&U(Timpani)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&P8(D Trumpet 1)&U(Timpani)&U(Violoncello)&P8(Contrabass),U(D Trumpet 2)&P8(Violin 2),P8(Main)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&U(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),U(D Horn 1)&P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&U(Bassoon 2)&P8(D Trumpet 1)&U(Violoncello)&P8(Contrabass),Main Part,P8(D Horn 1)&P8(D Trumpet 2),P8(D Horn 2)&P8(Main),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(Bassoon 1)&U(Bassoon 2)&P8(D Trumpet 1)&U(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Violoncello)
