qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
2.0,1,4.0,0.6667,a,Vln 1,19,Vln
19.5,6,1.5,0.125,b,Vln 1,19,Vln
46.0,12,4.0,0.75,a,Vln 1,19,Vln
60.5,16,2.5,0.375,b,Vln 1,19,Vln
75.0,20,1.0,0.0,c,Vla,21,Vla
83.25,22,1.25,0.0625,d,Fl 1,0,Fl
115.0,30,1.0,0.0,e,Hn 1,9,Hn
147.0,38,1.0,0.0,e,Fl 1,0,Fl
183.0,47,1.0,0.0,f,Bsn 1,6,Bsn
203.0,52,1.0,0.0,e,Hn 1,9,Hn
207.0,53,1.0,0.0,e,Hn 2,10,Hn
211.0,54,1.0,0.0,e,Hn 1,9,Hn
215.0,55,1.0,0.0,e,Hn 2,10,Hn
219.0,56,1.0,0.0,e,Hn 1,9,Hn
233.0,59,3.0,0.5,e,Hn 3,11,Hn
242.0,62,4.0,0.0,a,Vln 1,19,Vln
306.0,78,4.0,0.75,g,Fl 1,0,Fl
371.0,95,1.0,0.0,a,Vln 1,19,Vln
379.5,97,1.5,0.125,g,Vln 1,19,Vln
387.0,99,1.0,0.0,a,Vln 1,19,Vln
393.5,100,3.5,0.625,g,Vln 1,19,Vln
403.0,103,1.0,0.0,h,Vln 1,19,Vln
411.0,105,1.0,0.0,h,Vln 1,19,Vln
419.0,107,1.0,0.0,i,Fl 1,0,Fl
437.0,111,3.0,0.5,i,Fl 1,0,Fl
451.0,115,1.0,0.0,e,Fl 1,0,Fl
467.0,119,1.0,0.0,j,Vln 1,19,Vln
500.0,127,2.0,0.25,j,Vln 1,19,Vln
524.0,133,2.0,0.25,j,Ob 1,2,Ob
564.5,143,2.5,0.375,k,Hn 3,11,Hn
579.0,147,1.0,0.0,k,Vln 1,19,Vln
587.0,149,1.0,0.0,h,Vln 1,19,Vln
618.5,156,4.5,0.875,h,Ob 1,2,Ob
626.5,158,4.5,0.875,l,Vln 1,19,Vln
634.5,160,4.5,0.875,h,Ob 1,2,Ob
642.5,162,4.5,0.875,h,Fl 1,0,Fl
651.0,165,1.0,0.0,l,Fl 1,0,Fl
659.0,167,1.0,0.0,l,Cl 1,4,Cl
667.0,169,1.0,0.0,m,Vln 1,19,Vln
683.0,173,1.0,0.0,m,Vln 1,19,Vln
716.0,181,2.0,0.25,m,Hn 3,11,Hn
738.0,186,4.0,0.75,a,Vln 1,19,Vln
799.0,202,1.0,0.0,a,Ob 1,2,Ob
803.0,203,1.0,0.0,a,Vln 1,19,Vln
810.0,204,4.0,0.75,a,Cl 1,4,Cl
824.5,208,2.5,0.375,b,Vln 1,19,Vln
842.0,212,4.0,0.75,g,Ob 1,2,Ob
859.5,217,1.5,0.125,b,Vln 1,19,Vln
875.0,221,1.0,0.0,a,Vln 1,19,Vln
881.5,222,3.5,0.625,g,Vln 1,19,Vln
891.0,225,1.0,0.0,a,Vln 1,19,Vln
897.5,226,3.5,0.625,g,Vln 1,19,Vln
907.0,229,1.0,0.0,h,Vln 1,19,Vln
924.0,233,2.0,0.25,c,Vln 1,19,Vln
971.5,245,1.5,0.125,o,Ob 1,2,Ob
973.5,245,3.5,0.625,o,Fl 1,0,Fl
975.5,246,1.5,0.125,o,Ob 1,2,Ob
977.5,246,3.5,0.625,o,Fl 1,0,Fl
991.5,250,1.5,0.125,o,Fl 2,1,Fl
993.5,250,3.5,0.625,o,Fl 1,0,Fl
995.5,251,1.5,0.125,o,Fl 2,1,Fl
997.5,251,3.5,0.625,o,Fl 1,0,Fl
1024.5,258,2.5,0.375,b,Vln 1,19,Vln
1031.0,260,1.0,0.0,c,Vln 1,19,Vln
1039.0,262,1.0,0.0,c,Vln 1,19,Vln
1049.0,264,3.0,0.5,h,Vln 1,19,Vln
1065.5,268,3.5,0.625,o,Fl 1,0,Fl
1111.5,280,1.5,0.125,p,Fl 1,0,Fl
1151.0,290,1.0,0.0,e,Hn 1,9,Hn
1155.0,291,1.0,0.0,e,Hn 2,10,Hn
1159.0,292,1.0,0.0,e,Hn 1,9,Hn
1163.0,293,1.0,0.0,e,Hn 2,10,Hn
1167.0,294,1.0,0.0,e,Hn 1,9,Hn
1183.0,298,1.0,0.0,h,Vln 1,19,Vln
1197.0,301,3.0,0.5,a,Vln 1,19,Vln
1251.5,315,1.5,0.125,b,Vln 1,19,Vln
1260.0,317,2.0,0.25,a,Vln 1,19,Vln
1299.5,327,1.5,0.125,c,Vla,21,Vla
1303.5,328,1.5,0.125,c,Vln 2,20,Vln
1307.5,329,1.5,0.125,c,Vln 1,19,Vln
1323.0,333,1.0,0.0,h,Vln 1,19,Vln
1354.5,340,4.5,0.875,h,Fl 1,0,Fl
1362.5,342,4.5,0.875,j,Vln 1,19,Vln
1370.5,344,4.5,0.875,h,Cl 1,4,Cl
1403.0,353,1.0,0.0,j,Fl 1,0,Fl
1464.0,368,2.0,0.25,a,Hn 2,10,Hn
1466.0,368,4.0,0.75,a,Hn 1,9,Hn
1468.0,369,2.0,0.25,a,Vln 1,19,Vln
1472.0,370,2.0,0.25,a,Hn 4,12,Hn
1474.0,370,4.0,0.75,a,Hn 3,11,Hn
1476.0,371,2.0,0.25,a,Vln 1,19,Vln
1480.0,372,2.0,0.25,a,Fl 1,0,Fl
1559.0,392,1.0,0.0,q,Vln 1,19,Vln
1607.0,404,1.0,0.0,q,Fl 1,0,Fl
1623.0,408,1.0,0.0,r,Vln 1,19,Vln
1662.3333,417,2.6667,0.8333,s,Vln 1,19,Vln
1672.3333,420,1.6667,0.3333,s,Fl 1,0,Fl
1783.0,448,1.0,0.0,q,Vln 1,19,Vln
