qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,Vln,10
11.5,8,1.67,0.667,a,Cl,4
23.5,16,1.67,0.667,b,Vln,10
35.5,24,1.67,0.667,b,Cl,4
47.75,32,1.83,0.833,c,Cl,4
50.75,34,1.83,0.833,c,Vln,10
53.75,36,1.83,0.833,c,Cl,4
56.75,38,1.83,0.833,c,Vln,10
63.0,43,1,0.0,c,Ob,2
66.0,45,1,0.0,c,Vln,10
70.5,48,1,0.0,d,Vln,10
76.5,52,1,0.0,d,Vln,10
81.0,55,1,0.0,d,Vln,10
91.5,62,1,0.0,d,Vln,10
98.25,66,1.5,0.5,d,Fl,0
99.75,67,1.5,0.5,d,Vln,10
101.25,68,1.5,0.5,d,Cl,4
102.25,69,1.17,0.167,d,Vln,10
103.25,69,1.83,0.833,d,Cl,4
104.25,70,1.5,0.5,d,Vln,10
106.25,71,1.83,0.833,d,Fl,0
108.0,73,1,0.0,a,Vln,10
112.5,76,1,0.0,a,Fl,0
113.5,76,1.67,0.667,a,Vln,10
117.0,79,1,0.0,a,Vln,10
121.5,82,1,0.0,e,Vln,11
128.25,86,1.5,0.5,e,Vln,10
138.0,93,1,0.0,e,Vln,10
147.0,99,1,0.0,e,Vln,10
151.5,102,1,0.0,e,Cl,4
153.125,103,1.08,0.083,e,Vln,10
154.5,104,1,0.0,e,Ob,2
156.0,105,1,0.0,e,Vln,10
157.5,106,1,0.0,e,Ob,2
159.125,107,1.08,0.083,e,Vln,10
161.0,108,1.33,0.333,e,Vla,12
162.5,109,1.33,0.333,e,Ob,2
164.0,110,1.33,0.333,e,Vla,12
165.5,111,1.33,0.333,e,Ob,2
167.0,112,1.33,0.333,e,Vla,12
168.0,113,1,0.0,e,Fl,0
168.0,113,1,0.0,e,Vln,10
176.0,118,1.33,0.333,e,Bsn,6
177.5,119,1.33,0.333,e,Fl,0
179.0,120,1.33,0.333,e,Bsn,6
180.5,121,1.33,0.333,e,Fl,0
182.0,122,1.33,0.333,e,Bsn,6
183.5,123,1.33,0.333,e,Ob,2
186.0,125,1,0.0,e,Vln,10
190.5,128,1,0.0,a,Ob,2
192.125,129,1.08,0.083,a,Vln,10
193.5,130,1,0.0,a,Ob,2
195.125,131,1.08,0.083,a,Vln,10
196.0,131,1.67,0.667,a,Ob,2
198.125,133,1.08,0.083,a,Vln,10
199.0,133,1.67,0.667,a,Ob,2
201.125,135,1.08,0.083,a,Vln,10
202.0,135,1.67,0.667,a,Ob,2
205.75,138,1.17,0.167,b,Vln,10
212.75,142,1.83,0.833,b,Vln,10
220.5,148,1,0.0,b,Vln,10
228.0,153,1,0.0,b,Vln,10
235.5,158,1,0.0,a,Vln,10
247.0,165,1.67,0.667,a,Cl,4
259.0,173,1.67,0.667,b,Vln,10
271.0,181,1.67,0.667,b,Cl,4
283.25,189,1.83,0.833,c,Cl,4
286.25,191,1.83,0.833,c,Vln,10
289.25,193,1.83,0.833,c,Cl,4
292.25,195,1.83,0.833,c,Vln,10
296.0,198,1.33,0.333,c,Vln,10
297.5,199,1.33,0.333,e,Ob,2
299.0,200,1.33,0.333,c,Vln,10
300.5,201,1.33,0.333,c,Ob,2
302.0,202,1.33,0.333,c,Fl,0
304.75,204,1.17,0.167,d,Ob,2
306.25,205,1.17,0.167,d,Vln,10
309.25,207,1.17,0.167,d,Vln,10
314.25,210,1.5,0.5,e,Vln,10
322.5,216,1,0.0,e,Vln,10
327.0,219,1,0.0,d,Vln,10
336.0,225,1,0.0,d,Fl,0
337.5,226,1,0.0,d,Vln,10
338.75,226,1.83,0.833,d,Fl,0
344.25,230,1.5,0.5,f,Ob,2
345.75,231,1.5,0.5,f,Vln,10
347.25,232,1.5,0.5,f,Ob,2
348.25,233,1.17,0.167,f,Vln,10
349.25,233,1.83,0.833,f,Ob,2
350.25,234,1.5,0.5,f,Vln,10
351.25,235,1.17,0.167,f,Ob,2
352.25,235,1.83,0.833,f,Cl,4
360.0,241,1,0.0,f,Vln,10
363.0,243,1,0.0,f,Hn,8
364.0,243,1.67,0.667,f,Vln,10
364.5,244,1,0.0,f,Hn,8
365.5,244,1.67,0.667,f,Vln,10
368.25,246,1.5,0.5,g,Vln,11
371.25,248,1.5,0.5,g,Cl,4
374.25,250,1.5,0.5,g,Vln,10
377.25,252,1.5,0.5,g,Fl,0
381.0,255,1,0.0,g,Vln,10
382.5,256,1,0.0,c,Hn,8
384.0,257,1,0.0,c,Vln,10
385.0,257,1.67,0.667,c,Fl,0
389.25,260,1.5,0.5,c,Vln,10
394.5,264,1,0.0,a,Cl,4
396.25,265,1.17,0.167,a,Fl,0
397.5,266,1,0.0,a,Cl,4
399.25,267,1.17,0.167,a,Fl,0
400.5,268,1,0.0,a,Cl,4
402.25,269,1.17,0.167,a,Fl,0
403.5,270,1,0.0,a,Cl,4
403.75,270,1.17,0.167,a,Fl,0
405.0,271,1,0.0,a,Cl,4
405.25,271,1.17,0.167,a,Fl,0
406.5,272,1,0.0,a,Cl,4
406.5,272,1,0.0,a,Hn,8
