qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Bass Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
2250.0,2259.0,U(Flute 2),U(Flute 1),P8(F Horn 3),P8(F Trumpet 2),,,P8(Bassoon 2)&P8(Bass Trombone)&P8(Timpani)&P4(Violin 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bass Trombone)&P8(Timpani)&P4(Violin 2)&P8(Contrabass),,,P8(Oboe 1),,Main Part,P8(Oboe 2),,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Timpani)&P4(Violin 2)&P8(Contrabass),,P8(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone)&P4(Violin 2)&P8(Contrabass),,P4(Bassoon 1)&P4(Bassoon 2)&P4(Bass Trombone)&P4(Timpani)&P4(Contrabass),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone)&P8(Timpani)&P4(Violin 2)
2259.0,2271.0,U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Trumpet 2),U(Oboe 2),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Trumpet 2),U(Flute 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&P8(F Trumpet 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 1)&P8(F Trumpet 2),U(Bassoon 2)&P8(F Horn 3)&U(Main)&U(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),U(Bassoon 1)&P8(F Horn 3)&U(Main)&U(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),Main Part,,P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,,U(Bassoon 1)&U(Bassoon 2)&P8(F Horn 3)&U(Main)&P8(Bass Tuba)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(Main)&P8(Bass Trombone)&U(Contrabass),,P8(Viola),P8(Violoncello),P8(Violin 1),P8(Violin 2),P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(Main)&P8(Bass Trombone)&U(Bass Tuba)
2271.0,2275.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),U(Flute 1)&U(Flute 2)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),U(Flute 1)&U(Flute 2)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&U(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),Main Part,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&U(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&P8(F Trumpet 1)&U(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(F Horn 3)&P6(F Horn 4)&P6(F Trumpet 1)&P6(F Trumpet 2)&P3(Alto Trombone)&P8(Tenor Trombone)&P6(Bass Trombone)&P6(Bass Tuba)&P6(Timpani)&P6(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(F Horn 3)&P4(F Horn 4)&P4(F Trumpet 1)&P4(F Trumpet 2)&P3(F Trumpet 3)&P3(Tenor Trombone)&P4(Bass Trombone)&P4(Bass Tuba)&P4(Timpani)&P4(Contrabass),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(F Horn 3)&P6(F Horn 4)&P6(F Trumpet 1)&P6(F Trumpet 2)&P8(F Trumpet 3)&P3(Alto Trombone)&P6(Bass Trombone)&P6(Bass Tuba)&P6(Timpani)&P6(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&U(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Tuba)&P8(Timpani)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&U(Timpani)&U(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&U(Bass Tuba)&U(Contrabass),P8(Viola),P8(Violoncello),P8(Violin 1),P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P6(Tenor Trombone)&P8(Bass Trombone)&U(Bass Tuba)&U(Timpani)
2275.0,2287.0,U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Trumpet 2),U(Oboe 2),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Trumpet 2),U(Flute 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&P8(F Trumpet 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 1)&P8(F Trumpet 2),U(Bassoon 2)&P8(F Horn 3)&U(Main)&U(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),U(Bassoon 1)&P8(F Horn 3)&U(Main)&U(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),Main Part,,P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,,U(Bassoon 1)&U(Bassoon 2)&P8(F Horn 3)&U(Main)&P8(Bass Tuba)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(Main)&P8(Bass Trombone)&U(Contrabass),,P8(Viola),,P8(Violin 1),,P8(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 3)&P8(Main)&P8(Bass Trombone)&U(Bass Tuba)
2287.0,2291.0,U(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),U(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),P3(Flute 1)&P3(Flute 2)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Alto Trombone)&P3(Tenor Trombone)&P3(Bass Trombone)&P3(Bass Tuba)&P3(Contrabass),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Alto Trombone)&P3(Tenor Trombone)&P3(Bass Trombone)&P3(Bass Tuba)&P3(Contrabass),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&U(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P3(F Horn 3)&P8(F Horn 4)&P5(F Trumpet 1)&P5(F Trumpet 2)&P5(Alto Trombone)&P5(Tenor Trombone)&P5(Bass Trombone)&P5(Bass Tuba)&P5(Contrabass),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&U(Bb Clarinet 1)&P5(Bassoon 1)&P5(Bassoon 2)&P3(F Horn 3)&P8(F Horn 4)&P5(F Trumpet 1)&P5(F Trumpet 2)&P5(Alto Trombone)&P5(Tenor Trombone)&P5(Bass Trombone)&P5(Bass Tuba)&P5(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&U(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&U(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&U(Bassoon 1)&P3(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&U(Contrabass),Main Part,,P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Alto Trombone)&P3(Tenor Trombone)&P3(Bass Trombone)&P3(Bass Tuba)&P3(Contrabass),P5(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P3(F Horn 3)&P5(F Trumpet 1)&P5(F Trumpet 2)&P5(Alto Trombone)&P5(Tenor Trombone)&P5(Bass Trombone)&P5(Bass Tuba)&P5(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&U(F Trumpet 2)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&U(F Trumpet 1)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),,P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(Alto Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Tuba)&U(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Contrabass),,,,,,P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)
2291.0,2305.0,U(Flute 2),U(Flute 1),,,,,U(Bassoon 2)&P8(Main)&U(Bass Trombone)&P8(Bass Tuba)&U(Contrabass),U(Bassoon 1)&P8(Main)&U(Bass Trombone)&P8(Bass Tuba)&U(Contrabass),,,,,U(F Trumpet 2),U(F Trumpet 1),,Main Part,,U(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Bass Tuba)&U(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Bass Trombone)&P8(Contrabass),,,,,,U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Trombone)&P8(Bass Tuba)
2305.0,2313.0,U(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(F Horn 1),U(Flute 1)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(F Horn 1),P3(Flute 1)&P3(Flute 2)&P6(Oboe 2)&U(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(F Horn 1),P4(Flute 1)&P4(Flute 2)&P6(Oboe 1)&P6(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(F Horn 1),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 2)&P6(F Horn 1),P4(Flute 1)&P4(Flute 2)&P6(Oboe 1)&U(Oboe 2)&P6(Bb Clarinet 1)&P8(F Horn 1),U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),U(Bassoon 1)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),P4(Flute 1)&P4(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2),,U(F Horn 4)&P6(F Trumpet 2),U(F Horn 3)&P6(F Trumpet 2),,P6(F Horn 3)&P6(F Horn 4),,Main Part,,U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Tuba)&U(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Contrabass),,P8(Viola),,P8(Violin 1),,U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)
2313.0,2321.0,U(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P8(F Horn 2)&P3(Violin 2)&P8(Violoncello),U(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 1)&P8(F Horn 2)&P3(Violin 2)&P8(Violoncello),P3(Flute 1)&P3(Flute 2)&U(Bb Clarinet 1)&P3(F Horn 2)&U(Violin 2)&P3(Violoncello),U(Bb Clarinet 2)&P8(F Horn 1),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(F Horn 2)&U(Violin 2)&P3(Violoncello),U(Oboe 2)&P8(F Horn 1),U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),U(Bassoon 1)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),P8(Oboe 2)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Violin 2)&U(Violoncello),U(F Horn 4),U(F Horn 3),P3(F Trumpet 2),P3(F Trumpet 1),,Main Part,,U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Tuba)&U(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Contrabass),,P8(Viola),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&P3(F Horn 2)&P3(Violoncello),P8(Violin 1),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(F Horn 2)&P3(Violin 2),U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)
2321.0,2327.0,U(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P8(F Horn 2)&P8(F Trumpet 1)&P3(F Trumpet 2),U(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 1)&P8(F Horn 2)&P8(F Trumpet 1)&P3(F Trumpet 2),P3(Flute 1)&P3(Flute 2)&U(Bb Clarinet 1)&P3(F Horn 2)&P3(F Trumpet 1)&P8(F Trumpet 2),U(Bb Clarinet 2)&P8(F Horn 1),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(F Horn 2)&P3(F Trumpet 1)&P8(F Trumpet 2),U(Oboe 2)&P8(F Horn 1),U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),U(Bassoon 1)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),P8(Oboe 2)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P8(F Trumpet 1)&P3(F Trumpet 2),U(F Horn 4),U(F Horn 3),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P8(F Horn 2)&P3(F Trumpet 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P3(F Horn 2)&P3(F Trumpet 1),P8(Tenor Trombone),Main Part,P8(F Trumpet 3),U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Tuba)&U(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Contrabass),,P8(Viola),,P8(Violin 1),,U(Bassoon 1)&U(Bassoon 2)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)
2327.0,2331.0,U(Flute 2)&P2(Oboe 2)&P2(Bb Clarinet 2)&P2(F Horn 1)&P8(F Horn 2)&P2(F Horn 4)&P8(F Trumpet 3)&P8(Tenor Trombone)&U(Violin 2)&P2(Violoncello),U(Flute 1)&P2(Oboe 2)&P2(Bb Clarinet 2)&P2(F Horn 1)&P8(F Horn 2)&P2(F Horn 4)&P8(F Trumpet 3)&P8(Tenor Trombone)&U(Violin 2)&P2(Violoncello),P4(Oboe 2)&U(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(F Horn 1)&P4(F Horn 4)&P4(Violoncello),P2(Flute 1)&P2(Flute 2)&P4(Oboe 1)&P4(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(F Horn 1)&P2(F Horn 2)&P8(F Horn 4)&P2(F Trumpet 3)&P2(Tenor Trombone)&P2(Violin 2)&P8(Violoncello),U(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 2)&P4(F Horn 1)&P4(F Horn 4)&P4(Violoncello),P2(Flute 1)&P2(Flute 2)&P4(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet 1)&P8(F Horn 1)&P2(F Horn 2)&P8(F Horn 4)&P2(F Trumpet 3)&P2(Tenor Trombone)&P2(Violin 2)&P8(Violoncello),U(Bassoon 2)&P4(F Trumpet 1)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),U(Bassoon 1)&P4(F Trumpet 1)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)&U(Contrabass),P2(Flute 1)&P2(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(F Horn 2)&U(F Horn 4)&P2(F Trumpet 3)&P2(Tenor Trombone)&P2(Violin 2)&U(Violoncello),P8(Flute 1)&P8(Flute 2)&P2(Oboe 2)&P2(Bb Clarinet 2)&P2(F Horn 1)&P2(F Horn 4)&P8(F Trumpet 3)&U(Tenor Trombone)&P8(Violin 2)&P2(Violoncello),P4(F Trumpet 2),P2(Flute 1)&P2(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(F Horn 1)&P2(F Horn 2)&P2(F Trumpet 3)&P2(Tenor Trombone)&P2(Violin 2)&U(Violoncello),P4(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(Bass Trombone)&P4(Bass Tuba)&P4(Contrabass),P4(F Horn 3),P8(Flute 1)&P8(Flute 2)&P2(Oboe 2)&P2(Bb Clarinet 2)&P2(F Horn 1)&P8(F Horn 2)&P2(F Horn 4)&P8(Tenor Trombone)&P8(Violin 2)&P2(Violoncello),Main Part,P8(Flute 1)&P8(Flute 2)&P2(Oboe 2)&P2(Bb Clarinet 2)&P2(F Horn 1)&U(F Horn 2)&P2(F Horn 4)&P8(F Trumpet 3)&P8(Violin 2)&P2(Violoncello),U(Bassoon 1)&U(Bassoon 2)&P4(F Trumpet 1)&P8(Main)&U(Bass Tuba)&U(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P4(F Trumpet 1)&P8(Main)&U(Bass Trombone)&U(Contrabass),,P8(Viola),U(Flute 1)&U(Flute 2)&P2(Oboe 2)&P2(Bb Clarinet 2)&P2(F Horn 1)&P8(F Horn 2)&P2(F Horn 4)&P8(F Trumpet 3)&P8(Tenor Trombone)&P2(Violoncello),P8(Violin 1),P2(Flute 1)&P2(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(F Horn 1)&P2(F Horn 2)&U(F Horn 4)&P2(F Trumpet 3)&P2(Tenor Trombone)&P2(Violin 2),U(Bassoon 1)&U(Bassoon 2)&P4(F Trumpet 1)&P8(Main)&U(Bass Trombone)&U(Bass Tuba)
