score_qstamp,qstamp,measure,beat,726696_tstamp,728534_tstamp,729214_tstamp,726691_tstamp,729227_tstamp,726680_tstamp,726652_tstamp,726628_tstamp,726688_tstamp,726641_tstamp
161.75,161.75,109,1.5,301.4183,267.7383,239.6383,299.8583,268.2498,468.6983,199.5383,464.1383,310.1383,237.2583
161.875,161.875,109,1.5833,301.5813,267.9013,239.8013,300.0413,268.4213,468.9013,199.6413,464.3013,310.3652,237.4213
162.0,162.0,109,1.6667,301.8086,268.0643,239.9643,300.2686,268.5843,469.2643,199.8007,464.4772,310.6843,237.5843
162.125,162.125,109,1.75,301.9874,268.2422,240.1674,300.4474,268.7474,469.4274,199.8674,464.7474,310.8474,237.7474
162.25,162.25,109,1.8333,302.3216,268.5504,240.3304,300.7616,268.9504,469.6704,200.0304,464.9104,311.1704,237.9104
162.375,162.375,109,1.9167,302.5135,268.7135,240.4935,300.9535,269.1935,469.8335,200.1935,465.0735,311.3335,238.0735
162.5,162.5,110,1.0,302.779,268.9365,240.6565,301.2225,269.3565,470.1965,200.3565,465.2765,311.4965,238.2965
162.625,162.625,110,1.0833,302.9796,269.0996,240.8196,301.3996,269.5596,470.3596,200.4599,465.5396,311.6996,238.4596
162.75,162.75,110,1.1667,303.1678,269.3226,240.9904,301.6226,269.7226,470.6026,200.6226,465.7426,311.8626,238.6226
162.875,162.875,110,1.25,303.3657,269.4857,241.2057,301.7857,269.9057,470.7857,200.7857,465.9457,312.0257,238.7857
163.0,163.0,110,1.3333,303.5374,269.6487,241.3687,301.9487,270.0687,471.1087,200.9487,466.1287,312.1887,238.9687
163.125,163.125,110,1.4167,303.8517,270.1117,241.5717,302.7317,270.2317,471.2917,201.1117,466.6117,312.3517,239.1317
163.25,163.25,110,1.5,304.0148,270.2748,241.7348,302.8948,270.4948,471.4696,201.1664,466.7748,312.7244,239.2948
163.375,163.375,110,1.5833,304.1778,270.4378,241.8978,303.0578,270.6778,471.7178,201.1754,466.9378,312.9178,239.4578
163.5,163.5,110,1.6667,304.3409,270.6009,242.0809,303.2809,270.8409,471.8809,201.2609,467.1209,313.1272,239.6209
163.625,163.625,110,1.75,304.5439,270.7639,242.2439,303.4439,271.0039,472.0951,201.4239,467.2839,313.4239,239.7839
163.75,163.75,110,1.8333,304.835,270.927,242.407,303.607,271.307,472.447,201.587,467.447,313.614,239.947
163.875,163.875,110,1.9167,305.11,271.09,242.57,303.77,271.47,472.67,201.75,467.61,313.87,240.11
164.0,164.0,111,1.0,305.439,271.253,242.733,303.933,271.633,472.919,201.913,467.853,314.085,240.293
164.125,164.125,111,1.0833,305.6161,271.4361,242.8961,304.0961,271.8361,473.0961,202.068,468.0761,314.2961,240.4561
164.25,164.25,111,1.1667,305.7791,271.6582,243.0791,304.2591,271.9991,473.3737,202.1271,468.2391,314.4591,240.6191
164.375,164.375,111,1.25,305.9422,271.8222,243.2422,304.4222,272.1622,473.6222,202.1387,468.4822,314.7822,240.7804
164.5,164.5,111,1.3333,306.1052,272.0364,243.4252,304.5852,272.3764,473.7852,202.2852,468.6652,314.9652,240.8652
164.625,164.625,111,1.4167,306.3932,272.2883,243.5883,304.7483,272.6283,474.1683,202.3883,468.9083,315.1283,241.0283
164.75,164.75,111,1.5,306.6313,272.4739,243.7713,305.0226,272.7913,474.3513,202.5513,469.0713,315.2913,241.1913
164.875,164.875,111,1.5833,306.7943,272.6543,243.9343,305.1943,272.9543,474.5143,202.7143,469.3543,315.4943,241.3543
165.0,165.0,111,1.6667,306.9574,272.8174,244.1174,305.3574,273.1174,474.7374,202.8774,469.5574,315.6574,241.5174
165.125,165.125,111,1.75,307.1204,272.9804,244.2804,305.5204,273.3404,474.9604,203.0401,469.7804,316.0004,241.6804
165.25,165.25,111,1.8333,307.3185,273.2235,244.4435,305.7185,273.5035,475.1305,203.1435,469.9635,316.2235,241.8435
165.375,165.375,111,1.9167,307.6665,273.3865,244.6065,306.0665,273.7465,475.3265,203.3065,470.1465,316.3865,242.0265
165.5,165.5,112,1.0,307.8896,273.6496,244.7896,306.2992,274.0184,475.6896,203.4696,470.4896,316.6696,242.1896
165.625,165.625,112,1.0833,308.0526,273.8126,244.9526,306.4726,274.2126,475.8526,203.6326,470.6526,316.8726,242.3526
165.75,165.75,112,1.1667,308.2357,273.9757,245.1357,306.6357,274.3757,476.0157,203.7957,470.8157,317.0357,242.5157
165.875,165.875,112,1.25,308.4987,274.1387,245.2987,306.8587,274.5987,476.2387,203.9587,471.0587,317.3387,242.6787
166.0,166.0,112,1.3333,308.7502,274.5217,245.5868,307.137,274.7617,476.7017,204.1217,471.3885,317.5034,242.8617
166.125,166.125,112,1.4167,309.0248,274.6848,245.8048,307.4648,274.9448,476.9048,204.2238,471.6248,317.6848,243.0248
166.25,166.25,112,1.5,309.1878,274.8478,245.9678,307.6278,275.1278,477.1946,204.2334,471.8078,317.8878,243.1878
166.375,166.375,112,1.5833,309.3509,275.0109,246.1309,307.7909,275.2909,477.4509,204.2909,472.0309,318.1709,243.3509
166.5,166.5,112,1.6667,309.5139,275.1739,246.2939,307.9678,275.4539,477.6739,204.4539,472.2139,318.3339,243.5139
166.625,166.625,112,1.75,309.677,275.517,246.457,308.277,275.617,478.057,204.4996,472.577,318.717,243.677
166.75,166.75,112,1.8333,309.84,275.68,246.62,308.44,275.8,478.22,204.66,472.74,318.88,243.84
166.875,166.875,112,1.9167,310.061,275.843,246.783,308.663,275.963,478.383,204.823,472.906,319.043,244.003
167.0,167.0,113,1.0,310.4722,276.0061,246.9461,308.8861,276.1261,478.5461,204.9861,473.0922,319.2261,244.1661
167.125,167.125,113,1.0833,310.6491,276.1691,247.1091,309.0491,276.2891,478.7091,205.0891,473.2691,319.4691,244.3291
167.25,167.25,113,1.1667,310.8122,276.3322,247.3522,309.2122,276.4522,478.8722,205.2122,473.4444,319.6322,244.4922
167.375,167.375,113,1.25,310.9752,276.5952,247.5152,309.3752,276.7752,479.0352,205.3752,473.8352,319.9552,244.6552
167.5,167.5,113,1.3333,311.3583,276.8583,247.6783,309.7383,276.9766,479.3983,205.5383,473.9983,320.1183,244.8183
167.625,167.625,113,1.4167,311.5213,277.0213,247.8613,309.9813,277.2013,479.7013,205.7013,474.2213,320.6613,244.9813
167.75,167.75,113,1.5,311.8686,277.2243,248.0243,310.2843,277.3643,479.8643,205.8643,474.4301,320.8243,245.1443
167.875,167.875,113,1.5833,312.0474,277.3874,248.1874,310.4474,277.5274,480.0274,206.0274,474.7074,320.9874,245.3074
168.0,168.0,113,1.6667,312.2104,277.5504,248.3704,310.6104,277.6904,480.5312,206.1904,474.9104,321.1504,245.4704
168.125,168.125,113,1.75,312.5935,277.7735,248.5335,310.9535,277.8935,480.8545,206.3535,475.0935,321.3335,245.6335
168.25,168.25,113,1.8333,312.7565,278.0965,248.6965,311.1165,278.0565,481.0565,206.5165,475.2565,321.4965,245.7965
168.375,168.375,113,1.9167,313.0996,278.2596,248.8596,311.3796,278.2196,481.2196,206.572,475.4196,321.6596,245.9596
168.5,168.5,114,1.0,313.2886,278.5426,249.0226,311.5426,278.473,481.4026,206.6626,475.7026,321.8678,246.1252
168.625,168.625,114,1.0833,313.9857,278.7057,249.1857,311.7057,278.7057,481.8427,206.8257,475.8657,322.2685,246.3057
168.75,168.75,114,1.1667,314.1487,278.9583,249.3487,311.8687,278.8687,482.4174,206.9887,476.1679,322.4887,246.4687
168.875,168.875,114,1.25,314.3117,279.2117,249.5117,312.0317,279.0917,482.6317,207.1517,476.5117,322.6517,246.6317
169.0,169.0,114,1.3333,314.4748,279.3748,249.6748,312.1948,279.2548,482.7948,207.3148,476.6748,322.8148,246.6948
169.125,169.125,114,1.4167,314.6978,279.6378,249.8378,312.3578,279.4778,482.9578,207.4778,477.1378,322.9778,246.8578
169.25,169.25,114,1.5,314.8609,279.8009,250.0054,312.5209,279.6427,483.1209,207.487,477.3209,323.1409,247.0209
169.375,169.375,114,1.5833,315.0239,279.9639,250.2639,312.6839,279.8439,483.2839,207.4941,477.4839,323.3039,247.1839
169.5,169.5,114,1.6667,315.187,280.127,250.427,313.078,280.007,483.447,207.527,477.647,323.495,247.347
169.625,169.625,114,1.75,315.37,280.29,250.59,313.67,280.17,483.61,207.69,477.81,323.71,247.51
169.75,169.75,114,1.8333,315.533,280.453,250.753,313.873,280.333,483.773,207.7786,477.973,323.886,247.673
169.875,169.875,114,1.9167,315.6961,280.6161,250.9161,314.0361,280.5561,483.9961,207.8761,478.2361,324.1161,247.8361
170.0,170.0,115,1.0,315.8591,280.7791,251.0791,314.1991,280.7191,484.1591,208.0391,478.4182,324.2791,247.9991
170.25,170.25,115,1.1667,316.2852,281.3052,251.4652,314.6252,281.1652,484.7252,208.3652,478.9052,324.6652,248.3452
170.5,170.5,115,1.3333,316.8913,282.0913,251.8113,315.1513,281.5313,485.1739,208.5913,479.4113,325.0913,248.6713
170.625,170.625,115,1.4167,317.0543,282.2543,252.0743,315.4086,281.7943,485.4543,208.7472,479.5943,325.3343,248.8343
170.75,170.75,115,1.5,317.2374,282.4174,252.2374,315.5774,282.0896,485.6174,208.8774,479.8174,325.4974,249.0148
170.875,170.875,115,1.5833,317.4424,282.5804,252.4604,315.8608,282.2604,485.9408,209.0404,480.1204,325.9004,249.1804
171.0,171.0,115,1.6667,317.8435,282.7435,252.6235,316.1835,282.4235,486.1575,209.1835,480.4235,326.1435,249.3635
171.125,171.125,115,1.75,318.0065,282.9065,252.7865,316.3465,282.6065,486.3865,209.3465,480.5865,326.3065,249.5265
171.25,171.25,115,1.8333,318.2296,283.0696,252.9496,316.6296,282.7992,486.6784,209.5096,480.836,326.4896,249.6896
171.375,171.375,115,1.9167,318.3926,283.2326,253.1126,316.7926,282.9726,486.8926,209.6253,481.1126,326.6526,249.8526
171.5,171.5,116,1.0,318.6357,283.3957,253.2957,316.9757,283.1357,487.1357,209.6557,481.2757,326.8157,250.0157
171.625,171.625,116,1.0833,318.7987,283.5987,253.5187,317.1787,283.3387,487.4187,209.8187,481.5387,327.0587,250.1787
171.75,171.75,116,1.1667,319.1017,283.8017,253.7417,317.4417,283.5217,487.5834,209.9417,481.7119,327.3017,250.3417
171.875,171.875,116,1.25,319.2648,283.9648,253.9048,317.6048,283.6848,487.7648,210.0648,482.0048,327.5048,250.5048
172.0,172.0,116,1.3333,319.6278,284.1756,254.0678,317.8702,283.9878,488.0156,210.2278,482.1912,327.7668,250.6878
172.125,172.125,116,1.4167,319.8109,284.3509,254.2309,318.1309,284.1709,488.2909,210.3909,482.4127,327.9909,250.8509
172.25,172.25,116,1.5,319.9739,284.5139,254.3939,318.2939,284.3939,488.4539,210.5539,482.6939,328.1678,251.0139
172.375,172.375,116,1.5833,320.237,284.717,254.557,318.577,284.557,488.617,210.617,482.857,328.337,251.177
172.5,172.5,116,1.6667,320.5,284.92,254.74,318.8,284.72,489.08,210.78,483.06,328.5,251.36
172.625,172.625,116,1.75,320.723,285.103,254.903,319.003,284.903,489.283,210.943,483.403,328.883,251.523
172.75,172.75,116,1.8333,320.9061,285.3088,255.0661,319.2244,285.1027,489.5166,211.1061,483.5966,329.0522,251.6861
172.875,172.875,116,1.9167,321.1273,285.5691,255.2291,319.4382,285.3491,489.7691,211.2261,483.8291,329.2291,251.8491
173.0,173.0,117,1.0,321.3722,285.7322,255.3922,319.6922,285.5122,489.9322,211.2922,483.9922,329.3922,252.0122
173.125,173.125,117,1.0833,321.6352,285.9552,255.5552,319.9552,285.7352,490.2552,211.4152,484.2952,329.6152,252.1752
173.25,173.25,117,1.1667,321.8383,286.1183,255.7183,320.1583,285.8983,490.4749,211.5583,484.4583,329.7783,252.3383
173.375,173.375,117,1.25,322.1213,286.3413,255.8813,320.3478,286.0826,490.7026,211.6938,484.6278,330.0413,252.5013
173.5,173.5,117,1.3333,322.2843,286.5043,256.0443,320.6086,286.3286,490.9243,211.8243,484.9458,330.2043,252.6643
173.625,173.625,117,1.4167,322.6074,286.8274,256.2874,320.8096,286.5274,491.2474,211.9874,485.2474,330.4096,252.8274
173.75,173.75,117,1.5,322.7704,286.9904,256.4504,321.1104,286.7104,491.4104,212.1504,485.5904,330.7104,252.9904
173.875,173.875,117,1.5833,322.9335,287.1735,256.6135,321.2735,286.8735,491.6735,212.2356,485.7535,330.8735,253.1535
174.0,174.0,117,1.6667,323.2565,287.3365,256.7765,321.5765,287.0565,491.853,212.3765,485.9695,331.053,253.3165
174.125,174.125,117,1.75,323.5396,287.5996,256.9396,321.7796,287.2796,492.1796,212.5198,486.1996,331.2996,253.4796
174.25,174.25,117,1.8333,323.713,287.8026,257.1426,322.0182,287.4452,492.3478,212.6626,486.373,331.4834,253.6426
174.375,174.375,117,1.9167,323.9657,287.9657,257.3057,322.2857,287.6257,492.6257,212.7257,486.6057,331.7857,253.8057
174.5,174.5,118,1.0,324.2661,288.1487,257.4887,322.5687,287.8287,492.8287,212.8887,486.8348,331.9487,253.9687
174.625,174.625,118,1.0833,324.5317,288.3717,257.6717,322.7317,288.0517,493.1117,213.0358,487.0317,332.1317,254.1317
174.75,174.75,118,1.1667,324.7148,288.5348,257.8348,322.9748,288.2296,493.2948,213.1948,487.3592,332.3444,254.2948
174.875,174.875,118,1.25,324.8778,288.6978,257.9978,323.1378,288.3978,493.6178,213.3083,487.5378,332.5778,254.4578
175.0,175.0,118,1.3333,325.049,288.8645,258.1609,323.4254,288.5863,493.7818,213.4009,487.7009,332.7445,254.6209
175.125,175.125,118,1.4167,325.4839,289.1039,258.3239,323.7639,288.8639,493.9878,213.5639,487.8912,332.9839,254.7839
175.25,175.25,118,1.5,325.647,289.267,258.494,323.927,289.034,494.174,213.687,488.181,333.147,254.927
175.375,175.375,118,1.5833,325.95,289.51,258.69,324.25,289.23,494.51,213.85,488.43,333.35,255.09
175.5,175.5,118,1.6667,326.152,289.686,258.866,324.426,289.406,494.686,213.913,488.619,333.579,255.253
175.625,175.625,118,1.75,326.3361,289.8561,259.0761,324.5961,289.5961,494.9761,214.0761,488.8961,333.8361,255.4161
175.75,175.75,118,1.8333,326.5591,290.0791,259.2591,324.8391,289.7991,495.1973,214.2391,489.1391,333.9991,255.5791
175.875,175.875,118,1.9167,326.9822,290.3244,259.4222,325.2222,290.0022,495.4622,214.3837,489.4422,334.2622,255.7422
176.0,176.0,119,1.0,327.1452,290.5052,259.5852,325.3904,290.1652,495.6252,214.4652,489.6252,334.4252,255.9052
176.125,176.125,119,1.0833,327.3483,290.6683,259.7683,325.5883,290.3883,495.8883,214.5883,489.8083,334.5883,256.0683
176.25,176.25,119,1.1667,327.5713,290.8713,259.9713,325.8513,290.5713,496.1313,214.7513,490.0713,334.8513,256.2313
176.375,176.375,119,1.25,327.8943,291.0343,260.1343,326.1943,290.7943,496.3743,214.9143,490.5143,335.1143,256.3943
176.5,176.5,119,1.3333,328.0974,291.1974,260.2974,326.3574,290.9574,496.5774,215.0774,490.7774,335.2774,256.5574
176.625,176.625,119,1.4167,328.3004,291.5804,260.4604,326.5404,291.1204,496.8804,215.2204,490.9404,335.6004,256.7204
176.75,176.75,119,1.5,328.4635,291.7435,260.6235,326.7175,291.2835,497.0715,215.3448,491.1235,335.7635,256.8835
176.875,176.875,119,1.5833,328.6865,291.9065,260.7865,326.973,291.5865,497.3865,215.3865,491.3065,335.9265,257.0465
177.0,177.0,119,1.6667,328.8496,292.1464,260.9592,327.1688,291.7976,497.6552,215.5096,491.528,336.128,257.2096
177.125,177.125,119,1.75,329.0126,292.3926,261.1526,327.3726,292.0126,497.9326,215.6726,491.7926,336.3526,257.3726
177.25,177.25,119,1.8333,329.3757,292.5557,261.3157,327.6557,292.1757,498.1157,215.8357,491.9557,336.5557,257.5357
177.375,177.375,119,1.9167,329.6987,292.7187,261.5187,327.8787,292.3987,498.3587,215.9197,492.2587,336.7587,257.6987
177.5,177.5,120,1.0,329.9217,292.8817,261.6834,328.2217,292.5617,498.5234,216.0417,492.4417,336.9302,257.8634
177.625,177.625,120,1.0833,330.144,293.1648,261.9048,328.404,292.7248,498.8448,216.2048,492.6192,337.1848,258.0696
177.75,177.75,120,1.1667,330.4346,293.3278,262.0678,328.6678,292.9278,499.0078,216.3678,493.1078,337.3478,258.2478
177.875,177.875,120,1.25,330.6709,293.4909,262.2309,328.9309,293.0909,499.1709,216.4689,493.2709,337.5509,258.4109
178.0,178.0,120,1.3333,330.8339,293.6539,262.4339,329.0939,293.2939,499.4739,216.5539,493.4339,337.7139,258.5939
178.125,178.125,120,1.4167,331.177,293.897,262.597,329.397,293.557,499.797,216.717,493.697,338.037,258.757
178.25,178.25,120,1.5,331.36,294.06,262.76,329.58,293.72,499.96,216.88,493.86,338.2,258.92
178.375,178.375,120,1.5833,331.623,294.303,262.923,329.863,293.883,500.263,217.0229,494.109,338.443,259.0477
178.5,178.5,120,1.6667,331.8322,294.4783,263.0861,330.0722,294.0461,500.4261,217.0661,494.3549,338.6061,259.1861
178.625,178.625,120,1.75,332.0491,294.6891,263.2491,330.2891,294.2891,500.7291,217.2291,494.6491,338.8091,259.3491
178.75,178.75,120,1.8333,332.2922,294.8844,263.4922,330.5244,294.4922,500.8922,217.3522,494.8922,339.0522,259.5122
178.875,178.875,120,1.9167,332.5752,295.0752,263.6552,330.7752,294.7952,501.2352,217.5152,495.1352,339.3152,259.6752
179.0,179.0,121,1.0,332.7383,295.2383,263.8183,330.9383,294.9583,501.3983,217.6383,495.2983,339.4783,259.8183
179.125,179.125,121,1.0833,332.9182,295.5213,264.0413,331.1156,295.1213,501.6413,217.8003,495.5317,339.6717,260.0013
179.25,179.25,121,1.1667,333.3243,295.6886,264.2043,331.5329,295.2886,501.9572,217.9043,495.8443,340.0043,260.1643
179.375,179.375,121,1.25,333.4948,295.8874,264.3674,331.7822,295.4674,502.1674,218.0274,496.0548,340.1674,260.3274
179.5,179.5,121,1.3333,333.7216,296.0608,264.5304,331.9904,295.6304,502.3408,218.1304,496.2904,340.3304,260.4904
179.625,179.625,121,1.4167,334.0335,296.2335,264.7745,332.1535,295.9335,502.6935,218.2817,496.4535,340.5135,260.6535
179.75,179.75,121,1.5,334.213,296.4765,264.9965,332.4565,296.0965,502.8565,218.3165,496.813,340.6765,260.8165
179.875,179.875,121,1.5833,334.3996,296.6396,265.1596,332.6396,296.2596,503.1196,218.4796,497.0196,340.8596,260.9796
180.0,180.0,121,1.6667,334.6252,296.8826,265.3226,332.8626,296.4226,503.3226,218.6426,497.2252,341.133,261.1426
180.125,180.125,121,1.75,334.8257,297.0457,265.4857,333.1057,296.6114,503.6057,218.8057,497.4057,341.3857,261.3057
180.25,180.25,121,1.8333,335.1192,297.2522,265.6487,333.3818,296.8409,503.8957,218.9487,497.7166,341.5748,261.4948
180.375,180.375,121,1.9167,335.4517,297.4917,265.8117,333.6917,297.0717,504.2117,219.1117,498.0717,341.7917,261.7117
180.5,180.5,122,1.0,335.7184,297.6696,265.9748,333.9288,297.2348,504.3748,219.2348,498.2948,342.0548,261.8748
181.0,181.0,122,1.3333,336.847,298.607,266.787,335.014,298.057,505.527,219.767,499.387,343.067,262.587
181.125,181.125,122,1.4167,337.01,298.77,266.95,335.21,298.35,505.69,219.93,499.55,343.23,262.75
181.25,181.25,122,1.5,337.173,298.933,267.113,335.393,298.513,505.853,220.093,499.713,343.453,262.913
181.375,181.375,122,1.5833,337.3961,299.0961,267.2761,335.5761,298.6761,506.0961,220.2187,499.8961,343.6361,263.0761
181.5,181.5,122,1.6667,337.5791,299.2591,267.4391,335.7991,298.8391,506.2591,220.3391,500.1382,343.9191,263.2391
181.625,181.625,122,1.75,337.7776,299.5066,267.6022,335.9798,299.0022,506.5088,220.5022,500.3644,344.1022,263.4022
181.75,181.75,122,1.8333,338.0652,299.7052,267.7652,336.2852,299.1652,506.7252,220.6652,500.566,344.3164,263.5652
181.875,181.875,122,1.9167,338.3132,299.9283,267.9283,336.5815,299.4683,507.0132,220.7683,500.8049,344.6283,263.7283
182.0,182.0,123,1.0,338.7617,300.0913,268.0913,336.8704,299.6426,507.2913,220.9113,501.0252,344.8026,263.8713
182.5,182.5,123,1.3333,339.5635,300.8035,268.7435,337.747,300.3435,508.1635,221.5435,502.1035,345.6435,264.5635
182.75,182.75,123,1.5,339.9296,301.3496,269.1896,338.1296,300.6896,508.5896,221.8096,502.4496,346.2192,265.1096
182.875,182.875,123,1.5833,340.2408,301.5378,269.3526,338.3926,300.9326,508.8978,221.9126,502.7052,346.4926,265.2926
183.0,183.0,123,1.6667,340.5028,301.7471,269.5157,338.6271,301.0957,509.1985,222.0757,502.8757,346.7871,265.4557
183.125,183.125,123,1.75,340.6787,301.9761,269.6787,338.8187,301.3361,509.4161,222.2387,503.2187,347.0561,265.6987
183.25,183.25,123,1.8333,340.9017,302.1417,269.8434,339.1217,301.5034,509.7017,222.3217,503.4234,347.2834,265.9285
183.375,183.375,123,1.9167,341.1648,302.3648,270.0248,339.2848,301.6848,509.9248,222.4848,503.7448,347.5848,266.3048
183.5,183.5,124,1.0,341.3678,302.6078,270.2478,339.5478,301.9234,510.3678,222.6478,503.9678,347.9678,266.6078
184.5,184.5,124,1.6667,345.4922,307.3322,272.8122,343.6722,305.6722,513.8722,225.3322,506.8722,351.9522,271.2522
185.0,185.0,125,1.0,347.4843,308.2843,273.4643,345.6443,306.3243,514.7043,226.4043,507.5243,352.6043,272.1243
186.0,186.0,125,1.6667,348.9287,309.7887,275.0687,347.0687,307.6687,517.1087,227.7887,508.8287,355.0887,273.8087
186.5,186.5,126,1.0,349.6209,310.7609,275.7209,347.7209,308.5609,517.7609,228.4409,509.5409,356.3409,274.6209
187.5,187.5,126,1.6667,351.1452,312.2452,277.0852,349.3052,310.1052,519.3452,229.7452,510.8652,358.1052,275.9252
188.0,188.0,127,1.0,351.8174,312.8974,277.7374,349.9574,311.1774,519.9974,230.3974,511.7748,359.0574,276.5774
189.0,189.0,127,1.6667,353.3217,314.4017,279.3617,351.5017,312.6217,521.7017,231.4617,513.0817,360.7834,277.8817
189.5,189.5,128,1.0,353.9739,315.3539,280.0139,352.1539,313.4739,522.3539,232.0339,513.7339,362.3739,278.9139
190.5,190.5,128,1.6667,355.3783,316.6583,281.4783,353.4583,315.1098,523.9983,233.4583,518.0583,363.6783,280.2183
190.75,190.75,128,1.8333,355.7243,317.1043,281.8843,353.7843,315.5643,524.3443,233.7843,518.4043,364.1772,280.5843
191.0,191.0,129,1.0,356.0504,317.5304,282.2104,354.1104,316.0104,524.8104,234.1104,518.7304,367.2712,280.9104
191.5,191.5,129,1.3333,356.7026,318.3426,282.8826,354.7626,316.8226,525.4826,234.6826,519.3826,367.9426,281.5626
191.75,191.75,129,1.5,357.3487,318.6687,283.3687,355.4487,317.1887,525.8487,235.0087,520.0748,368.4487,281.9348
192.0,192.0,129,1.6667,357.7896,319.0844,283.6948,355.8844,317.5888,526.2696,235.3348,520.4348,369.0436,282.2948
192.25,192.25,129,1.8333,358.1409,319.5409,284.0809,356.2409,317.9809,526.6009,235.6609,520.7609,369.4009,282.6209
192.5,192.5,130,1.0,358.567,319.867,284.467,356.627,318.387,526.927,235.987,521.127,369.727,282.947
193.5,193.5,130,1.6667,359.9278,321.2956,285.9226,358.0278,319.7026,528.3852,237.1113,522.5417,371.4591,284.3426
193.75,193.75,130,1.8333,360.3774,321.9974,286.3974,358.4374,320.1766,528.9974,237.4574,522.9574,371.8574,284.6774
194.0,194.0,131,1.0,360.7035,322.3235,286.7635,358.7635,320.5235,529.3235,237.7835,523.3635,372.1835,285.0035
194.5,194.5,131,1.3333,361.4357,323.1357,287.4314,359.4757,321.1757,529.9757,238.4357,524.0157,372.8357,285.6157
194.75,194.75,131,1.5,361.9068,323.4617,287.7634,359.9634,321.8634,530.3868,238.7817,524.3621,373.6736,285.8617
195.0,195.0,131,1.6667,362.3678,323.8278,288.1624,360.359,322.2078,530.7878,239.1078,524.9668,374.2234,286.1078
195.25,195.25,131,1.8333,362.6939,324.1539,288.6139,360.7339,322.5339,531.1139,239.3139,525.3539,374.5739,286.4339
195.5,195.5,132,1.0,363.02,324.48,288.94,361.06,322.86,531.44,239.64,525.7,375.14,286.76
196.5,196.5,132,1.6667,364.3643,326.0043,290.4215,362.3843,324.3843,532.9443,240.8443,527.2486,376.6043,288.0643
196.75,196.75,132,1.8333,364.6904,326.3904,290.8104,362.7104,324.7104,533.3104,241.1704,527.6104,377.1704,288.4704
197.0,197.0,133,1.0,365.2475,326.8815,291.252,363.251,325.1225,533.933,241.4965,527.9365,377.6945,288.919
197.5,197.5,133,1.3333,365.9887,327.7687,292.1087,364.0287,326.0287,534.7687,242.1487,528.6887,378.6687,289.5887
197.75,197.75,133,1.5,366.3148,328.0948,292.3148,364.3548,326.3748,534.9948,242.4748,528.9548,379.0148,289.9148
198.0,198.0,133,1.6667,366.6809,328.4409,292.6409,364.6809,326.7009,535.3009,242.7209,529.3009,379.3409,290.2409
198.25,198.25,133,1.8333,367.007,328.767,292.947,365.007,327.027,535.627,242.947,529.627,379.667,290.427
198.5,198.5,134,1.0,367.333,329.113,293.273,365.333,327.386,535.953,243.273,529.953,380.159,290.773
199.0,199.0,134,1.3333,367.9852,329.8852,294.0052,365.9852,328.1704,536.6852,243.8828,530.6052,380.9252,291.4252
199.25,199.25,134,1.5,368.3452,330.2513,294.3313,366.3113,328.5313,537.1426,244.0713,530.9513,381.2739,291.7313
199.5,199.5,134,1.6667,368.6974,330.5974,294.6574,366.7174,328.8974,537.4974,244.3774,531.2974,381.7574,291.9974
199.75,199.75,134,1.8333,369.0235,330.9235,294.9835,367.0635,329.2235,537.8235,244.7035,531.6235,382.1635,292.2835
200.0,200.0,135,1.0,369.3496,331.2496,295.3096,367.3896,329.5696,538.1896,245.0296,531.9696,382.5576,292.6096
200.5,200.5,135,1.3333,370.0017,332.0217,296.0617,368.0217,330.3817,539.0217,245.4017,532.6217,383.2617,293.1617
200.75,200.75,135,1.5,370.3278,332.4156,296.3878,368.3478,330.7078,539.3478,245.7278,533.0634,383.7468,293.4878
201.0,201.0,135,1.6667,370.6539,332.7739,296.7339,368.6539,331.0339,539.7139,245.9939,533.4139,384.1895,293.8139
201.25,201.25,135,1.8333,370.98,333.14,297.02,368.98,331.4,540.04,246.28,533.74,384.54,294.12
201.5,201.5,136,1.0,371.3505,333.5861,297.3461,369.3722,331.7661,540.4661,246.5061,534.1322,384.9722,294.4261
202.0,202.0,136,1.3333,372.0383,334.2383,297.9983,370.0383,332.4983,541.1983,247.0183,534.7983,385.6783,294.9383
202.25,202.25,136,1.5,372.3643,334.5643,298.4043,370.3643,332.8286,541.5486,247.3443,535.1243,386.0972,295.2643
202.5,202.5,136,1.6667,372.6904,334.9008,298.7408,370.6904,333.1704,541.8904,247.6304,535.4704,386.5112,295.5704
202.75,202.75,136,1.8333,373.0165,335.2765,299.0765,371.0165,333.5165,542.2765,247.8965,535.7965,386.8965,295.8565
203.0,203.0,137,1.0,373.3626,335.7026,299.4026,371.3426,333.8626,542.6052,248.1226,536.1226,387.3052,296.1826
203.25,203.25,137,1.1667,373.6887,336.0287,299.7287,371.6687,334.2287,543.0087,248.3687,536.4487,387.7774,296.4487
203.5,203.5,137,1.3333,374.0148,336.3548,300.0748,371.9948,334.5548,543.3348,248.6548,536.7748,388.1592,296.7748
203.75,203.75,137,1.5,374.3409,336.6809,300.3809,372.3209,334.9018,543.6618,248.9409,537.1009,388.5045,296.9809
204.0,204.0,137,1.6667,374.667,337.007,300.707,372.647,335.247,544.027,249.147,537.427,388.934,297.247
204.25,204.25,137,1.8333,374.993,337.333,301.053,372.973,335.573,544.353,249.373,537.713,389.306,297.573
204.5,204.5,138,1.0,375.3191,337.6391,301.3991,373.2991,335.8991,544.6791,249.6591,538.0391,389.6391,297.8991
