qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
2.0,1,2.0,0.5,a,S 1,11,Ch
6.0,2,2.0,0.5,a,S 2,12,Ch
14.0,4,2.0,0.5,a,A,13,Ch
18.0,5,2.0,0.5,a,T,14,Ch
26.0,7,2.0,0.5,a,B,15,Ch
30.0,8,2.0,0.5,a,S 1,11,Ch
42.0,11,2.0,0.5,a,S 1,11,Ch
62.0,16,2.0,0.5,b,T,14,Ch
70.0,18,2.0,0.5,b,A,13,Ch
78.0,20,2.0,0.5,b,S 2,12,Ch
86.0,22,2.0,0.5,b,S 1,11,Ch
94.0,24,2.0,0.5,b,B,15,Ch
103.0,26,2.5,0.75,b,A,13,Ch
122.0,31,2.0,0.5,a,S 1,11,Ch
134.0,34,2.0,0.5,a,T,14,Ch
146.0,37,2.0,0.5,a,S 2,12,Ch
158.0,40,2.0,0.5,a,B,15,Ch
166.0,42,2.0,0.5,a,T,14,Ch
178.0,45,2.0,0.5,b,S 1,11,Ch
194.0,49,2.0,0.5,a,T,14,Ch
202.0,51,2.0,0.5,a,S 1,11,Ch
214.0,54,2.0,0.5,a,A,13,Ch
218.0,55,2.0,0.5,a,S 2,12,Ch
226.0,57,2.0,0.5,a,B,15,Ch
230.0,58,2.0,0.5,a,T,14,Ch
234.0,59,2.0,0.5,a,S 2,12,Ch
238.0,60,2.0,0.5,a,S 1,11,Ch
248.0,63,1.0,0.0,b,A,13,Ch
274.0,69,2.0,0.5,b,S 1,11,Ch
276.0,70,1.0,0.0,b,S 2,12,Ch
290.0,73,2.0,0.5,b,S 1,11,Ch
298.0,75,2.0,0.5,b,T,14,Ch
311.0,78,2.5,0.75,a,S 2,12,Ch
320.0,81,1.0,0.0,c,B,15,Ch
323.0,81,2.5,0.75,a,S 1,11,Ch
324.0,82,1.0,0.0,c,A,13,Ch
325.0,82,1.5,0.25,a,S 2,12,Ch
336.0,85,1.0,0.0,d,B,15,Ch
340.0,86,1.0,0.0,d,A,13,Ch
348.0,88,1.0,0.0,b,S 1,11,Ch
350.0,88,2.0,0.5,a,S 2,12,Ch
366.0,92,2.0,0.5,b,A,13,Ch
370.0,93,2.0,0.5,b,S 1,11,Ch
378.0,95,2.0,0.5,a,S 2,12,Ch
386.0,97,2.0,0.5,a,A,13,Ch
390.0,98,2.0,0.5,a,S 1,11,Ch
402.0,101,2.0,0.5,b,A,13,Ch
406.0,102,2.0,0.5,a,B,15,Ch
414.0,104,2.0,0.5,b,S 1,11,Ch
418.0,105,2.0,0.5,b,A,13,Ch
420.0,106,1.0,0.0,c,T,14,Ch
426.0,107,2.0,0.5,b,S 2,12,Ch
434.0,109,2.0,0.5,b,B,15,Ch
438.0,110,2.0,0.5,a,S 1,11,Ch
446.0,112,2.0,0.5,a,A,13,Ch
452.0,114,1.0,0.0,d,T,14,Ch
454.0,114,2.0,0.5,b,A,13,Ch
458.0,115,2.0,0.5,c,S 1,11,Ch
466.0,117,2.0,0.5,b,S 2,12,Ch
470.0,118,2.0,0.5,b,T,14,Ch
490.0,123,2.0,0.5,e,S 1,11,Ch
499.0,125,2.5,0.75,e,T,14,Ch
506.0,127,2.0,0.5,e,T,14,Ch
514.0,129,2.0,0.5,e,S 1,11,Ch
524.0,132,1.0,0.0,e,S 2,12,Ch
529.0,133,1.5,0.25,e,B,15,Ch
534.0,134,2.0,0.5,e,T,14,Ch
540.0,136,1.0,0.0,e,A,13,Ch
546.0,137,2.0,0.5,e,S 1,11,Ch
550.0,138,2.0,0.5,e,A,13,Ch
557.0,140,1.5,0.25,e,S 2,12,Ch
562.0,141,2.0,0.5,e,A,13,Ch
568.0,143,1.0,0.0,e,S 2,12,Ch
580.0,146,1.0,0.0,e,S 2,12,Ch
585.0,147,1.5,0.25,f,Trv 1,4,Fl
587.0,147,2.5,0.75,f,Tr 1,0,Tpt
589.0,148,1.5,0.25,f,Trv 1,4,Fl
591.0,148,2.5,0.75,f,Tr 1,0,Tpt
593.0,149,1.5,0.25,f,Trv 1,4,Fl
595.0,149,2.5,0.75,f,Tr 1,0,Tpt
597.0,150,1.5,0.25,f,Trv 1,4,Fl
599.0,150,2.5,0.75,f,Tr 1,0,Tpt
620.0,156,1.0,0.0,f,Tr 1,0,Tpt
633.0,159,1.5,0.25,f,Trv 1,4,Fl
650.0,163,2.0,0.5,f,T,14,Ch
654.0,164,2.0,0.5,f,A,13,Ch
658.0,165,2.0,0.5,f,S 2,12,Ch
662.0,166,2.0,0.5,f,B,15,Ch
666.0,167,2.0,0.5,f,S 1,11,Ch
684.0,172,1.0,0.0,f,T,14,Ch
692.0,174,1.0,0.0,f,A,13,Ch
700.0,176,1.0,0.0,f,S 1,11,Ch
708.0,178,1.0,0.0,f,S 2,12,Ch
712.0,179,1.0,0.0,f,A,13,Ch
713.0,179,1.5,0.25,f,Trv 1,4,Fl
715.0,179,2.5,0.75,f,Tr 1,0,Tpt
717.0,180,1.5,0.25,f,Trv 1,4,Fl
719.0,180,2.5,0.75,f,Tr 1,0,Tpt
721.0,181,1.5,0.25,f,Trv 1,4,Fl
723.0,181,2.5,0.75,f,Tr 1,0,Tpt
725.0,182,1.5,0.25,f,Trv 1,4,Fl
727.0,182,2.5,0.75,f,Tr 1,0,Tpt
742.0,186,2.0,0.5,f,A,13,Ch
750.0,188,2.0,0.5,f,S 1,11,Ch
758.0,190,2.0,0.5,f,T,14,Ch
766.0,192,2.0,0.5,f,S 2,12,Ch
768.0,193,1.0,0.0,f,B,15,Ch
