qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,4.6667,0.0,a,Corno 1,10,Eng Hn
24.0,5,4.6667,0.9167,a,Ob. 1,3,Ob
72.0,13,4.6667,0.9167,a,Fl. 1,1,Fl
84.0,15,4.6667,0.9167,a,Ob. 1,3,Ob
104.0,19,2.0,0.25,trans,Vln. 1,16,Vln
113.5,22,2.0,0.5,trans,Vln. 2,17,Vln
124.5,28,1.0,0.0,b,Vln. 1,16,Vln
132.5,32,1.0,0.0,b,Fl. 1,1,Fl
133.5,32,2.0,0.5,b,Cl. 1,5,Cl
134.5,33,1.0,0.0,b,Fag. 1,7,Bsn
135.5,33,2.0,0.5,b,Fag. 2,8,Bsn
136.5,34,1.0,0.0,b,Vln. 2,17,Vln
146.75,39,1.25,0.125,b,Vln. 1,16,Vln
156.5,44,1.0,0.0,c,Fl. picc.,0,Picc
162.5,47,1.0,0.0,c,Vln. 1,16,Vln
177.75,54,2.25,0.625,b,Vln. 2,17,Vln
178.75,55,1.25,0.125,b,Vln. 1,16,Vln
179.75,55,2.25,0.625,b,Vln. 2,17,Vln
182.5,57,1.0,0.0,b,Vln. 1,16,Vln
183.75,57,2.25,0.625,b,Vln. 2,17,Vln
184.75,58,1.25,0.125,b,Vln. 1,16,Vln
186.0,58,2.5,0.75,a,Fl. 1,1,Fl
202.5,67,1.0,0.0,a,Vln. 1,16,Vln
206.5,69,1.0,0.0,a,Ob. 1,3,Ob
218.5,75,1.0,0.0,b,Vln. 1,16,Vln
225.5,78,2.0,0.5,b,Vln. 2,17,Vln
231.0,81,1.5,0.25,c',Ob. 1,3,Ob
233.0,82,1.5,0.25,c',Fl. 1,1,Fl
234.5,83,1.0,0.0,c',Fl. 1,1,Fl
249.5,90,2.0,0.5,X,Vle.,18,Vla
259.5,95,2.0,0.5,a,Corno 1,10,Eng Hn
270.5,101,1.0,0.0,a,Cl. 1,5,Cl
278.0,104,2.5,0.75,a,Ob. 1,3,Ob
286.0,108,2.5,0.75,a,Fl. 1,1,Fl
293.5,112,2.0,0.5,a,Cor.I.,9,Eng Hn
298.5,115,1.0,0.0,a,Ob. 1,3,Ob
302.5,117,1.0,0.0,a,Vln. 1,16,Vln
310.5,121,1.0,0.0,a,Fl. 1,1,Fl
319.5,125,2.0,0.5,a,Fl. picc.,0,Picc
331.5,131,2.0,0.5,X,Vln. 1,16,Vln
335.5,133,2.0,0.5,X,Vln. 2,17,Vln
336.5,134,1.0,0.0,X,Vln. 1,16,Vln
337.5,134,2.0,0.5,X,Vln. 2,17,Vln
338.5,135,1.0,0.0,X,Vln. 1,16,Vln
339.5,135,2.0,0.5,X,Vln. 2,17,Vln
340.5,136,1.0,0.0,X,Vle.,18,Vla
341.5,136,2.0,0.5,X,Vln. 1,16,Vln
342.5,137,1.0,0.0,X,Vln. 2,17,Vln
343.5,137,2.0,0.5,X,Vle.,18,Vla
344.5,138,1.0,0.0,X,Vln. 2,17,Vln
345.5,138,2.0,0.5,X,Vle.,18,Vla
346.5,139,1.0,0.0,X,Vln. 2,17,Vln
347.5,139,2.0,0.5,X,Vle.,18,Vla
348.5,140,1.0,0.0,X,Vln. 2,17,Vln
349.5,140,2.0,0.5,X,Vle.,18,Vla
350.5,141,1.0,0.0,X,Vln. 2,17,Vln
351.5,141,2.0,0.5,X,Vle.,18,Vla
352.5,142,1.0,0.0,X,Vln. 2,17,Vln
353.5,142,2.0,0.5,X,Vle.,18,Vla
358.5,145,1.0,0.0,X,Vc.,19,Vc
361.0,146,1.5,0.25,X,Ob. 1,3,Ob
371.5,151,2.0,0.5,X,Fl. 1,1,Fl
380.5,156,1.0,0.0,X,Ob. 1,3,Ob
383.0,157,1.5,0.25,X,Fl. 1,1,Fl
393.5,162,2.0,0.5,X,Fl. 1,1,Fl
399.5,165,2.0,0.5,X,Fl. picc.,0,Picc
406.5,169,1.0,0.0,a,Corno 1,10,Eng Hn
413.5,170,1.6667,0.1667,a',Cl. 1,5,Cl
426.0,172,2.0,0.25,a,Cor.I.,9,Eng Hn
466.0,178,4.6667,0.9167,a,Ob. 1,3,Ob
490.0,182,4.6667,0.9167,a,Fl. 1,1,Fl
502.0,184,4.6667,0.9167,a,Ob. 1,3,Ob
515.25,187,1.5,0.125,a,Fl. 1,1,Fl
540.0,191,2.0,0.25,a,Ob. 1,3,Ob
568.5,196,1.0,0.0,X,Vln. 1,16,Vln
576.0,199,2.5,0.75,X,Cl. 1,5,Cl
578.75,201,1.25,0.125,X,Fl. 1,1,Fl
580.75,202,1.25,0.125,X,Fl. picc.,0,Picc
585.5,204,2.0,0.5,X,Vln. 1,16,Vln
588.5,206,1.0,0.0,X,Vln. 2,17,Vln
589.5,206,2.0,0.5,X,Vln. 1,16,Vln
593.5,208,2.0,0.5,X,Vln. 2,17,Vln
594.5,209,1.0,0.0,X,Vln. 1,16,Vln
595.5,209,2.0,0.5,X,Vln. 2,17,Vln
596.5,210,1.0,0.0,X,Fl. 1,1,Fl
600.5,212,1.0,0.0,X,Fl. picc.,0,Picc
