qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Traverso 1,Traverso 2,Oboe 1,Oboe 2,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto,Tenor,Bass,Continuo
134.5,67.25,45,3.5,r,r,r,r,D5,B4,D5,B4,G#3,G#3,G#3,r,r,r,r,r,r
135.0,67.5,46,1.0,r,r,r,r,C#5,A4,C#5,A4,A3,A3,A3,r,r,r,r,r,r
135.5,67.75,46,1.5,r,r,r,r,r,r,C#5,A4,E4,E4,E4,r,r,r,r,r,r
135.75,67.875,46,1.75,r,r,r,r,r,r,B4,G#4,E4,E4,E4,r,r,r,r,r,r
136.0,68.0,46,2.0,r,r,r,r,r,r,C#5,A4,A3,A3,A3,r,r,r,r,r,r
136.5,68.25,46,2.5,r,r,r,r,C#5,A4,C#5,A4,E4,E4,E4,r,r,r,r,r,r
136.75,68.375,46,2.75,r,r,r,r,B4,G#4,B4,G#4,E4,E4,E4,r,r,r,r,r,r
137.0,68.5,46,3.0,r,r,r,r,D5,B4,D5,B4,G#3,G#3,G#3,r,r,r,r,r,r
137.5,68.75,46,3.5,r,r,r,r,C#5,A4,C#5,A4,E4,E4,E4,r,r,r,r,r,r
137.75,68.875,46,3.75,r,r,r,r,B4,G#4,B4,G#4,E4,E4,E4,r,r,r,r,r,r
138.0,69.0,47,1.0,r,r,r,r,C#5,A4,C#5,A4,A3,A3,A3,r,r,r,r,r,r
138.25,69.125,47,1.25,r,r,r,r,C#5,A4,B4,G#4,A3,A3,A3,r,r,r,r,r,r
138.5,69.25,47,1.5,r,r,r,r,E5,C#5,A4,A4,A4,E4,C#3,r,r,r,r,r,r
138.75,69.375,47,1.75,r,r,r,r,D5,B4,B4,B4,G#4,E4,C#3,r,r,r,r,r,r
139.0,69.5,47,2.0,r,r,r,r,C#5,A4,C#5,C#5,A4,A3,E3,r,r,r,r,r,r
139.25,69.625,47,2.25,r,r,r,r,C#5,A4,D5,D5,A4,A3,E3,r,r,r,r,r,r
139.5,69.75,47,2.5,r,r,r,r,A4,E4,E5,E5,E4,C#4,A3,r,r,r,r,r,A2
139.75,69.875,47,2.75,r,r,r,r,A4,E4,F#5,F#5,E4,C#4,A3,r,r,r,r,r,A2
140.0,70.0,47,3.0,r,r,r,r,E4,E5,E5,E5,A4,E4,A3,r,r,r,r,r,C#3
140.25,70.125,47,3.25,r,r,r,r,E4,E5,D5,D5,A4,E4,A3,r,r,r,r,r,C#3
140.5,70.25,47,3.5,r,r,r,r,E5,G#4,C#5,C#5,C#5,G#4,E4,r,r,r,r,r,E3
140.75,70.375,47,3.75,r,r,r,r,E5,G#4,B4,B4,B4,G#4,E4,r,r,r,r,r,E3
141.0,70.5,48,1.0,r,r,r,r,C#5,A4,C#5,C#5,C#5,A4,E4,r,r,r,r,r,A3
141.25,70.625,48,1.25,r,r,r,r,D5,A4,D5,D5,C#5,A4,E4,r,r,r,r,r,A3
141.5,70.75,48,1.5,r,r,r,r,C#5,A4,C#5,C#5,E5,A4,C#4,r,r,r,r,r,E3
141.75,70.875,48,1.75,r,r,r,r,B4,G#4,B4,B4,D5,G#4,D4,r,r,r,r,r,E3
142.0,71.0,48,2.0,r,r,r,r,A4,A4,A4,A4,C#5,A4,E4,r,r,r,r,r,A2
142.25,71.125,48,2.25,r,r,r,r,A4,A4,A4,A4,C#5,A4,D4,r,r,r,r,r,A2
142.5,71.25,48,2.5,E5,r,r,r,C#5,C#5,C#5,A4,E5,A4,C#4,r,r,r,r,r,A3
142.75,71.375,48,2.75,F#5,r,r,r,B4,B4,B4,A4,E5,A4,D4,r,r,r,r,r,G#3
143.0,71.5,48,3.0,E5,r,r,r,C#5,C#5,C#5,C#5,A5,C#5,E4,r,r,r,r,r,A3
143.25,71.625,48,3.25,F#5,r,r,r,C#5,C#5,C#5,C#5,A5,C#5,D4,r,r,r,r,r,A3
143.5,71.75,48,3.5,E5,r,r,r,E5,E5,E5,G#4,E5,G#4,C#4,r,r,r,r,r,C#4
143.75,71.875,48,3.75,F#5,r,r,r,D5,D5,D5,G#4,E5,G#4,D4,r,r,r,r,r,B3
144.0,72.0,49,1.0,E5,r,r,r,E5,E5,E5,A4,E5,A4,E4,r,r,r,r,r,C#4
144.25,72.125,49,1.25,E5,r,r,r,D5,D5,D5,A4,D5,A4,E4,r,r,r,r,r,C#4
144.5,72.25,49,1.5,F#5,r,r,r,C#5,C#5,C#5,A4,C#5,A4,A4,r,r,r,r,r,A3
144.75,72.375,49,1.75,G#5,r,r,r,B4,B4,B4,B4,B4,B4,A4,r,r,r,r,r,A3
145.0,72.5,49,2.0,A5,r,r,r,A4,A4,A4,C#5,A4,C#5,C#4,r,r,r,r,r,F#3
145.5,72.75,49,2.5,B5,F#5,D5,D3,D5,D5,D5,F#4,D5,F#4,B3,r,r,r,r,r,D3
145.75,72.875,49,2.75,B5,F#5,D5,D3,D5,D5,D5,F#4,D5,F#4,B3,r,r,r,r,r,D3
146.0,73.0,49,3.0,E5,E5,D5,D3,C#5,C#5,C#5,G#4,C#5,G#4,C#4,r,r,r,r,r,E3
146.5,73.25,49,3.5,G#5,E5,D5,r,B4,B4,B4,E4,B4,E4,D4,r,r,r,r,r,E2
146.75,73.375,49,3.75,G#5,E5,D5,r,A4,A4,A4,E4,A4,E4,D4,r,r,r,r,r,E2
147.0,73.5,50,1.0,A5,E5,A4,A2,A4,A4,A4,E4,A4,E4,C#4,r,r,r,r,r,A2
147.5,73.75,50,1.5,A5,E5,A4,A2,A4,A4,A4,E4,A4,E4,C#4,r,r,r,r,r,E3
148.0,74.0,50,2.0,A5,E5,A4,A2,A4,A4,A4,E4,A4,E4,C#4,r,r,r,r,r,A3
148.5,74.25,50,2.5,r,r,r,r,r,r,r,r,r,r,r,E4,E4,C#4,A3,A2,E3
149.0,74.5,50,3.0,r,r,r,r,r,r,r,r,r,r,r,A4,E4,E4,A3,C#3,C#3
149.5,74.75,50,3.5,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,D4,E4,E3,E3
150.0,75.0,51,1.0,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,C#4,E4,A3,A2
150.5,75.25,51,1.5,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,B3,E4,E3,E3
150.6667,75.3333,51,1.6667,r,r,r,r,r,r,r,r,r,r,r,C#5,G#4,B3,E4,E3,E3
150.8333,75.4167,51,1.8333,r,r,r,r,r,r,r,r,r,r,r,C#5,G#4,B3,E4,E3,E3
151.0,75.5,51,2.0,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,A3,E4,A2,A3
151.5,75.75,51,2.5,r,r,r,r,A4,A4,r,r,r,r,r,E5,C#5,A3,E4,G3,G3
152.0,76.0,51,3.0,r,r,r,r,D5,D5,r,r,r,r,r,A4,D5,A4,F#4,F#3,F#3
152.5,76.25,51,3.5,r,r,r,r,E5,E5,r,r,r,r,r,C#5,E5,A4,G4,E3,E3
153.0,76.5,52,1.0,r,r,r,r,F#5,F#5,r,r,r,r,r,D5,A4,A4,F#4,D3,D3
153.25,76.625,52,1.25,r,r,r,r,E5,E5,r,r,r,r,r,D5,A4,A4,F#4,D3,D3
153.5,76.75,52,1.5,r,r,r,r,D5,D5,r,r,r,r,r,F#5,A4,A4,C#4,A3,A2
153.75,76.875,52,1.75,r,r,r,r,E5,E5,r,r,r,r,r,E5,A4,G4,C#4,A3,A2
154.0,77.0,52,2.0,r,r,r,r,F#5,F#5,r,r,r,r,r,D5,A4,F#4,D4,D4,D2
154.5,77.25,52,2.5,r,r,r,r,r,r,r,r,r,r,r,D5,B4,F#4,F#3,B3,B2
155.0,77.5,52,3.0,r,r,r,r,r,r,r,r,r,r,r,C#5,G4,E4,C#4,E3,E3
155.5,77.75,52,3.5,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E4,C#4,F#3,F#3
155.75,77.875,52,3.75,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,F#3,F#3
156.0,78.0,53,1.0,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,D4,B3,G3,G3
156.5,78.25,53,1.5,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,D4,D4,F#3,F#3
156.6667,78.3333,53,1.6667,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,D4,D4,F#3,F#3
156.75,78.375,53,1.75,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,C#4,D4,F#3,F#3
156.8333,78.4167,53,1.8333,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,C#4,D4,F#3,F#3
157.0,78.5,53,2.0,r,r,r,r,r,r,r,r,r,r,r,B4,E4,B3,G4,G3,G3
157.5,78.75,53,2.5,r,r,r,r,r,r,G5,E5,r,r,r,E5,B4,G4,B3,E3,E3
157.75,78.875,53,2.75,r,r,r,r,r,r,F#5,D5,r,r,r,F#5,B-4,G4,B3,E3,E3
158.0,79.0,53,3.0,r,r,r,r,r,r,G5,E5,r,r,r,G5,B4,G4,C#4,C#3,C#3
158.5,79.25,53,3.5,r,r,r,r,r,r,E5,C#5,r,r,r,B4,E5,G4,C#4,E3,E3
158.75,79.375,53,3.75,r,r,r,r,r,r,D5,B4,r,r,r,B4,E5,G4,C#4,E3,E3
159.0,79.5,54,1.0,r,r,r,r,r,r,E5,C#5,r,r,r,B-4,C#5,F#4,C#4,F#3,F#3
159.25,79.625,54,1.25,r,r,r,r,r,r,E5,C#5,r,r,r,B4,C#5,F#4,C#4,F#3,F#3
159.5,79.75,54,1.5,r,r,r,r,r,r,C#5,B-4,r,r,r,C#5,C#5,F#4,C#4,C#3,C#3
159.75,79.875,54,1.75,r,r,r,r,r,r,B4,G#4,r,r,r,C#5,C#5,F#4,C#4,C#3,C#3
160.0,80.0,54,2.0,r,r,r,r,r,r,C#5,B-4,r,r,r,F#4,B-4,F#4,C#4,F#2,F#2
160.5,80.25,54,2.5,r,r,r,r,r,r,r,r,F#4,F#4,B-3,E5,B-4,F#4,F#3,F#3,F#3
161.0,80.5,54,3.0,r,r,r,r,r,r,r,r,B4,F#4,B3,D5,B4,B3,F#4,G#3,G#3
161.5,80.75,54,3.5,r,r,r,r,r,r,r,r,C#5,E4,F#4,C#5,C#5,F#4,E4,B-3,B-3
162.0,81.0,55,1.0,r,r,r,r,r,r,r,r,D5,D4,F#4,B4,D5,F#4,D4,B3,B3
162.5,81.25,55,1.5,r,r,r,r,r,r,r,r,E5,F#4,B-4,C#5,E5,F#4,C#4,F#3,F#3
162.6667,81.3333,55,1.6667,r,r,r,r,r,r,r,r,D5,F#4,B-4,B4,D5,F#4,C#4,F#3,F#3
162.8333,81.4167,55,1.8333,r,r,r,r,r,r,r,r,D5,F#4,B-4,B4,D5,F#4,C#4,F#3,F#3
163.0,81.5,55,2.0,r,r,r,r,r,r,r,r,D5,B4,F#4,B4,F#5,F#4,D4,D3,D3
163.5,81.75,55,2.5,r,r,r,r,r,r,r,r,G5,B4,E4,C#5,E5,C#4,G4,E3,E3
164.0,82.0,55,3.0,r,r,r,r,r,r,r,r,F#5,B-4,C#4,F#4,E5,F#4,C#4,F#3,F#3
164.25,82.125,55,3.25,r,r,r,r,r,r,r,r,F#5,B-4,C#4,F#4,D5,F#4,C#4,F#3,F#3
164.5,82.25,55,3.5,r,r,r,r,r,r,r,r,E5,C#5,F#4,B-4,C#5,F#4,C#4,F#3,F#2
164.75,82.375,55,3.75,r,r,r,r,r,r,r,r,E5,C#5,F#4,B-4,D5,F#4,C#4,F#3,F#2
165.0,82.5,56,1.0,r,r,r,r,r,r,r,r,D5,B4,F#4,B4,B4,F#4,D4,B2,B2
165.25,82.625,56,1.25,r,r,r,r,r,r,r,r,E5,C#5,G4,B4,B4,F#4,D4,B2,B2
165.5,82.75,56,1.5,r,r,r,r,r,r,r,r,D5,D5,F#4,B4,B4,F#4,D4,B2,F#3
165.75,82.875,56,1.75,r,r,r,r,r,r,r,r,C#5,E5,E4,B4,B4,F#4,D4,B2,F#3
166.0,83.0,56,2.0,r,r,r,r,r,r,r,r,B4,F#5,D4,r,r,r,r,r,B3
166.25,83.125,56,2.25,r,r,r,r,r,r,r,r,B-4,F#5,D4,r,r,r,r,r,B3
166.5,83.25,56,2.5,D5,F#4,r,r,B4,B4,B4,B4,B4,F#5,D5,r,r,r,r,r,B2
166.75,83.375,56,2.75,E5,F#4,r,r,C#5,B-4,C#5,B-4,C#5,F#5,D5,r,r,r,r,r,B2
167.0,83.5,56,3.0,F#5,D5,r,r,D5,B4,D5,B4,D5,B4,F#4,r,r,r,r,r,A2
167.25,83.625,56,3.25,F#5,D5,r,r,E5,C#5,E5,C#5,E5,B4,F#4,r,r,r,r,r,A2
167.5,83.75,56,3.5,G5,E5,r,r,F#5,D5,F#5,D5,F#5,B4,B4,r,r,r,r,r,G2
167.75,83.875,56,3.75,G5,E5,r,r,G5,E5,G5,E5,G5,B4,B4,r,r,r,r,r,G2
168.0,84.0,57,1.0,A5,F#5,r,r,A5,F#5,A5,F#5,A5,C#5,A4,r,r,r,r,r,F#2
168.5,84.25,57,1.5,B5,G5,r,r,B5,G5,r,r,r,r,r,r,r,r,r,r,C#3
168.6667,84.3333,57,1.6667,A5,F#5,r,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,C#3
168.8333,84.4167,57,1.8333,A5,F#5,r,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,C#3
169.0,84.5,57,2.0,A5,F#5,r,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,E-3
169.5,84.75,57,2.5,A5,F#5,r,r,r,r,A5,F#5,r,r,r,r,r,r,r,r,F#3
169.75,84.875,57,2.75,G5,E5,r,r,r,r,G5,E5,r,r,r,r,r,r,r,r,F#3
170.0,85.0,57,3.0,A5,F#5,r,r,r,r,A5,F#5,r,r,r,r,r,r,r,r,B2
170.5,85.25,57,3.5,B5,G5,r,r,B5,G5,B5,G5,B5,G5,B4,r,r,r,r,r,E-3
170.75,85.375,57,3.75,A5,F#5,r,r,A5,F#5,A5,F#5,A5,F#5,B4,r,r,r,r,r,E-3
171.0,85.5,58,1.0,G5,E5,r,r,G5,E5,G5,E5,G5,E5,B4,r,r,r,r,r,E3
171.5,85.75,58,1.5,A5,F#5,r,r,A5,F#5,r,r,r,r,r,r,r,r,E3,r,D3
171.6667,85.8333,58,1.6667,G5,E5,r,r,G5,E5,r,r,r,r,r,r,r,r,E3,r,D3
171.8333,85.9167,58,1.8333,G5,E5,r,r,G5,E5,r,r,r,r,r,r,r,r,E3,r,D3
172.0,86.0,58,2.0,G5,E5,r,r,G5,E5,r,r,r,r,r,r,r,r,E4,r,C#3
172.5,86.25,58,2.5,G5,E5,r,r,r,r,G5,E5,r,r,r,r,E4,r,E4,r,E3
172.75,86.375,58,2.75,F#5,D5,r,r,r,r,F#5,D5,r,r,r,r,E4,r,E4,r,E3
173.0,86.5,58,3.0,G5,E5,r,r,r,r,G5,E5,r,r,r,r,E5,r,C#4,r,A2
173.5,86.75,58,3.5,A5,F#5,r,r,A5,F#5,A5,F#5,A5,F#5,A4,A4,E5,r,C#4,A2,C#3
173.75,86.875,58,3.75,G5,E5,r,r,G5,E5,G5,E5,G5,E5,A4,A4,E5,r,C#4,A2,C#3
174.0,87.0,59,1.0,F#5,D5,r,r,F#5,D5,F#5,D5,F#5,D5,A4,F#5,r,r,A3,D3,D3
174.5,87.25,59,1.5,G5,E5,r,r,G5,E5,r,r,r,r,r,G5,A4,F#4,A3,C#3,C#3
174.6667,87.3333,59,1.6667,F#5,D5,r,r,F#5,D5,r,r,r,r,r,F#5,A4,F#4,A3,C#3,C#3
174.8333,87.4167,59,1.8333,F#5,D5,r,r,F#5,D5,r,r,r,r,r,F#5,A4,F#4,A3,C#3,C#3
175.0,87.5,59,2.0,F#5,D5,r,r,F#5,D5,r,r,r,r,r,F#5,D5,B4,r,B2,B2
175.5,87.75,59,2.5,F#5,D5,r,r,r,r,F#5,D5,r,r,r,F#5,D5,A4,A3,D3,D3
175.75,87.875,59,2.75,E5,A4,r,r,r,r,E5,C#5,r,r,r,E5,C#5,G4,A3,D3,D3
176.0,88.0,59,3.0,F#5,D5,r,r,r,r,F#5,D5,r,r,r,F#5,D5,A4,D4,F#3,F#2
176.5,88.25,59,3.5,G5,E5,r,r,G5,D5,G5,D5,G5,D5,A4,G5,C#5,A4,E4,A3,A2
176.75,88.375,59,3.75,F#5,D5,r,r,F#5,D5,F#5,D5,F#5,D5,A4,F#5,C#5,A4,F#4,A3,A2
177.0,88.5,60,1.0,E5,E5,r,r,E5,D5,E5,B4,E5,B4,B4,E5,B4,B4,B3,G#3,G#2
177.5,88.75,60,1.5,r,r,r,r,B4,B4,r,r,E4,B3,G#3,D5,B4,G#4,B3,G#3,G#2
177.6667,88.8333,60,1.6667,r,r,r,r,A4,A4,r,r,E4,B3,G#3,D5,B4,G#4,B3,G#3,G#2
177.75,88.875,60,1.75,r,r,r,r,A4,A4,r,r,E4,B3,G#3,C#5,B4,G#4,B3,G#3,G#2
177.8333,88.9167,60,1.8333,r,r,r,r,A4,A4,r,r,E4,B3,G#3,C#5,B4,G#4,B3,G#3,G#2
178.0,89.0,60,2.0,r,r,r,r,D5,D5,r,r,G#4,E4,B3,D5,B4,E4,B3,G#3,G#2
178.5,89.25,60,2.5,r,r,r,r,D5,D5,r,r,B4,G#4,E4,r,B4,E4,B3,G#3,G#2
179.0,89.5,60,3.0,r,r,r,r,D5,D5,r,r,E5,B4,G#4,r,r,r,r,r,G#2
179.5,89.75,60,3.5,r,r,r,r,D5,D5,r,r,E5,E4,B4,D5,B4,E4,B3,G#2,G#2
180.0,90.0,61,1.0,r,r,r,r,D5,D5,r,r,E5,A4,E4,D5,A4,E4,C#4,A2,A2
180.5,90.25,61,1.5,r,r,r,r,C#5,C#5,r,r,A5,E5,C#5,C#5,E4,A4,E4,C#3,A2
180.6667,90.3333,61,1.6667,r,r,r,r,B4,B4,r,r,A5,E5,C#5,C#5,E4,A4,E4,C#3,A2
180.75,90.375,61,1.75,r,r,r,r,B4,B4,r,r,A5,E5,C#5,B4,E4,G#4,D4,C#3,A2
180.8333,90.4167,61,1.8333,r,r,r,r,B4,B4,r,r,A5,E5,C#5,B4,E4,G#4,D4,C#3,A2
181.0,90.5,61,2.0,r,r,r,r,E5,E5,r,r,E5,C#5,A4,C#5,A4,A4,E4,E3,A2
181.25,90.625,61,2.25,r,r,r,r,F#5,F#5,r,r,E5,C#5,A4,C#5,A4,A4,E4,E3,A2
181.5,90.75,61,2.5,r,r,r,r,E5,E5,E4,E4,C#5,A4,E4,E5,C#5,E4,C#4,A3,A2
181.75,90.875,61,2.75,r,r,r,r,F#5,F#5,E4,E4,C#5,A4,E4,E5,C#5,E4,C#4,A3,A2
182.0,91.0,61,3.0,r,r,r,r,E5,E5,A4,A4,A4,E4,C#4,A5,E5,r,r,C#4,A2
182.25,91.125,61,3.25,r,r,r,r,F#5,F#5,A4,A4,A4,E4,C#4,A5,E5,r,r,C#4,A2
182.5,91.25,61,3.5,r,r,r,r,E5,E5,B4,B4,r,r,r,E5,C#5,G4,C#4,E4,A2
182.75,91.375,61,3.75,r,r,r,r,F#5,F#5,B4,B4,r,r,r,E5,C#5,G4,C#4,E4,A2
183.0,91.5,62,1.0,r,r,r,r,E5,E5,C#5,C#5,r,r,r,F#5,C#5,F#4,C#4,B-3,B-2
183.5,91.75,62,1.5,r,r,r,r,E5,E5,D5,D5,F#4,C#4,B-3,E5,C#5,F#4,B-3,B-3,B-2
183.6667,91.8333,62,1.6667,r,r,r,r,E5,E5,C#5,C#5,F#4,C#4,B-3,E5,C#5,F#4,B-3,B-3,B-2
183.75,91.875,62,1.75,r,r,r,r,E5,E5,C#5,C#5,F#4,C#4,B-3,D5,C#5,F#4,B-3,B-3,B-2
183.8333,91.9167,62,1.8333,r,r,r,r,E5,E5,C#5,C#5,F#4,C#4,B-3,D5,C#5,F#4,B-3,B-3,B-2
184.0,92.0,62,2.0,r,r,r,r,E5,E5,C#5,C#5,B-4,F#4,C#4,E5,C#5,F#4,F#3,B-3,B-2
184.5,92.25,62,2.5,r,r,r,r,E5,E5,r,r,C#5,B-4,F#4,r,C#5,F#4,F#3,B-3,B-2
185.0,92.5,62,3.0,r,r,r,r,E5,E5,r,r,F#5,C#5,B-4,r,r,r,r,r,B-2
185.5,92.75,62,3.5,r,r,r,r,E5,E5,r,r,F#5,F#4,C#5,F#4,r,r,r,r,B-2
186.0,93.0,63,1.0,r,r,r,r,E5,E5,r,r,F#5,B4,F#4,F#4,r,r,r,B3,B2
186.5,93.25,63,1.5,r,r,r,r,E-5,E-5,r,r,B5,F#5,E-5,F#4,B4,r,r,B3,B2
186.6667,93.3333,63,1.6667,r,r,r,r,C#5,C#5,r,r,B5,F#5,E-5,F#4,B4,r,r,B3,B2
186.75,93.375,63,1.75,r,r,r,r,C#5,C#5,r,r,B5,F#5,E-5,E4,B4,r,r,B3,B2
186.8333,93.4167,63,1.8333,r,r,r,r,C#5,C#5,r,r,B5,F#5,E-5,E4,B4,r,r,B3,B2
187.0,93.5,63,2.0,r,r,r,r,F#5,F#5,r,r,F#5,E-5,B4,F#4,B4,r,r,B2,B2
187.25,93.625,63,2.25,r,r,r,r,G5,G5,r,r,F#5,E-5,B4,F#4,B-4,r,r,B2,B2
187.5,93.75,63,2.5,r,r,r,r,F#5,F#5,F#5,F#5,E-5,B4,F#4,F#4,B4,A4,r,B2,B2
187.75,93.875,63,2.75,r,r,r,r,G5,G5,F#5,F#5,E-5,B4,F#4,F#4,B4,A4,r,B2,B2
188.0,94.0,63,3.0,r,r,r,r,F#5,F#5,E5,E5,B4,F#4,B4,r,r,A4,r,r,B2
188.25,94.125,63,3.25,r,r,r,r,G5,G5,E5,E5,B4,F#4,B4,r,r,G4,r,r,B2
188.5,94.25,63,3.5,r,r,r,r,F#5,F#5,E-5,E-5,r,r,r,F#4,E-5,A4,B3,B3,B2
188.75,94.375,63,3.75,r,r,r,r,G5,G5,E-5,E-5,r,r,r,F#4,E-5,A4,B3,B3,B2
189.0,94.5,64,1.0,r,r,r,r,E5,E5,E5,E5,r,r,r,G4,E5,r,B3,E4,E2
189.5,94.75,64,1.5,r,r,r,r,r,r,F#5,F#5,r,r,r,F#4,F#5,r,B-3,C#4,C#3
189.75,94.875,64,1.75,r,r,r,r,r,r,G5,G5,r,r,r,E4,G5,r,B3,C#4,C#3
190.0,95.0,64,2.0,r,r,r,r,r,r,F#5,F#5,r,r,r,C#5,F#5,r,C#4,B-3,B-2
190.5,95.25,64,2.5,r,r,r,r,r,r,F#5,F#5,r,r,r,B4,F#5,F#4,D4,F#3,F#2
190.75,95.375,64,2.75,r,r,r,r,r,r,F#5,F#5,r,r,r,B-4,F#5,F#4,C#4,F#3,F#2
191.0,95.5,64,3.0,r,r,r,r,r,r,F#5,F#5,r,r,r,B4,F#5,F#4,B3,D3,D3
191.25,95.625,64,3.25,r,r,r,r,r,r,F#5,F#5,r,r,r,C#5,F#5,F#4,B3,D3,D3
191.5,95.75,64,3.5,r,r,r,r,r,r,G5,G5,r,r,r,D5,G5,E4,B3,B3,B2
191.75,95.875,64,3.75,r,r,r,r,r,r,F#5,F#5,r,r,r,D5,F#5,F#4,B3,B3,B2
192.0,96.0,65,1.0,r,r,r,r,r,r,E5,E5,r,r,r,D5,E5,G4,B3,G3,G3
192.25,96.125,65,1.25,r,r,r,r,r,r,E5,E5,r,r,r,C#5,E5,G4,B3,G3,G3
192.5,96.25,65,1.5,r,r,r,r,r,r,B-4,B-4,r,r,r,E5,B-4,G4,C#4,F#3,F#3
192.75,96.375,65,1.75,r,r,r,r,r,r,B-4,B-4,r,r,r,E5,B-4,G4,C#4,E3,E3
193.0,96.5,65,2.0,r,r,r,r,r,r,B4,B4,r,r,r,E5,B4,F#4,D4,D3,D3
193.25,96.625,65,2.25,r,r,r,r,r,r,B4,B4,r,r,r,D5,B4,F#4,D4,D3,D3
193.5,96.75,65,2.5,r,r,r,r,r,r,G4,G4,r,r,r,C#5,B4,E4,G4,E3,E3
193.75,96.875,65,2.75,r,r,r,r,r,r,G4,G4,r,r,r,B4,B4,E4,G4,E3,E3
194.0,97.0,65,3.0,r,r,r,r,r,r,F#4,F#4,r,r,r,D5,B4,D4,F#4,F#3,F#3
194.25,97.125,65,3.25,r,r,r,r,r,r,F#4,F#4,r,r,r,D5,B4,E4,F#4,F#3,F#3
194.5,97.25,65,3.5,r,r,r,r,r,r,E5,E5,r,r,r,C#5,B-4,F#4,C#4,F#3,F#2
195.0,97.5,66,1.0,r,r,r,r,r,r,D5,D5,r,r,r,B4,B4,F#4,D4,B2,B2
195.5,97.75,66,1.5,r,r,r,r,r,r,C#5,C#5,r,r,r,B4,B4,F#4,D4,B2,F#3
195.75,97.875,66,1.75,r,r,r,r,r,r,D5,D5,r,r,r,B4,B4,F#4,D4,B2,E3
196.0,98.0,66,2.0,r,r,r,r,r,r,B4,B4,r,r,r,r,r,r,r,r,D3
196.5,98.25,66,2.5,r,r,r,r,F#4,F#4,F#4,F#4,F#4,D4,B3,r,r,r,r,r,B2
197.0,98.5,66,3.0,r,r,r,r,B4,B4,B4,F#4,B4,F#4,B3,r,r,r,r,r,D3
197.5,98.75,66,3.5,r,r,r,r,C#5,C#5,C#5,B-4,C#5,B-4,F#4,r,r,r,r,r,F#3
198.0,99.0,67,1.0,r,r,r,r,D5,D5,D5,B4,D5,B4,F#4,r,r,r,r,r,B3
198.5,99.25,67,1.5,r,r,r,r,E5,E5,E5,C#5,E5,C#5,G4,r,r,r,r,r,B2
198.6667,99.3333,67,1.6667,r,r,r,r,D5,D5,D5,B4,D5,B4,F#4,r,r,r,r,r,B2
198.8333,99.4167,67,1.8333,r,r,r,r,D5,D5,D5,B4,D5,B4,F#4,r,r,r,r,r,B2
199.0,99.5,67,2.0,r,r,r,r,D5,D5,D5,B4,D5,B4,F#4,r,r,r,r,r,B2
199.5,99.75,67,2.5,r,r,r,r,F#5,F#5,C5,A4,r,r,r,r,r,r,r,r,r
200.0,100.0,67,3.0,r,r,r,r,E5,E5,B4,G4,r,r,r,r,r,r,r,r,r
200.5,100.25,67,3.5,r,r,r,r,E-5,E-5,A4,F#4,r,r,r,r,r,r,r,r,r
201.0,100.5,68,1.0,r,r,r,r,E5,E5,B4,G4,r,r,r,r,r,r,r,r,r
201.5,100.75,68,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3
201.75,100.875,68,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4
202.0,101.0,68,2.0,r,r,r,r,G5,G5,E5,B4,r,r,r,r,r,r,r,r,B3
202.25,101.125,68,2.25,r,r,r,r,G5,G5,E5,B4,r,r,r,r,r,r,r,r,C#4
202.5,101.25,68,2.5,r,r,r,r,r,r,r,r,E5,B4,G4,r,r,r,r,r,B3
202.75,101.375,68,2.75,r,r,r,r,r,r,r,r,E5,B4,G4,r,r,r,r,r,C#4
203.0,101.5,68,3.0,r,r,r,r,E5,E5,C#5,G4,B-4,E4,C#4,r,r,r,r,r,B3
203.25,101.625,68,3.25,r,r,r,r,E5,E5,C#5,G4,B-4,E4,C#4,r,r,r,r,r,C#4
203.5,101.75,68,3.5,r,r,r,r,r,r,r,r,B4,F#4,D4,r,r,r,r,r,B3
203.75,101.875,68,3.75,r,r,r,r,r,r,r,r,B4,F#4,D4,r,r,r,r,r,C#4
204.0,102.0,69,1.0,r,r,r,r,C#5,C#5,B-4,E4,C#5,G4,E4,r,r,r,r,r,B3
204.5,102.25,69,1.5,r,r,r,r,D5,D5,B4,F#4,D5,F#4,F#4,r,r,r,r,r,B2
204.6667,102.3333,69,1.6667,r,r,r,r,C#5,C#5,B-4,E4,C#5,E4,F#4,r,r,r,r,r,B2
