qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,Vln,2
1.0,1,2,0.25,a,Vln,3
3.0,1,4,0.75,a,Vln,3
4.0,2,1,0.0,a,Vln,2
6.5,2,3.5,0.625,b,Vln,2
8.5,3,1.5,0.125,b,Vln,2
10.5,3,3.5,0.625,b,Vln,3
16.0,5,1,0.0,a,Vln,3
22.5,6,3.5,0.625,b,Vln,3
24.5,7,1.5,0.125,b,Vln,2
32.0,9,1,0.0,a,S,5
33.0,9,2,0.25,a,A,6
34.0,9,3,0.5,a,S,5
35.0,9,4,0.75,a,A,6
36.0,10,1,0.0,a,S,5
38.5,10,3.5,0.625,a,S,5
40.5,11,1.5,0.125,a,A,6
42.5,11,3.5,0.625,a,S,5
44.5,12,1.5,0.125,a,A,6
46.5,12,3.5,0.625,a,S,5
52.0,14,1,0.0,a,Vln,2
58.5,15,3.5,0.625,b,Vln,2
60.5,16,1.5,0.125,b,S,5
64.25,17,1.25,0.062,b,Vln,2
68.25,18,1.25,0.062,b,Vln,3
72.25,19,1.25,0.062,b,Vln,2
74.25,19,3.25,0.562,b,Vln,3
76.25,20,1.25,0.062,b,Vln,2
78.25,20,3.25,0.562,b,Vln,3
80.0,21,1,0.0,a,S,5
84.0,22,1,0.0,a,S,5
86.5,22,3.5,0.625,a,S,5
91.0,23,4,0.75,a,S,5
92.0,24,1,0.0,a,A,6
95.0,24,4,0.75,a,S,5
96.0,25,1,0.0,a,A,6
97.0,25,2,0.25,a,S,5
98.25,25,3.25,0.562,b,Vln,3
100.25,26,1.25,0.062,b,Vln,2
102.25,26,3.25,0.562,b,Vla,4
104.0,27,1,0.0,a,S,5
108.0,28,1,0.0,a,Vln,2
116.0,30,1,0.0,a,Vln,3
122.5,31,3.5,0.625,b,Vln,3
124.5,32,1.5,0.125,b,Vln,3
126.5,32,3.5,0.625,b,Vln,2
132.0,34,1,0.0,a,S,5
133.0,34,2,0.25,a,A,6
134.0,34,3,0.5,a,S,5
135.0,34,4,0.75,a,A,6
136.0,35,1,0.0,a,S,5
137.0,35,2,0.25,a,A,6
140.0,36,1,0.0,a,S,5
147.0,37,4,0.75,a,S,5
149.0,38,2,0.25,a,A,6
157.0,40,2,0.25,a,S,5
164.0,42,1,0.0,a,Vln,2
172.0,44,1,0.0,a,Vln,3
178.5,45,3.5,0.625,b,Vln,3
182.5,46,3.5,0.625,b,Vln,2
188.0,48,1,0.0,a,A,6
189.0,48,2,0.25,a,S,5
190.0,48,3,0.5,a,A,6
191.0,48,4,0.75,a,S,5
192.0,49,1,0.0,a,A,6
193.0,49,2,0.25,a,S,5
196.5,50,1.5,0.125,a,A,6
197.5,50,2.5,0.375,a,S,5
198.0,50,3,0.5,a,A,6
199.0,50,4,0.75,a,S,5
200.0,51,1,0.0,a,A,6
208.5,53,1.5,0.125,a,S,5
215.0,54,4,0.75,a,A,6
217.0,55,2,0.25,a,S,5
220.0,56,1,0.0,a,Vln,2
221.0,56,2,0.25,a,S,5
222.0,56,3,0.5,a,Vln,2
223.0,56,4,0.75,a,S,5
224.0,57,1,0.0,a,Vln,2
225.0,57,2,0.25,a,S,5
226.0,57,3,0.5,a,Vln,2
231.0,58,4,0.75,a,S,5
233.0,59,2,0.25,a,Vln,2
238.5,60,3.5,0.625,a,S,5
248.0,63,1,0.0,a,Vln,2
249.0,63,2,0.25,a,Vln,3
250.0,63,3,0.5,a,Vln,2
251.0,63,4,0.75,a,Vln,3
252.0,64,1,0.0,a,Vln,2
254.5,64,3.5,0.625,b,Vln,2
256.5,65,1.5,0.125,b,Vln,3
258.5,65,3.5,0.625,b,Vln,2
260.5,66,1.5,0.125,a,A,6
262.5,66,3.5,0.625,a,S,5
264.75,67,1.75,0.188,a,A,6
266.75,67,3.75,0.688,a,S,5
272.5,69,1.5,0.125,a,A,6
274.5,69,3.5,0.625,a,S,5
284.5,72,1.5,0.125,a,A,6
290.5,73,3.5,0.625,a,Vln,2
292.0,74,1,0.0,a,S,5
293.0,74,2,0.25,a,A,6
303.0,76,4,0.75,a,Vln,3
