qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1.0,0.0,a,Vln,18
4.0,3,1.0,0.0,a,Vln,18
11.0,6,2.0,0.5,a,Ob,3
15.0,8,2.0,0.5,a,Ob,3
19.0,10,2.0,0.5,b,Ob,3
27.0,14,2.0,0.5,b,Ob,3
33.0,17,2.0,0.5,b,Vln,18
37.0,19,2.0,0.5,a,Cl,5
41.0,21,2.0,0.5,a,Ob,3
45.0,23,2.0,0.5,a,Hn,10
47.0,24,2.0,0.5,a,Ob,3
49.0,25,2.0,0.5,a,Hn,10
51.0,26,2.0,0.5,a,Ob,3
58.0,30,1.0,0.0,a,Ob,3
62.0,32,1.0,0.0,a,Ob,3
68.0,35,1.0,0.0,a,Vln,18
72.0,37,1.0,0.0,a,Vln,18
79.0,40,2.0,0.5,a,Vln,18
86.0,44,1.0,0.0,a,Vla,20
90.0,46,1.0,0.0,a,Vln,18
94.0,48,1.0,0.0,a,Cl,5
99.0,50,2.0,0.5,a,Bsn,7
101.5,51,2.5,0.75,c,Vln,18
107.5,54,2.5,0.75,c,Picc,0
109.5,55,2.5,0.75,c,Vln,18
115.5,58,2.5,0.75,c,Picc,0
117.5,59,2.5,0.75,c,Vln,18
119.5,60,2.5,0.75,c,Picc,0
123.5,62,2.5,0.75,d,Ob,3
131.5,66,2.5,0.75,d,Ob,3
139.5,70,2.5,0.75,d,Cl,5
143.5,72,2.5,0.75,d,Cl,5
147.5,74,2.5,0.75,d,Cl,5
151.0,76,2.0,0.5,d,Vln,18
159.0,80,2.0,0.5,d,Bsn,7
163.0,82,2.0,0.5,d,Bsn,7
168.0,85,1.0,0.0,a,Vln,18
176.0,89,1.0,0.0,a,Vln,18
184.0,93,1.0,0.0,a,Cl,5
188.0,95,1.0,0.0,a,Ob,3
192.0,97,1.0,0.0,a,Cl,5
196.0,99,1.0,0.0,a,Ob,3
200.0,101,1.0,0.0,a,Cl,5
202.0,102,1.0,0.0,a,Ob,3
204.0,103,1.0,0.0,a,Cl,5
206.0,104,1.0,0.0,a,Ob,3
208.0,105,1.0,0.0,a,Cl,5
210.0,106,1.0,0.0,a,Ob,3
213.0,107,2.0,0.5,a,Vln,18
221.0,111,2.0,0.5,a,Vln,18
224.0,113,1.0,0.0,a,Vln,18
233.0,117,2.0,0.5,a,Bsn,7
237.0,119,2.0,0.5,a,Hn,12
241.0,121,2.0,0.5,a,Ob,3
248.5,125,1.5,0.25,a,Vln,18
256.5,129,1.5,0.25,a,Bsn,7
264.0,133,1.0,0.0,a,Vln,18
265.0,133,2.0,0.5,a,Cl,5
266.0,134,1.0,0.0,a,Vln,18
267.0,134,2.0,0.5,a,Cl,5
268.0,135,1.0,0.0,a,Vln,18
269.0,135,2.0,0.5,a,Cl,5
270.0,136,1.0,0.0,a,Vln,18
271.0,136,2.0,0.5,a,Cl,5
272.0,137,1.0,0.0,a,Vln,18
276.0,139,1.0,0.0,a,Ob,3
280.0,141,1.0,0.0,a,Ob,3
284.0,143,1.0,0.0,a,Vln,18
288.0,145,1.0,0.0,a,Vln,18
296.0,149,1.0,0.0,a,Fl,1
300.0,151,1.0,0.0,a,Vln,18
308.0,155,1.0,0.0,a,Vln,18
324.0,163,1.0,0.0,a,Vln,18
327.0,164,2.0,0.5,a,Vln,18
329.0,165,2.0,0.5,a,Vln,18
331.0,166,2.0,0.5,a,Vln,18
335.0,168,2.0,0.5,a,Ob,3
340.0,171,1.0,0.0,a,Ob,3
347.0,174,2.0,0.5,a,Bsn,7
361.0,181,2.0,0.5,e,Hn,12
373.0,187,2.0,0.5,e,Ob,3
377.0,189,2.0,0.5,e,Bsn,7
381.0,191,2.0,0.5,e,Ob,3
385.0,193,2.0,0.5,e,Vc,21
389.0,195,2.0,0.5,e,Cl,5
397.0,199,2.0,0.5,b,Ob,3
