qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Trumpet 1,F Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1318.0,1342.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1342.0,1380.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(F Trumpet 1),P8(F Trumpet 2),P8(F Horn 1),P8(F Horn 2),,Main Part,,,P8(Contrabass),P8(Violoncello)
1380.0,1404.0,,U(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2),U(Flute 2)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2),P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2),P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 2)&P8(F Trumpet 1)&U(F Trumpet 2),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1),,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1404.0,1420.0,P8(Oboe 1)&P8(F Horn 1)&P8(F Horn 2)&P3(Violin 1)&P8(Violin 2),,P8(Flute 1)&P8(F Horn 1)&P8(F Horn 2)&P3(Violin 1)&P8(Violin 2),,,,Main Part,,P8(Flute 1)&P8(Oboe 1)&P8(F Horn 2)&P3(Violin 1)&U(Violin 2),P8(Flute 1)&P8(Oboe 1)&P8(F Horn 1)&P3(Violin 1)&P8(Violin 2),,,U(Main),P3(Flute 1)&P3(Oboe 1)&P3(F Horn 1)&P3(F Horn 2)&P3(Violin 2),P8(Flute 1)&P8(Oboe 1)&U(F Horn 1)&P8(F Horn 2)&P3(Violin 1),,,
1420.0,1436.0,Main Part,,,,,,P8(F Horn 1)&P8(F Horn 2)&U(Timpani),,P8(Bassoon 1)&P8(F Horn 2)&P8(Timpani),P8(Bassoon 1)&P8(F Horn 1)&P8(Timpani),,,U(Bassoon 1)&P8(F Horn 1)&P8(F Horn 2),,,,,
1436.0,1440.0,Main Part,,,,,,,,P8(F Horn 2),P8(F Horn 1),,,,,P6(Viola),P6(Violin 2),,
1440.0,1488.0,,P8(Contrabass),Main Part,,,,,,P8(F Horn 2),P8(F Horn 1),,,,,,,,P8(Flute 2)
1488.0,1516.0,U(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Bb Clarinet 1),P8(Oboe 2)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Oboe 2)&P8(Bassoon 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),,,,,,Main Part,,P8(Oboe 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1516.0,1533.5,,,,,P8(Bb Clarinet 2),P8(Bb Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1533.5,1630.0,,,,,,,,,,,P8(F Trumpet 2),P8(F Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1630.0,1678.0,Main Part,,,,P8(Main),,,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,,
1678.0,1686.0,P4(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2),P4(Flute 1)&P4(Oboe 1)&P6(Oboe 2)&P6(Bassoon 1)&P4(Bassoon 2),P8(Flute 1)&P4(Flute 2)&P3(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2),P3(Flute 1)&P6(Flute 2)&P3(Oboe 1)&P8(Bassoon 1)&P3(Bassoon 2),U(Violin 1),,P3(Flute 1)&P6(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 2),P8(Flute 1)&P4(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1),Main Part,P8(Main),,,,U(Bb Clarinet 1),,,P8(Contrabass),P8(Violoncello)
1686.0,1692.0,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,Main Part,P8(Main),P8(Flute 1)&P8(Oboe 1),,P8(F Horn 2),P8(F Horn 1),,,,,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
1692.0,1752.0,Main Part,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1752.0,1756.0,P5(Violin 1)&U(Violin 2)&P5(Viola)&P5(Violoncello),,,,,,Main Part,P3(Main)&P3(F Horn 1)&P8(F Horn 2),P8(Main)&P3(Bassoon 2)&P3(F Horn 2),P3(Main)&P8(Bassoon 2)&P3(F Horn 1),,,,P5(Flute 1)&P5(Violin 2)&P8(Viola)&P8(Violoncello),U(Flute 1)&P5(Violin 1)&P5(Viola)&P5(Violoncello),P5(Flute 1)&P8(Violin 1)&P5(Violin 2)&P8(Violoncello),P5(Flute 1)&P8(Violin 1)&P5(Violin 2)&P8(Viola),
1756.0,1760.0,Main Part,,,,,,P3(Bassoon 2)&P8(F Horn 1)&P3(F Horn 2),P3(Bassoon 1)&P3(F Horn 1)&P8(F Horn 2),P8(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 2),P3(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 1),,,,P5(Violin 2)&P8(Viola)&P8(Violoncello),P5(Violin 1)&P5(Viola)&P5(Violoncello),P8(Violin 1)&P5(Violin 2)&P8(Violoncello),P8(Violin 1)&P5(Violin 2)&P8(Viola),
1760.0,1764.0,P3(Violin 1)&U(Violin 2)&P3(Viola)&P3(Violoncello),,,,,,Main Part,P8(F Horn 2),P8(Main),P8(Bassoon 2),,,,P3(Flute 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello),U(Flute 1)&P3(Violin 1)&P3(Viola)&P3(Violoncello),P3(Flute 1)&P8(Violin 1)&P3(Violin 2)&P8(Violoncello),P3(Flute 1)&P8(Violin 1)&P3(Violin 2)&P8(Viola),
1764.0,1798.0,Main Part,P8(Bb Clarinet 2),,,,P8(Flute 2),,,P8(F Trumpet 1)&U(F Trumpet 2),,P8(F Horn 1)&P8(F Trumpet 2),U(F Horn 1)&P8(F Trumpet 1),,P8(Viola),,P8(Violin 1),,
1798.0,1830.0,P3(Flute 2)&P8(Main)&P8(Viola),P3(Flute 1)&P3(Main)&P3(Viola),P8(Bb Clarinet 1)&P3(Bb Clarinet 2),,P8(Oboe 1)&P3(Bb Clarinet 2),P3(Oboe 1)&P3(Bb Clarinet 1),U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),P3(F Horn 2),P3(F Horn 1),,,,Main Part,,P8(Flute 1)&P3(Flute 2)&P8(Main),U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1830.0,1834.0,Main Part,P3(Main),P3(Oboe 2),P3(Oboe 1),,,U(Bassoon 2)&P3(F Horn 1)&P8(F Horn 2)&P3(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani)&P3(Viola),U(Bassoon 1)&P3(F Horn 1)&P8(F Horn 2)&P3(F Trumpet 1)&P8(F Trumpet 2)&U(Timpani)&P3(Viola),P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 2)&P8(F Trumpet 1)&P3(F Trumpet 2)&P3(Timpani)&U(Viola),P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani)&P3(Viola),P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P3(F Horn 2)&P3(F Trumpet 2)&P3(Timpani)&P8(Viola),P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 1)&P8(F Horn 2)&P3(F Trumpet 1)&P8(Timpani)&P3(Viola),U(Bassoon 1)&U(Bassoon 2)&P3(F Horn 1)&P8(F Horn 2)&P3(F Trumpet 1)&P8(F Trumpet 2)&P3(Viola),P3(Violoncello)&P3(Contrabass),,P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1)&P3(F Horn 2)&P8(F Trumpet 1)&P3(F Trumpet 2)&P3(Timpani),P3(Violin 1)&P8(Contrabass),P3(Violin 1)&P8(Violoncello)
1834.0,1838.0,,,Main Part,P3(Main),P3(Bb Clarinet 2),P3(Bb Clarinet 1),,,,,,,,P3(Violoncello)&P3(Contrabass),,,P3(Violin 1)&P8(Contrabass),P3(Violin 1)&P8(Violoncello)
1838.0,1842.0,,,,,Main Part,P3(Main),,,P3(F Horn 2)&U(Viola),P3(F Horn 1)&P3(Viola),,,,P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P8(Violoncello)&P8(Contrabass),U(F Horn 1)&P3(F Horn 2),P3(Violin 1)&P8(Violin 2)&P8(Contrabass),P3(Violin 1)&P8(Violin 2)&P8(Violoncello)
1842.0,1846.0,,,,,,,P3(Bassoon 2),P3(Bassoon 1),Main Part,P3(Main),,,,P3(Violin 2)&P8(Viola)&P3(Contrabass),P3(Violin 1)&P3(Viola)&P8(Contrabass),P8(Violin 1)&P3(Violin 2)&P3(Contrabass),,P3(Violin 1)&P8(Violin 2)&P3(Viola)
1846.0,1850.0,,,,,,,Main Part,P3(Main),P3(F Horn 2),P3(F Horn 1),,,,P3(Violin 2)&P8(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violoncello)&P8(Contrabass),,P8(Violin 1)&P3(Violin 2)&P3(Contrabass),P3(Violin 1)&P8(Violin 2)&P3(Violoncello)
1850.0,1854.0,,,,,P3(Bb Clarinet 2),P3(Bb Clarinet 1),,,Main Part,P3(Main),,,,P3(Violin 2)&P8(Viola)&P3(Contrabass),P3(Violin 1)&P3(Viola)&P8(Contrabass),P8(Violin 1)&P3(Violin 2)&P3(Contrabass),,P3(Violin 1)&P8(Violin 2)&P3(Viola)
1854.0,1858.0,,,P3(Oboe 2),P3(Oboe 1),Main Part,P3(Main),,,,,,,,P3(Contrabass),,,,P3(Violin 1)
1858.0,1862.0,P3(Flute 2),P3(Flute 1),Main Part,P3(Main),,,,,,,,,,P3(Contrabass),,,,P3(Violin 1)
1862.0,1866.0,Main Part,P3(Main),P3(Oboe 2),P3(Oboe 1),P3(Bb Clarinet 2),P3(Bb Clarinet 1),,,,,,,,P3(Contrabass),,,,P3(Violin 1)
1866.0,1870.0,,,P3(Oboe 2),P3(Oboe 1),Main Part,P3(Main),P3(Bassoon 2)&P8(Viola),P3(Bassoon 1)&P3(Viola),,,,,,P3(Violin 2)&P3(Contrabass),P3(Violin 1)&P8(Contrabass),P8(Bassoon 1)&P3(Bassoon 2),,P3(Violin 1)&P8(Violin 2)
1870.0,1874.0,,,P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2),P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2),U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2),P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1),Main Part,P3(Main),P3(F Horn 2),P3(F Horn 1),,,,P3(Violin 2)&P3(Contrabass),P3(Violin 1)&P8(Contrabass),,,P3(Violin 1)&P8(Violin 2)
1874.0,1878.0,P3(Flute 2)&P3(Timpani),P3(Flute 1)&P8(Timpani),Main Part,P3(Main),P3(Bb Clarinet 2)&U(F Horn 1)&P3(F Horn 2),P3(Bb Clarinet 1)&P3(F Horn 1)&U(F Horn 2),,,U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(F Horn 2),P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(F Horn 1),,,P3(Flute 1)&P8(Flute 2),P3(Contrabass),,,,P3(Violin 1)
1878.0,1888.0,Main Part,,,,P8(Bassoon 1),P8(Bassoon 2),P8(Bb Clarinet 1),P8(Bb Clarinet 2),P8(F Horn 2),P8(F Horn 1),,,,,,,,
1888.0,1896.0,P3(Flute 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P3(Flute 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1),P8(F Horn 2),P8(F Horn 1),,,,Main Part,,P8(Main),,
1896.0,1902.0,Main Part,P8(Bb Clarinet 2)&P8(Bassoon 2),,,P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(Bb Clarinet 1),P8(Flute 2)&P8(Bb Clarinet 2),P8(F Horn 2)&P6(Violin 1)&P6(Violin 2),P8(F Horn 1)&P6(Violin 1)&P6(Violin 2),,,,P6(F Horn 1)&P6(F Horn 2)&P8(Violin 2),P6(F Horn 1)&P6(F Horn 2)&P8(Violin 1),,,
1902.0,1918.0,,,,P3(F Trumpet 2),P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2),P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1),,,,P3(Oboe 2),,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
1918.0,1958.0,,,P3(Oboe 2),P3(Oboe 1)&P3(Bassoon 1),,,P3(Oboe 2),,P8(F Trumpet 1)&P8(Main),P8(F Trumpet 2),P8(F Horn 1)&P8(Main),P8(F Horn 2),,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1958.0,2006.0,Main Part,P8(Oboe 2)&P8(Bb Clarinet 2),P8(Main),P8(Flute 2)&P8(Bb Clarinet 2),,P8(Flute 2)&P8(Oboe 2),,,P8(F Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 2),P8(F Horn 1)&P8(F Horn 2)&P8(F Trumpet 1),P3(Violin 1),P3(Timpani),,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
