qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Trombone 1,Trombone 2,Trombone 3,Harp,Soprano,Alto,Tenor,Bass,Viola 1,Viola 2,Violoncello 1,Violoncello 2,Violoncello 3,Contrabass
523.0,341.087,131,4.0,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
523.3333,341.3043,131,4.3333,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
523.5,341.413,131,4.5,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
523.6667,341.5218,131,4.6667,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
524.0,341.7391,132,1.0,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
524.3333,341.9565,132,1.3333,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
524.5,342.0652,132,1.5,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
524.6667,342.1739,132,1.6667,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
525.0,342.3913,132,2.0,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,E4,C#4,F3,B-4,E4,r,r,F2,F1
525.5,342.7174,132,2.5,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,E4,C#4,F3,B-4,E4,C#4,F3,F2,F1
526.0,343.0435,132,3.0,F6,A5,F5,A4,D4,F2,F4,F3,r,r,r,r,F5,F4,D4,F3,A4,F4,D4,F3,F2,F1
526.5,343.3696,132,3.5,F6,A5,F5,A4,D4,F2,F4,F3,r,r,r,r,F5,F4,D4,F3,A4,F4,r,r,F2,F1
527.0,343.6957,132,4.0,r,r,r,r,r,r,F4,F3,r,r,r,r,r,F4,r,F3,r,r,D4,F3,r,r
528.0,344.3478,133,1.0,r,r,r,r,r,r,F4,F3,r,r,r,r,r,F4,r,F3,r,r,r,r,r,r
529.0,345.0,133,2.0,r,r,r,r,r,r,F4,F3,r,r,r,r,A4,F4,F3,F3,r,r,r,r,r,r
530.0,345.6522,133,3.0,r,r,r,r,r,r,F4,F3,r,r,r,r,D5,F4,F3,B-2,r,r,r,r,r,r
531.0,346.3043,133,4.0,r,r,r,r,r,r,F4,F3,r,r,r,r,B-4,F4,F3,D3,r,r,r,r,r,r
532.0,346.9565,134,1.0,r,r,r,r,r,r,C4,C3,r,r,r,r,G4,F4,G3,C3,r,r,r,r,r,r
533.0,347.6087,134,2.0,r,r,r,r,r,r,C4,C3,r,r,r,r,G4,D4,G3,C3,r,r,r,r,r,r
534.0,348.2609,134,3.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,C4,C3,G4,E4,C4,C4,C3,r
535.0,348.913,134,4.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,B-3,C3,G4,E4,B-3,B-3,C3,r
536.0,349.5652,135,1.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,A3,C#3,A4,E4,A3,A3,C#3,C#2
537.0,350.2174,135,2.0,r,r,r,r,r,r,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
539.0,351.5217,135,4.0,r,r,r,r,r,r,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
540.0,352.1739,136,1.0,r,r,r,r,r,r,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
541.0,352.8261,136,2.0,C#6,A5,C#5,A4,A3,A3,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
542.0,353.4783,136,3.0,F#6,A5,F#5,A4,D3,D3,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
543.0,354.1304,136,4.0,D6,A5,D5,A4,F#3,F#3,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
544.0,354.7826,137,1.0,B5,A5,B4,A4,E3,E3,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
545.0,355.4348,137,2.0,C6,r,C5,r,r,r,A4,A3,r,r,r,r,r,r,r,r,C5,A4,C4,A3,A3,A2
546.0,356.087,137,3.0,r,r,r,r,r,r,A4,A3,r,r,r,r,r,r,r,r,F5,A4,F4,D3,D3,D2
547.0,356.7391,137,4.0,r,r,r,r,r,r,A4,A3,r,r,r,r,r,r,r,r,D5,A4,D4,F3,F3,F2
548.0,357.3913,138,1.0,r,r,r,r,r,r,A4,A3,r,r,r,r,r,r,r,r,B4,A4,B3,E3,E3,E2
549.0,358.0435,138,2.0,r,r,C5,r,A3,A3,A4,A3,r,r,r,r,r,r,r,r,C5,r,C4,r,r,r
550.0,358.6957,138,3.0,r,r,F5,r,D3,D3,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
551.0,359.3478,138,4.0,r,A5,D5,A4,F3,F3,F4,F3,r,r,r,r,r,r,r,r,r,A4,r,F3,F3,F2
552.0,360.0,139,1.0,r,D6,r,D5,B-2,B-2,F4,F3,r,r,r,r,r,r,r,r,r,D5,r,B-2,B-2,B-1
553.0,360.6522,139,2.0,F6,B-5,F5,B-4,D3,D3,F4,F3,r,r,r,r,r,r,r,r,F5,B-4,D4,D3,D3,D2
554.0,361.3043,139,3.0,B-6,D6,B-5,B-5,G3,G2,D4,D4,r,r,r,r,r,r,r,r,B-5,D5,D4,D3,G2,G1
555.0,361.9565,139,4.0,G6,D6,G5,D5,B-3,B-2,r,r,r,r,r,r,r,r,r,r,G5,B-4,D4,D3,B-2,B-1
556.0,362.6087,140,1.0,F6,D6,F5,D5,C4,C3,C4,C3,r,r,r,r,r,r,r,r,G5,B-4,G4,B-3,C3,C2
557.0,363.2609,140,2.0,F6,D6,F5,D5,r,r,C4,C3,r,r,r,r,D5,r,r,r,G5,B-4,G4,B-3,C3,C2
558.0,363.913,140,3.0,E6,D6,E5,D5,r,r,C4,C3,r,r,r,r,G5,G4,r,r,G5,B-4,G4,B-3,C3,C2
559.0,364.5652,140,4.0,E6,C6,E5,C5,C4,r,C4,C3,r,r,r,r,E5,C5,C4,r,E5,C5,C4,C3,C3,C2
560.0,365.2174,141,1.0,D6,C6,D5,C5,F4,r,C4,C3,r,r,r,r,D5,C5,F4,C3,D5,F4,r,C3,C3,C2
561.0,365.8696,141,2.0,D6,B-5,D5,B-4,F4,r,C4,C3,r,r,r,r,D5,B-4,F4,C3,D5,F4,r,C3,C3,C2
562.0,366.5217,141,3.0,C6,B-5,C5,B-4,E4,r,C4,C3,r,r,r,r,C5,B-4,E4,C3,C5,E4,r,C3,C3,C2
563.0,367.1739,141,4.0,C6,A5,C5,A4,E4,r,C4,C3,r,r,r,r,C5,A4,E4,C3,C5,E4,r,C3,C3,C2
564.0,367.8261,142,1.0,B-5,A5,B-4,A4,D4,r,C4,C3,r,r,r,r,B-4,A4,D4,C3,B-4,D4,r,r,C3,C2
565.0,368.4783,142,2.0,B-5,G5,B-4,G4,D4,r,C4,C3,r,r,r,r,B-4,G4,D4,C3,B-4,D4,r,r,C3,C2
566.0,369.1304,142,3.0,A5,G5,A4,G4,C4,r,C4,C3,r,r,r,r,A4,G4,C4,C3,A4,C4,r,r,C3,C2
567.0,369.7826,142,4.0,A5,F5,A4,F4,C4,r,r,r,r,r,r,r,A4,F4,C4,F2,A4,C4,C4,F2,F2,F1
568.0,370.4348,143,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,A3,F#2,C5,A3,E-4,F#2,F#2,F#1
569.0,371.087,143,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,D4,B-3,G2,B-4,B-3,D4,G2,G2,G1
570.0,371.7391,143,3.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,C4,A2,A4,C4,F4,A2,A2,A1
571.0,372.3913,143,4.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,B-3,C3,G4,B-3,E4,C3,C3,C2
572.0,373.0435,144,1.0,r,r,F4,F4,F4,A3,C4,F3,r,r,r,r,F4,F4,A3,F2,F4,A3,F4,F2,F2,F1
574.0,374.3478,144,3.0,r,r,A4,A4,E-4,C4,F4,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r
575.0,375.0,144,4.0,r,r,A4,A4,E-4,C4,F4,F3,r,r,r,r,r,r,F4,r,r,r,r,r,r,r
576.0,375.6522,145,1.0,r,r,B-4,B-4,D4,B-3,F4,F3,r,r,r,r,r,r,F4,r,B-4,F4,D4,F3,r,r
577.0,376.3043,145,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,B-4,F4,D4,F3,r,r
578.0,376.9565,145,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,C5,G4,E4,F3,r,r
579.0,377.6087,145,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,C5,G4,E4,F3,r,r
580.0,378.2609,146,1.0,F5,F5,C5,A4,r,r,F4,r,r,r,r,r,r,r,A3,r,C5,A4,C4,F3,r,r
581.0,378.913,146,2.0,F5,F5,C5,A4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
582.0,379.5652,146,3.0,A5,A5,E-5,C5,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
583.0,380.2174,146,4.0,A5,A5,E-5,C5,r,r,F4,r,r,r,r,r,F5,r,r,r,r,r,r,r,r,r
584.0,380.8696,147,1.0,B-5,B-5,F5,D5,r,r,F4,r,r,r,r,r,F5,r,r,r,r,r,r,r,r,r
585.0,381.5217,147,2.0,B-5,B-5,F5,D5,r,r,F4,r,r,r,r,r,D5,r,r,r,r,r,r,r,r,r
586.0,382.1739,147,3.0,C6,C6,G5,E5,r,r,F4,r,r,r,r,r,C5,r,r,r,r,r,r,r,r,r
587.0,382.8261,147,4.0,C6,C6,G5,E5,r,r,F4,F3,r,r,r,r,B-4,r,F4,r,r,r,r,r,r,r
588.0,383.4783,148,1.0,C6,A5,A5,C5,r,r,F4,F3,r,r,r,r,A4,r,F4,r,A4,F4,F4,r,r,r
589.0,384.1304,148,2.0,D6,A5,F5,D5,r,r,F4,F3,r,r,r,r,A4,r,D4,r,A4,F4,D4,r,r,r
590.0,384.7826,148,3.0,E6,C6,G5,E5,r,r,C4,C4,r,r,r,r,C5,r,C4,r,C5,E4,C4,r,r,r
591.0,385.4348,148,4.0,E6,C6,G5,E5,r,r,C4,F3,r,r,r,r,C5,r,B-3,F3,C5,E4,B-3,r,r,r
592.0,386.087,149,1.0,F6,C6,A5,C5,F3,r,C4,F3,r,r,r,r,C5,F4,A3,F3,C5,F4,A3,F3,r,r
593.0,386.7391,149,2.0,F6,D6,F5,D5,D3,r,F3,F3,r,r,r,r,D5,F4,A3,D3,D5,F4,A3,D3,r,r
594.0,387.3913,149,3.0,G6,E6,G5,E5,C3,r,C4,C3,r,r,r,r,E5,G4,C4,C3,E5,G4,C4,C3,r,r
595.0,388.0435,149,4.0,G6,E6,G5,E5,B-2,r,C4,C4,r,r,r,r,E5,G4,C4,C3,E5,G4,C4,B-2,r,r
596.0,388.6957,150,1.0,A6,F6,A5,C5,A2,F2,A4,F4,r,r,r,r,F5,A4,C4,F3,F5,A4,C4,A2,F2,F1
597.0,389.3478,150,2.0,A6,F6,A5,F5,A2,D2,A4,F4,r,r,r,r,F5,A4,D4,D3,F5,A4,D4,A2,D2,D1
598.0,390.0,150,3.0,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,C2,A5,C5,F4,C3,A5,F5,F4,C2,C2,C1
598.25,390.163,150,3.25,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,F2,A5,C5,F4,C3,A5,F5,F4,C2,C2,C1
598.5,390.3261,150,3.5,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,A2,A5,C5,F4,C3,A5,F5,F4,C2,C2,C1
598.75,390.4891,150,3.75,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,C3,A5,C5,F4,C3,A5,F5,F4,C2,C2,C1
599.0,390.6522,150,4.0,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,F3,A5,C5,F4,C3,A5,F5,F4,C2,C2,C1
599.25,390.8152,150,4.25,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,A3,A5,C5,F4,C3,A5,F5,F4,C2,C2,C1
599.5,390.9783,150,4.5,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,C4,A5,C5,F4,C3,A5,F5,F4,C2,C2,C1
599.75,391.1413,150,4.75,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,F4,A5,C5,F4,C3,A5,F5,F4,C2,C2,C1
600.0,391.3043,151,1.0,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,C3,A5,C5,A4,F3,F5,A4,C4,A2,C2,C1
600.25,391.4674,151,1.25,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,F3,A5,C5,A4,F3,F5,A4,C4,A2,C2,C1
600.5,391.6304,151,1.5,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,A3,A5,C5,A4,F3,F5,A4,C4,A2,C2,C1
600.75,391.7935,151,1.75,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,C4,A5,C5,A4,F3,F5,A4,C4,A2,C2,C1
601.0,391.9565,151,2.0,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,F4,F5,C5,A4,F3,F5,A4,C4,A2,C2,C1
601.25,392.1196,151,2.25,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,A4,F5,C5,A4,F3,F5,A4,C4,A2,C2,C1
601.5,392.2826,151,2.5,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,C5,F5,C5,A4,F3,F5,A4,C4,A2,C2,C1
601.75,392.4457,151,2.75,A6,F6,A5,F5,C3,C2,F4,A3,r,r,r,F5,F5,C5,A4,F3,F5,A4,C4,A2,C2,C1
602.0,392.6087,151,3.0,A6,F6,A5,F5,C3,C2,A3,F3,r,r,r,C4,C5,A4,F4,F3,A4,F4,A3,C3,C2,C1
602.3333,392.8261,151,3.3333,A6,F6,A5,F5,C3,C2,A3,F3,r,r,r,F4,C5,A4,F4,F3,A4,F4,A3,C3,C2,C1
602.6667,393.0435,151,3.6667,A6,F6,A5,F5,C3,C2,A3,F3,r,r,r,A4,C5,A4,F4,F3,A4,F4,A3,C3,C2,C1
603.0,393.2609,151,4.0,r,r,r,r,r,r,A3,F3,r,r,r,F5,A4,F4,C4,F3,r,r,r,r,r,r
603.3333,393.4782,151,4.3333,r,r,r,r,r,r,A3,F3,r,r,r,A5,A4,F4,C4,F3,r,r,r,r,r,r
603.6667,393.6957,151,4.6667,r,r,r,r,r,r,A3,F3,r,r,r,F6,A4,F4,C4,F3,r,r,r,r,r,r
604.0,393.913,152,1.0,r,r,r,r,r,r,F3,r,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r
605.0,394.5652,152,2.0,r,r,r,r,r,r,F3,r,r,r,r,A4,A4,F4,A3,F3,F4,A3,A3,F3,D3,D2
606.0,395.2174,152,3.0,r,r,r,r,r,r,F3,r,r,r,r,r,D5,F4,A3,D3,r,r,r,r,r,r
607.0,395.8696,152,4.0,r,r,r,r,r,r,F3,r,r,r,r,D5,D5,F4,B-3,B-2,F4,D4,B-3,B-2,B-2,B-1
608.0,396.5217,153,1.0,r,r,r,r,r,r,C3,r,r,r,r,r,C5,F4,A3,C3,r,r,r,r,r,r
609.0,397.1739,153,2.0,r,r,r,r,r,r,C3,r,r,r,r,C5,C5,C4,A3,C3,F4,C4,A3,C3,C3,C2
610.0,397.8261,153,3.0,r,r,r,r,r,r,C3,r,r,r,r,r,C5,B-3,G3,C3,r,r,r,r,r,r
611.0,398.4783,153,4.0,r,r,r,r,r,r,C3,r,r,r,r,E4,E4,B-3,G3,C3,E4,B-3,G3,C3,C3,C2
612.0,399.1304,154,1.0,r,r,r,r,r,r,F2,r,r,r,r,F1,F4,A3,F3,F2,F4,A3,F3,F2,F2,F1
612.5,399.4565,154,1.5,r,r,r,r,r,r,F2,r,r,r,r,F2,F4,A3,F3,F2,F4,A3,F3,F2,F2,F1
613.0,399.7826,154,2.0,r,r,r,r,r,r,r,r,r,r,r,A2,A4,F4,r,r,r,r,r,r,r,r
613.5,400.1087,154,2.5,r,r,r,r,r,r,r,r,r,r,r,F3,A4,F4,r,r,r,r,r,r,r,r
614.0,400.4348,154,3.0,r,r,r,r,r,r,r,r,r,r,r,F2,A4,F4,r,r,r,r,r,r,r,r
614.5,400.7609,154,3.5,r,r,r,r,r,r,r,r,r,r,r,A2,A4,F4,r,r,r,r,r,r,r,r
615.0,401.087,154,4.0,r,r,r,r,r,r,r,r,r,r,r,F3,A4,F4,A3,F3,r,r,r,r,r,r
615.5,401.413,154,4.5,r,r,r,r,r,r,r,r,r,r,r,A3,A4,F4,A3,F3,r,r,r,r,r,r
616.0,401.7391,155,1.0,r,r,r,r,r,r,r,r,r,r,r,F2,A4,F4,A3,F3,r,r,r,r,r,r
616.5,402.0652,155,1.5,r,r,r,r,r,r,r,r,r,r,r,F3,A4,F4,A3,F3,r,r,r,r,r,r
617.0,402.3913,155,2.0,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,A3,A4,F4,A3,F3,r,r,r,r,r,r
617.5,402.7174,155,2.5,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F4,A4,F4,A3,F3,r,r,r,r,r,r
618.0,403.0435,155,3.0,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F3,A4,F4,A3,F3,r,r,r,r,r,r
618.5,403.3696,155,3.5,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,A3,A4,F4,A3,F3,r,r,r,r,r,r
619.0,403.6957,155,4.0,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F4,A4,F4,A3,F3,r,r,r,r,r,r
619.5,404.0217,155,4.5,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,A4,A4,F4,A3,F3,r,r,r,r,r,r
620.0,404.3478,156,1.0,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F2,A4,F4,A3,F3,r,r,r,r,r,r
620.3333,404.5652,156,1.3333,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F3,A4,F4,A3,F3,r,r,r,r,r,r
620.6667,404.7826,156,1.6667,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,C4,A4,F4,A3,F3,r,r,r,r,r,r
621.0,405.0,156,2.0,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F4,A4,F4,A3,F3,r,r,r,r,r,r
621.3333,405.2174,156,2.3333,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,A4,A4,F4,A3,F3,r,r,r,r,r,r
621.6667,405.4348,156,2.6667,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,C5,A4,F4,A3,F3,r,r,r,r,r,r
622.0,405.6522,156,3.0,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F3,F4,F4,A3,F3,A3,F3,A2,A2,F2,F1
622.3333,405.8695,156,3.3333,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,C4,F4,F4,A3,F3,A3,F3,A2,A2,F2,F1
622.6667,406.087,156,3.6667,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F4,F4,F4,A3,F3,A3,F3,A2,A2,F2,F1
623.0,406.3043,156,4.0,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,A4,r,r,A3,F3,r,r,r,r,r,r
623.3333,406.5217,156,4.3333,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,C5,r,r,A3,F3,r,r,r,r,r,r
623.6667,406.7392,156,4.6667,A6,F6,F5,A4,A3,F3,A4,F4,r,r,r,F5,r,r,A3,F3,r,r,r,r,r,r
624.0,406.9565,157,1.0,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,F3,r,r,A3,F3,r,r,r,r,r,r
624.3333,407.1739,157,1.3333,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,F4,r,r,A3,F3,r,r,r,r,r,r
624.6667,407.3913,157,1.6667,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,C5,r,r,A3,F3,r,r,r,r,r,r
625.0,407.6087,157,2.0,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,F5,r,r,A3,F3,r,r,r,r,r,r
625.3333,407.8261,157,2.3333,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,A5,r,r,A3,F3,r,r,r,r,r,r
625.6667,408.0435,157,2.6667,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,C6,r,r,A3,F3,r,r,r,r,r,r
626.0,408.2609,157,3.0,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,F4,r,r,F3,F3,A3,F3,A2,A2,F2,F1
626.3333,408.4782,157,3.3333,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,C5,r,r,F3,F3,A3,F3,A2,A2,F2,F1
626.6667,408.6957,157,3.6667,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,F5,r,r,F3,F3,A3,F3,A2,A2,F2,F1
627.0,408.913,157,4.0,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,A5,r,r,r,r,r,r,r,r,r,r
627.3333,409.1304,157,4.3333,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,C6,r,r,r,r,r,r,r,r,r,r
627.6667,409.3478,157,4.6667,F6,A5,C5,A4,A3,F3,F4,A3,r,r,r,F6,r,r,r,r,r,r,r,r,r,r
628.0,409.5652,158,1.0,F6,A5,A4,F4,C4,F3,F4,A3,r,r,r,F6,r,r,r,r,A3,F3,A2,A2,F2,F1
