score_qstamp,qstamp,measure,beat,246958_tstamp
66.0,66.0,23,1.0,3.28
67.0,67.0,23,2.0,3.6542
68.0,68.0,23,3.0,4.0533
69.0,69.0,24,1.0,4.3448
70.0,70.0,24,2.0,4.3667
71.0,71.0,24,3.0,4.4443
72.0,72.0,25,1.0,4.4496
73.0,73.0,25,2.0,4.4549
74.0,74.0,25,3.0,4.4733
75.0,75.0,26,1.0,4.6066
76.0,76.0,26,2.0,4.6467
77.0,77.0,26,3.0,4.7093
78.0,78.0,27,1.0,4.72
79.0,79.0,27,2.0,4.7967
80.0,80.0,27,3.0,5.0206
81.0,81.0,28,1.0,5.0409
82.0,82.0,28,2.0,5.1801
83.0,83.0,28,3.0,5.1834
84.0,84.0,29,1.0,5.1867
85.0,85.0,29,2.0,5.19
86.0,86.0,29,3.0,5.1933
87.0,87.0,30,1.0,5.1966
88.0,88.0,30,2.0,5.1999
89.0,89.0,30,3.0,5.2233
90.0,90.0,31,1.0,5.26
91.0,91.0,31,2.0,5.2603
92.0,92.0,31,3.0,5.2607
93.0,93.0,32,1.0,5.261
96.0,96.0,33,1.0,5.262
99.0,99.0,34,1.0,5.263
102.0,102.0,35,1.0,5.2639
103.0,103.0,35,2.0,5.2643
104.0,104.0,35,3.0,5.2646
105.0,105.0,36,1.0,5.2649
108.0,108.0,37,1.0,5.2659
111.0,111.0,38,1.0,5.2669
114.0,114.0,39,1.0,5.2679
115.0,115.0,39,2.0,5.2682
116.0,116.0,39,3.0,5.2685
117.0,117.0,40,1.0,5.2689
120.0,120.0,41,1.0,5.2699
123.0,123.0,42,1.0,5.2708
125.0,125.0,42,3.0,5.2715
126.0,126.0,43,1.0,5.2718
127.0,127.0,43,2.0,5.2721
129.0,129.0,44,1.0,5.2728
129.5,129.5,44,1.5,5.273
130.0,130.0,44,2.0,5.2731
130.5,130.5,44,2.5,5.2733
131.0,131.0,44,3.0,5.2735
131.5,131.5,44,3.5,5.2736
132.0,132.0,45,1.0,5.2738
132.5,132.5,45,1.5,5.274
133.0,133.0,45,2.0,5.2741
133.5,133.5,45,2.5,5.2743
134.0,134.0,45,3.0,5.2744
134.5,134.5,45,3.5,5.2746
135.0,135.0,46,1.0,5.2748
135.5,135.5,46,1.5,5.2749
136.0,136.0,46,2.0,5.2751
136.5,136.5,46,2.5,5.2753
137.0,137.0,46,3.0,5.2754
137.5,137.5,46,3.5,5.2756
138.0,138.0,47,1.0,5.2758
138.5,138.5,47,1.5,5.2759
139.0,139.0,47,2.0,5.2761
139.5,139.5,47,2.5,5.2763
140.0,140.0,47,3.0,5.2764
140.5,140.5,47,3.5,5.2766
141.0,141.0,48,1.0,5.2767
141.5,141.5,48,1.5,5.2769
142.0,142.0,48,2.0,5.2771
142.5,142.5,48,2.5,5.2772
143.0,143.0,48,3.0,5.2774
143.5,143.5,48,3.5,5.2776
144.0,144.0,49,1.0,5.2777
144.5,144.5,49,1.5,5.2779
145.0,145.0,49,2.0,5.2781
145.5,145.5,49,2.5,5.2782
146.0,146.0,49,3.0,5.2784
146.5,146.5,49,3.5,5.2786
147.0,147.0,50,1.0,5.2787
147.5,147.5,50,1.5,5.2789
148.0,148.0,50,2.0,5.279
148.5,148.5,50,2.5,5.2792
149.0,149.0,50,3.0,5.2794
149.5,149.5,50,3.5,5.2795
150.0,150.0,51,1.0,5.2797
150.5,150.5,51,1.5,5.2799
151.0,151.0,51,2.0,5.3004
151.5,151.5,51,2.5,5.3056
152.0,152.0,51,3.0,5.3108
152.5,152.5,51,3.5,5.316
153.0,153.0,52,1.0,5.37
153.5,153.5,52,1.5,5.4204
154.0,154.0,52,2.0,5.4209
154.5,154.5,52,2.5,5.4214
155.0,155.0,52,3.0,5.4219
155.5,155.5,52,3.5,5.4224
156.0,156.0,53,1.0,5.4229
156.5,156.5,53,1.5,5.4234
157.0,157.0,53,2.0,5.4239
157.5,157.5,53,2.5,5.4244
158.0,158.0,53,3.0,5.4249
158.5,158.5,53,3.5,5.4254
159.0,159.0,54,1.0,5.4259
159.5,159.5,54,1.5,5.4264
160.0,160.0,54,2.0,5.4269
160.5,160.5,54,2.5,5.4274
161.0,161.0,54,3.0,5.4279
161.5,161.5,54,3.5,5.4284
162.0,162.0,55,1.0,5.4289
162.5,162.5,55,1.5,5.4294
163.0,163.0,55,2.0,5.4299
163.5,163.5,55,2.5,5.4304
164.0,164.0,55,3.0,5.431
164.5,164.5,55,3.5,5.4315
165.0,165.0,56,1.0,5.432
165.5,165.5,56,1.5,5.4325
166.0,166.0,56,2.0,5.433
166.5,166.5,56,2.5,5.4335
167.0,167.0,56,3.0,5.434
167.5,167.5,56,3.5,5.4345
168.0,168.0,57,1.0,5.435
168.5,168.5,57,1.5,5.4355
169.0,169.0,57,2.0,5.436
169.5,169.5,57,2.5,5.4365
170.0,170.0,57,3.0,5.437
170.5,170.5,57,3.5,5.4375
171.0,171.0,58,1.0,5.438
171.5,171.5,58,1.5,5.4385
172.0,172.0,58,2.0,5.439
172.5,172.5,58,2.5,5.4395
173.0,173.0,58,3.0,5.4433
174.0,174.0,59,1.0,5.8032
174.5,174.5,59,1.5,5.8141
175.0,175.0,59,2.0,5.9002
175.5,175.5,59,2.5,5.9023
176.0,176.0,59,3.0,5.9043
176.5,176.5,59,3.5,5.9064
177.0,177.0,60,1.0,5.9085
177.5,177.5,60,1.5,5.9106
178.0,178.0,60,2.0,5.9127
178.5,178.5,60,2.5,5.9148
179.0,179.0,60,3.0,5.9168
179.5,179.5,60,3.5,5.9189
180.0,180.0,61,1.0,6.02
180.5,180.5,61,1.5,6.2241
181.0,181.0,61,2.0,6.3404
181.5,181.5,61,2.5,6.3454
182.0,182.0,61,3.0,6.3503
182.5,182.5,61,3.5,6.3553
183.0,183.0,62,1.0,6.3602
183.5,183.5,62,1.5,6.3638
184.0,184.0,62,2.0,6.3675
184.5,184.5,62,2.5,6.3711
185.0,185.0,62,3.0,6.3748
185.5,185.5,62,3.5,6.3785
186.0,186.0,63,1.0,6.5
186.5,186.5,63,1.5,6.6826
187.0,187.0,63,2.0,6.7008
187.5,187.5,63,2.5,6.7107
188.0,188.0,63,3.0,6.7266
188.5,188.5,63,3.5,6.9217
189.0,189.0,64,1.0,7.0003
189.5,189.5,64,1.5,7.007
190.0,190.0,64,2.0,7.0138
190.5,190.5,64,2.5,7.0203
191.0,191.0,64,3.0,7.0243
191.5,191.5,64,3.5,7.0283
192.0,192.0,65,1.0,7.0323
192.5,192.5,65,1.5,7.0363
193.0,193.0,65,2.0,7.0402
193.5,193.5,65,2.5,7.0432
194.0,194.0,65,3.0,7.0461
194.5,194.5,65,3.5,7.049
195.0,195.0,66,1.0,7.052
195.5,195.5,66,1.5,7.0549
196.0,196.0,66,2.0,7.0578
196.5,196.5,66,2.5,7.115
197.0,197.0,66,3.0,7.1264
197.5,197.5,66,3.5,7.1329
198.0,198.0,67,1.0,7.1394
198.5,198.5,67,1.5,7.1446
199.0,199.0,67,2.0,7.1497
199.5,199.5,67,2.5,7.1548
200.0,200.0,67,3.0,7.1598
200.5,200.5,67,3.5,7.2162
201.0,201.0,68,1.0,7.39
201.5,201.5,68,1.5,7.5609
202.0,202.0,68,2.0,7.5708
202.5,202.5,68,2.5,7.5803
203.0,203.0,68,3.0,7.5852
203.5,203.5,68,3.5,7.59
204.0,204.0,69,1.0,7.5949
204.5,204.5,69,1.5,7.5997
205.0,205.0,69,2.0,7.6967
205.5,205.5,69,2.5,7.7098
206.0,206.0,69,3.0,7.7197
206.5,206.5,69,3.5,7.7368
207.0,207.0,70,1.0,7.91
207.5,207.5,70,1.5,8.1183
208.0,208.0,70,2.0,8.3267
208.5,208.5,70,2.5,8.535
209.0,209.0,70,3.0,8.7218
209.5,209.5,70,3.5,8.7378
210.0,210.0,71,1.0,8.768
210.5,210.5,71,1.5,8.7784
211.0,211.0,71,2.0,8.8006
211.5,211.5,71,2.5,8.8039
212.0,212.0,71,3.0,8.8072
212.5,212.5,71,3.5,8.8105
213.0,213.0,72,1.0,8.8138
213.5,213.5,72,1.5,8.8171
214.0,214.0,72,2.0,8.8467
214.5,214.5,72,2.5,9.0419
215.0,215.0,72,3.0,9.1233
215.5,215.5,72,3.5,9.3317
216.0,216.0,73,1.0,9.54
216.5,216.5,73,1.5,9.7483
217.0,217.0,73,2.0,9.9567
217.5,217.5,73,2.5,10.165
218.0,218.0,73,3.0,10.3733
218.5,218.5,73,3.5,10.5817
219.0,219.0,74,1.0,10.6039
219.5,219.5,74,1.5,10.6081
220.0,220.0,74,2.0,10.6124
220.5,220.5,74,2.5,10.6166
221.0,221.0,74,3.0,10.6633
221.5,221.5,74,3.5,10.8405
222.0,222.0,75,1.0,10.8438
222.5,222.5,75,1.5,10.847
223.0,223.0,75,2.0,10.8503
223.5,223.5,75,2.5,10.8535
224.0,224.0,75,3.0,10.8568
224.5,224.5,75,3.5,10.8617
225.0,225.0,76,1.0,11.07
225.5,225.5,76,1.5,11.2783
226.0,226.0,76,2.0,11.3098
226.5,226.5,76,2.5,11.3202
227.0,227.0,76,3.0,11.3235
227.5,227.5,76,3.5,11.3267
228.0,228.0,77,1.0,11.33
228.5,228.5,77,1.5,11.3333
229.0,229.0,77,2.0,11.3365
229.5,229.5,77,2.5,11.3398
230.0,230.0,77,3.0,11.3606
230.5,230.5,77,3.5,11.3706
231.0,231.0,78,1.0,11.3802
233.0,233.0,78,3.0,11.3962
234.0,234.0,79,1.0,11.402
235.0,235.0,79,2.0,11.4057
237.0,237.0,80,1.0,11.4132
239.0,239.0,80,3.0,11.5033
240.0,240.0,81,1.0,11.85
241.0,241.0,81,2.0,12.2567
243.0,243.0,82,1.0,12.87
243.5,243.5,82,1.5,13.0065
244.0,244.0,82,2.0,13.0403
244.5,244.5,82,2.5,13.0423
245.0,245.0,82,3.0,13.0443
245.5,245.5,82,3.5,13.0463
246.0,246.0,83,1.0,13.0483
246.5,246.5,83,1.5,13.0504
247.0,247.0,83,2.0,13.0524
247.5,247.5,83,2.5,13.0544
248.0,248.0,83,3.0,13.0564
248.5,248.5,83,3.5,13.0585
249.0,249.0,84,1.0,13.11
249.5,249.5,84,1.5,13.3183
250.0,250.0,84,2.0,13.5267
250.5,250.5,84,2.5,13.6268
251.0,251.0,84,3.0,13.639
251.5,251.5,84,3.5,13.6501
252.0,252.0,85,1.0,13.68
252.5,252.5,85,1.5,13.8883
253.0,253.0,85,2.0,14.0967
253.5,253.5,85,2.5,14.305
254.0,254.0,85,3.0,14.5133
254.5,254.5,85,3.5,14.7217
255.0,255.0,86,1.0,14.93
255.5,255.5,86,1.5,15.1383
256.0,256.0,86,2.0,15.1618
256.5,256.5,86,2.5,15.1638
257.0,257.0,86,3.0,15.1659
257.5,257.5,86,3.5,15.1679
258.0,258.0,87,1.0,15.1699
258.5,258.5,87,1.5,15.1719
259.0,259.0,87,2.0,15.1739
259.5,259.5,87,2.5,15.176
260.0,260.0,87,3.0,15.178
260.5,260.5,87,3.5,15.1802
261.0,261.0,88,1.0,15.2002
261.5,261.5,88,1.5,15.2034
262.0,262.0,88,2.0,15.2067
262.5,262.5,88,2.5,15.2099
263.0,263.0,88,3.0,15.2132
263.5,263.5,88,3.5,15.2164
264.0,264.0,89,1.0,15.2197
264.5,264.5,89,1.5,15.3414
265.0,265.0,89,2.0,15.3458
265.5,265.5,89,2.5,15.3501
266.0,266.0,89,3.0,15.3544
267.0,267.0,90,1.0,15.51
268.0,268.0,90,2.0,15.7043
268.5,268.5,90,2.5,15.7082
269.0,269.0,90,3.0,15.7121
269.5,269.5,90,3.5,15.7161
270.0,270.0,91,1.0,15.72
270.5,270.5,91,1.5,15.9217
271.0,271.0,91,2.0,16.0442
271.5,271.5,91,2.5,16.205
272.0,272.0,91,3.0,16.4133
272.5,272.5,91,3.5,16.6217
273.0,273.0,92,1.0,16.83
274.0,274.0,92,2.0,17.1618
274.5,274.5,92,2.5,17.1663
275.0,275.0,92,3.0,17.1707
275.5,275.5,92,3.5,17.1751
276.0,276.0,93,1.0,17.1796
276.5,276.5,93,1.5,17.1945
277.0,277.0,93,2.0,17.3204
277.5,277.5,93,2.5,17.3252
278.0,278.0,93,3.0,17.3301
278.5,278.5,93,3.5,17.3349
279.0,279.0,94,1.0,17.3398
279.5,279.5,94,1.5,17.4983
280.0,280.0,94,2.0,17.7067
280.5,280.5,94,2.5,17.915
281.0,281.0,94,3.0,18.1233
281.5,281.5,94,3.5,18.3317
282.0,282.0,95,1.0,18.54
282.5,282.5,95,1.5,18.7483
283.0,283.0,95,2.0,18.9567
283.5,283.5,95,2.5,19.165
284.0,284.0,95,3.0,19.3733
284.5,284.5,95,3.5,19.5817
285.0,285.0,96,1.0,19.69
285.5,285.5,96,1.5,19.7066
286.0,286.0,96,2.0,19.7136
286.5,286.5,96,2.5,19.735
287.0,287.0,96,3.0,19.8927
287.5,287.5,96,3.5,20.0717
288.0,288.0,97,1.0,20.28
288.5,288.5,97,1.5,20.4883
289.0,289.0,97,2.0,20.6967
289.5,289.5,97,2.5,20.905
290.0,290.0,97,3.0,21.1133
290.5,290.5,97,3.5,21.3217
291.0,291.0,98,1.0,21.53
292.0,292.0,98,2.0,21.6843
293.0,293.0,98,3.0,21.695
294.0,294.0,99,1.0,21.8215
294.5,294.5,99,1.5,21.8247
295.0,295.0,99,2.0,21.8279
295.5,295.5,99,2.5,21.8312
296.0,296.0,99,3.0,21.8344
296.5,296.5,99,3.5,21.8376
297.0,297.0,100,1.0,21.8801
298.0,298.0,100,2.0,21.8824
299.0,299.0,100,3.0,21.8848
300.0,300.0,101,1.0,21.8871
300.5,300.5,101,1.5,21.8883
301.0,301.0,101,2.0,21.8895
301.5,301.5,101,2.5,21.8906
302.0,302.0,101,3.0,21.8918
302.5,302.5,101,3.5,21.893
303.0,303.0,102,1.0,21.8942
304.0,304.0,102,2.0,21.8965
305.0,305.0,102,3.0,21.8989
305.5,305.5,102,3.5,21.9002
306.0,306.0,103,1.0,21.9031
307.0,307.0,103,2.0,21.9088
308.0,308.0,103,3.0,21.9146
308.5,308.5,103,3.5,21.9175
309.0,309.0,104,1.0,21.9409
310.0,310.0,104,2.0,22.0778
311.0,311.0,104,3.0,22.4403
312.0,312.0,105,1.0,22.6
313.0,313.0,105,2.0,22.6198
314.0,314.0,105,3.0,22.6933
315.0,315.0,106,1.0,22.87
316.0,316.0,106,2.0,23.2867
317.0,317.0,106,3.0,23.4718
317.5,317.5,106,3.5,23.5317
318.0,318.0,107,1.0,23.56
319.0,319.0,107,2.0,23.9407
320.0,320.0,107,3.0,23.9484
320.5,320.5,107,3.5,23.9523
321.0,321.0,108,1.0,23.9561
322.0,322.0,108,2.0,23.9671
323.0,323.0,108,3.0,24.0233
323.5,323.5,108,3.5,24.2317
324.0,324.0,109,1.0,24.3039
325.0,325.0,109,2.0,24.3155
326.0,326.0,109,3.0,24.5733
326.5,326.5,109,3.5,24.7817
327.0,327.0,110,1.0,24.91
328.0,328.0,110,2.0,25.1233
329.0,329.0,110,3.0,25.1301
329.5,329.5,110,3.5,25.1334
330.0,330.0,111,1.0,25.1368
331.0,331.0,111,2.0,25.1443
332.0,332.0,111,3.0,25.1527
332.5,332.5,111,3.5,25.1568
333.0,333.0,112,1.0,25.21
334.0,334.0,112,2.0,25.6267
335.0,335.0,112,3.0,26.0433
335.5,335.5,112,3.5,26.2317
336.0,336.0,113,1.0,26.26
337.0,337.0,113,2.0,26.3075
338.0,338.0,113,3.0,26.3667
338.5,338.5,113,3.5,26.5417
339.0,339.0,114,1.0,26.75
340.0,340.0,114,2.0,27.1667
340.5,340.5,114,2.5,27.375
341.0,341.0,114,3.0,27.5833
342.0,342.0,115,1.0,27.98
343.0,343.0,115,2.0,28.3967
343.5,343.5,115,2.5,28.605
344.0,344.0,115,3.0,28.8133
345.0,345.0,116,1.0,29.23
345.5,345.5,116,1.5,29.4383
346.0,346.0,116,2.0,29.6467
347.0,347.0,116,3.0,30.0633
347.5,347.5,116,3.5,30.2717
348.0,348.0,117,1.0,30.48
349.0,349.0,117,2.0,30.8433
349.5,349.5,117,2.5,30.8556
350.0,350.0,117,3.0,30.9933
351.0,351.0,118,1.0,31.4033
351.75,351.75,118,1.75,31.5804
352.0,352.0,118,2.0,31.5808
353.5,353.5,118,3.5,31.5836
354.0,354.0,119,1.0,31.5845
354.75,354.75,119,1.75,31.5859
355.0,355.0,119,2.0,31.5864
356.0,356.0,119,3.0,31.5882
356.75,356.75,119,3.75,31.5896
357.0,357.0,120,1.0,31.5901
358.5,358.5,120,2.5,31.5929
359.0,359.0,120,3.0,31.5938
359.75,359.75,120,3.75,31.5952
360.0,360.0,121,1.0,31.5956
360.75,360.75,121,1.75,31.597
361.0,361.0,121,2.0,31.5975
362.0,362.0,121,3.0,31.5993
363.0,363.0,122,1.0,31.87
363.75,363.75,122,1.75,32.0119
364.0,364.0,122,2.0,32.0234
365.5,365.5,122,3.5,32.162
366.0,366.0,123,1.0,32.1629
366.75,366.75,123,1.75,32.1643
367.0,367.0,123,2.0,32.1648
367.75,367.75,123,2.75,32.1662
368.0,368.0,123,3.0,32.1667
368.75,368.75,123,3.75,32.1681
369.0,369.0,124,1.0,32.1686
369.75,369.75,124,1.75,32.17
370.0,370.0,124,2.0,32.1705
371.5,371.5,124,3.5,32.1733
372.0,372.0,125,1.0,32.1743
372.75,372.75,125,1.75,32.1757
373.0,373.0,125,2.0,32.1762
373.75,373.75,125,2.75,32.1776
374.0,374.0,125,3.0,32.1781
374.75,374.75,125,3.75,32.1795
375.0,375.0,126,1.0,32.18
376.0,376.0,126,2.0,32.2805
377.0,377.0,126,3.0,32.2884
378.0,378.0,127,1.0,32.2962
378.5,378.5,127,1.5,32.3083
378.75,378.75,127,1.75,32.4125
379.0,379.0,127,2.0,32.5167
379.5,379.5,127,2.5,32.7283
379.75,379.75,127,2.75,32.8092
380.0,380.0,127,3.0,32.9009
380.5,380.5,127,3.5,32.9148
380.75,380.75,127,3.75,32.9329
381.0,381.0,128,1.0,33.0009
381.5,381.5,128,1.5,33.0074
381.75,381.75,128,1.75,33.0107
382.0,382.0,128,2.0,33.014
382.5,382.5,128,2.5,33.0214
382.75,382.75,128,2.75,33.0308
383.0,383.0,128,3.0,33.0433
383.5,383.5,128,3.5,33.2517
383.75,383.75,128,3.75,33.3426
384.0,384.0,129,1.0,33.36
384.5,384.5,129,1.5,33.4883
384.75,384.75,129,1.75,33.5612
385.0,385.0,129,2.0,33.5651
385.5,385.5,129,2.5,33.5728
385.75,385.75,129,2.75,33.5766
386.0,386.0,129,3.0,33.5933
386.5,386.5,129,3.5,33.8017
386.75,386.75,129,3.75,33.9058
387.0,387.0,130,1.0,34.01
387.5,387.5,130,1.5,34.2183
387.75,387.75,130,1.75,34.3225
388.0,388.0,130,2.0,34.4267
389.0,389.0,130,3.0,34.8433
390.0,390.0,131,1.0,35.42
390.5,390.5,131,1.5,35.6283
390.75,390.75,131,1.75,35.7325
391.0,391.0,131,2.0,35.8367
391.5,391.5,131,2.5,36.045
391.75,391.75,131,2.75,36.1492
392.0,392.0,131,3.0,36.2533
392.5,392.5,131,3.5,36.4417
392.75,392.75,131,3.75,36.5458
393.0,393.0,132,1.0,36.65
393.5,393.5,132,1.5,36.8583
393.75,393.75,132,1.75,36.9625
394.0,394.0,132,2.0,37.0667
394.5,394.5,132,2.5,37.1232
394.75,394.75,132,2.75,37.1327
395.0,395.0,132,3.0,37.1421
395.5,395.5,132,3.5,37.1611
395.75,395.75,132,3.75,37.1705
396.0,396.0,133,1.0,37.18
397.0,397.0,133,2.0,37.4813
397.5,397.5,133,2.5,37.4836
397.75,397.75,133,2.75,37.4848
398.0,398.0,133,3.0,37.4859
398.5,398.5,133,3.5,37.4882
398.75,398.75,133,3.75,37.4894
399.0,399.0,134,1.0,37.4906
400.0,400.0,134,2.0,37.4952
400.5,400.5,134,2.5,37.4975
400.75,400.75,134,2.75,37.4987
401.0,401.0,134,3.0,37.4998
401.5,401.5,134,3.5,37.6917
401.75,401.75,134,3.75,37.7801
402.0,402.0,135,1.0,37.7804
402.5,402.5,135,1.5,37.7812
402.75,402.75,135,1.75,37.7816
403.0,403.0,135,2.0,37.782
403.5,403.5,135,2.5,37.7827
403.75,403.75,135,2.75,37.7831
404.0,404.0,135,3.0,37.7835
404.5,404.5,135,3.5,37.7843
404.75,404.75,135,3.75,37.7847
405.0,405.0,136,1.0,37.7851
405.5,405.5,136,1.5,37.7858
405.75,405.75,136,1.75,37.7862
406.0,406.0,136,2.0,37.7866
406.5,406.5,136,2.5,37.7874
406.75,406.75,136,2.75,37.7877
407.0,407.0,136,3.0,37.7881
407.5,407.5,136,3.5,37.7889
407.75,407.75,136,3.75,37.7893
408.0,408.0,137,1.0,37.7897
408.5,408.5,137,1.5,37.7904
408.75,408.75,137,1.75,37.7908
409.0,409.0,137,2.0,37.7912
409.5,409.5,137,2.5,37.792
409.75,409.75,137,2.75,37.7924
410.0,410.0,137,3.0,37.7927
410.5,410.5,137,3.5,37.7935
410.75,410.75,137,3.75,37.7939
411.0,411.0,138,1.0,37.7943
411.5,411.5,138,1.5,37.795
411.75,411.75,138,1.75,37.7954
412.0,412.0,138,2.0,37.7958
412.5,412.5,138,2.5,37.7966
412.75,412.75,138,2.75,37.797
413.0,413.0,138,3.0,37.7974
413.5,413.5,138,3.5,37.7981
413.75,413.75,138,3.75,37.7985
414.0,414.0,139,1.0,37.7989
414.5,414.5,139,1.5,37.7997
414.75,414.75,139,1.75,37.8
415.0,415.0,139,2.0,37.8004
415.5,415.5,139,2.5,37.8011
415.75,415.75,139,2.75,37.8014
416.0,416.0,139,3.0,37.8018
416.5,416.5,139,3.5,37.8025
416.75,416.75,139,3.75,37.8028
417.0,417.0,140,1.0,37.8032
417.5,417.5,140,1.5,37.8039
417.75,417.75,140,1.75,37.8042
418.0,418.0,140,2.0,37.8046
418.5,418.5,140,2.5,37.8053
418.75,418.75,140,2.75,37.8056
419.0,419.0,140,3.0,37.806
419.5,419.5,140,3.5,37.8067
419.75,419.75,140,3.75,37.807
420.0,420.0,141,1.0,37.8074
420.5,420.5,141,1.5,37.8081
420.75,420.75,141,1.75,37.8084
421.0,421.0,141,2.0,37.8088
421.5,421.5,141,2.5,37.8095
421.75,421.75,141,2.75,37.8098
422.0,422.0,141,3.0,37.8102
422.5,422.5,141,3.5,37.8109
422.75,422.75,141,3.75,37.8112
423.0,423.0,142,1.0,37.8116
423.5,423.5,142,1.5,37.8123
423.75,423.75,142,1.75,37.8126
424.0,424.0,142,2.0,37.813
424.5,424.5,142,2.5,37.8137
424.75,424.75,142,2.75,37.814
425.0,425.0,142,3.0,37.8144
425.5,425.5,142,3.5,37.8151
425.75,425.75,142,3.75,37.8154
426.0,426.0,143,1.0,37.8158
426.5,426.5,143,1.5,37.8165
426.75,426.75,143,1.75,37.8168
427.0,427.0,143,2.0,37.8172
427.5,427.5,143,2.5,37.8179
427.75,427.75,143,2.75,37.8182
428.0,428.0,143,3.0,37.8186
428.5,428.5,143,3.5,37.8193
428.75,428.75,143,3.75,37.8196
429.0,429.0,144,1.0,37.82
429.5,429.5,144,1.5,38.0383
429.75,429.75,144,1.75,38.1425
430.0,430.0,144,2.0,38.2467
430.5,430.5,144,2.5,38.455
430.75,430.75,144,2.75,38.5592
431.0,431.0,144,3.0,38.6633
431.5,431.5,144,3.5,38.8717
431.75,431.75,144,3.75,38.9758
432.0,432.0,145,1.0,39.08
432.5,432.5,145,1.5,39.2883
432.75,432.75,145,1.75,39.3925
433.0,433.0,145,2.0,39.4883
433.5,433.5,145,2.5,39.685
433.75,433.75,145,2.75,39.7892
434.0,434.0,145,3.0,39.8933
434.5,434.5,145,3.5,40.1017
434.75,434.75,145,3.75,40.2058
435.0,435.0,146,1.0,40.302
435.5,435.5,146,1.5,40.4383
435.75,435.75,146,1.75,40.5425
436.0,436.0,146,2.0,40.6467
436.5,436.5,146,2.5,40.8021
436.75,436.75,146,2.75,40.817
437.0,437.0,146,3.0,40.9033
437.5,437.5,146,3.5,41.1117
437.75,437.75,146,3.75,41.2002
438.0,438.0,147,1.0,41.2012
438.5,438.5,147,1.5,41.2034
438.75,438.75,147,1.75,41.2045
439.0,439.0,147,2.0,41.2056
439.5,439.5,147,2.5,41.2078
439.75,439.75,147,2.75,41.2088
440.0,440.0,147,3.0,41.2099
440.5,440.5,147,3.5,41.2121
440.75,440.75,147,3.75,41.2132
441.0,441.0,148,1.0,41.2143
441.5,441.5,148,1.5,41.2164
441.75,441.75,148,1.75,41.2175
442.0,442.0,148,2.0,41.2186
442.5,442.5,148,2.5,41.2807
442.75,442.75,148,2.75,41.2857
443.0,443.0,148,3.0,41.2906
443.5,443.5,148,3.5,41.3005
443.75,443.75,148,3.75,41.3048
444.0,444.0,149,1.0,41.3092
444.5,444.5,149,1.5,41.3178
444.75,444.75,149,1.75,41.3725
445.0,445.0,149,2.0,41.4683
445.5,445.5,149,2.5,41.665
445.75,445.75,149,2.75,41.7692
446.0,446.0,149,3.0,41.86
446.5,446.5,149,3.5,41.8608
446.75,446.75,149,3.75,41.8612
447.0,447.0,150,1.0,41.8616
447.5,447.5,150,1.5,41.8624
447.75,447.75,150,1.75,41.8628
448.0,448.0,150,2.0,41.8632
448.5,448.5,150,2.5,41.864
448.75,448.75,150,2.75,41.8643
449.0,449.0,150,3.0,41.8647
449.5,449.5,150,3.5,41.8655
449.75,449.75,150,3.75,41.8659
450.0,450.0,151,1.0,41.8663
450.5,450.5,151,1.5,41.8671
450.75,450.75,151,1.75,41.8675
451.0,451.0,151,2.0,41.8679
451.5,451.5,151,2.5,41.8686
