qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.5,1,1.5,0.167,a,S,13
3.5,2,1.5,0.167,a,B,16
6.5,3,1.5,0.167,a,S,12
9.5,4,1.5,0.167,a,B,16
13.5,5,2.5,0.5,b,Vln,9
16.5,6,2.5,0.5,b,Vln,9
19.5,7,2.5,0.5,b,Fl,4
21.0,8,1,0.0,a,T,15
24.0,9,1,0.0,a,S,12
27.5,10,1.5,0.167,a,A,14
30.5,11,1.5,0.167,a,S,13
33.5,12,1.5,0.167,a,B,16
37.5,13,2.5,0.5,b,Fl,4
40.5,14,2.5,0.5,b,Fl,4
43.5,15,2.5,0.5,b,Vln,9
45.0,16,1,0.0,a,T,15
48.5,17,1.5,0.167,a,B,16
51.5,18,1.5,0.167,a,S,12
54.5,19,1.5,0.167,a,A,14
61.0,21,2,0.333,b,S,12
64.0,22,2,0.333,b,S,12
67.0,23,2,0.333,b,S,12
70.0,24,2,0.333,b,S,12
72.5,25,1.5,0.167,a,Tpt,0
75.5,26,1.5,0.167,a,Tpt,0
78.5,27,1.5,0.167,a,Tpt,0
81.5,28,1.5,0.167,a,Tpt,0
84.5,29,1.5,0.167,a,Tpt,0
87.5,30,1.5,0.167,a,Tpt,0
89.5,30,3.5,0.833,a,S,12
105.0,36,1,0.0,a,S,13
106.5,36,2.5,0.5,a,S,12
109.5,37,2.5,0.5,a,T,15
124.5,42,2.5,0.5,a,A,14
145.5,49,2.5,0.5,a,S,12
147.5,50,1.5,0.167,a,T,15
159.5,54,1.5,0.167,a,S,13
160.5,54,2.5,0.5,a,B,16
162.5,55,1.5,0.167,a,A,14
170.0,57,3,0.667,a,S,13
175.25,59,2.25,0.417,a,S,13
176.25,59,3.25,0.75,a,B,16
183.5,62,1.5,0.167,a,S,12
189.5,64,1.5,0.167,a,Fl,4
195.5,66,1.5,0.167,a,Vln,9
198.5,67,1.5,0.167,a,Fl,4
201.0,68,1,0.0,a,S,12
204.5,69,1.5,0.167,a,S,12
208.5,70,2.5,0.5,b,Vln,9
211.5,71,2.5,0.5,b,Vln,9
214.5,72,2.5,0.5,b,Fl,4
216.5,73,1.5,0.167,a,S,12
220.5,74,2.5,0.5,a,S,12
225.5,76,1.5,0.167,a,Fl,4
228.5,77,1.5,0.167,a,Fl,4
231.5,78,1.5,0.167,a,Fl,4
234.5,79,1.5,0.167,a,Fl,4
236.5,79,3.5,0.833,a,S,13
238.5,80,2.5,0.5,a,S,12
252.5,85,1.5,0.167,a,S,13
253.5,85,2.5,0.5,a,A,14
254.5,85,3.5,0.833,a,B,16
255.5,86,1.5,0.167,a,T,15
258.5,87,1.5,0.167,a,S,13
259.5,87,2.5,0.5,a,B,16
267.5,90,1.5,0.167,a,S,13
268.5,90,2.5,0.5,a,T,15
269.5,90,3.5,0.833,a,B,16
270.5,91,1.5,0.167,a,S,12
271.5,91,2.5,0.5,a,S,13
282.5,95,1.5,0.167,a,S,12
283.5,95,2.5,0.5,a,S,13
284.5,95,3.5,0.833,a,B,16
285.5,96,1.5,0.167,a,A,14
286.5,96,2.5,0.5,a,S,12
297.5,100,1.5,0.167,a,S,12
298.5,100,2.5,0.5,a,B,16
300.5,101,1.5,0.167,a,A,14
309.0,104,1,0.0,a,S,13
312.25,105,1.25,0.083,a,A,14
313.5,105,2.5,0.5,a,B,16
318.25,107,1.25,0.083,a,A,14
324.0,109,1,0.0,a,S,12
330.5,111,1.5,0.167,a,Ob,6
333.5,112,1.5,0.167,a,Ob,6
333.5,112,1.5,0.167,a,S,12
336.5,113,1.5,0.167,a,Ob,6
339.5,114,1.5,0.167,a,Ob,6
342.5,115,1.5,0.167,a,Ob,6
345.5,116,1.5,0.167,a,Ob,6
347.5,116,3.5,0.833,a,S,12
363.5,122,1.5,0.167,a,Tpt,0
375.25,126,1.25,0.083,a,Fl,4
376.5,126,2.5,0.5,a,Tpt,0
