qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,A Horn 1,A Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
838.0,846.0,Main Part,U(Main),P8(A Clarinet 1),P8(A Clarinet 2),P8(Oboe 1),P8(Oboe 2),,,,P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(A Horn 2)&P8(D Trumpet 2)&P8(Timpani),P8(A Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
846.0,854.0,U(Flute 2),U(Flute 1),P6(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Oboe 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2),P6(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1),,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
854.0,862.0,P8(Flute 2),P8(Flute 1),P8(A Horn 2),P8(A Horn 1),P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2),P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1),P8(Oboe 2),P8(Oboe 1),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
862.0,870.0,,,,,,,,,P8(A Horn 2),P8(A Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
870.0,878.0,P8(Bassoon 1),P8(Bassoon 2),,,P3(A Clarinet 2),P3(A Clarinet 1),P8(Flute 1),P8(Flute 2),P8(A Horn 2),P8(A Horn 1),P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
878.0,886.0,P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P3(A Clarinet 2),P3(A Clarinet 1),P8(Flute 1)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2),P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(A Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(A Horn 1)&P8(A Horn 2)&P8(D Trumpet 2),P8(A Horn 1)&P8(A Horn 2)&P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
886.0,908.75,,,,,,,,,P8(A Horn 2),P8(A Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
908.75,916.75,P3(Flute 2),P3(Flute 1),P3(Oboe 2)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(A Horn 1)&P3(D Trumpet 1)&P3(D Trumpet 2)&P2(Timpani),P3(Oboe 1)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P2(A Horn 1)&U(D Trumpet 1)&P8(D Trumpet 2)&P2(Timpani),U(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(A Horn 1)&P3(D Trumpet 1)&P3(D Trumpet 2)&P2(Timpani),P3(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P2(A Horn 1)&U(D Trumpet 1)&P8(D Trumpet 2)&P2(Timpani),P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2)&P2(A Horn 1)&P3(D Trumpet 1)&P3(D Trumpet 2)&P2(Timpani),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P2(A Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2)&P2(Timpani),P2(Oboe 1)&P2(Oboe 2)&P2(A Clarinet 1)&P2(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2)&P2(D Trumpet 1)&P2(D Trumpet 2)&P8(Timpani),,P3(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P2(A Horn 1)&P8(D Trumpet 2)&P2(Timpani),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P2(A Horn 1)&P8(D Trumpet 1)&P2(Timpani),P2(Oboe 1)&P2(Oboe 2)&P2(A Clarinet 1)&P2(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2)&P8(A Horn 1)&P2(D Trumpet 1)&P2(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
916.75,928.75,P8(Bassoon 1)&P8(Bassoon 2),,,,,,P8(Flute 1)&U(Bassoon 2),P8(Flute 1)&U(Bassoon 1),,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
928.75,938.0,P8(Bassoon 2)&P8(Main),,,,,,,P8(Flute 1)&P8(Main),,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
938.0,948.0,P8(A Clarinet 1)&P8(A Clarinet 2),,P8(Oboe 2)&P6(Contrabass),P8(Oboe 1)&P6(Contrabass),P8(Flute 1)&P8(A Clarinet 2),P8(Flute 1)&P8(A Clarinet 1),,,,,,,,Main Part,,,,P6(Oboe 1)&P6(Oboe 2)
948.0,958.0,Main Part,U(Main),,,,,,,,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,,,,
958.0,964.0,U(Flute 2)&P8(A Clarinet 1)&P8(Bassoon 1),U(Flute 1)&P8(A Clarinet 1)&P8(Bassoon 1),P8(Oboe 2)&P6(Contrabass),P8(Oboe 1)&P6(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Bassoon 1),,P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1),,,,,,,Main Part,,,,P6(Oboe 1)&P6(Oboe 2)
964.0,974.0,Main Part,U(Main)&P8(A Clarinet 1),,,P8(Main)&P8(Flute 2),,,,,,,,,P8(Violin 2),P8(Violin 1),,,
974.0,976.75,P8(A Clarinet 1)&P2(A Horn 1)&P2(A Horn 2),P8(A Clarinet 2)&P6(Bassoon 1),,,P8(Flute 1)&P2(A Horn 1)&P2(A Horn 2),P8(Flute 2)&P6(Bassoon 1),P6(Flute 2)&P6(A Clarinet 2),,P2(Flute 1)&P2(A Clarinet 1)&P8(A Horn 2),P2(Flute 1)&P2(A Clarinet 1)&P8(A Horn 1),,,,Main Part,,P5(Violoncello),P5(Viola),
976.75,978.75,P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),,,P8(Flute 1)&P6(Flute 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),P8(Flute 1)&P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(A Horn 2)&U(Timpani),P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(A Horn 1)&P8(Timpani),,,P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&U(A Horn 1)&P8(A Horn 2),,Main Part,P8(Violoncello),P8(Viola),
978.75,982.0,P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),,,P8(Flute 1)&P6(Flute 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),P8(Flute 1)&P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(A Horn 2)&U(Timpani),P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(A Horn 1)&P8(Timpani),,,P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&U(A Horn 1)&P8(A Horn 2),,,Main Part,P8(Main),
982.0,984.0,P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P6(Flute 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1),P8(A Horn 2)&U(Timpani),P8(A Horn 1)&P8(Timpani),,,U(A Horn 1)&P8(A Horn 2),,Main Part,,,
984.0,988.75,P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P6(Flute 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1),P8(A Horn 2)&U(Timpani),P8(A Horn 1)&P8(Timpani),,,U(A Horn 1)&P8(A Horn 2),Main Part,,,P8(Contrabass),P8(Violoncello)
988.75,990.75,P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),,,P8(Flute 1)&P6(Flute 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),P8(Flute 1)&P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(A Horn 2)&U(Timpani),P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(A Horn 1)&P8(Timpani),,,P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&U(A Horn 1)&P8(A Horn 2),,Main Part,,,
990.75,994.0,P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),,,P8(Flute 1)&P6(Flute 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),P8(Flute 1)&P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P2(A Horn 1)&P2(A Horn 2)&P2(Timpani),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P5(A Horn 1)&P5(A Horn 2)&P5(Timpani),P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(A Horn 2)&U(Timpani),P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(A Horn 1)&P8(Timpani),,,P2(Flute 1)&P5(Flute 2)&P2(A Clarinet 1)&P5(A Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&U(A Horn 1)&P8(A Horn 2),,,Main Part,P8(Main),
994.0,996.0,P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P6(Flute 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1),P8(A Horn 2)&U(Timpani),P8(A Horn 1)&P8(Timpani),,,U(A Horn 1)&P8(A Horn 2),,Main Part,,,
996.0,1042.0,,,,,,,,,,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,,
1042.0,1060.0,Main Part,,,,P8(Main),,,,U(A Horn 2)&P8(Timpani),U(A Horn 1)&P8(Timpani),P8(D Trumpet 2),P8(D Trumpet 1),P8(A Horn 1)&P8(A Horn 2),P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
1060.0,1068.0,P8(A Clarinet 1),P8(A Clarinet 2),,,P8(Flute 1),P8(Flute 2),,,,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1068.0,1076.5,P8(A Clarinet 1),U(Oboe 1)&P8(A Clarinet 2),U(Flute 2)&P8(A Clarinet 2),,P8(Flute 1),P8(Flute 2)&P8(Oboe 1),,,,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1076.5,1084.5,,,U(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(A Horn 1)&P8(A Horn 2),U(Oboe 1)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(A Horn 1)&P8(A Horn 2),U(Oboe 1)&U(Oboe 2)&P8(A Clarinet 2)&P8(A Horn 1)&P8(A Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Horn 1)&P8(A Horn 2),,,P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(A Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(A Horn 1),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,,,Main Part,P8(Main)
1084.5,1090.5,,,U(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(A Horn 1)&P8(A Horn 2),U(Oboe 1)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(A Horn 1)&P8(A Horn 2),U(Oboe 1)&U(Oboe 2)&P8(A Clarinet 2)&P8(A Horn 1)&P8(A Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Horn 1)&P8(A Horn 2),P8(Bassoon 2),P8(Bassoon 1),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(A Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(A Horn 1),P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,,,Main Part,P8(Main)
1090.5,1106.5,,,P8(Bassoon 1),P8(Bassoon 2),P8(A Clarinet 2),P8(A Clarinet 1),P8(Oboe 1),P8(Oboe 2),P8(A Horn 2),P8(A Horn 1),P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1106.5,1108.5,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Violoncello)&P4(Contrabass),,,P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P4(Violoncello)&P4(Contrabass),,,,,,,Main Part,,P2(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Contrabass),P2(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P4(Oboe 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Violoncello)
1108.5,1110.5,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1),,,U(D Trumpet 2),U(D Trumpet 1),,,,Main Part,P8(Contrabass),P8(Violoncello)
1110.5,1112.5,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1),,,,,,,Main Part,,P8(Contrabass),P8(Violoncello)
1112.5,1114.5,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Violoncello)&P5(Contrabass),,,P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 2)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P5(Violoncello)&P5(Contrabass),,,U(D Trumpet 2),U(D Trumpet 1),,,,Main Part,P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P3(Bassoon 1)&P5(Bassoon 2)&P8(Contrabass),P3(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P3(Bassoon 1)&P5(Bassoon 2)&P8(Violoncello)
1114.5,1120.5,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1),,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
1120.5,1122.5,P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2)&P4(Violoncello)&P4(Contrabass),,,P8(Flute 1)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2)&P4(Violoncello)&P4(Contrabass),,,,,,,,Main Part,P4(Flute 2)&P4(Oboe 2)&P4(Bassoon 2)&P8(Contrabass),P4(Flute 2)&P4(Oboe 2)&P4(Bassoon 2)&P8(Violoncello)
1122.5,1124.5,P7(Flute 2)&P8(Oboe 1)&P7(Oboe 2)&P8(Bassoon 1)&P7(Bassoon 2),P7(Flute 1)&P7(Oboe 1)&P8(Oboe 2)&P7(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P7(Flute 2)&P7(Oboe 2)&P8(Bassoon 1)&P7(Bassoon 2),P7(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P7(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P7(Flute 2)&P8(Oboe 1)&P7(Oboe 2)&P7(Bassoon 2),P7(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P8(Oboe 2)&P7(Bassoon 1),,,,,,,Main Part,,P8(Contrabass),P8(Violoncello)
1124.5,1126.5,P7(Flute 2)&P8(Oboe 1)&P7(Oboe 2)&P8(Bassoon 1)&P7(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P7(Flute 1)&P7(Oboe 1)&P8(Oboe 2)&P7(Bassoon 1)&P8(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P7(Flute 2)&P7(Oboe 2)&P8(Bassoon 1)&P7(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P7(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P7(Bassoon 1)&P8(Bassoon 2)&P4(Violoncello)&P4(Contrabass),,,P8(Flute 1)&P7(Flute 2)&P8(Oboe 1)&P7(Oboe 2)&P7(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P7(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P8(Oboe 2)&P7(Bassoon 1)&P4(Violoncello)&P4(Contrabass),,,,,,,,Main Part,P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bassoon 1)&P4(Bassoon 2)&P8(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bassoon 1)&P4(Bassoon 2)&P8(Violoncello)
