score_qstamp,qstamp,measure,beat,723383_tstamp,729191_tstamp,723375_tstamp,730990_tstamp,736448_tstamp,723387_tstamp,723405_tstamp,723416_tstamp,723412_tstamp,723396_tstamp,728538_tstamp,736453_tstamp,723379_tstamp,711683_tstamp
27.5,305.5,14,2.5,105.5917,92.0717,118.4717,339.4117,36.8527,30.2554,33.288,31.6143,26.6924,95.4132,35.1463,37.3013,22.6082,34.4736
27.75,305.75,14,2.75,105.6958,92.1758,118.5758,339.5158,36.8529,30.2556,33.2935,31.6145,26.6926,95.4133,35.1468,37.3129,22.6085,34.4738
28.0,306.0,15,1.0,105.8,92.28,118.68,339.62,36.8531,30.2557,33.2989,31.6148,26.6929,95.4135,35.1473,37.36,22.6088,34.474
28.5,306.5,15,1.5,106.0083,92.4883,118.9083,339.8883,36.8535,30.256,33.344,31.6152,26.6933,95.4139,35.1483,37.5683,22.6094,34.4743
28.75,306.75,15,1.75,106.1125,92.5925,119.0125,339.9925,36.8537,30.2561,33.3468,31.6154,26.6935,95.4141,35.1488,37.5892,22.6097,34.4745
29.0,307.0,15,2.0,106.2167,92.6967,119.1534,340.0967,36.8539,30.2562,33.3496,31.6156,26.6938,95.4142,35.1493,37.5997,22.61,34.4747
29.25,307.25,15,2.25,106.3203,92.8008,119.2608,340.2008,36.8541,30.2564,33.3525,31.6158,26.694,95.4144,35.1499,37.6819,22.6103,34.4749
29.5,307.5,15,2.5,106.385,92.905,119.365,340.32,36.8543,30.2565,33.3553,31.6161,26.6942,95.4146,35.1504,37.6914,22.6105,34.4751
29.75,307.75,15,2.75,106.4892,93.0092,119.4692,340.5292,36.8546,30.2566,33.3581,31.6163,26.6944,95.4148,35.1509,37.7092,22.6108,34.4753
30.0,308.0,16,1.0,106.5933,93.1133,119.5733,340.6333,36.8548,30.2568,33.3804,31.6165,26.6946,95.415,35.1514,37.8133,22.6111,34.4755
30.25,308.25,16,1.25,106.6975,93.2175,119.6775,340.7375,36.855,30.2569,33.3832,31.6167,26.6949,95.4151,35.1519,37.9175,22.6114,34.4757
30.5,308.5,16,1.5,106.8017,93.3217,119.7817,340.8617,36.8552,30.257,33.386,31.6169,26.6951,95.4153,35.1524,38.0217,22.6117,34.4758
30.75,308.75,16,1.75,106.9058,93.3858,119.8858,340.9832,36.8554,30.2572,33.3888,31.6171,26.6953,95.4155,35.1529,38.0858,22.612,34.476
31.0,309.0,16,2.0,107.01,93.49,120.04,341.17,36.8556,30.2573,33.3916,31.6174,26.6955,95.4157,35.1534,38.1082,22.6123,34.4762
31.25,309.25,16,2.25,107.1142,93.5942,120.1542,341.3342,36.8558,30.2575,33.3944,31.6176,26.6958,95.4159,35.154,38.1177,22.6126,34.4764
31.5,309.5,16,2.5,107.1783,93.6983,120.2583,341.4383,36.856,30.2576,33.3973,31.6178,26.696,95.416,35.1545,38.1801,22.6129,34.4766
31.75,309.75,16,2.75,107.2825,93.8025,120.3625,341.5625,36.8562,30.2577,33.4025,31.618,26.6962,95.4162,35.155,38.1809,22.6132,34.4768
32.0,310.0,17,1.0,107.3867,93.9067,120.4667,341.6667,36.8564,30.2579,33.4667,31.6182,26.6964,95.4164,35.1555,38.1817,22.6134,34.477
32.25,310.25,17,1.25,107.4908,94.0108,120.5708,341.7708,36.8566,30.258,33.5214,31.6184,26.6966,95.4166,35.156,38.1824,22.6137,34.4772
32.5,310.5,17,1.5,107.595,94.115,120.675,341.995,36.8568,30.2581,33.5242,31.6187,26.6969,95.4168,35.1565,38.1832,22.614,34.4774
32.75,310.75,17,1.75,107.6992,94.2192,120.7792,342.0992,36.857,30.2583,33.527,31.6189,26.6971,95.4169,35.157,38.184,22.6143,34.4775
33.0,311.0,17,2.0,107.8033,94.3033,120.9033,342.2132,36.8572,30.2584,33.5298,31.6191,26.6973,95.4171,35.1576,38.1847,22.6146,34.4777
33.25,311.25,17,2.25,107.9075,94.4075,121.0075,342.3675,36.8574,30.2585,33.5326,31.6193,26.6975,95.4173,35.1581,38.1855,22.6149,34.4779
33.5,311.5,17,2.5,108.0117,94.5117,121.1117,342.4717,36.8576,30.2587,33.5355,31.6195,26.6978,95.4175,35.1586,38.1863,22.6152,34.4781
33.75,311.75,17,2.75,108.1158,94.6158,121.2158,342.6558,36.8579,30.2588,33.5383,31.6197,26.698,95.4177,35.1591,38.187,22.6155,34.4783
34.0,312.0,18,1.0,108.2,94.72,121.32,342.76,36.8581,30.2589,33.58,31.62,26.6982,95.4178,35.1596,38.1878,22.6158,34.4785
34.5,312.5,18,1.5,108.4083,94.9283,121.5683,343.0283,36.8585,30.2592,33.6814,31.6683,26.6987,95.4182,35.1814,38.1893,22.6163,34.4789
34.75,312.75,18,1.75,108.5125,95.0325,121.6725,343.1325,36.8587,30.2593,33.6827,31.7725,26.6989,95.4184,35.1828,38.1901,22.6166,34.479
35.0,313.0,18,2.0,108.6167,95.1367,121.7767,343.2367,36.8589,30.2595,33.6841,31.8767,26.6991,95.4185,35.1842,38.1909,22.6169,34.4792
35.25,313.25,18,2.25,108.7208,95.2408,121.9208,343.4208,36.8591,30.2596,33.6854,31.9808,26.6993,95.4187,35.1855,38.1916,22.6172,34.4794
35.5,313.5,18,2.5,108.825,95.345,122.025,343.525,36.8593,30.2597,33.6867,32.085,26.6995,95.4189,35.1869,38.1924,22.6175,34.4796
35.75,313.75,18,2.75,108.9292,95.4492,122.1292,343.6292,36.8595,30.2599,33.6881,32.1846,26.6998,95.4191,35.1883,38.1932,22.6178,34.4798
36.0,314.0,19,1.0,109.0333,95.5333,122.2333,343.7333,36.8597,30.26,33.6894,32.2733,26.7,95.4193,35.1896,38.1939,22.6181,34.48
36.5,314.5,19,1.5,109.1708,95.7417,122.4417,344.0617,36.9217,30.4417,33.6921,32.4817,26.8207,95.4196,35.1924,38.1955,22.6187,34.5031
36.75,314.75,19,1.75,109.2658,95.8458,122.5658,344.1658,37.0258,30.4894,33.6934,32.5858,26.8242,95.4198,35.1938,38.1962,22.619,34.5062
37.0,315.0,19,2.0,109.37,95.95,122.67,344.27,37.13,30.53,33.6947,32.69,26.8277,95.42,35.1951,38.197,22.6192,34.5094
37.25,315.25,19,2.25,109.4742,96.0542,122.7742,344.3742,37.2342,30.6342,33.6961,32.7942,26.8311,95.4477,35.1965,38.1978,22.6195,34.5126
37.5,315.5,19,2.5,109.5783,96.1383,122.8783,344.4783,37.3383,30.7383,33.6974,32.8783,26.8346,95.4623,35.1979,38.1985,22.6198,34.5157
37.75,315.75,19,2.75,109.6825,96.2425,122.9825,344.6425,37.4425,30.8425,33.6988,32.9825,26.8381,95.4753,35.1992,38.1993,22.6625,34.5189
38.0,316.0,20,1.0,109.7867,96.3467,123.1068,344.7534,37.5467,30.9534,33.7067,33.0867,26.8867,95.5467,35.2411,38.2067,22.7667,34.5867
38.25,316.25,20,1.25,109.8908,96.4508,123.2908,344.9308,37.6508,31.0908,33.7801,33.1908,26.9908,95.6508,35.2585,38.3108,22.8908,34.6908
38.5,316.5,20,1.5,109.995,96.555,123.44,345.055,37.7029,31.315,33.781,33.2615,27.095,95.755,35.355,38.3917,22.995,34.795
38.75,316.75,20,1.75,110.0992,96.6592,123.5592,345.1592,37.7084,31.4192,33.7818,33.2661,27.1613,95.8046,35.3662,38.4415,23.0992,34.8896
39.0,317.0,20,2.0,110.2011,96.7633,123.6633,345.3633,37.7139,31.5233,33.7827,33.2706,27.1682,95.8126,35.3727,38.4495,23.2033,34.9816
39.25,317.25,20,2.25,110.2675,96.8675,123.7675,345.4675,37.7193,31.6275,33.7836,33.2751,27.1752,95.8275,35.3792,38.4575,23.3075,35.0675
39.5,317.5,20,2.5,110.3717,96.9717,123.8717,345.5717,37.8117,31.7317,33.7845,33.2796,27.2117,95.884,35.4717,38.5002,23.4117,35.1717
39.75,317.75,20,2.75,110.4758,97.0758,123.934,345.6758,37.8786,31.824,33.7853,33.2819,27.2526,95.892,35.519,38.5009,23.4407,35.234
40.0,318.0,21,1.0,110.58,97.18,124.02,345.78,37.92,31.88,33.7862,33.2839,27.32,95.9,35.5402,38.5016,23.4416,35.3
40.25,318.25,21,1.25,110.6842,97.2842,124.1242,346.0242,38.0242,31.9842,33.7871,33.286,27.3808,95.9642,35.5404,38.5024,23.4425,35.3011
40.5,318.5,21,1.5,110.7883,97.3883,124.2532,346.1283,38.1283,32.0609,33.788,33.288,27.3826,96.0005,35.5407,38.5031,23.4434,35.3022
40.75,318.75,21,1.75,110.8925,97.4925,124.3925,346.2325,38.1826,32.0641,33.7888,33.29,27.3844,96.0013,35.5409,38.5038,23.4443,35.3034
41.0,319.0,21,2.0,110.9967,97.5967,124.4967,346.3367,38.1878,32.0674,33.7897,33.2921,27.3863,96.002,35.5412,38.5045,23.4452,35.3045
41.25,319.25,21,2.25,111.1008,97.7208,124.6008,346.5008,38.193,32.0706,33.7906,33.2941,27.3881,96.0028,35.5414,38.5052,23.4461,35.3056
41.5,319.5,21,2.5,111.205,97.825,124.705,346.64,38.1982,32.0739,33.7915,33.2962,27.3899,96.0035,35.5417,38.5059,23.4471,35.3067
41.75,319.75,21,2.75,111.3092,97.9292,124.8092,346.8492,38.2692,32.0772,33.7923,33.2982,27.3917,96.0043,35.5419,38.5066,23.448,35.3078
42.0,320.0,22,1.0,111.4133,98.0333,124.9133,346.9533,38.3733,32.0803,33.7932,33.3001,27.3936,96.0051,35.5422,38.5074,23.4489,35.309
42.25,320.25,22,1.25,111.5175,98.1375,125.0175,347.0775,38.4775,32.0827,33.7941,33.3005,27.3954,96.0058,35.5424,38.5081,23.4498,35.3101
42.5,320.5,22,1.5,111.6217,98.2417,125.1217,347.1817,38.5817,32.0852,33.795,33.3009,27.3972,96.0066,35.5427,38.5088,23.4507,35.3112
42.75,320.75,22,1.75,111.7258,98.3458,125.2258,347.2858,38.6858,32.0876,33.7958,33.3013,27.399,96.0073,35.5429,38.5095,23.4516,35.3123
43.0,321.0,22,2.0,111.83,98.45,125.33,347.4,38.7038,32.09,33.7967,33.3017,27.45,96.0081,35.5432,38.5102,23.4525,35.3134
43.25,321.25,22,2.25,111.9342,98.5542,125.4542,347.5342,38.7081,32.0924,33.7976,33.3021,27.5314,96.0089,35.5434,38.5109,23.4535,35.3146
43.5,321.5,22,2.5,112.0383,98.6583,125.5783,347.6583,38.7124,32.0948,33.7985,33.3026,27.5596,96.0096,35.5437,38.5116,23.4544,35.3157
43.75,321.75,22,2.75,112.1425,98.7625,125.7025,347.9425,38.7168,32.0973,33.7993,33.303,27.6425,96.0104,35.5439,38.5123,23.4553,35.3168
44.0,322.0,23,1.0,112.2467,98.8667,125.8067,348.0467,38.7216,32.0997,33.8006,33.3034,27.7467,96.0111,35.5442,38.5131,23.4562,35.3179
44.25,322.25,23,1.25,112.3508,98.9708,125.9108,348.1508,38.7277,32.1212,33.8028,33.3038,27.8508,96.0119,35.5444,38.5138,23.4571,35.319
44.5,322.5,23,1.5,112.455,99.075,126.045,348.255,38.7338,32.1229,33.805,33.3042,27.955,96.0127,35.5447,38.5145,23.458,35.3205
44.75,322.75,23,1.75,112.5592,99.1792,126.1592,348.3592,38.74,32.1246,33.8072,33.3046,28.0396,96.0134,35.5449,38.5152,23.4589,35.3243
45.0,323.0,23,2.0,112.6633,99.2833,126.2633,348.4833,38.8233,32.1263,33.8094,33.3051,28.1433,96.0142,35.5452,38.5159,23.4599,35.328
45.25,323.25,23,2.25,112.7675,99.3875,126.3675,348.5875,38.8488,32.128,33.8116,33.3055,28.2475,96.0149,35.5454,38.5166,23.4709,35.3317
45.5,323.5,23,2.5,112.8717,99.4917,126.4717,348.6917,38.8592,32.1297,33.8139,33.3059,28.3517,96.0157,35.5456,38.5173,23.5117,35.3354
45.75,323.75,23,2.75,112.9758,99.5958,126.5758,348.8158,38.9046,32.1314,33.8161,33.3063,28.4426,96.0165,35.5459,38.5181,23.5306,35.3391
46.0,324.0,24,1.0,113.08,99.7,126.7,348.92,38.9133,32.1331,33.8183,33.3067,28.46,96.0172,35.5461,38.5188,23.56,35.42
46.25,324.25,24,1.25,113.1842,99.8042,126.8242,349.1042,38.926,32.1348,33.8201,33.3071,28.4928,96.018,35.5464,38.5195,23.6521,35.5242
46.5,324.5,24,1.5,113.2883,99.9083,126.9283,349.2483,38.9883,32.1365,33.8208,33.3076,28.5683,96.0187,35.5466,38.5228,23.6849,35.6283
46.75,324.75,24,1.75,113.3925,100.0125,127.0325,349.3525,39.0925,32.1382,33.8214,33.308,28.6725,96.0195,35.5469,38.5332,23.6923,35.721
47.0,325.0,24,2.0,113.4967,100.1167,127.1367,349.4567,39.1967,32.1399,33.8221,33.3084,28.7389,96.0567,35.5471,38.5767,23.6998,35.729
47.25,325.25,24,2.25,113.6008,100.2208,127.2808,349.6416,39.2027,32.2041,33.8227,33.3088,28.7843,96.0806,35.5474,38.5814,23.7281,35.737
47.5,325.5,24,2.5,113.665,100.33,127.385,349.805,39.2054,32.2145,33.8234,33.3092,28.7918,96.0813,35.5476,38.5829,23.7385,35.7472
47.75,325.75,24,2.75,113.7692,100.4692,127.4892,349.9092,39.2081,32.2692,33.824,33.3096,28.7992,96.082,35.5479,38.5844,23.8292,35.7588
48.0,326.0,25,1.0,113.8733,100.5733,127.5933,350.0333,39.2109,32.3733,33.8246,33.3101,28.8011,96.0828,35.5481,38.5858,23.9333,35.8533
48.25,326.25,25,1.25,113.9775,100.6775,127.7575,350.2575,39.2136,32.4775,33.8253,33.3105,28.8023,96.0835,35.5484,38.5873,24.0375,35.9575
48.5,326.5,25,1.5,114.0817,100.7817,127.8617,350.3617,39.2164,32.5817,33.8259,33.3109,28.8035,96.0842,35.5486,38.5888,24.1417,36.0617
48.75,326.75,25,1.75,114.1858,100.8858,127.9658,350.4658,39.2191,32.6858,33.8266,33.3113,28.8047,96.0849,35.5489,38.5902,24.2458,36.1658
49.0,327.0,25,2.0,114.285,100.99,128.07,350.57,39.29,32.79,33.8272,33.3117,28.8059,96.0857,35.5491,38.5917,24.35,36.27
49.25,327.25,25,2.25,114.3742,101.0942,128.1742,350.6742,39.3942,32.862,33.8279,33.3121,28.8071,96.0864,35.5494,38.5932,24.4542,36.3742
49.5,327.5,25,2.5,114.4783,101.1983,128.2783,350.8566,39.4983,32.8681,33.8285,33.3126,28.8083,96.0871,35.5496,38.5946,24.5292,36.4783
49.75,327.75,25,2.75,114.5825,101.3025,128.4225,350.9825,39.6025,32.8743,33.8292,33.313,28.8095,96.0878,35.5499,38.5961,24.5482,36.59
50.0,328.0,26,1.0,114.6867,101.4067,128.5467,351.0867,39.7067,32.8867,33.8298,33.3134,28.8107,96.0886,35.5501,38.5976,24.5587,36.7667
50.25,328.25,26,1.25,114.7908,101.5108,128.6508,351.2708,39.8108,32.9854,33.8304,33.3138,28.8118,96.0893,35.5504,38.599,24.5818,36.8708
50.5,328.5,26,1.5,114.895,101.615,128.755,351.375,39.915,33.0054,33.8311,33.3142,28.813,96.09,35.5506,38.635,24.5855,36.975
50.75,328.75,26,1.75,114.9597,101.7192,128.8592,351.4792,39.9436,33.0128,33.8317,33.3146,28.8142,96.0908,35.5509,38.7196,24.5893,37.0099
51.0,329.0,26,2.0,115.0633,101.7833,128.9633,351.5866,39.9483,33.0233,33.8324,33.3151,28.8154,96.0915,35.5511,38.8233,24.593,37.0411
51.25,329.25,26,2.25,115.1675,101.8875,129.0675,351.7475,39.9531,33.064,33.833,33.3155,28.8166,96.0922,35.5514,38.9205,24.5967,37.064
51.5,329.5,26,2.5,115.2717,101.9917,129.1717,351.8517,39.9578,33.0701,33.8337,33.3159,28.8178,96.0929,35.5516,38.9274,24.6117,37.0726
51.75,329.75,26,2.75,115.3758,102.0958,129.2916,352.0158,40.0158,33.0762,33.8343,33.3163,28.819,96.0937,35.5518,38.9344,24.6603,37.0958
52.0,330.0,27,1.0,115.48,102.2,129.42,352.12,40.12,33.12,33.8349,33.3167,28.84,96.0944,35.5521,38.96,24.6626,37.2
52.25,330.25,27,1.25,115.5842,102.3042,129.5242,352.2284,40.2242,33.1621,33.8356,33.3171,28.8618,96.0951,35.5523,39.0214,24.6649,37.3042
52.5,330.5,27,1.5,115.6883,102.4083,129.6283,352.3649,40.3142,33.1656,33.8362,33.3176,28.8647,96.0959,35.5526,39.0248,24.6671,37.4283
52.75,330.75,27,1.75,115.7925,102.5125,129.7325,352.5125,40.4125,33.1691,33.8369,33.318,28.8676,96.0966,35.5528,39.0281,24.6694,37.5325
53.0,331.0,27,2.0,115.8967,102.6167,129.8367,352.6334,40.5167,33.1726,33.8375,33.3184,28.8705,96.0973,35.5531,39.0315,24.6717,37.6367
53.25,331.25,27,2.25,116.0008,102.7208,130.0008,352.7408,40.6208,33.176,33.8382,33.3188,28.8734,96.098,35.5533,39.0349,24.6739,37.7408
53.5,331.5,27,2.5,116.045,102.805,130.105,352.855,40.725,33.1795,33.8388,33.3192,28.8762,96.0988,35.5536,39.0382,24.6762,37.845
53.75,331.75,27,2.75,116.1492,102.9092,130.2092,352.9892,40.8292,33.1978,33.8394,33.3196,28.8791,96.0995,35.5538,39.0892,24.6785,37.9092
54.0,332.0,28,1.0,116.2533,103.0133,130.3133,353.0933,40.9333,33.2933,33.8533,33.3333,28.9533,96.1333,35.5541,39.1933,24.7133,38.0133
54.25,332.25,28,1.25,116.3575,103.1175,130.4575,353.2575,41.0375,33.3975,33.9202,33.4375,29.0575,96.1604,35.5543,39.2975,24.7854,38.1175
54.5,332.5,28,1.5,116.4617,103.2217,130.5617,353.3817,41.1406,33.4469,33.9216,33.5417,29.1431,96.1611,35.5546,39.4017,24.8017,38.2217
54.75,332.75,28,1.75,116.5529,103.3258,130.6658,353.5032,41.1929,33.4584,33.923,33.6058,29.158,96.1617,35.5548,39.4929,24.8858,38.3258
55.0,333.0,28,2.0,116.65,103.43,130.77,353.65,41.29,33.55,33.9243,33.645,29.25,96.1623,35.5551,39.5802,24.99,38.43
55.25,333.25,28,2.25,116.7542,103.5342,130.8742,353.7542,41.3942,33.6342,33.9257,33.6524,29.3039,96.1629,35.5553,39.5819,25.0571,38.5342
55.5,333.5,28,2.5,116.8583,103.6383,130.9783,354.0766,41.4983,33.7383,33.9271,33.6599,29.3113,96.1635,35.5556,39.5836,25.1583,38.6383
55.75,333.75,28,2.75,116.9612,103.7425,131.0825,354.1825,41.5605,33.7878,33.9285,33.6607,29.3188,96.1641,35.5558,39.5853,25.2625,38.7425
56.0,334.0,29,1.0,117.0467,103.8467,131.1867,354.2867,41.5867,33.8067,33.9298,33.6615,29.3867,96.1647,35.5561,39.587,25.3407,38.8467
56.25,334.25,29,1.25,117.1508,103.9508,131.3508,354.3908,41.6908,33.9108,33.9312,33.6622,29.4908,96.1653,35.5563,39.5887,25.3511,38.9508
56.5,334.5,29,1.5,117.255,104.055,131.455,354.495,41.7403,34.015,33.9326,33.663,29.595,96.1659,35.5566,39.5904,25.3602,39.055
56.75,334.75,29,1.75,117.3592,104.1592,131.5592,354.5992,41.7408,34.1192,33.9339,33.6637,29.6992,96.1665,35.5568,39.5921,25.3614,39.0609
57.0,335.0,29,2.0,117.4633,104.2666,131.6833,354.7666,41.7413,34.2233,33.9353,33.6645,29.8033,96.1671,35.5571,39.5938,25.3626,39.0618
57.25,335.25,29,2.25,117.5675,104.3875,131.7875,354.8875,41.7418,34.3275,33.9367,33.6652,29.9075,96.1677,35.5573,39.5955,25.3639,39.0627
57.5,335.5,29,2.5,117.6717,104.4917,131.8917,354.9917,41.7423,34.3917,33.938,33.666,29.9853,96.1683,35.5576,39.5972,25.3651,39.0636
57.75,335.75,29,2.75,117.7758,104.5958,132.0158,355.0958,41.7429,34.4558,33.9394,33.6667,30.0158,96.1689,35.5578,39.5989,25.3663,39.0646
58.0,336.0,30,1.0,117.88,104.7,132.12,355.2,41.7434,34.4825,34.0,33.6675,30.0213,96.1695,35.558,39.64,25.3675,39.0655
58.25,336.25,30,1.25,117.9842,104.8042,132.2242,355.3842,41.7439,34.4955,34.1042,33.6682,30.0226,96.1701,35.5583,39.7442,25.3688,39.0664
58.5,336.5,30,1.5,118.0883,104.9083,132.3283,355.4883,41.7444,34.544,34.2083,33.669,30.024,96.1707,35.5585,39.8483,25.37,39.0673
58.75,336.75,30,1.75,118.1925,105.0125,132.4325,355.5925,41.7449,34.5589,34.2409,33.6697,30.0253,96.1713,35.5588,39.9007,25.3712,39.0683
59.0,337.0,30,2.0,118.2967,105.1167,132.5367,355.6967,41.7455,34.5664,34.2422,33.6705,30.0266,96.1719,35.559,39.902,25.3724,39.0692
59.25,337.25,30,2.25,118.4008,105.2208,132.6408,355.9208,41.746,34.5734,34.2435,33.6712,30.028,96.1725,35.5593,39.9033,25.3737,39.0701
59.5,337.5,30,2.5,118.465,105.325,132.76,356.05,41.7465,34.585,34.2448,33.672,30.0293,96.1731,35.5595,39.9046,25.3749,39.071
59.75,337.75,30,2.75,118.5692,105.4292,132.9092,356.3092,41.747,34.602,34.2461,33.6727,30.0306,96.1737,35.5598,39.9059,25.3761,39.0719
60.0,338.0,31,1.0,118.6733,105.5333,133.0133,356.4133,41.7475,34.6044,34.2474,33.6735,30.032,96.1743,35.5602,39.9073,25.3773,39.0729
60.25,338.25,31,1.25,118.7775,105.6375,133.1175,356.5175,41.748,34.6068,34.2487,33.6742,30.0333,96.1749,35.5614,39.9086,25.3786,39.0738
60.5,338.5,31,1.5,118.8817,105.7417,133.2251,356.6217,41.7486,34.6091,34.25,33.675,30.0346,96.1755,35.5627,39.9099,25.3798,39.0747
60.75,338.75,31,1.75,118.9858,105.8458,133.3658,356.7258,41.7491,34.6115,34.2513,33.6757,30.036,96.1761,35.5639,39.9112,25.4658,39.0756
61.0,339.0,31,2.0,119.09,105.95,133.48,356.83,41.7496,34.6139,34.2526,33.6765,30.0373,96.1767,35.5652,39.9125,25.57,39.0765
61.25,339.25,31,2.25,119.1942,106.0542,133.5942,356.9342,41.7501,34.6162,34.2539,33.6772,30.0386,96.1773,35.5664,39.9139,25.6742,39.0775
61.5,339.5,31,2.5,119.2983,106.1583,133.6983,357.0383,41.7506,34.6186,34.2552,33.678,30.04,96.1779,35.5677,39.9152,25.7783,39.0784
61.75,339.75,31,2.75,119.4025,106.2625,133.8025,357.245,41.7512,34.6625,34.2565,33.6787,30.1412,96.1785,35.5689,39.9165,25.8812,39.0793
62.0,340.0,32,1.0,119.5067,106.3667,133.9067,357.3667,41.7517,34.7667,34.2578,33.6795,30.2267,96.1791,35.5702,39.9178,25.9667,39.1067
62.25,340.25,32,1.25,119.6108,106.4708,134.0308,357.4708,41.7522,34.8708,34.2591,33.7108,30.3254,96.1797,35.5715,39.9191,26.0708,39.2108
62.5,340.5,32,1.5,119.715,106.575,134.135,357.61,41.7527,34.975,34.2812,33.8012,30.415,96.2203,35.5727,39.9412,26.175,39.2817
62.75,340.75,32,1.75,119.8192,106.6792,134.2392,357.7192,41.7532,35.0792,34.2899,33.8099,30.5192,96.2223,35.574,39.9499,26.2792,39.2932
63.0,341.0,32,2.0,119.9233,106.7833,134.3499,357.8266,41.7537,35.1833,34.2986,33.8186,30.6233,96.2243,35.5752,39.9586,26.3833,39.3433
63.25,341.25,32,2.25,120.0275,106.9075,134.5475,357.9475,41.7543,35.335,34.3046,33.8438,30.7275,96.2263,35.5765,39.9604,26.4875,39.4475
63.5,341.5,32,2.5,120.1317,107.0117,134.6517,358.1117,41.7548,35.4517,34.3101,33.8495,30.8317,96.2283,35.5777,39.9609,26.5917,39.4783
63.75,341.75,32,2.75,120.2358,107.1158,134.7558,358.2358,41.7553,35.6116,34.3156,33.8553,30.9358,96.2303,35.579,39.9613,26.6958,39.5558
64.0,342.0,33,1.0,120.34,107.22,134.86,358.34,41.7558,35.72,34.321,33.8605,31.04,96.2323,35.5867,39.9618,26.8,39.66
64.25,342.25,33,1.25,120.4442,107.3242,134.9642,358.5242,41.7563,35.8642,34.3259,33.863,31.1442,96.2343,35.6043,39.9623,26.9042,39.7642
64.5,342.5,33,1.5,120.5483,107.4283,135.0683,358.6283,41.7569,35.9683,34.3309,33.8656,31.2483,96.2363,35.6112,39.9627,27.0083,39.8542
64.75,342.75,33,1.75,120.6525,107.5325,135.1725,358.7325,41.7574,36.0725,34.3358,33.8681,31.3525,96.2383,35.6182,39.9632,27.0925,39.8981
65.0,343.0,33,2.0,120.7567,107.6367,135.2767,358.8367,41.7579,36.1767,34.3409,33.8707,31.4567,96.2567,35.6608,39.9636,27.1967,39.9037
65.25,343.25,33,2.25,120.8208,107.7408,135.3808,358.9608,41.7584,36.3408,34.3464,33.8732,31.5608,96.3608,35.6658,39.9641,27.2608,39.9077
65.5,343.5,33,2.5,120.925,107.845,135.515,359.115,41.7589,36.445,34.3518,33.8757,31.645,96.4408,35.6707,39.9646,27.365,39.9117
65.75,343.75,33,2.75,121.0292,107.9492,135.6492,359.2492,41.7594,36.5492,34.3573,33.8783,31.7492,96.4582,35.6757,39.965,27.4692,39.9157
66.0,344.0,34,1.0,121.1333,108.0533,135.7533,359.3533,41.76,36.6533,34.4133,33.9133,31.8366,96.5533,35.6933,39.9655,27.5733,39.9197
66.25,344.25,34,1.25,121.2375,108.1575,135.8575,359.5575,41.8575,36.7975,34.5175,34.0375,31.9375,96.581,35.7975,39.966,27.6775,40.0175
66.5,344.5,34,1.5,121.3417,108.2617,135.9617,359.6617,41.9617,36.9017,34.6217,34.1417,32.0417,96.5836,35.9017,39.9664,27.7817,40.0268
66.75,344.75,34,1.75,121.4458,108.3458,136.0658,359.7858,42.061,37.0058,34.721,34.2007,32.1458,96.5863,35.9657,39.9669,27.8858,40.0337
67.0,345.0,34,2.0,121.53,108.43,136.17,359.89,42.0783,37.11,34.7383,34.2021,32.23,96.589,35.9788,39.9674,27.99,40.05
67.25,345.25,34,2.25,121.6342,108.5342,136.2742,360.0742,42.1239,37.2542,34.7616,34.2036,32.3342,96.5916,36.0053,39.9678,28.0942,40.0844
67.5,345.5,34,2.5,121.7383,108.6383,136.3783,360.1783,42.1313,37.3583,34.7639,34.2051,32.4383,96.5943,36.0127,39.9683,28.1983,40.0905
67.75,345.75,34,2.75,121.8412,108.7425,136.4825,360.2825,42.1388,37.4625,34.7661,34.2066,32.5425,96.597,36.0225,39.9688,28.3008,40.0966
68.0,346.0,35,1.0,121.9267,108.8467,136.5867,360.3867,42.2267,37.5667,34.7684,34.2081,32.6467,96.5997,36.1202,39.9692,28.3667,40.1467
68.25,346.25,35,1.25,122.0308,108.9508,136.7108,360.5908,42.3308,37.7108,34.7707,34.2096,32.7508,96.6527,36.1226,39.9697,28.4708,40.2508
68.5,346.5,35,1.5,122.135,109.055,136.815,360.695,42.3495,37.815,34.7729,34.2111,32.855,96.7214,36.1251,39.9702,28.575,40.3412
68.75,346.75,35,1.75,122.2392,109.1592,136.9392,360.7992,42.3599,37.9192,34.7752,34.2126,32.9592,96.7308,36.1276,39.9706,28.6592,40.3499
69.0,347.0,35,2.0,122.3433,109.2233,137.0433,360.9033,42.3694,38.0666,34.7775,34.214,33.0433,96.7433,36.1301,39.9711,28.7633,40.3586
69.25,347.25,35,2.25,122.4475,109.3275,137.1475,361.0275,42.3789,38.2075,34.7797,34.2155,33.1475,96.8475,36.1326,39.9716,28.8675,40.4475
69.5,347.5,35,2.5,122.5517,109.4317,137.2517,361.1317,42.3866,38.3117,34.7861,34.217,33.2517,96.9411,36.135,39.972,28.9717,40.4843
69.75,347.75,35,2.75,122.6558,109.5358,137.3558,361.2758,42.394,38.4158,34.7931,34.2185,33.3558,96.9505,36.1375,39.9725,29.0758,40.493
70.0,348.0,36,1.0,122.76,109.64,137.46,361.38,42.42,38.52,34.8,34.22,33.46,96.96,36.14,39.9729,29.18,40.5002
