qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,A Horn 1,A Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1074.0,447.5,381,1.0,r,r,r,r,r,r,F#4,F#3,r,r,F#5,F#4,r,B4,D4,B3,B2,B1
1074.5,447.7083,381,1.5,B-5,r,r,r,B-4,r,B-3,r,r,r,F#5,F#4,r,B4,D4,B3,B2,B1
1074.75,447.8125,381,1.75,B5,r,r,r,B4,r,B3,r,r,r,F#5,F#4,r,B4,D4,B3,B2,B1
1075.0,447.9167,381,2.0,D6,B-5,B-5,C#5,D5,B-4,D4,B-3,r,r,F#5,F#4,r,C#5,F#4,F#3,F#2,F#1
1075.25,448.0208,381,2.25,C#6,B-5,B-5,C#5,C#5,B-4,C#4,B-3,r,r,F#5,F#4,r,C#5,F#4,F#3,F#2,F#1
1075.5,448.125,381,2.5,B5,B-5,B-5,C#5,B4,B-4,B3,B-3,r,r,F#5,F#4,r,C#5,F#4,F#3,F#2,F#1
1075.75,448.2292,381,2.75,C#6,B-5,B-5,C#5,C#5,B-4,C#4,B-3,r,r,F#5,F#4,r,C#5,F#4,F#3,F#2,F#1
1076.0,448.3333,382,1.0,D6,B5,B5,D5,D5,B4,D4,B3,r,r,F#5,F#4,r,D5,F#4,F#3,B2,B1
1076.5,448.5417,382,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B2
1076.75,448.6458,382,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3
1077.0,448.75,382,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3
1077.25,448.8542,382,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3
1077.5,448.9583,382,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3
1077.75,449.0625,382,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B2
1078.0,449.1667,383,1.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,r,E4,E3
1078.5,449.375,383,1.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,B3,E4,E3
1078.75,449.4792,383,1.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,C#4,E4,E3
1079.0,449.5833,383,2.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,E4,D4,D3
1079.25,449.6875,383,2.25,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,D4,D4,D3
1079.5,449.7917,383,2.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,C#4,D4,D3
1079.75,449.8958,383,2.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,B3,D4,D3
1080.0,450.0,384,1.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,E4,C#4,C#3
1080.5,450.2083,384,1.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,B4,E4,C#4,C#3
1080.75,450.3125,384,1.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,C#5,E4,C#4,C#3
1081.0,450.4167,384,2.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,E5,D4,B3,B2
1081.25,450.5208,384,2.25,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,D5,D4,B3,B2
1081.5,450.625,384,2.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,C#5,D4,B3,B2
1081.75,450.7292,384,2.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,B4,D4,B3,B2
1082.0,450.8333,385,1.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,E5,C#4,A3,A2
1082.5,451.0417,385,1.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,E5,E5,C#4,A3,A2
1082.75,451.1458,385,1.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,F#5,E5,C#4,A3,A2
1083.0,451.25,385,2.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,A5,D5,D4,B3,B2
1083.25,451.3542,385,2.25,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,G#5,D5,D4,B3,B2
1083.5,451.4583,385,2.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,F#5,D5,D4,B3,B2
1083.75,451.5625,385,2.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,E5,D5,D4,B3,B2
1084.0,451.6667,386,1.0,r,r,E5,E5,E5,E4,r,r,E4,E3,A4,A3,A2,A5,C#5,E4,C#4,C#3
1084.5,451.875,386,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B2
1084.75,451.9792,386,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3
1085.0,452.0833,386,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3
1085.25,452.1875,386,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3
1085.5,452.2917,386,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3
1085.75,452.3958,386,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B2
1086.0,452.5,387,1.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,r,E4,E3
1086.5,452.7083,387,1.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,B3,E4,E3
1086.75,452.8125,387,1.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,C#4,E4,E3
1087.0,452.9167,387,2.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,E4,D4,D3
1087.25,453.0208,387,2.25,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,D4,D4,D3
1087.5,453.125,387,2.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,C#4,D4,D3
1087.75,453.2292,387,2.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,B3,D4,D3
1088.0,453.3333,388,1.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,r,E4,C#4,C#3
1088.5,453.5417,388,1.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,B4,E4,C#4,C#3
1088.75,453.6458,388,1.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,C#5,E4,C#4,C#3
1089.0,453.75,388,2.0,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,E5,D4,B3,B2
1089.25,453.8542,388,2.25,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,D5,D4,B3,B2
1089.5,453.9583,388,2.5,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,C#5,D4,B3,B2
1089.75,454.0625,388,2.75,r,r,E5,E5,E5,E4,r,r,E4,E3,r,r,r,r,B4,D4,B3,B2
1090.0,454.1667,389,1.0,r,r,A5,A5,A5,A4,A3,A2,A4,A3,A4,A3,A2,r,E5,C#4,A3,A2
1090.5,454.375,389,1.5,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,E5,E5,C#4,A3,A2
1090.75,454.4792,389,1.75,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,F#5,E5,C#4,A3,A2
1091.0,454.5833,389,2.0,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,A5,C#5,E4,G3,G2
1091.25,454.6875,389,2.25,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,G5,C#5,E4,G3,G2
1091.5,454.7917,389,2.5,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,F#5,C#5,E4,G3,G2
1091.75,454.8958,389,2.75,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,E5,C#5,E4,G3,G2
1092.0,455.0,390,1.0,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,A5,D5,A4,F#3,F#2
1092.5,455.2083,390,1.5,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,A5,D5,A3,F#3,F#2
1092.75,455.3125,390,1.75,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,A5,D5,B3,F#3,F#2
1093.0,455.4167,390,2.0,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,G5,E5,D4,E3,E2
1093.25,455.5208,390,2.25,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,G5,E5,C#4,E3,E2
1093.5,455.625,390,2.5,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,G5,E5,B3,E3,E2
1093.75,455.7292,390,2.75,r,r,A5,A5,A5,A4,A3,A2,A4,A3,r,r,r,G5,E5,A3,E3,E2
1094.0,455.8333,391,1.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,A4,A3,r,F#5,F#5,D4,D3,D2
1094.5,456.0417,391,1.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,F#5,F#4,r,D3,D2
1094.75,456.1458,391,1.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,F#5,G4,r,D3,D2
1095.0,456.25,391,2.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,A4,r,C#3,C#2
1095.25,456.3542,391,2.25,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,G4,r,C#3,C#2
1095.5,456.4583,391,2.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,F#4,r,C#3,C#2
1095.75,456.5625,391,2.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,E4,r,C#3,C#2
1096.0,456.6667,392,1.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,D5,D4,r,B2,B1
1096.5,456.875,392,1.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,D5,r,r,B2,B1
1096.75,456.9792,392,1.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,r,r,B2,B1
1097.0,457.0833,392,2.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,F#5,r,r,A2,A1
1097.25,457.1875,392,2.25,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,r,r,A2,A1
1097.5,457.2917,392,2.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,D5,r,r,A2,A1
1097.75,457.3958,392,2.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,C#5,r,r,A2,A1
1098.0,457.5,393,1.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,A4,A3,r,B4,r,r,G#2,G#1
1098.5,457.7083,393,1.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,D4,r,G#2,G#1
1098.75,457.8125,393,1.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,E4,r,G#2,G#1
1099.0,457.9167,393,2.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,F#4,r,A2,A1
1099.25,458.0208,393,2.25,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,E4,r,A2,A1
1099.5,458.125,393,2.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,D4,r,A2,A1
1099.75,458.2292,393,2.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,C#4,r,A2,A1
1100.0,458.3333,394,1.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,B3,r,G#2,G#1
1100.5,458.5417,394,1.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,D5,r,r,G#2,G#1
1100.75,458.6458,394,1.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,r,r,G#2,G#1
1101.0,458.75,394,2.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,F#5,r,r,A2,A1
1101.25,458.8542,394,2.25,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,r,r,A2,A1
1101.5,458.9583,394,2.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,D5,r,r,A2,A1
1101.75,459.0625,394,2.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,C#5,r,r,A2,A1
1102.0,459.1667,395,1.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,A4,A3,r,B4,r,r,G#2,G#1
1102.5,459.375,395,1.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,D4,r,G#2,G#1
1102.75,459.4792,395,1.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,E4,r,G#2,G#1
1103.0,459.5833,395,2.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,F#4,r,A2,A1
1103.25,459.6875,395,2.25,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,E4,r,A2,A1
1103.5,459.7917,395,2.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,D4,r,A2,A1
1103.75,459.8958,395,2.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,C#4,r,A2,A1
1104.0,460.0,396,1.0,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,r,B3,r,G#2,G#1
1104.5,460.2083,396,1.5,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,D5,r,r,G#2,G#1
1104.75,460.3125,396,1.75,D6,D6,D6,D5,D5,D5,D4,D3,r,r,r,r,r,E5,r,r,G#2,G#1
1105.0,460.4167,396,2.0,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,F5,r,r,G#2,G#1
1105.25,460.5208,396,2.25,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,E5,r,r,G#2,G#1
1105.5,460.625,396,2.5,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,D5,r,r,G#2,G#1
1105.75,460.7292,396,2.75,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,C5,r,r,G#2,G#1
1106.0,460.8333,397,1.0,F6,D6,F5,D5,r,r,F4,D4,r,r,A4,A3,r,B4,r,r,G2,G1
1106.5,461.0417,397,1.5,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,D4,r,G2,G1
1106.75,461.1458,397,1.75,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,E4,r,G2,G1
1107.0,461.25,397,2.0,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,F4,r,G#2,G#1
1107.25,461.3542,397,2.25,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,E4,r,G#2,G#1
1107.5,461.4583,397,2.5,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,D4,r,G#2,G#1
1107.75,461.5625,397,2.75,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,C4,r,G#2,G#1
1108.0,461.6667,398,1.0,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,B3,r,G2,G1
1108.5,461.875,398,1.5,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,r,C3,G2,G1
1108.75,461.9792,398,1.75,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,r,r,D3,G2,G1
1109.0,462.0833,398,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,F3,G#2,G#1
1109.25,462.1875,398,2.25,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,E-3,G#2,G#1
1109.5,462.2917,398,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,D3,G#2,G#1
1109.75,462.3958,398,2.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,C3,G#2,G#1
1110.0,462.5,399,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,C5,C5,r,r,r,G3,G2,G1
1110.5,462.7083,399,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,C4,r,G2,G1
1110.75,462.8125,399,1.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,D4,r,G2,G1
1111.0,462.9167,399,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,F4,r,F#2,F#1
1111.25,463.0208,399,2.25,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,E-4,r,F#2,F#1
1111.5,463.125,399,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,D4,r,F#2,F#1
1111.75,463.2292,399,2.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,C4,r,F#2,F#1
1112.0,463.3333,400,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,G4,r,G2,G1
1112.5,463.5417,400,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,C3,G2,G1
1112.75,463.6458,400,1.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,D3,G2,G1
1113.0,463.75,400,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,F3,G#2,G#1
1113.25,463.8542,400,2.25,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,E-3,G#2,G#1
1113.5,463.9583,400,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,D3,G#2,G#1
1113.75,464.0625,400,2.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,C3,G#2,G#1
1114.0,464.1667,401,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,C5,C5,r,r,r,G3,G2,G1
1114.5,464.375,401,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,C5,r,r,G2,G1
1114.75,464.4792,401,1.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,D5,r,r,G2,G1
1115.0,464.5833,401,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,F5,r,r,F#2,F#1
1115.25,464.6875,401,2.25,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,E-5,r,r,F#2,F#1
1115.5,464.7917,401,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,D5,r,r,F#2,F#1
1115.75,464.8958,401,2.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,C5,r,r,F#2,F#1
1116.0,465.0,402,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,G5,r,r,G2,G1
1116.5,465.2083,402,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,C4,r,G2,G1
1116.75,465.3125,402,1.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,D4,r,G2,G1
1117.0,465.4167,402,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,E-4,r,F#2,F#1
1117.25,465.5208,402,2.25,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,D4,r,F#2,F#1
1117.5,465.625,402,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,C4,r,F#2,F#1
1117.75,465.7292,402,2.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,B-3,r,F#2,F#1
1118.0,465.8333,403,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,A4,A3,A2,r,A3,r,F2,F1
1118.5,466.0417,403,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,C5,r,r,F2,F1
1118.75,466.1458,403,1.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,D5,r,r,F2,F1
1119.0,466.25,403,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,E-5,r,r,F#2,F#1
1119.25,466.3542,403,2.25,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,D5,r,r,F#2,F#1
1119.5,466.4583,403,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,C5,r,r,F#2,F#1
1119.75,466.5625,403,2.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,B-4,r,r,F#2,F#1
1120.0,466.6667,404,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,A4,r,r,F2,F1
1120.5,466.875,404,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,B-3,F2,F1
1120.75,466.9792,404,1.75,E-6,C6,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,r,C4,F2,F1
1121.0,467.0833,404,2.0,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,E-4,F#2,F#1
1121.25,467.1875,404,2.25,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,C#4,F#2,F#1
1121.5,467.2917,404,2.5,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,C4,F#2,F#1
1121.75,467.3958,404,2.75,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,B-3,F#2,F#1
1122.0,467.5,405,1.0,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,F3,F2,F1
1122.5,467.7083,405,1.5,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,B-3,r,F2,F1
1122.75,467.8125,405,1.75,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,C4,r,F2,F1
1123.0,467.9167,405,2.0,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,E-4,r,E2,E1
1123.25,468.0208,405,2.25,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,C#4,r,E2,E1
1123.5,468.125,405,2.5,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,C4,r,E2,E1
1123.75,468.2292,405,2.75,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,B-3,r,E2,E1
1124.0,468.3333,406,1.0,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,F4,r,F2,F1
1124.5,468.5417,406,1.5,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,B-3,F2,F1
1124.75,468.6458,406,1.75,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,C4,F2,F1
1125.0,468.75,406,2.0,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,E-4,F#2,F#1
1125.25,468.8542,406,2.25,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,C#4,F#2,F#1
1125.5,468.9583,406,2.5,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,C4,F#2,F#1
1125.75,469.0625,406,2.75,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,B-3,F#2,F#1
1126.0,469.1667,407,1.0,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,r,F3,F2,F2
1126.5,469.375,407,1.5,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,B-4,r,r,F2,F2
1126.75,469.4792,407,1.75,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,C5,r,r,F2,F2
1127.0,469.5833,407,2.0,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,E-5,r,r,E2,E2
1127.25,469.6875,407,2.25,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,C#5,r,r,E2,E2
1127.5,469.7917,407,2.5,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,C5,r,r,E2,E2
1127.75,469.8958,407,2.75,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,B-4,r,r,E2,E2
1128.0,470.0,408,1.0,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,F5,r,r,F2,F2
1128.5,470.2083,408,1.5,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,A3,r,F2,F2
1128.75,470.3125,408,1.75,C#6,B-5,C#5,B-4,r,r,C#4,B-3,r,r,r,r,r,r,B-3,r,F2,F2
1129.0,470.4167,408,2.0,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,D4,r,F2,F2
1129.25,470.5208,408,2.25,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,C4,r,F2,F2
1129.5,470.625,408,2.5,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,B-3,r,F2,F2
1129.75,470.7292,408,2.75,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,A3,r,F2,F2
1130.0,470.8333,409,1.0,C6,A5,C5,A4,r,r,C4,A3,r,r,A4,A3,A2,r,A3,r,E2,E2
1130.5,471.0417,409,1.5,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,A4,r,r,E2,E2
1130.75,471.1458,409,1.75,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,B-4,r,r,E2,E2
1131.0,471.25,409,2.0,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,D5,r,r,F2,F2
1131.25,471.3542,409,2.25,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,C5,r,r,F2,F2
1131.5,471.4583,409,2.5,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,B-4,r,r,F2,F2
1131.75,471.5625,409,2.75,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,A4,r,r,F2,F2
1132.0,471.6667,410,1.0,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,A4,r,r,E2,E2
1132.5,471.875,410,1.5,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,r,A3,E2,E2
1132.75,471.9792,410,1.75,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,r,B3,E2,E2
1133.0,472.0833,410,2.0,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,r,D4,F2,F2
1133.25,472.1875,410,2.25,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,r,C4,F2,F2
1133.5,472.2917,410,2.5,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,r,B3,F2,F2
1133.75,472.3958,410,2.75,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,r,A3,F2,F2
1134.0,472.5,411,1.0,C6,A5,C5,A4,r,r,C4,A3,r,r,E5,E5,E3,r,r,E3,E2,E2
1134.5,472.7083,411,1.5,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,A3,r,E2,E2
1134.75,472.8125,411,1.75,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,B3,r,E2,E2
1135.0,472.9167,411,2.0,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,D4,r,E-2,E-2
1135.25,473.0208,411,2.25,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,C4,r,E-2,E-2
1135.5,473.125,411,2.5,C6,A5,C5,A4,r,r,C4,A3,r,r,r,r,r,r,B3,r,E-2,E-2
