qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,3,0.0,a,Vln,0
6.0,3,3,0.667,a,Vln,0
13.0,6,1,0.0,a,Vln,0
19.0,8,1,0.0,a,Vln,0
25.0,10,1,0.0,a,Vln,0
36.0,13,3,0.667,b,T,1
38.25,14,2.25,0.417,b,Vln,0
40.0,15,1,0.0,b,T,1
283/6,17,2.17,0.389,b,Vln,0
48.5,17,3.5,0.833,b,T,1
51.25,18,3.25,0.75,b,Vln,0
52.0,19,1,0.0,b,T,1
58.25,21,1.25,0.083,b,Vln,0
60.5,21,3.5,0.833,b,T,1
64.25,23,1.25,0.083,b,Vln,0
65.5,23,2.5,0.5,b,T,1
67.25,24,1.25,0.083,b,Vln,0
68.5,24,2.5,0.5,b,T,1
72.5,25,3.5,0.833,b,T,1
75.0,26,3,0.667,a,Vln,0
86.0,30,2,0.333,a,Vln,0
93.5,32,3.5,0.833,b,T,1
94.25,33,1.25,0.083,b,Vln,0
95.5,33,2.5,0.5,b,T,1
97.25,34,1.25,0.083,b,Vln,0
98.5,34,2.5,0.5,b,T,1
100.25,35,1.25,0.083,b,Vln,0
101.5,35,2.5,0.5,b,T,1
625/6,36,2.17,0.389,b,Vln,0
105.5,36,3.5,0.833,b,T,1
108.25,37,3.25,0.75,b,Vln,0
110.25,38,2.25,0.417,b,T,1
111.25,38,3.25,0.75,b,Vln,0
113.5,39,2.5,0.5,b,T,1
115.5,40,1.5,0.167,b,Vln,0
117.5,40,3.5,0.833,b,T,1
121.25,42,1.25,0.083,b,Vln,0
122.5,42,2.5,0.5,b,T,1
124.25,43,1.25,0.083,b,Vln,0
129.5,44,3.5,0.833,b,T,1
136.0,47,1,0.0,b,Vln,0
137.5,47,2.5,0.5,b,T,1
144.0,49,3,0.667,a,Vln,0
148.0,51,1,0.0,a,Vln,0
154.0,53,1,0.0,a,Vln,0
160.0,55,1,0.0,a,Vln,0
