qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello 1,Violoncello 2,Contrabass
310.5,245.1316,156,1.5,F6,r,F5,F5,r,r,F4,r,r,r,r,r,r,B4,D4,r,G2,G2,G1
310.75,245.3289,156,1.75,F6,r,F5,F5,r,r,F4,r,r,r,r,r,r,D5,D4,r,G2,G2,G1
311.0,245.5263,156,2.0,F6,r,F5,F5,r,r,F4,r,r,r,r,r,r,G5,D4,r,G2,G2,G1
311.25,245.7237,156,2.25,F6,r,F5,F5,r,r,F4,r,r,r,r,r,r,D5,D4,r,G2,G2,G1
311.3333,245.7894,156,2.3333,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,D5,D4,r,G2,G2,G1
311.5,245.9211,156,2.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,B4,D4,r,G2,G2,G1
311.6667,246.0527,156,2.6667,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,B4,D4,r,G2,G2,G1
311.75,246.1184,156,2.75,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,D5,D4,r,G2,G2,G1
312.0,246.3158,157,1.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,G4,E4,r,G2,G2,G1
312.25,246.5132,157,1.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,G4,E4,E4,G2,G2,G1
312.5,246.7105,157,1.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,E4,C4,G2,G2,G1
312.75,246.9079,157,1.75,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,E4,E4,G2,G2,G1
313.0,247.1053,157,2.0,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,r,G4,r,r,r
313.25,247.3026,157,2.25,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,r,E4,r,r,r
313.5,247.5,157,2.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,r,C4,r,r,r
313.75,247.6974,157,2.75,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,r,E4,r,r,r
314.0,247.8947,158,1.0,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,E4,G3,G2,G2,G1
314.25,248.0921,158,1.25,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,G4,E4,G3,G2,G2,G1
314.5,248.2895,158,1.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,E4,E4,r,G2,G2,G1
314.75,248.4868,158,1.75,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,G4,E4,r,G2,G2,G1
315.0,248.6842,158,2.0,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,C5,E4,r,G2,G2,G1
315.25,248.8816,158,2.25,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,E4,E4,r,G2,G2,G1
315.5,249.0789,158,2.5,F#6,r,F#5,F#5,r,r,F#4,r,r,r,r,r,r,C4,F#4,r,A2,A2,A1
315.75,249.2763,158,2.75,F#6,r,F#5,F#5,r,r,F#4,r,r,r,r,r,r,F#4,F#4,r,A2,A2,A1
316.0,249.4737,159,1.0,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,F#4,F#4,r,B2,B2,B1
316.25,249.6711,159,1.25,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,F#4,F#4,F#4,B2,B2,B1
316.5,249.8684,159,1.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,F#4,E-4,B2,B2,B1
316.75,250.0658,159,1.75,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,F#4,F#4,B2,B2,B1
317.0,250.2632,159,2.0,E-6,r,E-5,E-5,r,r,E-4,r,r,r,r,r,r,r,B4,B4,B2,B2,B1
317.25,250.4605,159,2.25,E-6,r,E-5,E-5,r,r,E-4,r,r,r,r,r,r,r,B4,F#4,B2,B2,B1
317.5,250.6579,159,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,B2,B2,B1
317.75,250.8553,159,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,B2,B2,B1
318.0,251.0526,160,1.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,r,D4,A3,F#2,F#2,F#1
318.25,251.25,160,1.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,A4,D4,A3,F#2,F#2,F#1
318.5,251.4474,160,1.5,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,F#4,D4,r,F#2,F#2,F#1
318.75,251.6447,160,1.75,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,A4,D4,r,F#2,F#2,F#1
319.0,251.8421,160,2.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,D5,D4,r,F#2,F#2,F#1
319.25,252.0395,160,2.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,A4,D4,r,F#2,F#2,F#1
319.5,252.2368,160,2.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,E4,E4,r,G#2,G#2,G#1
319.75,252.4342,160,2.75,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,B4,E4,r,G#2,G#2,G#1
320.0,252.6316,161,1.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,E4,E4,r,A2,A2,A1
320.25,252.8289,161,1.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,E4,E4,C#4,A2,A2,A1
320.5,253.0263,161,1.5,C#6,r,C#5,C#5,r,r,C#4,r,r,r,r,r,r,r,E4,A3,A2,A2,A1
320.75,253.2237,161,1.75,C#6,r,C#5,C#5,r,r,C#4,r,r,r,r,r,r,r,E4,C#4,A2,A2,A1
321.0,253.4211,161,2.0,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A4,E4,A2,A2,A1
321.25,253.6184,161,2.25,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A4,C4,A2,A2,A1
321.5,253.8158,161,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,A2,A2,A1
321.75,254.0132,161,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,A2,A2,A1
322.0,254.2105,162,1.0,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A4,E3,E2,E2,E1
322.25,254.4079,162,1.25,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,C5,A4,E3,E2,E2,E1
322.5,254.6053,162,1.5,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,A4,A4,r,E2,E2,E1
322.75,254.8026,162,1.75,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,C5,A4,r,E2,E2,E1
323.0,255.0,162,2.0,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,E5,A4,r,E2,E2,E1
323.25,255.1974,162,2.25,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,C5,A4,r,E2,E2,E1
323.5,255.3947,162,2.5,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,A4,A3,r,E2,E2,E1
323.75,255.5921,162,2.75,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,C5,A3,r,E2,E2,E1
324.0,255.7895,163,1.0,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,E4,G#3,r,E2,E2,E1
324.25,255.9868,163,1.25,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,E4,G#3,B3,E2,E2,E1
324.5,256.1842,163,1.5,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,r,r,G#3,E2,E2,E1
324.75,256.3816,163,1.75,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,r,r,B3,E2,E2,E1
325.0,256.5789,163,2.0,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A4,E4,E2,E2,E1
325.25,256.7763,163,2.25,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A4,C4,E2,E2,E1
325.5,256.9737,163,2.5,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A3,A3,E2,E2,E1
325.75,257.1711,163,2.75,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A3,C4,E2,E2,E1
326.0,257.3684,164,1.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,r,G#4,E3,E2,E2,E1
326.25,257.5658,164,1.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,B4,G#4,E3,E2,E2,E1
326.5,257.7632,164,1.5,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,E4,G#4,r,E2,E2,E1
326.75,257.9605,164,1.75,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,B4,G#4,r,E2,E2,E1
327.0,258.1579,164,2.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,E5,A4,r,F#2,F#2,F#1
327.25,258.3553,164,2.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,B4,A4,r,F#2,F#2,F#1
327.3333,258.421,164,2.3333,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,B4,A4,r,F#2,F#2,F#1
327.5,258.5526,164,2.5,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,E4,B4,r,G#2,G#2,G#1
327.6667,258.6842,164,2.6667,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,E4,B4,r,G#2,G#2,G#1
327.75,258.75,164,2.75,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,D5,B4,r,G#2,G#2,G#1
328.0,258.9474,165,1.0,A5,r,A4,A4,r,r,A3,r,r,r,r,r,r,C5,E4,r,A2,A2,A1
328.25,259.1447,165,1.25,A5,r,A4,A4,r,r,A3,r,r,r,r,r,r,C5,E4,C4,A2,A2,A1
328.3333,259.2105,165,1.3333,A5,r,A4,A4,r,r,A3,r,r,r,r,r,r,C5,E4,C4,A2,A2,A1
328.5,259.3421,165,1.5,A5,r,A4,A4,r,r,A3,r,r,r,r,r,r,r,r,A3,A2,A2,A1
328.6667,259.4737,165,1.6667,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,r,r,A3,A2,A2,A1
328.75,259.5395,165,1.75,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,r,r,C4,A2,A2,A1
329.0,259.7368,165,2.0,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,r,E4,r,r,r
329.25,259.9342,165,2.25,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,r,C4,r,r,r
329.3333,260.0,165,2.3333,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,r,C4,r,r,r
329.5,260.1316,165,2.5,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,r,A3,r,r,r
329.6667,260.2632,165,2.6667,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,r,r,A3,r,r,r
329.75,260.3289,165,2.75,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,r,r,C4,r,r,r
330.0,260.5263,166,1.0,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,E4,E3,G2,G2,G1
330.25,260.7237,166,1.25,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,E4,E4,E3,G2,G2,G1
330.5,260.9211,166,1.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,B3,E4,r,G2,G2,G1
330.75,261.1184,166,1.75,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,E4,E4,r,G2,G2,G1
331.0,261.3158,166,2.0,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,B4,E4,r,G2,G2,G1
331.25,261.5132,166,2.25,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,E4,E4,r,G2,G2,G1
331.5,261.7105,166,2.5,F#6,r,F#5,F#5,r,r,F#4,r,r,r,r,r,r,C4,F#4,r,A2,A2,A1
331.75,261.9079,166,2.75,F#6,r,F#5,F#5,r,r,F#4,r,r,r,r,r,r,F#4,F#4,r,A2,A2,A1
332.0,262.1053,167,1.0,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,F#4,F#4,r,B2,B2,B1
332.25,262.3026,167,1.25,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,F#4,F#4,F#4,B2,B2,B1
332.5,262.5,167,1.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,F#4,E-4,B2,B2,B1
332.75,262.6974,167,1.75,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,r,F#4,F#4,B2,B2,B1
333.0,262.8947,167,2.0,E-6,r,E-5,E-5,r,r,E-4,r,r,r,r,r,r,r,B4,B4,B2,B2,B1
333.25,263.0921,167,2.25,E-6,r,E-5,E-5,r,r,E-4,r,r,r,r,r,r,r,B4,F#4,B2,B2,B1
333.5,263.2895,167,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,B2,B2,B1
333.75,263.4868,167,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,B2,B2,B1
334.0,263.6842,168,1.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,r,D4,A3,F#2,F#2,F#1
334.25,263.8816,168,1.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,F#4,D4,A3,F#2,F#2,F#1
334.3333,263.9473,168,1.3333,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,F#4,D4,A3,F#2,F#2,F#1
334.5,264.0789,168,1.5,B5,r,B4,B4,r,r,B3,r,r,r,r,r,r,D4,D4,r,F#2,F#2,F#1
334.6667,264.2106,168,1.6667,C#6,r,C#5,C#5,r,r,C#4,r,r,r,r,r,r,D4,D4,r,F#2,F#2,F#1
334.75,264.2763,168,1.75,C#6,r,C#5,C#5,r,r,C#4,r,r,r,r,r,r,F#4,D4,r,F#2,F#2,F#1
335.0,264.4737,168,2.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,A4,D4,r,F#2,F#2,F#1
335.25,264.6711,168,2.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,D4,D4,r,F#2,F#2,F#1
335.3333,264.7368,168,2.3333,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,D4,D4,r,F#2,F#2,F#1
335.5,264.8684,168,2.5,E6,r,E5,E5,r,r,E4,r,r,r,r,r,r,B3,E4,r,G#2,G#2,G#1
335.6667,265.0,168,2.6667,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,B3,E4,r,G#2,G#2,G#1
335.75,265.0658,168,2.75,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,E4,E4,r,G#2,G#2,G#1
336.0,265.2632,169,1.0,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,E4,E4,r,A2,A2,A1
336.25,265.4605,169,1.25,D6,r,D5,D5,r,r,D4,r,r,r,r,r,r,E4,E4,C#4,A2,A2,A1
336.5,265.6579,169,1.5,C#6,r,C#5,C#5,r,r,C#4,r,r,r,r,r,r,r,E4,A3,A2,A2,A1
336.75,265.8553,169,1.75,C#6,r,C#5,C#5,r,r,C#4,r,r,r,r,r,r,r,E4,C#4,A2,A2,A1
337.0,266.0526,169,2.0,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A4,E4,A2,A2,A1
337.25,266.25,169,2.25,C6,r,C5,C5,r,r,C4,r,r,r,r,r,r,r,A4,C4,A2,A2,A1
337.5,266.4474,169,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,A2,A2,A1
337.75,266.6447,169,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,A2,A2,A1
338.0,266.8421,170,1.0,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A4,E3,E2,E2,E1
338.25,267.0395,170,1.25,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,C5,A4,E3,E2,E2,E1
338.5,267.2368,170,1.5,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,A4,A4,r,E2,E2,E1
338.75,267.4342,170,1.75,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,C5,A4,r,E2,E2,E1
339.0,267.6316,170,2.0,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,E5,A4,r,E2,E2,E1
339.25,267.8289,170,2.25,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,C5,A4,r,E2,E2,E1
339.5,268.0263,170,2.5,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,A4,A3,r,E2,E2,E1
339.75,268.2237,170,2.75,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,C5,A3,r,E2,E2,E1
340.0,268.4211,171,1.0,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,E4,G#3,r,E2,E2,E1
340.25,268.6184,171,1.25,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,E4,G#3,B3,E2,E2,E1
340.5,268.8158,171,1.5,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,r,r,G#3,E2,E2,E1
340.75,269.0132,171,1.75,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,r,r,B3,E2,E2,E1
341.0,269.2105,171,2.0,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A4,E4,E2,E2,E1
341.25,269.4079,171,2.25,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A4,C4,E2,E2,E1
341.5,269.6053,171,2.5,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A3,A3,E2,E2,E1
341.75,269.8026,171,2.75,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A3,C4,E2,E2,E1
342.0,270.0,172,1.0,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,r,G#4,E3,E2,E2,E1
342.25,270.1974,172,1.25,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,B4,G#4,E3,E2,E2,E1
342.5,270.3947,172,1.5,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,E4,G#4,r,E2,E2,E1
342.75,270.5921,172,1.75,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,B4,G#4,r,E2,E2,E1
343.0,270.7895,172,2.0,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,E5,A4,r,F#2,F#2,F#1
343.25,270.9868,172,2.25,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,B4,A4,r,F#2,F#2,F#1
343.3333,271.0526,172,2.3333,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,B4,A4,r,F#2,F#2,F#1
343.5,271.1842,172,2.5,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,E4,B4,r,G#2,G#2,G#1
343.6667,271.3158,172,2.6667,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,E4,B4,r,G#2,G#2,G#1
343.75,271.3816,172,2.75,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,D5,B4,r,G#2,G#2,G#1
344.0,271.5789,173,1.0,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,C#5,E4,r,A2,A2,A1
344.25,271.7763,173,1.25,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,C#5,E4,E4,A2,A2,A1
344.5,271.9737,173,1.5,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,r,E4,C#4,A2,A2,A1
344.75,272.1711,173,1.75,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,r,E4,E4,A2,A2,A1
345.0,272.3684,173,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r
345.25,272.5658,173,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
345.5,272.7632,173,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,r
345.75,272.9605,173,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
346.0,273.1579,174,1.0,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,r,E4,G3,A2,A2,A1
346.25,273.3553,174,1.25,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,C#5,E4,G3,A2,A2,A1
346.5,273.5526,174,1.5,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,G4,E4,r,A2,A2,A1
346.75,273.75,174,1.75,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,C#5,E4,r,A2,A2,A1
347.0,273.9474,174,2.0,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,E5,E4,r,A2,A2,A1
347.25,274.1447,174,2.25,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,C#5,E4,r,A2,A2,A1
347.3333,274.2105,174,2.3333,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,C#5,E4,r,A2,A2,A1
347.5,274.3421,174,2.5,B5,r,B4,r,r,r,B3,r,r,r,r,r,r,G4,E4,r,A2,A2,A1
347.6667,274.4737,174,2.6667,C#6,r,C#5,r,r,r,C#4,r,r,r,r,r,r,G4,E4,r,A2,A2,A1
347.75,274.5395,174,2.75,C#6,r,C#5,r,r,r,C#4,r,r,r,r,r,r,E5,E4,r,A2,A2,A1
348.0,274.7368,175,1.0,C#6,r,C#5,r,r,r,C#4,r,r,r,r,r,r,F5,F4,r,A2,A2,A1
348.25,274.9342,175,1.25,C#6,r,C#5,r,r,r,C#4,r,r,r,r,r,r,F5,F4,F3,A2,A2,A1
348.5,275.1316,175,1.5,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,r,F4,D3,A2,A2,A1
348.75,275.3289,175,1.75,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,r,F4,F3,A2,A2,A1
349.0,275.5263,175,2.0,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,r,A3,r,r,r
349.25,275.7237,175,2.25,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,r,F3,r,r,r
349.5,275.9211,175,2.5,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,r,D3,r,r,r
349.75,276.1184,175,2.75,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,r,D4,r,r,r
350.0,276.3158,176,1.0,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,F4,G#3,A2,A2,A1
350.25,276.5132,176,1.25,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,F4,F4,G#3,A2,A2,A1
350.5,276.7105,176,1.5,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,D4,F4,r,A2,A2,A1
350.75,276.9079,176,1.75,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,F4,F4,r,A2,A2,A1
351.0,277.1053,176,2.0,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,B4,F4,r,A2,A2,A1
351.25,277.3026,176,2.25,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,F4,F4,r,A2,A2,A1
351.3333,277.3684,176,2.3333,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,F4,F4,r,A2,A2,A1
351.5,277.5,176,2.5,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,D4,F4,r,A2,A2,A1
351.6667,277.6316,176,2.6667,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,D4,F4,r,A2,A2,A1
351.75,277.6974,176,2.75,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,D5,F4,r,A2,A2,A1
352.0,277.8947,177,1.0,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C#5,E4,r,A2,A2,A1
352.25,278.0921,177,1.25,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C#5,E4,E4,A2,A2,A1
352.5,278.2895,177,1.5,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,r,E4,C#4,A2,A2,A1
352.75,278.4868,177,1.75,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,r,E4,E4,A2,A2,A1
353.0,278.6842,177,2.0,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,r,r,G4,r,r,r
353.25,278.8816,177,2.25,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,r,r,E4,r,r,r
353.5,279.0789,177,2.5,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,r,r,C#4,r,r,r
353.75,279.2763,177,2.75,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,r,r,E4,r,r,r
354.0,279.4737,178,1.0,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,r,E4,G3,A2,A2,A1
354.25,279.6711,178,1.25,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,C#5,E4,G3,A2,A2,A1
354.3333,279.7368,178,1.3333,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,C#5,E4,G3,A2,A2,A1
354.5,279.8684,178,1.5,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,G4,E4,r,A2,A2,A1
354.6667,280.0,178,1.6667,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,G4,E4,r,A2,A2,A1
354.75,280.0658,178,1.75,A5,r,A4,r,r,r,A3,r,r,r,r,r,r,C#5,E4,r,A2,A2,A1
355.0,280.2632,178,2.0,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,E5,E4,r,A2,A2,A1
355.25,280.4605,178,2.25,A5,r,A4,r,r,r,A3,r,r,r,A4,A3,A2,C#5,E4,r,A2,A2,A1
355.3333,280.5263,178,2.3333,B5,r,B4,r,r,r,B3,r,r,r,A4,A3,A2,C#5,E4,r,A2,A2,A1
355.5,280.6579,178,2.5,B5,r,B4,r,r,r,B3,r,r,r,A4,A3,A2,G4,r,r,r,r,r
355.6667,280.7895,178,2.6667,C#6,r,C#5,r,r,r,C#4,r,r,r,A4,A3,A2,G4,r,r,r,r,r
355.75,280.8553,178,2.75,C#6,r,C#5,r,r,r,C#4,r,r,r,A4,A3,A2,E5,r,r,r,r,r
356.0,281.0526,179,1.0,C#6,r,C#5,r,r,r,C#4,r,r,r,A4,A3,A2,F5,F4,r,A2,A2,A1
356.25,281.25,179,1.25,C#6,r,C#5,r,r,r,C#4,r,r,r,A4,A3,A2,F5,F4,F3,A2,A2,A1
356.3333,281.3158,179,1.3333,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,F5,F4,F3,A2,A2,A1
356.5,281.4474,179,1.5,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,r,F4,D3,A2,A2,A1
356.6667,281.579,179,1.6667,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,r,F4,D3,A2,A2,A1
356.75,281.6447,179,1.75,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,r,F4,F3,A2,A2,A1
357.0,281.8421,179,2.0,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,F4,A3,A2,A2,A1
357.25,282.0395,179,2.25,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,F4,F3,A2,A2,A1
357.5,282.2368,179,2.5,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,r,D3,r,r,r
357.75,282.4342,179,2.75,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,r,D4,r,r,r
358.0,282.6316,180,1.0,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,r,F4,G#3,A2,A2,A1
358.25,282.8289,180,1.25,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,F4,F4,G#3,A2,A2,A1
358.3333,282.8947,180,1.3333,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,F4,F4,G#3,A2,A2,A1
358.5,283.0263,180,1.5,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,D4,F4,r,A2,A2,A1
358.6667,283.1579,180,1.6667,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,D4,F4,r,A2,A2,A1
358.75,283.2237,180,1.75,D6,r,D5,r,r,r,D4,r,r,r,r,r,r,F4,F4,r,A2,A2,A1
